date_obj,Bronze%20gold-trimmed%20set%20(sk) price
2015-03-26,613000
2015-03-27,613000
2015-03-28,613000
2015-03-29,613000
2015-03-30,613000
2015-03-31,613000
2015-04-01,613000
2015-04-02,613000
2015-04-03,613000
2015-04-04,613000
2015-04-05,613000
2015-04-06,613000
2015-04-07,613000
2015-04-08,613000
2015-04-09,613000
2015-04-10,613000
2015-04-11,613000
2015-04-12,613000
2015-04-13,613000
2015-04-14,613000
2015-04-15,613000
2015-04-16,613000
2015-04-17,613000
2015-04-18,613000
2015-04-19,613000
2015-04-20,613000
2015-04-21,613000
2015-04-22,613000
2015-04-23,613000
2015-04-24,613000
2015-04-25,613000
2015-04-26,613000
2015-04-27,613000
2015-04-28,613000
2015-04-29,613000
2015-04-30,613000
2015-05-01,613000
2015-05-02,613000
2015-05-03,613000
2015-05-04,613000
2015-05-05,613000
2015-05-06,613000
2015-05-07,613000
2015-05-08,613000
2015-05-09,613000
2015-05-10,613000
2015-05-11,613000
2015-05-12,613000
2015-05-13,613000
2015-05-14,613000
2015-05-15,613000
2015-05-16,613000
2015-05-17,613000
2015-05-18,613000
2015-05-19,613000
2015-05-20,613000
2015-05-21,613000
2015-05-22,613000
2015-05-23,613000
2015-05-24,613000
2015-05-25,613000
2015-05-26,613000
2015-05-27,613000
2015-05-28,602137
2015-05-29,602137
2015-05-30,602137
2015-05-31,602137
2015-06-01,602137
2015-06-02,602137
2015-06-03,602137
2015-06-04,602137
2015-06-05,602137
2015-06-06,602137
2015-06-07,602137
2015-06-08,602137
2015-06-09,602137
2015-06-10,602137
2015-06-11,602137
2015-06-12,602137
2015-06-13,602137
2015-06-14,602137
2015-06-15,602137
2015-06-16,602137
2015-06-17,602137
2015-06-18,602137
2015-06-19,602137
2015-06-20,602137
2015-06-21,602137
2015-06-22,602137
2015-06-23,602137
2015-06-24,602137
2015-06-25,602137
2015-06-26,602137
2015-06-27,602137
2015-06-28,602137
2015-06-29,602137
2015-06-30,602137
2015-07-01,602137
2015-07-02,602137
2015-07-03,602137
2015-07-04,602137
2015-07-05,602137
2015-07-06,602137
2015-07-07,602137
2015-07-08,602137
2015-07-09,602137
2015-07-10,602137
2015-07-11,602137
2015-07-12,602137
2015-07-13,602137
2015-07-14,602137
2015-07-15,602137
2015-07-16,602137
2015-07-17,602137
2015-07-18,602137
2015-07-19,602137
2015-07-20,602137
2015-07-21,602137
2015-07-22,602137
2015-07-23,602137
2015-07-24,602137
2015-07-25,602137
2015-07-26,602137
2015-07-27,580196
2015-07-28,580196
2015-07-29,580196
2015-07-30,580196
2015-07-31,580196
2015-08-01,580196
2015-08-02,580196
2015-08-03,580196
2015-08-04,580196
2015-08-05,580196
2015-08-06,580196
2015-08-07,580196
2015-08-08,580196
2015-08-09,580196
2015-08-10,580196
2015-08-11,580196
2015-08-12,580196
2015-08-13,580196
2015-08-14,580196
2015-08-15,580196
2015-08-16,580196
2015-08-17,580196
2015-08-18,580196
2015-08-19,580196
2015-08-20,580196
2015-08-21,580196
2015-08-22,580196
2015-08-23,580196
2015-08-24,580196
2015-08-25,580196
2015-08-26,580196
2015-08-27,580196
2015-08-28,580196
2015-08-29,580196
2015-08-30,580196
2015-08-31,580196
2015-09-01,580196
2015-09-02,580196
2015-09-03,580196
2015-09-04,580196
2015-09-05,580196
2015-09-06,580196
2015-09-07,580196
2015-09-08,580196
2015-09-09,580196
2015-09-10,580196
2015-09-11,580196
2015-09-12,580196
2015-09-13,580196
2015-09-14,580196
2015-09-15,580196
2015-09-16,580196
2015-09-17,552309
2015-09-18,552309
2015-09-19,552309
2015-09-20,552309
2015-09-21,552309
2015-09-22,552309
2015-09-23,552309
2015-09-24,552309
2015-09-25,552309
2015-09-27,552309
2015-09-28,552309
2015-09-29,552309
2015-09-30,552309
2015-10-05,552309
2015-10-06,552309
2015-10-07,552309
2015-10-08,552309
2015-10-09,552309
2015-10-10,552309
2015-10-11,552309
2015-10-12,552309
2015-10-13,552309
2015-10-14,552309
2015-10-15,552309
2015-10-16,552309
2015-10-17,552309
2015-10-18,552309
2015-10-19,552309
2015-10-20,552309
2015-10-22,552309
2015-10-23,552309
2015-10-24,552309
2015-10-25,552309
2015-10-26,552309
2015-10-27,552309
2015-10-29,552309
2015-10-30,552309
2015-10-31,552309
2015-11-01,552309
2015-11-02,552309
2015-11-03,552309
2015-11-04,552309
2015-11-05,552309
2015-11-06,552309
2015-11-07,552309
2015-11-08,552309
2015-11-09,552309
2015-11-10,552309
2015-11-11,552309
2015-11-12,552309
2015-11-13,552309
2015-11-14,552309
2015-11-15,552309
2015-11-16,552309
2015-11-17,528997
2015-11-18,528997
2015-11-19,528997
2015-11-20,528997
2015-11-21,528997
2015-11-22,528997
2015-11-23,528997
2015-11-24,528997
2015-11-25,528997
2015-11-26,528997
2015-11-27,528997
2015-11-28,528997
2015-11-29,528997
2015-11-30,528997
2015-12-01,528997
2015-12-02,528997
2015-12-03,528997
2015-12-04,528997
2015-12-05,528997
2015-12-06,528997
2015-12-07,528997
2015-12-08,528997
2015-12-09,528997
2015-12-10,528997
2015-12-11,528997
2015-12-12,528997
2015-12-13,528997
2015-12-14,528997
2015-12-15,528997
2015-12-16,528997
2015-12-17,528997
2015-12-18,528997
2015-12-19,528997
2015-12-20,528997
2015-12-21,528997
2015-12-22,528997
2015-12-23,528997
2015-12-24,528997
2015-12-25,528997
2015-12-26,528997
2015-12-27,528997
2015-12-28,528997
2015-12-29,528997
2015-12-30,528997
2015-12-31,528997
2016-01-01,528997
2016-01-02,528997
2016-01-03,509046
2016-01-04,509046
2016-01-05,509046
2016-01-06,509046
2016-01-07,509046
2016-01-08,509046
2016-01-09,509046
2016-01-10,509046
2016-01-11,509046
2016-01-12,509046
2016-01-13,509046
2016-01-14,509046
2016-01-15,509046
2016-01-16,509046
2016-01-17,509046
2016-01-18,509046
2016-01-19,509046
2016-01-20,509046
2016-01-21,509046
2016-01-22,509046
2016-01-23,509046
2016-01-24,509046
2016-01-25,509046
2016-01-26,509046
2016-01-27,509046
2016-01-28,509046
2016-01-29,509046
2016-01-30,509046
2016-01-31,509046
2016-02-01,509046
2016-02-02,509046
2016-02-03,509046
2016-02-04,509046
2016-02-05,509046
2016-02-06,509046
2016-02-07,509046
2016-02-08,509046
2016-02-09,509046
2016-02-10,509046
2016-02-11,487308
2016-02-12,487308
2016-02-13,487308
2016-02-14,487308
2016-02-15,487308
2016-02-16,487308
2016-02-17,487308
2016-02-18,487308
2016-02-19,487308
2016-02-20,487308
2016-02-21,487308
2016-02-22,487308
2016-02-23,487308
2016-02-24,487308
2016-02-25,487308
2016-02-26,487308
2016-02-27,487308
2016-02-28,487308
2016-02-29,487308
2016-03-01,487308
2016-03-02,487308
2016-03-03,487308
2016-03-04,487308
2016-03-05,487308
2016-03-06,487308
2016-03-07,487308
2016-03-08,487308
2016-03-09,487308
2016-03-10,487308
2016-03-11,487308
2016-03-12,487308
2016-03-13,487308
2016-03-14,487308
2016-03-15,487308
2016-03-16,487308
2016-03-17,487308
2016-03-18,487308
2016-03-19,487308
2016-03-20,487308
2016-03-21,487308
2016-03-22,487308
2016-03-23,487308
2016-03-24,466200
2016-03-25,466200
2016-03-26,466200
2016-03-27,466200
2016-03-28,466200
2016-03-29,466200
2016-03-30,466200
2016-03-31,466200
2016-04-01,466200
2016-04-02,466200
2016-04-03,466200
2016-04-04,466200
2016-04-05,466200
2016-04-06,466200
2016-04-07,466200
2016-04-08,466200
2016-04-09,466200
2016-04-10,466200
2016-04-11,466200
2016-04-12,466200
2016-04-13,466200
2016-04-14,466200
2016-04-15,466200
2016-04-16,466200
2016-04-17,466200
2016-04-18,466200
2016-04-19,466200
2016-04-20,466200
2016-04-21,466200
2016-04-22,466200
2016-04-23,466200
2016-04-24,466200
2016-04-25,466200
2016-04-26,466200
2016-04-27,466200
2016-04-28,466200
2016-04-29,466200
2016-04-30,466200
2016-05-01,446229
2016-05-02,446229
2016-05-03,446229
2016-05-04,446229
2016-05-05,446229
2016-05-06,446229
2016-05-07,446229
2016-05-08,446229
2016-05-09,446229
2016-05-10,446229
2016-05-11,446229
2016-05-12,446229
2016-05-13,446229
2016-05-14,446229
2016-05-15,446229
2016-05-16,446229
2016-05-17,446229
2016-05-18,446229
2016-05-19,446229
2016-05-22,446229
2016-05-23,446229
2016-05-24,446229
2016-05-25,446229
2016-05-26,446229
2016-05-27,446229
2016-05-28,446229
2016-05-29,446229
2016-05-30,446229
2016-05-31,446229
2016-06-01,446229
2016-06-02,446229
2016-06-03,446229
2016-06-04,446229
2016-06-05,446229
2016-06-06,424416
2016-06-07,424416
2016-06-08,424416
2016-06-09,424416
2016-06-10,424416
2016-06-11,424416
2016-06-12,424416
2016-06-13,424416
2016-06-14,424416
2016-06-15,424416
2016-06-16,424416
2016-06-17,424416
2016-06-18,424416
2016-06-19,424416
2016-06-20,424416
2016-06-21,424416
2016-06-22,424416
2016-06-23,424416
2016-06-24,424416
2016-06-25,424416
2016-06-26,424416
2016-06-27,424416
2016-06-28,424416
2016-06-29,424416
2016-06-30,424416
2016-07-01,424416
2016-07-02,424416
2016-07-03,424416
2016-07-04,424416
2016-07-05,424416
2016-07-06,424416
2016-07-07,424416
2016-07-08,424416
2016-07-09,424416
2016-07-10,424416
2016-07-11,424416
2016-07-12,424416
2016-07-13,404592
2016-07-14,404592
2016-07-15,404592
2016-07-16,404592
2016-07-17,404592
2016-07-18,404592
2016-07-23,404592
2016-07-24,404592
2016-07-25,404592
2016-07-26,404592
2016-07-27,404592
2016-07-28,404592
2016-07-29,404592
2016-07-30,404592
2016-07-31,404592
2016-08-01,404592
2016-08-02,404592
2016-08-03,404592
2016-08-04,404592
2016-08-05,404592
2016-08-06,404592
2016-08-07,404592
2016-08-08,404592
2016-08-09,404592
2016-08-10,404592
2016-08-11,404592
2016-08-12,404592
2016-08-13,404592
2016-08-14,404592
2016-08-15,404592
2016-08-16,404592
2016-08-17,404592
2016-08-18,404592
2016-08-19,404592
2016-08-20,385350
2016-08-21,385350
2016-08-22,385350
2016-08-23,385350
2016-08-24,385350
2016-08-25,385350
2016-08-26,385350
2016-08-28,385350
2016-08-31,385350
2016-09-01,385350
2016-09-02,385350
2016-09-03,385350
2016-09-04,385350
2016-09-05,385350
2016-09-06,385350
2016-09-07,385350
2016-09-08,385350
2016-09-09,385350
2016-09-10,385350
2016-09-11,385350
2016-09-12,385350
2016-09-13,385350
2016-09-14,385350
2016-09-15,385350
2016-09-16,385350
2016-09-17,385350
2016-09-18,385350
2016-09-19,385350
2016-09-20,385350
2016-09-21,385350
2016-09-22,385350
2016-09-23,385350
2016-09-24,385350
2016-09-25,385350
2016-09-26,385350
2016-09-27,385350
2016-09-28,385350
2016-09-29,385350
2016-09-30,366385
2016-10-01,366385
2016-10-02,366385
2016-10-03,366385
2016-10-04,366385
2016-10-05,366385
2016-10-06,366385
2016-10-07,366385
2016-10-08,366385
2016-10-09,366385
2016-10-10,366385
2016-10-11,366385
2016-10-12,366385
2016-10-13,366385
2016-10-14,366385
2016-10-15,366385
2016-10-16,366385
2016-10-17,366385
2016-10-18,366385
2016-10-19,366385
2016-10-20,366385
2016-10-21,366385
2016-10-22,366385
2016-10-23,366385
2016-10-24,366385
2016-10-25,366385
2016-10-26,366385
2016-10-27,366385
2016-10-28,366385
2016-10-29,366385
2016-10-30,366385
2016-10-31,366385
2016-11-01,366385
2016-11-02,366385
2016-11-03,366385
2016-11-04,350166
2016-11-05,350166
2016-11-06,350166
2016-11-07,350166
2016-11-08,350166
2016-11-09,350166
2016-11-10,350166
2016-11-11,350166
2016-11-12,350166
2016-11-13,350166
2016-11-14,350166
2016-11-15,350166
2016-12-07,350166
2016-12-08,350166
2016-12-09,350166
2016-12-10,335395
2016-12-11,335395
2016-12-12,335395
2016-12-13,335395
2016-12-14,335395
2016-12-15,335395
2016-12-16,335395
2016-12-17,335395
2016-12-18,335395
2016-12-19,335395
2016-12-20,335395
2016-12-21,335395
2016-12-22,335395
2016-12-23,335395
2016-12-24,335395
2016-12-25,335395
2016-12-26,335395
2016-12-27,335395
2016-12-28,335395
2016-12-29,335395
2016-12-30,335395
2016-12-31,335395
2017-01-01,335395
2017-01-02,335395
2017-01-03,335395
2017-01-04,335395
2017-01-05,335395
2017-01-06,335395
2017-01-07,335395
2017-01-08,335395
2017-01-09,335395
2017-01-10,335395
2017-01-11,335395
2017-01-12,335395
2017-01-13,335395
2017-01-14,335395
2017-01-15,334097
2017-01-16,334097
2017-01-17,334097
2017-01-18,334097
2017-01-19,334097
2017-01-20,334097
2017-01-21,334097
2017-01-22,334097
2017-01-23,334097
2017-01-27,334097
2017-01-28,334097
2017-01-29,334097
2017-01-30,334097
2017-01-31,334097
2017-02-01,334097
2017-02-02,334097
2017-02-03,334097
2017-02-04,334097
2017-02-05,334097
2017-02-06,334097
2017-02-07,334097
2017-02-08,334097
2017-02-09,334097
2017-02-10,334097
2017-02-11,334097
2017-02-12,334097
2017-02-13,334097
2017-02-14,334097
2017-02-15,334097
2017-02-16,334097
2017-02-18,334097
2017-02-19,324462
2017-02-20,324462
2017-02-21,324462
2017-02-22,324462
2017-02-23,324462
2017-02-24,324462
2017-02-25,324462
2017-02-26,324462
2017-02-27,324462
2017-02-28,324462
2017-03-01,324462
2017-03-02,324462
2017-03-03,324462
2017-03-04,324462
2017-03-05,324462
2017-03-06,324462
2017-03-07,324462
2017-03-08,324462
2017-03-09,324462
2017-03-10,324462
2017-03-11,324462
2017-03-12,324462
2017-03-13,324462
2017-03-14,324462
2017-03-15,324462
2017-03-16,324462
2017-03-17,324462
2017-03-18,324462
2017-03-19,324462
2017-03-20,324462
2017-03-21,324462
2017-03-22,324462
2017-03-23,324462
2017-03-24,310126
2017-03-25,310126
2017-03-26,310126
2017-03-27,310126
2017-03-28,310126
2017-03-29,310126
2017-03-30,310126
2017-03-31,310126
2017-04-01,310126
2017-04-02,310126
2017-04-03,310126
2017-04-04,310126
2017-04-12,310126
2017-04-13,310126
2017-04-14,310126
2017-04-15,310126
2017-04-16,310126
2017-04-17,310126
2017-04-18,310126
2017-04-19,310126
2017-04-20,310126
2017-04-21,310126
2017-04-22,310126
2017-04-23,310126
2017-04-24,310126
2017-04-25,310126
2017-04-26,310126
2017-04-27,295886
2017-04-28,295886
2017-04-29,295886
2017-04-30,295886
2017-05-01,295886
2017-05-02,295886
2017-05-03,295886
2017-05-04,295886
2017-05-05,295886
2017-05-06,295886
2017-05-07,295886
2017-05-08,295886
2017-05-09,295886
2017-05-10,295886
2017-05-11,295886
2017-05-12,295886
2017-05-13,295886
2017-05-14,295886
2017-05-15,295886
2017-05-16,295886
2017-05-17,295886
2017-05-18,295886
2017-05-19,295886
2017-05-20,295886
2017-05-21,295886
2017-05-22,295886
2017-05-23,295886
2017-05-24,295886
2017-05-25,295886
2017-05-26,295886
2017-05-27,295886
2017-05-28,295886
2017-05-29,295886
2017-05-30,295886
2017-05-31,295886
2017-06-01,295886
2017-06-02,295886
2017-06-03,295886
2017-06-04,288331
2017-06-05,288331
2017-06-06,288331
2017-06-07,288331
2017-06-08,288331
2017-06-09,288331
2017-06-10,288331
2017-06-11,288331
2017-06-12,288331
2017-06-13,288331
2017-06-14,288331
2017-06-15,288331
2017-06-16,288331
2017-06-17,288331
2017-06-18,288331
2017-06-19,288331
2017-06-20,288331
2017-06-21,288331
2017-06-22,288331
2017-06-23,288331
2017-06-24,288331
2017-06-25,288331
2017-06-26,288331
2017-06-27,288331
2017-06-28,288331
2017-06-29,288331
2017-06-30,288331
2017-07-01,288331
2017-07-02,288331
2017-07-03,288331
2017-07-04,288331
2017-07-05,288331
2017-07-06,288331
2017-07-07,288331
2017-07-08,288331
2017-07-13,277405
2017-07-14,277405
2017-07-15,277405
2017-07-16,277405
2017-07-17,277405
2017-07-18,277405
2017-07-19,277405
2017-07-20,277405
2017-07-21,277405
2017-07-22,277405
2017-07-23,277405
2017-07-24,277405
2017-07-25,277405
2017-07-26,277405
2017-07-27,277405
2017-07-28,277405
2017-07-29,277405
2017-07-30,277405
2017-07-31,277405
2017-08-01,277405
2017-08-02,277405
2017-08-03,277405
2017-08-04,277405
2017-08-05,277405
2017-08-06,277405
2017-08-09,277405
2017-08-10,277405
2017-08-11,277405
2017-08-12,277405
2017-08-13,270646
2017-08-14,270646
2017-08-15,270646
2017-08-16,270646
2017-08-17,270646
2017-08-18,270646
2017-08-19,270646
2017-08-20,270646
2017-08-21,270646
2017-08-22,270646
2017-08-23,270646
2017-08-24,270646
2017-08-25,270646
2017-08-26,270646
2017-08-27,270646
2017-08-28,270646
2017-08-29,270646
2017-08-30,270646
2017-08-31,270646
2017-09-01,270646
2017-09-02,270646
2017-09-03,270646
2017-09-04,270646
2017-09-05,270646
2017-09-06,270646
2017-09-07,270646
2017-09-08,270646
2017-09-09,270646
2017-09-10,270646
2017-09-11,270646
2017-09-12,270646
2017-09-13,270646
2017-09-14,269110
2017-09-15,269110
2017-09-16,269110
2017-09-17,269110
2017-09-18,269110
2017-09-19,269110
2017-09-20,269110
2017-09-21,269110
2017-09-22,269110
2017-09-23,269110
2017-09-24,269110
2017-09-25,269110
2017-09-26,269110
2017-09-27,269110
2017-09-28,269110
2017-09-29,269110
2017-09-30,269110
2017-10-01,269110
2017-10-02,269110
2017-10-03,269110
2017-10-04,269110
2017-10-05,269110
2017-10-06,269110
2017-10-07,269110
2017-10-08,269110
2017-10-09,269110
2017-10-10,269110
2017-10-11,269110
2017-10-12,269110
2017-10-13,269110
2017-10-14,269110
2017-10-15,269110
2017-10-16,269110
2017-10-17,269110
2017-10-18,269110
2017-10-19,269110
2017-10-20,269110
2017-10-21,272532
2017-10-22,272532
2017-10-23,272532
2017-10-24,272532
2017-10-25,272532
2017-10-26,272532
2017-10-27,272532
2017-10-28,272532
2017-10-29,272532
2017-10-30,272532
2017-10-31,272532
2017-11-01,272532
2017-11-02,272532
2017-11-03,272532
2017-11-04,272532
2017-11-05,272532
2017-11-06,272532
2017-11-07,272532
2017-11-08,272532
2017-11-09,272532
2017-11-10,272532
2017-11-11,272532
2017-11-12,272532
2017-11-13,272532
2017-11-14,272532
2017-11-15,272532
2017-11-16,272532
2017-11-17,272532
2017-11-18,272532
2017-11-19,272532
2017-11-20,272532
2017-11-21,272532
2017-11-22,272532
2017-11-23,272532
2017-11-24,272532
2017-11-25,272532
2017-11-26,272532
2017-11-27,272532
2017-11-28,272532
2017-11-29,272532
2017-11-30,272532
2017-12-01,273853
2017-12-02,273853
2017-12-03,273853
2017-12-04,273853
2017-12-05,273853
2017-12-06,273853
2017-12-07,273853
2017-12-08,273853
2017-12-09,273853
2017-12-10,273853
2017-12-11,273853
2017-12-12,273853
2017-12-13,273853
2017-12-14,273853
2017-12-15,273853
2017-12-16,273853
2017-12-17,273853
2017-12-18,273853
2017-12-19,273853
2017-12-20,273853
2017-12-21,273853
2017-12-22,273853
2017-12-23,273853
2017-12-24,273853
2017-12-25,273853
2017-12-26,273853
2017-12-27,273853
2017-12-28,273853
2017-12-29,273853
2017-12-30,273853
2017-12-31,269009
2018-01-01,269009
2018-01-02,269009
2018-01-03,269009
2018-01-04,269009
2018-01-05,269009
2018-01-06,269009
2018-01-07,269009
2018-01-08,269009
2018-01-09,269009
2018-01-10,269009
2018-01-11,269009
2018-01-12,269009
2018-01-13,269009
2018-01-14,269009
2018-01-15,269009
2018-01-16,269009
2018-01-17,269009
2018-01-18,269009
2018-01-19,269009
2018-01-20,269009
2018-01-21,269009
2018-01-22,269009
2018-01-23,269009
2018-01-24,264185
2018-01-25,264185
2018-01-26,264185
2018-01-27,264185
2018-01-28,264185
2018-01-29,264185
2018-01-30,264185
2018-01-31,264185
2018-02-01,264185
2018-02-02,264185
2018-02-03,264185
2018-02-04,264185
2018-02-05,264185
2018-02-06,264185
2018-02-07,264047
2018-02-08,264047
2018-02-09,264047
2018-02-10,264047
2018-02-11,264047
2018-02-12,264047
2018-02-13,264047
2018-02-14,264047
2018-02-15,264047
2018-02-16,264047
2018-02-17,264047
2018-02-18,264047
2018-02-19,264047
2018-02-20,262514
2018-02-21,262514
2018-02-22,262514
2018-02-23,262514
2018-02-24,262514
2018-02-25,262514
2018-02-26,262514
2018-02-27,262514
2018-02-28,262514
2018-03-01,262514
2018-03-02,262514
2018-03-03,262514
2018-03-04,262514
2018-03-05,259941
2018-03-06,259941
2018-03-07,259941
2018-03-08,259941
2018-03-09,259941
2018-03-10,259941
2018-03-11,259941
2018-03-12,259941
2018-03-13,259941
2018-03-14,259941
2018-03-15,259941
2018-03-16,259941
2018-03-17,259941
2018-03-18,259941
2018-03-19,259941
2018-03-20,264929
2018-03-21,264929
2018-03-23,264929
2018-03-24,264929
2018-03-25,264929
2018-03-26,264929
2018-03-27,264929
2018-03-28,264929
2018-03-29,264929
2018-03-30,264929
2018-03-31,264929
2018-04-01,264929
2018-04-02,264929
2018-04-03,264929
2018-04-04,264929
2018-04-05,264929
2018-04-06,264929
2018-04-07,272301
2018-04-08,272301
2018-04-09,272301
2018-04-10,272301
2018-04-11,272301
2018-04-12,272301
2018-04-13,272301
2018-04-14,272301
2018-04-15,272301
2018-04-16,272301
2018-04-17,272301
2018-04-18,272301
2018-04-19,272301
2018-04-20,272301
2018-04-21,272301
2018-04-22,272301
2018-04-23,272301
2018-04-24,272301
2018-04-25,275265
2018-04-26,275265
2018-04-27,275265
2018-04-28,275265
2018-04-29,275265
2018-04-30,275265
2018-05-01,275265
2018-05-02,275265
2018-05-03,275265
2018-05-04,275265
2018-05-05,275265
2018-05-06,275265
2018-05-07,275265
2018-05-08,275265
2018-05-09,275265
2018-05-10,275265
2018-05-11,286962
2018-05-12,286962
2018-05-13,286962
2018-05-14,286962
2018-05-15,286962
2018-05-16,286962
2018-05-17,286962
2018-05-18,286962
2018-05-19,286962
2018-05-20,286962
2018-05-21,286962
2018-05-22,286962
2018-05-23,286962
2018-05-24,286962
2018-05-25,289482
2018-05-26,289482
2018-05-27,289482
2018-05-28,289482
2018-05-29,289482
2018-05-30,289482
2018-05-31,289482
2018-06-01,289482
2018-06-02,289482
2018-06-03,289482
2018-06-04,289482
2018-06-05,289482
2018-06-06,289482
2018-06-07,289482
2018-06-08,289482
2018-06-09,291850
2018-06-10,291850
2018-06-11,291850
2018-06-12,291850
2018-06-13,291850
2018-06-14,291850
2018-06-15,291850
2018-06-16,291850
2018-06-17,291850
2018-06-18,291850
2018-06-19,291850
2018-06-20,291850
2018-06-21,291850
2018-06-22,291850
2018-06-23,291850
2018-06-24,291850
2018-06-25,291850
2018-06-26,291850
2018-06-27,290016
2018-06-28,290016
2018-06-29,290016
2018-06-30,290016
