date_obj,Bronze%20gold-trimmed%20set%20(sk) price
2018-07-01,290016
2018-07-02,290016
2018-07-03,290016
2018-07-04,290016
2018-07-05,290016
2018-07-06,290016
2018-07-07,290016
2018-07-08,290016
2018-07-09,290016
2018-07-10,290016
2018-07-11,290016
2018-07-12,290016
2018-07-13,290016
2018-07-14,290016
2018-07-15,290016
2018-07-16,290016
2018-07-17,290016
2018-07-18,290016
2018-07-19,290016
2018-07-20,290016
2018-07-21,290016
2018-07-22,290016
2018-07-23,290016
2018-07-24,290016
2018-07-25,290016
2018-07-26,290016
2018-07-27,287561
2018-07-28,287561
2018-07-29,287561
2018-07-30,287561
2018-07-31,287561
2018-08-01,287561
2018-08-02,287561
2018-08-03,287561
2018-08-04,287561
2018-08-05,287561
2018-08-06,287561
2018-08-07,287561
2018-08-08,287561
2018-08-09,287561
2018-08-10,287561
2018-08-11,296983
2018-08-12,296983
2018-08-14,296983
2018-08-16,296983
2018-08-17,296983
2018-08-18,296983
2018-08-19,296983
2018-08-20,296983
2018-08-21,296983
2018-08-22,296983
2018-08-23,296983
2018-08-24,296619
2018-08-25,296619
2018-08-26,296619
2018-08-27,296619
2018-08-28,296619
2018-08-29,296619
2018-08-30,296619
2018-08-31,296619
2018-09-01,296619
2018-09-02,296619
2018-09-03,294355
2018-09-04,294355
2018-09-05,294355
2018-09-06,294355
2018-09-07,294355
2018-09-08,294355
2018-09-09,294355
2018-09-10,294355
2018-09-11,294355
2018-09-12,294355
2018-09-13,294355
2018-09-14,294355
2018-09-15,298284
2018-09-16,298284
2018-09-17,298284
2018-09-18,298284
2018-09-19,298284
2018-09-20,298284
2018-09-21,298284
2018-09-22,298284
2018-09-23,298284
2018-09-24,298284
2018-09-25,298284
2018-09-26,298284
2018-09-27,298284
2018-09-28,298284
2018-09-29,298284
2018-09-30,305391
2018-10-01,305391
2018-10-02,305391
2018-10-03,305391
2018-10-04,305391
2018-10-05,305391
2018-10-06,305391
2018-10-07,305391
2018-10-08,305391
2018-10-09,305391
2018-10-10,305391
2018-10-11,305391
2018-10-12,305391
2018-10-13,305391
2018-10-14,305391
2018-10-15,297692
2018-10-16,297692
2018-10-17,297692
2018-10-18,297692
2018-10-19,297692
2018-10-20,297692
2018-10-21,297692
2018-10-22,297692
2018-10-23,297692
2018-10-24,297692
2018-10-25,297692
2018-10-26,297692
2018-10-27,297692
2018-10-28,297692
2018-10-29,297692
2018-10-30,302452
2018-10-31,302452
2018-11-01,302452
2018-11-03,311420
2018-11-04,311420
2018-11-05,311420
2018-11-06,311420
2018-11-07,322939
2018-11-08,322939
2018-11-09,322939
2018-11-10,322939
2018-11-11,335488
2018-11-12,335488
2018-11-13,335488
2018-11-15,335488
2018-11-16,349330
2018-11-17,349330
2018-11-18,349330
2018-11-19,349330
2018-11-20,349330
2018-11-21,349330
2018-11-22,363698
2018-11-23,363698
2018-11-24,363698
2018-11-25,363698
2018-11-26,363698
2018-11-27,363698
2018-11-28,378940
2018-11-29,378940
2018-12-01,378940
2018-12-02,378940
2018-12-03,378940
2018-12-04,378940
2018-12-05,393662
2018-12-07,393662
2018-12-09,393662
2018-12-10,393662
2018-12-11,393662
2018-12-12,393662
2018-12-13,392287
2018-12-14,392287
2018-12-15,392287
2018-12-16,392287
2018-12-17,392287
2018-12-18,392287
2018-12-19,392287
2018-12-20,374645
2018-12-21,374645
2018-12-22,374645
2018-12-23,374645
2018-12-24,374645
2018-12-25,357373
2018-12-26,357373
2018-12-27,357373
2018-12-28,357373
2018-12-29,357373
2018-12-30,357373
2018-12-31,340481
2019-01-01,340481
2019-01-02,340481
2019-01-03,340481
2019-01-04,340481
2019-01-05,340481
2019-01-06,324393
2019-01-08,324393
2019-01-10,324393
2019-01-11,324393
2019-01-12,309621
2019-01-13,309621
2019-01-14,309621
2019-01-15,309621
2019-01-16,309621
2019-01-17,309621
2019-01-18,309621
2019-01-19,298547
2019-01-20,298547
2019-01-21,298547
2019-01-22,298547
2019-01-23,298547
2019-01-24,298547
2019-01-25,286715
2019-01-26,286715
2019-01-27,286715
2019-01-28,286715
2019-01-29,286715
2019-01-30,286715
2019-01-31,278558
2019-02-01,278558
2019-02-02,278558
2019-02-03,278558
2019-02-04,278558
2019-02-05,278558
2019-02-06,270703
2019-02-07,270703
2019-02-08,270703
2019-02-09,270703
2019-02-10,270703
2019-02-11,270703
2019-02-12,268058
2019-02-13,268058
2019-02-14,268058
2019-02-15,268058
2019-02-16,268058
2019-02-17,268058
2019-02-18,268058
2019-02-19,268058
2019-02-20,262443
2019-02-21,262443
2019-02-22,262443
2019-02-23,262443
2019-02-24,262443
2019-02-25,262443
2019-02-26,262443
2019-02-27,262443
2019-02-28,262443
2019-03-01,262443
2019-03-02,262443
2019-03-03,262443
2019-03-04,262443
2019-03-05,262443
2019-03-06,262443
2019-03-07,262443
2019-03-08,264983
2019-03-09,264983
2019-03-10,264983
2019-03-11,264983
2019-03-12,264983
2019-03-13,264983
2019-03-14,264983
2019-03-15,264983
2019-03-16,264983
2019-03-17,264712
2019-03-18,264712
2019-03-19,264712
2019-03-20,264712
2019-03-21,264712
2019-03-22,264712
