date_obj,3rd%20age%20plateskirt price
2019-04-11,105300000
2019-04-11,105300000
2019-04-12,109414897
2019-04-13,109414897
2019-04-14,109414897
2019-04-15,109414897
2019-04-16,113826097
2019-04-17,113826097
2019-04-18,113826097
2019-04-19,113826097
2019-04-20,113826097
2019-04-21,113826097
2019-04-22,113826097
2019-04-23,118379801
2019-04-24,118379801
2019-04-25,118379801
2019-04-26,118379801
2019-04-27,118379801
2019-04-28,118379801
2019-04-29,123121187
2019-04-30,123121187
2019-05-01,123121187
2019-05-02,123121187
2019-05-03,123121187
2019-05-04,123121187
2019-05-05,123121187
2019-05-06,128684348
2019-05-07,128684348
2019-05-08,128684348
2019-05-09,128684348
2019-05-10,128684348
2019-05-11,128684348
2019-05-12,128684348
2019-05-13,128684348
2019-05-14,134656630
2019-05-15,134656630
2019-05-16,134656630
2019-05-17,134656630
2019-05-18,134656630
2019-05-19,134656630
2019-05-20,134656630
2019-05-21,134656630
2019-05-22,134656630
2019-05-23,140683155
2019-05-24,140683155
2019-05-25,140683155
2019-05-26,140683155
2019-05-27,140683155
2019-05-28,140683155
2019-05-29,140683155
2019-05-30,140683155
2019-05-31,140683155
2019-06-01,140683155
2019-06-02,146696166
2019-06-03,146696166
2019-06-04,146696166
2019-06-05,146696166
2019-06-06,146696166
2019-06-07,146696166
2019-06-08,146696166
2019-06-09,146696166
2019-06-10,146696166
2019-06-11,146696166
2019-06-12,146696166
2019-06-13,140219546
2019-06-14,140219546
2019-06-15,140219546
2019-06-16,140219546
2019-06-17,140219546
2019-06-18,140219546
2019-06-19,140219546
2019-06-20,133354345
2019-06-21,133354345
2019-06-22,133354345
2019-06-23,133354345
2019-06-24,133354345
2019-06-25,133354345
2019-06-26,133354345
2019-06-27,133354345
2019-06-28,133354345
2019-06-29,133354345
2019-06-30,127051961
2019-07-01,127051961
2019-07-02,127051961
2019-07-03,127051961
2019-07-04,127051961
2019-07-05,127051961
2019-07-06,127051961
2019-07-07,127051961
2019-07-08,120775899
2019-07-09,120775899
2019-07-10,120775899
2019-07-11,120775899
2019-07-12,120775899
2019-07-13,120775899
2019-07-14,120775899
2019-07-15,120775899
2019-07-16,120775899
2019-07-17,120775899
2019-07-18,120775899
2019-07-19,120775899
2019-07-20,116833387
2019-07-21,116833387
2019-07-22,116833387
2019-07-23,116833387
2019-07-24,116833387
2019-07-25,116833387
2019-07-26,116833387
2019-07-27,116833387
2019-07-28,116833387
2019-07-29,116833387
2019-07-30,116833387
2019-07-31,116833387
2019-08-01,120139154
2019-08-02,120139154
2019-08-03,120139154
2019-08-04,120139154
2019-08-05,120139154
2019-08-06,120139154
2019-08-07,125357202
2019-08-08,125357202
2019-08-09,125357202
2019-08-10,125357202
2019-08-11,125357202
2019-08-12,125357202
2019-08-13,125357202
2019-08-14,125357202
2019-08-15,125357202
2019-08-16,125357202
2019-08-17,125357202
2019-08-18,130809378
2019-08-19,130809378
2019-08-20,130809378
2019-08-21,130809378
2019-08-22,130809378
2019-08-23,130809378
2019-08-24,130809378
2019-08-24,130809378
2019-08-25,130809378
2019-08-25,130809378
2019-08-26,125679655
2019-08-26,125679655
2019-08-27,125679655
2019-08-27,125679655
2019-08-28,125679655
2019-08-29,125679655
2019-08-30,125679655
2019-08-31,125679655
2019-09-01,125679655
2019-09-02,125679655
2019-09-03,121655551
2019-09-04,121655551
2019-09-05,121655551
2019-09-06,121655551
2019-09-07,121655551
2019-09-08,121655551
2019-09-09,121655551
2019-09-10,121655551
2019-09-11,120392279
2019-09-12,120392279
2019-09-13,120392279
2019-09-14,120392279
2019-09-15,120392279
2019-09-16,120392279
2019-09-17,120392279
2019-09-18,120392279
2019-09-19,120392279
2019-09-20,122782179
2019-09-21,122782179
2019-09-22,122782179
2019-09-23,122782179
2019-09-24,122782179
2019-09-25,122782179
2019-09-26,122782179
2019-09-27,122782179
2019-09-28,122461833
2019-09-29,122461833
2019-09-30,122461833
2019-10-01,122461833
2019-10-02,122461833
2019-10-03,122461833
2019-10-04,122461833
2019-10-05,122461833
2019-10-06,122461833
2019-10-07,122461833
2019-10-08,121415156
2019-10-09,121415156
2019-10-10,121415156
2019-10-11,121415156
2019-10-12,121415156
2019-10-13,121415156
2019-10-14,121415156
2019-10-15,121415156
2019-10-16,115355290
2019-10-17,115355290
2019-10-18,115355290
2019-10-19,115355290
2019-10-20,115355290
2019-10-21,115355290
2019-10-22,115355290
2019-10-23,113173632
2019-10-24,113173632
2019-10-25,113173632
2019-10-26,113173632
2019-10-27,113173632
2019-10-28,113173632
2019-10-29,112091982
2019-10-30,112091982
2019-10-31,112091982
2019-11-01,112091982
2019-11-02,112091982
2019-11-03,112091982
2019-11-04,111284103
2019-11-05,111284103
2019-11-06,111284103
2019-11-07,111284103
2019-11-08,111284103
2019-11-09,111284103
2019-11-10,111284103
2019-11-11,108023332
2019-11-12,108023332
2019-11-13,108023332
2019-11-14,108023332
2019-11-15,108023332
2019-11-16,108023332
2019-11-17,108023332
2019-11-18,102886747
2019-11-19,102886747
2019-11-20,102886747
2019-11-21,102886747
2019-11-22,102886747
2019-11-23,102886747
2019-11-24,98095285
2019-11-25,98095285
2019-11-26,98095285
2019-11-27,98095285
2019-11-28,95622733
2019-11-29,95622733
2019-11-30,95622733
2019-12-01,95622733
2019-12-02,97339925
2019-12-03,97339925
2019-12-04,97339925
2019-12-05,97339925
2019-12-06,97339925
2019-12-07,97339925
2019-12-08,95531845
2019-12-09,95531845
2019-12-10,95531845
2019-12-11,95531845
2019-12-12,95531845
2019-12-13,98649662
2019-12-14,98649662
2019-12-15,98649662
2019-12-16,98649662
2019-12-17,98649662
2019-12-18,98649662
2019-12-19,98649662
2019-12-20,98649662
2019-12-21,99788728
2019-12-22,99788728
2019-12-23,99788728
2019-12-24,99788728
2019-12-25,99788728
2019-12-26,99788728
2019-12-27,99788728
2019-12-28,100949631
2019-12-29,100949631
2019-12-30,100949631
2019-12-31,100949631
2020-01-01,100949631
2020-01-02,103883063
2020-01-03,103883063
2020-01-04,103883063
2020-01-05,108271604
2020-01-06,108271604
2020-01-07,108271604
2020-01-08,108271604
2020-01-09,108271604
2020-01-10,108271604
2020-01-11,113136192
2020-01-12,113136192
2020-01-13,113136192
2020-01-14,113136192
2020-01-15,113136192
2020-01-16,113136192
2020-01-17,116034329
2020-01-18,116034329
2020-01-19,116034329
2020-01-20,116034329
2020-01-21,116034329
2020-01-22,116034329
2020-01-23,114039798
2020-01-24,114039798
2020-01-25,114039798
2020-01-26,114039798
2020-01-27,114039798
2020-01-28,114039798
2020-01-29,108688485
2020-01-30,108688485
2020-01-31,108688485
2020-02-01,108688485
2020-02-02,108688485
2020-02-03,108688485
2020-02-04,103393427
2020-02-05,103393427
2020-02-06,103393427
2020-02-07,103393427
2020-02-08,103393427
2020-02-09,103393427
2020-02-10,98349293
2020-02-11,98349293
2020-02-12,98349293
2020-02-13,98349293
2020-02-14,98349293
2020-02-15,93596110
2020-02-16,93596110
2020-02-17,93596110
2020-02-18,93596110
2020-02-19,93596110
2020-02-20,92062220
2020-02-21,92062220
2020-02-22,92062220
2020-02-23,92062220
2020-02-24,92062220
2020-02-25,95656841
2020-02-26,95656841
2020-02-27,95656841
2020-02-28,95656841
2020-02-29,95656841
2020-03-01,95656841
2020-03-02,98897650
2020-03-03,98897650
2020-03-04,98897650
2020-03-05,98897650
2020-03-06,98897650
2020-03-07,98897650
2020-03-08,95178960
2020-03-09,95178960
2020-03-10,95178960
2020-03-11,95178960
2020-03-12,90507079
2020-03-13,90507079
2020-03-14,90507079
2020-03-15,90507079
2020-03-16,90507079
2020-03-17,90507079
2020-03-18,89189992
2020-03-19,89189992
2020-03-20,89189992
2020-03-21,89189992
2020-03-22,89189992
2020-03-23,89581153
2020-03-24,89581153
2020-03-25,89581153
2020-03-26,89581153
2020-03-27,89581153
2020-03-28,91158363
2020-03-29,91158363
2020-03-30,91158363
2020-03-31,91158363
2020-04-01,91158363
2020-04-02,88577215
2020-04-03,88577215
2020-04-04,88577215
2020-04-05,88577215
2020-04-06,84331770
2020-04-07,84331770
2020-04-08,84331770
2020-04-09,84331770
2020-04-10,80506393
2020-04-11,80506393
2020-04-12,80506393
2020-04-13,80506393
2020-04-14,76814308
2020-04-15,76814308
2020-04-16,76814308
2020-04-17,76814308
2020-04-18,76814308
2020-04-19,73822401
2020-04-20,73822401
2020-04-21,73822401
2020-04-22,73822401
2020-04-23,73822401
2020-04-24,73822401
2020-04-25,70539661
2020-04-26,70539661
2020-04-27,70539661
2020-04-28,70539661
2020-04-29,70539661
2020-04-30,67863100
2020-05-01,67863100
2020-05-02,67863100
2020-05-03,67863100
2020-05-04,67863100
2020-05-05,67863100
2020-05-06,65555840
2020-05-07,65555840
2020-05-08,65555840
2020-05-09,65555840
2020-05-10,65555840
2020-05-11,63463230
2020-05-12,63463230
2020-05-13,63463230
