date_obj,Ancient%20robe%20top price
2015-07-16,52960
2015-07-17,54259
2015-07-18,54259
2015-07-19,56005
2015-07-20,57195
2015-07-21,57195
2015-07-22,58979
2015-07-23,58979
2015-07-24,60847
2015-07-25,60847
2015-07-26,62224
2015-07-27,63518
2015-07-28,63518
2015-07-29,64734
2015-07-30,64734
2015-07-31,65581
2015-08-01,65581
2015-08-02,67136
2015-08-03,67136
2015-08-04,67776
2015-08-05,68086
2015-08-06,68086
2015-08-07,68548
2015-08-08,68281
2015-08-09,67383
2015-08-10,67383
2015-08-11,66161
2015-08-12,66161
2015-08-13,65008
2015-08-14,64438
2015-08-15,64438
2015-08-16,64033
2015-08-17,63551
2015-08-18,63551
2015-08-19,62182
2015-08-20,62182
2015-08-21,61052
2015-08-22,59952
2015-08-23,59952
2015-08-24,60410
2015-08-25,60410
2015-08-26,61601
2015-08-27,63101
2015-08-28,63101
2015-08-29,62395
2015-08-30,62395
2015-08-31,61222
2015-09-01,61450
2015-09-02,61450
2015-09-03,60284
2015-09-04,59614
2015-09-05,59614
2015-09-06,58750
2015-09-07,58750
2015-09-08,58140
2015-09-09,58140
2015-09-10,55953
2015-09-11,55953
2015-09-12,53624
2015-09-13,51117
2015-09-14,51117
2015-09-15,48600
2015-09-16,48600
2015-09-17,46170
2015-09-18,46170
2015-09-19,43861
2015-09-20,43861
2015-09-21,42409
2015-09-22,41655
2015-09-23,41655
2015-09-24,40991
2015-09-25,40991
2015-09-27,40805
2015-09-28,41183
2015-09-29,41183
2015-09-30,41462
2015-10-05,40605
2015-10-06,39143
2015-10-07,39143
2015-10-08,37875
2015-10-09,37318
2015-10-10,37318
2015-10-11,36135
2015-10-12,36135
2015-10-13,35900
2015-10-14,35900
2015-10-15,36238
2015-10-16,36238
2015-10-17,36204
2015-10-18,36204
2015-10-19,35916
2015-10-20,35916
2015-10-22,34646
2015-10-23,33407
2015-10-24,33407
2015-10-25,32294
2015-10-26,30787
2015-10-27,30787
2015-10-28,30730
2015-10-29,30730
2015-10-30,30660
2015-10-31,30660
2015-11-01,30926
2015-11-02,30681
2015-11-03,30681
2015-11-04,30388
2015-11-05,30388
2015-11-06,30723
2015-11-07,30685
2015-11-08,30685
2015-11-09,31050
2015-11-10,31050
2015-11-11,32051
2015-11-12,32051
2015-11-13,33393
2015-11-14,33393
2015-11-15,35063
2015-11-16,35063
2015-11-17,36739
2015-11-18,36739
2015-11-19,38551
2015-11-20,40411
2015-11-21,40411
2015-11-22,42232
2015-11-23,42232
2015-11-24,44060
2015-11-25,46147
2015-11-26,46147
2015-11-27,47552
2015-11-28,47552
2015-11-29,47779
2015-11-30,47779
2015-12-01,48149
2015-12-02,48149
2015-12-03,49265
2015-12-04,49265
2015-12-05,50272
2015-12-06,51292
2015-12-07,51292
2015-12-08,52361
2015-12-09,53981
2015-12-10,53981
2015-12-11,54684
2015-12-12,54684
2015-12-13,55661
2015-12-14,55661
2015-12-15,54929
2015-12-16,54929
2015-12-17,53094
2015-12-18,53094
2015-12-19,51408
2015-12-20,49308
2015-12-21,49308
2015-12-22,48010
2015-12-23,47696
2015-12-24,47696
2015-12-25,48780
2015-12-26,48780
2015-12-27,49800
2015-12-28,49800
2015-12-29,49823
2015-12-30,49450
2015-12-31,49450
2016-01-01,49765
2016-01-02,49765
2016-01-03,48367
2016-01-04,47410
2016-01-05,47410
2016-01-06,45689
2016-01-07,45689
2016-01-08,45159
2016-01-09,45159
2016-01-10,43733
2016-01-11,43733
2016-01-12,42091
2016-01-13,42091
2016-01-14,41454
2016-01-15,41509
2016-01-16,41509
2016-01-17,41514
2016-01-18,41420
2016-01-19,41420
2016-01-20,41218
2016-01-21,41218
2016-01-22,41323
2016-01-23,41323
2016-01-24,41979
2016-01-25,43230
2016-01-26,43230
2016-01-27,42640
2016-01-28,42640
2016-01-29,42524
2016-01-30,42524
2016-01-31,43402
2016-02-01,43936
2016-02-02,45269
2016-02-03,46953
2016-02-04,46953
2016-02-05,48884
2016-02-06,50306
2016-02-07,50306
2016-02-08,49565
2016-02-09,50972
2016-02-10,52640
2016-02-11,52640
2016-02-12,52136
2016-02-13,52260
2016-02-14,52260
2016-02-15,52480
2016-02-16,52480
2016-02-17,51853
2016-02-18,51853
2016-02-19,51250
2016-02-20,51250
2016-02-21,51036
2016-02-22,51036
2016-02-23,51260
2016-02-24,51260
2016-02-25,50982
2016-02-26,50982
2016-02-27,52707
2016-02-28,52707
2016-02-29,53051
2016-03-01,53509
2016-03-02,53509
2016-03-03,51428
2016-03-04,50525
2016-03-05,50525
2016-03-06,49366
2016-03-07,49366
2016-03-08,47532
2016-03-09,46974
2016-03-10,46973
2016-03-11,46973
2016-03-12,46601
2016-03-13,46601
2016-03-14,46508
2016-03-15,46231
2016-03-16,46134
2016-03-17,46134
2016-03-18,45558
2016-03-19,45558
2016-03-20,45171
2016-03-21,45171
2016-03-22,45299
2016-03-23,44206
2016-03-24,44206
2016-03-25,45878
2016-03-26,45878
2016-03-27,45978
2016-03-28,45996
2016-03-29,45996
2016-03-30,45824
2016-03-31,45824
2016-04-01,44704
2016-04-02,44704
2016-04-03,44138
2016-04-04,43613
2016-04-05,43613
2016-04-06,44155
2016-04-07,44155
2016-04-08,44238
2016-04-09,44484
2016-04-10,44023
2016-04-11,44023
2016-04-12,44600
2016-04-13,44600
2016-04-14,44214
2016-04-15,42925
2016-04-16,42061
2016-04-17,41813
2016-04-18,40675
2016-04-19,40675
2016-04-20,40451
2016-04-21,40451
2016-04-22,40505
2016-04-23,39844
2016-04-24,40409
2016-04-25,40406
2016-04-26,40406
2016-04-27,41533
2016-04-28,41533
2016-04-29,42653
2016-04-30,42827
2016-05-01,42827
2016-05-02,43009
2016-05-03,43009
2016-05-04,42349
2016-05-05,42149
2016-05-06,42149
2016-05-07,41851
2016-05-08,41851
2016-05-09,41172
2016-05-10,40934
2016-05-11,40934
2016-05-12,40895
2016-05-13,40878
2016-05-14,40878
2016-05-15,40702
2016-05-16,40702
2016-05-17,40523
2016-05-18,39864
2016-05-19,39864
2016-05-22,41177
2016-05-23,42557
2016-05-24,43473
2016-05-25,43473
2016-05-26,42932
2016-05-27,41356
2016-05-28,41356
2016-05-29,40376
2016-05-30,40376
2016-05-31,38646
2016-06-01,37724
2016-06-02,37509
2016-06-03,37509
2016-06-04,36986
2016-06-05,36986
2016-06-06,37221
2016-06-07,37221
2016-06-08,36462
2016-06-09,36462
2016-06-10,36444
2016-06-11,36444
2016-06-12,35952
2016-06-13,35952
2016-06-14,35203
2016-06-15,35203
2016-06-16,35522
2016-06-17,35091
2016-06-18,35091
2016-06-19,36130
2016-06-20,36130
2016-06-21,34986
2016-06-22,36450
2016-06-23,38171
2016-06-24,38171
2016-06-25,39257
2016-06-26,39257
2016-06-27,41163
2016-06-28,42947
2016-06-29,42947
2016-06-30,44956
2016-07-01,44761
2016-07-02,44761
2016-07-03,45295
2016-07-04,44926
2016-07-05,44926
2016-07-06,45165
2016-07-07,42992
2016-07-08,40886
2016-07-09,38841
2016-07-10,36898
2016-07-11,35053
2016-07-12,33396
2016-07-13,31917
2016-07-14,33149
2016-07-15,32646
2016-07-16,31316
2016-07-17,32458
2016-07-18,33251
2016-07-23,35001
2016-07-24,34586
2016-07-25,34555
2016-07-26,34555
2016-07-27,34634
2016-07-28,34634
2016-07-29,36287
2016-07-30,36287
2016-07-31,37806
2016-08-01,37806
2016-08-02,38535
2016-08-03,39788
2016-08-04,39788
2016-08-05,40181
2016-08-06,38889
2016-08-07,37421
2016-08-08,37421
2016-08-09,35782
2016-08-10,35782
2016-08-11,34323
2016-08-12,34323
2016-08-13,33527
2016-08-14,33527
2016-08-15,32175
2016-08-16,32175
2016-08-17,31387
2016-08-18,31387
2016-08-19,31158
2016-08-20,31158
2016-08-21,30045
2016-08-22,30045
2016-08-23,29407
2016-08-24,29407
2016-08-25,29036
2016-08-26,29036
2016-08-28,28175
2016-08-31,28166
2016-09-01,28225
2016-09-02,28225
2016-09-03,28657
2016-09-04,28657
2016-09-05,29773
2016-09-06,29773
2016-09-07,30397
2016-09-08,30397
2016-09-09,31064
2016-09-10,31726
2016-09-11,31726
2016-09-12,32802
2016-09-13,33542
2016-09-14,33542
2016-09-15,34589
2016-09-16,34589
2016-09-17,34954
2016-09-18,34954
2016-09-19,35736
2016-09-20,35736
2016-09-21,36410
2016-09-22,36410
2016-09-23,36430
2016-09-24,36430
2016-09-25,36698
2016-09-26,36698
2016-09-27,35955
2016-09-28,35955
2016-09-29,35806
2016-09-30,35554
2016-10-01,35554
2016-10-02,35720
2016-10-03,35720
2016-10-04,35883
2016-10-05,35883
2016-10-06,35697
2016-10-07,35697
2016-10-08,34312
2016-10-09,34312
2016-10-10,33819
2016-10-11,33819
2016-10-12,33126
2016-10-13,33068
2016-10-14,32816
2016-10-15,33298
2016-10-16,33298
2016-10-17,33381
2016-10-18,33381
2016-10-19,33761
2016-10-20,33761
2016-10-21,33410
2016-10-22,33410
2016-10-23,33254
2016-10-24,33254
2016-10-25,33273
2016-10-26,32305
2016-10-27,32305
2016-10-28,31776
2016-10-29,31421
2016-10-30,31421
2016-10-31,30956
2016-11-01,30956
2016-11-02,30208
2016-11-03,30208
2016-11-04,29830
2016-11-05,29830
2016-11-06,29726
2016-11-07,29726
2016-11-08,29303
2016-11-09,29303
2016-11-10,29325
2016-11-11,29325
2016-11-12,28804
2016-11-13,28804
2016-11-14,28506
2016-11-15,28506
2016-12-07,39466
2016-12-08,38074
2016-12-09,38074
2016-12-10,37732
2016-12-11,37243
2016-12-12,38266
2016-12-13,38266
2016-12-14,38905
2016-12-15,38905
2016-12-16,38751
2016-12-17,37915
2016-12-18,37915
2016-12-19,37407
2016-12-20,37412
2016-12-21,37186
2016-12-22,37186
2016-12-23,37016
2016-12-24,37016
2016-12-25,37638
2016-12-26,38725
2016-12-27,39441
2016-12-28,40901
2016-12-29,41228
2016-12-30,41228
2016-12-31,40944
2017-01-01,41577
2017-01-02,42545
2017-01-03,42545
2017-01-04,42548
2017-01-05,42548
2017-01-06,41708
2017-01-07,41205
2017-01-08,41788
2017-01-09,41512
2017-01-10,41512
2017-01-11,41475
2017-01-12,41599
2017-01-13,41599
2017-01-14,41334
2017-01-15,41445
2017-01-16,41613
2017-01-17,41120
2017-01-18,41157
2017-01-19,41157
2017-01-20,40904
2017-01-21,40879
2017-01-22,40879
2017-01-23,40479
2017-01-27,40033
2017-01-28,40758
2017-01-29,41808
2017-01-30,41808
2017-01-31,42975
2017-02-01,43777
2017-02-02,43777
2017-02-03,45052
2017-02-04,45006
2017-02-05,45006
2017-02-06,45207
2017-02-07,45207
2017-02-08,45647
2017-02-09,45647
2017-02-10,45714
2017-02-11,46255
2017-02-12,46255
2017-02-13,45682
2017-02-14,45832
2017-02-15,45832
2017-02-16,45658
2017-02-17,45658
2017-02-18,45143
2017-02-19,42934
2017-02-20,42934
2017-02-21,41245
2017-02-22,41245
2017-02-23,39730
2017-02-24,39730
2017-02-25,38008
2017-02-26,36571
2017-02-27,35260
2017-02-28,34917
2017-03-01,35104
2017-03-02,34723
2017-03-03,34723
2017-03-04,34162
2017-03-05,34162
2017-03-06,33699
2017-03-07,32930
2017-03-08,32930
2017-03-09,32181
2017-03-10,31510
2017-03-11,31438
2017-03-12,31438
2017-03-13,31348
2017-03-14,30570
2017-03-15,30231
2017-03-16,29394
2017-03-17,29394
2017-03-18,29410
2017-03-19,29213
2017-03-20,28612
2017-03-21,28713
2017-03-22,28653
2017-03-23,27769
2017-03-24,26740
2017-03-25,26740
2017-03-26,26239
2017-03-27,25722
2017-03-28,25722
2017-03-29,24984
2017-03-30,25371
2017-03-31,25591
2017-04-01,25750
2017-04-02,26039
2017-04-03,25517
2017-04-04,25517
2017-04-05,25618
2017-04-12,30854
2017-04-13,32397
2017-04-14,32397
2017-04-15,33704
2017-04-16,34526
2017-04-17,35058
2017-04-18,35434
2017-04-19,35407
2017-04-20,35794
2017-04-21,36584
2017-04-22,36584
2017-04-23,37334
2017-04-24,37334
2017-04-25,37808
2017-04-26,37808
2017-04-27,38420
2017-04-28,38839
2017-04-29,39390
2017-04-30,39390
2017-05-01,40071
2017-05-02,39818
2017-05-03,39467
2017-05-04,39775
2017-05-05,39308
2017-05-06,39308
2017-05-07,38538
2017-05-08,38866
2017-05-09,38783
2017-05-10,38783
2017-05-11,38990
2017-05-12,38911
2017-05-13,38776
2017-05-14,38776
2017-05-15,39477
2017-05-16,39020
2017-05-17,39020
2017-05-18,39224
2017-05-19,39224
2017-05-20,39210
2017-05-21,39210
2017-05-22,39461
2017-05-23,39475
2017-05-24,39741
2017-05-25,39741
2017-05-26,39517
2017-05-27,40208
2017-05-28,40208
2017-05-29,40676
2017-05-30,40676
2017-05-31,40661
2017-06-01,40266
2017-06-02,39377
2017-06-03,39377
2017-06-04,38694
2017-06-05,38694
2017-06-06,37922
2017-06-07,36854
2017-06-08,36854
2017-06-09,35921
2017-06-10,35509
2017-06-11,34624
2017-06-12,34624
2017-06-13,33559
2017-06-14,32746
2017-06-15,33588
2017-06-16,35232
2017-06-17,35232
2017-06-18,35887
2017-06-19,35887
2017-06-20,35835
2017-06-21,36204
2017-06-22,36204
2017-06-23,37057
2017-06-24,37011
2017-06-25,37011
2017-06-26,37334
2017-06-27,38550
2017-06-28,38550
2017-06-29,39407
2017-06-30,40953
2017-07-01,40953
2017-07-02,42071
2017-07-03,44088
2017-07-04,45794
2017-07-05,45794
2017-07-06,46351
2017-07-07,46351
2017-07-08,48585
2017-07-09,49539
2017-07-13,49168
2017-07-14,47878
2017-07-15,47878
2017-07-16,46483
2017-07-17,45570
2017-07-18,45570
2017-07-19,45247
2017-07-20,46068
2017-07-21,46948
2017-07-22,47775
2017-07-23,49134
2017-07-24,49134
2017-07-25,50493
2017-07-26,51394
2017-07-27,53341
2017-07-28,54962
2017-07-29,54962
2017-07-30,56605
2017-07-31,56605
2017-08-01,58551
2017-08-02,61008
2017-08-03,61008
2017-08-04,63481
2017-08-05,65281
2017-08-06,65281
2017-08-07,67187
2017-08-08,67779
2017-08-09,69544
2017-08-10,70407
2017-08-11,68641
2017-08-12,67347
2017-08-13,67347
2017-08-14,65079
2017-08-15,65462
2017-08-16,65462
2017-08-17,64799
2017-08-18,64799
2017-08-19,65989
2017-08-20,67768
2017-08-21,67768
2017-08-22,67827
2017-08-23,67292
2017-08-24,67292
2017-08-25,65765
2017-08-26,64306
2017-08-27,64306
2017-08-28,61189
2017-08-29,61189
2017-08-30,58506
2017-08-31,58506
2017-09-01,57773
2017-09-02,56318
2017-09-03,56318
2017-09-04,55935
2017-09-05,54444
2017-09-06,52880
2017-09-07,51390
2017-09-08,51390
2017-09-09,51251
2017-09-10,50961
2017-09-11,50961
2017-09-12,50469
2017-09-13,49227
2017-09-14,48565
2017-09-15,48565
2017-09-16,47505
2017-09-17,47041
2017-09-18,46637
2017-09-19,46637
2017-09-20,44893
2017-09-22,44775
2017-09-23,44775
2017-09-24,44039
2017-09-25,44781
2017-09-26,46066
2017-09-27,46066
2017-09-28,47305
2017-09-29,48434
2017-09-30,49109
2017-10-01,50113
2017-10-02,50504
2017-10-03,50504
2017-10-04,50183
2017-10-05,49232
2017-10-06,48141
2017-10-07,48113
2017-10-08,48085
2017-10-09,48085
2017-10-10,47923
2017-10-11,47923
2017-10-12,47766
2017-10-13,47540
2017-10-14,47455
2017-10-15,47455
2017-10-16,47566
2017-10-17,47566
2017-10-18,47198
2017-10-19,47198
2017-10-20,46978
2017-10-21,48089
2017-10-22,49044
2017-10-23,49444
2017-10-24,49444
2017-10-25,49495
2017-10-26,49495
2017-10-27,50191
2017-10-28,50191
2017-10-29,51170
2017-10-30,52150
2017-10-31,54381
2017-11-01,54381
2017-11-02,56786
2017-11-03,57737
2017-11-04,58609
2017-11-05,58609
2017-11-06,57371
2017-11-07,57371
2017-11-08,56742
2017-11-09,56544
2017-11-10,56544
2017-11-11,56719
2017-11-12,57051
2017-11-13,57051
2017-11-14,56548
2017-11-15,55816
2017-11-16,56363
2017-11-17,56363
2017-11-18,56345
2017-11-19,56059
2017-11-20,56276
2017-11-21,59056
2017-11-22,59056
2017-11-23,58109
2017-11-24,58109
2017-11-25,57236
2017-11-26,56335
2017-11-27,56335
2017-11-28,54385
2017-11-29,54385
2017-11-30,52126
2017-12-01,49718
2017-12-02,49718
2017-12-03,47748
2017-12-04,47748
2017-12-05,46601
2017-12-06,46601
2017-12-07,46011
2017-12-08,46011
2017-12-09,46747
2017-12-10,48460
2017-12-11,50864
2017-12-12,50864
2017-12-13,53295
2017-12-14,53295
2017-12-15,55311
2017-12-16,55311
2017-12-17,58077
2017-12-18,60919
2017-12-19,60919
2017-12-20,63322
2017-12-21,64469
2017-12-22,64469
2017-12-23,66644
2017-12-24,69764
2017-12-25,69764
2017-12-26,73211
2017-12-27,76542
2017-12-28,76542
2017-12-29,80370
2017-12-30,84389
2017-12-31,84389
2018-01-01,88183
2018-01-02,91676
2018-01-03,94933
2018-01-04,94933
2018-01-05,95304
2018-01-06,93141
2018-01-07,88666
2018-01-08,84232
2018-01-09,81094
2018-01-10,81094
2018-01-11,77983
2018-01-12,74326
2018-01-13,72057
2018-01-14,70184
2018-01-15,68118
2018-01-16,67533
2018-01-17,68089
2018-01-18,69218
2018-01-19,69218
2018-01-20,70568
2018-01-21,70762
2018-01-22,71044
2018-01-23,70366
2018-01-24,70738
2018-01-25,70738
2018-01-26,70730
2018-01-27,71493
2018-01-28,70797
2018-01-29,71098
2018-01-30,70817
2018-01-31,70621
2018-02-01,70621
2018-02-02,69261
2018-02-03,68509
2018-02-04,70073
2018-02-05,71467
2018-02-06,74120
2018-02-07,75199
2018-02-08,75199
2018-02-09,77241
2018-02-10,77241
2018-02-11,76608
2018-02-12,76146
2018-02-13,76146
2018-02-14,78555
2018-02-15,78521
2018-02-16,78232
2018-02-17,78022
2018-02-18,79476
2018-02-19,80678
2018-02-20,80678
2018-02-21,80985
2018-02-22,80245
2018-02-23,79321
2018-02-24,79321
2018-02-25,78974
2018-02-26,77382
2018-02-27,77599
2018-02-28,77599
2018-03-01,77385
2018-03-02,79189
2018-03-03,78573
2018-03-04,78573
2018-03-05,78857
2018-03-06,78935
2018-03-07,80471
2018-03-08,80471
2018-03-09,81008
2018-03-10,81008
2018-03-11,81712
2018-03-12,82746
2018-03-13,82746
2018-03-14,82921
2018-03-15,82921
2018-03-16,83489
2018-03-17,83109
2018-03-18,83109
2018-03-19,82656
2018-03-20,82588
2018-03-21,82588
2018-03-22,82247
2018-03-23,82247
2018-03-24,82381
2018-03-25,82868
2018-03-26,82868
2018-03-27,82722
2018-03-28,82722
2018-03-29,85299
2018-03-30,88490
2018-03-31,92248
2018-04-01,92248
2018-04-02,96482
2018-04-03,100118
2018-04-04,105036
2018-04-05,105036
2018-04-06,105480
2018-04-07,105480
2018-04-08,107986
2018-04-09,109888
2018-04-10,113726
2018-04-11,114370
2018-04-12,116561
2018-04-13,116561
2018-04-14,118716
2018-04-15,122001
2018-04-16,122001
2018-04-17,119897
2018-04-18,119897
2018-04-19,118039
2018-04-20,117230
2018-04-21,116549
2018-04-22,116549
2018-04-23,114068
2018-04-24,114068
2018-04-25,110758
2018-04-26,110758
2018-04-27,106016
2018-04-28,104274
2018-04-29,102064
2018-04-30,99933
2018-05-01,98840
2018-05-02,98840
2018-05-03,98128
2018-05-04,98128
2018-05-05,95439
2018-05-06,95439
2018-05-07,91857
2018-05-08,91857
2018-05-09,89561
2018-05-10,87541
2018-05-11,87541
2018-05-12,85766
2018-05-13,85766
2018-05-14,82372
2018-05-15,82372
2018-05-16,79191
2018-05-17,79191
2018-05-18,78287
2018-05-19,76965
2018-05-20,76965
2018-05-21,75844
2018-05-22,75844
2018-05-23,73694
2018-05-24,73694
2018-05-25,72967
2018-05-26,73588
2018-05-27,73588
2018-05-28,74905
2018-05-29,74624
2018-05-30,75988
2018-05-31,75988
2018-06-01,77202
2018-06-02,75993
2018-06-03,75993
2018-06-04,75319
2018-06-05,75241
2018-06-06,74734
2018-06-07,74734
2018-06-08,74880
2018-06-09,74880
2018-06-10,74846
2018-06-11,74846
2018-06-12,73046
2018-06-13,72627
2018-06-14,72577
2018-06-15,72577
2018-06-16,69677
2018-06-17,68664
2018-06-18,70055
2018-06-19,72275
2018-06-20,72275
2018-06-21,71775
2018-06-22,70616
2018-06-23,70616
2018-06-24,71444
2018-06-25,74077
2018-06-26,77605
2018-06-27,81314
2018-06-28,85245
2018-06-29,89405
2018-06-30,93132
2018-07-01,97789
2018-07-02,97789
2018-07-03,102679
2018-07-04,107458
2018-07-05,112725
2018-07-06,117668
2018-07-07,123466
2018-07-08,129161
2018-07-09,133402
2018-07-10,137850
2018-07-11,140360
2018-07-12,140360
2018-07-13,142922
2018-07-14,145338
2018-07-15,145338
2018-07-16,148535
2018-07-17,147664
2018-07-18,145019
2018-07-19,145019
2018-07-20,140795
2018-07-21,140269
2018-07-22,138153
2018-07-23,136221
2018-07-24,136221
2018-07-25,134014
2018-07-26,132125
2018-07-27,129286
2018-07-28,129286
2018-07-29,128525
2018-07-30,123380
2018-07-31,118136
2018-08-01,118136
2018-08-02,113279
2018-08-03,113279
2018-08-04,109589
2018-08-05,107142
2018-08-06,107098
2018-08-07,107147
2018-08-08,106717
2018-08-09,106717
2018-08-10,110226
2018-08-11,111982
2018-08-12,113627
2018-08-14,113232
2018-08-16,111982
2018-08-17,110972
2018-08-18,114562
2018-08-19,115697
2018-08-20,119048
2018-08-21,119048
2018-08-22,116537
2018-08-23,116537
2018-08-24,113904
2018-08-25,109575
2018-08-26,109575
2018-08-27,109035
2018-08-28,106089
2018-08-29,105150
2018-08-30,105150
2018-08-31,103589
2018-09-01,102298
2018-09-02,102298
2018-09-03,103192
2018-09-04,102779
2018-09-05,102674
2018-09-06,102674
2018-09-07,101878
2018-09-08,102986
2018-09-09,101479
2018-09-10,101007
2018-09-11,101007
2018-09-12,102712
2018-09-13,104609
2018-09-14,106058
2018-09-15,108146
2018-09-16,108146
2018-09-17,108559
2018-09-18,110991
2018-09-19,110991
2018-09-20,115925
2018-09-21,115925
2018-09-22,115441
2018-09-23,116683
2018-09-24,116558
2018-09-25,116558
2018-09-26,120120
2018-09-27,120120
2018-09-28,120081
2018-09-29,120692
2018-09-30,121289
2018-10-01,122746
2018-10-02,123491
2018-10-03,123782
2018-10-04,123782
2018-10-05,126001
2018-10-06,127834
2018-10-07,127834
2018-10-08,132178
2018-10-09,135031
2018-10-10,138332
2018-10-11,143414
2018-10-12,143414
2018-10-13,146503
2018-10-14,151786
2018-10-15,158038
2018-10-16,161228
2018-10-17,166244
2018-10-18,169558
2018-10-19,168600
2018-10-20,168600
2018-10-21,167933
2018-10-22,164483
2018-10-23,164483
2018-10-24,160775
2018-10-25,156352
2018-10-26,156352
2018-10-27,153284
2018-10-28,150830
2018-10-29,150830
2018-10-30,150165
2018-10-31,145094
2018-11-01,142623
2018-11-03,139940
2018-11-04,142241
2018-11-05,141631
2018-11-06,140678
2018-11-07,139822
2018-11-08,139214
2018-11-09,135994
2018-11-10,133702
2018-11-11,131823
2018-11-12,131480
2018-11-13,132491
2018-11-14,133046
2018-11-15,134480
2018-11-16,137282
2018-11-17,134762
2018-11-18,136066
2018-11-19,131774
2018-11-20,128500
2018-11-21,125276
2018-11-22,122217
2018-11-23,118987
2018-11-24,116016
2018-11-25,115549
2018-11-26,115380
2018-11-27,113887
2018-11-28,109946
2018-11-29,109972
2018-12-01,106150
2018-12-02,103138
2018-12-03,101104
2018-12-04,99348
2018-12-05,99207
2018-12-07,100557
2018-12-09,100041
2018-12-10,99308
2018-12-11,101775
2018-12-12,100052
2018-12-13,98533
2018-12-14,95583
2018-12-15,93693
2018-12-16,92807
2018-12-17,90431
2018-12-18,90600
2018-12-19,93314
2018-12-20,93195
2018-12-21,93408
2018-12-22,93008
2018-12-23,93427
2018-12-24,95945
2018-12-25,100045
2018-12-26,103805
2018-12-27,106084
2018-12-28,107574
2018-12-29,109265
2018-12-30,112293
2018-12-31,112800
2019-01-01,112360
2019-01-02,115066
2019-01-03,117552
2019-01-04,119465
2019-01-05,121077
2019-01-06,121504
2019-01-08,122236
2019-01-10,123581
2019-01-11,123422
2019-01-12,124159
2019-01-13,125813
2019-01-14,126000
2019-01-15,125196
2019-01-16,126117
2019-01-17,126299
2019-01-18,124706
2019-01-19,126102
2019-01-20,124381
2019-01-21,121899
2019-01-22,118695
2019-01-23,115445
2019-01-24,115229
2019-01-25,113949
2019-01-26,112578
2019-01-27,109303
2019-01-28,108058
2019-01-29,108650
2019-01-30,107216
2019-01-31,109245
2019-02-01,111201
2019-02-02,112617
2019-02-03,114821
2019-02-04,116518
2019-02-05,119059
2019-02-06,121068
2019-02-07,117597
2019-02-08,116887
2019-02-09,119499
2019-02-10,120437
2019-02-11,122578
2019-02-12,124740
2019-02-13,126072
2019-02-14,126072
2019-02-15,125599
2019-02-16,126338
2019-02-17,126999
2019-02-18,127533
2019-02-19,126917
2019-02-20,123922
2019-02-21,121601
2019-02-22,120590
2019-02-23,121698
2019-02-24,122622
2019-02-25,124127
2019-02-26,123447
2019-02-27,126253
2019-02-28,125585
2019-03-01,127912
2019-03-02,128594
2019-03-03,130685
2019-03-04,135729
2019-03-05,136736
2019-03-06,140312
2019-03-07,138970
2019-03-08,138970
2019-03-09,140925
2019-03-10,143693
2019-03-11,144278
2019-03-12,141552
2019-03-13,141552
2019-03-14,136153
2019-03-15,130065
2019-03-16,126093
2019-03-17,125107
