date_obj,Enchanted%20robe price
2019-03-31,58635
2019-04-01,58166
2019-04-02,57547
2019-04-03,56491
2019-04-04,53845
2019-04-05,53641
2019-04-06,54466
2019-04-07,55256
2019-04-08,55556
2019-04-09,55425
2019-04-10,56107
2019-04-11,55343
2019-04-12,55877
2019-04-13,56621
2019-04-14,57276
2019-04-15,56340
2019-04-16,56717
2019-04-17,56241
2019-04-18,56144
2019-04-19,56039
2019-04-20,56360
2019-04-21,55827
2019-04-22,55588
2019-04-23,56231
2019-04-24,55431
2019-04-25,54818
2019-04-26,55041
2019-04-27,55696
2019-04-28,53955
2019-04-29,54786
2019-04-30,55682
2019-05-01,56018
2019-05-02,55549
2019-05-03,54945
2019-05-04,55157
2019-05-05,55187
2019-05-06,55179
2019-05-07,55415
2019-05-08,56333
2019-05-09,57237
2019-05-10,56688
2019-05-11,55821
2019-05-12,55014
2019-05-13,55522
2019-05-14,55826
2019-05-15,55723
2019-05-16,55549
2019-05-17,54945
2019-05-18,55718
2019-05-19,55949
2019-05-20,56680
2019-05-21,56230
2019-05-22,55786
2019-05-23,55944
2019-05-24,55726
2019-05-25,56222
2019-05-26,56400
2019-05-27,57420
2019-05-28,57839
2019-05-29,57391
2019-05-30,57572
2019-05-31,57924
2019-06-01,56503
2019-06-02,56517
2019-06-03,56693
2019-06-04,56831
2019-06-05,56934
2019-06-06,56727
2019-06-07,58198
2019-06-08,57061
2019-06-09,57139
2019-06-10,55498
2019-06-11,56241
2019-06-12,56160
2019-06-13,56517
2019-06-14,56645
2019-06-15,56693
2019-06-16,55146
2019-06-17,54182
2019-06-18,53619
2019-06-19,53401
2019-06-20,53745
2019-06-21,53127
2019-06-22,53269
2019-06-23,53719
2019-06-24,52972
2019-06-25,52753
2019-06-26,51756
2019-06-27,52276
2019-06-28,53085
2019-06-29,53083
2019-06-30,53109
2019-07-01,52849
2019-07-02,52663
2019-07-03,51880
2019-07-04,52663
2019-07-05,52213
2019-07-06,52736
2019-07-07,53016
2019-07-08,52781
2019-07-09,52742
2019-07-10,52927
2019-07-11,52461
2019-07-12,51908
2019-07-13,52210
2019-07-14,51954
2019-07-15,51759
2019-07-16,51195
2019-07-17,50980
2019-07-18,51528
2019-07-19,51751
2019-07-20,51177
2019-07-21,51453
2019-07-22,51238
2019-07-23,51157
2019-07-24,50629
2019-07-25,50947
2019-07-26,50758
2019-07-27,51346
2019-07-28,50934
2019-07-29,51285
2019-07-30,51373
2019-07-31,52351
2019-08-01,52448
2019-08-02,51436
2019-08-03,51334
2019-08-04,51715
2019-08-05,51870
2019-08-06,52302
2019-08-07,52138
2019-08-08,53072
2019-08-09,54367
2019-08-10,54935
2019-08-11,55124
2019-08-12,56384
2019-08-13,56283
2019-08-14,54213
2019-08-15,53698
2019-08-16,53630
2019-08-17,54191
2019-08-18,53875
2019-08-19,52589
2019-08-20,52617
2019-08-21,52238
2019-08-22,53169
2019-08-23,53813
2019-08-24,52775
2019-08-24,52775
2019-08-25,51407
2019-08-25,51407
2019-08-26,51631
2019-08-26,51631
2019-08-27,52139
2019-08-27,52139
2019-08-28,52396
2019-08-29,53431
2019-08-30,53165
2019-08-31,52865
2019-09-01,53038
2019-09-02,52678
2019-09-03,52043
2019-09-04,52090
2019-09-05,52447
2019-09-06,52356
2019-09-07,52012
2019-09-08,52927
2019-09-09,52170
2019-09-10,52967
2019-09-11,54840
2019-09-12,54957
2019-09-13,54772
2019-09-14,55868
2019-09-15,56696
2019-09-16,59138
2019-09-17,60125
2019-09-18,58520
2019-09-19,57879
2019-09-20,56497
2019-09-21,54657
2019-09-22,55347
2019-09-23,56254
2019-09-24,57220
2019-09-25,57584
2019-09-26,58082
2019-09-27,57438
2019-09-28,58250
2019-09-29,58300
2019-09-30,58152
2019-10-01,59577
2019-10-02,57895
2019-10-03,57956
2019-10-04,58109
2019-10-05,57679
2019-10-06,57112
2019-10-07,54908
2019-10-08,54913
2019-10-09,53119
2019-10-10,52477
2019-10-11,52417
2019-10-12,52356
2019-10-13,52246
2019-10-14,52365
2019-10-15,52580
2019-10-16,52162
2019-10-17,50927
2019-10-18,51904
2019-10-19,52272
2019-10-20,52402
2019-10-21,51916
2019-10-22,51993
2019-10-23,52543
2019-10-24,52663
2019-10-25,53216
2019-10-26,53725
2019-10-27,53102
2019-10-28,51383
2019-10-29,52103
2019-10-30,52125
2019-10-31,52320
2019-11-01,53578
2019-11-02,54367
2019-11-03,54477
2019-11-04,54917
2019-11-05,54688
2019-11-06,54735
2019-11-07,54369
2019-11-08,54294
2019-11-09,54018
2019-11-10,53689
2019-11-11,54167
2019-11-12,55464
2019-11-13,56031
2019-11-14,56304
2019-11-15,57755
2019-11-16,58048
2019-11-17,57831
2019-11-18,57955
2019-11-19,57328
2019-11-20,57064
2019-11-21,58837
2019-11-22,59436
2019-11-23,58779
2019-11-24,58709
2019-11-25,59795
2019-11-26,59330
2019-11-27,59539
2019-11-28,59183
2019-11-29,58325
2019-11-30,57983
2019-12-01,57804
2019-12-02,59571
2019-12-03,59174
2019-12-04,57930
2019-12-05,57089
2019-12-06,58384
2019-12-07,58210
2019-12-08,58526
2019-12-09,58499
2019-12-10,58336
2019-12-11,57733
2019-12-12,57164
2019-12-13,57308
2019-12-14,56747
2019-12-15,56828
2019-12-16,56613
2019-12-17,56567
2019-12-18,55672
2019-12-19,55672
2019-12-20,55836
2019-12-21,56440
2019-12-22,56452
2019-12-23,57012
2019-12-24,57880
2019-12-25,57601
2019-12-26,57001
2019-12-27,57985
2019-12-28,58566
2019-12-29,58885
2019-12-30,57885
2019-12-31,58763
2020-01-01,59173
2020-01-02,58432
2020-01-03,59228
2020-01-04,56795
2020-01-05,54746
2020-01-06,54452
2020-01-07,54090
2020-01-08,53274
2020-01-09,53400
2020-01-10,52587
2020-01-11,52289
2020-01-12,52078
2020-01-13,52156
2020-01-14,52584
2020-01-15,52022
2020-01-16,51749
2020-01-17,52562
2020-01-18,52373
2020-01-19,51920
2020-01-20,52041
2020-01-21,51685
2020-01-22,51469
2020-01-23,51168
2020-01-24,50788
2020-01-25,51151
2020-01-26,51291
2020-01-27,50662
2020-01-28,50914
2020-01-29,51116
2020-01-30,51818
2020-01-31,51891
2020-02-01,51539
2020-02-02,51579
2020-02-03,51418
2020-02-04,51416
2020-02-05,50749
2020-02-06,50707
2020-02-07,50465
2020-02-08,49772
2020-02-09,49251
2020-02-10,49156
2020-02-11,49114
2020-02-12,49517
2020-02-13,49628
2020-02-14,49635
2020-02-15,49176
2020-02-16,48593
2020-02-17,49315
2020-02-18,48993
2020-02-19,48848
2020-02-20,48805
2020-02-21,49129
2020-02-22,49644
2020-02-23,51124
2020-02-24,51101
2020-02-25,51593
2020-02-26,51629
2020-02-27,52616
2020-02-28,52620
2020-02-29,51981
2020-03-01,51667
2020-03-02,52402
2020-03-03,53144
2020-03-04,53412
2020-03-05,53317
2020-03-06,54950
2020-03-07,55388
2020-03-08,54947
2020-03-09,55765
2020-03-10,57347
2020-03-11,57496
2020-03-12,57196
2020-03-13,57227
2020-03-14,56848
2020-03-15,57828
2020-03-16,56139
2020-03-17,55322
2020-03-18,54917
2020-03-19,54964
2020-03-20,54931
2020-03-21,54564
2020-03-22,55280
2020-03-23,54453
2020-03-24,53992
2020-03-25,53410
2020-03-26,53396
2020-03-27,53500
2020-03-28,53171
2020-03-29,52829
2020-03-30,52636
2020-03-31,52765
2020-04-01,52156
2020-04-02,51929
2020-04-03,51581
2020-04-04,50988
2020-04-05,50882
2020-04-06,50425
2020-04-07,49316
2020-04-08,48950
2020-04-09,49643
2020-04-10,50340
2020-04-11,50903
2020-04-12,51163
2020-04-13,50273
2020-04-14,50808
2020-04-15,50556
2020-04-16,50222
2020-04-17,50216
2020-04-18,50291
2020-04-19,51194
2020-04-20,51319
2020-04-21,51560
2020-04-22,51227
2020-04-23,52341
2020-04-24,51624
2020-04-25,52015
2020-04-26,52059
2020-04-27,51762
2020-04-28,52040
2020-04-29,52458
2020-04-30,52546
2020-05-01,54408
2020-05-02,55179
2020-05-03,55805
2020-05-04,55656
2020-05-05,55567
2020-05-06,56748
2020-05-07,57390
2020-05-08,57032
2020-05-09,57483
2020-05-10,57862
2020-05-11,57076
2020-05-12,58094
2020-05-13,57828
