date_obj,Golden%20chef's%20hat price
2016-11-01,1097267
2016-11-02,1097267
2016-11-03,1097267
2016-11-04,1097267
2016-11-05,1074299
2016-11-06,1074299
2016-11-07,1074299
2016-11-08,1074299
2016-11-09,1074299
2016-11-10,1089099
2016-11-11,1089099
2016-11-12,1089099
2016-11-13,1089099
2016-11-14,1089099
2016-11-15,1089099
2016-12-07,848724
2016-12-08,848724
2016-12-09,848724
2016-12-10,811000
2016-12-11,811000
2016-12-12,811000
2016-12-13,811000
2016-12-14,811000
2016-12-15,792751
2016-12-16,792751
2016-12-17,792751
2016-12-18,792751
2016-12-19,792751
2016-12-20,792751
2016-12-21,757992
2016-12-22,757992
2016-12-23,757992
2016-12-24,757992
2016-12-25,757992
2016-12-26,721196
2016-12-27,721196
2016-12-28,721196
2016-12-29,721196
2016-12-30,721196
2016-12-31,685948
2017-01-01,685948
2017-01-02,685948
2017-01-03,685948
2017-01-04,685948
2017-01-05,655987
2017-01-06,655987
2017-01-07,655987
2017-01-08,655987
2017-01-09,624046
2017-01-10,624046
2017-01-11,624046
2017-01-12,624046
2017-01-13,624046
2017-01-14,592843
2017-01-15,592843
2017-01-16,592843
2017-01-17,592843
2017-01-18,563321
2017-01-19,563321
2017-01-20,563321
2017-01-21,563321
2017-01-22,563321
2017-01-23,548984
2017-01-27,548984
2017-01-28,550339
2017-01-29,550339
2017-01-30,550339
2017-01-31,550339
2017-02-01,550339
2017-02-02,533628
2017-02-03,533628
2017-02-04,533628
2017-02-05,533628
2017-02-06,533628
2017-02-07,524456
2017-02-08,524456
2017-02-09,524456
2017-02-10,524456
2017-02-11,508772
2017-02-12,508772
2017-02-13,508772
2017-02-14,508772
2017-02-15,508772
2017-02-16,521888
2017-02-18,521888
2017-02-19,521888
2017-02-20,521888
2017-02-21,521888
2017-02-22,503474
2017-02-23,503474
2017-02-24,503474
2017-02-25,503474
2017-02-26,503474
2017-02-27,489687
2017-02-28,489687
2017-03-01,489687
2017-03-02,489687
2017-03-03,490742
2017-03-04,490742
2017-03-05,490742
2017-03-06,490742
2017-03-07,513076
2017-03-08,513076
2017-03-09,513076
2017-03-10,513076
2017-03-11,533647
2017-03-12,533647
2017-03-13,533647
2017-03-14,521657
2017-03-15,521657
2017-03-16,521657
2017-03-17,521657
2017-03-18,497081
2017-03-19,497081
2017-03-20,497081
2017-03-21,473376
2017-03-22,473376
2017-03-23,473376
2017-03-24,473376
2017-03-25,450754
2017-03-26,450754
2017-03-27,450754
2017-03-28,450754
2017-03-29,440056
2017-03-30,440056
2017-03-31,440056
2017-04-01,440056
2017-04-02,440056
2017-04-03,449152
2017-04-04,449152
2017-04-12,474582
2017-04-13,474582
2017-04-14,474582
2017-04-15,474582
2017-04-16,494420
2017-04-17,494420
2017-04-18,494420
2017-04-19,494420
2017-04-20,503761
2017-04-21,503761
2017-04-22,503761
2017-04-23,503761
2017-04-24,503761
2017-04-25,481585
2017-04-26,481585
2017-04-27,481585
2017-04-28,481585
2017-04-29,481585
2017-04-30,463345
2017-05-01,463345
2017-05-02,463345
2017-05-03,463345
2017-05-04,462236
2017-05-05,462236
2017-05-06,462236
2017-05-07,462236
2017-05-08,458702
2017-05-09,458702
2017-05-10,458702
2017-05-11,458702
2017-05-12,458702
2017-05-13,457208
2017-05-14,457208
2017-05-15,457208
2017-05-16,457208
2017-05-17,457208
2017-05-18,462954
2017-05-19,462954
2017-05-20,462954
2017-05-21,462954
2017-05-22,462954
2017-05-23,448695
2017-05-24,448695
2017-05-25,448695
2017-05-26,448695
2017-05-27,448695
2017-05-28,446190
2017-05-29,446190
2017-05-30,446190
2017-05-31,446190
2017-06-01,464482
2017-06-02,464482
2017-06-03,464482
2017-06-04,464482
2017-06-05,460290
2017-06-06,460290
2017-06-07,460290
2017-06-08,460290
2017-06-09,460290
2017-06-10,448332
2017-06-11,448332
2017-06-12,448332
2017-06-13,448332
2017-06-14,448332
2017-06-15,434449
2017-06-16,434449
2017-06-17,434449
2017-06-18,434449
2017-06-19,434449
2017-06-20,432057
2017-06-21,432057
2017-06-22,432057
2017-06-23,432057
2017-06-24,432057
2017-06-25,432057
2017-06-26,437868
2017-06-27,437868
2017-06-28,437868
2017-06-29,437868
2017-06-30,437868
2017-07-01,448374
2017-07-02,448374
2017-07-03,448374
2017-07-04,448374
2017-07-05,454268
2017-07-06,454268
2017-07-07,454268
2017-07-08,454268
2017-07-13,458742
2017-07-14,458742
2017-07-15,472337
2017-07-16,472337
2017-07-17,472337
2017-07-18,472337
2017-07-19,472337
2017-07-20,480507
2017-07-21,480507
2017-07-22,480507
2017-07-23,480507
2017-07-24,492604
2017-07-25,492604
2017-07-26,492604
2017-07-27,492604
2017-07-28,492604
2017-07-29,493566
2017-07-30,493566
2017-07-31,493566
2017-08-01,493566
2017-08-02,496298
2017-08-03,496298
2017-08-04,496298
2017-08-05,496298
2017-08-06,516096
2017-08-09,516096
2017-08-10,537302
2017-08-11,537302
2017-08-12,537302
2017-08-13,537302
2017-08-14,537302
2017-08-15,544538
2017-08-16,544538
2017-08-17,544538
2017-08-18,544538
2017-08-19,544538
2017-08-20,537686
2017-08-21,537686
2017-08-22,537686
2017-08-23,537686
2017-08-24,537686
2017-08-25,536684
2017-08-26,536684
2017-08-27,536684
2017-08-28,536684
2017-08-29,536684
2017-08-30,550921
2017-08-31,550921
2017-09-01,550921
2017-09-02,550921
2017-09-03,550921
2017-09-04,550921
2017-09-05,561710
2017-09-06,561710
2017-09-07,561710
2017-09-08,561710
2017-09-09,553057
2017-09-10,553057
2017-09-11,553057
2017-09-12,553057
2017-09-13,553057
2017-09-14,566377
2017-09-15,566377
2017-09-16,566377
2017-09-17,566377
2017-09-18,566377
2017-09-19,577450
2017-09-20,577450
2017-09-21,577450
2017-09-22,577450
2017-09-23,577450
2017-09-24,586913
2017-09-25,586913
2017-09-26,586913
2017-09-27,586913
2017-09-28,586913
2017-09-29,599351
2017-09-30,599351
2017-10-01,599351
2017-10-02,599351
2017-10-03,599351
2017-10-04,599351
2017-10-05,617840
2017-10-06,617840
2017-10-07,617840
2017-10-08,617840
2017-10-09,617840
2017-10-10,642942
2017-10-11,642942
2017-10-12,642942
2017-10-13,642942
2017-10-14,642942
2017-10-15,669663
2017-10-16,669663
2017-10-17,669663
2017-10-18,669663
2017-10-19,669663
2017-10-20,669663
2017-10-21,676478
2017-10-22,676478
2017-10-23,676478
2017-10-24,676478
2017-10-25,676478
2017-10-26,676478
2017-10-27,664185
2017-10-28,664185
2017-10-29,664185
2017-10-30,664185
2017-10-31,664185
2017-11-01,664185
2017-11-02,636510
2017-11-03,636510
2017-11-04,636510
2017-11-05,636510
2017-11-06,636510
2017-11-07,636510
2017-11-08,621472
2017-11-09,621472
2017-11-10,621472
2017-11-11,621472
2017-11-12,621472
2017-11-13,619119
2017-11-14,619119
2017-11-15,619119
2017-11-16,619119
2017-11-17,619119
2017-11-18,619119
2017-11-19,619119
2017-11-20,600515
2017-11-21,600515
2017-11-22,600515
2017-11-23,600515
2017-11-24,600515
2017-11-25,600515
2017-11-26,589405
2017-11-27,589405
2017-11-28,589405
2017-11-29,589405
2017-11-30,589405
2017-12-01,589405
2017-12-02,575907
2017-12-03,575907
2017-12-04,575907
2017-12-05,575907
2017-12-06,575907
2017-12-07,561433
2017-12-08,561433
2017-12-09,561433
2017-12-10,561433
2017-12-11,561433
2017-12-12,556497
2017-12-13,556497
2017-12-14,556497
2017-12-15,556497
2017-12-16,556497
2017-12-17,556497
2017-12-18,562595
2017-12-19,562595
2017-12-20,562595
2017-12-21,562595
2017-12-22,562595
2017-12-23,567890
2017-12-24,567890
2017-12-25,567890
2017-12-26,567890
2017-12-27,567890
2017-12-28,577980
2017-12-29,577980
2017-12-30,577980
2017-12-31,577980
2018-01-01,600761
2018-01-02,600761
2018-01-03,600761
2018-01-04,600761
2018-01-05,600761
2018-01-06,611935
2018-01-07,611935
2018-01-08,611935
2018-01-09,611935
2018-01-10,611935
2018-01-11,611935
2018-01-12,609555
2018-01-13,609555
2018-01-14,609555
2018-01-15,609555
2018-01-16,609555
2018-01-17,610611
2018-01-18,610611
2018-01-19,610611
2018-01-20,610611
2018-01-21,610611
2018-01-22,597175
2018-01-23,597175
2018-01-24,597492
2018-01-25,597492
2018-01-26,597492
2018-01-27,593918
2018-01-28,593918
2018-01-29,597691
2018-01-30,597691
2018-01-31,603962
2018-02-01,603962
2018-02-02,603962
2018-02-03,603902
2018-02-04,603902
2018-02-05,603902
2018-02-06,608902
2018-02-07,608902
2018-02-08,612993
2018-02-09,612993
2018-02-10,618148
2018-02-11,618148
2018-02-12,615440
2018-02-13,615440
2018-02-14,610524
2018-02-15,610524
2018-02-16,610524
2018-02-17,605994
2018-02-18,605994
2018-02-19,596894
2018-02-20,596894
2018-02-21,596894
2018-02-22,596689
2018-02-23,596689
2018-02-24,595072
2018-02-25,595072
2018-02-26,583346
2018-02-27,583346
2018-02-28,583346
2018-03-01,572955
2018-03-02,572955
2018-03-03,560061
2018-03-04,560061
2018-03-05,560061
2018-03-06,557237
2018-03-07,557237
2018-03-08,568360
2018-03-09,568360
2018-03-10,568360
2018-03-11,569626
2018-03-12,569626
2018-03-13,569626
2018-03-14,567217
2018-03-15,567217
2018-03-16,567217
2018-03-17,574551
2018-03-18,574551
2018-03-19,574551
2018-03-20,581363
2018-03-21,581363
2018-03-23,581363
2018-03-24,595515
2018-03-25,595515
2018-03-26,595515
2018-03-27,610270
2018-03-28,610270
2018-03-29,610270
2018-03-30,619542
2018-03-31,619542
2018-04-01,619542
2018-04-02,611551
2018-04-03,611551
2018-04-04,619634
2018-04-05,619634
2018-04-06,619634
2018-04-07,629169
2018-04-08,629169
2018-04-09,643638
2018-04-10,643638
2018-04-11,668599
2018-04-12,668599
2018-04-13,668599
2018-04-14,663719
2018-04-15,663719
2018-04-16,663719
2018-04-17,651654
2018-04-18,651654
2018-04-19,651654
2018-04-20,658351
2018-04-21,658351
2018-04-22,658351
2018-04-23,668882
2018-04-24,668882
2018-04-25,668882
2018-04-26,688203
2018-04-27,688203
2018-04-28,688203
2018-04-29,706174
2018-04-30,706174
2018-05-01,694710
2018-05-03,694710
2018-05-04,714954
2018-05-05,714954
2018-05-06,736059
2018-05-07,736059
2018-05-08,755598
2018-05-09,755598
2018-05-10,777841
2018-05-11,777841
2018-05-12,777841
2018-05-13,799197
2018-05-14,799197
2018-05-15,799197
2018-05-16,811165
2018-05-17,811165
2018-05-18,834361
2018-05-19,834361
2018-05-20,834361
2018-05-21,846531
2018-05-22,846531
2018-05-23,846531
2018-05-24,846281
2018-05-25,846281
2018-05-26,846281
2018-05-27,825821
2018-05-28,825821
2018-05-29,814384
2018-05-30,814384
2018-05-31,797697
2018-06-01,797697
2018-06-02,803580
2018-06-03,803580
2018-06-04,803580
2018-06-05,797855
2018-06-06,797855
2018-06-07,797855
2018-06-08,781560
2018-06-09,781560
2018-06-10,781560
2018-06-11,777690
2018-06-12,777690
2018-06-13,777690
2018-06-14,751785
2018-06-15,751785
2018-06-16,751785
2018-06-17,731943
2018-06-18,731943
2018-06-19,731943
2018-06-20,704945
2018-06-21,704945
2018-06-22,682532
2018-06-23,682532
2018-06-24,682532
2018-06-25,686363
2018-06-26,686363
2018-06-27,686363
2018-06-28,683371
2018-06-29,683371
2018-06-30,683371
2018-07-01,668031
2018-07-02,668031
2018-07-03,668031
2018-07-04,660234
2018-07-05,660234
2018-07-06,646055
2018-07-07,646055
2018-07-08,646055
2018-07-09,624899
2018-07-10,624899
2018-07-11,622856
2018-07-12,622856
2018-07-13,622856
2018-07-14,626321
2018-07-15,626321
2018-07-16,626321
2018-07-17,638806
2018-07-18,638806
2018-07-19,638806
2018-07-20,638613
2018-07-21,638613
2018-07-22,633395
2018-07-23,633395
2018-07-24,625123
2018-07-25,625123
2018-07-26,621208
2018-07-27,621208
2018-07-28,618027
2018-07-29,618027
2018-07-30,629181
2018-07-31,629181
2018-08-01,631314
2018-08-02,631314
2018-08-03,645583
2018-08-04,645583
2018-08-05,666935
2018-08-06,666935
2018-08-07,666935
2018-08-08,685190
2018-08-09,685190
2018-08-10,685190
2018-08-11,676952
2018-08-12,676952
2018-08-14,668872
2018-08-16,656340
2018-08-17,656340
2018-08-18,656340
2018-08-19,642619
2018-08-20,642619
2018-08-21,632758
2018-08-22,632758
2018-08-23,632758
2018-08-24,628624
2018-08-25,628624
2018-08-26,628624
2018-08-27,626806
2018-08-28,626806
2018-08-29,611536
2018-08-30,611536
2018-08-31,598683
2018-09-01,598683
2018-09-02,598683
2018-09-03,583218
2018-09-04,583218
2018-09-05,570456
2018-09-06,570456
2018-09-07,570456
2018-09-08,584566
2018-09-09,584566
2018-09-10,577885
2018-09-11,577885
2018-09-12,577885
2018-09-13,588207
2018-09-14,588207
2018-09-15,597236
2018-09-16,597236
2018-09-17,597236
2018-09-18,593660
2018-09-19,593660
2018-09-20,593660
2018-09-21,598990
2018-09-22,598990
2018-09-23,596802
2018-09-24,596802
2018-09-25,596802
2018-09-26,607492
2018-09-27,607492
2018-09-28,607492
2018-09-29,613399
2018-09-30,613399
2018-10-01,613399
2018-10-02,627769
2018-10-03,627769
2018-10-04,647114
2018-10-05,647114
2018-10-06,659518
2018-10-07,659518
2018-10-08,659518
2018-10-09,665389
2018-10-10,665389
2018-10-11,658309
2018-10-12,658309
2018-10-13,652504
2018-10-14,652504
2018-10-15,652504
2018-10-16,649724
2018-10-17,649724
2018-10-18,650362
2018-10-19,650362
2018-10-20,650362
2018-10-21,648941
2018-10-22,648941
2018-10-23,643562
2018-10-24,643562
2018-10-25,654075
2018-10-26,654075
2018-10-27,660166
2018-10-28,660166
2018-10-29,654230
2018-10-30,654230
2018-10-31,649448
2018-11-01,649448
2018-11-03,653786
2018-11-04,678404
2018-11-05,708547
2018-11-06,737790
2018-11-07,737790
2018-11-08,769809
2018-11-09,769809
2018-11-10,806294
2018-11-11,841709
2018-11-12,871523
2018-11-13,908756
2018-11-14,908756
2018-11-15,954194
2018-11-16,997726
2018-11-17,997726
2018-11-18,1031052
2018-11-19,1031052
2018-11-20,1059819
2018-11-21,1059819
2018-11-22,1056723
2018-11-23,1056723
2018-11-24,1051969
2018-11-25,1049231
2018-11-26,1049231
2018-11-27,1037349
2018-11-28,1037349
2018-11-29,1004716
2018-12-01,982037
2018-12-02,939789
2018-12-03,939789
2018-12-04,897904
2018-12-05,857207
2018-12-07,814346
2018-12-09,803963
2018-12-10,791110
2018-12-11,791110
2018-12-12,772995
2018-12-13,772995
2018-12-14,741241
2018-12-15,741241
2018-12-16,710072
2018-12-17,710072
2018-12-18,678307
2018-12-19,678307
2018-12-20,644391
2018-12-21,614432
2018-12-22,614432
2018-12-23,587838
2018-12-24,577504
2018-12-25,577504
2018-12-26,570684
2018-12-27,563700
2018-12-28,563700
2018-12-29,558287
2018-12-30,558287
2018-12-31,549484
2019-01-01,549484
2019-01-02,539407
2019-01-03,539407
2019-01-04,531289
2019-01-05,523663
2019-01-06,516707
2019-01-08,511557
2019-01-10,498063
2019-01-11,498063
2019-01-12,483099
2019-01-13,483099
2019-01-14,467276
2019-01-15,467276
2019-01-16,457849
2019-01-17,457849
2019-01-18,451217
2019-01-19,451217
2019-01-20,443077
2019-01-21,443077
2019-01-22,430602
2019-01-23,422978
2019-01-24,422978
2019-01-25,411151
2019-01-26,411151
2019-01-27,398694
2019-01-28,398694
2019-01-29,399094
2019-01-30,399094
2019-01-31,413487
2019-02-01,428795
2019-02-02,428795
2019-02-03,441440
2019-02-04,441440
2019-02-05,456374
2019-02-06,456374
2019-02-07,454061
2019-02-08,454061
2019-02-09,447769
2019-02-10,447769
2019-02-11,440062
2019-02-12,440062
2019-02-13,436241
2019-02-14,436241
2019-02-15,444251
2019-02-16,444251
2019-02-17,451992
2019-02-18,451992
2019-02-19,464225
2019-02-20,464225
2019-02-21,478016
2019-02-22,478016
2019-02-23,485409
2019-02-24,486713
2019-02-25,486713
2019-02-26,486531
2019-02-27,486531
2019-02-28,486531
2019-03-01,489303
2019-03-02,489303
2019-03-03,489261
2019-03-04,489261
2019-03-05,494478
2019-03-06,494478
2019-03-07,489641
2019-03-08,489641
2019-03-09,487465
2019-03-10,487465
2019-03-11,500297
2019-03-12,520139
2019-03-13,520139
2019-03-14,538890
2019-03-15,538890
2019-03-16,549842
2019-03-17,549277
2019-03-18,549277
2019-03-19,554964
2019-03-20,567814
2019-03-21,567814
2019-03-22,584525
2019-03-23,593679
2019-03-24,613024
2019-03-25,613024
2019-03-26,642478
2019-03-27,642478
2019-03-28,669683
2019-03-29,696847
2019-03-30,696847
2019-03-31,704604
2019-04-01,704604
2019-04-02,691936
2019-04-03,691936
2019-04-04,693862
2019-04-05,693862
2019-04-06,693862
2019-04-07,685691
2019-04-08,685691
2019-04-09,673853
2019-04-10,673853
2019-04-11,668826
2019-04-12,659375
2019-04-13,646337
2019-04-14,628921
2019-04-15,628921
2019-04-16,607166
2019-04-17,607166
2019-04-18,580785
2019-04-19,557294
2019-04-20,529721
2019-04-21,529721
2019-04-22,503234
2019-04-23,478952
2019-04-24,478952
2019-04-25,456470
2019-04-26,435413
2019-04-27,435413
2019-04-28,417078
2019-04-29,417078
2019-04-30,398243
2019-05-01,398243
2019-05-02,378348
2019-05-03,359551
2019-05-04,344721
2019-05-05,344721
2019-05-06,336455
2019-05-07,331015
2019-05-08,331015
2019-05-09,328283
2019-05-10,328283
2019-05-11,325801
2019-05-12,332492
2019-05-13,330285
2019-05-14,333221
2019-05-15,333221
2019-05-16,334715
2019-05-17,334715
2019-05-18,338364
2019-05-19,338364
2019-05-20,349459
2019-05-21,349459
2019-05-22,364191
2019-05-23,372325
2019-05-24,372325
2019-05-25,376731
2019-05-26,376731
2019-05-27,380860
2019-05-28,380860
2019-05-29,375656
2019-05-30,375656
2019-05-31,377780
2019-06-01,377780
2019-06-02,382526
2019-06-03,382526
2019-06-04,398523
2019-06-05,398523
2019-06-06,411909
2019-06-07,411909
2019-06-08,428784
2019-06-09,438748
2019-06-10,438748
2019-06-11,454210
2019-06-12,454210
2019-06-13,475934
2019-06-14,497011
2019-06-15,497011
2019-06-16,514739
2019-06-17,514739
2019-06-18,528522
2019-06-19,528522
2019-06-20,533961
2019-06-21,533961
2019-06-22,533719
2019-06-23,520932
2019-06-24,520932
2019-06-25,508954
2019-06-26,508954
2019-06-27,502805
2019-06-28,502805
2019-06-29,492449
2019-06-30,492449
2019-07-01,478437
2019-07-02,478437
2019-07-03,455337
2019-07-04,455337
2019-07-05,443585
2019-07-06,443585
2019-07-07,448348
2019-07-08,448348
2019-07-09,441010
2019-07-10,441010
2019-07-11,432939
2019-07-12,432747
2019-07-13,432747
2019-07-14,437166
2019-07-15,437166
2019-07-16,440197
2019-07-17,440197
2019-07-18,435224
2019-07-19,435224
2019-07-20,441877
2019-07-21,441877
2019-07-22,444329
2019-07-23,444329
2019-07-24,439533
2019-07-25,439533
2019-07-26,439533
2019-07-27,440612
2019-07-28,440612
2019-07-29,440603
2019-07-30,440603
2019-07-31,441853
2019-08-01,441853
2019-08-02,441853
2019-08-03,449472
2019-08-04,449472
2019-08-05,456160
2019-08-06,456160
2019-08-07,462380
2019-08-08,462380
2019-08-09,462380
2019-08-10,465795
2019-08-11,465795
2019-08-12,467961
2019-08-13,467961
2019-08-14,474210
2019-08-15,474210
2019-08-16,466562
2019-08-17,466562
2019-08-18,457295
2019-08-19,457295
2019-08-20,451994
2019-08-21,451994
2019-08-22,445994
2019-08-23,445994
2019-08-24,443689
2019-08-24,443689
2019-08-25,443689
2019-08-25,443689
2019-08-26,438591
2019-08-27,438591
2019-08-27,438591
2019-08-28,442179
2019-08-29,442179
2019-08-30,451196
2019-08-31,451196
2019-09-01,464758
2019-09-02,464758
2019-09-03,477440
2019-09-04,477440
2019-09-05,483227
2019-09-06,483227
2019-09-07,481246
2019-09-08,481246
2019-09-09,488500
2019-09-10,488500
2019-09-11,506364
2019-09-12,506364
2019-09-13,524626
2019-09-14,524626
2019-09-15,533926
2019-09-16,533926
2019-09-17,525103
2019-09-18,525103
2019-09-19,514396
2019-09-20,514396
2019-09-21,518872
2019-09-22,518872
2019-09-23,508598
2019-09-24,508598
2019-09-25,496369
2019-09-26,496369
2019-09-27,498690
2019-09-28,498690
2019-09-29,514263
2019-09-30,514263
2019-10-01,513740
2019-10-02,513740
2019-10-03,513740
2019-10-04,511666
2019-10-05,511666
2019-10-06,523284
2019-10-07,523284
2019-10-08,526181
2019-10-09,526181
2019-10-10,531986
2019-10-11,531986
2019-10-12,546666
2019-10-13,546666
2019-10-14,559891
2019-10-15,559891
2019-10-16,576770
2019-10-17,576770
2019-10-18,595448
2019-10-19,595448
2019-10-20,592650
2019-10-21,592650
2019-10-22,578572
2019-10-23,578572
2019-10-24,572482
2019-10-25,572482
2019-10-26,578251
2019-10-27,578251
2019-10-28,577314
2019-10-29,577314
2019-10-30,577314
2019-10-31,573061
2019-11-01,573061
2019-11-02,584883
2019-11-03,584883
2019-11-04,599031
2019-11-05,599031
2019-11-06,599031
2019-11-07,597650
2019-11-08,597650
2019-11-09,595919
2019-11-10,595919
2019-11-11,593232
2019-11-12,593232
2019-11-13,593232
2019-11-14,585683
2019-11-15,585683
2019-11-16,582030
2019-11-17,582030
2019-11-18,582030
2019-11-19,582556
2019-11-20,582556
2019-11-21,585636
2019-11-22,585636
2019-11-23,605783
2019-11-24,605783
2019-11-25,622437
2019-11-26,622437
2019-11-27,622437
2019-11-28,615397
2019-11-29,615397
2019-11-30,622055
2019-12-01,622055
2019-12-02,623726
2019-12-03,623726
2019-12-04,633810
2019-12-05,633810
2019-12-06,633810
2019-12-07,615208
2019-12-08,615208
2019-12-09,615208
2019-12-10,603750
2019-12-11,603750
2019-12-12,603750
2019-12-13,599995
2019-12-14,599995
2019-12-15,587856
2019-12-16,587856
2019-12-17,581946
2019-12-18,581946
2019-12-19,581946
2019-12-20,587603
2019-12-21,587603
2019-12-22,597496
2019-12-23,597496
2019-12-24,605989
2019-12-25,603249
2019-12-26,603249
2019-12-27,621251
2019-12-28,621251
2019-12-29,619363
2019-12-30,619363
2019-12-31,619547
2020-01-01,619547
2020-01-02,620315
2020-01-03,620315
2020-01-04,609806
2020-01-05,609806
2020-01-06,610067
2020-01-07,610067
2020-01-08,609641
2020-01-09,609641
2020-01-10,610023
2020-01-11,610023
2020-01-12,605196
2020-01-13,605196
2020-01-14,605196
2020-01-15,602341
2020-01-16,602341
2020-01-17,607188
2020-01-18,607188
2020-01-19,603113
2020-01-20,603113
2020-01-21,603113
2020-01-22,598628
2020-01-23,598628
2020-01-24,586094
2020-01-25,586094
2020-01-26,577466
2020-01-27,577466
2020-01-28,576292
2020-01-29,576292
2020-01-30,578871
2020-01-31,578871
2020-02-01,581903
2020-02-02,581903
2020-02-03,575366
2020-02-04,575366
2020-02-05,560780
2020-02-06,560780
2020-02-07,548778
2020-02-08,548778
2020-02-09,547758
2020-02-10,547758
2020-02-11,543146
2020-02-12,543146
2020-02-13,531474
2020-02-14,531474
2020-02-15,517584
2020-02-16,517584
2020-02-17,506904
2020-02-18,506904
2020-02-19,506193
2020-02-20,506193
2020-02-21,506193
2020-02-22,496192
2020-02-23,496192
2020-02-24,484443
2020-02-25,484443
2020-02-26,480867
2020-02-27,480867
2020-02-28,474074
2020-02-29,474074
2020-03-01,475975
2020-03-02,475975
2020-03-03,477294
2020-03-04,477294
2020-03-05,477294
2020-03-06,471830
2020-03-07,471830
2020-03-08,476376
2020-03-09,476376
2020-03-10,472951
2020-03-11,472951
2020-03-12,467564
2020-03-13,467564
2020-03-14,461710
2020-03-15,461710
2020-03-16,457522
2020-03-17,457522
2020-03-18,448281
2020-03-19,448281
2020-03-20,437389
2020-03-21,437389
2020-03-22,424366
2020-03-23,424366
2020-03-24,423195
2020-03-25,426324
2020-03-26,420491
2020-03-27,420491
2020-03-28,416980
2020-03-29,423061
2020-03-30,418902
2020-03-31,418902
2020-04-01,418158
2020-04-02,412344
2020-04-03,412344
2020-04-04,413067
2020-04-05,413067
2020-04-06,412663
2020-04-07,412663
2020-04-08,411278
2020-04-09,411278
2020-04-10,413478
2020-04-11,409062
2020-04-12,411584
2020-04-13,411584
2020-04-14,410268
2020-04-15,411638
2020-04-16,411638
2020-04-17,410503
2020-04-18,412255
2020-04-19,410853
2020-04-20,410853
2020-04-21,410432
2020-04-22,408496
2020-04-23,408496
2020-04-24,409945
2020-04-25,409945
2020-04-26,411338
2020-04-27,413270
2020-04-28,413270
2020-04-29,412396
2020-04-30,411918
2020-05-01,411918
2020-05-02,413167
2020-05-03,410478
2020-05-04,410478
2020-05-05,410800
2020-05-06,412332
2020-05-07,412332
2020-05-08,411834
2020-05-09,411707
2020-05-10,411707
2020-05-11,412242
2020-05-12,412242
2020-05-13,414075
