date_obj,Rune%20hasta price
2015-10-27,35183
2015-10-29,35183
2015-10-30,35183
2015-10-31,35183
2015-11-01,35183
2015-11-02,35183
2015-11-03,35183
2015-11-04,35183
2015-11-05,35183
2015-11-06,35183
2015-11-07,35183
2015-11-08,35183
2015-11-09,35183
2015-11-10,35183
2015-11-11,35183
2015-11-12,35183
2015-11-13,35183
2015-11-14,35183
2015-11-15,35183
2015-11-16,35183
2015-11-17,35183
2015-11-18,35183
2015-11-19,35183
2015-11-20,33477
2015-11-21,33477
2015-11-22,33477
2015-11-23,33477
2015-11-24,33477
2015-11-25,33477
2015-11-26,33477
2015-11-27,33477
2015-11-28,33477
2015-11-29,33477
2015-11-30,33477
2015-12-01,33477
2015-12-02,33477
2015-12-03,33477
2015-12-04,33477
2015-12-05,33477
2015-12-06,33477
2015-12-07,33477
2015-12-08,33477
2015-12-09,33477
2015-12-10,33477
2015-12-11,31846
2015-12-12,31846
2015-12-13,31846
2015-12-14,31846
2015-12-15,31846
2015-12-16,31846
2015-12-17,31846
2015-12-18,31846
2015-12-19,31846
2015-12-20,31846
2015-12-21,31846
2015-12-22,31846
2015-12-23,31846
2015-12-24,31846
2015-12-25,31846
2015-12-26,31846
2015-12-27,31846
2015-12-28,30273
2015-12-29,30273
2015-12-30,30273
2015-12-31,30273
2016-01-01,30273
2016-01-02,30273
2016-01-03,30273
2016-01-04,30273
2016-01-05,30273
2016-01-06,30273
2016-01-07,30273
2016-01-08,30273
2016-01-09,30273
2016-01-10,28807
2016-01-11,28807
2016-01-12,28807
2016-01-13,28807
2016-01-14,28807
2016-01-15,28807
2016-01-16,28807
2016-01-17,28807
2016-01-18,28807
2016-01-19,28807
2016-01-20,28807
2016-01-21,28807
2016-01-22,28807
2016-01-23,27387
2016-01-24,27387
2016-01-25,27387
2016-01-26,27387
2016-01-27,27387
2016-01-28,27387
2016-01-29,27387
2016-01-30,27387
2016-01-31,27387
2016-02-01,27387
2016-02-02,27387
2016-02-03,27387
2016-02-04,26046
2016-02-05,26046
2016-02-06,26046
2016-02-07,26046
2016-02-08,26046
2016-02-09,26046
2016-02-10,26046
2016-02-11,26046
2016-02-12,26046
2016-02-13,26046
2016-02-14,26046
2016-02-15,26046
2016-02-16,26046
2016-02-17,24811
2016-02-18,24811
2016-02-19,24811
2016-02-20,24811
2016-02-21,24811
2016-02-22,24811
2016-02-23,24811
2016-02-24,24811
2016-02-25,24811
2016-02-26,24811
2016-02-27,24811
2016-02-28,23599
2016-02-29,23599
2016-03-01,23599
2016-03-02,23599
2016-03-03,23599
2016-03-04,23599
2016-03-05,23599
2016-03-06,23599
2016-03-07,23599
2016-03-08,23599
2016-03-09,23599
2016-03-10,23599
2016-03-11,23599
2016-03-12,22751
2016-03-13,22751
2016-03-14,22751
2016-03-15,22751
2016-03-16,22751
2016-03-17,22751
2016-03-18,22751
2016-03-19,22751
2016-03-20,22751
2016-03-21,22751
2016-03-22,22751
2016-03-23,22751
2016-03-24,22751
2016-03-25,22751
2016-03-26,22751
2016-03-27,22751
2016-03-28,21977
2016-03-29,21977
2016-03-30,21977
2016-03-31,21977
2016-04-01,21977
2016-04-02,21977
2016-04-03,21977
2016-04-04,21977
2016-04-05,21977
2016-04-06,21977
2016-04-07,21977
2016-04-08,21977
2016-04-09,21977
2016-04-10,20894
2016-04-11,20894
2016-04-12,20894
2016-04-13,20894
2016-04-14,20894
2016-04-15,20894
2016-04-16,20894
2016-04-17,20894
2016-04-18,20894
2016-04-19,20894
2016-04-20,20894
2016-04-21,20894
2016-04-22,20894
2016-04-23,19874
2016-04-24,19874
2016-04-25,19874
2016-04-26,19874
2016-04-27,19874
2016-04-28,19874
2016-04-29,19874
2016-04-30,19874
2016-05-01,19874
2016-05-02,19874
2016-05-03,19874
2016-05-04,19874
2016-05-05,19076
2016-05-06,19076
2016-05-07,19076
2016-05-08,19076
2016-05-09,19076
2016-05-10,19076
2016-05-11,19076
2016-05-12,19076
2016-05-13,19076
2016-05-14,19076
2016-05-15,18505
2016-05-16,18505
2016-05-17,18505
2016-05-18,18505
2016-05-19,18505
2016-05-22,18505
2016-05-23,18505
2016-05-24,18505
2016-05-25,18505
2016-05-26,17737
2016-05-27,17737
2016-05-28,17737
2016-05-29,17737
2016-05-30,17737
2016-05-31,17737
2016-06-01,17737
2016-06-02,17737
2016-06-03,17737
2016-06-04,17737
2016-06-05,17737
2016-06-06,17111
2016-06-07,17111
2016-06-08,17111
2016-06-09,16258
2016-06-10,15445
2016-06-11,14672
2016-06-12,13938
2016-06-13,13241
2016-06-14,12670
2016-06-15,12420
2016-06-16,12391
2016-06-17,12566
2016-06-18,12376
2016-06-19,12473
2016-06-20,12414
2016-06-21,12254
2016-06-22,12257
2016-06-23,12254
2016-06-24,12345
2016-06-25,12446
2016-06-26,12446
2016-06-27,12466
2016-06-28,12578
2016-06-29,12610
2016-06-30,12639
2016-07-01,12736
2016-07-02,12736
2016-07-03,12781
2016-07-04,12811
2016-07-05,12811
2016-07-06,12768
2016-07-07,12768
2016-07-08,12623
2016-07-09,12483
2016-07-10,12642
2016-07-11,12645
2016-07-12,12546
2016-07-13,12546
2016-07-14,12632
2016-07-15,12606
2016-07-16,12657
2016-07-17,12657
2016-07-18,12727
2016-07-23,12694
2016-07-24,12734
2016-07-25,12525
2016-07-26,12525
2016-07-27,12505
2016-07-28,12505
2016-07-29,12511
2016-07-30,12522
2016-07-31,12522
2016-08-01,12589
2016-08-02,12651
2016-08-03,12678
2016-08-04,12678
2016-08-05,12769
2016-08-06,12768
2016-08-07,12739
2016-08-08,12739
2016-08-09,12665
2016-08-10,12665
2016-08-11,12692
2016-08-12,12692
2016-08-13,12735
2016-08-14,12735
2016-08-15,12761
2016-08-16,12761
2016-08-17,12696
2016-08-18,12696
2016-08-19,12653
2016-08-20,12267
2016-08-21,12267
2016-08-22,12429
2016-08-23,12465
2016-08-24,12312
2016-08-25,12312
2016-08-26,12557
2016-08-28,12606
2016-08-31,12644
2016-09-01,12756
2016-09-02,12756
2016-09-03,12781
2016-09-04,12803
2016-09-05,12669
2016-09-06,12669
2016-09-07,12474
2016-09-08,12474
2016-09-09,12562
2016-09-10,12826
2016-09-11,12826
2016-09-12,12961
2016-09-13,12683
2016-09-14,12683
2016-09-15,12800
2016-09-16,12800
2016-09-17,12934
2016-09-18,12934
2016-09-19,12941
2016-09-20,12941
2016-09-21,12935
2016-09-22,12986
2016-09-23,12986
2016-09-24,12639
2016-09-25,12309
2016-09-26,12309
2016-09-27,12581
2016-09-28,12581
2016-09-29,12388
2016-09-30,12402
2016-10-01,12588
2016-10-02,12588
2016-10-03,12637
2016-10-04,12637
2016-10-05,12669
2016-10-06,12669
2016-10-07,12550
2016-10-08,12631
2016-10-09,12631
2016-10-10,12611
2016-10-11,12658
2016-10-12,12658
2016-10-13,12799
2016-10-14,12871
2016-10-15,12871
2016-10-16,12920
2016-10-17,12908
2016-10-18,12908
2016-10-19,12969
2016-10-20,12969
2016-10-21,13012
2016-10-22,13012
2016-10-23,13025
2016-10-24,13057
2016-10-25,13057
2016-10-26,13055
2016-10-27,13055
2016-10-28,13056
2016-10-29,12996
2016-10-30,12996
2016-10-31,13039
2016-11-01,13039
2016-11-02,13117
2016-11-03,13117
2016-11-04,13209
2016-11-05,13209
2016-11-06,12839
2016-11-07,12839
2016-11-08,12574
2016-11-09,12701
2016-11-10,12729
2016-11-11,12729
2016-11-12,12960
2016-11-13,12960
2016-11-14,12722
2016-12-08,12543
2016-12-09,12392
2016-12-10,12392
2016-12-11,12543
2016-12-12,12543
2016-12-13,12609
2016-12-14,12766
2016-12-15,12766
2016-12-16,12788
2016-12-17,12804
2016-12-18,12804
2016-12-19,12814
2016-12-20,12611
2016-12-21,12664
2016-12-22,12664
2016-12-23,12797
2016-12-24,12797
2016-12-25,12765
2016-12-26,12765
2016-12-27,12659
2016-12-28,12680
2016-12-29,12709
2016-12-30,12709
2016-12-31,12786
2017-01-01,12808
2017-01-02,12836
2017-01-03,12836
2017-01-04,12727
2017-01-05,12727
2017-01-06,12658
2017-01-07,12416
2017-01-08,12572
2017-01-09,12742
2017-01-10,12742
2017-01-11,12745
2017-01-12,12820
2017-01-13,12820
2017-01-14,12836
2017-01-15,12880
2017-01-16,12782
2017-01-17,12767
2017-01-18,12773
2017-01-19,12773
2017-01-20,12881
2017-01-21,12730
2017-01-22,12575
2017-01-27,12584
2017-01-28,12722
2017-01-29,12735
2017-01-30,12735
2017-01-31,12490
2017-02-01,12569
2017-02-02,12690
2017-02-03,12692
2017-02-04,12733
2017-02-05,12765
2017-02-06,12772
2017-02-07,12818
2017-02-08,12736
2017-02-09,12736
2017-02-10,12704
2017-02-11,12781
2017-02-12,12781
2017-02-13,12531
2017-02-14,12476
2017-02-15,12476
2017-02-16,12641
2017-02-18,12671
2017-02-19,12540
2017-02-20,12623
2017-02-21,12734
2017-02-22,12734
2017-02-23,12770
2017-02-24,12744
2017-02-25,12775
2017-02-26,12732
2017-02-27,12767
2017-02-28,12876
2017-03-01,13002
2017-03-02,12977
2017-03-03,12632
2017-03-04,12926
2017-03-05,12642
2017-03-06,12713
2017-03-07,12676
2017-03-08,12790
2017-03-09,12859
2017-03-10,12907
2017-03-11,12846
2017-03-12,12833
2017-03-13,12891
2017-03-14,12942
2017-03-15,12912
2017-03-16,12934
2017-03-17,12877
2017-03-18,12793
2017-03-19,12832
2017-03-20,12777
2017-03-21,12940
2017-03-22,12936
2017-03-23,12898
2017-03-24,12742
2017-03-25,12742
2017-03-26,12774
2017-03-27,12697
2017-03-28,12673
2017-03-29,12918
2017-03-30,13081
2017-03-31,13089
2017-04-01,13138
2017-04-02,13223
2017-04-03,13255
2017-04-04,13288
2017-04-12,12923
2017-04-13,12870
2017-04-14,12857
2017-04-15,12809
2017-04-16,12876
2017-04-17,12679
2017-04-18,12798
2017-04-19,12871
2017-04-20,12250
2017-04-21,12092
2017-04-22,12092
2017-04-23,12049
2017-04-24,12066
2017-04-25,12178
2017-04-26,12178
2017-04-27,12160
2017-04-28,12289
2017-04-29,12457
2017-04-30,12557
2017-05-01,12557
2017-05-02,12569
2017-05-03,12427
2017-05-04,12394
2017-05-05,12285
2017-05-06,12236
2017-05-07,12223
2017-05-08,12566
2017-05-09,12504
2017-05-10,12509
2017-05-11,12323
2017-05-12,12387
2017-05-13,12558
2017-05-14,12575
2017-05-15,12629
2017-05-16,12727
2017-05-17,12699
2017-05-18,12707
2017-05-19,12707
2017-05-20,12584
2017-05-21,12584
2017-05-22,12647
2017-05-23,12703
2017-05-24,12612
2017-05-25,12011
2017-05-26,11755
2017-05-27,11811
2017-05-28,11873
2017-05-29,11902
2017-05-30,12123
2017-05-31,12031
2017-06-01,11956
2017-06-02,11922
2017-06-03,12003
2017-06-06,12029
2017-06-07,12074
2017-06-08,12074
2017-06-09,12050
2017-06-10,12003
2017-06-11,11971
2017-06-12,11871
2017-06-13,11933
2017-06-14,12021
2017-06-15,12025
2017-06-16,12033
2017-06-17,12012
2017-06-18,12007
2017-06-19,12007
2017-06-20,12010
2017-06-21,11972
2017-06-22,12020
2017-06-23,12020
2017-06-24,12058
2017-06-25,12059
2017-06-26,12006
2017-06-27,12020
2017-06-28,12033
2017-06-29,12043
2017-06-30,11872
2017-07-01,11872
2017-07-02,11982
2017-07-03,12024
2017-07-04,12043
2017-07-05,12043
2017-07-06,12070
2017-07-07,12070
2017-07-08,12043
2017-07-13,12050
2017-07-14,11952
2017-07-15,11956
2017-07-16,11978
2017-07-17,12006
2017-07-18,11948
2017-07-19,11975
2017-07-20,12058
2017-07-21,12032
2017-07-22,12062
2017-07-23,12067
2017-07-24,12096
2017-07-25,12088
2017-07-26,12089
2017-07-27,12088
2017-07-28,12027
2017-07-29,12085
2017-07-30,12100
2017-07-31,12100
2017-08-01,12045
2017-08-02,12125
2017-08-03,12133
2017-08-04,12113
2017-08-05,11994
2017-08-06,12049
2017-08-09,12077
2017-08-10,12095
2017-08-11,12007
2017-08-12,11995
2017-08-13,12026
2017-08-14,12026
2017-08-15,11818
2017-08-17,12023
2017-08-18,12023
2017-08-19,12043
2017-08-20,12074
2017-08-21,11977
2017-08-22,12054
2017-08-23,12052
2017-08-24,12080
2017-08-25,11954
2017-08-26,12053
2017-08-27,11999
2017-08-28,11981
2017-08-29,12015
2017-08-30,12037
2017-08-31,12067
2017-09-01,12070
2017-09-02,12064
2017-09-03,12100
2017-09-04,12058
2017-09-05,12040
2017-09-06,12029
2017-09-07,12011
2017-09-08,12072
2017-09-09,12072
2017-09-10,12085
2017-09-11,12027
2017-09-12,12027
2017-09-13,12088
2017-09-14,12016
2017-09-15,12016
2017-09-16,12049
2017-09-17,12070
2017-09-19,12066
2017-09-20,12152
2017-09-21,12089
2017-09-22,12100
2017-09-23,12100
2017-09-24,12050
2017-09-25,12052
2017-09-26,12046
2017-09-27,12046
2017-09-28,12090
2017-09-29,12091
2017-09-30,12071
2017-10-01,12000
2017-10-02,11825
2017-10-03,12075
2017-10-04,12095
2017-10-05,12098
2017-10-06,12097
2017-10-07,12038
2017-10-08,11995
2017-10-09,12079
2017-10-10,12104
2017-10-11,12104
2017-10-12,12075
2017-10-13,12053
2017-10-14,11940
2017-10-15,12003
2017-10-16,11983
2017-10-17,11983
2017-10-18,12039
2017-10-19,11965
2017-10-20,11956
2017-10-21,11976
2017-10-22,11984
2017-10-23,11987
2017-10-24,11971
2017-10-25,11971
2017-10-26,11981
2017-10-27,11991
2017-10-28,11991
2017-10-29,11978
2017-10-30,12016
2017-10-31,12029
2017-11-01,12029
2017-11-02,12040
2017-11-03,11892
2017-11-04,11898
2017-11-05,12065
2017-11-06,12055
2017-11-07,12091
2017-11-08,12112
2017-11-09,11997
2017-11-10,11848
2017-11-11,11963
2017-11-12,11964
2017-11-13,11876
2017-11-14,12060
2017-11-15,12041
2017-11-16,12066
2017-11-17,12008
2017-11-18,11933
2017-11-19,11936
2017-11-20,12036
2017-11-21,12052
2017-11-22,12070
2017-11-23,12078
2017-11-24,12088
2017-11-25,12056
2017-11-26,12091
2017-11-27,12091
2017-11-28,12068
2017-11-29,12070
2017-11-30,12107
2017-12-01,12077
2017-12-02,12106
2017-12-03,12032
2017-12-04,12016
2017-12-05,12034
2017-12-06,12037
2017-12-07,12057
2017-12-08,12057
2017-12-09,12037
2017-12-10,12024
2017-12-11,12050
2017-12-12,12067
2017-12-13,11972
2017-12-14,12012
2017-12-15,12014
2017-12-16,11922
2017-12-17,12015
2017-12-18,11987
2017-12-19,12039
2017-12-20,12065
2017-12-21,12070
2017-12-22,11982
2017-12-23,12002
2017-12-24,12038
2017-12-25,11856
2017-12-26,11968
2017-12-27,11992
2017-12-28,12061
2017-12-29,12028
2017-12-30,11982
2017-12-31,11997
2018-01-01,12000
2018-01-02,12027
2018-01-03,12041
2018-01-04,12025
2018-01-05,12029
2018-01-06,11904
2018-01-07,12005
2018-01-08,11990
2018-01-09,11981
2018-01-10,11988
2018-01-11,12018
2018-01-12,11990
2018-01-13,12004
2018-01-14,11982
2018-01-15,11972
2018-01-16,11948
2018-01-17,12024
2018-01-18,12075
2018-01-19,12075
2018-01-20,12031
2018-01-21,12030
2018-01-22,12010
2018-01-23,11940
2018-01-24,12004
2018-01-25,12047
2018-01-26,12068
2018-01-27,12042
2018-01-28,12047
2018-01-29,12013
2018-01-30,12054
2018-01-31,12010
2018-02-01,12034
2018-02-02,12072
2018-02-03,12076
2018-02-04,12050
2018-02-05,12081
2018-02-06,12004
2018-02-07,12051
2018-02-08,12040
2018-02-09,11950
2018-02-10,11902
2018-02-11,12000
2018-02-12,12011
2018-02-13,12013
2018-02-14,11994
2018-02-15,12001
2018-02-16,12017
2018-02-17,11969
2018-02-18,11930
2018-02-19,11961
2018-02-20,11980
2018-02-21,12012
2018-02-22,12015
2018-02-23,12046
2018-02-24,12077
2018-02-25,12082
2018-02-26,12085
2018-02-27,12073
2018-02-28,11964
2018-03-01,12048
2018-03-02,12072
2018-03-03,12053
2018-03-04,12058
2018-03-05,12080
2018-03-06,12087
2018-03-07,12077
2018-03-08,12007
2018-03-09,12019
2018-03-10,12083
2018-03-11,12052
2018-03-12,12011
2018-03-13,12083
2018-03-14,12079
2018-03-15,12063
2018-03-16,12055
2018-03-17,12087
2018-03-18,12192
2018-03-19,12045
2018-03-20,12354
2018-03-21,12647
2018-03-23,12190
2018-03-24,12425
2018-03-26,12887
2018-03-27,12976
2018-03-28,13186
2018-03-29,13207
2018-03-30,13154
2018-03-31,13186
2018-04-01,13101
2018-04-02,13040
2018-04-03,13075
2018-04-04,12795
2018-04-05,12548
2018-04-06,12620
2018-04-08,12229
2018-04-09,12338
2018-04-10,12111
2018-04-11,12044
2018-04-12,12141
2018-04-13,12201
2018-04-14,12011
2018-04-15,12119
2018-04-16,12144
2018-04-17,12197
2018-04-18,12283
2018-04-19,12030
2018-04-20,11851
2018-04-21,11932
2018-04-22,11955
2018-04-23,12041
2018-04-24,11985
2018-04-25,11981
2018-04-26,12013
2018-04-27,12104
2018-04-28,12156
2018-04-29,12178
2018-04-30,11923
2018-05-01,12093
2018-05-02,12289
2018-05-03,12586
2018-05-04,13216
2018-05-05,12838
2018-05-06,12346
2018-05-07,12275
2018-05-08,12159
2018-05-09,12184
2018-05-10,12261
2018-05-11,12029
2018-05-12,12074
2018-05-13,11988
2018-05-14,12031
2018-05-15,12105
2018-05-16,12028
2018-05-17,12051
2018-05-18,12093
2018-05-19,11990
2018-05-20,12051
2018-05-21,12064
2018-05-22,12103
2018-05-23,12104
2018-05-24,12102
2018-05-25,12107
2018-05-26,12105
2018-05-27,12116
2018-05-28,12411
2018-05-29,12836
2018-05-30,13120
2018-05-31,13082
2018-06-01,13247
2018-06-02,13309
2018-06-03,12771
2018-06-04,12569
2018-06-05,12511
2018-06-06,12523
2018-06-07,12442
2018-06-08,12387
2018-06-09,12701
2018-06-10,12637
2018-06-11,12559
2018-06-12,12376
2018-06-13,12071
2018-06-14,12102
2018-06-15,12005
2018-06-16,12095
2018-06-17,11928
2018-06-18,11932
2018-06-19,12069
2018-06-20,12103
2018-06-21,11921
2018-06-22,11975
2018-06-23,12004
2018-06-24,12085
2018-06-25,12151
2018-06-26,11913
2018-06-27,11981
2018-06-28,12016
2018-06-29,12063
2018-06-30,12006
2018-07-01,11945
2018-07-02,11897
2018-07-03,11899
2018-07-04,11969
2018-07-05,12028
2018-07-06,11952
2018-07-07,11979
2018-07-08,12014
2018-07-09,12027
2018-07-10,12051
2018-07-11,12060
2018-07-12,11842
2018-07-13,11988
2018-07-14,11976
2018-07-15,11983
2018-07-16,11998
2018-07-17,12038
2018-07-18,11883
2018-07-19,12001
2018-07-20,12016
2018-07-21,11985
2018-07-22,12010
2018-07-23,12037
2018-07-24,12004
2018-07-25,12011
2018-07-26,11929
2018-07-27,11958
2018-07-28,11966
2018-07-29,11944
2018-07-30,11955
2018-07-31,12003
2018-08-01,12029
2018-08-02,12048
2018-08-03,11989
2018-08-04,12021
2018-08-05,12056
2018-08-06,12028
2018-08-07,11788
2018-08-08,12077
2018-08-09,12089
2018-08-10,12062
2018-08-11,12057
2018-08-12,11922
2018-08-14,11976
2018-08-16,11972
2018-08-17,11958
2018-08-18,11994
2018-08-19,11997
2018-08-20,12030
2018-08-21,12053
2018-08-22,12076
2018-08-23,11932
2018-08-24,11933
2018-08-25,11985
2018-08-26,12000
2018-08-27,12010
2018-08-28,12009
2018-08-29,12022
2018-08-30,12030
2018-08-31,12010
2018-09-01,11907
2018-09-02,11945
2018-09-03,11992
2018-09-04,12036
2018-09-05,11988
2018-09-06,11978
2018-09-07,12021
2018-09-08,12025
2018-09-09,12035
2018-09-10,12023
2018-09-11,11989
2018-09-12,12084
2018-09-13,11962
2018-09-14,12062
2018-09-15,12081
2018-09-16,12078
2018-09-17,12081
2018-09-18,12042
2018-09-19,12070
2018-09-20,12092
2018-09-21,12036
2018-09-22,12063
2018-09-23,12063
2018-09-24,12036
2018-09-25,12023
2018-09-26,12113
2018-09-27,11924
2018-09-28,11984
2018-09-29,12018
2018-09-30,12013
2018-10-02,11960
2018-10-03,12047
2018-10-04,12047
2018-10-05,12028
2018-10-06,12031
2018-10-07,12030
2018-10-08,12035
2018-10-09,12080
2018-10-10,12134
2018-10-11,12128
2018-10-12,12122
2018-10-13,12072
2018-10-14,12054
2018-10-15,11998
2018-10-16,12024
2018-10-17,12049
2018-10-18,12083
2018-10-19,12062
2018-10-20,12092
2018-10-21,12073
2018-10-22,12010
2018-10-23,12022
2018-10-24,12029
2018-10-25,12039
2018-10-26,12058
2018-10-27,12050
2018-10-28,11963
2018-10-29,12016
2018-10-30,12015
2018-10-31,12029
2018-11-01,12051
2018-11-03,12048
2018-11-04,11999
2018-11-05,12007
2018-11-06,12039
2018-11-07,12046
2018-11-08,12021
2018-11-09,12043
2018-11-10,12060
2018-11-11,12088
2018-11-12,12038
2018-11-13,11976
2018-11-14,12016
2018-11-15,12024
2018-11-16,11987
2018-11-17,12000
2018-11-18,12035
2018-11-19,11922
2018-11-20,12017
2018-11-21,12070
2018-11-22,12075
2018-11-23,12108
2018-11-24,12070
2018-11-25,12090
2018-11-26,12095
2018-11-27,12108
2018-11-28,12107
2018-12-01,12048
2018-12-02,12086
2018-12-03,12107
2018-12-04,12047
2018-12-05,12036
2018-12-07,12067
2018-12-09,12026
2018-12-10,12078
2018-12-11,12105
2018-12-12,12122
2018-12-13,12070
2018-12-14,12087
2018-12-15,12111
2018-12-16,12118
2018-12-17,12058
2018-12-18,12076
2018-12-19,12095
2018-12-20,12089
2018-12-21,12103
2018-12-22,12106
2018-12-23,12097
2018-12-24,12095
2018-12-25,12098
2018-12-26,12098
2018-12-27,12079
2018-12-28,12072
2018-12-29,12048
2018-12-30,12033
2018-12-31,12044
2019-01-01,11982
2019-01-02,11974
2019-01-03,12008
2019-01-04,12013
2019-01-05,12060
2019-01-06,12080
2019-01-08,12072
2019-01-10,11978
2019-01-11,11871
2019-01-12,11988
2019-01-13,12012
2019-01-14,12040
2019-01-15,12051
2019-01-16,12056
2019-01-17,12038
2019-01-18,12014
2019-01-19,12063
2019-01-20,12092
2019-01-21,12143
2019-01-22,12090
2019-01-23,12074
2019-01-24,12074
2019-01-25,12108
2019-01-26,12120
2019-01-28,12063
2019-01-29,12093
2019-01-30,12089
2019-01-31,12101
2019-02-01,12051
2019-02-02,11858
2019-02-03,11978
2019-02-04,11991
2019-02-05,12031
2019-02-06,12080
2019-02-07,12106
2019-02-08,12089
2019-02-09,11964
2019-02-10,11976
2019-02-11,12063
2019-02-12,12089
2019-02-13,12090
2019-02-14,12127
2019-02-15,12094
2019-02-16,12054
2019-02-17,12080
2019-02-18,12072
2019-02-19,12095
2019-02-20,12070
2019-02-21,12071
2019-02-22,12131
2019-02-23,12064
2019-02-24,12091
2019-02-25,12099
2019-02-26,12058
2019-02-27,12092
2019-02-28,12093
2019-03-01,12024
2019-03-02,12044
2019-03-03,12074
2019-03-04,12096
2019-03-05,12106
2019-03-06,12124
2019-03-07,12046
2019-03-08,12093
2019-03-09,12092
2019-03-10,12120
2019-03-11,12089
2019-03-12,12030
2019-03-13,12013
2019-03-14,12031
2019-03-15,12009
2019-03-16,12004
2019-03-17,11961
2019-03-18,11992
2019-03-19,12083
2019-03-20,11949
2019-03-21,11967
2019-03-22,12009
2019-03-23,12030
2019-03-24,12003
2019-03-25,11990
2019-03-26,12032
2019-03-27,11955
2019-03-28,12029
2019-03-29,12084
2019-03-30,12082
2019-03-31,12049
2019-04-01,11989
2019-04-02,12025
2019-04-03,11984
2019-04-04,11968
2019-04-05,11968
