date_obj,Karil's%20coif price
2019-04-05,68238
2019-04-06,68318
2019-04-07,68657
2019-04-08,68748
2019-04-09,67539
2019-04-10,66556
2019-04-11,67034
2019-04-12,67728
2019-04-13,67839
2019-04-14,68112
2019-04-15,68205
2019-04-16,66552
2019-04-17,68361
2019-04-18,68174
2019-04-19,67880
2019-04-20,68542
2019-04-21,68183
2019-04-22,68007
2019-04-23,68920
2019-04-24,70137
2019-04-25,69342
2019-04-26,68994
2019-04-27,68360
2019-04-28,68581
2019-04-29,68655
2019-04-30,69277
2019-05-01,69856
2019-05-02,69093
2019-05-03,68783
2019-05-04,68450
2019-05-05,68475
2019-05-06,68547
2019-05-07,69272
2019-05-08,69566
2019-05-09,69221
2019-05-10,69560
2019-05-11,69518
2019-05-12,69427
2019-05-13,69317
2019-05-14,69780
2019-05-15,69503
2019-05-16,69186
2019-05-17,69543
2019-05-18,71802
2019-05-19,74767
2019-05-20,74707
2019-05-21,71784
2019-05-22,70741
2019-05-23,71395
2019-05-24,72273
2019-05-25,70875
2019-05-26,71080
2019-05-27,71864
2019-05-28,69164
2019-05-29,70352
2019-05-30,71639
2019-05-31,72318
2019-06-01,71559
2019-06-02,73018
2019-06-03,72959
2019-06-04,73146
2019-06-05,73791
2019-06-06,74078
2019-06-07,75165
2019-06-08,74578
2019-06-09,74744
2019-06-10,75251
2019-06-11,75245
2019-06-12,74898
2019-06-13,72420
2019-06-14,71653
2019-06-15,71858
2019-06-16,71334
2019-06-17,71203
2019-06-18,71271
2019-06-19,71161
2019-06-20,70760
2019-06-21,70529
2019-06-22,70207
2019-06-23,69864
2019-06-24,69158
2019-06-25,70731
2019-06-26,70580
2019-06-27,69709
2019-06-28,69640
2019-06-29,70047
2019-06-30,70103
2019-07-01,69554
2019-07-02,69950
2019-07-03,69386
2019-07-04,69249
2019-07-05,69594
2019-07-06,69949
2019-07-07,69559
2019-07-08,69897
2019-07-09,70382
2019-07-10,70224
2019-07-11,69725
2019-07-12,69924
2019-07-13,69859
2019-07-14,70720
2019-07-15,70493
2019-07-16,70635
2019-07-17,71025
2019-07-18,71274
2019-07-19,71301
2019-07-20,71293
2019-07-21,71047
2019-07-22,73604
2019-07-23,76071
2019-07-24,75699
2019-07-25,74603
2019-07-26,75473
2019-07-27,76864
2019-07-28,77798
2019-07-29,77611
2019-07-30,77432
2019-07-31,78106
2019-08-01,78015
2019-08-02,77570
2019-08-03,76743
2019-08-04,77294
2019-08-05,77402
2019-08-06,77834
2019-08-07,78431
2019-08-08,80468
2019-08-09,77708
2019-08-10,78696
2019-08-11,81131
2019-08-12,80227
2019-08-13,81604
2019-08-14,81704
2019-08-15,79446
2019-08-16,80145
2019-08-17,79753
2019-08-18,79591
2019-08-19,78985
2019-08-20,81233
2019-08-21,83045
2019-08-22,82913
2019-08-23,83141
2019-08-24,81293
2019-08-24,81293
2019-08-25,80718
2019-08-25,80718
2019-08-26,81180
2019-08-26,81180
2019-08-27,82233
2019-08-27,82233
2019-08-28,84241
2019-08-29,82541
2019-08-30,78854
2019-08-31,76314
2019-09-01,75531
2019-09-02,76092
2019-09-03,77627
2019-09-04,78287
2019-09-05,79777
2019-09-06,78175
2019-09-07,76719
2019-09-08,76988
2019-09-09,76961
2019-09-10,76000
2019-09-11,76420
2019-09-12,76559
2019-09-13,76632
2019-09-14,77670
2019-09-15,77985
2019-09-16,78892
2019-09-17,78960
2019-09-18,79051
2019-09-19,79025
2019-09-20,78149
2019-09-21,78232
2019-09-22,78305
2019-09-23,78517
2019-09-24,77877
2019-09-25,77619
2019-09-26,78631
2019-09-27,79070
2019-09-28,79697
2019-09-29,80022
2019-09-30,79564
2019-10-01,78961
2019-10-02,78506
2019-10-03,77700
2019-10-04,77852
2019-10-05,78632
2019-10-06,79120
2019-10-07,78283
2019-10-08,78879
2019-10-09,78022
2019-10-10,77589
2019-10-11,77745
2019-10-12,76888
2019-10-13,76088
2019-10-14,76226
2019-10-15,76259
2019-10-16,76480
2019-10-17,76813
2019-10-18,76616
2019-10-19,75297
2019-10-20,75632
2019-10-21,75357
2019-10-22,75743
2019-10-23,75470
2019-10-24,75987
2019-10-25,75156
2019-10-26,73984
2019-10-27,73531
2019-10-28,74289
2019-10-29,74354
2019-10-30,75346
2019-10-31,75161
2019-11-01,74691
2019-11-02,75013
2019-11-03,75011
2019-11-04,76260
2019-11-05,75785
2019-11-06,76020
2019-11-07,76720
2019-11-08,77167
2019-11-09,76202
2019-11-10,75629
2019-11-11,76299
2019-11-12,74211
2019-11-13,76622
2019-11-14,77080
2019-11-15,77244
2019-11-16,76840
2019-11-17,76419
2019-11-18,76752
2019-11-19,76945
2019-11-20,77188
2019-11-21,77230
2019-11-22,77002
2019-11-23,75723
2019-11-24,72918
2019-11-25,72312
2019-11-26,70845
2019-11-27,71667
2019-11-28,72911
2019-11-29,74596
2019-11-30,76072
2019-12-01,76560
2019-12-02,77249
2019-12-03,76775
2019-12-04,76392
2019-12-05,76619
2019-12-06,76310
2019-12-07,78128
2019-12-08,77163
2019-12-09,76587
2019-12-10,80407
2019-12-11,83087
2019-12-12,85617
2019-12-13,87411
2019-12-14,83606
2019-12-15,81888
2019-12-16,82848
2019-12-17,83267
2019-12-18,81568
2019-12-19,81041
2019-12-20,82386
2019-12-21,82515
2019-12-22,81460
2019-12-23,82018
2019-12-24,82898
2019-12-25,80552
2019-12-26,79152
2019-12-27,80232
2019-12-28,79975
2019-12-29,79382
2019-12-30,79981
2019-12-31,78568
2020-01-01,77060
2020-01-02,78413
2020-01-03,79045
2020-01-04,79193
2020-01-05,79551
2020-01-06,79430
2020-01-07,79779
2020-01-08,79896
2020-01-09,79846
2020-01-10,79395
2020-01-11,79356
2020-01-12,79422
2020-01-13,79471
2020-01-14,79633
2020-01-15,79675
2020-01-16,78265
2020-01-17,76983
2020-01-18,78008
2020-01-19,77518
2020-01-20,77521
2020-01-21,77186
2020-01-22,75980
2020-01-23,76142
2020-01-24,78132
2020-01-25,78161
2020-01-26,78430
2020-01-27,78730
2020-01-28,78990
2020-01-29,79232
2020-01-30,79180
2020-01-31,78614
2020-02-01,78315
2020-02-02,78374
2020-02-03,78170
2020-02-04,78532
2020-02-05,77570
2020-02-06,77613
2020-02-07,76936
2020-02-08,77596
2020-02-09,77145
2020-02-10,76727
2020-02-11,73848
2020-02-12,73907
2020-02-13,73278
2020-02-14,73521
2020-02-15,74172
2020-02-16,74058
2020-02-17,73957
2020-02-18,74034
2020-02-19,74035
2020-02-20,74042
2020-02-21,74036
2020-02-22,73756
2020-02-23,73824
2020-02-24,73696
2020-02-25,74061
2020-02-26,73150
2020-02-27,72735
2020-02-28,72210
2020-02-29,72158
2020-03-01,71839
2020-03-02,72271
2020-03-03,72892
2020-03-04,72878
2020-03-05,72247
2020-03-06,71918
2020-03-07,71616
2020-03-08,71990
2020-03-09,72476
2020-03-10,74753
2020-03-11,77937
2020-03-12,76399
2020-03-13,75432
2020-03-14,73702
2020-03-15,74290
2020-03-16,73733
2020-03-17,73043
2020-03-18,74739
2020-03-19,76192
2020-03-20,75075
2020-03-21,73775
2020-03-22,73314
2020-03-23,73752
2020-03-24,73618
2020-03-25,71936
2020-03-26,71216
2020-03-27,70946
2020-03-28,70108
2020-03-29,69276
2020-03-30,68977
2020-03-31,69028
2020-04-01,69429
2020-04-02,67412
2020-04-03,67205
2020-04-04,66155
2020-04-05,65013
2020-04-06,63896
2020-04-07,62693
2020-04-08,61589
2020-04-09,61011
2020-04-10,60147
2020-04-11,61578
2020-04-12,61560
2020-04-13,60738
2020-04-14,61687
2020-04-15,61107
2020-04-16,60415
2020-04-17,61056
2020-04-18,61173
2020-04-19,59978
2020-04-20,60052
2020-04-21,60579
2020-04-22,62001
2020-04-23,62607
2020-04-24,64136
2020-04-25,64310
2020-04-26,63865
2020-04-27,62896
2020-04-28,62848
2020-04-29,62051
2020-04-30,61728
2020-05-01,61249
2020-05-02,62331
2020-05-03,61398
2020-05-04,61044
2020-05-05,60457
2020-05-06,61291
2020-05-07,62294
2020-05-08,62347
2020-05-09,61727
2020-05-10,60919
2020-05-11,60566
2020-05-12,60916
2020-05-13,61900
