date_obj,Ensouled%20giant%20head price
2020-01-06,1374
2020-01-07,1356
2020-01-08,1353
2020-01-09,1405
2020-01-10,1446
2020-01-11,1505
2020-01-12,1534
2020-01-13,1468
2020-01-14,1507
2020-01-15,1483
2020-01-16,1415
2020-01-17,1365
2020-01-18,1352
2020-01-19,1288
2020-01-20,1277
2020-01-21,1332
2020-01-22,1369
2020-01-23,1393
2020-01-24,1374
2020-01-25,1408
2020-01-26,1405
2020-01-27,1362
2020-01-28,1319
2020-01-29,1300
2020-01-30,1258
2020-01-31,1247
2020-02-01,1260
2020-02-02,1293
2020-02-03,1341
2020-02-04,1400
2020-02-05,1376
2020-02-06,1350
2020-02-07,1318
2020-02-08,1338
2020-02-09,1317
2020-02-10,1301
2020-02-11,1325
2020-02-12,1353
2020-02-13,1397
2020-02-14,1424
2020-02-15,1393
2020-02-16,1375
2020-02-17,1329
2020-02-18,1296
2020-02-19,1268
2020-02-20,1315
2020-02-21,1319
2020-02-22,1280
2020-02-23,1244
2020-02-24,1230
2020-02-25,1242
2020-02-26,1277
2020-02-27,1317
2020-02-28,1357
2020-02-29,1393
2020-03-01,1394
2020-03-02,1359
2020-03-03,1351
2020-03-04,1345
2020-03-05,1350
2020-03-06,1391
2020-03-07,1425
2020-03-08,1448
2020-03-09,1461
2020-03-10,1439
2020-03-11,1413
2020-03-12,1411
2020-03-13,1387
2020-03-14,1389
2020-03-15,1418
2020-03-16,1444
2020-03-17,1505
2020-03-18,1519
2020-03-19,1507
2020-03-20,1483
2020-03-21,1475
2020-03-22,1479
2020-03-23,1462
2020-03-24,1494
2020-03-25,1514
2020-03-26,1517
2020-03-27,1475
2020-03-28,1469
2020-03-29,1438
2020-03-30,1448
2020-03-31,1432
2020-04-01,1438
2020-04-02,1451
2020-04-03,1429
2020-04-04,1431
2020-04-05,1399
2020-04-06,1391
2020-04-07,1413
2020-04-08,1443
2020-04-09,1505
2020-04-10,1578
2020-04-11,1651
2020-04-12,1688
2020-04-13,1712
2020-04-14,1674
2020-04-15,1622
2020-04-16,1599
2020-04-17,1578
2020-04-18,1624
2020-04-19,1609
2020-04-20,1579
2020-04-21,1561
2020-04-22,1589
2020-04-23,1645
2020-04-24,1700
2020-04-25,1701
2020-04-26,1693
2020-04-27,1650
2020-04-28,1603
2020-04-29,1562
2020-04-30,1525
2020-05-01,1524
2020-05-02,1529
2020-05-03,1582
2020-05-04,1656
2020-05-05,1707
2020-05-06,1696
2020-05-07,1666
2020-05-08,1697
2020-05-09,1666
2020-05-10,1687
2020-05-11,1732
2020-05-12,1682
2020-05-13,1721
