date_obj,Adamant%20platelegs%20(g) price
2017-09-21,9303
2017-09-22,9207
2017-09-23,9207
2017-09-24,9444
2017-09-25,9444
2017-09-26,9385
2017-09-27,9385
2017-09-28,9588
2017-09-29,9588
2017-09-30,9708
2017-10-01,9708
2017-10-02,9595
2017-10-03,9595
2017-10-04,9595
2017-10-05,9661
2017-10-06,9661
2017-10-07,9759
2017-10-08,9759
2017-10-09,9713
2017-10-10,9713
2017-10-11,9713
2017-10-12,9409
2017-10-13,9409
2017-10-14,9125
2017-10-15,9125
2017-10-16,8852
2017-10-17,8852
2017-10-18,8595
2017-10-19,8595
2017-10-20,8595
2017-10-21,8395
2017-10-22,8395
2017-10-23,8176
2017-10-24,8176
2017-10-25,7917
2017-10-26,7917
2017-10-27,7659
2017-10-28,7659
2017-10-29,7547
2017-10-30,7547
2017-10-31,7487
2017-11-01,7487
2017-11-02,7208
2017-11-03,7208
2017-11-04,6974
2017-11-05,6974
2017-11-06,6998
2017-11-07,6998
2017-11-08,6940
2017-11-09,6940
2017-11-10,6717
2017-11-11,6717
2017-11-12,6700
2017-11-13,6700
2017-11-14,6719
2017-11-15,6719
2017-11-16,6662
2017-11-17,6662
2017-11-18,6563
2017-11-19,6563
2017-11-20,6458
2017-11-21,6458
2017-11-22,6293
2017-11-23,6293
2017-11-24,6264
2017-11-25,6264
2017-11-26,6298
2017-11-27,6298
2017-11-28,6298
2017-11-29,6511
2017-11-30,6511
2017-12-01,6569
2017-12-02,6569
2017-12-03,6719
2017-12-04,6719
2017-12-05,6882
2017-12-06,6882
2017-12-07,6832
2017-12-08,6832
2017-12-09,6898
2017-12-10,6898
2017-12-11,6812
2017-12-12,6812
2017-12-13,7098
2017-12-14,7098
2017-12-15,7205
2017-12-16,7205
2017-12-17,7205
2017-12-18,7325
2017-12-19,7325
2017-12-20,7377
2017-12-21,7377
2017-12-22,7677
2017-12-23,7677
2017-12-24,8044
2017-12-25,8044
2017-12-26,8302
2017-12-27,8302
2017-12-28,8649
2017-12-29,8649
2017-12-30,9040
2017-12-31,9040
2018-01-01,9480
2018-01-02,9480
2018-01-03,9779
2018-01-04,9779
2018-01-05,9985
2018-01-06,9985
2018-01-07,10300
2018-01-08,10300
2018-01-09,10562
2018-01-10,10562
2018-01-11,10989
2018-01-12,10989
2018-01-13,11307
2018-01-14,11307
2018-01-15,11558
2018-01-16,11558
2018-01-17,11682
2018-01-18,11682
2018-01-19,11658
2018-01-20,11658
2018-01-21,11683
2018-01-22,11683
2018-01-23,11520
2018-01-24,11131
2018-01-25,10943
2018-01-26,10993
2018-01-27,10886
2018-01-28,11097
2018-01-29,10963
2018-01-30,10989
2018-01-31,10790
2018-02-01,10790
2018-02-02,10792
2018-02-03,10698
2018-02-04,10683
2018-02-05,10669
2018-02-06,10469
2018-02-07,10259
2018-02-08,10259
2018-02-09,10078
2018-02-10,10078
2018-02-11,9867
2018-02-12,10095
2018-02-13,10136
2018-02-14,10099
2018-02-15,10255
2018-02-16,10410
2018-02-17,10476
2018-02-18,10148
2018-02-19,10478
2018-02-20,10478
2018-02-21,10212
2018-02-22,10212
2018-02-23,9884
2018-02-24,9884
2018-02-25,9572
2018-02-26,9343
2018-02-27,9182
2018-02-28,9182
2018-03-01,8900
2018-03-02,8793
2018-03-03,8643
2018-03-04,8643
2018-03-05,8567
2018-03-06,8642
2018-03-07,8447
2018-03-08,8287
2018-03-09,7969
2018-03-10,8014
2018-03-11,7722
2018-03-12,7494
2018-03-13,7247
2018-03-14,7121
2018-03-15,7013
2018-03-16,7014
2018-03-17,6897
2018-03-18,6866
2018-03-19,6866
2018-03-20,6857
2018-03-21,6803
2018-03-22,6803
2018-03-23,6789
2018-03-24,7032
2018-03-25,7303
2018-03-26,7578
2018-03-27,7936
2018-03-28,8220
2018-03-29,8420
2018-03-30,8662
2018-03-31,8966
2018-04-01,9367
2018-04-02,9647
2018-04-03,9653
2018-04-04,9596
2018-04-05,9596
2018-04-06,9559
2018-04-07,9559
2018-04-08,9400
2018-04-09,9083
2018-04-10,8824
2018-04-11,8514
2018-04-12,8365
2018-04-13,8262
2018-04-14,8157
2018-04-15,7904
2018-04-16,7904
2018-04-17,7736
2018-04-18,7736
2018-04-19,7647
2018-04-20,7490
2018-04-21,7256
2018-04-22,7256
2018-04-23,7059
2018-04-24,7002
2018-04-25,6933
2018-04-26,6933
2018-04-27,6810
2018-04-28,6829
2018-04-29,6882
2018-04-30,6922
2018-05-01,7118
2018-05-02,7118
2018-05-03,7221
2018-05-04,7322
2018-05-05,7455
2018-05-06,7455
2018-05-07,7659
2018-05-08,7812
2018-05-09,8077
2018-05-10,8104
2018-05-11,8211
2018-05-12,8095
2018-05-13,8095
2018-05-14,8111
2018-05-15,7947
2018-05-16,7957
2018-05-17,7826
2018-05-18,7627
2018-05-19,7491
2018-05-20,7193
2018-05-21,6955
2018-05-22,6955
2018-05-23,6750
2018-05-24,6772
2018-05-25,6765
2018-05-26,6967
2018-05-27,6967
2018-05-28,6953
2018-05-29,6871
2018-05-30,6804
2018-05-31,6689
2018-06-01,6574
2018-06-02,6465
2018-06-03,6465
2018-06-04,6603
2018-06-05,6672
2018-06-06,6847
2018-06-07,6847
2018-06-08,7073
2018-06-09,7073
2018-06-10,7185
2018-06-11,7330
2018-06-12,7373
2018-06-13,7135
2018-06-14,7471
2018-06-15,7779
2018-06-16,7902
2018-06-17,7945
2018-06-18,7973
2018-06-19,8099
2018-06-20,8099
2018-06-21,8197
2018-06-22,8220
2018-06-23,8220
2018-06-24,8032
2018-06-25,8130
2018-06-26,8130
2018-06-27,8003
2018-06-28,8067
2018-06-29,8059
2018-06-30,8345
2018-07-01,8406
2018-07-02,8406
2018-07-03,8387
2018-07-04,8448
2018-07-05,8455
2018-07-06,8472
2018-07-07,8269
2018-07-08,8066
2018-07-09,7896
2018-07-10,8039
2018-07-11,8019
2018-07-12,8132
2018-07-13,8162
2018-07-14,8036
2018-07-15,8087
2018-07-16,8204
2018-07-17,8252
2018-07-18,8157
2018-07-19,7988
2018-07-20,7885
2018-07-21,7928
2018-07-22,7910
2018-07-23,7908
2018-07-24,7748
2018-07-25,7673
2018-07-26,7778
2018-07-27,7838
2018-07-28,7891
2018-07-29,7955
2018-07-30,8021
2018-07-31,8078
2018-08-01,8078
2018-08-02,8002
2018-08-03,7816
2018-08-04,7890
2018-08-05,7978
2018-08-06,8057
2018-08-07,8075
2018-08-08,8201
2018-08-09,8275
2018-08-10,8599
2018-08-11,8577
2018-08-12,8589
2018-08-14,8549
2018-08-16,8183
2018-08-17,8250
2018-08-18,8165
2018-08-19,8065
2018-08-20,8165
2018-08-21,8215
2018-08-22,8281
2018-08-23,8241
2018-08-24,8219
2018-08-25,8263
2018-08-26,8203
2018-08-27,8355
2018-08-28,8375
2018-08-29,8410
2018-08-30,8372
2018-08-31,8370
2018-09-01,8434
2018-09-02,8610
2018-09-03,8670
2018-09-04,8927
2018-09-05,9119
2018-09-06,9119
2018-09-07,9226
2018-09-08,9462
2018-09-09,9363
2018-09-10,9423
2018-09-11,9498
2018-09-12,9604
2018-09-13,9886
2018-09-14,10184
2018-09-15,10490
2018-09-16,10856
2018-09-17,11055
2018-09-18,11205
2018-09-19,11301
2018-09-20,11314
2018-09-21,11583
2018-09-22,11902
2018-09-23,12095
2018-09-24,12321
2018-09-25,12448
2018-09-26,12852
2018-09-27,13178
2018-09-28,13048
2018-09-29,13000
2018-09-30,13004
2018-10-01,13151
2018-10-02,13456
2018-10-03,13998
2018-10-04,13998
2018-10-05,14064
2018-10-06,13847
2018-10-07,13817
2018-10-08,13289
2018-10-09,13393
2018-10-10,13307
2018-10-11,13013
2018-10-12,12787
2018-10-13,12792
2018-10-14,13024
2018-10-15,13263
2018-10-16,13791
2018-10-17,14187
2018-10-18,14620
2018-10-19,14735
2018-10-20,14735
2018-10-21,14676
2018-10-22,14550
2018-10-23,14474
2018-10-24,14764
2018-10-25,14088
2018-10-26,13383
2018-10-27,12918
2018-10-28,12555
2018-10-29,12177
2018-10-30,11974
2018-10-31,12263
2018-11-01,12674
2018-11-03,13866
2018-11-04,14531
2018-11-05,15253
2018-11-06,16016
2018-11-07,16817
2018-11-08,17654
2018-11-09,18537
2018-11-10,19459
2018-11-11,20432
2018-11-12,21454
2018-11-13,22527
2018-11-14,23654
2018-11-15,24837
2018-11-16,26079
2018-11-17,27383
2018-11-18,28747
2018-11-19,30185
2018-11-20,31667
2018-11-21,33251
2018-11-22,34914
2018-11-23,36449
2018-11-24,38214
2018-11-25,39878
2018-11-26,41775
2018-11-27,42418
2018-11-28,43286
2018-11-29,44284
2018-12-01,42720
2018-12-02,42522
2018-12-03,42647
2018-12-04,42042
2018-12-05,40815
2018-12-07,38657
2018-12-09,38309
2018-12-10,37531
2018-12-11,36905
2018-12-12,35223
2018-12-13,33465
2018-12-14,31791
2018-12-15,30201
2018-12-16,28702
2018-12-17,27266
2018-12-18,25923
2018-12-19,24635
2018-12-20,23409
2018-12-21,22430
2018-12-22,21740
2018-12-23,20725
2018-12-24,19880
2018-12-25,19201
2018-12-26,18377
2018-12-27,17747
2018-12-28,17145
2018-12-29,16669
2018-12-30,16128
2018-12-31,15622
2019-01-01,15258
2019-01-02,14771
2019-01-03,14134
2019-01-04,13680
2019-01-05,13195
2019-01-06,12683
2019-01-08,11474
2019-01-10,10430
2019-01-11,10268
2019-01-12,10080
2019-01-13,9980
2019-01-14,10249
2019-01-15,10582
2019-01-16,10610
2019-01-17,10672
2019-01-18,10562
2019-01-19,10590
2019-01-20,10489
2019-01-21,10242
2019-01-22,10306
2019-01-23,10281
2019-01-24,10435
2019-01-25,10158
2019-01-26,9772
2019-01-27,9499
2019-01-28,9130
2019-01-29,8687
2019-01-30,8411
2019-01-31,8079
2019-02-01,8130
2019-02-02,8337
2019-02-03,8502
2019-02-04,8739
2019-02-05,8924
2019-02-06,9163
2019-02-07,9024
2019-02-08,8739
2019-02-09,8347
2019-02-10,8107
2019-02-11,7926
2019-02-12,7817
2019-02-13,7785
2019-02-14,7586
2019-02-15,7511
2019-02-16,7502
2019-02-17,7403
2019-02-18,7374
2019-02-19,7346
2019-02-20,7447
2019-02-21,7476
2019-02-22,7553
2019-02-23,7491
2019-02-24,7355
2019-02-25,7383
2019-02-26,7397
2019-02-27,7150
2019-02-28,6945
2019-03-01,6830
2019-03-02,6617
2019-03-03,6481
2019-03-04,6578
2019-03-05,6727
2019-03-06,6801
2019-03-07,6858
2019-03-08,6858
2019-03-09,6912
2019-03-10,6995
2019-03-11,7013
2019-03-12,7003
2019-03-13,6988
2019-03-14,7084
