date_obj,Adamant%20platelegs%20(g) price
2015-03-26,26910
2015-03-27,26910
2015-03-28,26910
2015-03-29,25738
2015-03-30,25738
2015-03-31,25738
2015-04-01,25738
2015-04-02,24532
2015-04-03,24532
2015-04-04,24532
2015-04-05,24532
2015-04-06,23475
2015-04-07,23475
2015-04-08,23475
2015-04-09,23475
2015-04-10,22571
2015-04-11,22571
2015-04-12,22571
2015-04-13,22571
2015-04-14,22269
2015-04-15,22269
2015-04-16,22269
2015-04-17,22269
2015-04-18,21758
2015-04-19,21758
2015-04-20,21758
2015-04-21,21758
2015-04-22,21758
2015-04-23,20736
2015-04-24,20736
2015-04-25,20736
2015-04-26,20736
2015-04-27,19848
2015-04-28,19848
2015-04-29,19848
2015-04-30,19848
2015-05-01,19038
2015-05-02,19038
2015-05-03,19038
2015-05-04,19038
2015-05-05,18150
2015-05-06,18150
2015-05-07,18150
2015-05-08,17317
2015-05-09,17317
2015-05-10,17317
2015-05-11,17317
2015-05-12,16459
2015-05-13,16459
2015-05-14,16459
2015-05-15,16459
2015-05-16,15797
2015-05-17,15797
2015-05-18,15797
2015-05-19,15797
2015-05-20,15083
2015-05-21,15083
2015-05-22,15083
2015-05-23,15083
2015-05-24,15083
2015-05-25,14460
2015-05-26,14460
2015-05-27,14460
2015-05-28,13918
2015-05-29,13918
2015-05-30,13266
2015-05-31,13266
2015-06-01,13266
2015-06-02,12676
2015-06-03,12676
2015-06-04,12676
2015-06-05,12175
2015-06-06,12175
2015-06-07,12175
2015-06-08,11918
2015-06-09,11918
2015-06-10,11918
2015-06-11,11753
2015-06-12,11753
2015-06-13,11753
2015-06-14,11860
2015-06-15,11860
2015-06-16,11860
2015-06-17,12003
2015-06-18,12003
2015-06-19,12003
2015-06-20,12120
2015-06-21,12120
2015-06-22,12120
2015-06-23,12017
2015-06-24,12017
2015-06-25,12017
2015-06-26,11817
2015-06-27,11817
2015-06-28,11817
2015-06-29,11817
2015-06-30,11717
2015-07-01,11717
2015-07-02,11717
2015-07-03,12095
2015-07-04,12095
2015-07-05,12095
2015-07-06,12095
2015-07-07,11966
2015-07-08,11966
2015-07-09,11966
2015-07-10,12147
2015-07-11,12147
2015-07-12,12147
2015-07-13,12147
2015-07-14,11903
2015-07-15,11903
2015-07-16,11903
2015-07-17,11400
2015-07-18,11400
2015-07-19,11400
2015-07-20,10906
2015-07-21,10906
2015-07-22,10438
2015-07-23,10438
2015-07-24,10438
2015-07-25,10021
2015-07-26,10021
2015-07-27,10021
2015-07-28,9603
2015-07-29,9603
2015-07-30,9603
2015-07-31,9159
2015-08-01,9159
2015-08-02,8904
2015-08-03,8904
2015-08-04,8904
2015-08-05,8986
2015-08-06,8986
2015-08-07,8986
2015-08-08,9131
2015-08-09,9131
2015-08-10,9131
2015-08-11,9122
2015-08-12,9122
2015-08-13,9122
2015-08-14,9210
2015-08-15,9210
2015-08-16,9210
2015-08-17,9210
2015-08-18,9208
2015-08-19,9208
2015-08-20,9208
2015-08-21,9376
2015-08-22,9376
2015-08-23,9376
2015-08-24,9505
2015-08-25,9505
2015-08-26,9505
2015-08-27,9505
2015-08-28,9981
2015-08-29,9981
2015-08-30,9981
2015-08-31,10441
2015-09-01,10441
2015-09-02,10441
2015-09-03,10441
2015-09-04,10722
2015-09-05,10722
2015-09-06,10722
2015-09-07,10722
2015-09-08,10894
2015-09-09,10894
2015-09-10,10894
2015-09-11,10807
2015-09-12,10807
2015-09-13,10807
2015-09-14,10807
2015-09-15,10582
2015-09-16,10582
2015-09-17,10582
2015-09-18,10582
2015-09-19,10825
2015-09-20,10825
2015-09-21,10825
2015-09-22,10825
2015-09-23,10701
2015-09-24,10701
2015-09-25,10701
2015-09-27,10701
2015-09-28,10578
2015-09-29,10578
2015-09-30,10578
2015-10-05,10480
2015-10-06,10789
2015-10-07,10789
2015-10-08,10789
2015-10-09,10789
2015-10-10,10964
2015-10-11,10964
2015-10-12,10964
2015-10-13,10964
2015-10-14,10798
2015-10-15,10798
2015-10-16,10798
2015-10-17,10798
2015-10-18,10888
2015-10-19,10888
2015-10-20,10888
2015-10-22,10701
2015-10-23,10701
2015-10-24,10701
2015-10-25,10796
2015-10-26,10796
2015-10-27,10796
2015-10-28,10796
2015-10-29,11041
2015-10-30,11041
2015-10-31,11041
2015-11-01,11041
2015-11-02,10974
2015-11-03,10974
2015-11-04,10974
2015-11-05,10974
2015-11-06,10974
2015-11-07,10909
2015-11-08,10909
2015-11-09,10909
2015-11-10,10909
2015-11-11,10909
2015-11-12,10715
2015-11-13,10715
2015-11-14,10715
2015-11-15,10715
2015-11-16,10559
2015-11-17,10559
2015-11-18,10559
2015-11-19,10559
2015-11-20,10477
2015-11-21,10477
2015-11-22,10477
2015-11-23,10477
2015-11-24,10477
2015-11-25,10517
2015-11-26,10517
2015-11-27,10517
2015-11-28,10517
2015-11-29,10477
2015-11-30,10477
2015-12-01,10477
2015-12-02,10477
2015-12-03,10566
2015-12-04,10566
2015-12-05,10566
2015-12-06,10566
2015-12-07,10566
2015-12-08,10612
2015-12-09,10612
2015-12-10,10612
2015-12-11,10501
2015-12-12,10501
2015-12-13,10501
2015-12-14,10501
2015-12-15,10396
2015-12-16,10396
2015-12-17,10396
2015-12-18,10396
2015-12-19,10087
2015-12-20,10087
2015-12-21,10087
2015-12-22,9829
2015-12-23,9829
2015-12-24,9829
2015-12-25,9829
2015-12-26,9586
2015-12-27,9586
2015-12-28,9586
2015-12-29,9184
2015-12-30,9184
2015-12-31,9184
2016-01-01,9184
2016-01-02,8780
2016-01-03,8780
2016-01-04,8465
2016-01-05,8465
2016-01-06,8465
2016-01-07,8465
2016-01-08,8145
2016-01-09,8145
2016-01-10,8145
2016-01-11,8145
2016-01-12,7904
2016-01-13,7904
2016-01-14,7904
2016-01-15,7822
2016-01-16,7822
2016-01-17,7822
2016-01-18,7822
2016-01-19,8110
2016-01-20,8110
2016-01-21,8110
2016-01-22,7753
2016-01-23,7753
2016-01-24,7753
2016-01-25,7484
2016-01-26,7484
2016-01-27,7484
2016-01-28,7484
2016-01-29,7733
2016-01-30,7733
2016-01-31,7733
2016-02-01,7966
2016-02-02,7966
2016-02-03,7966
2016-02-04,7817
2016-02-05,7817
2016-02-06,7817
2016-02-07,7590
2016-02-08,7590
2016-02-09,7590
2016-02-10,7469
2016-02-11,7469
2016-02-12,7469
2016-02-13,7216
2016-02-14,7216
2016-02-15,7216
2016-02-16,7297
2016-02-17,7297
2016-02-18,7297
2016-02-19,7480
2016-02-20,7480
2016-02-21,7812
2016-02-22,7812
2016-02-23,7812
2016-02-24,7812
2016-02-25,7842
2016-02-26,7842
2016-02-27,7842
2016-02-28,8128
2016-02-29,8128
2016-03-01,8128
2016-03-02,8128
2016-03-03,8189
2016-03-04,8189
2016-03-05,8189
2016-03-06,8285
2016-03-07,8285
2016-03-08,8285
2016-03-09,8285
2016-03-10,8474
2016-03-11,8474
2016-03-12,8474
2016-03-13,8724
2016-03-14,8724
2016-03-15,8724
2016-03-16,8765
2016-03-17,8765
2016-03-18,8765
2016-03-19,8765
2016-03-20,8715
2016-03-21,8715
2016-03-22,8715
2016-03-23,8471
2016-03-24,8471
2016-03-25,8471
2016-03-26,8101
2016-03-27,8101
2016-03-28,8101
2016-03-29,7724
2016-03-30,7724
2016-03-31,7724
2016-04-01,7724
2016-04-02,7611
2016-04-03,7611
2016-04-04,7611
2016-04-05,7849
2016-04-06,7849
2016-04-07,7849
2016-04-08,7859
2016-04-09,7859
2016-04-10,7859
2016-04-11,8097
2016-04-12,8097
2016-04-13,8097
2016-04-14,8113
2016-04-15,8113
2016-04-16,8113
2016-04-17,7822
2016-04-18,7822
2016-04-19,7822
2016-04-20,7783
2016-04-21,7783
2016-04-22,7783
2016-04-23,7783
2016-04-24,7785
2016-04-25,7785
2016-04-26,7623
2016-04-27,7623
2016-04-28,7623
2016-04-29,7628
2016-04-30,7628
2016-05-01,7628
2016-05-02,7404
2016-05-03,7404
2016-05-04,7404
2016-05-05,7273
2016-05-06,7273
2016-05-07,7273
2016-05-08,7262
2016-05-09,7262
2016-05-10,7202
2016-05-11,7202
2016-05-12,7202
2016-05-13,7119
2016-05-14,7119
2016-05-15,7222
2016-05-16,7222
2016-05-17,7222
2016-05-18,7418
2016-05-19,7418
2016-05-21,7765
2016-05-22,7765
2016-05-23,8096
2016-05-24,8096
2016-05-25,8096
2016-05-26,8493
2016-05-27,8493
2016-05-28,8493
2016-05-29,8897
2016-05-30,8897
2016-05-31,8897
2016-06-01,9119
2016-06-02,9119
2016-06-03,9119
2016-06-04,9549
2016-06-05,9549
2016-06-06,9969
2016-06-07,9969
2016-06-08,9969
2016-06-09,10264
2016-06-10,10264
2016-06-11,10690
2016-06-12,10690
2016-06-13,10690
2016-06-14,11170
2016-06-15,11170
2016-06-16,11170
2016-06-17,11389
2016-06-18,11389
2016-06-19,11389
2016-06-20,11459
2016-06-21,11459
2016-06-22,11459
2016-06-23,11630
2016-06-24,11630
2016-06-25,11630
2016-06-26,11744
2016-06-27,11744
2016-06-28,11744
2016-06-29,11907
2016-06-30,11907
2016-07-01,12136
2016-07-02,12136
2016-07-03,12136
2016-07-04,12146
2016-07-05,12146
2016-07-06,12519
2016-07-07,12519
2016-07-08,12519
2016-07-09,12154
2016-07-10,12154
2016-07-11,11583
2016-07-12,11583
2016-07-13,11583
2016-07-14,11337
2016-07-15,11337
2016-07-16,11035
2016-07-17,11035
2016-07-18,10614
2016-07-23,10125
2016-07-24,9648
2016-07-25,9648
2016-07-26,9648
2016-07-27,9243
2016-07-28,9243
2016-07-29,8845
2016-07-30,8845
2016-07-31,8845
2016-08-01,8570
2016-08-02,8570
2016-08-03,8388
2016-08-04,8388
2016-08-05,8388
2016-08-06,8135
2016-08-07,8135
2016-08-08,8135
2016-08-09,7917
2016-08-10,7917
2016-08-11,7917
2016-08-12,7647
2016-08-13,7647
2016-08-14,7647
2016-08-15,7344
2016-08-16,7344
2016-08-17,7344
2016-08-18,7296
2016-08-19,7296
2016-08-20,7221
2016-08-21,7221
2016-08-22,7221
2016-08-23,7213
2016-08-24,7213
2016-08-25,7213
2016-08-26,7402
2016-08-28,7221
2016-08-31,7080
2016-09-01,7080
2016-09-02,7080
2016-09-03,7295
2016-09-04,7295
2016-09-05,7612
2016-09-06,7612
2016-09-07,7612
2016-09-08,7883
2016-09-09,7883
2016-09-10,8189
2016-09-11,8189
2016-09-12,8189
2016-09-13,8520
2016-09-14,8520
2016-09-15,8520
2016-09-16,8520
2016-09-17,8828
2016-09-18,8828
2016-09-19,8828
2016-09-20,8828
2016-09-21,9181
2016-09-22,9181
2016-09-23,9181
2016-09-24,9181
2016-09-25,9240
2016-09-26,9240
2016-09-27,9240
2016-09-28,9453
2016-09-29,9453
2016-09-30,9453
2016-10-01,9823
2016-10-02,9823
2016-10-03,9823
2016-10-04,9823
2016-10-05,10054
2016-10-06,10054
2016-10-07,10054
2016-10-08,9880
2016-10-09,9880
2016-10-10,9880
2016-10-11,9880
2016-10-12,9938
2016-10-13,9938
2016-10-14,9938
2016-10-15,9689
2016-10-16,9689
2016-10-17,9689
2016-10-18,9689
2016-10-19,9426
2016-10-20,9426
2016-10-21,9426
2016-10-22,9426
2016-10-23,9058
2016-10-24,9058
2016-10-25,9058
2016-10-26,9220
2016-10-27,9220
2016-10-28,9220
2016-10-29,9220
2016-10-30,9545
2016-10-31,9545
2016-11-01,9545
2016-11-02,9961
2016-11-03,9961
2016-11-04,9961
2016-11-05,9961
2016-11-06,10422
2016-11-07,10422
2016-11-08,10422
2016-11-09,10422
2016-11-10,10944
2016-11-11,10944
2016-11-12,10944
2016-11-13,11453
2016-11-14,11453
2016-11-15,11453
2016-12-07,16026
2016-12-08,16026
2016-12-09,16026
2016-12-10,16779
2016-12-11,16779
2016-12-12,16779
2016-12-13,17461
2016-12-14,17461
2016-12-15,17461
2016-12-16,17461
2016-12-17,18275
2016-12-18,18275
2016-12-19,18275
2016-12-20,18275
2016-12-21,19187
2016-12-22,19187
2016-12-23,19187
2016-12-24,20068
2016-12-25,20068
2016-12-26,20068
2016-12-27,21034
2016-12-28,21034
2016-12-29,21034
2016-12-30,21810
2016-12-31,21810
2017-01-01,21810
2017-01-02,22688
2017-01-03,22688
2017-01-04,22688
2017-01-05,23501
2017-01-06,23501
2017-01-07,24237
2017-01-08,24237
2017-01-09,24237
2017-01-10,24454
2017-01-11,24454
2017-01-12,24334
2017-01-13,24334
2017-01-14,24334
2017-01-15,23302
2017-01-16,23302
2017-01-17,22265
2017-01-18,22265
2017-01-19,22265
2017-01-20,22119
2017-01-21,22119
2017-01-22,22124
2017-01-23,22124
2017-01-27,20743
2017-01-28,20743
2017-01-29,20393
2017-01-30,20393
2017-01-31,20393
2017-02-01,20071
2017-02-02,20071
2017-02-03,20071
2017-02-04,19412
2017-02-05,19412
2017-02-06,19412
2017-02-07,19128
2017-02-08,19128
2017-02-09,19128
2017-02-10,18620
2017-02-11,18620
2017-02-12,18620
2017-02-13,18112
2017-02-14,18112
2017-02-15,18112
2017-02-16,17676
2017-02-17,17676
2017-02-18,17676
2017-02-19,17682
2017-02-20,17682
2017-02-21,17682
2017-02-22,17157
2017-02-23,17157
2017-02-24,17157
2017-02-25,16299
2017-02-26,16299
2017-02-27,15562
2017-02-28,15562
2017-03-01,14803
2017-03-02,14803
2017-03-03,14643
2017-03-04,14643
2017-03-05,14258
2017-03-06,14258
2017-03-07,13801
2017-03-08,13801
2017-03-09,13801
2017-03-10,13999
2017-03-11,13999
2017-03-12,13960
2017-03-13,13960
2017-03-14,13900
2017-03-15,13900
2017-03-16,13900
2017-03-17,13762
2017-03-18,13762
2017-03-19,13358
2017-03-20,13358
2017-03-21,13142
2017-03-22,13142
2017-03-23,12773
2017-03-24,12773
2017-03-25,12773
2017-03-26,13044
2017-03-27,13044
2017-03-28,13525
2017-03-29,13525
2017-03-30,13845
2017-03-31,13845
2017-04-01,14432
2017-04-02,14432
2017-04-03,14097
2017-04-04,14097
2017-04-05,14097
2017-04-12,14014
2017-04-13,13511
2017-04-14,13511
2017-04-15,13511
2017-04-16,13674
2017-04-17,13674
2017-04-18,13897
2017-04-19,13897
2017-04-20,14526
2017-04-21,14526
2017-04-22,15182
2017-04-23,15182
2017-04-24,15596
2017-04-25,15596
2017-04-26,15431
2017-04-27,15431
2017-04-28,15307
2017-04-29,15307
2017-04-30,14953
2017-05-01,14953
2017-05-02,14965
2017-05-03,14965
2017-05-04,14523
2017-05-05,14523
2017-05-06,13902
2017-05-07,13902
2017-05-08,13902
2017-05-09,13578
2017-05-10,13578
2017-05-11,13578
2017-05-12,13038
2017-05-13,13038
2017-05-14,12453
2017-05-15,12453
2017-05-16,11832
2017-05-17,11832
2017-05-18,11492
2017-05-19,11492
2017-05-20,11253
2017-05-21,11253
2017-05-22,11253
2017-05-23,11327
2017-05-24,11327
2017-05-25,11327
2017-05-26,11055
2017-05-27,11055
2017-05-28,10969
2017-05-29,10969
2017-05-30,10562
2017-05-31,10562
2017-06-01,10354
2017-06-02,10354
2017-06-03,10354
2017-06-04,9947
2017-06-05,9947
2017-06-06,9521
2017-06-07,9521
2017-06-08,9521
2017-06-09,9084
2017-06-10,9084
2017-06-11,8792
2017-06-12,8792
2017-06-13,8792
2017-06-14,8444
2017-06-15,8444
2017-06-16,8190
2017-06-17,8190
2017-06-18,8149
2017-06-19,8149
2017-06-20,8149
2017-06-21,8108
2017-06-22,8108
2017-06-23,8108
2017-06-24,8278
2017-06-25,8278
2017-06-26,8234
2017-06-27,8234
2017-06-28,7858
2017-06-29,7858
2017-06-30,7501
2017-07-01,7501
2017-07-02,7501
2017-07-03,7167
2017-07-04,7167
2017-07-05,7167
2017-07-06,6869
2017-07-07,6869
2017-07-08,6869
2017-07-09,6599
2017-07-13,6278
2017-07-14,6194
2017-07-15,6194
2017-07-16,6194
2017-07-17,6214
2017-07-18,6214
2017-07-19,6214
2017-07-20,5959
2017-07-21,5959
2017-07-22,5857
2017-07-23,5857
2017-07-24,5669
2017-07-25,5669
2017-07-26,5648
2017-07-27,5648
2017-07-28,5908
2017-07-29,5908
2017-07-30,6122
2017-07-31,6122
2017-08-01,6122
2017-08-02,6334
2017-08-03,6334
2017-08-04,6334
2017-08-05,6513
2017-08-06,6513
2017-08-07,6763
2017-08-08,6763
2017-08-09,7075
2017-08-10,7075
2017-08-11,7381
2017-08-12,7381
2017-08-13,7381
2017-08-14,7569
2017-08-15,7569
2017-08-16,7444
2017-08-17,7444
2017-08-18,7789
2017-08-19,7789
2017-08-20,8080
2017-08-21,8080
2017-08-22,8270
2017-08-23,8270
2017-08-24,8270
2017-08-25,8456
2017-08-26,8456
2017-08-27,8841
2017-08-28,8841
2017-08-29,8841
2017-08-30,9086
2017-08-31,9086
2017-09-01,9086
2017-09-02,9334
2017-09-03,9334
2017-09-04,9334
2017-09-05,9401
2017-09-06,9401
2017-09-07,9387
2017-09-08,9387
2017-09-09,9478
2017-09-10,9478
2017-09-11,9598
2017-09-12,9598
2017-09-13,9770
2017-09-14,9770
2017-09-15,9935
2017-09-16,9935
2017-09-17,9654
2017-09-18,9654
2017-09-19,9654
2017-09-20,9303
