date_obj,Adamant%20scimitar price
2019-03-09,1396
2019-03-10,1384
2019-03-11,1393
2019-03-12,1382
2019-03-13,1366
2019-03-14,1361
2019-03-15,1388
2019-03-16,1403
2019-03-17,1400
2019-03-18,1405
2019-03-19,1407
2019-03-20,1404
2019-03-21,1405
2019-03-22,1420
2019-03-23,1471
2019-03-24,1466
2019-03-25,1426
2019-03-26,1387
2019-03-27,1380
2019-03-28,1384
2019-03-29,1363
2019-03-30,1352
2019-03-31,1362
2019-04-01,1388
2019-04-02,1404
2019-04-03,1394
2019-04-04,1416
2019-04-05,1422
2019-04-06,1431
2019-04-07,1421
2019-04-08,1460
2019-04-09,1474
2019-04-10,1468
2019-04-11,1463
2019-04-12,1443
2019-04-13,1460
2019-04-14,1456
2019-04-15,1389
2019-04-16,1390
2019-04-17,1359
2019-04-18,1392
2019-04-19,1419
2019-04-20,1418
2019-04-21,1381
2019-04-22,1405
2019-04-23,1446
2019-04-24,1497
2019-04-25,1453
2019-04-26,1431
2019-04-27,1431
2019-04-28,1430
2019-04-29,1441
2019-04-30,1464
2019-05-01,1487
2019-05-02,1543
2019-05-03,1519
2019-05-04,1490
2019-05-05,1476
2019-05-06,1448
2019-05-07,1422
2019-05-08,1393
2019-05-09,1410
2019-05-10,1426
2019-05-11,1391
2019-05-12,1395
2019-05-13,1394
2019-05-14,1404
2019-05-15,1403
2019-05-16,1405
2019-05-17,1420
2019-05-18,1449
2019-05-19,1430
2019-05-20,1401
2019-05-21,1388
2019-05-22,1379
2019-05-23,1357
2019-05-24,1379
2019-05-25,1380
2019-05-26,1390
2019-05-27,1385
2019-05-28,1372
2019-05-29,1369
2019-05-30,1354
2019-05-31,1361
2019-06-01,1358
2019-06-02,1375
2019-06-03,1374
2019-06-04,1399
2019-06-05,1400
2019-06-06,1399
2019-06-07,1391
2019-06-08,1395
2019-06-09,1402
2019-06-10,1390
2019-06-11,1403
2019-06-12,1401
2019-06-13,1400
2019-06-14,1383
2019-06-15,1376
2019-06-16,1387
2019-06-17,1373
2019-06-18,1370
2019-06-19,1356
2019-06-20,1355
2019-06-21,1372
2019-06-22,1382
2019-06-23,1379
2019-06-24,1369
2019-06-25,1370
2019-06-26,1378
2019-06-27,1371
2019-06-28,1378
2019-06-29,1326
2019-06-30,1356
2019-07-01,1369
2019-07-02,1390
2019-07-03,1387
2019-07-04,1399
2019-07-05,1400
2019-07-06,1379
2019-07-07,1377
2019-07-08,1368
2019-07-09,1389
2019-07-10,1414
2019-07-11,1447
2019-07-12,1411
2019-07-13,1400
2019-07-14,1393
2019-07-15,1397
2019-07-16,1395
2019-07-17,1368
2019-07-18,1366
2019-07-19,1360
2019-07-20,1363
2019-07-21,1373
2019-07-22,1394
2019-07-23,1391
2019-07-24,1421
2019-07-25,1425
2019-07-26,1402
2019-07-27,1385
2019-07-28,1355
2019-07-29,1331
2019-07-30,1333
2019-07-31,1353
2019-08-01,1365
2019-08-02,1374
2019-08-03,1363
2019-08-04,1366
2019-08-05,1378
2019-08-06,1402
2019-08-07,1374
2019-08-08,1392
2019-08-09,1394
2019-08-10,1407
2019-08-11,1409
2019-08-12,1384
2019-08-13,1377
2019-08-14,1348
2019-08-15,1355
2019-08-16,1315
2019-08-17,1338
2019-08-18,1354
2019-08-19,1362
2019-08-20,1366
2019-08-21,1370
2019-08-22,1367
2019-08-23,1363
2019-08-24,1355
2019-08-24,1355
2019-08-25,1340
2019-08-25,1340
2019-08-26,1294
2019-08-27,1268
2019-08-27,1268
2019-08-28,1312
2019-08-29,1317
2019-08-30,1339
2019-08-31,1333
2019-09-01,1349
2019-09-02,1348
2019-09-03,1359
2019-09-04,1339
2019-09-05,1360
2019-09-06,1335
2019-09-07,1333
2019-09-08,1351
2019-09-09,1362
2019-09-10,1365
2019-09-11,1347
2019-09-12,1333
2019-09-13,1337
2019-09-14,1327
2019-09-15,1351
2019-09-16,1342
2019-09-17,1345
2019-09-18,1358
2019-09-19,1348
2019-09-20,1366
2019-09-21,1341
2019-09-22,1318
2019-09-23,1315
2019-09-24,1323
2019-09-25,1317
2019-09-26,1294
2019-09-27,1308
2019-09-28,1338
2019-09-29,1281
2019-09-30,1306
2019-10-01,1336
2019-10-02,1319
2019-10-03,1336
2019-10-04,1290
2019-10-05,1278
2019-10-06,1318
2019-10-07,1315
2019-10-08,1274
2019-10-09,1297
2019-10-10,1309
2019-10-11,1332
2019-10-12,1349
2019-10-13,1353
2019-10-14,1341
2019-10-15,1350
2019-10-16,1330
2019-10-17,1358
2019-10-18,1329
2019-10-19,1321
2019-10-20,1337
2019-10-21,1356
2019-10-22,1368
2019-10-23,1356
2019-10-24,1355
2019-10-25,1324
2019-10-26,1325
2019-10-27,1316
2019-10-28,1319
2019-10-29,1311
2019-10-30,1310
2019-10-31,1331
2019-11-01,1308
2019-11-02,1337
2019-11-03,1353
2019-11-04,1328
2019-11-05,1354
2019-11-06,1373
2019-11-07,1369
2019-11-08,1332
2019-11-09,1321
2019-11-10,1303
2019-11-11,1326
2019-11-12,1329
2019-11-13,1337
2019-11-14,1370
2019-11-15,1404
2019-11-16,1447
2019-11-17,1496
2019-11-18,1506
2019-11-19,1560
2019-11-20,1589
2019-11-21,1509
2019-11-22,1536
2019-11-23,1559
2019-11-24,1548
2019-11-25,1564
2019-11-26,1596
2019-11-27,1568
2019-11-28,1595
2019-11-29,1660
2019-11-30,1702
2019-12-01,1739
2019-12-02,1761
2019-12-03,1718
2019-12-04,1676
2019-12-05,1619
2019-12-06,1587
2019-12-07,1567
2019-12-08,1556
2019-12-09,1557
2019-12-10,1513
2019-12-11,1508
2019-12-12,1501
2019-12-13,1523
2019-12-14,1465
2019-12-15,1439
2019-12-16,1425
2019-12-17,1408
2019-12-18,1376
2019-12-19,1381
2019-12-20,1391
2019-12-21,1440
2019-12-22,1440
2019-12-23,1439
2019-12-24,1455
2019-12-25,1432
2019-12-26,1384
2019-12-27,1318
2019-12-28,1324
2019-12-29,1361
2019-12-30,1373
2019-12-31,1405
2020-01-01,1382
2020-01-02,1407
2020-01-03,1388
2020-01-04,1379
2020-01-05,1348
2020-01-06,1310
2020-01-07,1266
2020-01-08,1265
2020-01-09,1254
2020-01-10,1244
2020-01-11,1248
2020-01-12,1267
2020-01-13,1288
2020-01-14,1287
2020-01-15,1298
2020-01-16,1289
2020-01-17,1293
2020-01-18,1285
2020-01-19,1278
2020-01-20,1313
2020-01-21,1317
2020-01-22,1343
2020-01-23,1305
2020-01-24,1312
2020-01-25,1289
2020-01-26,1240
2020-01-27,1258
2020-01-28,1271
2020-01-29,1286
2020-01-30,1296
2020-01-31,1285
2020-02-01,1296
2020-02-02,1294
2020-02-03,1295
2020-02-04,1307
2020-02-05,1314
2020-02-06,1304
2020-02-07,1312
2020-02-08,1324
2020-02-09,1309
2020-02-10,1300
2020-02-11,1331
2020-02-12,1365
2020-02-13,1315
2020-02-14,1292
2020-02-15,1284
2020-02-16,1278
2020-02-17,1300
2020-02-18,1312
2020-02-19,1345
2020-02-20,1336
2020-02-21,1286
2020-02-22,1287
2020-02-23,1297
2020-02-24,1257
2020-02-25,1255
2020-02-26,1237
2020-02-27,1268
2020-02-28,1275
2020-02-29,1241
2020-03-01,1245
2020-03-02,1257
2020-03-03,1221
2020-03-04,1232
2020-03-05,1266
2020-03-06,1281
2020-03-07,1270
2020-03-08,1284
2020-03-09,1286
2020-03-10,1284
2020-03-11,1298
2020-03-12,1294
2020-03-13,1294
2020-03-14,1329
2020-03-15,1367
2020-03-16,1410
2020-03-17,1360
2020-03-18,1311
2020-03-19,1300
2020-03-20,1287
2020-03-21,1312
2020-03-22,1318
2020-03-23,1338
2020-03-24,1381
2020-03-25,1386
2020-03-26,1364
2020-03-27,1340
2020-03-28,1325
2020-03-29,1347
2020-03-30,1357
2020-03-31,1338
2020-04-01,1338
2020-04-02,1313
2020-04-03,1288
2020-04-04,1293
2020-04-05,1238
2020-04-06,1260
2020-04-07,1250
2020-04-08,1253
2020-04-09,1241
2020-04-10,1216
2020-04-11,1251
2020-04-12,1278
2020-04-13,1290
2020-04-14,1275
2020-04-15,1291
2020-04-16,1263
2020-04-17,1236
2020-04-18,1263
2020-04-19,1282
2020-04-20,1282
2020-04-21,1294
2020-04-22,1332
2020-04-23,1317
2020-04-24,1303
2020-04-25,1295
2020-04-26,1293
2020-04-27,1304
2020-04-28,1295
2020-04-29,1285
2020-04-30,1288
2020-05-01,1274
2020-05-02,1285
2020-05-03,1293
2020-05-04,1307
2020-05-05,1316
2020-05-06,1316
2020-05-07,1316
2020-05-08,1338
2020-05-09,1372
2020-05-10,1380
2020-05-11,1351
2020-05-12,1359
2020-05-13,1313
