date_obj,Bronze%20kiteshield%20(t) price
2015-07-12,7994
2015-07-13,8187
2015-07-14,8187
2015-07-15,8187
2015-07-16,8344
2015-07-17,8344
2015-07-18,8344
2015-07-19,8624
2015-07-20,8624
2015-07-21,8624
2015-07-22,8977
2015-07-23,8977
2015-07-24,8977
2015-07-25,9132
2015-07-26,9132
2015-07-27,9132
2015-07-28,9050
2015-07-29,9050
2015-07-30,9050
2015-07-31,9371
2015-08-01,9371
2015-08-02,9371
2015-08-03,9742
2015-08-04,9742
2015-08-05,9742
2015-08-06,9657
2015-08-07,9657
2015-08-08,9657
2015-08-09,9789
2015-08-10,9789
2015-08-11,9789
2015-08-12,9789
2015-08-13,9881
2015-08-14,9881
2015-08-15,9881
2015-08-16,9953
2015-08-17,9953
2015-08-18,9953
2015-08-19,10095
2015-08-20,10095
2015-08-21,10095
2015-08-22,10285
2015-08-23,10285
2015-08-24,10285
2015-08-25,10285
2015-08-26,10054
2015-08-27,10054
2015-08-28,9626
2015-08-29,9626
2015-08-30,9626
2015-08-31,9210
2015-09-01,9210
2015-09-02,9210
2015-09-03,8839
2015-09-04,8839
2015-09-05,8839
2015-09-06,8848
2015-09-07,8848
2015-09-08,8848
2015-09-09,8488
2015-09-10,8488
2015-09-11,8488
2015-09-12,8640
2015-09-13,8640
2015-09-14,8640
2015-09-15,8981
2015-09-16,8981
2015-09-17,8981
2015-09-18,8981
2015-09-19,8959
2015-09-20,8959
2015-09-21,8959
2015-09-22,8780
2015-09-23,8780
2015-09-24,8780
2015-09-25,8780
2015-09-27,8464
2015-09-28,8464
2015-09-29,8334
2015-09-30,8334
2015-10-05,8463
2015-10-06,8463
2015-10-07,8760
2015-10-08,8760
2015-10-09,8760
2015-10-10,8760
2015-10-11,8968
2015-10-12,8968
2015-10-13,8968
2015-10-14,8968
2015-10-15,9360
2015-10-16,9360
2015-10-17,9360
2015-10-18,9360
2015-10-19,9738
2015-10-20,9738
2015-10-22,9738
2015-10-23,10123
2015-10-24,10123
2015-10-25,10123
2015-10-26,10388
2015-10-27,10388
2015-10-29,10388
2015-10-30,10259
2015-10-31,10259
2015-11-01,10259
2015-11-02,10259
2015-11-03,10028
2015-11-04,10028
2015-11-05,10028
2015-11-06,10028
2015-11-07,9692
2015-11-08,9692
2015-11-09,9692
2015-11-10,9692
2015-11-11,9339
2015-11-12,9339
2015-11-13,9339
2015-11-14,9339
2015-11-15,9140
2015-11-16,9140
2015-11-17,9140
2015-11-18,9140
2015-11-19,8926
2015-11-20,8926
2015-11-21,8926
2015-11-22,8926
2015-11-23,8703
2015-11-24,8703
2015-11-25,8703
2015-11-26,8586
2015-11-27,8586
2015-11-28,8586
2015-11-29,8410
2015-11-30,8410
2015-12-01,8410
2015-12-02,8410
2015-12-03,8203
2015-12-04,8203
2015-12-05,8203
2015-12-06,8203
2015-12-07,8192
2015-12-08,8192
2015-12-09,8192
2015-12-10,8021
2015-12-11,8021
2015-12-12,8021
2015-12-13,7784
2015-12-14,7784
2015-12-15,7784
2015-12-16,7645
2015-12-17,7645
2015-12-18,7645
2015-12-19,7577
2015-12-20,7577
2015-12-21,7577
2015-12-22,7620
2015-12-23,7620
2015-12-24,7620
2015-12-25,7620
2015-12-26,7948
2015-12-27,7948
2015-12-28,7948
2015-12-29,8294
2015-12-30,8294
2015-12-31,8294
2016-01-01,8294
2016-01-02,8668
2016-01-03,8668
2016-01-04,9071
2016-01-05,9071
2016-01-06,9071
2016-01-07,9500
2016-01-08,9500
2016-01-09,9500
2016-01-10,9834
2016-01-11,9834
2016-01-12,9834
2016-01-13,10273
2016-01-14,10273
2016-01-15,10273
2016-01-16,10750
2016-01-17,10750
2016-01-18,10750
2016-01-19,11235
2016-01-20,11235
2016-01-21,11235
2016-01-22,11708
2016-01-23,11708
2016-01-24,11708
2016-01-25,11832
2016-01-26,11832
2016-01-27,11832
2016-01-28,11832
2016-01-29,12148
2016-01-30,12148
2016-01-31,12148
2016-02-01,12394
2016-02-02,12394
2016-02-03,12394
2016-02-04,12394
2016-02-05,12454
2016-02-06,12454
2016-02-07,12454
2016-02-08,11996
2016-02-09,11996
2016-02-10,11996
2016-02-11,11616
2016-02-12,11616
2016-02-13,11616
2016-02-14,11088
2016-02-15,11088
2016-02-16,11088
2016-02-17,10670
2016-02-18,10670
2016-02-19,10670
2016-02-20,10637
2016-02-21,10637
2016-02-22,10637
2016-02-23,10749
2016-02-24,10749
2016-02-25,10749
2016-02-26,11034
2016-02-27,11034
2016-02-28,11034
2016-02-29,11127
2016-03-01,11127
2016-03-02,11127
2016-03-03,10963
2016-03-04,10963
2016-03-05,10963
2016-03-06,10981
2016-03-07,10981
2016-03-08,10981
2016-03-09,10981
2016-03-10,11351
2016-03-11,11351
2016-03-12,11351
2016-03-13,11351
2016-03-14,11585
2016-03-15,11585
2016-03-16,11585
2016-03-17,12104
2016-03-18,12104
2016-03-19,12104
2016-03-20,12058
2016-03-21,12058
2016-03-22,12058
2016-03-23,11633
2016-03-24,11633
2016-03-25,11633
2016-03-26,11258
2016-03-27,11258
2016-03-28,10882
2016-03-29,10882
2016-03-30,10882
2016-03-31,10882
2016-04-01,10564
2016-04-02,10564
2016-04-03,10564
2016-04-04,10815
2016-04-05,10815
2016-04-06,10815
2016-04-07,10815
2016-04-08,10713
2016-04-09,10713
2016-04-10,10713
2016-04-11,10582
2016-04-12,10582
2016-04-13,10582
2016-04-14,10290
2016-04-15,10290
2016-04-16,10290
2016-04-17,10546
2016-04-18,10546
2016-04-19,10547
2016-04-20,10547
2016-04-21,10547
2016-04-22,10547
2016-04-23,10260
2016-04-24,10260
2016-04-25,9996
2016-04-26,9996
2016-04-27,9767
2016-04-28,9767
2016-04-29,9767
2016-04-30,9346
2016-05-01,9346
2016-05-02,9346
2016-05-03,9491
2016-05-04,9491
2016-05-05,9491
2016-05-06,9491
2016-05-07,9868
2016-05-08,9868
2016-05-09,9868
2016-05-10,10106
2016-05-11,10106
2016-05-12,10106
2016-05-13,10106
2016-05-14,10472
2016-05-15,10472
2016-05-16,10472
2016-05-17,10650
2016-05-18,10650
2016-05-19,10650
2016-05-22,10555
2016-05-23,10555
2016-05-24,10887
2016-05-25,10887
2016-05-26,10887
2016-05-27,11403
2016-05-28,11403
2016-05-29,11403
2016-05-30,11403
2016-05-31,11811
2016-06-01,11811
2016-06-02,11811
2016-06-03,12220
2016-06-04,12220
2016-06-05,12220
2016-06-06,11997
2016-06-07,11997
2016-06-08,11997
2016-06-09,12157
2016-06-10,12157
2016-06-11,12157
2016-06-12,12558
2016-06-13,12558
2016-06-14,12558
2016-06-15,12708
2016-06-16,12708
2016-06-17,12708
2016-06-18,13250
2016-06-19,13250
2016-06-20,13250
2016-06-21,13749
2016-06-22,13749
2016-06-23,13749
2016-06-24,13986
2016-06-25,13986
2016-06-26,13986
2016-06-27,13851
2016-06-28,13851
2016-06-29,13851
2016-06-30,14064
2016-07-01,14064
2016-07-02,14064
2016-07-03,14207
2016-07-04,14207
2016-07-05,14207
2016-07-06,14147
2016-07-07,14147
2016-07-08,13487
2016-07-09,13487
2016-07-10,12812
2016-07-11,12812
2016-07-12,12171
2016-07-13,12171
2016-07-14,11568
2016-07-15,11568
2016-07-16,11126
2016-07-17,11126
2016-07-18,10596
2016-07-23,9673
2016-07-24,9673
2016-07-25,9203
2016-07-26,9203
2016-07-27,8830
2016-07-28,8830
2016-07-29,8722
2016-07-30,8722
2016-07-31,8722
2016-08-01,8522
2016-08-02,8522
2016-08-03,8376
2016-08-04,8376
2016-08-05,8376
2016-08-06,8504
2016-08-07,8504
2016-08-08,8504
2016-08-09,8419
2016-08-10,8419
2016-08-11,8419
2016-08-12,8329
2016-08-13,8329
2016-08-14,8329
2016-08-15,8007
2016-08-16,8007
2016-08-17,8007
2016-08-18,8007
2016-08-19,7841
2016-08-20,7841
2016-08-21,7841
2016-08-22,7477
2016-08-23,7477
2016-08-24,7477
2016-08-25,7159
2016-08-26,7159
2016-08-28,7159
2016-08-31,6868
2016-09-01,6926
2016-09-02,6926
2016-09-03,6926
2016-09-04,6926
2016-09-05,6834
2016-09-06,6834
2016-09-07,6834
2016-09-08,6912
2016-09-09,6912
2016-09-10,6912
2016-09-11,6912
2016-09-12,7074
2016-09-13,7074
2016-09-14,7074
2016-09-15,7074
2016-09-16,7396
2016-09-17,7396
2016-09-18,7396
2016-09-19,7396
2016-09-20,7711
2016-09-21,7711
2016-09-22,7711
2016-09-23,7711
2016-09-24,7711
2016-09-25,7823
2016-09-26,7823
2016-09-27,7823
2016-09-28,7823
2016-09-29,7917
2016-09-30,7917
2016-10-01,7917
2016-10-02,8040
2016-10-03,8040
2016-10-04,8040
2016-10-05,8040
2016-10-06,8342
2016-10-07,8342
2016-10-08,8342
2016-10-09,8342
2016-10-10,8439
2016-10-11,8439
2016-10-12,8439
2016-10-13,8585
2016-10-14,8585
2016-10-15,8585
2016-10-16,8585
2016-10-17,8872
2016-10-18,8872
2016-10-19,8872
2016-10-20,8872
2016-10-21,9153
2016-10-22,9153
2016-10-23,9153
2016-10-24,9153
2016-10-25,9153
2016-10-26,9074
2016-10-27,9074
2016-10-28,9074
2016-10-29,9074
2016-10-30,9074
2016-10-31,8923
2016-11-01,8923
2016-11-02,8923
2016-11-03,8923
2016-11-04,9138
2016-11-05,9138
2016-11-06,9138
2016-11-07,9138
2016-11-08,9138
2016-11-09,9507
2016-11-10,9507
2016-11-11,9507
2016-11-12,9507
2016-11-13,9507
2016-11-14,9928
2016-11-15,9928
2016-12-07,9681
2016-12-08,9681
2016-12-09,9681
2016-12-10,9441
2016-12-11,9441
2016-12-12,9441
2016-12-13,9019
2016-12-14,9019
2016-12-15,9019
2016-12-16,8617
2016-12-17,8617
2016-12-18,8617
2016-12-19,8195
2016-12-20,8195
2016-12-21,8003
2016-12-22,8003
2016-12-23,8003
2016-12-24,7844
2016-12-25,7844
2016-12-26,7844
2016-12-27,7499
2016-12-28,7499
2016-12-29,7499
2016-12-30,7523
2016-12-31,7523
2017-01-01,7523
2017-01-02,7676
2017-01-03,7676
2017-01-04,7676
2017-01-05,7676
2017-01-06,7544
2017-01-07,7544
2017-01-08,7544
2017-01-09,7561
2017-01-10,7561
2017-01-11,7561
2017-01-12,7645
2017-01-13,7645
2017-01-14,7645
2017-01-15,7696
2017-01-16,7696
2017-01-17,7696
2017-01-18,7750
2017-01-19,7750
2017-01-20,7750
2017-01-21,7750
2017-01-22,7728
2017-01-23,7728
2017-01-27,7718
2017-01-28,7706
2017-01-29,7706
2017-01-30,7706
2017-01-31,7706
2017-02-01,7747
2017-02-02,7747
2017-02-03,7747
2017-02-04,7747
2017-02-05,7956
2017-02-06,7956
2017-02-07,7956
2017-02-08,7956
2017-02-09,8197
2017-02-10,8197
2017-02-11,8019
2017-02-12,8019
2017-02-13,8019
2017-02-14,8014
2017-02-15,8014
2017-02-16,8014
2017-02-18,8305
2017-02-19,8305
2017-02-20,8305
2017-02-21,8334
2017-02-22,8334
2017-02-23,8334
2017-02-24,8334
2017-02-25,8334
2017-02-26,8273
2017-02-27,8273
2017-02-28,8273
2017-03-01,8271
2017-03-02,8271
2017-03-03,8271
2017-03-04,8289
2017-03-05,8289
2017-03-06,8289
2017-03-07,8486
2017-03-08,8486
2017-03-09,8486
2017-03-10,8486
2017-03-11,8526
2017-03-12,8526
2017-03-13,8526
2017-03-14,8811
2017-03-15,8811
2017-03-16,8811
2017-03-17,8704
2017-03-18,8704
2017-03-19,8704
2017-03-20,8713
2017-03-21,8713
2017-03-22,8713
2017-03-23,8617
2017-03-24,8617
2017-03-25,8617
2017-03-26,8375
2017-03-27,8375
2017-03-28,8375
2017-03-29,8023
2017-03-30,8023
2017-03-31,8023
2017-04-01,7973
2017-04-02,7973
2017-04-03,7973
2017-04-04,7668
2017-04-12,7815
2017-04-13,7448
2017-04-14,7448
2017-04-15,7448
2017-04-16,7113
2017-04-17,7113
2017-04-18,6792
2017-04-19,6792
2017-04-20,6792
2017-04-21,6498
2017-04-22,6498
2017-04-23,6498
2017-04-24,6498
2017-04-25,6190
2017-04-26,6190
2017-04-27,6190
2017-04-28,5924
2017-04-29,5924
2017-04-30,5664
2017-05-01,5664
2017-05-02,5710
2017-05-03,5710
2017-05-04,5710
2017-05-05,5484
2017-05-06,5484
2017-05-07,5484
2017-05-08,5241
2017-05-09,5241
2017-05-10,4996
2017-05-11,4996
2017-05-12,4996
2017-05-13,4802
2017-05-14,4802
2017-05-15,4802
2017-05-16,4655
2017-05-17,4655
2017-05-18,4655
2017-05-19,4655
2017-05-20,4527
2017-05-21,4527
2017-05-22,4527
2017-05-23,4527
2017-05-24,4302
2017-05-25,4302
2017-05-26,4302
2017-05-27,4302
2017-05-28,4345
2017-05-29,4345
2017-05-30,4345
2017-05-31,4459
2017-06-01,4459
2017-06-02,4459
2017-06-03,4362
2017-06-04,4362
2017-06-05,4362
2017-06-06,4244
2017-06-07,4244
2017-06-08,4244
2017-06-09,4244
2017-06-10,4242
2017-06-11,4242
2017-06-12,4242
2017-06-13,4063
2017-06-14,4063
2017-06-15,4063
2017-06-16,3873
2017-06-17,3873
2017-06-18,3873
2017-06-19,3873
2017-06-20,4029
2017-06-21,4029
2017-06-22,4029
2017-06-23,4029
2017-06-24,4024
2017-06-25,4024
2017-06-26,4024
2017-06-27,4015
2017-06-28,4015
2017-06-29,4015
2017-06-30,4015
2017-07-01,4142
2017-07-02,4142
2017-07-03,4142
2017-07-04,4080
2017-07-05,4080
2017-07-06,4080
2017-07-07,4080
2017-07-08,3907
2017-07-13,3793
2017-07-14,3864
2017-07-15,3864
2017-07-16,3864
2017-07-17,3864
2017-07-18,3978
2017-07-19,3978
2017-07-20,3978
2017-07-21,3978
2017-07-22,4070
2017-07-23,4070
2017-07-24,4070
2017-07-25,4070
2017-07-26,4185
2017-07-27,4185
2017-07-28,4185
2017-07-29,4185
2017-07-30,4285
2017-07-31,4285
2017-08-01,4285
2017-08-02,4285
2017-08-03,4450
2017-08-04,4450
2017-08-05,4450
2017-08-06,4647
2017-08-09,4603
2017-08-10,4603
2017-08-11,4603
2017-08-12,4779
2017-08-13,4779
2017-08-14,4779
2017-08-15,4779
2017-08-16,4707
2017-08-17,4707
2017-08-18,4707
2017-08-19,4707
2017-08-20,4609
2017-08-21,4609
2017-08-22,4609
2017-08-23,4418
2017-08-24,4418
2017-08-25,4418
2017-08-26,4418
2017-08-27,4218
2017-08-28,4218
2017-08-29,4218
2017-08-30,4218
2017-08-31,4308
2017-09-01,4308
2017-09-02,4308
2017-09-03,4308
2017-09-04,4500
2017-09-05,4500
2017-09-06,4500
2017-09-07,4602
2017-09-08,4602
2017-09-09,4602
2017-09-10,4602
2017-09-11,4700
2017-09-12,4700
2017-09-13,4700
2017-09-14,4870
2017-09-15,4870
2017-09-16,4870
2017-09-17,5072
2017-09-18,5072
2017-09-19,5072
2017-09-20,5311
2017-09-21,5311
2017-09-22,5311
2017-09-23,5311
2017-09-24,5496
2017-09-25,5496
2017-09-26,5496
2017-09-27,5496
2017-09-28,5678
2017-09-29,5678
2017-09-30,5678
2017-10-01,5678
2017-10-02,5699
2017-10-03,5699
2017-10-04,5699
2017-10-05,5699
2017-10-06,5844
2017-10-07,5844
2017-10-08,5844
2017-10-09,5844
2017-10-10,6058
2017-10-11,6058
2017-10-12,6058
2017-10-13,6058
2017-10-14,6320
2017-10-15,6320
2017-10-16,6320
2017-10-17,6320
2017-10-18,6485
2017-10-19,6485
2017-10-20,6485
2017-10-21,6485
2017-10-22,6688
2017-10-23,6688
2017-10-24,6688
2017-10-25,6830
2017-10-26,6830
2017-10-27,6830
2017-10-28,6830
2017-10-29,7054
2017-10-30,7054
2017-10-31,7054
2017-11-01,7054
2017-11-02,7361
2017-11-03,7361
2017-11-04,7361
2017-11-05,7206
2017-11-06,7206
2017-11-07,7206
2017-11-08,7206
2017-11-09,6908
2017-11-10,6908
2017-11-11,6908
2017-11-12,6908
2017-11-13,6697
2017-11-14,6697
2017-11-15,6697
2017-11-16,6364
2017-11-17,6364
2017-11-18,6364
2017-11-19,6364
2017-11-20,6094
2017-11-21,6094
2017-11-22,6094
2017-11-23,5826
2017-11-24,5826
2017-11-25,5826
2017-11-26,5587
2017-11-27,5587
2017-11-28,5587
2017-11-29,5587
2017-11-30,5327
2017-12-01,5327
2017-12-02,5327
2017-12-03,5228
2017-12-04,5228
2017-12-05,5228
2017-12-06,5244
2017-12-07,5244
2017-12-08,5244
2017-12-09,5244
2017-12-10,5103
2017-12-11,5103
2017-12-12,5103
2017-12-13,4877
2017-12-14,4877
2017-12-15,4877
2017-12-16,4877
2017-12-17,4677
2017-12-18,4677
2017-12-19,4677
2017-12-20,4459
2017-12-21,4459
2017-12-22,4459
2017-12-23,4255
2017-12-24,4255
2017-12-25,4255
2017-12-26,4255
2017-12-27,4063
2017-12-28,4063
2017-12-29,4063
2017-12-30,3982
2017-12-31,3982
2018-01-01,3982
2018-01-02,4082
2018-01-03,4082
2018-01-04,4082
2018-01-05,4255
2018-01-06,4255
2018-01-07,4255
2018-01-08,4255
2018-01-09,4332
2018-01-10,4332
2018-01-11,4332
2018-01-12,4332
2018-01-13,4215
2018-01-14,4215
2018-01-15,4215
2018-01-16,4166
2018-01-17,4166
2018-01-18,4166
2018-01-19,4130
2018-01-20,4130
2018-01-21,4130
2018-01-22,4029
2018-01-23,4029
2018-01-24,4076
2018-01-25,4076
2018-01-26,4076
2018-01-27,4076
2018-01-28,4045
2018-01-29,4045
2018-01-30,4045
2018-01-31,4073
2018-02-01,4073
2018-02-02,4073
2018-02-03,4159
2018-02-04,4159
2018-02-05,4159
2018-02-06,4244
2018-02-07,4244
2018-02-08,4244
2018-02-09,4223
2018-02-10,4223
2018-02-11,4223
2018-02-12,4223
2018-02-13,4400
2018-02-14,4400
2018-02-15,4400
2018-02-16,4400
2018-02-17,4587
2018-02-18,4587
2018-02-19,4587
2018-02-20,4734
2018-02-21,4734
2018-02-22,4734
2018-02-23,4922
2018-02-24,4922
2018-02-25,4922
2018-02-26,5009
2018-02-27,5009
2018-02-28,5009
2018-03-01,5009
2018-03-02,5034
2018-03-03,5034
2018-03-04,5034
2018-03-05,5034
2018-03-06,4958
2018-03-07,4958
2018-03-08,4958
2018-03-09,4855
2018-03-10,4855
2018-03-11,4855
2018-03-12,4698
2018-03-13,4698
2018-03-14,4698
2018-03-15,4490
2018-03-16,4490
2018-03-17,4490
2018-03-18,4299
2018-03-19,4299
2018-03-20,4299
2018-03-21,4101
2018-03-23,4101
2018-03-24,4101
2018-03-25,3926
2018-03-26,3926
2018-03-27,3805
2018-03-28,3805
2018-03-29,3805
2018-03-30,3805
2018-03-31,3677
2018-04-01,3677
2018-04-02,3677
2018-04-03,3652
2018-04-04,3652
2018-04-05,3652
2018-04-06,3652
2018-04-07,3802
2018-04-08,3802
2018-04-09,3802
2018-04-10,3802
2018-04-11,3891
2018-04-12,3891
2018-04-13,3891
2018-04-14,3891
2018-04-15,3805
2018-04-16,3805
2018-04-17,3805
2018-04-18,3805
2018-04-19,3805
2018-04-20,3871
2018-04-21,3871
2018-04-22,3871
2018-04-23,3871
2018-04-24,3871
2018-04-25,3852
2018-04-26,3852
2018-04-27,3852
2018-04-28,3852
2018-04-29,3730
2018-04-30,3730
2018-05-01,3730
2018-05-02,3730
2018-05-03,3622
2018-05-04,3622
2018-05-05,3622
2018-05-06,3664
2018-05-07,3664
2018-05-08,3664
2018-05-09,3664
2018-05-10,3731
2018-05-11,3731
2018-05-12,3731
2018-05-13,3731
2018-05-14,3705
2018-05-15,3705
2018-05-16,3705
2018-05-17,3705
2018-05-18,3779
2018-05-19,3779
2018-05-20,3779
2018-05-21,3890
2018-05-22,3890
2018-05-23,3890
2018-05-24,3998
2018-05-25,3998
2018-05-26,3998
2018-05-27,3998
2018-05-28,4064
2018-05-29,4064
2018-05-30,4064
2018-05-31,4064
2018-06-01,4237
2018-06-02,4237
2018-06-03,4237
2018-06-04,4237
2018-06-05,4337
2018-06-06,4337
2018-06-07,4337
2018-06-08,4449
2018-06-09,4449
2018-06-10,4449
2018-06-11,4569
2018-06-12,4569
2018-06-13,4569
2018-06-14,4771
2018-06-15,4771
2018-06-16,4771
2018-06-17,4956
2018-06-18,4956
2018-06-19,4956
2018-06-20,4956
2018-06-21,4994
2018-06-22,4994
2018-06-23,4994
2018-06-24,4912
2018-06-25,4912
2018-06-26,4912
2018-06-27,4912
2018-06-28,5064
2018-06-29,5064
2018-06-30,5064
2018-07-01,5213
2018-07-02,5213
2018-07-03,5213
2018-07-04,5213
2018-07-05,5213
2018-07-06,5137
2018-07-07,5137
2018-07-08,5137
2018-07-09,5069
2018-07-10,5069
2018-07-11,4875
2018-07-12,4875
2018-07-13,4875
2018-07-14,4723
2018-07-15,4723
2018-07-16,4723
2018-07-17,4565
2018-07-18,4565
2018-07-19,4565
2018-07-20,4565
2018-07-21,4699
2018-07-22,4699
2018-07-23,4538
2018-07-24,4538
2018-07-25,4538
2018-07-26,4703
2018-07-27,4703
2018-07-28,4703
2018-07-29,4866
2018-07-30,4866
2018-07-31,4866
2018-08-01,4800
2018-08-02,4800
2018-08-03,4800
2018-08-04,5039
2018-08-05,5039
2018-08-06,5235
2018-08-07,5235
2018-08-08,5417
2018-08-09,5417
2018-08-10,5417
2018-08-11,5662
2018-08-12,5662
2018-08-14,5912
2018-08-16,5912
2018-08-17,6084
2018-08-18,6084
2018-08-19,6084
2018-08-20,6334
2018-08-21,6334
2018-08-22,6334
2018-08-23,6205
2018-08-24,6205
2018-08-25,5979
2018-08-26,5979
2018-08-27,5979
2018-08-28,5953
2018-08-29,5953
2018-08-30,5953
2018-08-31,5886
2018-09-01,5886
2018-09-02,6099
2018-09-03,6099
2018-09-04,6261
2018-09-05,6261
2018-09-06,6261
2018-09-07,6429
2018-09-08,6429
2018-09-09,6429
2018-09-10,6690
2018-09-11,6690
2018-09-12,6690
2018-09-13,6834
2018-09-14,6834
2018-09-15,6924
2018-09-16,6924
2018-09-17,6924
2018-09-18,7063
2018-09-19,7063
2018-09-20,7063
2018-09-21,7076
2018-09-22,7076
2018-09-23,7076
2018-09-24,7147
2018-09-25,7147
2018-09-26,7147
2018-09-27,7330
2018-09-28,7330
2018-09-29,7330
2018-09-30,7313
2018-10-01,7313
2018-10-02,7313
2018-10-03,7488
2018-10-04,7488
2018-10-05,7488
2018-10-06,7788
2018-10-07,7788
2018-10-08,7788
2018-10-09,7991
2018-10-10,7991
2018-10-11,7991
2018-10-12,7869
2018-10-13,7869
2018-10-14,7869
2018-10-15,7901
2018-10-16,7901
2018-10-17,7901
2018-10-18,7808
2018-10-19,7808
2018-10-20,7808
2018-10-21,7830
2018-10-22,7830
2018-10-23,7830
2018-10-24,8209
2018-10-25,8209
2018-10-26,8209
2018-10-27,8569
2018-10-28,8569
2018-10-29,8569
2018-10-30,8587
2018-10-31,8587
2018-11-01,8618
2018-11-03,8714
2018-11-04,8714
2018-11-05,8580
2018-11-06,8580
2018-11-07,8955
2018-11-08,9352
2018-11-09,9352
2018-11-10,9812
2018-11-11,9812
2018-11-12,10179
2018-11-13,10179
2018-11-15,11027
2018-11-16,11491
2018-11-17,11491
2018-11-18,12064
2018-11-19,12064
2018-11-20,12664
2018-11-21,12664
2018-11-22,12829
2018-11-23,12829
2018-11-24,13283
2018-11-25,13854
2018-11-26,13854
2018-11-27,13821
2018-11-28,13694
2018-11-29,13694
2018-12-01,13514
2018-12-02,12907
2018-12-03,12907
2018-12-04,12380
2018-12-05,11847
2018-12-07,11375
2018-12-09,10438
2018-12-10,9949
2018-12-11,9949
2018-12-12,9502
2018-12-13,9407
2018-12-14,9407
2018-12-15,9104
2018-12-16,8742
2018-12-17,8742
2018-12-18,8361
2018-12-19,8361
2018-12-20,8027
2018-12-21,8027
2018-12-22,7697
2018-12-23,7369
2018-12-24,7078
2018-12-25,7078
2018-12-26,6770
2018-12-27,6465
2018-12-28,6465
2018-12-29,6231
2018-12-30,6231
2018-12-31,5919
2019-01-01,5919
2019-01-02,5635
2019-01-03,5635
2019-01-04,5449
2019-01-05,5248
2019-01-06,5145
2019-01-08,4978
2019-01-10,4861
2019-01-11,4861
2019-01-12,4735
2019-01-13,4735
2019-01-14,4654
2019-01-15,4654
2019-01-16,4692
2019-01-17,4692
2019-01-18,4802
2019-01-19,4802
2019-01-20,4742
2019-01-21,4742
2019-01-22,4714
2019-01-23,4714
2019-01-24,4695
2019-01-25,4695
2019-01-26,4706
2019-01-27,4706
2019-01-28,4591
2019-01-29,4508
2019-01-30,4508
2019-01-31,4353
2019-02-01,4296
2019-02-02,4296
2019-02-03,4105
2019-02-04,4105
2019-02-05,4032
2019-02-06,4032
2019-02-07,3983
2019-02-08,3983
2019-02-09,4024
2019-02-10,4024
2019-02-11,4123
2019-02-12,4123
2019-02-13,4119
2019-02-14,4119
2019-02-15,4047
2019-02-16,4047
2019-02-17,3911
2019-02-18,3911
2019-02-19,3892
2019-02-20,3892
2019-02-21,3828
2019-02-22,3828
2019-02-23,3760
2019-02-24,3760
2019-02-25,3936
2019-02-26,3936
2019-02-27,4063
2019-02-28,4063
2019-03-01,4093
2019-03-02,4093
2019-03-03,4105
2019-03-04,4105
2019-03-05,4101
2019-03-06,4101
2019-03-07,4251
2019-03-08,4251
2019-03-09,4251
2019-03-10,4461
2019-03-11,4461
2019-03-12,4655
2019-03-13,4655
2019-03-14,4655
2019-03-15,4740
2019-03-16,4740
2019-03-17,4798
2019-03-18,4798
2019-03-19,4798
2019-03-20,4715
2019-03-21,4715
2019-03-22,4715
2019-03-23,4786
