date_obj,Mystic%20boots%20(dusk) price
2019-01-10,11500
2019-01-11,12015
2019-01-12,12579
2019-01-13,13160
2019-01-14,13763
2019-01-15,14425
2019-01-16,15009
2019-01-17,15621
2019-01-18,16371
2019-01-19,17118
2019-01-20,17933
2019-01-21,18773
2019-01-22,19648
2019-01-23,20563
2019-01-24,21367
2019-01-25,22344
2019-01-26,23321
2019-01-27,24414
2019-01-28,25551
2019-01-29,26785
2019-01-30,28043
2019-01-31,28043
2019-02-01,29446
2019-02-02,30837
2019-02-03,32213
2019-02-04,32213
2019-02-05,33813
2019-02-06,33813
2019-02-07,35485
2019-02-08,35485
2019-02-09,37260
2019-02-10,37260
2019-02-11,39010
2019-02-12,39010
2019-02-13,40649
2019-02-14,40649
2019-02-15,40777
2019-02-16,40985
2019-02-17,40985
2019-02-18,42516
2019-02-19,42516
2019-02-20,44592
2019-02-21,46501
2019-02-22,46501
2019-02-23,48743
2019-02-24,51088
2019-02-25,53474
2019-02-26,53474
2019-02-27,56073
2019-02-28,56073
2019-03-01,58877
2019-03-02,58877
2019-03-03,61821
2019-03-04,64812
2019-03-05,64812
2019-03-06,67951
2019-03-07,67951
2019-03-08,68141
2019-03-09,68141
2019-03-10,69455
2019-03-11,69455
2019-03-12,72928
2019-03-13,72928
2019-03-14,76460
2019-03-15,76460
2019-03-16,76460
2019-03-17,80283
2019-03-18,80283
2019-03-19,80283
2019-03-20,83753
2019-03-21,83753
2019-03-22,87708
2019-03-23,87708
2019-03-24,91849
2019-03-25,91849
2019-03-26,96065
2019-03-27,96065
2019-03-28,96065
2019-03-29,100869
2019-03-30,100869
2019-03-31,100869
2019-04-01,102711
2019-04-02,102711
2019-04-03,105442
2019-04-04,105442
2019-04-05,105442
2019-04-06,103108
2019-04-07,103108
2019-04-08,107785
2019-04-09,107785
2019-04-10,107785
2019-04-11,112404
2019-04-12,112404
2019-04-13,117426
2019-04-14,117426
2019-04-15,117426
2019-04-16,123298
2019-04-17,123298
2019-04-18,123298
2019-04-19,129285
2019-04-20,129285
2019-04-21,129285
2019-04-22,135750
2019-04-23,135750
2019-04-24,135750
2019-04-25,132366
2019-04-26,132366
2019-04-27,132366
2019-04-28,130632
2019-04-29,130632
2019-04-30,126042
2019-05-01,126042
2019-05-02,126042
2019-05-03,123351
2019-05-04,123351
2019-05-05,123351
2019-05-06,124586
2019-05-07,124586
2019-05-08,124586
2019-05-09,126897
2019-05-10,126897
2019-05-11,126897
2019-05-12,125187
2019-05-13,125187
2019-05-14,125187
2019-05-15,124772
2019-05-16,124772
2019-05-17,124772
2019-05-18,130891
2019-05-19,130891
2019-05-20,130891
2019-05-21,136338
2019-05-22,136338
2019-05-23,136338
2019-05-24,134181
2019-05-25,134181
2019-05-26,134181
2019-05-27,131006
2019-05-28,131006
2019-05-29,131006
2019-05-30,125656
2019-05-31,125656
2019-06-01,125656
2019-06-02,120710
2019-06-03,120710
2019-06-04,120710
2019-06-05,116082
2019-06-06,116082
2019-06-07,116082
2019-06-08,113179
2019-06-09,113179
2019-06-10,113179
2019-06-11,108246
2019-06-12,108246
2019-06-13,111670
2019-06-14,111670
2019-06-15,111670
2019-06-16,115934
2019-06-17,115934
2019-06-18,115934
2019-06-19,114223
2019-06-20,114223
2019-06-21,119935
2019-06-22,119935
2019-06-23,124658
2019-06-24,124658
2019-06-25,124658
2019-06-26,119047
2019-06-27,113466
2019-06-28,113466
2019-06-29,107944
2019-06-30,107944
2019-07-01,102887
2019-07-02,102887
2019-07-03,99053
2019-07-04,99053
2019-07-05,95508
2019-07-06,95508
2019-07-07,96439
2019-07-08,96439
2019-07-09,96427
2019-07-10,96427
2019-07-11,96427
2019-07-12,98367
2019-07-13,98367
2019-07-14,100695
2019-07-15,100695
2019-07-16,100695
2019-07-17,95912
2019-07-18,95912
2019-07-19,95912
2019-07-20,98783
2019-07-21,98783
2019-07-22,100417
2019-07-23,100417
2019-07-24,100417
2019-07-25,95952
2019-07-26,95952
2019-07-27,95952
2019-07-28,95558
2019-07-29,95558
2019-07-30,95558
2019-07-31,98666
2019-08-01,98666
2019-08-02,98666
2019-08-03,101607
2019-08-04,101607
2019-08-05,101607
2019-08-06,101607
2019-08-07,106407
2019-08-08,106407
2019-08-09,106407
2019-08-10,108016
2019-08-11,108016
2019-08-12,108016
2019-08-13,110349
2019-08-14,110349
2019-08-15,110349
2019-08-16,113173
2019-08-17,113173
2019-08-18,113173
2019-08-19,111411
2019-08-20,111411
2019-08-21,111411
2019-08-22,111411
2019-08-23,108552
2019-08-24,108552
2019-08-24,108552
2019-08-25,108552
2019-08-25,108552
2019-08-26,105526
2019-08-26,105526
2019-08-27,105526
2019-08-27,105526
2019-08-28,105526
2019-08-29,105526
2019-08-30,102711
2019-08-31,102711
2019-09-01,102711
2019-09-02,102711
2019-09-03,107143
2019-09-04,107143
2019-09-05,107143
2019-09-06,107143
2019-09-07,109777
2019-09-08,109777
2019-09-09,109777
2019-09-10,112253
2019-09-11,112253
2019-09-12,112253
2019-09-13,112253
2019-09-14,112736
2019-09-15,112736
2019-09-16,112736
2019-09-17,109667
2019-09-18,109667
2019-09-19,109667
2019-09-20,109667
2019-09-21,105908
2019-09-22,105908
2019-09-23,105908
2019-09-24,102055
2019-09-25,102055
2019-09-26,102055
2019-09-27,102055
2019-09-28,104202
2019-09-29,104202
2019-09-30,104202
2019-10-01,102056
2019-10-02,102056
2019-10-03,102056
2019-10-04,102056
2019-10-05,98811
2019-10-06,98811
2019-10-07,98811
2019-10-08,97503
2019-10-09,97503
2019-10-10,97503
2019-10-11,97503
2019-10-12,98196
2019-10-13,98196
2019-10-14,98196
2019-10-15,93286
2019-10-16,93286
2019-10-17,93286
2019-10-18,92231
2019-10-19,92231
2019-10-20,92231
2019-10-21,92660
2019-10-22,92660
2019-10-23,92660
2019-10-24,92660
2019-10-25,92622
2019-10-26,92622
2019-10-27,92622
2019-10-28,90120
2019-10-29,90120
2019-10-30,90120
2019-10-31,90120
2019-11-01,90847
2019-11-02,90847
2019-11-03,90847
2019-11-04,86691
2019-11-05,86691
2019-11-06,86691
2019-11-07,86691
2019-11-08,84829
2019-11-09,84829
2019-11-10,84829
2019-11-11,83117
2019-11-12,83117
2019-11-13,83117
2019-11-14,83117
2019-11-15,85937
2019-11-16,85937
2019-11-17,85937
2019-11-18,85204
2019-11-19,85204
2019-11-20,85204
2019-11-21,85204
2019-11-22,88044
2019-11-23,88044
2019-11-24,88044
2019-11-25,90204
2019-11-26,90204
2019-11-27,90204
2019-11-28,90204
2019-11-29,90950
2019-11-30,90950
2019-12-01,90950
2019-12-02,94067
2019-12-03,94067
2019-12-04,94067
2019-12-05,94067
2019-12-06,91016
2019-12-07,91016
2019-12-08,91016
2019-12-09,91016
2019-12-10,92724
2019-12-11,92724
2019-12-12,92724
2019-12-13,92724
2019-12-14,89495
2019-12-15,89495
2019-12-16,89495
2019-12-17,88511
2019-12-18,88511
2019-12-19,88511
2019-12-20,88511
2019-12-21,91005
2019-12-22,91005
2019-12-23,91005
2019-12-24,95060
2019-12-25,95060
2019-12-26,95060
2019-12-27,95060
2019-12-28,92037
2019-12-29,92037
2019-12-30,92037
2019-12-31,92037
2020-01-01,94231
2020-01-02,94231
2020-01-03,94231
2020-01-04,93375
2020-01-05,93375
2020-01-06,93375
2020-01-07,89117
2020-01-08,89117
2020-01-09,89117
2020-01-10,85052
2020-01-11,85052
2020-01-12,82499
2020-01-13,82499
2020-01-14,82499
2020-01-15,82499
2020-01-16,83717
2020-01-17,83717
2020-01-18,83717
2020-01-19,87010
2020-01-20,87010
2020-01-21,87010
2020-01-22,87010
2020-01-23,85950
2020-01-24,85950
2020-01-25,85950
2020-01-26,81755
2020-01-27,81755
2020-01-28,81755
2020-01-29,79553
2020-01-30,79553
2020-01-31,79553
2020-02-01,77936
2020-02-02,77936
2020-02-03,77936
2020-02-04,77758
2020-02-05,77758
2020-02-06,77758
2020-02-07,77851
2020-02-08,77851
2020-02-09,77851
2020-02-10,75985
2020-02-11,75985
2020-02-12,75985
2020-02-13,78579
2020-02-14,78579
2020-02-15,78579
2020-02-16,79123
2020-02-17,79123
2020-02-18,79123
2020-02-19,80161
2020-02-20,80161
2020-02-21,80161
2020-02-22,80348
2020-02-23,80348
2020-02-24,77136
2020-02-25,77136
2020-02-26,77136
2020-02-27,78127
2020-02-28,78127
2020-02-29,78127
2020-03-01,81384
2020-03-02,81384
2020-03-03,81384
2020-03-04,78632
2020-03-05,78632
2020-03-06,76555
2020-03-07,76555
2020-03-08,76555
2020-03-09,79099
2020-03-10,79099
2020-03-11,80880
2020-03-12,80880
2020-03-13,82131
2020-03-14,82131
2020-03-15,82131
2020-03-16,80958
2020-03-17,80958
2020-03-18,80958
2020-03-19,82031
2020-03-20,82031
2020-03-21,86079
2020-03-22,86079
2020-03-23,90063
2020-03-24,90063
2020-03-25,89796
2020-03-26,89796
2020-03-27,86201
2020-03-28,86201
2020-03-29,85362
2020-03-30,85362
2020-03-31,85024
2020-04-01,85024
2020-04-02,87123
2020-04-03,87123
2020-04-04,87302
2020-04-05,87302
2020-04-06,86227
2020-04-07,86227
2020-04-08,88036
2020-04-09,88036
2020-04-10,88036
2020-04-11,87810
2020-04-12,87810
2020-04-13,85368
2020-04-14,85368
2020-04-15,88110
2020-04-16,88110
2020-04-17,85841
2020-04-18,85841
2020-04-19,82822
2020-04-20,82822
2020-04-21,82654
2020-04-22,82654
2020-04-23,86471
2020-04-24,86471
2020-04-25,90538
2020-04-26,90538
2020-04-27,89101
2020-04-28,89101
2020-04-29,85092
2020-04-30,85092
2020-05-01,81089
2020-05-02,81089
2020-05-03,79220
2020-05-04,79220
2020-05-05,81437
2020-05-06,81437
2020-05-07,83520
2020-05-08,83520
2020-05-09,79646
2020-05-10,79646
2020-05-11,77152
2020-05-12,77152
2020-05-13,75172
