date_obj,Saradomin%20page%201 price
2015-03-26,8183
2015-03-27,8183
2015-03-28,7832
2015-03-29,7606
2015-03-30,7606
2015-03-31,7361
2015-04-01,7361
2015-04-02,7026
2015-04-03,6845
2015-04-04,6727
2015-04-05,6727
2015-04-06,6832
2015-04-07,6832
2015-04-08,6779
2015-04-09,6779
2015-04-10,6766
2015-04-11,6766
2015-04-12,6845
2015-04-13,6845
2015-04-14,6917
2015-04-15,6917
2015-04-16,7126
2015-04-17,7126
2015-04-18,7270
2015-04-19,7270
2015-04-20,7513
2015-04-21,7513
2015-04-22,7687
2015-04-23,7687
2015-04-24,7752
2015-04-25,7752
2015-04-26,7518
2015-04-27,7518
2015-04-28,7388
2015-04-29,7388
2015-04-30,7409
2015-05-01,7614
2015-05-02,7614
2015-05-03,7884
2015-05-04,7884
2015-05-05,8058
2015-05-06,8058
2015-05-07,8190
2015-05-08,8190
2015-05-09,8394
2015-05-10,8394
2015-05-11,8318
2015-05-12,8170
2015-05-13,8170
2015-05-14,8073
2015-05-15,8073
2015-05-16,7997
2015-05-17,7811
2015-05-18,7811
2015-05-19,7608
2015-05-20,7608
2015-05-21,7608
2015-05-22,7503
2015-05-23,7503
2015-05-24,7527
2015-05-25,7527
2015-05-26,7525
2015-05-27,7525
2015-05-28,7556
2015-05-29,7529
2015-05-30,7475
2015-05-31,7475
2015-06-01,7411
2015-06-02,7411
2015-06-03,7283
2015-06-04,7283
2015-06-05,7231
2015-06-06,7288
2015-06-07,7327
2015-06-08,7327
2015-06-09,7402
2015-06-10,7149
2015-06-11,7149
2015-06-12,6896
2015-06-13,6744
2015-06-14,6744
2015-06-15,6720
2015-06-16,6836
2015-06-17,6836
2015-06-18,6888
2015-06-19,6888
2015-06-20,7004
2015-06-21,7004
2015-06-22,6975
2015-06-23,6975
2015-06-24,7002
2015-06-25,7002
2015-06-26,6984
2015-06-27,6984
2015-06-28,6886
2015-06-29,6886
2015-06-30,6833
2015-07-01,6837
2015-07-02,6837
2015-07-03,6848
2015-07-04,6848
2015-07-05,6832
2015-07-06,6832
2015-07-07,6758
2015-07-08,6758
2015-07-09,6745
2015-07-10,6579
2015-07-11,6579
2015-07-12,6364
2015-07-13,6313
2015-07-14,6313
2015-07-15,6277
2015-07-16,6277
2015-07-17,6423
2015-07-18,6423
2015-07-19,6551
2015-07-20,6511
2015-07-21,6511
2015-07-22,6545
2015-07-23,6545
2015-07-24,6753
2015-07-25,6753
2015-07-26,6858
2015-07-27,6858
2015-07-28,7138
2015-07-29,7230
2015-07-30,7230
2015-07-31,7217
2015-08-01,7217
2015-08-02,7147
2015-08-03,7147
2015-08-04,6994
2015-08-05,6920
2015-08-06,6920
2015-08-07,6773
2015-08-08,6799
2015-08-09,6842
2015-08-10,7075
2015-08-11,7376
2015-08-12,7376
2015-08-13,7722
2015-08-14,8090
2015-08-15,8090
2015-08-16,8462
2015-08-17,8876
2015-08-18,8876
2015-08-19,9278
2015-08-20,9278
2015-08-21,9742
2015-08-22,9742
2015-08-23,10085
2015-08-24,10272
2015-08-25,10272
2015-08-26,10608
2015-08-27,10409
2015-08-28,10409
2015-08-29,10578
2015-08-30,10578
2015-08-31,10830
2015-09-01,10830
2015-09-02,11117
2015-09-03,11117
2015-09-04,11582
2015-09-05,11582
2015-09-06,11237
2015-09-07,11237
2015-09-08,10704
2015-09-09,10704
2015-09-10,10168
2015-09-11,10168
2015-09-12,9826
2015-09-13,9826
2015-09-14,9387
2015-09-15,8985
2015-09-16,8985
2015-09-17,8576
2015-09-18,8576
2015-09-19,8147
2015-09-20,8147
2015-09-21,7882
2015-09-22,7882
2015-09-23,7653
2015-09-24,7653
2015-09-25,7543
2015-09-27,7444
2015-09-28,7444
2015-09-29,7476
2015-09-30,7476
2015-10-05,6954
2015-10-06,6954
2015-10-07,6940
2015-10-08,6940
2015-10-09,7060
2015-10-10,7060
2015-10-11,7228
2015-10-12,7228
2015-10-13,7474
2015-10-14,7474
2015-10-15,7750
2015-10-16,7750
2015-10-17,7703
2015-10-18,7703
2015-10-19,7864
2015-10-20,7864
2015-10-22,7794
2015-10-23,7880
2015-10-24,7880
2015-10-25,8051
2015-10-26,8051
2015-10-27,8158
2015-10-29,8054
2015-10-30,8054
2015-10-31,7798
2015-11-01,7798
2015-11-02,7546
2015-11-03,7546
2015-11-04,7698
2015-11-05,7698
2015-11-06,7928
2015-11-07,7928
2015-11-08,7864
2015-11-09,7864
2015-11-10,7864
2015-11-11,7754
2015-11-12,7754
2015-11-13,7754
2015-11-14,7726
2015-11-15,7726
2015-11-16,7803
2015-11-17,7803
2015-11-18,7803
2015-11-19,8086
2015-11-20,8086
2015-11-21,8316
2015-11-22,8631
2015-11-23,8631
2015-11-24,8631
2015-11-25,8975
2015-11-26,8975
2015-11-27,9301
2015-11-28,9301
2015-11-29,9520
2015-11-30,9520
2015-12-01,9969
2015-12-02,9969
2015-12-03,10290
2015-12-04,10290
2015-12-05,10535
2015-12-06,10866
2015-12-07,10866
2015-12-08,11276
2015-12-09,11788
2015-12-10,11788
2015-12-11,11942
2015-12-12,11942
2015-12-13,11795
2015-12-14,11795
2015-12-15,11852
2015-12-16,11852
2015-12-17,11808
2015-12-18,11808
2015-12-19,11691
2015-12-20,11315
2015-12-21,11315
2015-12-22,10902
2015-12-23,10902
2015-12-24,10597
2015-12-25,10597
2015-12-26,10084
2015-12-27,9781
2015-12-28,9781
2015-12-29,9587
2015-12-30,9587
2015-12-31,9508
2016-01-01,9508
2016-01-02,9491
2016-01-03,9389
2016-01-04,9531
2016-01-05,9531
2016-01-06,9801
2016-01-07,9801
2016-01-08,10076
2016-01-09,10076
2016-01-10,10487
2016-01-11,10487
