date_obj,Mystic%20robe%20top%20(dark) price
2019-04-03,72679
2019-04-04,72372
2019-04-05,72305
2019-04-06,72436
2019-04-07,72411
2019-04-08,72014
2019-04-09,72173
2019-04-10,72027
2019-04-11,72363
2019-04-12,72737
2019-04-13,72519
2019-04-14,72220
2019-04-15,72317
2019-04-16,72354
2019-04-17,72103
2019-04-18,72533
2019-04-19,72145
2019-04-20,72467
2019-04-21,72252
2019-04-22,72846
2019-04-23,72458
2019-04-24,71909
2019-04-25,71806
2019-04-26,71913
2019-04-27,72775
2019-04-28,72354
2019-04-29,72411
2019-04-30,72186
2019-05-01,72077
2019-05-02,72132
2019-05-03,72197
2019-05-04,72074
2019-05-05,72480
2019-05-06,72124
2019-05-07,72193
2019-05-08,72318
2019-05-09,72452
2019-05-10,72304
2019-05-11,72040
2019-05-12,72307
2019-05-13,72170
2019-05-14,72312
2019-05-15,72093
2019-05-16,71934
2019-05-17,71576
2019-05-18,71846
2019-05-19,71722
2019-05-20,71811
2019-05-21,71566
2019-05-22,71642
2019-05-23,71741
2019-05-24,71705
2019-05-25,71908
2019-05-26,72133
2019-05-27,72546
2019-05-28,72490
2019-05-29,72256
2019-05-30,72456
2019-05-31,72171
2019-06-01,71895
2019-06-02,72248
2019-06-03,72467
2019-06-04,72548
2019-06-05,72543
2019-06-06,72378
2019-06-07,72295
2019-06-08,71642
2019-06-09,71845
2019-06-10,71834
2019-06-11,71873
2019-06-12,71613
2019-06-13,71706
2019-06-14,71944
2019-06-15,72536
2019-06-16,72471
2019-06-17,72148
2019-06-18,72100
2019-06-19,72043
2019-06-20,71941
2019-06-21,71802
2019-06-22,71817
2019-06-23,71864
2019-06-24,71911
2019-06-25,71825
2019-06-26,71615
2019-06-27,71676
2019-06-28,71765
2019-06-29,71482
2019-06-30,71693
2019-07-01,71864
2019-07-02,72618
2019-07-03,72269
2019-07-04,72058
2019-07-05,72263
2019-07-06,71885
2019-07-07,71960
2019-07-08,71946
2019-07-09,71964
2019-07-10,72293
2019-07-11,72754
2019-07-12,72520
2019-07-13,72190
2019-07-14,72066
2019-07-15,72083
2019-07-16,72038
2019-07-17,71919
2019-07-18,71715
2019-07-19,72011
2019-07-20,71644
2019-07-21,71804
2019-07-22,71894
2019-07-23,71973
2019-07-24,72033
2019-07-25,71952
2019-07-26,71959
2019-07-27,72001
2019-07-28,71975
2019-07-29,71962
2019-07-30,71990
2019-07-31,72040
2019-08-01,72054
2019-08-02,72505
2019-08-03,72240
2019-08-04,72619
2019-08-05,72263
2019-08-06,72478
2019-08-07,72486
2019-08-08,72564
2019-08-09,72587
2019-08-10,72570
2019-08-11,72418
2019-08-12,72403
2019-08-13,72481
2019-08-14,72409
2019-08-15,72234
2019-08-16,72088
2019-08-17,71673
2019-08-18,72100
2019-08-19,72131
2019-08-20,71751
2019-08-21,72541
2019-08-22,72498
2019-08-23,72748
2019-08-24,72316
2019-08-24,72316
2019-08-25,72546
2019-08-25,72546
2019-08-26,72162
2019-08-26,72162
2019-08-27,72350
2019-08-27,72350
2019-08-28,72104
2019-08-29,72130
2019-08-30,72168
2019-08-31,72128
2019-09-01,72231
2019-09-02,72171
2019-09-03,72146
2019-09-04,72023
2019-09-05,72338
2019-09-06,72330
2019-09-07,72177
2019-09-08,72229
2019-09-09,72180
2019-09-10,71498
2019-09-11,72304
2019-09-12,72147
2019-09-13,71887
2019-09-14,71991
2019-09-15,72553
2019-09-16,72746
2019-09-17,73184
2019-09-18,73385
2019-09-19,73272
2019-09-20,72676
2019-09-21,72507
2019-09-22,72369
2019-09-23,72289
2019-09-24,72099
2019-09-25,72218
2019-09-26,72226
2019-09-27,72386
2019-09-28,72245
2019-09-29,72282
2019-09-30,72142
2019-10-01,72280
2019-10-02,72533
2019-10-03,72498
2019-10-04,72423
2019-10-05,72440
2019-10-06,72359
2019-10-07,72383
2019-10-08,72333
2019-10-09,72246
2019-10-10,72289
2019-10-11,72267
2019-10-12,72377
2019-10-13,72040
2019-10-14,71631
2019-10-15,72034
2019-10-16,71985
2019-10-17,72027
2019-10-18,72071
2019-10-19,72304
2019-10-20,72824
2019-10-21,72552
2019-10-22,72518
2019-10-23,71811
2019-10-24,72078
2019-10-25,72478
2019-10-26,72829
2019-10-27,72978
2019-10-28,72826
2019-10-29,72544
2019-10-30,72481
2019-10-31,72623
2019-11-01,72658
2019-11-02,72648
2019-11-03,72982
2019-11-04,72775
2019-11-05,72577
2019-11-06,72602
2019-11-07,72689
2019-11-08,72597
2019-11-09,72421
2019-11-10,72295
2019-11-11,72557
2019-11-12,72494
2019-11-13,72099
2019-11-14,72512
2019-11-15,72968
2019-11-16,73108
2019-11-17,72725
2019-11-18,73879
2019-11-19,72216
2019-11-20,71772
2019-11-21,72302
2019-11-22,72952
2019-11-23,73652
2019-11-24,74145
2019-11-25,75492
2019-11-26,74646
2019-11-27,74909
2019-11-28,75258
2019-11-29,75093
2019-11-30,75231
2019-12-01,74247
2019-12-02,73237
2019-12-03,72806
2019-12-04,72648
2019-12-05,72143
2019-12-06,72292
2019-12-07,71730
2019-12-08,71267
2019-12-09,71412
2019-12-10,72031
2019-12-11,72335
2019-12-12,72645
2019-12-13,72149
2019-12-14,71984
2019-12-15,72377
2019-12-16,72332
2019-12-17,71272
2019-12-18,72574
2019-12-19,72310
2019-12-20,73575
2019-12-21,74470
2019-12-22,74156
2019-12-23,74392
2019-12-24,73568
2019-12-25,73497
2019-12-26,71984
2019-12-27,73634
2019-12-28,72404
2019-12-29,71227
2019-12-30,72455
2019-12-31,72591
2020-01-01,72292
2020-01-02,73250
2020-01-03,74335
2020-01-04,73084
2020-01-05,73339
2020-01-06,73439
2020-01-07,74206
2020-01-08,74897
2020-01-09,73654
2020-01-10,73225
2020-01-11,72731
2020-01-12,72300
2020-01-13,72644
2020-01-14,72453
2020-01-15,72211
2020-01-16,72080
2020-01-17,71907
2020-01-18,71739
2020-01-19,71851
2020-01-20,71868
2020-01-21,71720
2020-01-22,71829
2020-01-23,71855
2020-01-24,72034
2020-01-25,71880
2020-01-26,71926
2020-01-27,71888
2020-01-28,71837
2020-01-29,71399
2020-01-30,71668
2020-01-31,71984
2020-02-01,71518
2020-02-02,72025
2020-02-03,72728
2020-02-04,72451
2020-02-05,72041
2020-02-06,71597
2020-02-07,71422
2020-02-08,71343
2020-02-09,71455
2020-02-10,71780
2020-02-11,72026
2020-02-12,72169
2020-02-13,71878
2020-02-14,71729
2020-02-15,71944
2020-02-16,71861
2020-02-17,72129
2020-02-18,72030
2020-02-19,72025
2020-02-20,71770
2020-02-21,71149
2020-02-22,71773
2020-02-23,71717
2020-02-24,71704
2020-02-25,71911
2020-02-26,72200
2020-02-27,72028
2020-02-28,72083
2020-02-29,72091
2020-03-01,72808
2020-03-02,72194
2020-03-03,72218
2020-03-04,72199
2020-03-05,72402
2020-03-06,72286
2020-03-07,71899
2020-03-08,72195
2020-03-09,72499
2020-03-10,73219
2020-03-11,72747
2020-03-12,72394
2020-03-13,72207
2020-03-14,72253
2020-03-15,72263
2020-03-16,72366
2020-03-17,72087
2020-03-18,72371
2020-03-19,72139
2020-03-20,72090
2020-03-21,72278
2020-03-22,71870
2020-03-23,71972
2020-03-24,71348
2020-03-25,71681
2020-03-26,72010
2020-03-27,71752
2020-03-28,71598
2020-03-29,71795
2020-03-30,72025
2020-03-31,72366
2020-04-01,72513
2020-04-02,72369
2020-04-03,72689
2020-04-04,71882
2020-04-05,72144
2020-04-06,72151
2020-04-07,72080
2020-04-08,71858
2020-04-09,71926
2020-04-10,71831
2020-04-11,72014
2020-04-12,72305
2020-04-13,71550
2020-04-14,72425
2020-04-15,72280
2020-04-16,72484
2020-04-17,73059
2020-04-18,72271
2020-04-19,71858
2020-04-20,71869
2020-04-21,72007
2020-04-22,72100
2020-04-23,71871
2020-04-24,71943
2020-04-25,72049
2020-04-26,71804
2020-04-27,72006
2020-04-28,71607
2020-04-29,71487
2020-04-30,71677
2020-05-01,71748
2020-05-02,71758
2020-05-03,71802
2020-05-04,71832
2020-05-05,71652
2020-05-06,71540
2020-05-07,71666
2020-05-08,71681
2020-05-09,71696
2020-05-10,71493
2020-05-11,71528
2020-05-12,71569
2020-05-13,71617
