date_obj,Bronze%20platebody%20(g) price
2016-03-17,221358
2016-03-18,218059
2016-03-19,218059
2016-03-20,216531
2016-03-21,216531
2016-03-22,214384
2016-03-23,214384
2016-03-24,218869
2016-03-25,218869
2016-03-26,212337
2016-03-27,212337
2016-03-28,206073
2016-03-29,206073
2016-03-30,198869
2016-03-31,198869
2016-04-01,191789
2016-04-02,191789
2016-04-03,185238
2016-04-04,181148
2016-04-05,181148
2016-04-06,183176
2016-04-07,183176
2016-04-08,183126
2016-04-09,183126
2016-04-10,177930
2016-04-11,177930
2016-04-12,176751
2016-04-13,176751
2016-04-14,177364
2016-04-15,180942
2016-04-16,180942
2016-04-17,177375
2016-04-18,177866
2016-04-19,177866
2016-04-20,175696
2016-04-21,175696
2016-04-22,172861
2016-04-23,172861
2016-04-24,168221
2016-04-25,161874
2016-04-26,161874
2016-04-27,157527
2016-04-28,157527
2016-04-29,155549
2016-04-30,154089
2016-05-01,154089
2016-05-02,156852
2016-05-03,156852
2016-05-04,159068
2016-05-05,159684
2016-05-06,159684
2016-05-07,157773
2016-05-08,157773
2016-05-09,154766
2016-05-10,151564
2016-05-11,151564
2016-05-12,153131
2016-05-13,157435
2016-05-14,157435
2016-05-15,161888
2016-05-16,161888
2016-05-17,168777
2016-05-18,169088
2016-05-19,169088
2016-05-22,162425
2016-05-23,161574
2016-05-24,161833
2016-05-25,161833
2016-05-26,159490
2016-05-27,157670
2016-05-28,157670
2016-05-29,154882
2016-05-30,154882
2016-05-31,154302
2016-06-01,155090
2016-06-02,155090
2016-06-03,157310
2016-06-04,159799
2016-06-05,159799
2016-06-06,158948
2016-06-07,158948
2016-06-08,157273
2016-06-09,156511
2016-06-10,159535
2016-06-11,159535
2016-06-12,159639
2016-06-13,159639
2016-06-14,161826
2016-06-15,161826
2016-06-16,164143
2016-06-17,165487
2016-06-18,165487
2016-06-19,167610
2016-06-20,167610
2016-06-21,169513
2016-06-22,170822
2016-06-23,170822
2016-06-24,169928
2016-06-25,169928
2016-06-26,169706
2016-06-27,169706
2016-06-28,168198
2016-06-29,168198
2016-06-30,166920
2016-07-01,168464
2016-07-02,168464
2016-07-03,170894
2016-07-04,171648
2016-07-05,171648
2016-07-06,168069
2016-07-07,162449
2016-07-08,156951
2016-07-09,150931
2016-07-10,146090
2016-07-11,142105
2016-07-12,140014
2016-07-13,139361
2016-07-14,139361
2016-07-15,138794
2016-07-16,141056
2016-07-17,141056
2016-07-18,141378
2016-07-23,136487
2016-07-24,136104
2016-07-25,131158
2016-07-26,131158
2016-07-27,127442
2016-07-28,127442
2016-07-29,124419
2016-07-30,122710
2016-07-31,122710
2016-08-01,119042
2016-08-02,119296
2016-08-03,119296
2016-08-04,118157
2016-08-05,118157
2016-08-06,117309
2016-08-07,117351
2016-08-08,117351
2016-08-09,117886
2016-08-10,116966
2016-08-11,116966
2016-08-12,115335
2016-08-13,115335
2016-08-14,113806
2016-08-15,110905
2016-08-16,109545
2016-08-17,109545
2016-08-18,105975
2016-08-19,105975
2016-08-20,103740
2016-08-21,103740
2016-08-22,100582
2016-08-23,100582
2016-08-24,99202
2016-08-25,99202
2016-08-26,97765
2016-08-28,94457
2016-08-31,91466
2016-09-01,91727
2016-09-02,91727
2016-09-03,92426
2016-09-04,91298
2016-09-05,91298
2016-09-06,90187
2016-09-07,90187
2016-09-08,90720
2016-09-09,90720
2016-09-10,91868
2016-09-11,91868
2016-09-12,92763
2016-09-13,94210
2016-09-14,94210
2016-09-15,94697
2016-09-16,94697
2016-09-17,96548
2016-09-18,96548
2016-09-19,97435
2016-09-20,97435
2016-09-21,99790
2016-09-22,99190
2016-09-23,99190
2016-09-24,96769
2016-09-25,96834
2016-09-26,96834
2016-09-27,99467
2016-09-28,102021
2016-09-29,102021
2016-09-30,104648
2016-10-01,106766
2016-10-02,106766
2016-10-03,110984
2016-10-04,110984
2016-10-05,113500
2016-10-06,113500
2016-10-07,117748
2016-10-08,121086
2016-10-09,121086
2016-10-10,122864
2016-10-11,126194
2016-10-12,126194
2016-10-13,130952
2016-10-14,134256
2016-10-15,134256
2016-10-16,137281
2016-10-17,138401
2016-10-18,138401
2016-10-19,138347
2016-10-20,138347
2016-10-21,140758
2016-10-22,140758
2016-10-23,137247
2016-10-24,136454
2016-10-25,136454
2016-10-26,136089
2016-10-27,136089
2016-10-28,132270
2016-10-29,127644
2016-10-30,127644
2016-10-31,125737
2016-11-01,125737
2016-11-02,127667
2016-11-03,127667
2016-11-04,129575
2016-11-05,129575
2016-11-06,134883
2016-11-07,134883
2016-11-08,137553
2016-11-09,137553
2016-11-10,139204
2016-11-11,139204
2016-11-12,139004
2016-11-13,139004
2016-11-14,140400
2016-11-15,140400
2016-12-07,170463
2016-12-08,170839
2016-12-09,173450
2016-12-10,173450
2016-12-11,173808
2016-12-12,173808
2016-12-13,173181
2016-12-14,176281
2016-12-15,176281
2016-12-16,179269
2016-12-17,180459
2016-12-18,180459
2016-12-19,182891
2016-12-20,182891
2016-12-21,183576
2016-12-22,183576
2016-12-23,186765
2016-12-24,186765
2016-12-25,189482
2016-12-26,189482
2016-12-27,191502
2016-12-28,191502
2016-12-29,192371
2016-12-30,192371
2016-12-31,190005
2017-01-01,190005
2017-01-02,191156
2017-01-03,191156
2017-01-04,194598
2017-01-05,194598
2017-01-06,201172
2017-01-07,200826
2017-01-08,199864
2017-01-09,199864
2017-01-10,200159
2017-01-11,200159
2017-01-12,203300
2017-01-13,203300
2017-01-14,203170
2017-01-15,203170
2017-01-16,198514
2017-01-17,198514
2017-01-18,196748
2017-01-19,196748
2017-01-20,195668
2017-01-21,192669
2017-01-22,192669
2017-01-23,192262
2017-01-27,186878
2017-01-28,186671
2017-01-29,186671
2017-01-30,187271
2017-01-31,187271
2017-02-01,186641
2017-02-02,186641
2017-02-03,188672
2017-02-04,188268
2017-02-05,188268
2017-02-06,187980
2017-02-07,187980
2017-02-08,187072
2017-02-09,187072
2017-02-10,186704
2017-02-11,184964
2017-02-12,184964
2017-02-13,183493
2017-02-14,183493
2017-02-15,182351
2017-02-16,182351
2017-02-18,180710
2017-02-19,177947
2017-02-20,177947
2017-02-21,176563
2017-02-22,176563
2017-02-23,177544
2017-02-24,177544
2017-02-25,176075
2017-02-26,176075
2017-02-27,177350
2017-02-28,178836
2017-03-01,178836
2017-03-02,179784
2017-03-03,179784
2017-03-04,177308
2017-03-05,177308
2017-03-06,177767
2017-03-07,177767
2017-03-08,175575
2017-03-09,175575
2017-03-10,171227
2017-03-11,174434
2017-03-12,174434
2017-03-13,175677
2017-03-14,174926
2017-03-15,174926
2017-03-16,173037
2017-03-17,173037
2017-03-18,170074
2017-03-19,167572
2017-03-20,165184
2017-03-21,162806
2017-03-22,162806
2017-03-23,162232
2017-03-24,161378
2017-03-25,161378
2017-03-26,161312
2017-03-27,161312
2017-03-28,160747
2017-03-29,161607
2017-03-30,161607
2017-03-31,160789
2017-04-01,160789
2017-04-02,161448
2017-04-03,162114
2017-04-04,162114
2017-04-12,155008
2017-04-13,150966
2017-04-14,150966
2017-04-15,151490
2017-04-16,150562
2017-04-17,150613
2017-04-18,150613
2017-04-19,149680
2017-04-20,149680
2017-04-21,147427
2017-04-22,147427
2017-04-23,148041
2017-04-24,148041
2017-04-25,149830
2017-04-26,149830
2017-04-27,150172
2017-04-28,150172
2017-04-29,151909
2017-04-30,151909
2017-05-01,153017
2017-05-02,153017
2017-05-03,153636
2017-05-04,153636
2017-05-05,153323
2017-05-06,153323
2017-05-07,154271
2017-05-08,154271
2017-05-09,155211
2017-05-10,155211
2017-05-11,153095
2017-05-12,153095
2017-05-13,150941
2017-05-14,150941
2017-05-15,151337
2017-05-16,151337
2017-05-17,149717
2017-05-18,149717
2017-05-19,146860
2017-05-20,145970
2017-05-21,145970
2017-05-22,141891
2017-05-23,141891
2017-05-24,140705
2017-05-25,140705
2017-05-26,140599
2017-05-27,140599
2017-05-28,139001
2017-05-29,139001
2017-05-30,137831
2017-05-31,137831
2017-06-01,138123
2017-06-02,138123
2017-06-03,137468
2017-06-04,137468
2017-06-05,137893
2017-06-06,138134
2017-06-07,138134
2017-06-08,140260
2017-06-09,140260
2017-06-10,137379
2017-06-11,137379
2017-06-12,133842
2017-06-13,133842
2017-06-14,131184
2017-06-15,131184
2017-06-16,128731
2017-06-17,128731
2017-06-18,128610
2017-06-19,128610
2017-06-20,127514
2017-06-21,127514
2017-06-22,125524
2017-06-23,125524
2017-06-24,122584
2017-06-25,122584
2017-06-26,117447
2017-06-27,113558
2017-06-28,113558
2017-06-29,109470
2017-06-30,106273
2017-07-01,106273
2017-07-02,103366
2017-07-03,103366
2017-07-04,100328
2017-07-05,100328
2017-07-06,97623
2017-07-07,97623
2017-07-08,97636
2017-07-13,101544
2017-07-14,103007
2017-07-15,103007
2017-07-16,104846
2017-07-17,104846
2017-07-18,105688
2017-07-19,105688
2017-07-20,106789
2017-07-21,106789
2017-07-22,107651
2017-07-23,107651
2017-07-24,109134
2017-07-25,109134
2017-07-26,110809
2017-07-27,110809
2017-07-28,111747
2017-07-29,111747
2017-07-30,110955
2017-07-31,110955
2017-08-01,114927
2017-08-02,115508
2017-08-03,115508
2017-08-04,118336
2017-08-05,118707
2017-08-06,118707
2017-08-09,123467
2017-08-10,123467
2017-08-11,124583
2017-08-12,124583
2017-08-13,123626
2017-08-14,123626
2017-08-15,124771
2017-08-16,124771
2017-08-17,126015
2017-08-18,126015
2017-08-19,128612
2017-08-20,127687
2017-08-21,127687
2017-08-22,126466
2017-08-23,126466
2017-08-24,125895
2017-08-25,125895
2017-08-26,125546
2017-08-27,125546
2017-08-28,125149
2017-08-29,125149
2017-08-30,124355
2017-08-31,124355
2017-09-01,124845
2017-09-02,124234
2017-09-03,124234
2017-09-04,124234
2017-09-05,124527
2017-09-06,124527
2017-09-07,123078
2017-09-08,123078
2017-09-09,125512
2017-09-10,125986
2017-09-11,125986
2017-09-12,124881
2017-09-13,126799
2017-09-14,126838
2017-09-15,126838
2017-09-16,127842
2017-09-17,128881
2017-09-18,128881
2017-09-19,129629
2017-09-20,131357
2017-09-21,131357
2017-09-22,132113
2017-09-23,132113
2017-09-24,134209
2017-09-25,134209
2017-09-26,133204
2017-09-27,133204
2017-09-28,131457
2017-09-29,133123
2017-09-30,133123
2017-10-01,133072
2017-10-02,133072
2017-10-03,132568
2017-10-04,132568
2017-10-05,131808
2017-10-06,131808
2017-10-07,130341
2017-10-08,130341
2017-10-09,127273
2017-10-10,127273
2017-10-11,124338
2017-10-12,123043
2017-10-13,123043
2017-10-14,122390
2017-10-15,122390
2017-10-16,122409
2017-10-17,122409
2017-10-18,126816
2017-10-19,126816
2017-10-20,126816
2017-10-21,130362
2017-10-22,133198
2017-10-23,133198
2017-10-24,134442
2017-10-25,134442
2017-10-26,133311
2017-10-27,133311
2017-10-28,133539
2017-10-29,133539
2017-10-30,131559
2017-10-31,131559
2017-11-01,131559
2017-11-02,129942
2017-11-03,129942
2017-11-04,129255
2017-11-05,129255
2017-11-06,127383
2017-11-07,127383
2017-11-08,124073
2017-11-09,124073
2017-11-10,121694
2017-11-11,121694
2017-11-12,120155
2017-11-13,120155
2017-11-14,118031
2017-11-15,118031
2017-11-16,116486
2017-11-17,116486
2017-11-18,114298
2017-11-19,114298
2017-11-20,111434
2017-11-21,111434
2017-11-22,108629
2017-11-23,108629
2017-11-24,106421
2017-11-25,106421
2017-11-26,105828
2017-11-27,105828
2017-11-28,106369
2017-11-29,106369
2017-11-30,108139
2017-12-01,110205
2017-12-02,110205
2017-12-03,109226
2017-12-04,109226
2017-12-05,105987
2017-12-06,105987
2017-12-07,105936
2017-12-08,105936
2017-12-09,105936
2017-12-10,106587
2017-12-11,107662
2017-12-12,107662
2017-12-13,106160
2017-12-14,106160
2017-12-15,106284
2017-12-16,106284
2017-12-17,106911
2017-12-18,107351
2017-12-19,107351
2017-12-20,106448
2017-12-21,106448
2017-12-22,106508
2017-12-23,106508
2017-12-24,107162
2017-12-25,107162
2017-12-26,107320
2017-12-27,107320
2017-12-28,109286
2017-12-29,109286
2017-12-30,111752
2017-12-31,111752
2018-01-01,110986
2018-01-02,110986
2018-01-03,113749
2018-01-04,113749
2018-01-05,114730
2018-01-06,115702
2018-01-07,115702
2018-01-08,117137
2018-01-09,117137
2018-01-10,118340
2018-01-11,118340
2018-01-12,120455
2018-01-13,120455
2018-01-14,123440
2018-01-15,123440
2018-01-16,125242
2018-01-17,127176
2018-01-18,127176
2018-01-19,129151
2018-01-20,129151
2018-01-21,130664
2018-01-22,130664
2018-01-23,131794
2018-01-24,131794
2018-01-25,133544
2018-01-26,133544
2018-01-27,135656
2018-01-28,137950
2018-01-29,137950
2018-01-30,139480
2018-01-31,139480
2018-02-01,141116
2018-02-02,141116
2018-02-03,143042
2018-02-04,143042
2018-02-05,144376
2018-02-06,144376
2018-02-07,146543
2018-02-08,146543
2018-02-09,148295
2018-02-10,148295
2018-02-11,148264
2018-02-12,147559
2018-02-13,147559
2018-02-14,146885
2018-02-15,146885
2018-02-16,145539
2018-02-17,144064
2018-02-18,144064
2018-02-19,143031
2018-02-20,143031
2018-02-21,142715
2018-02-22,142715
2018-02-23,142431
2018-02-24,142431
2018-02-25,142406
2018-02-26,142406
2018-02-27,142553
2018-02-28,142553
2018-03-01,143827
2018-03-02,145460
2018-03-03,148540
2018-03-04,148540
2018-03-05,151675
2018-03-06,151675
2018-03-07,153023
2018-03-08,153023
2018-03-09,155087
2018-03-10,155087
2018-03-11,156456
2018-03-12,156456
2018-03-13,157200
2018-03-14,157200
2018-03-15,157817
2018-03-16,157817
2018-03-17,159245
2018-03-18,159245
2018-03-19,159245
2018-03-20,159195
2018-03-21,159195
2018-03-23,158317
2018-03-24,158317
2018-03-25,151066
2018-03-26,151066
2018-03-27,143512
2018-03-28,143512
2018-03-29,138368
2018-03-30,138368
2018-03-31,138143
2018-04-01,138143
2018-04-02,139022
2018-04-03,139022
2018-04-04,141815
2018-04-05,141815
2018-04-06,142546
2018-04-07,142546
2018-04-08,142546
2018-04-09,145325
2018-04-10,145325
2018-04-11,148141
2018-04-12,148141
2018-04-13,148105
2018-04-14,148105
2018-04-15,148448
2018-04-16,148448
2018-04-17,148448
2018-04-18,149745
2018-04-19,149745
2018-04-20,151292
2018-04-21,151292
2018-04-22,153684
2018-04-23,153684
2018-04-24,154096
2018-04-25,154096
2018-04-26,154096
2018-04-27,155640
2018-04-28,155640
2018-04-29,157361
2018-04-30,157361
2018-05-01,159176
2018-05-02,159176
2018-05-03,159176
2018-05-04,161801
2018-05-05,162868
2018-05-06,162868
2018-05-07,164764
2018-05-08,164764
2018-05-09,167307
2018-05-10,167307
2018-05-11,167307
2018-05-12,168519
2018-05-13,168519
2018-05-14,169973
2018-05-15,169973
2018-05-16,171317
2018-05-17,171317
2018-05-18,171360
2018-05-19,171360
2018-05-20,171638
2018-05-21,171638
2018-05-22,168881
2018-05-23,165296
2018-05-24,165296
2018-05-25,163247
2018-05-26,159225
2018-05-27,159225
2018-05-28,155414
2018-05-29,155414
2018-05-30,153965
2018-05-31,153965
2018-06-01,153765
2018-06-02,153647
2018-06-03,153647
2018-06-04,152758
2018-06-05,152758
2018-06-06,152451
2018-06-07,152451
2018-06-08,151908
2018-06-09,151908
2018-06-10,151367
2018-06-11,151367
2018-06-12,148464
2018-06-13,148464
2018-06-14,144578
2018-06-15,144578
2018-06-16,143471
2018-06-17,143546
2018-06-18,143546
2018-06-19,141058
2018-06-20,141058
2018-06-21,137377
2018-06-22,137377
2018-06-23,134015
2018-06-24,134015
2018-06-25,132277
2018-06-26,132277
2018-06-27,132277
2018-06-28,133793
2018-06-29,133793
2018-06-30,130616
2018-07-01,130616
2018-07-02,126583
2018-07-03,126583
2018-07-04,124107
2018-07-05,124107
2018-07-06,123305
2018-07-07,123305
2018-07-08,123198
2018-07-09,123198
2018-07-10,124068
2018-07-11,124068
2018-07-12,124068
2018-07-13,122506
2018-07-14,122402
2018-07-15,122402
2018-07-16,122710
2018-07-17,124199
2018-07-18,124199
2018-07-19,127024
2018-07-20,127024
2018-07-21,127408
2018-07-22,127408
2018-07-23,126759
2018-07-24,126759
2018-07-25,124500
2018-07-26,124500
2018-07-27,123461
2018-07-28,123461
2018-07-29,122953
2018-07-30,122953
2018-07-31,123722
2018-08-01,123722
2018-08-02,122182
2018-08-03,122182
2018-08-04,122419
2018-08-05,122419
2018-08-06,120781
2018-08-07,120781
2018-08-08,118727
2018-08-09,118727
2018-08-10,117914
2018-08-11,117914
2018-08-12,120053
2018-08-14,122093
2018-08-16,122440
2018-08-17,119686
2018-08-18,119686
2018-08-19,116171
2018-08-20,114483
2018-08-21,114483
2018-08-22,114759
2018-08-23,114759
2018-08-24,115640
2018-08-25,117470
2018-08-26,117470
2018-08-27,118677
2018-08-28,120390
2018-08-29,120390
2018-08-30,121764
2018-08-31,122972
2018-09-01,121548
2018-09-02,121548
2018-09-03,123668
2018-09-04,125805
2018-09-05,125805
2018-09-06,126740
2018-09-07,126593
2018-09-08,128787
2018-09-09,128787
2018-09-10,128200
2018-09-11,128200
2018-09-12,129026
2018-09-13,129026
2018-09-14,126955
2018-09-15,126165
2018-09-16,126165
2018-09-17,127285
2018-09-18,129344
2018-09-19,129344
2018-09-20,134456
2018-09-21,134456
2018-09-22,135293
2018-09-23,135293
2018-09-24,136660
2018-09-25,136660
2018-09-26,138230
2018-09-27,138230
2018-09-28,136562
2018-09-29,136562
2018-09-30,137058
2018-10-01,136427
2018-10-02,136427
2018-10-03,136770
2018-10-04,136770
2018-10-05,138299
2018-10-06,138988
2018-10-07,138988
2018-10-08,139436
2018-10-09,139436
2018-10-10,139157
2018-10-11,139157
2018-10-12,136252
2018-10-13,135108
2018-10-14,135108
2018-10-15,136413
2018-10-16,136413
2018-10-17,136712
2018-10-18,136712
2018-10-19,139959
2018-10-20,139959
2018-10-21,141543
2018-10-22,141787
2018-10-23,141787
2018-10-24,144784
2018-10-25,144784
2018-10-26,143508
2018-10-27,143508
2018-10-28,143694
2018-10-29,143694
2018-10-30,141883
2018-10-31,141353
2018-11-01,146976
2018-11-03,153286
2018-11-04,156049
2018-11-05,160188
2018-11-06,166302
2018-11-07,173302
2018-11-08,181889
2018-11-09,190984
2018-11-10,200266
2018-11-11,210280
2018-11-12,219682
2018-11-13,229950
2018-11-15,252750
2018-11-16,265388
2018-11-17,277564
2018-11-18,288407
2018-11-19,296817
2018-11-20,294650
2018-11-21,298709
2018-11-22,301221
2018-11-23,297435
2018-11-24,289652
2018-11-25,282594
2018-11-26,273327
2018-11-27,262741
2018-11-28,255304
2018-11-29,245185
2018-12-01,223087
2018-12-02,212446
2018-12-03,212446
2018-12-04,202575
2018-12-05,192598
2018-12-07,186576
2018-12-09,173012
2018-12-10,166169
2018-12-11,161022
2018-12-12,157214
2018-12-13,155530
2018-12-14,154982
2018-12-15,151820
2018-12-16,146868
2018-12-17,146868
2018-12-18,143591
2018-12-19,138074
2018-12-20,132735
2018-12-21,127892
2018-12-22,121818
2018-12-23,118855
2018-12-24,117871
2018-12-25,120761
2018-12-26,123629
2018-12-27,126687
2018-12-28,126687
2018-12-29,130057
2018-12-30,132472
2018-12-31,136734
2019-01-01,140242
2019-01-02,142431
2019-01-03,142511
2019-01-04,142299
2019-01-05,143591
2019-01-06,144534
2019-01-08,145717
2019-01-10,148937
2019-01-11,149179
2019-01-12,146147
2019-01-13,143166
2019-01-14,142887
2019-01-15,142102
2019-01-16,142336
2019-01-17,143269
2019-01-18,142268
2019-01-19,139263
2019-01-20,134855
2019-01-21,132254
2019-01-22,132983
2019-01-23,134397
2019-01-24,132804
2019-01-25,130784
2019-01-26,128730
2019-01-27,126309
2019-01-28,125714
2019-01-29,125484
2019-01-30,126834
2019-01-31,126834
2019-02-01,128141
2019-02-02,128141
2019-02-03,129433
2019-02-04,129433
2019-02-05,127352
2019-02-06,127352
2019-02-07,125682
2019-02-08,122188
2019-02-09,120025
2019-02-10,121996
2019-02-11,125347
2019-02-12,125347
2019-02-13,124223
2019-02-14,124223
2019-02-15,124190
2019-02-16,126419
2019-02-17,126659
2019-02-18,127326
2019-02-19,127326
2019-02-20,123913
2019-02-21,119916
2019-02-22,119916
2019-02-23,119585
2019-02-24,121657
2019-02-25,123099
2019-02-26,123099
2019-02-27,123725
2019-02-28,123725
2019-03-01,121434
2019-03-02,121434
2019-03-03,118517
2019-03-04,119245
2019-03-05,119313
2019-03-06,118670
2019-03-07,116117
2019-03-08,116117
2019-03-09,115573
2019-03-10,113312
2019-03-11,114052
2019-03-12,115512
2019-03-13,115512
2019-03-14,119035
2019-03-15,119035
2019-03-16,120956
2019-03-17,122747
2019-03-18,122747
2019-03-19,123711
2019-03-20,125345
2019-03-21,126517
2019-03-22,126517
2019-03-23,127365
