date_obj,Bandos%20full%20helm price
2015-07-18,21483
2015-07-19,21264
2015-07-20,21040
2015-07-21,21040
2015-07-22,21257
2015-07-23,21257
2015-07-24,20904
2015-07-25,20904
2015-07-26,21349
2015-07-27,21482
2015-07-28,21040
2015-07-29,20735
2015-07-30,20684
2015-07-31,20684
2015-08-01,20910
2015-08-02,21395
2015-08-03,21439
2015-08-04,21362
2015-08-05,21775
2015-08-06,22379
2015-08-07,23149
2015-08-08,23185
2015-08-09,23229
2015-08-10,23112
2015-08-11,23330
2015-08-12,23330
2015-08-13,23118
2015-08-14,22902
2015-08-15,22902
2015-08-16,23606
2015-08-17,24523
2015-08-18,23708
2015-08-19,23295
2015-08-20,23295
2015-08-21,23232
2015-08-22,22782
2015-08-23,22782
2015-08-24,22327
2015-08-25,22327
2015-08-26,21944
2015-08-27,21386
2015-08-28,21386
2015-08-29,20993
2015-08-30,20993
2015-08-31,21139
2015-09-01,21099
2015-09-02,21099
2015-09-03,20730
2015-09-04,20550
2015-09-05,20550
2015-09-06,20481
2015-09-07,20544
2015-09-08,20966
2015-09-09,21398
2015-09-10,21426
2015-09-11,21058
2015-09-12,21058
2015-09-13,20658
2015-09-14,20658
2015-09-15,20438
2015-09-16,20438
2015-09-17,20550
2015-09-18,20550
2015-09-19,20779
2015-09-20,20779
2015-09-21,21099
2015-09-22,21520
2015-09-23,21748
2015-09-24,21748
2015-09-25,21657
2015-09-27,21690
2015-09-28,21910
2015-09-29,21910
2015-09-30,21513
2015-10-05,20638
2015-10-06,20782
2015-10-07,20782
2015-10-08,20518
2015-10-09,20370
2015-10-10,20370
2015-10-11,20664
2015-10-12,20664
2015-10-13,20445
2015-10-14,20445
2015-10-15,20370
2015-10-16,20511
2015-10-17,20511
2015-10-18,20860
2015-10-19,21229
2015-10-20,20908
2015-10-22,20500
2015-10-23,20913
2015-10-24,20990
2015-10-25,20783
2015-10-26,20614
2015-10-27,20614
2015-10-28,20800
2015-10-29,20800
2015-10-30,21792
2015-10-31,22016
2015-11-01,22016
2015-11-02,22128
2015-11-03,22128
2015-11-04,21887
2015-11-05,21335
2015-11-06,21335
2015-11-07,22021
2015-11-08,22021
2015-11-09,21806
2015-11-10,21806
2015-11-11,21775
2015-11-12,21775
2015-11-13,21898
2015-11-14,21611
2015-11-15,21111
2015-11-16,21111
2015-11-17,21296
2015-11-18,21296
2015-11-19,21296
2015-11-20,21385
2015-11-21,21385
2015-11-22,20588
2015-11-23,20588
2015-11-24,21064
2015-11-25,21155
2015-11-26,21155
2015-11-27,21524
2015-11-28,21638
2015-11-29,21638
2015-11-30,21977
2015-12-01,21977
2015-12-02,22465
2015-12-03,22465
2015-12-04,21999
2015-12-05,21285
2015-12-06,20504
2015-12-07,20504
2015-12-08,20855
2015-12-09,21282
2015-12-10,21282
2015-12-11,20782
2015-12-12,20782
2015-12-13,21015
2015-12-14,21015
2015-12-15,21533
2015-12-16,21972
2015-12-17,21972
2015-12-18,21971
2015-12-19,21971
2015-12-20,22342
2015-12-21,22342
2015-12-22,22578
2015-12-23,23057
2015-12-24,23057
2015-12-25,22801
2015-12-26,22561
2015-12-27,22504
2015-12-28,22504
2015-12-29,23070
2015-12-30,22911
2015-12-31,22219
2016-01-01,22219
2016-01-02,22308
2016-01-03,22458
2016-01-04,21957
2016-01-05,21616
2016-01-06,21062
2016-01-07,21062
2016-01-08,21001
2016-01-09,21001
2016-01-10,20597
2016-01-11,20563
2016-01-12,20908
2016-01-13,20908
2016-01-14,21954
2016-01-15,22275
2016-01-16,22298
2016-01-17,22435
2016-01-18,22995
2016-01-19,22995
2016-01-20,22969
2016-01-21,22969
2016-01-22,23125
2016-01-23,22890
2016-01-24,22106
2016-01-25,21777
2016-01-26,21777
2016-01-27,21578
2016-01-28,21578
2016-01-29,21689
2016-01-30,21689
2016-01-31,21567
2016-02-01,21183
2016-02-02,21183
2016-02-03,21424
2016-02-04,21424
2016-02-05,21335
2016-02-06,21315
2016-02-07,21315
2016-02-08,21371
2016-02-09,20850
2016-02-10,20954
2016-02-11,20954
2016-02-12,21301
2016-02-13,21199
2016-02-14,21199
2016-02-15,20957
2016-02-16,20945
2016-02-17,21142
2016-02-18,21142
2016-02-19,20709
2016-02-20,20832
2016-02-21,20861
2016-02-22,20861
2016-02-23,21033
2016-02-24,21033
2016-02-25,21130
2016-02-26,21130
2016-02-27,20724
2016-02-28,20650
2016-02-29,20912
2016-03-01,21291
2016-03-02,21291
2016-03-03,21414
2016-03-04,21214
2016-03-05,20657
2016-03-06,20541
2016-03-07,20541
2016-03-08,20934
2016-03-09,21213
2016-03-10,21396
2016-03-11,21396
2016-03-12,21253
2016-03-13,21253
2016-03-14,21024
2016-03-15,20989
2016-03-16,21260
2016-03-17,21593
2016-03-18,21644
2016-03-19,21560
2016-03-20,20832
2016-03-21,20832
2016-03-22,20965
2016-03-23,21213
2016-03-24,21555
2016-03-25,21499
2016-03-26,21353
2016-03-27,21353
2016-03-28,21039
2016-03-29,21114
2016-03-30,21114
2016-03-31,21882
2016-04-01,22882
2016-04-02,23987
2016-04-03,25187
2016-04-04,26291
2016-04-05,26291
2016-04-06,27374
2016-04-07,28700
2016-04-08,28957
2016-04-09,28428
2016-04-10,28703
2016-04-11,28703
2016-04-12,28658
2016-04-13,29186
2016-04-14,29128
2016-04-15,29231
2016-04-16,29333
2016-04-17,28604
2016-04-18,27669
2016-04-19,26368
2016-04-20,25601
2016-04-21,24835
2016-04-22,24835
2016-04-23,24298
2016-04-24,23661
2016-04-25,23107
2016-04-26,23063
2016-04-27,23132
2016-04-28,23413
2016-04-29,23489
2016-04-30,23502
2016-05-01,23610
2016-05-02,23237
2016-05-03,22392
2016-05-04,21759
2016-05-05,21504
2016-05-06,21504
2016-05-07,21326
2016-05-08,21118
2016-05-09,21146
2016-05-10,20751
2016-05-11,20605
2016-05-12,20821
2016-05-13,21254
2016-05-14,21407
2016-05-15,21339
2016-05-16,21394
2016-05-17,21638
2016-05-18,21934
2016-05-19,22067
2016-05-22,21386
2016-05-23,21595
2016-05-24,21508
2016-05-25,21373
2016-05-26,21469
2016-05-27,21006
2016-05-28,21006
2016-05-29,21039
2016-05-30,21039
2016-05-31,21215
2016-06-01,21228
2016-06-02,21847
2016-06-03,21844
2016-06-04,21854
2016-06-05,21603
2016-06-06,21411
2016-06-07,21411
2016-06-08,21763
2016-06-09,21636
2016-06-10,21565
2016-06-11,21658
2016-06-12,21272
2016-06-13,21568
2016-06-14,21154
2016-06-15,21636
2016-06-16,21755
2016-06-17,21508
2016-06-18,21091
2016-06-19,20993
2016-06-20,21299
2016-06-21,21190
2016-06-22,21374
2016-06-23,21589
2016-06-24,21880
2016-06-25,21881
2016-06-26,22294
2016-06-27,22044
2016-06-28,22037
2016-06-29,23006
2016-06-30,23529
2016-07-01,23267
2016-07-02,22840
2016-07-03,22744
2016-07-04,22509
2016-07-05,22022
2016-07-06,21473
2016-07-07,20895
2016-07-08,20870
2016-07-09,20817
2016-07-10,20934
2016-07-11,21172
2016-07-12,21138
2016-07-13,21478
2016-07-14,21157
2016-07-15,20998
2016-07-16,21321
2016-07-17,21321
2016-07-18,21458
2016-07-23,20768
2016-07-24,21189
2016-07-25,21415
2016-07-26,21415
2016-07-27,21509
2016-07-28,21509
2016-07-29,21544
2016-07-30,21676
2016-07-31,21676
2016-08-01,21577
2016-08-02,21715
2016-08-03,21832
2016-08-04,22149
2016-08-05,22149
2016-08-06,22116
2016-08-07,21746
2016-08-08,21746
2016-08-09,21656
2016-08-10,21742
2016-08-11,21742
2016-08-12,21240
2016-08-13,21240
2016-08-14,21020
2016-08-15,21019
2016-08-16,21034
2016-08-17,21048
2016-08-18,21048
2016-08-19,21280
2016-08-20,21300
2016-08-21,21300
2016-08-22,21153
2016-08-23,20742
2016-08-24,21213
2016-08-25,21653
2016-08-26,21653
2016-08-28,21453
2016-08-31,21477
2016-09-01,21576
2016-09-02,21576
2016-09-03,22023
2016-09-04,22329
2016-09-05,22337
2016-09-06,22820
2016-09-07,22820
2016-09-08,22568
2016-09-09,22568
2016-09-10,22231
2016-09-11,22231
2016-09-12,22385
2016-09-13,21909
2016-09-14,21909
2016-09-15,21751
2016-09-16,21751
2016-09-17,21980
2016-09-18,22376
2016-09-19,22497
2016-09-20,22497
2016-09-21,23079
2016-09-22,23862
2016-09-23,24329
2016-09-24,24329
2016-09-25,24057
2016-09-26,24057
2016-09-27,23558
2016-09-28,23115
2016-09-29,23115
2016-09-30,22908
2016-10-01,22268
2016-10-02,22268
2016-10-03,21857
2016-10-04,21362
2016-10-05,21202
2016-10-06,21513
2016-10-07,21513
2016-10-08,21508
2016-10-09,21508
2016-10-10,21276
2016-10-11,21190
2016-10-12,21190
2016-10-13,20959
2016-10-14,21028
2016-10-15,21449
2016-10-16,21464
2016-10-17,21448
2016-10-18,21448
2016-10-19,21854
2016-10-20,22485
2016-10-21,22272
2016-10-22,22272
2016-10-23,21813
2016-10-24,21464
2016-10-25,21464
2016-10-26,21364
2016-10-27,21364
2016-10-28,21151
2016-10-29,20917
2016-10-30,20890
2016-10-31,21190
2016-11-01,21190
2016-11-02,21515
2016-11-03,21515
2016-11-04,21807
2016-11-05,21807
2016-11-06,21877
2016-11-07,21720
2016-11-08,21612
2016-11-09,21645
2016-11-10,22004
2016-11-11,22435
2016-11-12,22237
2016-11-13,22237
2016-11-14,22430
2016-11-15,22539
2016-12-07,22637
2016-12-08,22322
2016-12-09,22570
2016-12-10,22570
2016-12-11,22650
2016-12-12,22446
2016-12-13,22082
2016-12-14,22210
2016-12-15,22210
2016-12-16,21974
2016-12-17,21495
2016-12-18,21553
2016-12-19,21068
2016-12-20,21092
2016-12-21,21174
2016-12-22,21174
2016-12-23,21293
2016-12-24,21706
2016-12-25,21900
2016-12-26,21932
2016-12-27,21630
2016-12-28,21596
2016-12-29,21611
2016-12-30,21611
2016-12-31,21477
2017-01-01,21485
2017-01-02,21510
2017-01-03,21837
2017-01-04,22046
2017-01-05,21516
2017-01-06,21503
2017-01-07,21273
2017-01-08,21472
2017-01-09,21611
2017-01-10,21794
2017-01-11,21687
2017-01-12,21288
2017-01-13,21468
2017-01-14,21278
2017-01-15,21217
2017-01-16,20986
2017-01-17,21074
2017-01-18,21290
2017-01-19,21361
2017-01-20,21289
2017-01-21,21167
2017-01-22,20786
2017-01-23,21066
2017-01-27,21352
2017-01-28,21393
2017-01-29,21547
2017-01-30,21380
2017-01-31,21522
2017-02-01,21522
2017-02-02,21500
2017-02-03,21679
2017-02-04,21607
2017-02-05,21180
2017-02-06,21307
2017-02-07,21396
2017-02-08,21370
2017-02-09,21370
2017-02-10,21280
2017-02-11,21036
2017-02-12,21036
2017-02-13,21126
2017-02-14,21176
2017-02-15,21429
2017-02-16,21144
2017-02-18,20822
2017-02-19,20989
2017-02-20,21273
2017-02-21,21435
2017-02-22,21435
2017-02-23,21395
2017-02-24,21787
2017-02-25,21748
2017-02-26,21705
2017-02-27,21992
2017-02-28,22727
2017-03-01,23208
2017-03-02,23422
2017-03-03,23422
2017-03-04,22701
2017-03-05,21997
2017-03-06,21702
2017-03-07,21885
2017-03-08,21624
2017-03-09,21522
2017-03-10,21136
2017-03-11,21043
2017-03-12,21053
2017-03-13,21224
2017-03-14,21460
2017-03-15,21197
2017-03-16,21556
2017-03-17,22225
2017-03-18,22151
2017-03-19,22026
2017-03-20,21609
2017-03-21,21445
2017-03-22,22022
2017-03-23,22339
2017-03-24,22014
2017-03-25,22014
2017-03-26,21724
2017-03-27,21931
2017-03-28,21621
2017-03-29,21660
2017-03-30,21517
2017-03-31,21559
2017-04-01,21652
2017-04-02,21198
2017-04-03,21711
2017-04-04,21929
2017-04-05,21929
2017-04-12,22021
2017-04-13,22063
2017-04-14,22490
2017-04-15,22333
2017-04-16,22198
2017-04-17,22255
2017-04-18,22623
2017-04-19,22511
2017-04-20,22482
2017-04-21,22670
2017-04-22,21778
2017-04-23,21152
2017-04-24,21184
2017-04-25,21346
2017-04-26,21346
2017-04-27,21081
2017-04-28,21119
2017-04-29,21166
2017-04-30,21528
2017-05-01,21812
2017-05-02,21848
2017-05-03,22048
2017-05-04,21803
2017-05-05,22007
2017-05-06,22707
2017-05-07,22678
2017-05-08,22654
2017-05-09,22663
2017-05-10,22476
2017-05-11,22592
2017-05-12,22491
2017-05-13,22180
2017-05-14,21597
2017-05-15,21653
2017-05-16,21779
2017-05-17,21751
2017-05-18,21922
2017-05-19,21922
2017-05-20,21690
2017-05-21,21690
2017-05-22,21540
2017-05-23,21244
2017-05-24,21949
2017-05-25,21298
2017-05-26,21197
2017-05-27,21081
2017-05-28,20952
2017-05-29,21358
2017-05-30,21145
2017-05-31,20944
2017-06-01,20935
2017-06-02,21335
2017-06-03,21335
2017-06-04,21770
2017-06-05,22178
2017-06-06,21702
2017-06-07,21679
2017-06-08,21679
2017-06-09,21831
2017-06-10,21931
2017-06-11,22079
2017-06-12,22079
2017-06-13,22028
2017-06-14,22041
2017-06-15,22145
2017-06-16,22216
2017-06-17,22319
2017-06-18,22277
2017-06-19,22277
2017-06-20,22285
2017-06-21,22465
2017-06-22,22465
2017-06-23,22088
2017-06-24,21604
2017-06-25,21202
2017-06-26,21318
2017-06-27,21504
2017-06-28,21558
2017-06-29,21444
2017-06-30,21439
2017-07-01,21439
2017-07-02,21343
2017-07-03,21681
2017-07-04,21755
2017-07-05,21755
2017-07-06,21412
2017-07-07,21412
2017-07-08,21410
2017-07-09,21368
2017-07-13,21191
2017-07-14,20961
2017-07-15,20961
2017-07-16,21216
2017-07-17,21475
2017-07-18,21914
2017-07-19,22300
2017-07-20,21722
2017-07-21,21626
2017-07-22,21522
2017-07-23,20949
2017-07-24,20949
2017-07-25,20912
2017-07-26,21449
2017-07-27,21752
2017-07-28,21911
2017-07-29,21994
2017-07-30,21936
2017-07-31,21936
2017-08-01,21898
2017-08-02,21726
2017-08-03,21969
2017-08-04,22086
2017-08-05,21963
2017-08-06,21852
2017-08-07,21316
2017-08-08,21630
2017-08-09,21588
2017-08-10,21521
2017-08-11,21533
2017-08-12,21347
2017-08-13,20968
2017-08-14,21231
2017-08-15,21335
2017-08-16,21138
2017-08-17,21271
2017-08-18,21271
2017-08-19,21411
2017-08-20,21148
2017-08-21,20891
2017-08-22,20902
2017-08-23,21083
2017-08-24,21575
2017-08-25,21463
2017-08-26,21173
2017-08-27,21202
2017-08-28,21107
2017-08-29,20826
2017-08-30,20613
2017-08-31,20876
2017-09-01,20876
2017-09-02,20914
2017-09-03,20914
2017-09-04,20912
2017-09-05,20782
2017-09-06,20914
2017-09-07,21039
2017-09-08,21039
2017-09-09,21236
2017-09-10,21408
2017-09-11,21988
2017-09-12,21988
2017-09-13,22052
2017-09-14,22311
2017-09-15,22311
2017-09-16,22609
2017-09-17,22668
2017-09-18,22508
2017-09-19,22508
2017-09-20,22519
2017-09-22,22153
2017-09-23,22153
2017-09-24,22297
2017-09-25,22346
2017-09-26,22034
2017-09-27,22342
2017-09-28,23361
2017-09-29,23951
2017-09-30,24730
2017-10-01,24984
2017-10-02,24806
2017-10-03,24300
2017-10-04,24300
2017-10-05,24443
2017-10-06,25198
2017-10-07,24777
2017-10-08,23538
2017-10-09,22508
2017-10-10,22140
2017-10-11,21734
2017-10-12,21322
2017-10-13,20940
2017-10-14,20968
2017-10-15,20878
2017-10-16,20738
2017-10-17,20738
2017-10-18,20740
2017-10-19,20843
2017-10-20,21003
2017-10-21,21189
2017-10-22,21242
2017-10-23,21181
2017-10-24,21219
2017-10-25,21072
2017-10-26,20828
2017-10-27,20617
2017-10-28,20617
2017-10-29,20696
2017-10-30,21171
2017-10-31,21174
2017-11-01,21174
2017-11-02,20655
2017-11-03,20544
2017-11-04,20780
2017-11-05,20583
2017-11-06,20402
2017-11-07,20605
2017-11-08,20557
2017-11-09,20882
2017-11-10,20931
2017-11-11,21285
2017-11-12,21122
2017-11-13,21082
2017-11-14,21254
2017-11-15,21159
2017-11-16,21202
2017-11-17,20949
2017-11-18,21091
2017-11-19,21298
2017-11-20,21194
2017-11-21,21179
2017-11-22,21654
2017-11-23,21051
2017-11-24,20831
2017-11-25,21117
2017-11-26,21257
2017-11-27,21257
2017-11-28,21189
2017-11-29,21620
2017-11-30,21620
2017-12-01,21542
2017-12-02,21262
2017-12-03,20803
2017-12-04,20924
2017-12-05,21128
2017-12-06,20859
2017-12-07,21158
2017-12-08,21158
2017-12-09,21063
2017-12-10,21085
2017-12-11,21372
2017-12-12,21512
2017-12-13,21617
2017-12-14,21617
2017-12-15,21894
2017-12-16,22309
2017-12-17,21441
2017-12-18,21564
2017-12-19,21103
2017-12-20,21663
2017-12-21,21334
2017-12-22,21566
2017-12-23,22196
2017-12-24,22428
2017-12-25,22228
2017-12-26,22387
2017-12-27,23080
2017-12-28,23123
2017-12-29,22868
2017-12-30,23412
2017-12-31,23642
2018-01-01,23360
2018-01-02,23198
2018-01-03,22977
2018-01-04,22556
2018-01-05,22207
2018-01-06,21978
2018-01-07,22121
2018-01-08,22561
2018-01-09,22169
2018-01-10,22285
2018-01-11,22184
2018-01-12,21738
2018-01-13,21356
2018-01-14,21141
2018-01-15,21389
2018-01-16,21487
2018-01-17,20933
2018-01-18,21021
2018-01-19,21021
2018-01-20,21078
2018-01-21,20925
2018-01-22,21064
2018-01-23,21061
2018-01-24,21158
2018-01-25,21775
2018-01-26,22657
2018-01-27,22628
2018-01-28,22849
2018-01-29,22289
2018-01-30,22488
2018-01-31,22842
2018-02-01,22842
2018-02-02,22390
2018-02-03,23153
2018-02-04,23110
2018-02-05,23431
2018-02-06,23167
2018-02-07,22851
2018-02-08,22851
2018-02-09,22433
2018-02-10,22433
2018-02-11,22085
2018-02-12,22039
2018-02-13,21897
2018-02-14,21764
2018-02-15,22220
2018-02-16,22063
2018-02-17,22034
2018-02-18,21360
2018-02-19,21081
2018-02-20,21005
2018-02-21,21531
2018-02-22,21099
2018-02-23,21097
2018-02-24,21097
2018-02-25,21486
2018-02-26,21395
2018-02-27,21208
2018-02-28,21208
2018-03-01,21101
2018-03-02,21285
2018-03-03,21547
2018-03-04,21547
2018-03-05,21848
2018-03-06,21829
2018-03-07,21662
2018-03-08,21224
2018-03-09,21259
2018-03-10,21370
2018-03-11,21312
2018-03-12,21387
2018-03-13,21480
2018-03-14,21459
2018-03-15,21104
2018-03-16,21060
2018-03-17,21058
2018-03-18,21296
2018-03-20,21413
2018-03-21,21097
2018-03-22,21465
2018-03-23,21866
2018-03-24,21990
2018-03-25,21901
2018-03-26,21478
2018-03-27,21585
2018-03-28,21585
2018-03-29,21334
2018-03-30,20708
2018-03-31,21125
2018-04-01,21361
2018-04-02,21280
2018-04-03,21530
2018-04-04,21402
2018-04-05,21402
2018-04-06,21296
2018-04-07,20961
2018-04-08,20338
2018-04-09,20942
2018-04-10,20980
2018-04-11,21225
2018-04-12,21349
2018-04-13,21359
2018-04-14,21414
2018-04-15,21571
2018-04-16,21929
2018-04-17,21753
2018-04-18,21753
2018-04-19,21555
2018-04-20,21757
2018-04-21,21720
2018-04-22,22129
2018-04-23,21915
2018-04-24,22000
2018-04-25,21965
2018-04-26,21965
2018-04-27,22212
2018-04-28,22621
2018-04-29,22875
2018-04-30,22717
2018-05-01,22806
2018-05-02,22806
2018-05-03,22871
2018-05-04,22865
2018-05-05,23146
2018-05-06,23146
2018-05-07,22939
2018-05-08,23153
2018-05-09,23149
2018-05-10,23748
2018-05-11,23764
2018-05-12,23879
2018-05-13,23879
2018-05-14,24217
2018-05-15,24217
2018-05-16,24322
2018-05-17,24547
2018-05-18,24496
2018-05-19,24498
2018-05-20,24194
2018-05-21,23171
2018-05-22,23171
2018-05-23,23031
2018-05-24,23396
2018-05-25,24108
2018-05-26,24695
2018-05-27,24695
2018-05-28,24617
2018-05-29,25047
2018-05-30,25456
2018-05-31,25641
2018-06-01,25285
2018-06-02,24674
2018-06-03,24875
2018-06-04,25123
2018-06-05,25062
2018-06-06,25171
2018-06-07,25171
2018-06-08,25384
2018-06-09,25451
2018-06-10,25405
2018-06-11,25618
2018-06-12,25144
2018-06-13,25209
2018-06-14,24727
2018-06-15,25116
2018-06-16,24434
2018-06-17,23602
2018-06-18,23690
2018-06-19,24338
2018-06-20,24338
2018-06-21,25204
2018-06-22,25001
2018-06-23,25001
2018-06-24,24656
2018-06-25,24212
2018-06-26,25116
2018-06-27,24944
2018-06-28,24680
2018-06-29,24278
2018-06-30,23770
2018-07-01,22977
2018-07-02,22977
2018-07-03,22850
2018-07-04,22337
2018-07-05,22310
2018-07-06,22864
2018-07-07,22782
2018-07-08,22287
2018-07-09,21824
2018-07-10,21497
2018-07-11,21471
2018-07-12,20663
2018-07-13,20797
2018-07-14,21125
2018-07-15,21125
2018-07-16,21542
2018-07-17,21199
2018-07-18,21219
2018-07-19,21170
2018-07-20,21288
2018-07-21,21444
2018-07-22,21462
2018-07-23,21473
2018-07-24,21685
2018-07-25,21904
2018-07-26,21771
2018-07-27,21841
2018-07-28,22062
2018-07-29,22278
2018-07-30,22154
2018-07-31,22408
2018-08-01,22408
2018-08-02,22522
2018-08-03,22353
2018-08-04,22347
2018-08-05,22355
2018-08-06,22629
2018-08-07,22818
2018-08-08,23045
2018-08-09,23045
2018-08-10,23518
2018-08-11,23767
2018-08-12,24084
2018-08-14,23619
2018-08-16,23321
2018-08-17,23349
2018-08-18,23962
2018-08-19,23537
2018-08-20,23822
2018-08-21,23740
2018-08-22,23557
2018-08-23,23873
2018-08-24,23790
2018-08-25,24071
2018-08-26,24024
2018-08-27,23784
2018-08-28,24129
2018-08-29,24216
2018-08-30,24298
2018-08-31,24527
2018-09-01,24414
2018-09-02,24220
2018-09-03,24282
2018-09-04,23453
2018-09-05,23192
2018-09-06,23192
2018-09-07,22436
2018-09-08,21755
2018-09-09,21354
2018-09-10,21456
2018-09-11,21456
2018-09-12,21879
2018-09-13,22268
2018-09-14,22010
2018-09-15,22051
2018-09-16,21976
2018-09-17,21678
2018-09-18,21790
2018-09-19,22347
2018-09-20,22218
2018-09-21,22398
2018-09-22,22306
2018-09-23,21895
2018-09-24,22544
2018-09-25,22544
2018-09-26,22964
2018-09-27,22877
2018-09-28,23152
2018-09-29,23317
2018-09-30,23321
2018-10-01,23756
2018-10-02,23678
2018-10-03,24166
2018-10-04,24524
2018-10-05,25035
2018-10-06,25513
2018-10-07,25849
2018-10-08,25904
2018-10-09,26524
2018-10-10,27444
2018-10-11,28110
2018-10-12,28242
2018-10-13,28599
2018-10-14,28283
2018-10-15,27985
2018-10-16,27433
2018-10-17,27140
2018-10-18,26870
2018-10-19,26979
2018-10-20,26979
2018-10-21,27207
2018-10-22,26612
2018-10-23,25703
2018-10-24,25883
2018-10-25,26049
2018-10-26,26753
2018-10-27,27263
2018-10-28,27012
2018-10-29,27378
2018-10-30,26954
2018-10-31,26201
2018-11-01,26027
2018-11-03,27545
2018-11-04,27875
2018-11-05,28262
2018-11-06,29169
2018-11-07,29966
2018-11-08,30907
2018-11-09,31147
2018-11-10,32516
2018-11-11,33101
2018-11-12,34169
2018-11-13,35182
2018-11-14,35289
2018-11-15,36025
2018-11-16,36290
2018-11-17,35560
2018-11-18,35419
2018-11-19,35273
2018-11-20,36152
2018-11-21,35704
2018-11-22,34929
2018-11-23,35408
2018-11-24,35691
2018-11-25,36009
2018-11-26,36322
2018-11-27,36809
2018-11-28,37438
2018-11-29,36429
2018-12-01,32960
2018-12-02,31633
2018-12-03,30442
2018-12-04,29374
2018-12-05,28246
2018-12-07,27153
2018-12-09,26555
2018-12-10,25999
2018-12-11,25116
2018-12-12,24852
2018-12-13,24561
2018-12-14,24257
2018-12-15,24096
2018-12-16,24175
2018-12-17,24295
2018-12-18,24588
2018-12-19,24496
2018-12-20,25033
2018-12-21,25779
2018-12-22,25669
2018-12-23,26210
2018-12-24,26939
2018-12-25,26820
2018-12-26,26737
2018-12-27,26614
2018-12-28,26810
2018-12-29,26349
2018-12-30,25692
2018-12-31,25868
2019-01-01,25187
2019-01-02,25306
2019-01-03,24788
2019-01-04,24464
2019-01-05,24034
2019-01-06,23699
2019-01-08,24007
2019-01-10,24346
2019-01-11,24395
2019-01-12,23968
2019-01-13,23682
2019-01-14,23107
2019-01-15,22710
2019-01-16,22492
2019-01-17,22720
2019-01-18,22427
2019-01-19,22468
2019-01-20,22687
2019-01-21,22904
2019-01-22,23125
2019-01-23,23335
2019-01-24,23584
2019-01-25,23450
2019-01-26,23673
2019-01-27,23830
2019-01-28,23699
2019-01-29,23782
2019-01-30,23252
2019-01-31,23119
2019-02-01,22996
2019-02-02,23000
2019-02-03,23160
2019-02-04,23544
2019-02-05,23693
2019-02-06,23429
2019-02-07,23545
2019-02-08,23502
2019-02-09,23736
2019-02-10,23592
2019-02-11,23605
2019-02-12,23361
2019-02-13,23497
2019-02-14,23075
2019-02-15,22777
2019-02-16,22722
2019-02-17,22836
2019-02-18,23334
2019-02-19,23852
2019-02-20,23760
2019-02-21,23301
2019-02-22,23194
2019-02-23,23058
2019-02-24,23073
2019-02-25,23517
2019-02-26,23913
2019-02-27,24107
2019-02-28,23902
2019-03-01,24041
2019-03-02,24635
2019-03-03,24688
2019-03-04,24503
2019-03-05,24142
2019-03-06,23836
2019-03-07,23721
2019-03-08,23713
2019-03-09,23869
2019-03-10,23566
2019-03-11,23119
2019-03-12,23094
2019-03-13,22931
2019-03-14,22875
2019-03-15,22998
2019-03-16,22804
2019-03-17,23058
2019-03-18,22871
2019-03-19,22776
