date_obj,Dragonstone price
2015-08-22,26200
2015-08-23,26200
2015-08-24,26200
2015-08-25,26459
2015-08-26,26459
2015-08-27,26204
2015-08-28,26204
2015-08-29,26576
2015-08-30,26576
2015-08-31,26576
2015-09-01,26574
2015-09-02,26574
2015-09-03,26574
2015-09-04,27032
2015-09-05,27032
2015-09-06,27032
2015-09-07,27265
2015-09-08,27265
2015-09-09,27829
2015-09-10,27829
2015-09-11,27672
2015-09-12,27672
2015-09-13,27672
2015-09-14,27408
2015-09-15,27408
2015-09-16,27408
2015-09-17,27145
2015-09-18,27145
2015-09-19,27145
2015-09-20,26609
2015-09-21,26609
2015-09-22,26609
2015-09-23,26649
2015-09-24,26649
2015-09-25,26649
2015-09-27,26487
2015-09-28,26487
2015-09-29,26429
2015-09-30,26429
2015-10-05,26541
2015-10-06,26541
2015-10-07,26471
2015-10-08,26471
2015-10-09,25833
2015-10-10,25833
2015-10-11,25173
2015-10-12,25173
2015-10-13,25173
2015-10-14,25511
2015-10-15,25511
2015-10-16,25986
2015-10-17,25986
2015-10-18,25986
2015-10-19,26364
2015-10-20,26364
2015-10-22,26587
2015-10-23,26587
2015-10-24,26941
2015-10-25,26941
2015-10-26,26921
2015-10-27,26921
2015-10-29,27690
2015-10-30,27690
2015-10-31,27690
2015-11-01,27332
2015-11-02,27332
2015-11-03,27332
2015-11-04,27783
2015-11-05,27783
2015-11-06,27783
2015-11-07,27590
2015-11-08,27590
2015-11-09,27590
2015-11-10,27590
2015-11-11,27213
2015-11-12,27213
2015-11-13,27213
2015-11-14,27592
2015-11-15,27592
2015-11-16,27592
2015-11-17,27383
2015-11-18,27383
2015-11-19,27383
2015-11-20,27522
2015-11-21,27522
2015-11-22,27522
2015-11-23,27551
2015-11-24,27551
2015-11-25,27668
2015-11-26,27668
2015-11-27,27668
2015-11-28,27413
2015-11-29,27413
2015-11-30,27425
2015-12-01,27425
2015-12-02,27425
2015-12-03,27536
2015-12-04,27536
2015-12-05,27536
2015-12-06,28064
2015-12-07,28064
2015-12-08,28064
2015-12-09,28380
2015-12-10,28380
2015-12-11,28380
2015-12-12,28518
2015-12-13,28518
2015-12-14,28518
2015-12-15,27953
2015-12-16,27953
2015-12-17,27953
2015-12-18,27741
2015-12-19,27741
2015-12-20,27688
2015-12-21,27688
2015-12-22,27688
2015-12-23,27865
2015-12-24,27865
2015-12-25,27865
2015-12-26,28155
2015-12-27,28155
2015-12-28,29184
2015-12-29,29184
2015-12-30,28283
2015-12-31,28283
2016-01-01,28283
2016-01-02,28532
2016-01-03,28532
2016-01-04,29244
2016-01-05,29244
2016-01-06,29305
2016-01-07,29305
2016-01-08,29462
2016-01-09,29462
2016-01-10,29462
2016-01-11,29863
2016-01-12,29863
2016-01-13,30248
2016-01-14,30248
2016-01-15,30342
2016-01-16,30342
2016-01-17,30047
2016-01-18,30047
2016-01-19,30225
2016-01-20,30225
2016-01-21,29609
2016-01-22,29609
2016-01-23,29310
2016-01-24,29310
2016-01-25,29515
2016-01-26,29515
2016-01-27,29558
2016-01-28,29558
2016-01-29,29693
2016-01-30,29693
2016-01-31,29577
2016-02-01,29577
2016-02-02,29119
2016-02-03,29119
2016-02-04,29338
2016-02-05,29338
2016-02-06,28514
2016-02-07,28514
2016-02-08,28514
2016-02-09,28310
2016-02-10,28310
2016-02-11,28342
2016-02-12,28342
2016-02-13,28123
2016-02-14,28123
2016-02-15,28116
2016-02-16,28116
2016-02-17,28662
2016-02-18,28662
2016-02-19,28662
2016-02-20,28439
2016-02-21,28206
2016-02-22,28206
2016-02-23,28206
2016-02-24,28713
2016-02-25,28713
2016-02-26,29757
2016-02-27,29757
2016-02-28,29220
2016-02-29,29220
2016-03-01,28938
2016-03-02,28938
2016-03-03,28957
2016-03-04,28957
2016-03-05,29352
2016-03-06,29352
2016-03-07,28744
2016-03-08,28744
2016-03-09,28499
2016-03-10,28499
2016-03-11,28694
2016-03-12,28694
2016-03-13,28806
2016-03-14,28806
2016-03-15,28460
2016-03-16,28460
2016-03-17,28907
2016-03-18,28907
2016-03-19,28891
2016-03-20,28891
2016-03-21,29535
2016-03-22,29535
2016-03-23,29980
2016-03-24,29980
2016-03-25,30813
2016-03-26,30813
2016-03-27,30169
2016-03-28,30169
2016-03-29,29768
2016-03-30,29768
2016-03-31,29768
2016-04-01,30029
2016-04-02,30029
2016-04-04,29901
2016-04-05,29852
2016-04-06,29852
2016-04-07,30202
2016-04-08,30202
2016-04-09,30476
2016-04-10,30476
2016-04-11,30476
2016-04-12,30866
2016-04-13,30866
2016-04-14,32287
2016-04-15,32287
2016-04-16,32810
2016-04-17,32810
2016-04-18,33051
2016-04-19,33051
2016-04-20,32842
2016-04-21,32842
2016-04-22,32842
2016-04-23,32254
2016-04-24,32254
2016-04-25,32095
2016-04-26,32095
2016-04-27,31521
2016-04-28,31521
2016-04-29,31301
2016-04-30,31301
2016-05-01,31468
2016-05-02,31468
2016-05-03,31803
2016-05-04,31803
2016-05-05,31290
2016-05-06,31290
2016-05-07,29838
2016-05-08,29838
2016-05-09,28617
2016-05-10,28617
2016-05-11,28099
2016-05-12,28099
2016-05-13,27745
2016-05-14,27745
2016-05-15,28068
2016-05-16,28068
2016-05-17,28354
2016-05-18,28354
2016-05-19,28626
2016-05-22,28211
2016-05-23,28353
2016-05-24,28353
2016-05-25,28424
2016-05-26,28424
2016-05-27,28112
2016-05-28,28112
2016-05-29,27680
2016-05-30,27680
2016-05-31,27306
2016-06-01,27306
2016-06-02,27927
2016-06-03,27927
2016-06-04,27349
2016-06-05,27349
2016-06-06,27262
2016-06-07,27262
2016-06-08,27262
2016-06-09,27155
2016-06-10,27155
2016-06-11,27394
2016-06-12,27394
2016-06-13,27707
2016-06-14,27707
2016-06-15,28067
2016-06-16,28067
2016-06-17,28334
2016-06-18,28334
2016-06-19,29601
2016-06-20,29601
2016-06-21,30310
2016-06-22,30310
2016-06-23,30903
2016-06-24,30903
2016-06-25,30888
2016-06-26,30888
2016-06-27,30500
2016-06-28,30500
2016-06-29,29738
2016-06-30,29738
2016-07-01,30241
2016-07-02,30241
2016-07-03,30170
2016-07-04,30838
2016-07-05,30838
2016-07-06,30394
2016-07-07,30394
2016-07-08,29178
2016-07-09,29178
2016-07-10,28246
2016-07-11,28246
2016-07-12,27854
2016-07-13,27854
2016-07-14,27631
2016-07-15,27631
2016-07-16,27870
2016-07-17,27870
2016-07-18,27966
2016-07-23,28787
2016-07-24,28787
2016-07-25,28858
2016-07-26,28858
2016-07-27,28675
2016-07-28,28675
2016-07-29,28849
2016-07-30,28849
2016-07-31,28744
2016-08-01,28744
2016-08-02,28481
2016-08-03,28481
2016-08-04,28686
2016-08-05,28686
2016-08-06,28821
2016-08-07,28821
2016-08-08,28565
2016-08-09,28565
2016-08-10,28699
2016-08-11,28699
2016-08-12,28699
2016-08-13,27956
2016-08-14,27956
2016-08-15,27709
2016-08-16,27709
2016-08-17,28079
2016-08-18,28079
2016-08-19,28357
2016-08-20,28357
2016-08-21,27083
2016-08-22,27083
2016-08-23,26624
2016-08-24,26624
2016-08-25,26761
2016-08-26,26761
2016-08-28,25874
2016-08-31,25979
2016-09-01,25764
2016-09-02,25764
2016-09-03,25764
2016-09-04,25770
2016-09-05,25770
2016-09-06,25219
2016-09-07,25219
2016-09-08,25219
2016-09-09,25281
2016-09-10,25281
2016-09-11,24873
2016-09-12,24873
2016-09-13,23962
2016-09-14,23962
2016-09-15,24116
2016-09-16,24116
2016-09-17,24186
2016-09-18,24186
2016-09-19,23970
2016-09-20,23970
2016-09-21,23970
2016-09-22,23769
2016-09-23,23769
2016-09-24,23769
2016-09-25,23550
2016-09-26,23550
2016-09-27,22486
2016-09-28,22486
2016-09-29,22277
2016-09-30,22277
2016-10-01,21931
2016-10-02,21931
2016-10-03,21931
2016-10-04,21133
2016-10-05,21133
2016-10-06,21357
2016-10-07,21357
2016-10-08,21613
2016-10-09,21613
2016-10-10,21613
2016-10-11,21313
2016-10-12,21313
2016-10-13,21392
2016-10-14,21392
2016-10-15,21393
2016-10-16,21393
2016-10-17,20662
2016-10-18,20662
2016-10-19,20514
2016-10-20,20514
2016-10-21,20528
2016-10-22,20528
2016-10-23,20830
2016-10-24,20830
2016-10-25,20540
2016-10-26,20540
2016-10-27,20511
2016-10-28,20511
2016-10-29,20460
2016-10-30,20460
2016-10-31,20297
2016-11-01,20297
2016-11-02,20286
2016-11-03,20286
2016-11-04,19918
2016-11-05,19918
2016-11-06,20065
2016-11-07,20065
2016-11-08,20131
2016-11-09,20131
2016-11-10,20036
2016-11-11,20036
2016-11-12,19949
2016-11-13,19949
2016-11-14,19772
2016-11-15,19772
2016-12-07,19762
2016-12-08,19762
2016-12-09,19718
2016-12-10,19718
2016-12-11,19483
2016-12-12,19483
2016-12-13,19649
2016-12-14,19649
2016-12-15,19205
2016-12-16,19205
2016-12-17,19097
2016-12-18,19097
2016-12-19,18945
2016-12-20,18945
2016-12-21,19112
2016-12-22,19112
2016-12-23,18958
2016-12-24,18958
2016-12-25,18853
2016-12-26,18853
2016-12-27,19380
2016-12-28,19380
2016-12-29,18897
2016-12-30,18897
2016-12-31,18829
2017-01-01,18829
2017-01-02,18904
2017-01-03,18904
2017-01-04,18531
2017-01-05,18531
2017-01-06,18401
2017-01-07,17905
2017-01-08,17905
2017-01-09,17118
2017-01-10,17118
2017-01-11,16964
2017-01-12,16699
2017-01-13,16699
2017-01-14,16978
2017-01-15,16756
2017-01-16,16756
2017-01-17,16827
2017-01-18,16827
2017-01-19,17130
2017-01-20,17130
2017-01-21,16759
2017-01-22,16759
2017-01-23,16967
2017-01-27,16760
2017-01-28,16962
2017-01-29,16995
2017-01-30,16995
2017-01-31,17170
2017-02-01,16962
2017-02-02,16962
2017-02-03,17031
2017-02-04,16910
2017-02-05,16910
2017-02-06,16448
2017-02-07,16448
2017-02-08,16425
2017-02-09,16425
2017-02-10,16529
2017-02-11,16846
2017-02-12,16846
2017-02-13,16923
2017-02-14,16704
2017-02-15,16704
2017-02-16,16512
2017-02-18,16097
2017-02-19,16539
2017-02-20,16539
2017-02-21,16838
2017-02-22,16838
2017-02-23,16819
2017-02-24,16819
2017-02-25,16478
2017-02-26,16478
2017-02-27,16148
2017-02-28,16132
2017-03-01,16132
2017-03-02,15625
2017-03-03,15625
2017-03-04,16170
2017-03-05,16170
2017-03-06,16368
2017-03-07,16368
2017-03-08,16157
2017-03-09,16157
2017-03-10,16173
2017-03-11,16222
2017-03-12,16222
2017-03-13,16069
2017-03-14,16003
2017-03-15,16094
2017-03-16,16094
2017-03-17,16136
2017-03-18,16136
2017-03-19,16073
2017-03-20,15816
2017-03-21,15563
2017-03-22,15563
2017-03-23,15846
2017-03-24,16153
2017-03-25,16153
2017-03-26,16247
2017-03-27,16247
2017-03-28,15955
2017-03-29,16017
2017-03-30,16017
2017-03-31,16069
2017-04-01,16069
2017-04-02,15779
2017-04-03,15745
2017-04-04,15745
2017-04-12,16423
2017-04-13,16227
2017-04-14,16227
2017-04-15,16002
2017-04-16,16240
2017-04-17,16442
2017-04-18,16442
2017-04-19,16257
2017-04-20,16257
2017-04-21,16494
2017-04-22,16494
2017-04-23,16719
2017-04-24,16719
2017-04-25,16766
2017-04-26,16766
2017-04-27,16720
2017-04-28,16720
2017-04-29,16751
2017-04-30,16751
2017-05-01,16785
2017-05-02,16602
2017-05-03,16602
2017-05-04,16677
2017-05-05,16578
2017-05-06,16578
2017-05-07,16692
2017-05-08,16692
2017-05-09,16733
2017-05-10,16733
2017-05-11,16622
2017-05-12,16596
2017-05-13,16665
2017-05-14,16665
2017-05-15,16586
2017-05-16,16537
2017-05-17,16537
2017-05-18,16496
2017-05-19,16496
2017-05-20,16620
2017-05-21,16620
2017-05-22,16497
2017-05-23,16497
2017-05-24,16234
2017-05-25,16234
2017-05-26,16068
2017-05-27,15916
2017-05-28,15916
2017-05-29,15706
2017-05-30,15706
2017-05-31,15506
2017-06-01,15127
2017-06-02,15004
2017-06-03,15004
2017-06-04,15330
2017-06-05,15330
2017-06-06,15362
2017-06-07,15362
2017-06-08,15197
2017-06-09,15197
2017-06-10,15004
2017-06-11,14772
2017-06-12,14772
2017-06-13,14472
2017-06-14,14322
2017-06-15,14322
2017-06-16,14335
2017-06-17,14335
2017-06-18,14597
2017-06-19,14597
2017-06-20,14946
2017-06-21,14946
2017-06-22,15202
2017-06-23,15202
2017-06-24,15143
2017-06-25,15143
2017-06-26,15250
2017-06-27,15409
2017-06-28,15409
2017-06-29,15543
2017-06-30,15543
2017-07-01,15904
2017-07-02,15904
2017-07-03,16012
2017-07-04,16079
2017-07-05,16079
2017-07-06,16800
2017-07-07,16800
2017-07-08,16865
2017-07-13,17437
2017-07-14,17269
2017-07-15,17269
2017-07-16,17390
2017-07-17,17567
2017-07-18,17567
2017-07-19,17549
2017-07-20,17549
2017-07-21,17382
2017-07-22,17382
2017-07-23,17557
2017-07-24,17557
2017-07-25,17499
2017-07-26,17499
2017-07-27,17233
2017-07-28,17233
2017-07-29,17313
2017-07-30,17051
2017-07-31,17051
2017-08-01,17455
2017-08-02,17422
2017-08-03,17422
2017-08-04,17333
2017-08-05,17329
2017-08-06,17329
2017-08-09,17589
2017-08-10,17603
2017-08-11,17603
2017-08-12,17519
2017-08-13,17519
2017-08-14,17265
2017-08-15,17265
2017-08-16,17435
2017-08-17,17437
2017-08-18,17437
2017-08-19,17404
2017-08-20,17220
2017-08-21,17220
2017-08-22,17687
2017-08-23,17687
2017-08-24,17655
2017-08-25,17655
2017-08-26,17632
2017-08-27,17632
2017-08-28,17559
2017-08-29,17559
2017-08-30,17760
2017-08-31,17760
2017-09-01,17767
2017-09-03,17810
2017-09-04,17844
2017-09-05,17750
2017-09-06,17750
2017-09-07,17866
2017-09-08,17866
2017-09-09,17974
2017-09-10,17974
2017-09-11,18143
2017-09-12,18143
2017-09-13,18255
2017-09-14,18014
2017-09-15,18014
2017-09-16,17978
2017-09-17,17791
2017-09-18,17791
2017-09-19,17870
2017-09-20,17703
2017-09-21,17703
2017-09-22,17602
2017-09-23,17602
2017-09-24,18084
2017-09-25,18084
2017-09-26,18103
2017-09-27,18103
2017-09-28,18124
2017-09-29,18537
2017-09-30,18537
2017-10-01,19171
2017-10-02,19171
2017-10-03,19493
2017-10-04,19493
2017-10-05,19446
2017-10-06,19446
2017-10-07,19453
2017-10-08,19453
2017-10-09,19819
2017-10-10,20314
2017-10-11,20314
2017-10-12,19948
2017-10-13,20213
2017-10-14,20306
2017-10-15,20306
2017-10-16,20622
2017-10-17,20622
2017-10-18,20365
2017-10-19,20365
2017-10-20,20410
2017-10-21,20410
2017-10-22,19610
2017-10-23,19610
2017-10-24,18834
2017-10-25,19331
2017-10-26,19331
2017-10-27,18924
2017-10-28,18924
2017-10-29,19212
2017-10-30,19702
2017-10-31,19400
2017-11-01,19400
2017-11-02,19084
2017-11-03,19084
2017-11-04,19263
2017-11-05,19263
2017-11-06,19360
2017-11-07,19360
2017-11-08,19343
2017-11-09,19336
2017-11-10,19336
2017-11-11,19479
2017-11-12,19380
2017-11-13,19380
2017-11-14,19116
2017-11-15,19116
2017-11-16,19270
2017-11-17,19270
2017-11-18,19002
2017-11-19,19129
2017-11-20,19129
2017-11-21,19073
2017-11-22,19073
2017-11-23,18461
2017-11-24,18461
2017-11-25,18164
2017-11-26,18164
2017-11-27,18137
2017-11-28,18495
2017-11-29,18495
2017-11-30,18529
2017-12-01,18952
2017-12-02,18952
2017-12-03,18960
2017-12-04,18960
2017-12-05,18565
2017-12-06,18565
2017-12-07,18791
2017-12-08,18791
2017-12-09,18991
2017-12-10,19135
2017-12-11,19135
2017-12-12,19172
2017-12-13,19172
2017-12-14,18733
2017-12-15,18772
2017-12-16,18772
2017-12-17,18836
2017-12-18,18744
2017-12-19,18744
2017-12-20,18257
2017-12-21,18285
2017-12-22,18285
2017-12-23,18130
2017-12-24,18130
2017-12-25,18032
2017-12-26,18361
2017-12-27,18361
2017-12-28,18446
2017-12-29,18446
2017-12-30,18644
2017-12-31,18644
2018-01-01,18702
2018-01-02,18702
2018-01-03,18968
2018-01-04,18443
2018-01-05,17734
2018-01-06,17526
2018-01-07,17628
2018-01-08,17691
2018-01-09,17122
2018-01-10,17216
2018-01-11,17065
2018-01-12,17026
2018-01-13,16838
2018-01-14,16650
2018-01-15,16177
2018-01-16,15925
2018-01-17,15981
2018-01-18,16020
2018-01-19,15841
2018-01-20,15803
2018-01-21,15879
2018-01-22,15970
2018-01-23,15851
2018-01-25,15497
2018-01-26,15431
2018-01-27,15449
2018-01-28,15262
2018-01-29,14997
2018-01-30,15098
2018-01-31,14914
2018-02-01,15111
2018-02-02,15067
2018-02-03,14919
2018-02-04,14807
2018-02-05,14737
2018-02-06,14816
2018-02-07,15014
2018-02-08,15080
2018-02-09,14929
2018-02-10,14987
2018-02-11,14884
2018-02-12,14361
2018-02-13,14377
2018-02-14,14146
2018-02-15,14014
2018-02-16,13638
2018-02-17,13373
2018-02-18,13411
2018-02-19,13359
2018-02-20,13500
2018-02-21,13899
2018-02-22,13787
2018-02-23,13797
2018-02-24,13725
2018-02-25,13581
2018-02-26,13588
2018-02-27,13533
2018-02-28,13204
2018-03-01,13235
2018-03-02,13215
2018-03-03,13333
2018-03-04,13229
2018-03-05,13227
2018-03-06,13230
2018-03-07,13206
2018-03-09,13113
2018-03-10,13168
2018-03-11,13093
2018-03-12,12953
2018-03-13,12948
2018-03-14,12931
2018-03-15,12992
2018-03-16,12988
2018-03-17,12879
2018-03-18,12760
2018-03-20,12641
2018-03-21,12702
2018-03-23,12633
2018-03-24,12188
2018-03-25,12131
2018-03-26,12041
2018-03-27,11713
2018-03-28,11739
2018-03-29,11793
2018-03-30,11839
2018-03-31,11518
2018-04-01,11377
2018-04-02,11336
2018-04-03,11390
2018-04-04,11380
2018-04-05,11351
2018-04-06,11409
2018-04-07,11411
2018-04-08,11620
2018-04-09,11594
2018-04-10,11547
2018-04-11,11405
2018-04-12,11394
2018-04-13,11401
2018-04-14,11372
2018-04-15,11562
2018-04-16,11296
2018-04-17,11401
2018-04-18,11351
2018-04-19,11399
2018-04-20,11273
2018-04-21,11256
2018-04-22,11330
2018-04-23,11334
2018-04-24,11273
2018-04-25,11335
2018-04-26,11337
2018-04-27,11429
2018-04-28,11584
2018-04-29,11558
2018-04-30,11710
2018-05-01,12043
2018-05-03,11691
2018-05-04,11713
2018-05-05,11573
2018-05-07,11604
2018-05-08,11676
2018-05-09,11725
2018-05-10,11715
2018-05-11,11673
2018-05-12,11423
2018-05-13,11368
2018-05-14,11467
2018-05-15,11472
2018-05-16,11668
2018-05-17,11729
2018-05-18,11737
2018-05-19,11948
2018-05-20,12055
2018-05-21,11980
2018-05-22,11901
2018-05-23,11879
2018-05-24,12048
2018-05-25,12044
2018-05-26,11956
2018-05-27,12085
2018-05-28,11995
2018-05-29,12009
2018-05-30,11847
2018-05-31,11853
2018-06-01,11930
2018-06-02,11887
2018-06-03,11628
2018-06-04,11674
2018-06-05,11786
2018-06-06,11601
2018-06-07,11660
2018-06-08,11342
2018-06-09,11249
2018-06-10,11322
2018-06-11,11399
2018-06-12,11453
2018-06-13,11442
2018-06-14,11229
2018-06-15,11142
2018-06-16,11006
2018-06-17,11256
2018-06-18,11376
2018-06-19,11337
2018-06-20,11337
2018-06-21,11443
2018-06-22,11550
2018-06-23,11532
2018-06-24,11628
2018-06-25,11550
2018-06-26,11615
2018-06-27,11654
2018-06-28,11477
2018-06-29,11481
2018-06-30,11513
2018-07-01,11486
2018-07-02,11376
2018-07-03,11458
2018-07-04,11515
2018-07-05,11568
2018-07-06,11655
2018-07-07,11627
2018-07-08,11581
2018-07-09,11685
2018-07-10,11661
2018-07-11,11645
2018-07-12,11637
2018-07-13,11674
2018-07-14,11745
2018-07-15,11801
2018-07-16,11832
2018-07-17,11842
2018-07-18,11568
2018-07-19,11661
2018-07-20,11575
2018-07-21,11647
2018-07-22,11723
2018-07-23,11899
2018-07-24,11957
2018-07-25,11960
2018-07-26,11694
2018-07-27,11571
2018-07-28,11529
2018-07-29,11574
2018-07-30,11601
2018-07-31,11541
2018-08-01,11505
2018-08-02,11477
2018-08-03,11470
2018-08-04,11606
2018-08-05,11636
2018-08-06,11604
2018-08-07,11685
2018-08-08,11556
2018-08-09,11576
2018-08-10,11575
2018-08-11,11385
2018-08-12,11440
2018-08-14,11578
2018-08-16,11767
2018-08-17,11810
2018-08-18,11700
2018-08-19,11680
2018-08-20,11726
2018-08-21,11701
2018-08-22,11793
2018-08-23,11789
2018-08-24,11623
2018-08-25,11794
2018-08-26,11832
2018-08-27,11843
2018-08-28,11731
2018-08-29,11648
2018-08-30,11652
2018-08-31,11655
2018-09-01,11613
2018-09-02,11630
2018-09-03,11661
2018-09-04,11854
2018-09-05,11923
2018-09-06,11923
2018-09-07,11916
2018-09-08,11882
2018-09-09,11993
2018-09-10,12102
2018-09-11,12054
2018-09-12,11922
2018-09-13,11961
2018-09-14,11996
2018-09-15,11911
2018-09-16,11861
2018-09-17,11942
2018-09-18,11919
2018-09-19,11831
2018-09-20,11917
2018-09-21,11838
2018-09-22,11860
2018-09-23,11896
2018-09-24,11947
2018-09-25,11968
2018-09-26,11994
2018-09-27,11988
2018-09-28,11960
2018-09-29,12102
2018-09-30,12000
2018-10-01,11943
2018-10-02,11940
2018-10-03,11996
2018-10-04,12031
2018-10-05,11990
2018-10-06,11999
2018-10-07,11907
2018-10-08,11939
2018-10-09,11930
2018-10-10,11794
2018-10-11,11959
2018-10-12,12058
2018-10-13,11960
2018-10-14,11910
2018-10-15,11893
2018-10-16,11961
2018-10-17,11979
2018-10-18,11968
2018-10-19,11892
2018-10-20,11942
2018-10-21,11920
2018-10-22,11897
2018-10-23,11909
2018-10-24,11944
2018-10-25,11941
2018-10-26,11666
2018-10-27,11815
2018-10-28,11686
2018-10-29,11559
2018-10-30,11777
2018-10-31,11792
2018-11-01,11877
2018-11-03,11789
2018-11-04,11800
2018-11-05,11930
2018-11-06,12082
2018-11-07,11957
2018-11-08,11804
2018-11-09,11851
2018-11-10,11841
2018-11-11,11872
2018-11-12,11963
2018-11-13,11998
2018-11-14,12035
2018-11-15,12040
2018-11-16,12000
2018-11-17,11988
2018-11-18,11943
2018-11-19,12003
2018-11-20,12061
2018-11-21,12148
2018-11-22,12103
2018-11-23,12291
2018-11-24,12410
2018-11-25,12338
2018-11-26,12481
2018-11-27,12373
2018-11-28,12411
2018-11-29,12235
2018-12-01,12124
2018-12-02,12028
2018-12-03,12001
2018-12-04,11989
2018-12-05,12003
2018-12-07,12178
2018-12-09,12225
2018-12-10,12211
2018-12-11,12113
2018-12-12,11984
2018-12-13,12021
2018-12-14,12009
2018-12-15,12054
2018-12-16,12106
2018-12-17,12093
2018-12-18,12055
2018-12-19,12035
2018-12-20,11866
2018-12-21,11714
2018-12-22,11852
2018-12-23,11846
2018-12-24,11761
2018-12-25,11830
2018-12-26,11898
2018-12-27,11883
2018-12-28,11881
2018-12-29,11752
2018-12-30,11773
2018-12-31,11764
2019-01-01,11883
2019-01-02,11905
2019-01-03,11949
2019-01-04,12120
2019-01-05,12104
2019-01-06,12041
2019-01-08,12160
2019-01-10,12065
2019-01-11,12000
2019-01-12,12022
2019-01-13,12062
2019-01-14,12038
2019-01-15,12035
2019-01-16,11932
2019-01-17,11890
2019-01-18,12000
2019-01-19,12072
2019-01-20,12072
2019-01-21,11889
2019-01-22,11980
2019-01-23,12024
2019-01-24,12051
2019-01-25,12155
2019-01-26,12089
2019-01-27,12012
2019-01-28,12044
2019-01-29,12063
2019-01-30,12147
2019-01-31,12212
2019-02-01,12116
2019-02-02,12067
2019-02-03,12141
2019-02-04,12243
2019-02-05,12140
2019-02-06,12173
2019-02-07,12121
2019-02-08,12005
2019-02-09,11997
2019-02-10,11977
2019-02-11,11971
2019-02-12,11965
2019-02-13,12004
2019-02-14,12045
2019-02-15,12022
2019-02-16,12016
2019-02-17,11978
2019-02-18,11969
2019-02-19,11988
2019-02-20,12026
2019-02-21,12129
2019-02-22,12141
2019-02-23,12113
2019-02-24,11982
2019-02-25,12080
2019-02-26,12170
2019-02-27,12134
2019-02-28,12101
2019-03-01,12155
2019-03-02,12176
2019-03-03,12261
2019-03-04,12284
2019-03-05,12263
2019-03-06,12293
2019-03-07,12094
2019-03-08,12010
2019-03-09,12055
2019-03-10,12122
2019-03-11,12183
2019-03-12,12075
2019-03-13,12004
2019-03-14,12119
2019-03-15,12166
2019-03-16,12126
2019-03-17,12203
2019-03-18,12274
2019-03-19,12221
2019-03-20,12153
2019-03-21,12089
2019-03-22,12040
2019-03-23,12175
2019-03-24,12253
2019-03-25,12192
2019-03-26,12239
2019-03-27,12234
2019-03-28,12104
2019-03-29,12130
2019-03-30,12177
2019-03-31,12163
