date_obj,Magic%20logs price
2015-08-31,1110
2015-09-01,1138
2015-09-02,1165
2015-09-03,1176
2015-09-04,1179
2015-09-05,1154
2015-09-06,1149
2015-09-07,1124
2015-09-08,1158
2015-09-09,1185
2015-09-10,1210
2015-09-11,1207
2015-09-12,1189
2015-09-13,1163
2015-09-14,1166
2015-09-15,1171
2015-09-16,1172
2015-09-17,1168
2015-09-18,1172
2015-09-19,1171
2015-09-20,1157
2015-09-21,1169
2015-09-22,1194
2015-09-23,1208
2015-09-24,1221
2015-09-25,1230
2015-09-27,1190
2015-09-28,1167
2015-09-29,1150
2015-09-30,1157
2015-10-05,1138
2015-10-06,1145
2015-10-07,1151
2015-10-08,1150
2015-10-09,1135
2015-10-10,1108
2015-10-11,1102
2015-10-12,1129
2015-10-13,1141
2015-10-14,1162
2015-10-15,1175
2015-10-16,1174
2015-10-17,1168
2015-10-18,1170
2015-10-19,1152
2015-10-20,1157
2015-10-22,1159
2015-10-23,1153
2015-10-24,1167
2015-10-25,1143
2015-10-26,1144
2015-10-27,1155
2015-10-29,1156
2015-10-30,1167
2015-10-31,1159
2015-11-01,1154
2015-11-02,1161
2015-11-03,1179
2015-11-04,1190
2015-11-05,1175
2015-11-06,1158
2015-11-07,1157
2015-11-08,1152
2015-11-09,1150
2015-11-10,1163
2015-11-11,1173
2015-11-12,1169
2015-11-13,1172
2015-11-14,1173
2015-11-15,1166
2015-11-16,1179
2015-11-17,1180
2015-11-18,1182
2015-11-19,1179
2015-11-20,1186
2015-11-21,1193
2015-11-22,1181
2015-11-23,1205
2015-11-24,1199
2015-11-25,1190
2015-11-26,1197
2015-11-27,1215
2015-11-28,1196
2015-11-29,1182
2015-11-30,1180
2015-12-01,1180
2015-12-02,1192
2015-12-03,1185
2015-12-04,1176
2015-12-05,1171
2015-12-06,1155
2015-12-07,1148
2015-12-08,1156
2015-12-09,1162
2015-12-10,1157
2015-12-11,1157
2015-12-12,1154
2015-12-13,1146
2015-12-14,1148
2015-12-15,1141
2015-12-16,1138
2015-12-17,1135
2015-12-18,1141
2015-12-19,1139
2015-12-20,1138
2015-12-21,1139
2015-12-22,1152
2015-12-23,1160
2015-12-24,1169
2015-12-25,1168
2015-12-26,1165
2015-12-27,1158
2015-12-28,1163
2015-12-29,1165
2015-12-30,1174
2015-12-31,1164
2016-01-01,1162
2016-01-02,1167
2016-01-03,1161
2016-01-04,1170
2016-01-05,1175
2016-01-06,1164
2016-01-07,1153
2016-01-08,1139
2016-01-09,1138
2016-01-10,1121
2016-01-11,1090
2016-01-12,1104
2016-01-13,1127
2016-01-14,1132
2016-01-15,1139
2016-01-16,1143
2016-01-17,1139
2016-01-18,1141
2016-01-19,1154
2016-01-20,1158
2016-01-21,1164
2016-01-22,1169
2016-01-23,1188
2016-01-24,1193
2016-01-25,1179
2016-01-26,1193
2016-01-27,1196
2016-01-28,1205
2016-01-29,1206
2016-01-30,1239
2016-01-31,1245
2016-02-01,1244
2016-02-02,1265
2016-02-03,1277
2016-02-04,1245
2016-02-05,1237
2016-02-06,1231
2016-02-07,1224
2016-02-08,1234
2016-02-09,1248
2016-02-10,1267
2016-02-11,1246
2016-02-12,1223
2016-02-13,1213
2016-02-14,1212
2016-02-15,1220
2016-02-16,1231
2016-02-17,1229
2016-02-18,1227
2016-02-19,1236
2016-02-20,1236
2016-02-21,1216
2016-02-22,1208
2016-02-23,1203
2016-02-24,1211
2016-02-25,1202
2016-02-26,1197
2016-02-27,1186
2016-02-28,1176
2016-02-29,1176
2016-03-01,1188
2016-03-02,1206
2016-03-03,1203
2016-03-04,1201
2016-03-05,1196
2016-03-06,1183
2016-03-07,1177
2016-03-08,1180
2016-03-09,1185
2016-03-10,1191
2016-03-11,1190
2016-03-12,1184
2016-03-13,1181
2016-03-14,1166
2016-03-15,1164
2016-03-16,1172
2016-03-17,1175
2016-03-18,1168
2016-03-19,1161
2016-03-20,1161
2016-03-21,1159
2016-03-22,1164
2016-03-23,1168
2016-03-24,1172
2016-03-25,1177
2016-03-26,1185
2016-03-27,1191
2016-03-28,1190
2016-03-29,1204
2016-03-30,1211
2016-03-31,1191
2016-04-01,1174
2016-04-02,1178
2016-04-03,1193
2016-04-04,1194
2016-04-05,1205
2016-04-06,1200
2016-04-07,1195
2016-04-08,1193
2016-04-09,1186
2016-04-10,1180
2016-04-11,1183
2016-04-12,1179
2016-04-13,1166
2016-04-14,1149
2016-04-15,1131
2016-04-16,1129
2016-04-17,1125
2016-04-18,1109
2016-04-19,1104
2016-04-20,1116
2016-04-21,1120
2016-04-22,1120
2016-04-23,1119
2016-04-24,1112
2016-04-25,1101
2016-04-26,1118
2016-04-27,1121
2016-04-28,1116
2016-04-29,1100
2016-04-30,1090
2016-05-01,1090
2016-05-02,1084
2016-05-03,1089
2016-05-04,1102
2016-05-05,1103
2016-05-06,1081
2016-05-07,1070
2016-05-08,1069
2016-05-09,1076
2016-05-10,1087
2016-05-11,1081
2016-05-12,1080
2016-05-13,1079
2016-05-14,1074
2016-05-15,1079
2016-05-16,1094
2016-05-17,1122
2016-05-18,1136
2016-05-19,1145
2016-05-22,1128
2016-05-23,1141
2016-05-24,1155
2016-05-25,1175
2016-05-26,1172
2016-05-27,1175
2016-05-28,1171
2016-05-29,1167
2016-05-30,1171
2016-05-31,1172
2016-06-01,1174
2016-06-02,1123
2016-06-03,1122
2016-06-04,1135
2016-06-05,1148
2016-06-06,1163
2016-06-07,1166
2016-06-08,1165
2016-06-09,1157
2016-06-10,1149
2016-06-11,1151
2016-06-12,1149
2016-06-13,1146
2016-06-14,1142
2016-06-15,1148
2016-06-16,1148
2016-06-17,1145
2016-06-18,1144
2016-06-19,1145
2016-06-20,1147
2016-06-21,1154
2016-06-22,1154
2016-06-23,1148
2016-06-24,1143
2016-06-25,1146
2016-06-26,1148
2016-06-27,1156
2016-06-28,1159
2016-06-29,1170
2016-06-30,1167
2016-07-01,1173
2016-07-02,1167
2016-07-03,1171
2016-07-04,1167
2016-07-05,1168
2016-07-06,1167
2016-07-07,1168
2016-07-08,1175
2016-07-09,1175
2016-07-10,1184
2016-07-11,1187
2016-07-12,1210
2016-07-13,1224
2016-07-14,1212
2016-07-15,1203
2016-07-16,1187
2016-07-17,1185
2016-07-18,1179
2016-07-23,1191
2016-07-24,1188
2016-07-25,1168
2016-07-26,1171
2016-07-27,1169
2016-07-28,1181
2016-07-29,1183
2016-07-30,1194
2016-07-31,1188
2016-08-01,1190
2016-08-02,1185
2016-08-03,1177
2016-08-04,1179
2016-08-05,1170
2016-08-06,1151
2016-08-07,1141
2016-08-08,1136
2016-08-09,1131
2016-08-10,1117
2016-08-11,1112
2016-08-12,1104
2016-08-13,1099
2016-08-14,1107
2016-08-15,1121
2016-08-16,1138
2016-08-17,1128
2016-08-18,1132
2016-08-19,1124
2016-08-20,1113
2016-08-21,1103
2016-08-22,1105
2016-08-23,1094
2016-08-24,1069
2016-08-25,1042
2016-08-26,1037
2016-08-28,1011
2016-08-31,1047
2016-09-01,1032
2016-09-02,1011
2016-09-03,1000
2016-09-04,1003
2016-09-05,1012
2016-09-06,1025
2016-09-07,1042
2016-09-08,999
2016-09-09,994
2016-09-10,984
2016-09-11,989
2016-09-12,999
2016-09-13,999
2016-09-14,1001
2016-09-15,999
2016-09-16,994
2016-09-17,993
2016-09-18,995
2016-09-19,1001
2016-09-20,1011
2016-09-21,1023
2016-09-22,1030
2016-09-23,1018
2016-09-24,1020
2016-09-25,1028
2016-09-26,1045
2016-09-27,1063
2016-09-28,1056
2016-09-29,1043
2016-09-30,1024
2016-10-01,1033
2016-10-02,1056
2016-10-03,1061
2016-10-04,1067
2016-10-05,1059
2016-10-06,1052
2016-10-07,1065
2016-10-08,1059
2016-10-09,1055
2016-10-10,1060
2016-10-11,1066
2016-10-12,1073
2016-10-13,1063
2016-10-14,1055
2016-10-15,1050
2016-10-16,1047
2016-10-17,1050
2016-10-18,1059
2016-10-19,1071
2016-10-20,1067
2016-10-21,1066
2016-10-22,1070
2016-10-23,1081
2016-10-24,1092
2016-10-25,1103
2016-10-26,1112
2016-10-27,1095
2016-10-28,1091
2016-10-29,1081
2016-10-30,1097
2016-10-31,1090
2016-11-01,1093
2016-11-02,1090
2016-11-03,1082
2016-11-04,1078
2016-11-05,1079
2016-11-06,1096
2016-11-07,1108
2016-11-08,1123
2016-11-09,1146
2016-11-10,1123
2016-11-11,1101
2016-11-12,1088
2016-11-13,1090
2016-11-14,1093
2016-12-07,1104
2016-12-08,1092
2016-12-09,1082
2016-12-10,1089
2016-12-11,1092
2016-12-12,1088
2016-12-13,1088
2016-12-14,1083
2016-12-15,1082
2016-12-16,1080
2016-12-17,1075
2016-12-18,1080
2016-12-19,1081
2016-12-20,1087
2016-12-21,1084
2016-12-22,1091
2016-12-23,1097
2016-12-24,1091
2016-12-25,1100
2016-12-26,1110
2016-12-27,1125
2016-12-28,1126
2016-12-29,1119
2016-12-30,1111
2016-12-31,1098
2017-01-01,1085
2017-01-02,1086
2017-01-03,1085
2017-01-04,1052
2017-01-05,1010
2017-01-06,1010
2017-01-07,1023
2017-01-08,1049
2017-01-09,1079
2017-01-10,1114
2017-01-11,1138
2017-01-12,1143
2017-01-13,1144
2017-01-14,1125
2017-01-15,1122
2017-01-16,1129
2017-01-17,1140
2017-01-18,1144
2017-01-19,1126
2017-01-20,1107
2017-01-21,1092
2017-01-22,1089
2017-01-27,1088
2017-01-28,1085
2017-01-29,1086
2017-01-30,1098
2017-01-31,1100
2017-02-01,1104
2017-02-02,1098
2017-02-03,1092
2017-02-04,1082
2017-02-05,1073
2017-02-06,1065
2017-02-07,1064
2017-02-08,1068
2017-02-09,1074
2017-02-10,1072
2017-02-11,1066
2017-02-12,1064
2017-02-13,1060
2017-02-14,1065
2017-02-15,1062
2017-02-16,1054
2017-02-18,1023
2017-02-19,1019
2017-02-20,1026
2017-02-21,1042
2017-02-22,1053
2017-02-23,1036
2017-02-24,1011
2017-02-25,1005
2017-02-26,995
2017-02-27,997
2017-02-28,1001
2017-03-01,1005
2017-03-02,1002
2017-03-03,991
2017-03-04,988
2017-03-05,978
2017-03-06,984
2017-03-07,987
2017-03-08,984
2017-03-09,985
2017-03-10,983
2017-03-11,978
2017-03-12,978
2017-03-13,981
2017-03-14,984
2017-03-15,985
2017-03-16,986
2017-03-17,981
2017-03-18,983
2017-03-19,991
2017-03-20,1003
2017-03-21,1009
2017-03-22,1011
2017-03-23,1003
2017-03-24,996
2017-03-25,995
2017-03-26,1002
2017-03-27,1014
2017-03-28,1017
2017-03-29,1017
2017-03-30,1012
2017-03-31,1009
2017-04-01,1009
2017-04-02,1016
2017-04-03,1044
2017-04-04,1059
2017-04-12,1046
2017-04-13,1042
2017-04-14,1029
2017-04-15,1013
2017-04-16,1008
2017-04-17,1010
2017-04-18,1017
2017-04-19,1026
2017-04-20,1026
2017-04-21,1014
2017-04-22,1015
2017-04-23,1015
2017-04-24,1018
2017-04-25,1017
2017-04-26,1018
2017-04-27,1008
2017-04-28,1000
2017-04-29,996
2017-04-30,999
2017-05-01,1003
2017-05-02,1007
2017-05-03,1007
2017-05-04,1004
2017-05-05,1004
2017-05-06,1004
2017-05-07,1005
2017-05-08,1005
2017-05-09,1007
2017-05-10,1005
2017-05-11,1015
2017-05-12,1018
2017-05-13,1027
2017-05-14,1058
2017-05-15,1047
2017-05-16,1045
2017-05-17,1051
2017-05-18,1044
2017-05-19,1029
2017-05-20,1017
2017-05-21,1018
2017-05-22,1015
2017-05-23,1012
2017-05-24,1015
2017-05-25,1035
2017-05-26,1038
2017-05-27,1078
2017-05-28,1112
2017-05-29,1128
2017-05-30,1151
2017-05-31,1161
2017-06-01,1139
2017-06-02,1113
2017-06-03,1129
2017-06-06,1165
2017-06-07,1168
2017-06-08,1174
2017-06-09,1183
2017-06-10,1181
2017-06-11,1159
2017-06-12,1138
2017-06-13,1127
2017-06-14,1151
2017-06-15,1159
2017-06-16,1171
2017-06-17,1168
2017-06-18,1178
2017-06-19,1183
2017-06-20,1195
2017-06-21,1198
2017-06-22,1194
2017-06-23,1196
2017-06-24,1193
2017-06-25,1189
2017-06-26,1204
2017-06-27,1214
2017-06-28,1204
2017-06-29,1191
2017-06-30,1164
2017-07-01,1164
2017-07-02,1166
2017-07-03,1164
2017-07-04,1163
2017-07-05,1163
2017-07-06,1172
2017-07-07,1185
2017-07-08,1186
2017-07-13,1200
2017-07-14,1198
2017-07-15,1207
2017-07-16,1213
2017-07-17,1209
2017-07-18,1218
2017-07-19,1229
2017-07-20,1210
2017-07-21,1194
2017-07-22,1191
2017-07-23,1195
2017-07-24,1185
2017-07-25,1186
2017-07-26,1196
2017-07-27,1209
2017-07-28,1208
2017-07-29,1205
2017-07-30,1203
2017-07-31,1194
2017-08-01,1190
2017-08-02,1186
2017-08-03,1180
2017-08-04,1169
2017-08-05,1182
2017-08-06,1201
2017-08-09,1204
2017-08-10,1200
2017-08-11,1187
2017-08-12,1172
2017-08-13,1177
2017-08-14,1180
2017-08-15,1172
2017-08-16,1172
2017-08-17,1158
2017-08-18,1148
2017-08-19,1135
2017-08-20,1142
2017-08-21,1150
2017-08-22,1157
2017-08-23,1153
2017-08-24,1152
2017-08-25,1140
2017-08-26,1127
2017-08-27,1125
2017-08-28,1135
2017-08-29,1138
2017-08-30,1137
2017-08-31,1137
2017-09-01,1135
2017-09-02,1137
2017-09-03,1140
2017-09-04,1147
2017-09-05,1153
2017-09-06,1161
2017-09-07,1160
2017-09-08,1159
2017-09-09,1168
2017-09-10,1174
2017-09-11,1168
2017-09-12,1169
2017-09-13,1160
2017-09-14,1149
2017-09-15,1141
2017-09-16,1134
2017-09-17,1127
2017-09-19,1135
2017-09-20,1135
2017-09-21,1130
2017-09-22,1121
2017-09-23,1115
2017-09-24,1116
2017-09-25,1123
2017-09-26,1129
2017-09-27,1137
2017-09-28,1156
2017-09-29,1165
2017-09-30,1171
2017-10-01,1182
2017-10-02,1184
2017-10-03,1185
2017-10-04,1191
2017-10-05,1190
2017-10-06,1178
2017-10-07,1174
2017-10-08,1167
2017-10-09,1165
2017-10-10,1164
2017-10-11,1167
2017-10-12,1172
2017-10-13,1167
2017-10-14,1158
2017-10-15,1158
2017-10-16,1159
2017-10-17,1150
2017-10-18,1136
2017-10-19,1169
2017-10-20,1195
2017-10-21,1205
2017-10-22,1224
2017-10-23,1249
2017-10-24,1239
2017-10-25,1192
2017-10-26,1162
2017-10-27,1157
2017-10-28,1157
2017-10-29,1159
2017-10-30,1163
2017-10-31,1171
2017-11-01,1172
2017-11-02,1168
2017-11-03,1167
2017-11-04,1164
2017-11-05,1160
2017-11-06,1171
2017-11-07,1173
2017-11-08,1172
2017-11-09,1172
2017-11-10,1166
2017-11-11,1166
2017-11-12,1164
2017-11-13,1164
2017-11-14,1160
2017-11-15,1156
2017-11-16,1153
2017-11-17,1151
2017-11-18,1134
2017-11-19,1139
2017-11-20,1134
2017-11-21,1135
2017-11-22,1139
2017-11-23,1124
2017-11-24,1113
2017-11-25,1106
2017-11-26,1101
2017-11-27,1104
2017-11-28,1106
2017-11-29,1114
2017-11-30,1125
2017-12-01,1121
2017-12-02,1118
2017-12-03,1121
2017-12-04,1128
2017-12-05,1142
2017-12-06,1156
2017-12-07,1161
2017-12-08,1164
2017-12-09,1153
2017-12-10,1150
2017-12-11,1145
2017-12-12,1140
2017-12-14,1141
2017-12-15,1129
2017-12-16,1117
2017-12-17,1116
2017-12-18,1107
2017-12-19,1108
2017-12-20,1110
2017-12-21,1090
2017-12-22,1087
2017-12-23,1080
2017-12-24,1088
2017-12-25,1117
2017-12-26,1101
2017-12-27,1101
2017-12-28,1114
2017-12-29,1111
2017-12-30,1108
2017-12-31,1101
2018-01-01,1102
2018-01-02,1111
2018-01-03,1126
2018-01-04,1124
2018-01-05,1124
2018-01-06,1120
2018-01-07,1119
2018-01-08,1109
2018-01-09,1092
2018-01-10,1076
2018-01-11,1066
2018-01-12,1060
2018-01-13,1075
2018-01-14,1089
2018-01-15,1096
2018-01-16,1101
2018-01-17,1108
2018-01-18,1109
2018-01-19,1110
2018-01-20,1112
2018-01-21,1120
2018-01-22,1128
2018-01-23,1128
2018-01-25,1126
2018-01-26,1123
2018-01-27,1115
2018-01-28,1118
2018-01-29,1118
2018-01-31,1122
2018-02-01,1126
2018-02-02,1129
2018-02-03,1128
2018-02-04,1130
2018-02-05,1131
2018-02-06,1135
2018-02-07,1141
2018-02-08,1125
2018-02-09,1101
2018-02-10,1073
2018-02-11,1063
2018-02-12,1069
2018-02-13,1072
2018-02-14,1074
2018-02-15,1080
2018-02-16,1070
2018-02-17,1059
2018-02-18,1064
2018-02-19,1073
2018-02-20,1077
2018-02-21,1069
2018-02-22,1076
2018-02-23,1084
2018-02-24,1078
2018-02-25,1078
2018-02-26,1086
2018-02-27,1099
2018-02-28,1101
2018-03-01,1106
2018-03-02,1103
2018-03-03,1096
2018-03-04,1098
2018-03-05,1102
2018-03-06,1112
2018-03-07,1116
2018-03-08,1114
2018-03-09,1103
2018-03-10,1082
2018-03-11,1091
2018-03-12,1098
2018-03-13,1099
2018-03-14,1103
2018-03-15,1105
2018-03-16,1095
2018-03-17,1088
2018-03-18,1088
2018-03-19,1083
2018-03-20,1090
2018-03-21,1102
2018-03-23,1093
2018-03-24,1086
2018-03-26,1081
2018-03-27,1081
2018-03-28,1082
2018-03-29,1080
2018-03-30,1083
2018-03-31,1087
2018-04-01,1094
2018-04-02,1098
2018-04-03,1091
2018-04-04,1093
2018-04-05,1089
2018-04-06,1090
2018-04-07,1087
2018-04-08,1095
2018-04-09,1100
2018-04-10,1106
2018-04-11,1107
2018-04-12,1109
2018-04-13,1097
2018-04-14,1086
2018-04-15,1085
2018-04-16,1091
2018-04-17,1093
2018-04-18,1088
2018-04-19,1088
2018-04-20,1080
2018-04-21,1073
2018-04-22,1073
2018-04-23,1085
2018-04-24,1095
2018-04-25,1101
2018-04-26,1096
2018-04-27,1093
2018-04-28,1086
2018-04-29,1093
2018-04-30,1108
2018-05-01,1110
2018-05-04,1103
2018-05-05,1095
2018-05-06,1099
2018-05-07,1095
2018-05-08,1089
2018-05-09,1096
2018-05-10,1091
2018-05-11,1091
2018-05-12,1089
2018-05-13,1102
2018-05-14,1109
2018-05-15,1103
2018-05-16,1092
2018-05-17,1081
2018-05-18,1079
2018-05-19,1075
2018-05-20,1083
2018-05-21,1088
2018-05-22,1094
2018-05-23,1095
2018-05-24,1096
2018-05-25,1095
2018-05-26,1099
2018-05-27,1109
2018-05-28,1105
2018-05-29,1097
2018-05-30,1095
2018-05-31,1097
2018-06-01,1104
2018-06-02,1107
2018-06-03,1104
2018-06-04,1095
2018-06-05,1093
2018-06-06,1094
2018-06-07,1094
2018-06-08,1071
2018-06-09,1073
2018-06-10,1076
2018-06-11,1074
2018-06-12,1076
2018-06-13,1065
2018-06-14,1063
2018-06-15,1051
2018-06-16,1047
2018-06-17,1047
2018-06-18,1050
2018-06-19,1055
2018-06-20,1058
2018-06-21,1059
2018-06-22,1047
2018-06-23,1036
2018-06-24,1042
2018-06-25,1043
2018-06-26,1038
2018-06-27,1034
2018-06-28,1038
2018-06-29,1036
2018-06-30,1032
2018-07-01,1037
2018-07-02,1041
2018-07-03,1041
2018-07-04,1039
2018-07-05,1042
2018-07-06,1043
2018-07-07,1042
2018-07-08,1042
2018-07-09,1065
2018-07-10,1075
2018-07-11,1071
2018-07-12,1068
2018-07-13,1067
2018-07-14,1081
2018-07-15,1083
2018-07-16,1084
2018-07-17,1096
2018-07-18,1092
2018-07-19,1079
2018-07-20,1070
2018-07-21,1058
2018-07-22,1052
2018-07-23,1049
2018-07-24,1042
2018-07-25,1042
2018-07-26,1047
2018-07-27,1047
2018-07-28,1044
2018-07-29,1046
2018-07-30,1047
2018-07-31,1052
2018-08-01,1059
2018-08-02,1070
2018-08-03,1078
2018-08-04,1090
2018-08-05,1095
2018-08-06,1109
2018-08-07,1110
2018-08-08,1109
2018-08-09,1113
2018-08-10,1125
2018-08-11,1134
2018-08-12,1139
2018-08-14,1137
2018-08-16,1101
2018-08-17,1083
2018-08-18,1098
2018-08-19,1104
2018-08-20,1113
2018-08-21,1118
2018-08-22,1119
2018-08-23,1123
2018-08-24,1123
2018-08-25,1130
2018-08-26,1134
2018-08-27,1145
2018-08-28,1140
2018-08-29,1134
2018-08-30,1133
2018-08-31,1130
2018-09-01,1125
2018-09-02,1116
2018-09-03,1106
2018-09-04,1099
2018-09-05,1089
2018-09-06,1072
2018-09-07,1054
2018-09-08,1047
2018-09-09,1052
2018-09-10,1059
2018-09-11,1063
2018-09-12,1066
2018-09-13,1072
2018-09-14,1077
2018-09-15,1079
2018-09-16,1081
2018-09-17,1085
2018-09-18,1087
2018-09-19,1087
2018-09-20,1085
2018-09-21,1076
2018-09-22,1073
2018-09-23,1083
2018-09-24,1087
2018-09-25,1085
2018-09-26,1084
2018-09-27,1090
2018-09-28,1097
2018-09-29,1105
2018-09-30,1121
2018-10-02,1132
2018-10-03,1143
2018-10-04,1147
2018-10-05,1138
2018-10-06,1131
2018-10-07,1135
2018-10-08,1146
2018-10-09,1147
2018-10-10,1135
2018-10-11,1128
2018-10-12,1102
2018-10-13,1083
2018-10-14,1090
2018-10-15,1098
2018-10-16,1103
2018-10-17,1098
2018-10-18,1093
2018-10-19,1082
2018-10-20,1079
2018-10-21,1080
2018-10-22,1088
2018-10-23,1091
2018-10-24,1094
2018-10-25,1098
2018-10-26,1094
2018-10-27,1089
2018-10-28,1086
2018-10-29,1088
2018-10-30,1097
2018-10-31,1111
2018-11-01,1119
2018-11-03,1103
2018-11-04,1106
2018-11-05,1110
2018-11-06,1120
2018-11-07,1128
2018-11-08,1119
2018-11-09,1110
2018-11-10,1108
2018-11-11,1110
2018-11-12,1109
2018-11-13,1102
2018-11-14,1099
2018-11-15,1101
2018-11-16,1093
2018-11-17,1089
2018-11-18,1083
2018-11-19,1095
2018-11-20,1097
2018-11-21,1092
2018-11-22,1090
2018-11-23,1091
2018-11-24,1095
2018-11-25,1095
2018-11-26,1098
2018-11-27,1094
2018-11-28,1097
2018-11-29,1105
2018-12-01,1099
2018-12-02,1104
2018-12-03,1108
2018-12-05,1105
2018-12-07,1097
2018-12-09,1094
2018-12-10,1094
2018-12-11,1091
2018-12-12,1096
2018-12-13,1104
2018-12-14,1112
2018-12-15,1113
2018-12-16,1115
2018-12-17,1116
2018-12-18,1121
2018-12-19,1124
2018-12-20,1117
2018-12-21,1110
2018-12-22,1110
2018-12-23,1117
2018-12-24,1126
2018-12-25,1126
2018-12-26,1137
2018-12-27,1135
2018-12-28,1139
2018-12-29,1146
2018-12-30,1149
2018-12-31,1151
2019-01-01,1158
2019-01-02,1146
2019-01-03,1139
2019-01-04,1120
2019-01-05,1117
2019-01-06,1123
2019-01-08,1114
2019-01-10,1072
2019-01-11,1024
2019-01-12,1028
2019-01-13,1034
2019-01-14,1046
2019-01-15,1072
2019-01-16,1079
2019-01-17,1090
2019-01-18,1101
2019-01-19,1100
2019-01-20,1115
2019-01-21,1123
2019-01-22,1130
2019-01-23,1134
2019-01-24,1130
2019-01-25,1122
2019-01-26,1118
2019-01-27,1117
2019-01-28,1131
2019-01-29,1132
2019-01-30,1123
2019-01-31,1117
2019-02-01,1116
2019-02-02,1111
2019-02-03,1108
2019-02-04,1110
2019-02-05,1112
2019-02-06,1109
2019-02-07,1099
2019-02-08,1094
2019-02-09,1102
2019-02-10,1109
2019-02-11,1118
2019-02-12,1120
2019-02-13,1133
2019-02-14,1145
2019-02-15,1150
2019-02-16,1151
2019-02-17,1157
2019-02-18,1152
2019-02-19,1144
2019-02-20,1135
2019-02-21,1134
2019-02-22,1130
2019-02-23,1135
2019-02-24,1145
2019-02-25,1167
2019-02-26,1164
2019-02-27,1173
2019-02-28,1174
2019-03-01,1173
2019-03-02,1160
2019-03-03,1166
2019-03-04,1160
2019-03-05,1160
2019-03-06,1154
2019-03-07,1160
2019-03-08,1163
2019-03-09,1157
2019-03-10,1163
2019-03-11,1166
2019-03-12,1174
2019-03-13,1179
2019-03-14,1167
2019-03-15,1161
2019-03-16,1148
2019-03-17,1146
2019-03-18,1141
2019-03-19,1143
2019-03-20,1146
2019-03-21,1144
2019-03-22,1136
2019-03-23,1123
2019-03-24,1129
2019-03-25,1132
2019-03-26,1142
2019-03-27,1153
2019-03-28,1151
2019-03-29,1146
2019-03-30,1141
2019-03-31,1136
2019-04-01,1143
2019-04-02,1152
2019-04-03,1141
2019-04-04,1137
2019-04-05,1128
2019-04-06,1127
2019-04-07,1111
2019-04-08,1107
2019-04-09,1112
