date_obj,Iron%20full%20helm%20(t) price
2015-09-11,135833
2015-09-12,140287
2015-09-13,144557
2015-09-14,144557
2015-09-15,146903
2015-09-16,146903
2015-09-17,141994
2015-09-18,141994
2015-09-19,135431
2015-09-20,135431
2015-09-21,129039
2015-09-22,125079
2015-09-23,124138
2015-09-24,124138
2015-09-25,122331
2015-09-27,119511
2015-09-28,118337
2015-09-29,118337
2015-09-30,116987
2015-10-05,107428
2015-10-06,103870
2015-10-07,103870
2015-10-08,102607
2015-10-09,102607
2015-10-10,102897
2015-10-11,103666
2015-10-12,103714
2015-10-13,103714
2015-10-14,105963
2015-10-15,108304
2015-10-16,108304
2015-10-17,110628
2015-10-18,112873
2015-10-19,115440
2015-10-20,118103
2015-10-22,121375
2015-10-23,124016
2015-10-24,124016
2015-10-25,125368
2015-10-26,130451
2015-10-27,130451
2015-10-29,134966
2015-10-30,134960
2015-10-31,134293
2015-11-01,134293
2015-11-02,134812
2015-11-03,134812
2015-11-04,131135
2015-11-05,129605
2015-11-06,129605
2015-11-07,125392
2015-11-08,125392
2015-11-09,124163
2015-11-10,124163
2015-11-11,123065
2015-11-12,123065
2015-11-13,120577
2015-11-14,120577
2015-11-15,120057
2015-11-16,120057
2015-11-17,120207
2015-11-18,120207
2015-11-19,123269
2015-11-20,126268
2015-11-21,126268
2015-11-22,126530
2015-11-23,126530
2015-11-24,128963
2015-11-25,130623
2015-11-26,130623
2015-11-27,132349
2015-11-28,132349
2015-11-29,130625
2015-11-30,127480
2015-12-01,127480
2015-12-02,126453
2015-12-03,125388
2015-12-04,125388
2015-12-05,126615
2015-12-06,125632
2015-12-07,125632
2015-12-08,122779
2015-12-10,120625
2015-12-11,120852
2015-12-12,120852
2015-12-13,120407
2015-12-14,120407
2015-12-15,122906
2015-12-16,123900
2015-12-17,123900
2015-12-18,122004
2015-12-19,122004
2015-12-20,122079
2015-12-21,122079
2015-12-22,125500
2015-12-23,125500
2015-12-24,128898
2015-12-25,128898
2015-12-26,133507
2015-12-27,135746
2015-12-28,135746
2015-12-29,137702
2015-12-30,137702
2015-12-31,141255
2016-01-01,141255
2016-01-02,142778
2016-01-03,142842
2016-01-04,144901
2016-01-05,144901
2016-01-06,145152
2016-01-07,145152
2016-01-08,140983
2016-01-09,140983
2016-01-10,136526
2016-01-11,136526
2016-01-12,132318
2016-01-13,132318
2016-01-14,128076
2016-01-15,124942
2016-01-16,124942
2016-01-17,122140
2016-01-18,119474
2016-01-19,119474
2016-01-20,118872
2016-01-21,118872
2016-01-22,120906
2016-01-23,120906
2016-01-24,123103
2016-01-25,124384
2016-01-26,124384
2016-01-27,126524
2016-01-28,126524
2016-01-29,126866
2016-01-30,126866
2016-01-31,128321
2016-02-01,129483
2016-02-02,129483
2016-02-03,130504
2016-02-04,130504
2016-02-05,132634
2016-02-06,135544
2016-02-07,135544
2016-02-08,139887
2016-02-09,139887
2016-02-10,144591
2016-02-11,144591
2016-02-12,147326
2016-02-13,146517
2016-02-14,146517
2016-02-15,145795
2016-02-16,145795
2016-02-17,149038
2016-02-18,149038
2016-02-19,152336
2016-02-20,153966
2016-02-21,155602
2016-02-22,155602
2016-02-23,159107
2016-02-24,159107
2016-02-25,162577
2016-02-26,162577
2016-02-27,164273
2016-02-28,164273
2016-02-29,167111
2016-03-01,169773
2016-03-02,169773
2016-03-03,171449
2016-03-04,169196
2016-03-05,173137
2016-03-06,175255
2016-03-07,175255
2016-03-08,171910
2016-03-09,166861
2016-03-10,168692
2016-03-11,168692
2016-03-12,169349
2016-03-13,169349
2016-03-14,166512
2016-03-15,165426
2016-03-16,163516
2016-03-17,163516
2016-03-18,165218
2016-03-19,165039
2016-03-20,162056
2016-03-21,162056
2016-03-22,163163
2016-03-23,161875
2016-03-24,161875
2016-03-25,160977
2016-03-26,162476
2016-03-27,162476
2016-03-28,160087
2016-03-29,157057
2016-03-30,157057
2016-03-31,157164
2016-04-01,157164
2016-04-02,156979
2016-04-03,157149
2016-04-04,157402
2016-04-05,157402
2016-04-06,156519
2016-04-07,152221
2016-04-08,147362
2016-04-09,144658
2016-04-10,141589
2016-04-11,141589
2016-04-12,138891
2016-04-13,138891
2016-04-14,141816
2016-04-15,145365
2016-04-16,145365
2016-04-17,146533
2016-04-18,148228
2016-04-19,148228
2016-04-20,149588
2016-04-21,149588
2016-04-22,150200
2016-04-23,147050
2016-04-24,143228
2016-04-25,142242
2016-04-26,142242
2016-04-27,140407
2016-04-28,138107
2016-04-29,138107
2016-04-30,135776
2016-05-01,135776
2016-05-02,132385
2016-05-03,129821
2016-05-04,129821
2016-05-05,125850
2016-05-06,125850
2016-05-07,121490
2016-05-08,121490
2016-05-09,118057
2016-05-10,116334
2016-05-11,116334
2016-05-12,115369
2016-05-13,115257
2016-05-14,115041
2016-05-15,114299
2016-05-16,114299
2016-05-17,118355
2016-05-18,121357
2016-05-19,121357
2016-05-22,125182
2016-05-23,126470
2016-05-24,129211
2016-05-25,130322
2016-05-26,136046
2016-05-27,137729
2016-05-28,137729
2016-05-29,137075
2016-05-30,137075
2016-05-31,139777
2016-06-01,144299
2016-06-02,148809
2016-06-03,148809
2016-06-04,151800
2016-06-05,151800
2016-06-06,153112
2016-06-07,153112
2016-06-08,151430
2016-06-09,148059
2016-06-10,146250
2016-06-11,146250
2016-06-12,149020
2016-06-13,149020
2016-06-14,150943
2016-06-15,155549
2016-06-16,155549
2016-06-17,160852
2016-06-18,160852
2016-06-19,164126
2016-06-20,165387
2016-06-21,165607
2016-06-22,164318
2016-06-23,166265
2016-06-24,166265
2016-06-25,165170
2016-06-26,165170
2016-06-27,166615
2016-06-28,165013
2016-06-29,165013
2016-06-30,161864
2016-07-01,158880
2016-07-02,158880
2016-07-03,155807
2016-07-04,155458
2016-07-05,155458
2016-07-06,153897
2016-07-07,148846
2016-07-08,146442
2016-07-09,141257
2016-07-10,135945
2016-07-11,131090
2016-07-12,126622
2016-07-13,120688
2016-07-14,115991
2016-07-15,111465
2016-07-16,108564
2016-07-17,107598
2016-07-18,106541
2016-07-23,96619
2016-07-24,95148
2016-07-25,91175
2016-07-26,91175
2016-07-27,89486
2016-07-28,85295
2016-07-29,82769
2016-07-30,82030
2016-07-31,82030
2016-08-01,80532
2016-08-02,78991
2016-08-03,78333
2016-08-04,79874
2016-08-05,80869
2016-08-06,79646
2016-08-07,78289
2016-08-08,78289
2016-08-09,78891
2016-08-10,78603
2016-08-11,78603
2016-08-12,78921
2016-08-13,80698
2016-08-14,81141
2016-08-15,82083
2016-08-16,84026
2016-08-17,86264
2016-08-18,86264
2016-08-19,85514
2016-08-20,84045
2016-08-21,84045
2016-08-22,82941
2016-08-23,81529
2016-08-24,83061
2016-08-25,83184
2016-08-26,83184
2016-08-28,82320
2016-08-31,81022
2016-09-01,81229
2016-09-02,81229
2016-09-03,83280
2016-09-04,82402
2016-09-05,81771
2016-09-06,80769
2016-09-07,80769
2016-09-08,83019
2016-09-09,80402
2016-09-10,79273
2016-09-11,79273
2016-09-12,79957
2016-09-13,80451
2016-09-14,80451
2016-09-15,82768
2016-09-16,82768
2016-09-17,82284
2016-09-18,81791
2016-09-19,83369
2016-09-20,83369
2016-09-21,83760
2016-09-22,84393
2016-09-23,84470
2016-09-24,84470
2016-09-25,85546
2016-09-26,85546
2016-09-27,86263
2016-09-28,86917
2016-09-29,86917
2016-09-30,88009
2016-10-01,90707
2016-10-02,90707
2016-10-03,92080
2016-10-04,91961
2016-10-05,90654
2016-10-06,88452
2016-10-07,88452
2016-10-08,87888
2016-10-09,87888
2016-10-10,88434
2016-10-11,87598
2016-10-12,87598
2016-10-13,87284
2016-10-14,87024
2016-10-15,87371
2016-10-16,89632
2016-10-17,90459
2016-10-18,90459
2016-10-19,91739
2016-10-20,91739
2016-10-21,92706
2016-10-22,92706
2016-10-23,92741
2016-10-24,94473
2016-10-25,94473
2016-10-26,96210
2016-10-27,96210
2016-10-28,100750
2016-10-29,104986
2016-10-30,104986
2016-10-31,107700
2016-11-01,107700
2016-11-02,107624
2016-11-03,107624
2016-11-04,108893
2016-11-05,108893
2016-11-06,111448
2016-11-07,111448
2016-11-08,112276
2016-11-09,113085
2016-11-10,113085
2016-11-11,112291
2016-11-12,111416
2016-11-13,111416
2016-11-14,111323
2016-12-07,105632
2016-12-08,106278
2016-12-09,106278
2016-12-10,107785
2016-12-11,108806
2016-12-12,108806
2016-12-13,107164
2016-12-14,107136
2016-12-15,107136
2016-12-16,105641
2016-12-17,106372
2016-12-18,106372
2016-12-19,108213
2016-12-20,107905
2016-12-21,106890
2016-12-22,106890
2016-12-23,107326
2016-12-24,107326
2016-12-25,108418
2016-12-26,108418
2016-12-27,109477
2016-12-28,111386
2016-12-29,112647
2016-12-30,112647
2016-12-31,112734
2017-01-01,114840
2017-01-02,115219
2017-01-03,115219
2017-01-04,118234
2017-01-05,118234
2017-01-06,117847
2017-01-07,112485
2017-01-08,110397
2017-01-09,105768
2017-01-10,102347
2017-01-11,101285
2017-01-12,104132
2017-01-13,104132
2017-01-14,105424
2017-01-15,106517
2017-01-16,105642
2017-01-17,106322
2017-01-18,107884
2017-01-19,107884
2017-01-20,109302
2017-01-21,109967
2017-01-22,109710
2017-01-23,111192
2017-01-27,113029
2017-01-28,111711
2017-01-29,111734
2017-01-30,111734
2017-01-31,110997
2017-02-01,110681
2017-02-02,109786
2017-02-03,109402
2017-02-04,109323
2017-02-05,111741
2017-02-06,113748
2017-02-07,114503
2017-02-08,114831
2017-02-09,114831
2017-02-10,114237
2017-02-11,112810
2017-02-12,112810
2017-02-13,112715
2017-02-14,113147
2017-02-15,113147
2017-02-16,113547
2017-02-18,113557
2017-02-19,114545
2017-02-20,114910
2017-02-21,114315
2017-02-22,114315
2017-02-23,114414
2017-02-24,114414
2017-02-25,113372
2017-02-26,111776
2017-02-27,112169
2017-02-28,113111
2017-03-01,114381
2017-03-02,113517
2017-03-03,113517
2017-03-04,112912
2017-03-05,112912
2017-03-06,111949
2017-03-07,111702
2017-03-08,110549
2017-03-09,110549
2017-03-10,109774
2017-03-11,108158
2017-03-12,107492
2017-03-13,103184
2017-03-14,101007
2017-03-15,100216
2017-03-16,100769
2017-03-17,100769
2017-03-18,102518
2017-03-19,102642
2017-03-20,103672
2017-03-21,104347
2017-03-22,104527
2017-03-23,104608
2017-03-24,104888
2017-03-25,104888
2017-03-26,104404
2017-03-27,101490
2017-03-28,101490
2017-03-29,100849
2017-03-30,100594
2017-03-31,99997
2017-04-01,98843
2017-04-02,99171
2017-04-03,100805
2017-04-04,101126
2017-04-12,103295
2017-04-13,104849
2017-04-14,104794
2017-04-15,104707
2017-04-16,104211
2017-04-17,103456
2017-04-18,102306
2017-04-19,101374
2017-04-20,101374
2017-04-21,101952
2017-04-22,101952
2017-04-23,100154
2017-04-24,98916
2017-04-25,97633
2017-04-26,97633
2017-04-27,95934
2017-04-28,94081
2017-04-29,93437
2017-04-30,90278
2017-05-01,88172
2017-05-02,86075
2017-05-03,86109
2017-05-04,84743
2017-05-05,82796
2017-05-06,82796
2017-05-07,82649
2017-05-08,80586
2017-05-09,81956
2017-05-10,84874
2017-05-11,88432
2017-05-12,90179
2017-05-13,88460
2017-05-14,88460
2017-05-15,85772
2017-05-16,83649
2017-05-17,83649
2017-05-18,81229
2017-05-19,81229
2017-05-20,82125
2017-05-21,82125
2017-05-22,82640
2017-05-23,83498
2017-05-24,84093
2017-05-25,84093
2017-05-26,82902
2017-05-27,82677
2017-05-28,82677
2017-05-29,82120
2017-05-30,85925
2017-05-31,87233
2017-06-01,88609
2017-06-02,89170
2017-06-03,89170
2017-06-04,89894
2017-06-06,90166
2017-06-07,90488
2017-06-08,90488
2017-06-09,90251
2017-06-10,88284
2017-06-11,88110
2017-06-12,88110
2017-06-13,88832
2017-06-14,90587
2017-06-15,94279
2017-06-16,94865
2017-06-17,94865
2017-06-18,94233
2017-06-19,94233
2017-06-20,92229
2017-06-21,90079
2017-06-22,90079
2017-06-23,87085
2017-06-24,86327
2017-06-25,86327
2017-06-26,87052
2017-06-27,89190
2017-06-28,92964
2017-06-29,94876
2017-06-30,96650
2017-07-01,96650
2017-07-02,96289
2017-07-03,98948
2017-07-04,101084
2017-07-05,101084
2017-07-06,102601
2017-07-07,102601
2017-07-08,104696
2017-07-13,114378
2017-07-14,117916
2017-07-15,117916
2017-07-16,119755
2017-07-17,121494
2017-07-18,118761
2017-07-19,115736
2017-07-20,112913
2017-07-21,109768
2017-07-22,109842
2017-07-23,111345
2017-07-24,111345
2017-07-25,109228
2017-07-26,111526
2017-07-27,114457
2017-07-28,114457
2017-07-29,117743
2017-07-30,119562
2017-07-31,119562
2017-08-01,120707
2017-08-02,120769
2017-08-03,120769
2017-08-04,119959
2017-08-05,118007
2017-08-06,118007
2017-08-09,120851
2017-08-10,122940
2017-08-11,124841
2017-08-12,124841
2017-08-13,126114
2017-08-14,126114
2017-08-15,127684
2017-08-16,127684
2017-08-17,126190
2017-08-18,126190
2017-08-19,121633
2017-08-20,118988
2017-08-21,118988
2017-08-22,113466
2017-08-23,113466
2017-08-24,111697
2017-08-25,111697
2017-08-26,112526
2017-08-27,114706
2017-08-28,114706
2017-08-29,115205
2017-08-30,115219
2017-08-31,115219
2017-09-01,115852
2017-09-02,113505
2017-09-03,113505
2017-09-04,114603
2017-09-05,111619
2017-09-06,111619
2017-09-07,107803
2017-09-08,107803
2017-09-09,108078
2017-09-10,109238
2017-09-11,111417
2017-09-12,111417
2017-09-13,110622
2017-09-14,114129
2017-09-15,114129
2017-09-16,116815
2017-09-17,117759
2017-09-19,120651
2017-09-20,123086
2017-09-21,123086
2017-09-22,125054
2017-09-23,125054
2017-09-24,126662
2017-09-25,128588
2017-09-26,129490
2017-09-27,129490
2017-09-28,130425
2017-09-29,130079
2017-09-30,130079
2017-10-01,129300
2017-10-02,125697
2017-10-03,125697
2017-10-04,124437
2017-10-05,122625
2017-10-06,119371
2017-10-07,118257
2017-10-08,118257
2017-10-09,116880
2017-10-10,114006
2017-10-11,114006
2017-10-12,112068
2017-10-13,113581
2017-10-14,112946
2017-10-15,112946
2017-10-16,113563
2017-10-17,113563
2017-10-18,113677
2017-10-19,113677
2017-10-20,113291
2017-10-21,110752
2017-10-22,106695
2017-10-23,106695
2017-10-24,103429
2017-10-25,100593
2017-10-26,96478
2017-10-27,93305
2017-10-28,93305
2017-10-29,95453
2017-10-30,98368
2017-10-31,102418
2017-11-01,102418
2017-11-02,107148
2017-11-03,107148
2017-11-04,106684
2017-11-05,106684
2017-11-06,108425
2017-11-07,108425
2017-11-08,113847
2017-11-09,116419
2017-11-10,116419
2017-11-11,117177
2017-11-12,114221
2017-11-13,114221
2017-11-14,114501
2017-11-15,114501
2017-11-16,110981
2017-11-17,110981
2017-11-18,108537
2017-11-19,103255
2017-11-20,98556
2017-11-21,93641
2017-11-22,89640
2017-11-23,85158
2017-11-24,81576
2017-11-25,77724
2017-11-26,76987
2017-11-27,76987
2017-11-28,75836
2017-11-29,77560
2017-11-30,77560
2017-12-01,79851
2017-12-02,79851
2017-12-03,81089
2017-12-04,81089
2017-12-05,82742
2017-12-06,85643
2017-12-07,87591
2017-12-08,87591
2017-12-09,89844
2017-12-10,91118
2017-12-11,93189
2017-12-12,93189
2017-12-13,95447
2017-12-14,97579
2017-12-15,101267
2017-12-16,101267
2017-12-17,104549
2017-12-18,109746
2017-12-19,109746
2017-12-20,115234
2017-12-21,119402
2017-12-22,123257
2017-12-23,126636
2017-12-24,126636
2017-12-25,128859
2017-12-26,131966
2017-12-27,132146
2017-12-28,132146
2017-12-29,132459
2017-12-30,130295
2017-12-31,130295
2018-01-01,132981
2018-01-02,137832
2018-01-03,142190
2018-01-04,142190
2018-01-05,137034
2018-01-06,134613
2018-01-07,132564
2018-01-08,132458
2018-01-09,128778
2018-01-10,128778
2018-01-11,124217
2018-01-12,124362
2018-01-13,124446
2018-01-14,126333
2018-01-15,124390
2018-01-16,121442
2018-01-17,120561
2018-01-18,120561
2018-01-19,120090
2018-01-20,120880
2018-01-21,120880
2018-01-22,123293
2018-01-23,126545
2018-01-25,127751
2018-01-26,129686
2018-01-27,129825
2018-01-28,131550
2018-01-29,133889
2018-01-30,135966
2018-01-31,135966
2018-02-01,137483
2018-02-02,137483
2018-02-03,141108
2018-02-04,141211
2018-02-05,141211
2018-02-06,138906
2018-02-07,135891
2018-02-08,135891
2018-02-09,135030
2018-02-10,135030
2018-02-11,134418
2018-02-12,136790
2018-02-13,136790
2018-02-14,133791
2018-02-15,132253
2018-02-16,132253
2018-02-17,131357
2018-02-18,135399
2018-02-19,136930
2018-02-20,136930
2018-02-21,138997
2018-02-22,138997
2018-02-23,142918
2018-02-24,142918
2018-02-25,145076
2018-02-26,145076
2018-02-27,145730
2018-02-28,145730
2018-03-01,146145
2018-03-02,143384
2018-03-03,140528
2018-03-04,140528
2018-03-05,140795
2018-03-06,140486
2018-03-07,136920
2018-03-08,136920
2018-03-09,132412
2018-03-10,132412
2018-03-11,128827
2018-03-12,126837
2018-03-13,126837
2018-03-14,129149
2018-03-15,129149
2018-03-16,129954
2018-03-17,131225
2018-03-18,131225
2018-03-19,134092
2018-03-20,136542
2018-03-21,136542
2018-03-23,137179
2018-03-24,138827
2018-03-25,138827
2018-03-26,141019
2018-03-27,142808
2018-03-28,142808
2018-03-29,141541
2018-03-30,141541
2018-03-31,141211
2018-04-01,141211
2018-04-02,140240
2018-04-03,139757
2018-04-04,140588
2018-04-05,140588
2018-04-06,142055
2018-04-07,142055
2018-04-08,141066
2018-04-09,141066
2018-04-10,142151
2018-04-11,142151
2018-04-12,140470
2018-04-13,140470
2018-04-14,140732
2018-04-15,140375
2018-04-16,140375
2018-04-17,140279
2018-04-18,140279
2018-04-19,140120
2018-04-20,140120
2018-04-21,141298
2018-04-22,141298
2018-04-23,142463
2018-04-24,142463
2018-04-25,143176
2018-04-26,143176
2018-04-27,145338
2018-04-28,145338
2018-04-29,148185
2018-04-30,151391
2018-05-01,156219
2018-05-04,157475
2018-05-05,156627
2018-05-06,156627
2018-05-07,152128
2018-05-08,152128
2018-05-09,152972
2018-05-10,150288
2018-05-11,150288
2018-05-12,145692
2018-05-13,145692
2018-05-14,142527
2018-05-15,142527
2018-05-16,138766
2018-05-17,138766
2018-05-18,134990
2018-05-19,134990
2018-05-20,137343
2018-05-21,130475
2018-05-22,130475
2018-05-23,125879
2018-05-24,125879
2018-05-25,124583
2018-05-26,123890
2018-05-27,123890
2018-05-28,123412
2018-05-29,123412
2018-05-30,120141
2018-05-31,120141
2018-06-01,115097
2018-06-02,110724
2018-06-03,110724
2018-06-04,109180
2018-06-05,107554
2018-06-06,110020
2018-06-07,110020
2018-06-08,108356
2018-06-09,108356
2018-06-10,106476
2018-06-11,106476
2018-06-12,106655
2018-06-13,103425
2018-06-14,104578
2018-06-15,104578
2018-06-16,105439
2018-06-17,108026
2018-06-18,108026
2018-06-19,109683
2018-06-20,109683
2018-06-21,110861
2018-06-22,110920
2018-06-23,110920
2018-06-24,111141
2018-06-25,111912
2018-06-26,111912
2018-06-27,113136
2018-06-28,113136
2018-06-29,112575
2018-06-30,112575
2018-07-01,111809
2018-07-02,111809
2018-07-03,109423
2018-07-04,109423
2018-07-05,109478
2018-07-06,109297
2018-07-07,109297
2018-07-08,109274
2018-07-09,106928
2018-07-10,106928
2018-07-11,108714
2018-07-12,108714
2018-07-13,109751
2018-07-14,111605
2018-07-15,111605
2018-07-16,111272
2018-07-17,111581
2018-07-18,111581
2018-07-19,113584
2018-07-20,113584
2018-07-21,113591
2018-07-22,111220
2018-07-23,110643
2018-07-24,110643
2018-07-25,112838
2018-07-26,110357
2018-07-27,109967
2018-07-28,109967
2018-07-29,106580
2018-07-30,106580
2018-07-31,104990
2018-08-01,104990
2018-08-02,108382
2018-08-03,108382
2018-08-04,108102
2018-08-05,105457
2018-08-06,105457
2018-08-07,103331
2018-08-08,103273
2018-08-09,103273
2018-08-10,101212
2018-08-11,101040
2018-08-12,101132
2018-08-14,96686
2018-08-16,93453
2018-08-17,94453
2018-08-18,94453
2018-08-19,95439
2018-08-20,96063
2018-08-21,96063
2018-08-22,95951
2018-08-23,95951
2018-08-24,98662
2018-08-25,101224
2018-08-26,101224
2018-08-27,103246
2018-08-28,104017
2018-08-29,104017
2018-08-30,104847
2018-08-31,108926
2018-09-01,109036
2018-09-02,109036
2018-09-03,110391
2018-09-04,111012
2018-09-05,111967
2018-09-06,111967
2018-09-07,111697
2018-09-08,114067
2018-09-09,114067
2018-09-10,115308
2018-09-11,115308
2018-09-12,117536
2018-09-13,117536
2018-09-14,119649
2018-09-15,122102
2018-09-16,122102
2018-09-17,125033
2018-09-18,125310
2018-09-19,125310
2018-09-20,127767
2018-09-21,127767
2018-09-22,128197
2018-09-23,128197
2018-09-24,130061
2018-09-25,130061
2018-09-26,131851
2018-09-27,131851
2018-09-28,135834
2018-09-29,135834
2018-09-30,134149
2018-10-02,134592
2018-10-03,134653
2018-10-04,134653
2018-10-05,135526
2018-10-06,130122
2018-10-07,130122
2018-10-08,126220
2018-10-09,126304
2018-10-10,124463
2018-10-11,124463
2018-10-12,124938
2018-10-13,125561
2018-10-14,125561
2018-10-15,129745
2018-10-16,129745
2018-10-17,134831
2018-10-18,134831
2018-10-19,139880
2018-10-20,139880
2018-10-21,145284
2018-10-22,145284
2018-10-23,152021
2018-10-24,152021
2018-10-25,156251
2018-10-26,156251
2018-10-27,162667
2018-10-28,166014
2018-10-29,166014
2018-10-30,166659
2018-10-31,172755
2018-11-01,175152
2018-11-03,180746
2018-11-04,187347
2018-11-05,195441
2018-11-06,204779
2018-11-07,212620
2018-11-08,216762
2018-11-09,213294
2018-11-10,215019
2018-11-11,213539
2018-11-12,222387
2018-11-13,232983
2018-11-14,237741
2018-11-15,244508
2018-11-16,255353
2018-11-17,264862
2018-11-18,264892
2018-11-19,265821
2018-11-20,258375
2018-11-21,248838
2018-11-22,244114
2018-11-23,243667
2018-11-24,234977
2018-11-25,225954
2018-11-26,218632
2018-11-27,213208
2018-11-28,207335
2018-11-29,200284
2018-12-01,187899
2018-12-02,184327
2018-12-03,184327
2018-12-04,180960
2018-12-05,179287
2018-12-07,172693
2018-12-09,158820
2018-12-10,151520
2018-12-11,146387
2018-12-12,142528
2018-12-13,139637
2018-12-14,136462
2018-12-15,131429
2018-12-16,128650
2018-12-17,125666
2018-12-18,122466
2018-12-19,122143
2018-12-20,120133
2018-12-21,120135
2018-12-22,119011
2018-12-23,117042
2018-12-24,115436
2018-12-25,114201
2018-12-26,114341
2018-12-27,115127
2018-12-28,117172
2018-12-29,121069
2018-12-30,123991
2018-12-31,126277
2019-01-01,126983
2019-01-02,125030
2019-01-03,120775
2019-01-04,117813
2019-01-05,116811
2019-01-06,114553
2019-01-08,114713
2019-01-10,115784
2019-01-11,113842
2019-01-12,111809
2019-01-13,112700
2019-01-14,112880
2019-01-15,113572
2019-01-16,114779
2019-01-17,115400
2019-01-18,120084
2019-01-19,124275
2019-01-20,127739
2019-01-21,129022
2019-01-22,130123
2019-01-23,128389
2019-01-24,127898
2019-01-25,127654
2019-01-26,128252
2019-01-27,128806
2019-01-29,127355
2019-01-30,126596
2019-01-31,126596
2019-02-01,125947
2019-02-02,123345
2019-02-03,121928
2019-02-04,121928
2019-02-05,122848
2019-02-06,122848
2019-02-07,122770
2019-02-08,124855
2019-02-09,125872
2019-02-10,126956
2019-02-11,124908
2019-02-12,123600
2019-02-13,121791
2019-02-14,121791
2019-02-15,117798
2019-02-16,113532
2019-02-17,110791
2019-02-18,107290
2019-02-19,105807
2019-02-20,103273
2019-02-21,100438
2019-02-22,100438
2019-02-23,99405
2019-02-24,99215
2019-02-25,99947
2019-02-26,97190
2019-02-27,95298
2019-02-28,95298
2019-03-01,92374
2019-03-02,89736
2019-03-03,89223
2019-03-04,89502
2019-03-05,90604
2019-03-06,92167
2019-03-07,94340
2019-03-08,94340
2019-03-09,96507
2019-03-10,97909
2019-03-11,99857
2019-03-12,98482
2019-03-13,98482
2019-03-14,95820
2019-03-15,92232
2019-03-16,89251
2019-03-17,89214
2019-03-18,89214
2019-03-19,89625
2019-03-20,90845
2019-03-21,93131
2019-03-22,92871
2019-03-23,92879
2019-03-24,91803
2019-03-25,91803
2019-03-26,91795
2019-03-27,91795
2019-03-28,92214
2019-03-29,93423
2019-03-30,93423
2019-03-31,94498
