date_obj,Feldip%20hills%20teleport price
2016-02-24,1091
2016-02-25,1146
2016-02-26,1146
2016-02-27,1204
2016-02-28,1204
2016-02-29,1265
2016-03-01,1329
2016-03-02,1329
2016-03-03,1394
2016-03-04,1394
2016-03-05,1406
2016-03-06,1431
2016-03-07,1431
2016-03-08,1405
2016-03-09,1383
2016-03-10,1436
2016-03-11,1436
2016-03-12,1431
2016-03-13,1431
2016-03-14,1366
2016-03-15,1300
2016-03-16,1235
2016-03-17,1176
2016-03-18,1117
2016-03-19,1072
2016-03-20,1045
2016-03-21,1045
2016-03-22,1011
2016-03-23,983
2016-03-24,983
2016-03-25,989
2016-03-26,952
2016-03-27,952
2016-03-28,925
2016-03-29,904
2016-03-30,904
2016-03-31,868
2016-04-01,868
2016-04-02,824
2016-04-03,791
2016-04-04,757
2016-04-05,757
2016-04-06,749
2016-04-07,749
2016-04-08,770
2016-04-09,809
2016-04-10,844
2016-04-11,844
2016-04-12,855
2016-04-13,855
2016-04-14,841
2016-04-15,843
2016-04-16,820
2016-04-17,797
2016-04-18,790
2016-04-19,790
2016-04-20,786
2016-04-21,786
2016-04-22,815
2016-04-23,817
2016-04-24,821
2016-04-25,802
2016-04-26,802
2016-04-27,780
2016-04-28,766
2016-04-29,766
2016-04-30,773
2016-05-01,773
2016-05-02,774
2016-05-03,783
2016-05-04,783
2016-05-05,800
2016-05-06,800
2016-05-07,803
2016-05-08,803
2016-05-09,809
2016-05-10,830
2016-05-11,830
2016-05-12,836
2016-05-13,844
2016-05-14,857
2016-05-15,849
2016-05-16,849
2016-05-17,846
2016-05-18,838
2016-05-19,838
2016-05-22,835
2016-05-23,825
2016-05-24,793
2016-05-25,793
2016-05-26,762
2016-05-27,755
2016-05-28,755
2016-05-29,733
2016-05-30,733
2016-05-31,714
2016-06-01,699
2016-06-02,680
2016-06-03,680
2016-06-04,686
2016-06-05,686
2016-06-06,688
2016-06-07,688
2016-06-08,673
2016-06-09,669
2016-06-10,667
2016-06-11,667
2016-06-12,661
2016-06-13,661
2016-06-14,659
2016-06-15,659
2016-06-16,667
2016-06-17,671
2016-06-18,671
2016-06-19,669
2016-06-20,668
2016-06-21,669
2016-06-22,673
2016-06-23,687
2016-06-24,687
2016-06-25,703
2016-06-26,703
2016-06-27,714
2016-06-28,711
2016-06-29,709
2016-06-30,719
2016-07-01,718
2016-07-02,718
2016-07-03,723
2016-07-04,745
2016-07-05,745
2016-07-06,758
2016-07-07,731
2016-07-08,702
2016-07-09,696
2016-07-10,681
2016-07-11,665
2016-07-12,672
2016-07-13,671
2016-07-14,686
2016-07-15,701
2016-07-16,709
2016-07-17,679
2016-07-18,679
2016-07-23,674
2016-07-24,680
2016-07-25,686
2016-07-26,686
2016-07-27,721
2016-07-28,758
2016-07-29,768
2016-07-30,784
2016-07-31,784
2016-08-01,784
2016-08-02,772
2016-08-03,775
2016-08-04,740
2016-08-05,740
2016-08-06,742
2016-08-07,731
2016-08-08,731
2016-08-09,754
2016-08-10,786
2016-08-11,805
2016-08-12,805
2016-08-13,846
2016-08-14,878
2016-08-15,922
2016-08-16,964
2016-08-17,964
2016-08-18,965
2016-08-19,969
2016-08-20,947
2016-08-21,947
2016-08-22,928
2016-08-23,933
2016-08-24,949
2016-08-25,988
2016-08-26,988
2016-08-28,1038
2016-08-31,1145
2016-09-01,1187
2016-09-02,1187
2016-09-03,1148
2016-09-04,1194
2016-09-05,1254
2016-09-06,1317
2016-09-07,1317
2016-09-08,1344
2016-09-09,1344
2016-09-10,1384
2016-09-11,1384
2016-09-12,1430
2016-09-13,1428
2016-09-14,1428
2016-09-15,1423
2016-09-16,1423
2016-09-17,1364
2016-09-18,1364
2016-09-19,1397
2016-09-20,1397
2016-09-21,1467
2016-09-22,1541
2016-09-23,1619
2016-09-24,1619
2016-09-25,1700
2016-09-26,1700
2016-09-27,1667
2016-09-28,1583
2016-09-29,1583
2016-09-30,1505
2016-10-01,1443
2016-10-02,1443
2016-10-03,1406
2016-10-04,1406
2016-10-05,1477
2016-10-06,1477
2016-10-07,1551
2016-10-08,1629
2016-10-09,1629
2016-10-10,1711
2016-10-11,1797
2016-10-12,1797
2016-10-13,1887
2016-10-14,1922
2016-10-15,2018
2016-10-16,2018
2016-10-17,2119
2016-10-18,2119
2016-10-19,2110
2016-10-20,2005
2016-10-21,1932
2016-10-22,1932
2016-10-23,1852
2016-10-24,1783
2016-10-25,1783
2016-10-26,1715
2016-10-27,1715
2016-10-28,1747
2016-10-29,1829
2016-10-30,1829
2016-10-31,1919
2016-11-01,1919
2016-11-02,2015
2016-11-03,2015
2016-11-04,2116
2016-11-05,2116
2016-11-06,2222
2016-11-07,2222
2016-11-08,2326
2016-11-09,2350
2016-11-10,2310
2016-11-11,2310
2016-11-12,2194
2016-11-13,2194
2016-11-14,2084
2016-11-15,1981
2016-12-07,1205
2016-12-08,1165
2016-12-09,1143
2016-12-10,1143
2016-12-11,1138
2016-12-12,1167
2016-12-13,1226
2016-12-14,1220
2016-12-15,1220
2016-12-16,1205
2016-12-17,1217
2016-12-18,1217
2016-12-19,1192
2016-12-20,1165
2016-12-21,1166
2016-12-22,1166
2016-12-23,1183
2016-12-24,1183
2016-12-25,1171
2016-12-26,1135
2016-12-27,1108
2016-12-28,1094
2016-12-29,1130
2016-12-30,1187
2016-12-31,1243
2017-01-01,1305
2017-01-02,1331
2017-01-03,1353
2017-01-04,1372
2017-01-05,1375
2017-01-06,1358
2017-01-07,1361
2017-01-08,1373
2017-01-09,1349
2017-01-10,1297
2017-01-11,1245
2017-01-12,1209
2017-01-13,1209
2017-01-14,1174
2017-01-15,1179
2017-01-16,1140
2017-01-17,1128
2017-01-18,1125
2017-01-19,1116
2017-01-20,1099
2017-01-21,1068
2017-01-22,1061
2017-01-23,1093
2017-01-27,1050
2017-01-28,997
2017-01-29,947
2017-01-30,947
2017-01-31,899
2017-02-01,854
2017-02-02,811
2017-02-03,788
2017-02-04,763
2017-02-05,724
2017-02-06,699
2017-02-07,696
2017-02-08,694
2017-02-09,694
2017-02-10,692
2017-02-11,667
2017-02-12,667
2017-02-13,655
2017-02-14,658
2017-02-15,659
2017-02-16,662
2017-02-18,666
2017-02-19,657
2017-02-20,669
2017-02-21,659
2017-02-22,660
2017-02-23,662
2017-02-24,662
2017-02-25,659
2017-02-26,667
2017-02-27,663
2017-02-28,659
2017-03-01,667
2017-03-02,671
2017-03-03,674
2017-03-04,683
2017-03-05,718
2017-03-06,716
2017-03-07,720
2017-03-08,720
2017-03-09,721
2017-03-10,742
2017-03-11,772
2017-03-12,792
2017-03-13,798
2017-03-14,803
2017-03-15,788
2017-03-16,793
2017-03-17,807
2017-03-18,820
2017-03-19,855
2017-03-20,896
2017-03-21,921
2017-03-22,939
2017-03-23,925
2017-03-24,915
2017-03-25,915
2017-03-26,915
2017-03-27,943
2017-03-28,991
2017-03-29,1035
2017-03-30,1065
2017-03-31,1104
2017-04-01,1085
2017-04-02,1093
2017-04-03,1080
2017-04-04,1034
2017-04-12,884
2017-04-13,927
2017-04-14,974
2017-04-15,1023
2017-04-16,1075
2017-04-17,1099
2017-04-18,1071
2017-04-19,1083
2017-04-20,1137
2017-04-21,1194
2017-04-22,1254
2017-04-23,1300
2017-04-24,1365
2017-04-25,1433
2017-04-26,1433
2017-04-27,1489
2017-04-28,1507
2017-04-29,1579
2017-04-30,1598
2017-05-01,1556
2017-05-02,1509
2017-05-03,1499
2017-05-04,1452
2017-05-05,1401
2017-05-06,1354
2017-05-07,1293
2017-05-08,1228
2017-05-09,1170
2017-05-10,1179
2017-05-11,1238
2017-05-12,1300
2017-05-13,1351
2017-05-14,1384
2017-05-15,1435
2017-05-16,1462
2017-05-17,1390
2017-05-18,1340
2017-05-19,1292
2017-05-20,1255
2017-05-21,1255
2017-05-22,1194
2017-05-23,1152
2017-05-24,1172
2017-05-25,1207
2017-05-26,1204
2017-05-27,1170
2017-05-28,1162
2017-05-29,1135
2017-05-30,1099
2017-05-31,1092
2017-06-01,1064
2017-06-02,1035
2017-06-03,1021
2017-06-04,1005
2017-06-05,990
2017-06-06,970
2017-06-07,940
2017-06-08,929
2017-06-09,916
2017-06-10,908
2017-06-11,895
2017-06-12,927
2017-06-13,923
2017-06-14,931
2017-06-15,904
2017-06-16,931
2017-06-17,920
2017-06-18,919
2017-06-19,919
2017-06-20,947
2017-06-21,983
2017-06-22,996
2017-06-23,1010
2017-06-24,1008
2017-06-25,1005
2017-06-26,1009
2017-06-27,1015
2017-06-28,1007
2017-06-29,1020
2017-06-30,1005
2017-07-01,1005
2017-07-02,1006
2017-07-03,1016
2017-07-04,1067
2017-07-05,1067
2017-07-06,1111
2017-07-07,1111
2017-07-08,1167
2017-07-13,1419
2017-07-14,1428
2017-07-15,1428
2017-07-16,1359
2017-07-17,1291
2017-07-18,1226
2017-07-19,1164
2017-07-20,1117
2017-07-21,1134
2017-07-22,1126
2017-07-23,1113
2017-07-24,1107
2017-07-25,1083
2017-07-26,1052
2017-07-27,1048
2017-07-28,1090
2017-07-29,1145
2017-07-30,1203
2017-07-31,1203
2017-08-01,1264
2017-08-02,1328
2017-08-03,1395
2017-08-04,1465
2017-08-05,1539
2017-08-06,1595
2017-08-09,1735
2017-08-10,1822
2017-08-11,1914
2017-08-12,2010
2017-08-13,2099
2017-08-14,2141
2017-08-15,2140
2017-08-16,2137
2017-08-17,2182
2017-08-18,2182
2017-08-19,2184
2017-08-20,2214
2017-08-21,2314
2017-08-22,2430
2017-08-23,2543
2017-08-24,2625
2017-08-25,2751
2017-08-26,2867
2017-08-27,2945
2017-08-28,3023
2017-08-29,3042
2017-08-30,3022
2017-08-31,2919
2017-09-01,2912
2017-09-02,2846
2017-09-03,2846
2017-09-04,2808
2017-09-05,2792
2017-09-06,2744
2017-09-07,2625
2017-09-08,2625
2017-09-09,2557
2017-09-10,2522
2017-09-11,2506
2017-09-12,2436
2017-09-13,2380
2017-09-14,2381
2017-09-15,2381
2017-09-16,2456
2017-09-17,2513
2017-09-18,2581
2017-09-19,2603
2017-09-20,2584
2017-09-21,2520
2017-09-22,2513
2017-09-23,2513
2017-09-24,2639
2017-09-25,2771
2017-09-26,2910
2017-09-27,3056
2017-09-28,3209
2017-09-29,3370
2017-09-30,3482
2017-10-01,3596
2017-10-02,3744
2017-10-03,3810
2017-10-04,3810
2017-10-05,3965
2017-10-06,4062
2017-10-07,4229
2017-10-08,4275
2017-10-09,4098
2017-10-10,3894
2017-10-11,3894
2017-10-12,3747
2017-10-13,3624
2017-10-14,3494
2017-10-15,3494
2017-10-16,3447
2017-10-17,3447
2017-10-18,3465
2017-10-19,3573
2017-10-20,3702
2017-10-21,3882
2017-10-22,3914
2017-10-23,3718
2017-10-24,3532
2017-10-25,3469
2017-10-26,3494
2017-10-27,3570
2017-10-28,3570
2017-10-29,3539
2017-10-30,3472
2017-10-31,3555
2017-11-01,3555
2017-11-02,3563
2017-11-03,3574
2017-11-04,3541
2017-11-05,3553
2017-11-06,3565
2017-11-07,3580
2017-11-08,3598
2017-11-09,3582
2017-11-10,3593
2017-11-11,3441
2017-11-12,3278
2017-11-13,3137
2017-11-14,3221
2017-11-15,3309
2017-11-16,3442
2017-11-17,3577
2017-11-18,3656
2017-11-19,3708
2017-11-20,3717
2017-11-21,3713
2017-11-22,3734
2017-11-23,3688
2017-11-24,3644
2017-11-25,3659
2017-11-26,3782
2017-11-27,3782
2017-11-28,3905
2017-11-29,3958
2017-11-30,4022
2017-12-01,3991
2017-12-02,3801
2017-12-03,3618
2017-12-04,3437
2017-12-05,3308
2017-12-06,3165
2017-12-07,3034
2017-12-08,2920
2017-12-09,3059
2017-12-10,3212
2017-12-11,3373
2017-12-12,3532
2017-12-13,3602
2017-12-14,3772
2017-12-15,3943
2017-12-16,3881
2017-12-17,3695
2017-12-18,3571
2017-12-19,3529
2017-12-20,3360
2017-12-21,3192
2017-12-22,3032
2017-12-23,2923
2017-12-24,3001
2017-12-25,3152
2017-12-26,3310
2017-12-27,3476
2017-12-28,3650
2017-12-29,3833
2017-12-30,4025
2017-12-31,4227
2018-01-01,4439
2018-01-02,4661
2018-01-03,4823
2018-01-04,4581
2018-01-05,4351
2018-01-06,4133
2018-01-07,3926
2018-01-08,3729
2018-01-09,3542
2018-01-10,3364
2018-01-11,3195
2018-01-12,3035
2018-01-13,2883
2018-01-14,2768
2018-01-15,2849
2018-01-16,2924
2018-01-17,2950
2018-01-18,2945
2018-01-19,2945
2018-01-20,2967
2018-01-21,3004
2018-01-22,3061
2018-01-23,3181
2018-01-24,3147
2018-01-25,3099
2018-01-26,3039
2018-01-27,2951
2018-01-28,2914
2018-01-29,2944
2018-01-30,2856
2018-01-31,2797
2018-02-01,2800
2018-02-02,2816
2018-02-03,2766
2018-02-04,2752
2018-02-05,2693
2018-02-06,2617
2018-02-07,2611
2018-02-08,2601
2018-02-09,2584
2018-02-10,2594
2018-02-11,2601
2018-02-12,2602
2018-02-13,2598
2018-02-14,2584
2018-02-15,2581
2018-02-16,2583
2018-02-17,2583
2018-02-18,2549
2018-02-19,2528
2018-02-20,2511
2018-02-21,2439
2018-02-22,2426
2018-02-23,2419
2018-02-24,2400
2018-02-25,2386
2018-02-26,2345
2018-02-27,2319
2018-02-28,2307
2018-03-01,2243
2018-03-02,2220
2018-03-03,2230
2018-03-04,2204
2018-03-05,2230
2018-03-06,2288
2018-03-07,2303
2018-03-08,2337
2018-03-09,2319
2018-03-10,2304
2018-03-11,2323
2018-03-12,2311
2018-03-13,2279
2018-03-14,2187
2018-03-15,2123
2018-03-16,2058
2018-03-17,1991
2018-03-18,1909
2018-03-20,2046
2018-03-21,2093
2018-03-23,2122
2018-03-24,2184
2018-03-25,2193
2018-03-26,2182
2018-03-27,2184
2018-03-28,2203
2018-03-29,2194
2018-03-30,2171
2018-03-31,2122
2018-04-01,2104
2018-04-02,2074
2018-04-03,2007
2018-04-04,1945
2018-04-05,1927
2018-04-06,1936
2018-04-07,2033
2018-04-08,2135
2018-04-09,2242
2018-04-10,2355
2018-04-11,2456
2018-04-12,2462
2018-04-13,2354
2018-04-14,2260
2018-04-15,2154
2018-04-16,2091
2018-04-17,2051
2018-04-18,2036
2018-04-19,2015
2018-04-20,2013
2018-04-21,2033
2018-04-22,2051
2018-04-23,2032
2018-04-24,2035
2018-04-25,2121
2018-04-26,2228
2018-04-27,2321
2018-04-28,2438
2018-04-29,2527
2018-04-30,2607
2018-05-01,2626
2018-05-03,2413
2018-05-04,2349
2018-05-05,2297
2018-05-06,2261
2018-05-07,2228
2018-05-08,2264
2018-05-09,2237
2018-05-10,2246
2018-05-11,2359
2018-05-12,2471
2018-05-13,2547
2018-05-14,2569
2018-05-15,2536
2018-05-16,2473
2018-05-17,2453
2018-05-18,2404
2018-05-19,2325
2018-05-20,2251
2018-05-21,2163
2018-05-22,2143
2018-05-23,2206
2018-05-24,2316
2018-05-25,2267
2018-05-26,2224
2018-05-27,2281
2018-05-28,2269
2018-05-29,2208
2018-05-30,2182
2018-05-31,2074
2018-06-01,1970
2018-06-02,1999
2018-06-03,2064
2018-06-04,2061
2018-06-05,2050
2018-06-06,2042
2018-06-07,2039
2018-06-08,2003
2018-06-09,1903
2018-06-10,1851
2018-06-11,1838
2018-06-12,1757
2018-06-13,1733
2018-06-14,1730
2018-06-15,1743
2018-06-16,1759
2018-06-17,1724
2018-06-18,1696
2018-06-19,1687
2018-06-20,1689
2018-06-21,1718
2018-06-22,1803
2018-06-23,1894
2018-06-24,1989
2018-06-25,2089
2018-06-26,2194
2018-06-27,2291
2018-06-28,2389
2018-06-29,2382
2018-06-30,2409
2018-07-01,2409
2018-07-02,2381
2018-07-03,2397
2018-07-04,2402
2018-07-05,2397
2018-07-06,2405
2018-07-07,2500
2018-07-08,2625
2018-07-09,2757
2018-07-10,2895
2018-07-11,3018
2018-07-12,3167
2018-07-13,3251
2018-07-14,3356
2018-07-15,3322
2018-07-16,3231
2018-07-17,3179
2018-07-18,3120
2018-07-19,3068
2018-07-20,3032
2018-07-21,3031
2018-07-22,3024
2018-07-23,2991
2018-07-24,2948
2018-07-25,2993
2018-07-26,2950
2018-07-27,2908
2018-07-28,2871
2018-07-29,2816
2018-07-30,2772
2018-07-31,2730
2018-08-01,2716
2018-08-02,2593
2018-08-03,2482
2018-08-04,2451
2018-08-05,2389
2018-08-06,2279
2018-08-07,2237
2018-08-08,2212
2018-08-09,2158
2018-08-10,2138
2018-08-11,2149
2018-08-12,2091
2018-08-14,2089
2018-08-16,2051
2018-08-17,2078
2018-08-18,2055
2018-08-19,2039
2018-08-20,2078
2018-08-21,2047
2018-08-22,2001
2018-08-23,1984
2018-08-24,1979
2018-08-25,1949
2018-08-26,1952
2018-08-27,1964
2018-08-28,1937
2018-08-29,1955
2018-08-30,1957
2018-08-31,1907
2018-09-01,1840
2018-09-02,1896
2018-09-03,1918
2018-09-04,1967
2018-09-05,1936
2018-09-06,1866
2018-09-07,1883
2018-09-08,1978
2018-09-09,2077
2018-09-10,2181
2018-09-11,2291
2018-09-12,2406
2018-09-13,2438
2018-09-14,2316
2018-09-15,2200
2018-09-16,2097
2018-09-17,1996
2018-09-18,1929
2018-09-19,1857
2018-09-20,1894
2018-09-21,1926
2018-09-22,1940
2018-09-23,1953
2018-09-24,1905
2018-09-25,1885
2018-09-26,1883
2018-09-27,1860
2018-09-28,1829
2018-09-29,1823
2018-09-30,1788
2018-10-01,1798
2018-10-02,1813
2018-10-03,1766
2018-10-04,1737
2018-10-05,1723
2018-10-06,1756
2018-10-07,1681
2018-10-08,1647
2018-10-09,1658
2018-10-10,1698
2018-10-11,1673
2018-10-12,1600
2018-10-13,1618
2018-10-14,1561
2018-10-15,1515
2018-10-16,1472
2018-10-17,1402
2018-10-18,1374
2018-10-19,1338
2018-10-20,1273
2018-10-21,1250
2018-10-22,1258
2018-10-23,1273
2018-10-24,1322
2018-10-25,1354
2018-10-26,1370
2018-10-27,1392
2018-10-28,1412
2018-10-29,1401
2018-10-30,1416
2018-10-31,1436
2018-11-01,1416
2018-11-03,1391
2018-11-04,1405
2018-11-05,1388
2018-11-06,1378
2018-11-07,1396
2018-11-08,1351
2018-11-09,1327
2018-11-10,1322
2018-11-11,1257
2018-11-12,1245
2018-11-13,1242
2018-11-14,1269
2018-11-15,1273
2018-11-16,1264
2018-11-17,1264
2018-11-18,1252
2018-11-19,1284
2018-11-20,1297
2018-11-21,1277
2018-11-22,1247
2018-11-23,1202
2018-11-24,1177
2018-11-25,1179
2018-11-26,1167
2018-11-27,1180
2018-11-29,1196
2018-12-01,1204
2018-12-02,1190
2018-12-03,1216
2018-12-04,1224
2018-12-05,1204
2018-12-07,1155
2018-12-09,1126
2018-12-10,1112
2018-12-11,1131
2018-12-12,1146
2018-12-13,1119
2018-12-14,1146
2018-12-15,1145
2018-12-16,1143
2018-12-17,1131
2018-12-18,1128
2018-12-19,1125
2018-12-20,1109
2018-12-21,1115
2018-12-22,1124
2018-12-23,1151
2018-12-24,1186
2018-12-25,1157
2018-12-26,1099
2018-12-27,1044
2018-12-28,1011
2018-12-29,1002
2018-12-30,1006
2018-12-31,1038
2019-01-01,1071
2019-01-02,1125
2019-01-03,1159
2019-01-04,1203
2019-01-05,1264
2019-01-06,1328
2019-01-08,1461
2019-01-10,1544
2019-01-11,1590
2019-01-12,1655
2019-01-13,1697
2019-01-14,1688
2019-01-15,1621
2019-01-16,1582
2019-01-17,1527
2019-01-18,1470
2019-01-19,1424
2019-01-20,1408
2019-01-21,1386
2019-01-22,1372
2019-01-23,1381
2019-01-24,1381
2019-01-25,1324
2019-01-26,1280
2019-01-27,1216
2019-01-28,1187
2019-01-29,1145
2019-01-30,1112
2019-01-31,1083
2019-02-01,1095
2019-02-02,1131
2019-02-03,1184
2019-02-04,1218
2019-02-05,1268
2019-02-06,1332
2019-02-07,1397
2019-02-08,1465
2019-02-09,1505
2019-02-10,1550
2019-02-11,1619
2019-02-12,1685
2019-02-13,1741
2019-02-14,1771
2019-02-15,1840
2019-02-16,1932
2019-02-17,2014
2019-02-18,2115
2019-02-19,2221
2019-02-20,2333
2019-02-21,2434
2019-02-22,2553
2019-02-23,2662
2019-02-24,2764
2019-02-25,2682
2019-02-26,2568
2019-02-27,2443
2019-02-28,2329
2019-03-01,2281
2019-03-02,2226
2019-03-03,2236
2019-03-04,2211
2019-03-05,2242
2019-03-06,2288
2019-03-07,2260
2019-03-08,2259
2019-03-09,2264
2019-03-10,2204
2019-03-11,2134
2019-03-12,2114
2019-03-13,2022
2019-03-14,1946
2019-03-15,1873
2019-03-16,1823
2019-03-17,1838
2019-03-18,1925
2019-03-19,2022
2019-03-20,2111
2019-03-21,2200
2019-03-22,2255
2019-03-23,2205
2019-03-24,2169
2019-03-25,2116
2019-03-26,2041
2019-03-27,1981
2019-03-28,1951
2019-03-29,1861
2019-03-30,1767
2019-03-31,1716
2019-04-01,1669
2019-04-02,1661
2019-04-03,1659
2019-04-04,1669
2019-04-05,1636
2019-04-06,1584
2019-04-07,1520
2019-04-08,1460
2019-04-09,1407
2019-04-10,1361
2019-04-11,1319
2019-04-12,1294
2019-04-13,1250
2019-04-14,1221
2019-04-15,1209
2019-04-16,1166
2019-04-17,1150
2019-04-18,1188
2019-04-19,1193
2019-04-20,1189
2019-04-21,1176
2019-04-22,1154
2019-04-23,1136
2019-04-24,1134
2019-04-25,1153
2019-04-26,1159
2019-04-27,1126
2019-04-28,1088
2019-04-29,1034
2019-04-30,990
2019-05-01,941
2019-05-02,893
2019-05-03,882
2019-05-04,912
2019-05-05,958
2019-05-06,1006
2019-05-07,1016
2019-05-08,1016
2019-05-09,1017
2019-05-10,1056
2019-05-11,1109
2019-05-12,1165
2019-05-13,1131
2019-05-14,1075
2019-05-15,1063
2019-05-16,1068
2019-05-17,1088
