date_obj,Monocle price
2016-04-09,40671
2016-04-10,38928
2016-04-11,38928
2016-04-12,38928
2016-04-13,38928
2016-04-14,38928
2016-04-15,38928
2016-04-16,38928
2016-04-17,38928
2016-04-18,37034
2016-04-19,37034
2016-04-20,37034
2016-04-21,37034
2016-04-22,37034
2016-04-23,37034
2016-04-24,36483
2016-04-25,36483
2016-04-26,36483
2016-04-27,36483
2016-04-28,36483
2016-04-29,36483
2016-04-30,36483
2016-05-01,36483
2016-05-02,36329
2016-05-03,36329
2016-05-04,36329
2016-05-05,36329
2016-05-06,36329
2016-05-07,36329
2016-05-08,36329
2016-05-09,36329
2016-05-10,37413
2016-05-11,37413
2016-05-12,37413
2016-05-13,37413
2016-05-14,37413
2016-05-15,37413
2016-05-16,35754
2016-05-17,35754
2016-05-18,35754
2016-05-19,35754
2016-05-22,34069
2016-05-23,34069
2016-05-24,34069
2016-05-25,34069
2016-05-26,34069
2016-05-27,32495
2016-05-28,32495
2016-05-29,32495
2016-05-30,32495
2016-05-31,32495
2016-06-01,31094
2016-06-02,31094
2016-06-03,31094
2016-06-04,31094
2016-06-05,31094
2016-06-06,31094
2016-06-07,29724
2016-06-08,29724
2016-06-09,29724
2016-06-10,29724
2016-06-11,28367
2016-06-12,28367
2016-06-13,28367
2016-06-14,28367
2016-06-15,27605
2016-06-16,27605
2016-06-17,27605
2016-06-18,27605
2016-06-19,27684
2016-06-20,27684
2016-06-21,27684
2016-06-22,27684
2016-06-23,27684
2016-06-24,27684
2016-06-25,27684
2016-06-26,27828
2016-06-27,27828
2016-06-28,27828
2016-06-29,27828
2016-06-30,27828
2016-07-01,27828
2016-07-02,27828
2016-07-03,26886
2016-07-04,26886
2016-07-05,26886
2016-07-06,26886
2016-07-07,26886
2016-07-08,25761
2016-07-09,25761
2016-07-10,25761
2016-07-11,25761
2016-07-12,25761
2016-07-13,25761
2016-07-14,24653
2016-07-15,24653
2016-07-16,24653
2016-07-17,24653
2016-07-18,24653
2016-07-23,24215
2016-07-24,24215
2016-07-25,24215
2016-07-26,24215
2016-07-27,24215
2016-07-28,24215
2016-07-29,24215
2016-07-30,24215
2016-07-31,23466
2016-08-01,23466
2016-08-02,23466
2016-08-03,23466
2016-08-04,23466
2016-08-05,23466
2016-08-06,23466
2016-08-07,23466
2016-08-08,23466
2016-08-09,22973
2016-08-10,22973
2016-08-11,22973
2016-08-12,22973
2016-08-13,22973
2016-08-14,22973
2016-08-15,22973
2016-08-16,22973
2016-08-17,22973
2016-08-18,22973
2016-08-19,22973
2016-08-20,22399
2016-08-21,22399
2016-08-22,22399
2016-08-23,22399
2016-08-24,22399
2016-08-25,22399
2016-08-26,22399
2016-08-28,22492
2016-08-31,22492
2016-09-01,22492
2016-09-02,22492
2016-09-03,22492
2016-09-04,22492
2016-09-05,22492
2016-09-06,22492
2016-09-07,22492
2016-09-08,22492
2016-09-09,22126
2016-09-10,22126
2016-09-11,22126
2016-09-12,22126
2016-09-13,22126
2016-09-14,22126
2016-09-15,22126
2016-09-16,22126
2016-09-17,22126
2016-09-18,22126
2016-09-19,22126
2016-09-20,22126
2016-09-21,21101
2016-09-22,21101
2016-09-23,21101
2016-09-24,21101
2016-09-25,21101
2016-09-26,21101
2016-09-27,21101
2016-09-28,21101
2016-09-29,20253
2016-09-30,20253
2016-10-01,20253
2016-10-02,20253
2016-10-03,20253
2016-10-04,20253
2016-10-05,20253
2016-10-06,20253
2016-10-07,20253
2016-10-08,20253
2016-10-09,20253
2016-10-10,19455
2016-10-11,19455
2016-10-12,19455
2016-10-13,19455
2016-10-14,19455
2016-10-15,19455
2016-10-16,19455
2016-10-17,19455
2016-10-18,19455
2016-10-19,18614
2016-10-20,18614
2016-10-21,18614
2016-10-22,18614
2016-10-23,18614
2016-10-24,18614
2016-10-25,18614
2016-10-26,18614
2016-10-27,18614
2016-10-28,18614
2016-10-29,18309
2016-10-30,18309
2016-10-31,18309
2016-11-01,18309
2016-11-02,18309
2016-11-03,18309
2016-11-04,18309
2016-11-05,18309
2016-11-06,18309
2016-11-07,18309
2016-11-08,18309
2016-11-09,18277
2016-11-10,18277
2016-11-11,18277
2016-11-12,18277
2016-11-13,18277
2016-11-14,18277
2016-12-07,17847
2016-12-08,17847
2016-12-09,17847
2016-12-10,17847
2016-12-11,17052
2016-12-12,17052
2016-12-13,17052
2016-12-14,17052
2016-12-15,17052
2016-12-16,17052
2016-12-17,17052
2016-12-18,17052
2016-12-19,17052
2016-12-20,16260
2016-12-21,16260
2016-12-22,16260
2016-12-23,16260
2016-12-24,16260
2016-12-25,16260
2016-12-26,16260
2016-12-27,16260
2016-12-28,16260
2016-12-29,15478
2016-12-30,15478
2016-12-31,15478
2017-01-01,15478
2017-01-02,15478
2017-01-03,15478
2017-01-04,15478
2017-01-05,14739
2017-01-06,14739
2017-01-07,14739
2017-01-08,14739
2017-01-09,14739
2017-01-10,14068
2017-01-11,14068
2017-01-12,14068
2017-01-13,14068
2017-01-14,14068
2017-01-15,14068
2017-01-16,13394
2017-01-17,13394
2017-01-18,13394
2017-01-19,13394
2017-01-20,13394
2017-01-21,13394
2017-01-22,13394
2017-01-27,12760
2017-01-28,12760
2017-01-29,12161
2017-01-30,12161
2017-01-31,12161
2017-02-01,12161
2017-02-02,12161
2017-02-03,12161
2017-02-04,12161
2017-02-05,11563
2017-02-06,11563
2017-02-07,11563
2017-02-08,11563
2017-02-09,11563
2017-02-10,11563
2017-02-11,11563
2017-02-12,11563
2017-02-13,11563
2017-02-14,11004
2017-02-15,11004
2017-02-16,11004
2017-02-18,11004
2017-02-19,11004
2017-02-20,11004
2017-02-21,11004
2017-02-22,11004
2017-02-23,10496
2017-02-24,10496
2017-02-25,10496
2017-02-26,10496
2017-02-27,10496
2017-02-28,10496
2017-03-01,10496
2017-03-02,10008
2017-03-03,10008
2017-03-04,10008
2017-03-05,10008
2017-03-06,10008
2017-03-07,10008
2017-03-08,9660
2017-03-09,9660
2017-03-10,9660
2017-03-11,9660
2017-03-12,9660
2017-03-13,9660
2017-03-14,9757
2017-03-15,9757
2017-03-16,9757
2017-03-17,9757
2017-03-18,9757
2017-03-19,9757
2017-03-20,9757
2017-03-21,9757
2017-03-22,9757
2017-03-23,9458
2017-03-24,9458
2017-03-25,9458
2017-03-26,9458
2017-03-27,9458
2017-03-28,9458
2017-03-29,9458
2017-03-30,9458
2017-03-31,9441
2017-04-01,9441
2017-04-02,9441
2017-04-03,9441
2017-04-04,9441
2017-04-12,9655
2017-04-13,9655
2017-04-14,9655
2017-04-15,9655
2017-04-16,9655
2017-04-17,9655
2017-04-18,9655
2017-04-19,10038
2017-04-20,10038
2017-04-21,10038
2017-04-22,10038
2017-04-23,10038
2017-04-24,10038
2017-04-25,10038
2017-04-26,10472
2017-04-27,10472
2017-04-28,10472
2017-04-29,10472
2017-04-30,10472
2017-05-01,10472
2017-05-02,10472
2017-05-03,10907
2017-05-04,10907
2017-05-05,10907
2017-05-06,10907
2017-05-07,10907
2017-05-08,10907
2017-05-09,10718
2017-05-10,10718
2017-05-11,10718
2017-05-12,10718
2017-05-13,10718
2017-05-14,10718
2017-05-15,10718
2017-05-16,10718
2017-05-17,10718
2017-05-18,10718
2017-05-19,10429
2017-05-20,10429
2017-05-21,10429
2017-05-22,10429
2017-05-23,10429
2017-05-24,10429
2017-05-25,10429
2017-05-26,10429
2017-05-27,10059
2017-05-28,10059
2017-05-29,10059
2017-05-30,10059
2017-05-31,10059
2017-06-01,10059
2017-06-02,10059
2017-06-03,10059
2017-06-06,9895
2017-06-07,9895
2017-06-08,9895
2017-06-09,9895
2017-06-10,9895
2017-06-11,9895
2017-06-12,9895
2017-06-13,9895
2017-06-14,9754
2017-06-15,9754
2017-06-16,9754
2017-06-17,9754
2017-06-18,9754
2017-06-19,9754
2017-06-20,9754
2017-06-21,9754
2017-06-22,9754
2017-06-23,10140
2017-06-24,10140
2017-06-25,10140
2017-06-26,10140
2017-06-27,10140
2017-06-28,10140
2017-06-29,10140
2017-06-30,10140
2017-07-01,10140
2017-07-02,10140
2017-07-03,10117
2017-07-04,10117
2017-07-05,10117
2017-07-06,10117
2017-07-07,10117
2017-07-08,10117
2017-07-13,10117
2017-07-14,9957
2017-07-15,9957
2017-07-16,9957
2017-07-17,9957
2017-07-18,9957
2017-07-19,9957
2017-07-20,9957
2017-07-21,9957
2017-07-22,10085
2017-07-23,10085
2017-07-24,10085
2017-07-25,10085
2017-07-26,10085
2017-07-27,10085
2017-07-28,10085
2017-07-29,10085
2017-07-30,10327
2017-07-31,10327
2017-08-01,10327
2017-08-02,10327
2017-08-03,10327
2017-08-04,10327
2017-08-05,10327
2017-08-06,10327
2017-08-09,10214
2017-08-10,10214
2017-08-11,10214
2017-08-12,10214
2017-08-13,10214
2017-08-14,10214
2017-08-15,10506
2017-08-16,10506
2017-08-17,10506
2017-08-18,10506
2017-08-19,10506
2017-08-20,10506
2017-08-22,10506
2017-08-23,10971
2017-08-24,10971
2017-08-25,10971
2017-08-26,10971
2017-08-27,10971
2017-08-28,10971
2017-08-29,10971
2017-08-30,10971
2017-08-31,10934
2017-09-01,10934
2017-09-02,10934
2017-09-03,10934
2017-09-04,10934
2017-09-05,10934
2017-09-06,10934
2017-09-07,10934
2017-09-08,10655
2017-09-09,10655
2017-09-10,10655
2017-09-11,10655
2017-09-12,10655
2017-09-13,10655
2017-09-14,10655
2017-09-15,10655
2017-09-16,10377
2017-09-17,10377
2017-09-19,10377
2017-09-20,10377
2017-09-21,10377
2017-09-22,10377
2017-09-23,10377
2017-09-24,10377
2017-09-25,10377
2017-09-26,10766
2017-09-27,10766
2017-09-28,10766
2017-09-29,10766
2017-09-30,10766
2017-10-01,10766
2017-10-02,10766
2017-10-03,10766
2017-10-04,10766
2017-10-05,11293
2017-10-06,11293
2017-10-07,11293
2017-10-08,11293
2017-10-09,11293
2017-10-10,11293
2017-10-11,11293
2017-10-12,11293
2017-10-13,11293
2017-10-14,11293
2017-10-15,11293
2017-10-16,11845
2017-10-17,11845
2017-10-18,11845
2017-10-19,11845
2017-10-20,11845
2017-10-21,11845
2017-10-22,11845
2017-10-23,12048
2017-10-24,12048
2017-10-25,12048
2017-10-26,12048
2017-10-27,12048
2017-10-28,12048
2017-10-29,12048
2017-10-30,12048
2017-10-31,12098
2017-11-01,12098
2017-11-02,12098
2017-11-03,12098
2017-11-04,12098
2017-11-05,12098
2017-11-06,12098
2017-11-07,12098
2017-11-08,11618
2017-11-09,11618
2017-11-10,11618
2017-11-11,11618
2017-11-12,11618
2017-11-13,11618
2017-11-14,11618
2017-11-15,11618
2017-11-16,11618
2017-11-17,11285
2017-11-18,11285
2017-11-19,11285
2017-11-20,11285
2017-11-21,11285
2017-11-22,11285
2017-11-23,11285
2017-11-24,11285
2017-11-25,10788
2017-11-26,10788
2017-11-27,10788
2017-11-28,10788
2017-11-29,10788
2017-11-30,10788
2017-12-01,10788
2017-12-02,10788
2017-12-03,10788
2017-12-04,10703
2017-12-05,10703
2017-12-06,10703
2017-12-07,10703
2017-12-08,10703
2017-12-09,10703
2017-12-10,10703
2017-12-11,10703
2017-12-12,10848
2017-12-14,10848
2017-12-15,10848
2017-12-17,10848
2017-12-18,10848
2017-12-19,10848
2017-12-20,10478
2017-12-21,10478
2017-12-22,10478
2017-12-23,10478
2017-12-24,10478
2017-12-25,10525
2017-12-26,10525
2017-12-27,10525
2017-12-28,10525
2017-12-29,10525
2017-12-30,10525
2017-12-31,10769
2018-01-01,10769
2018-01-02,10769
2018-01-03,10769
2018-01-04,10769
2018-01-05,10249
2018-01-06,10249
2018-01-07,10249
2018-01-08,10249
2018-01-09,10249
2018-01-10,10249
2018-01-11,9813
2018-01-12,9813
2018-01-13,9813
2018-01-14,9813
2018-01-15,9813
2018-01-16,9322
2018-01-17,9322
2018-01-18,9322
2018-01-19,9322
2018-01-20,9322
2018-01-21,9322
2018-01-22,9069
2018-01-23,9069
2018-01-25,9069
2018-01-26,9069
2018-01-27,9069
2018-01-28,8734
2018-01-29,8734
2018-01-31,8734
2018-02-01,8734
2018-02-02,8734
2018-02-03,8942
2018-02-04,8942
2018-02-05,8942
2018-02-06,8942
2018-02-07,8942
2018-02-08,8942
2018-02-09,8942
2018-02-10,9196
2018-02-11,9196
2018-02-12,9196
2018-02-13,9196
2018-02-14,9196
2018-02-15,9196
2018-02-16,9196
2018-02-17,9208
2018-02-18,9208
2018-02-19,9208
2018-02-20,9208
2018-02-21,9208
2018-02-22,9208
2018-02-23,9208
2018-02-24,9667
2018-02-25,9667
2018-02-26,9667
2018-02-27,9667
2018-03-01,9667
2018-03-02,9996
2018-03-03,9996
2018-03-04,9996
2018-03-05,9996
2018-03-06,9996
2018-03-07,9996
2018-03-08,9996
2018-03-09,10411
2018-03-10,10411
2018-03-11,10411
2018-03-12,10411
2018-03-13,10411
2018-03-14,10411
2018-03-15,10411
2018-03-16,10928
2018-03-17,10928
2018-03-18,10928
2018-03-19,10928
2018-03-20,10928
2018-03-21,10928
2018-03-23,11407
2018-03-24,11407
2018-03-26,11407
2018-03-27,11407
2018-03-28,11407
2018-03-29,11407
2018-03-30,11484
2018-03-31,11484
2018-04-01,11484
2018-04-02,11484
2018-04-03,11484
2018-04-04,11342
2018-04-05,11342
2018-04-06,11342
2018-04-07,11342
2018-04-08,11342
2018-04-09,11342
2018-04-10,11342
2018-04-11,11859
2018-04-12,11859
2018-04-13,11859
2018-04-14,11859
2018-04-15,11859
2018-04-16,11859
2018-04-17,11560
2018-04-18,11560
2018-04-19,11560
2018-04-20,11560
2018-04-21,11560
2018-04-22,11560
2018-04-23,11002
2018-04-24,11002
2018-04-25,11002
2018-04-26,11002
2018-04-27,11002
2018-04-28,11002
2018-04-29,10715
2018-04-30,10715
2018-05-01,10715
2018-05-04,10715
2018-05-05,10715
2018-05-06,10612
2018-05-07,10612
2018-05-08,10612
2018-05-09,10612
2018-05-10,10612
2018-05-11,10612
2018-05-12,10838
2018-05-13,10838
2018-05-14,10838
2018-05-15,10838
2018-05-16,10838
2018-05-17,10838
2018-05-18,10797
2018-05-19,10797
2018-05-20,10797
2018-05-21,10797
2018-05-22,10797
2018-05-23,10797
2018-05-24,10797
2018-05-25,10721
2018-05-26,10721
2018-05-27,10721
2018-05-28,10721
2018-05-29,10721
2018-05-30,10721
2018-05-31,10542
2018-06-01,10542
2018-06-02,10542
2018-06-03,10542
2018-06-04,10542
2018-06-05,10542
2018-06-06,10281
2018-06-07,10281
2018-06-08,10281
2018-06-09,10281
2018-06-10,10281
2018-06-11,10281
2018-06-12,10281
2018-06-13,10281
2018-06-14,9976
2018-06-15,9976
2018-06-16,9976
2018-06-17,9976
2018-06-18,9976
2018-06-19,9976
2018-06-20,9976
2018-06-21,9626
2018-06-22,9626
2018-06-23,9626
2018-06-24,9626
2018-06-25,9626
2018-06-26,9626
2018-06-27,9179
2018-06-28,9179
2018-06-29,9179
2018-06-30,9179
2018-07-01,9179
2018-07-02,9179
2018-07-03,9179
2018-07-04,9179
2018-07-05,9179
2018-07-06,8785
2018-07-07,8785
2018-07-08,8785
2018-07-09,8785
2018-07-10,8785
2018-07-11,8785
2018-07-12,8785
2018-07-13,8785
2018-07-14,8785
2018-07-15,8785
2018-07-16,8785
2018-07-17,9058
2018-07-18,9058
2018-07-19,9058
2018-07-20,9058
2018-07-21,9058
2018-07-22,8989
2018-07-23,8989
2018-07-24,8989
2018-07-25,8989
2018-07-26,8989
2018-07-27,8989
2018-07-28,8989
2018-07-29,8967
2018-07-30,8967
2018-07-31,8967
2018-08-01,8967
2018-08-02,8967
2018-08-03,8967
2018-08-04,8865
2018-08-05,8865
2018-08-06,8865
2018-08-07,8865
2018-08-08,8865
2018-08-09,9202
2018-08-10,9202
2018-08-11,9202
2018-08-12,9202
2018-08-14,9202
2018-08-16,9633
2018-08-17,9633
2018-08-18,9633
2018-08-19,9633
2018-08-20,9216
2018-08-21,9216
2018-08-22,9216
2018-08-23,9216
2018-08-24,9216
2018-08-25,9216
2018-08-26,9216
2018-08-27,8997
2018-08-28,8997
2018-08-29,8997
2018-08-30,8997
2018-08-31,8997
2018-09-01,8907
2018-09-02,8907
2018-09-03,8907
2018-09-04,8907
2018-09-05,8907
2018-09-06,8907
2018-09-07,8907
2018-09-08,9131
2018-09-09,9131
2018-09-10,9131
2018-09-11,9131
2018-09-12,9131
2018-09-13,9131
2018-09-14,9131
2018-09-15,9239
2018-09-16,9239
2018-09-17,9239
2018-09-18,9239
2018-09-19,9239
2018-09-20,9181
2018-09-21,9181
2018-09-22,9181
2018-09-23,9032
2018-09-24,9032
2018-09-25,9032
2018-09-26,9032
2018-09-27,9032
2018-09-28,9032
2018-09-29,9480
2018-09-30,9480
2018-10-02,9480
2018-10-03,9480
2018-10-04,9939
2018-10-05,9939
2018-10-06,9939
2018-10-07,9939
2018-10-08,9939
2018-10-09,10378
2018-10-10,10378
2018-10-11,10378
2018-10-12,10378
2018-10-13,10378
2018-10-14,10834
2018-10-15,10834
2018-10-16,10834
2018-10-17,10834
2018-10-18,10834
2018-10-19,10834
2018-10-20,10834
2018-10-21,11366
2018-10-22,11366
2018-10-23,11366
2018-10-24,11366
2018-10-25,11366
2018-10-26,11583
2018-10-27,11583
2018-10-28,11583
2018-10-29,11583
2018-10-30,11583
2018-10-31,11943
2018-11-01,11943
2018-11-03,11943
2018-11-04,11943
2018-11-05,12119
2018-11-06,12119
2018-11-07,12119
2018-11-08,12119
2018-11-09,12119
2018-11-10,12119
2018-11-11,12251
2018-11-12,12251
2018-11-13,12251
2018-11-14,12251
2018-11-15,12251
2018-11-16,12251
2018-11-17,12569
2018-11-18,12569
2018-11-19,12569
2018-11-20,12569
2018-11-21,12569
2018-11-22,12828
2018-11-23,12828
2018-11-24,12828
2018-11-25,12828
2018-11-26,12828
2018-11-27,12555
2018-11-28,12555
2018-11-29,12555
2018-12-01,12555
2018-12-02,12374
2018-12-03,12374
2018-12-04,12374
2018-12-05,12374
2018-12-07,12682
2018-12-09,12682
2018-12-10,12682
2018-12-11,12682
2018-12-12,13090
2018-12-13,13090
2018-12-14,13090
2018-12-15,13090
2018-12-16,13135
2018-12-17,13135
2018-12-18,13135
2018-12-19,13135
2018-12-20,13135
2018-12-21,13057
2018-12-22,13057
2018-12-23,13057
2018-12-24,13057
2018-12-25,13057
2018-12-26,12751
2018-12-27,12751
2018-12-28,12751
2018-12-29,12178
2018-12-30,12178
2018-12-31,12178
2019-01-01,12178
2019-01-02,11640
2019-01-03,11640
2019-01-04,11640
2019-01-05,11640
2019-01-06,11100
2019-01-08,11100
2019-01-10,10631
2019-01-11,10631
2019-01-12,10631
2019-01-13,10153
2019-01-14,10153
2019-01-15,10153
2019-01-16,9711
2019-01-17,9711
2019-01-18,9306
2019-01-19,9306
2019-01-20,9306
2019-01-21,8880
2019-01-22,8880
2019-01-23,8880
2019-01-24,8458
2019-01-25,8458
2019-01-26,8089
2019-01-27,8089
2019-01-28,7734
2019-01-29,7734
2019-01-30,7384
2019-01-31,7384
2019-02-01,7384
2019-02-02,7042
2019-02-03,7042
2019-02-04,7042
2019-02-05,6725
2019-02-06,6725
2019-02-07,6725
2019-02-08,6436
2019-02-09,6436
2019-02-10,6436
2019-02-11,6141
2019-02-12,6141
2019-02-13,6141
2019-02-14,5861
2019-02-15,5861
2019-02-16,5861
2019-02-17,5587
2019-02-18,5587
2019-02-19,5587
2019-02-20,5587
2019-02-21,5746
2019-02-22,5746
2019-02-23,5746
2019-02-24,5746
2019-02-25,5974
2019-02-26,5974
2019-02-27,5974
2019-02-28,5974
2019-03-01,5974
2019-03-02,5974
2019-03-03,6161
2019-03-04,6161
2019-03-05,6161
2019-03-06,6453
2019-03-07,6453
2019-03-08,6453
2019-03-09,6453
2019-03-10,6453
2019-03-11,6682
2019-03-12,6682
2019-03-13,6682
2019-03-14,6682
2019-03-15,6682
2019-03-16,6682
2019-03-17,7014
2019-03-18,7014
2019-03-19,7014
2019-03-20,7014
2019-03-21,7355
2019-03-22,7355
2019-03-23,7355
2019-03-24,7355
2019-03-25,7355
2019-03-26,7713
2019-03-27,7713
2019-03-28,7713
2019-03-29,7713
2019-03-30,7713
2019-03-31,8061
2019-04-01,8061
2019-04-02,8061
2019-04-03,8061
2019-04-04,8061
2019-04-05,8355
2019-04-06,8355
2019-04-07,8355
2019-04-08,8355
