date_obj,Guthix%20stole price
2015-06-29,2918
2015-06-30,2880
2015-07-01,2900
2015-07-02,2900
2015-07-03,2936
2015-07-04,2926
2015-07-05,2926
2015-07-06,2892
2015-07-07,2841
2015-07-08,2861
2015-07-09,2861
2015-07-10,2774
2015-07-11,2774
2015-07-12,2858
2015-07-13,2951
2015-07-14,2951
2015-07-15,2916
2015-07-16,2916
2015-07-17,2882
2015-07-18,2882
2015-07-19,2837
2015-07-20,2818
2015-07-21,2818
2015-07-22,2750
2015-07-23,2750
2015-07-24,2668
2015-07-25,2668
2015-07-26,2579
2015-07-27,2579
2015-07-28,2488
2015-07-29,2485
2015-07-30,2485
2015-07-31,2443
2015-08-01,2443
2015-08-02,2389
2015-08-03,2389
2015-08-04,2307
2015-08-05,2273
2015-08-06,2273
2015-08-07,2183
2015-08-08,2108
2015-08-09,2047
2015-08-10,1999
2015-08-11,2040
2015-08-12,2040
2015-08-13,2067
2015-08-14,2120
2015-08-15,2120
2015-08-16,2170
2015-08-17,2233
2015-08-18,2233
2015-08-19,2232
2015-08-20,2232
2015-08-21,2258
2015-08-22,2278
2015-08-23,2278
2015-08-24,2303
2015-08-25,2303
2015-08-26,2349
2015-08-27,2431
2015-08-28,2431
2015-08-29,2428
2015-08-30,2428
2015-08-31,2428
2015-09-01,2525
2015-09-02,2525
2015-09-07,2472
2015-09-08,2485
2015-09-10,2446
2015-09-14,2323
2015-09-16,2277
2015-09-22,2098
2015-09-23,2073
2015-09-24,2073
2015-09-25,2086
2015-09-27,2026
2015-09-28,2026
2015-09-29,1983
2015-09-30,1956
2015-10-05,1946
2015-10-06,1899
2015-10-07,1899
2015-10-08,1869
2015-10-09,1800
2015-10-10,1800
2015-10-11,1780
2015-10-12,1780
2015-10-13,1798
2015-10-14,1798
2015-10-15,1862
2015-10-16,1862
2015-10-17,1804
2015-10-18,1804
2015-10-19,1792
2015-10-20,1792
2015-10-22,1827
2015-10-23,1879
2015-10-24,1879
2015-10-25,1924
2015-10-26,1901
2015-10-27,1901
2015-10-29,1870
2015-10-30,1848
2015-10-31,1848
2015-11-01,1860
2015-11-02,1863
2015-11-03,1863
2015-11-04,1839
2015-11-05,1839
2015-11-06,1833
2015-11-07,1862
2015-11-08,1862
2015-11-09,1911
2015-11-10,1911
2015-11-11,1977
2015-11-12,1977
2015-11-13,2048
2015-11-14,2048
2015-11-15,2151
2015-11-16,2151
2015-11-17,2176
2015-11-18,2176
2015-11-19,2265
2015-11-20,2265
2015-11-21,2317
2015-11-22,2341
2015-11-23,2341
2015-11-24,2435
2015-11-25,2386
2015-11-26,2386
2015-11-27,2417
2015-11-28,2417
2015-11-29,2386
2015-11-30,2361
2015-12-01,2361
2015-12-02,2471
2015-12-03,2471
2015-12-04,2565
2015-12-05,2565
2015-12-06,2572
2015-12-07,2572
2015-12-08,2536
2015-12-09,2488
2015-12-10,2488
2015-12-11,2576
2015-12-12,2635
2015-12-13,2659
2015-12-14,2659
2015-12-15,2780
2015-12-16,2860
2015-12-17,2860
2015-12-18,2964
2015-12-19,3105
2015-12-20,3258
2015-12-21,3258
2015-12-22,3404
2015-12-23,3569
2015-12-24,3569
2015-12-25,3748
2015-12-26,3748
2015-12-27,3877
2015-12-28,3877
2015-12-29,3930
2015-12-30,4030
2015-12-31,4030
2016-01-01,4069
2016-01-02,4069
2016-01-03,4125
2016-01-04,4121
2016-01-05,4121
2016-01-06,4042
2016-01-07,4042
2016-01-08,3900
2016-01-09,3954
2016-01-10,3976
2016-01-11,3930
2016-01-12,4094
2016-01-13,4094
2016-01-14,4031
2016-01-15,4125
2016-01-16,4125
2016-01-17,4290
2016-01-18,4475
2016-01-19,4475
2016-01-20,4647
2016-01-21,4647
2016-01-22,4702
2016-01-23,4702
2016-01-24,4803
2016-01-25,4878
2016-01-26,4878
2016-01-27,4879
2016-01-28,4879
2016-01-29,4765
2016-01-30,4765
2016-01-31,4691
2016-02-01,4537
2016-02-02,4537
2016-02-03,4507
2016-02-04,4507
2016-02-05,4411
2016-02-06,4279
2016-02-07,4279
2016-02-08,4186
2016-02-09,4186
2016-02-10,4113
2016-02-11,4113
2016-02-12,3935
2016-02-13,3876
2016-02-14,3876
2016-02-15,3810
2016-02-16,3724
2016-02-17,3601
2016-02-18,3601
2016-02-19,3511
2016-02-20,3585
2016-02-21,3728
2016-02-22,3728
2016-02-23,3860
2016-02-24,3885
2016-02-25,3999
2016-02-26,3999
2016-02-27,4039
2016-02-28,4039
2016-02-29,4218
2016-03-01,4269
2016-03-02,4269
2016-03-03,4297
2016-03-04,4252
2016-03-05,4208
2016-03-06,4245
2016-03-07,4245
2016-03-08,4231
2016-03-09,4186
2016-03-10,4068
2016-03-11,4068
2016-03-12,4015
2016-03-13,4015
2016-03-14,3826
2016-03-15,3643
2016-03-16,3523
2016-03-17,3523
2016-03-18,3400
2016-03-19,3310
2016-03-20,3223
2016-03-21,3223
2016-03-22,3176
2016-03-23,3060
2016-03-24,3060
2016-03-25,2926
2016-03-26,2838
2016-03-27,2838
2016-03-28,2816
2016-03-29,2851
2016-03-30,2851
2016-03-31,2874
2016-04-01,2845
2016-04-02,2781
2016-04-03,2719
2016-04-04,2719
2016-04-05,2601
2016-04-06,2476
2016-04-07,2362
2016-04-08,2275
2016-04-09,2248
2016-04-10,2185
2016-04-11,2185
2016-04-12,2075
2016-04-13,2040
2016-04-14,2005
2016-04-15,1976
2016-04-16,2009
2016-04-17,2016
2016-04-18,1962
2016-04-19,1918
2016-04-20,1918
2016-04-21,1933
2016-04-22,1933
2016-04-23,1968
2016-04-24,1968
2016-04-25,1937
2016-04-26,1937
2016-04-27,1992
2016-04-28,1992
2016-04-29,2053
2016-04-30,2028
2016-05-01,2028
2016-05-02,1988
2016-05-03,1943
2016-05-04,1903
2016-05-05,1873
2016-05-06,1873
2016-05-07,1892
2016-05-08,1892
2016-05-09,1912
2016-05-10,1906
2016-05-11,1906
2016-05-12,1947
2016-05-13,1973
2016-05-14,1988
2016-05-15,2043
2016-05-16,2138
2016-05-17,2245
2016-05-18,2354
2016-05-19,2354
2016-05-22,2477
2016-05-23,2556
2016-05-24,2663
2016-05-25,2680
2016-05-26,2747
2016-05-27,2703
2016-05-28,2703
2016-05-29,2641
2016-05-30,2641
2016-05-31,2697
2016-06-01,2711
2016-06-02,2711
2016-06-03,2832
2016-06-04,2974
2016-06-05,2974
2016-06-06,3084
2016-06-07,3084
2016-06-08,3069
2016-06-09,3126
2016-06-10,3175
2016-06-11,3166
2016-06-12,3148
2016-06-13,3148
2016-06-14,3195
2016-06-15,3277
2016-06-16,3277
2016-06-17,3312
2016-06-18,3312
2016-06-19,3317
2016-06-20,3317
2016-06-21,3317
2016-06-22,3237
2016-06-23,3188
2016-06-24,3188
2016-06-25,3152
2016-06-26,3152
2016-06-27,3116
2016-06-28,3079
2016-06-29,2997
2016-06-30,3044
2016-07-01,3035
2016-07-02,3008
2016-07-03,3008
2016-07-04,3006
2016-07-05,3006
2016-07-06,3064
2016-07-07,3115
2016-07-08,3147
2016-07-09,3206
2016-07-10,3267
2016-07-11,3298
2016-07-12,3438
2016-07-13,3590
2016-07-14,3770
2016-07-15,3959
2016-07-16,4157
2016-07-17,4365
2016-07-18,4584
2016-07-23,5673
2016-07-24,5783
2016-07-25,5820
2016-07-26,5951
2016-07-27,6099
2016-07-28,6323
2016-07-29,6376
2016-07-30,6195
2016-07-31,6195
2016-08-01,6130
2016-08-02,6095
2016-08-03,5986
2016-08-04,5741
2016-08-05,5478
2016-08-06,5295
2016-08-07,5160
2016-08-08,5056
2016-08-09,4922
2016-08-10,4812
2016-08-11,4812
2016-08-12,4677
2016-08-13,4567
2016-08-14,4454
2016-08-15,4238
2016-08-16,4123
2016-08-17,4016
2016-08-18,3907
2016-08-19,3791
2016-08-20,3601
2016-08-21,3420
2016-08-22,3322
2016-08-23,3181
2016-08-24,3139
2016-08-25,3068
2016-08-26,3068
2016-08-28,3038
2016-08-31,2960
2016-09-01,2930
2016-09-02,2930
2016-09-03,2915
2016-09-04,2932
2016-09-05,2932
2016-09-06,2929
2016-09-07,2903
2016-09-08,2904
2016-09-09,2905
2016-09-10,2959
2016-09-11,2959
2016-09-12,2965
2016-09-13,3097
2016-09-14,3097
2016-09-15,3119
2016-09-16,3119
2016-09-17,3119
2016-09-18,3044
2016-09-19,3054
2016-09-20,3054
2016-09-21,3048
2016-09-22,3069
2016-09-23,3034
2016-09-24,3034
2016-09-25,3104
2016-09-26,3104
2016-09-27,3193
2016-09-28,3315
2016-09-29,3315
2016-09-30,3371
2016-10-01,3457
2016-10-02,3457
2016-10-03,3535
2016-10-04,3682
2016-10-05,3787
2016-10-06,3890
2016-10-07,4027
2016-10-08,4152
2016-10-09,4152
2016-10-10,4267
2016-10-11,4413
2016-10-12,4529
2016-10-13,4602
2016-10-14,4747
2016-10-15,4985
2016-10-16,5223
2016-10-17,5408
2016-10-18,5529
2016-10-19,5626
2016-10-20,5781
2016-10-21,5866
2016-10-22,5866
2016-10-23,5965
2016-10-24,6047
2016-10-25,6047
2016-10-26,6079
2016-10-27,5963
2016-10-28,6055
2016-10-29,6154
2016-10-30,6080
2016-10-31,6244
2016-11-01,6244
2016-11-02,6426
2016-11-03,6426
2016-11-04,6645
2016-11-05,6645
2016-11-06,6920
2016-11-07,7244
2016-11-08,7374
2016-11-09,7165
2016-11-10,6893
2016-11-11,6869
2016-11-12,6858
2016-11-13,6735
2016-11-14,6650
2016-11-15,6409
2016-12-07,4891
2016-12-08,4855
2016-12-09,4767
2016-12-10,4584
2016-12-11,4527
2016-12-12,4518
2016-12-13,4456
2016-12-14,4445
2016-12-15,4445
2016-12-16,4436
2016-12-17,4367
2016-12-18,4405
2016-12-19,4337
2016-12-20,4296
2016-12-21,4291
2016-12-22,4235
2016-12-23,4118
2016-12-24,4065
2016-12-25,4087
2016-12-26,4182
2016-12-27,4173
2016-12-28,4017
2016-12-29,3883
2016-12-30,3926
2016-12-31,3918
2017-01-01,3914
2017-01-02,3928
2017-01-03,3989
2017-01-04,3922
2017-01-05,3892
2017-01-06,3857
2017-01-07,3809
2017-01-08,3833
2017-01-09,3790
2017-01-10,3755
2017-01-11,3754
2017-01-12,3684
2017-01-13,3658
2017-01-14,3648
2017-01-15,3671
2017-01-16,3720
2017-01-17,3822
2017-01-18,3895
2017-01-19,3917
2017-01-20,3950
2017-01-21,4039
2017-01-22,4152
2017-01-23,4208
2017-01-27,4897
2017-01-28,5062
2017-01-29,5117
2017-01-30,5193
2017-01-31,5235
2017-02-01,5209
2017-02-02,5380
2017-02-03,5536
2017-02-04,5735
2017-02-05,5965
2017-02-06,6102
2017-02-07,6255
2017-02-08,6186
2017-02-09,6177
2017-02-10,6081
2017-02-11,5973
2017-02-12,5973
2017-02-13,6253
2017-02-14,6497
2017-02-15,6709
2017-02-16,6894
2017-02-18,7090
2017-02-19,7187
2017-02-20,7344
2017-02-21,7611
2017-02-22,7962
2017-02-23,8246
2017-02-24,8497
2017-02-25,8871
2017-02-26,9089
2017-02-27,9219
2017-02-28,9317
2017-03-01,9254
2017-03-02,9186
2017-03-03,8824
2017-03-04,8627
2017-03-05,8283
2017-03-06,8004
2017-03-07,7768
2017-03-08,7510
2017-03-09,7240
2017-03-10,7112
2017-03-11,6927
2017-03-12,6761
2017-03-13,6422
2017-03-14,6259
2017-03-15,6149
2017-03-16,6009
2017-03-17,5868
2017-03-18,5698
2017-03-19,5546
2017-03-20,5392
2017-03-21,5273
2017-03-22,5090
2017-03-23,5010
2017-03-24,4939
2017-03-25,4939
2017-03-26,4813
2017-03-27,4701
2017-03-28,4587
2017-03-29,4555
2017-03-30,4747
2017-03-31,4847
2017-04-01,4998
2017-04-02,5219
2017-04-03,5406
2017-04-04,5622
2017-04-12,6065
2017-04-13,6116
2017-04-14,6069
2017-04-15,5937
2017-04-16,5871
2017-04-17,5834
2017-04-18,5880
2017-04-19,5876
2017-04-20,5785
2017-04-21,5641
2017-04-22,5679
2017-04-23,5649
2017-04-24,5473
2017-04-25,5368
2017-04-26,5368
2017-04-27,5322
2017-04-28,5100
2017-04-29,4923
2017-04-30,4797
2017-05-01,4708
2017-05-02,4580
2017-05-03,4526
2017-05-04,4435
2017-05-05,4377
2017-05-06,4191
2017-05-07,4034
2017-05-08,3893
2017-05-09,3848
2017-05-10,3827
2017-05-11,3790
2017-05-12,3792
2017-05-13,3713
2017-05-14,3642
2017-05-15,3760
2017-05-16,3931
2017-05-17,4063
2017-05-18,4201
2017-05-19,4333
2017-05-20,4467
2017-05-21,4467
2017-05-22,4592
2017-05-23,4648
2017-05-24,4796
2017-05-25,4855
2017-05-26,4903
2017-05-27,4988
2017-05-28,5032
2017-05-29,5031
2017-05-30,4919
2017-05-31,4802
2017-06-01,4708
2017-06-02,4663
2017-06-03,4608
2017-06-04,4518
2017-06-06,4344
2017-06-07,4183
2017-06-08,4084
2017-06-09,4138
2017-06-10,4174
2017-06-11,4238
2017-06-12,4238
2017-06-13,4293
2017-06-14,4283
2017-06-15,4228
2017-06-16,4161
2017-06-17,4075
2017-06-18,4021
2017-06-19,4021
2017-06-20,3987
2017-06-21,3841
2017-06-22,3841
2017-06-23,3788
2017-06-24,3646
2017-06-25,3496
2017-06-26,3373
2017-06-27,3218
2017-06-28,3184
2017-06-29,3163
2017-06-30,3096
2017-07-01,3096
2017-07-02,2985
2017-07-03,2973
2017-07-04,3039
2017-07-05,3039
2017-07-06,3087
2017-07-07,3087
2017-07-08,3027
2017-07-13,3257
2017-07-14,3373
2017-07-15,3373
2017-07-16,3528
2017-07-17,3514
2017-07-18,3560
2017-07-19,3639
2017-07-20,3730
2017-07-21,3855
2017-07-22,4020
2017-07-23,4207
2017-07-24,4384
2017-07-25,4476
2017-07-26,4600
2017-07-27,4820
2017-07-28,5052
2017-07-29,5298
2017-07-30,5387
2017-07-31,5387
2017-08-01,5477
2017-08-02,5717
2017-08-03,6003
2017-08-04,6303
2017-08-05,6275
2017-08-06,6244
2017-08-09,5885
2017-08-10,5714
2017-08-11,5708
2017-08-12,5734
2017-08-13,5611
2017-08-14,5426
2017-08-15,5233
2017-08-16,5059
2017-08-17,4959
2017-08-18,4959
2017-08-19,4795
2017-08-20,4706
2017-08-21,4565
2017-08-22,4447
2017-08-23,4533
2017-08-24,4434
2017-08-25,4624
2017-08-26,4842
2017-08-27,5002
2017-08-28,5138
2017-08-29,5270
2017-08-30,5375
2017-08-31,5509
2017-09-01,5752
2017-09-02,5939
2017-09-03,6214
2017-09-04,6398
2017-09-05,6589
2017-09-06,6635
2017-09-07,6641
2017-09-08,6641
2017-09-09,6831
2017-09-10,6753
2017-09-11,7039
2017-09-12,7039
2017-09-13,6868
2017-09-14,6795
2017-09-15,6795
2017-09-16,6710
2017-09-17,6391
2017-09-18,6128
2017-09-19,5834
2017-09-20,5607
2017-09-21,5342
2017-09-22,5074
2017-09-23,4851
2017-09-24,4726
2017-09-25,4701
2017-09-26,4597
2017-09-27,4597
2017-09-28,4603
2017-09-29,4831
2017-09-30,5024
2017-10-01,5086
2017-10-02,5145
2017-10-03,5145
2017-10-04,5310
2017-10-05,5531
2017-10-06,5734
2017-10-07,5815
2017-10-08,5988
2017-10-09,5937
2017-10-10,5913
2017-10-11,5913
2017-10-12,5799
2017-10-13,5960
2017-10-14,6002
2017-10-15,6002
2017-10-16,6103
2017-10-17,6103
2017-10-18,6130
2017-10-19,6319
2017-10-20,6319
2017-10-21,6284
2017-10-22,6359
2017-10-23,6485
2017-10-24,6485
2017-10-25,6287
2017-10-26,6287
2017-10-27,6173
2017-10-28,6173
2017-10-29,6086
2017-10-30,5923
2017-10-31,5914
2017-11-01,5914
2017-11-02,6140
2017-11-03,6239
2017-11-04,6495
2017-11-05,6671
2017-11-06,6713
2017-11-07,6713
2017-11-08,6790
2017-11-09,6811
2017-11-10,6870
2017-11-11,6879
2017-11-12,6825
2017-11-13,6856
2017-11-14,6856
2017-11-15,6801
2017-11-16,6606
2017-11-17,6475
2017-11-18,6475
2017-11-19,6410
2017-11-20,6351
2017-11-21,6279
2017-11-22,6365
2017-11-23,6349
2017-11-24,6184
2017-11-25,6097
2017-11-26,5810
2017-11-27,5810
2017-11-28,5519
2017-11-29,5396
2017-11-30,5245
2017-12-01,5083
2017-12-02,5083
2017-12-03,4830
2017-12-04,4635
2017-12-05,4438
2017-12-06,4224
2017-12-07,4012
2017-12-08,4012
2017-12-09,3879
2017-12-10,3804
2017-12-11,3780
2017-12-12,3663
2017-12-13,3607
2017-12-14,3518
2017-12-15,3407
2017-12-16,3333
2017-12-17,3332
2017-12-18,3274
2017-12-19,3274
2017-12-20,3254
2017-12-21,3213
2017-12-22,3162
2017-12-23,3167
2017-12-24,3153
2017-12-25,3155
2017-12-26,3118
2017-12-27,3047
2017-12-28,3151
2017-12-29,3208
2017-12-30,3284
2017-12-31,3366
2018-01-01,3490
2018-01-02,3661
2018-01-03,3669
2018-01-04,3592
2018-01-05,3546
2018-01-06,3570
2018-01-07,3604
2018-01-08,3526
2018-01-09,3502
2018-01-10,3482
2018-01-11,3402
2018-01-12,3269
2018-01-13,3213
2018-01-14,3197
2018-01-15,3128
2018-01-16,3221
2018-01-17,3359
2018-01-18,3390
2018-01-19,3390
2018-01-20,3406
2018-01-21,3338
2018-01-22,3341
2018-01-23,3315
2018-01-25,3228
2018-01-26,3190
2018-01-27,3246
2018-01-28,3268
2018-01-29,3340
2018-01-30,3418
2018-01-31,3569
2018-02-01,3616
2018-02-02,3616
2018-02-03,3591
2018-02-04,3697
2018-02-05,3808
2018-02-06,3897
2018-02-07,3969
2018-02-08,3969
2018-02-09,4154
2018-02-10,4154
2018-02-11,4276
2018-02-12,4321
2018-02-13,4321
2018-02-14,4417
2018-02-15,4545
2018-02-16,4646
2018-02-17,4686
2018-02-18,4877
2018-02-19,4979
2018-02-20,4947
2018-02-21,4860
2018-02-22,4860
2018-02-23,4844
2018-02-24,4844
2018-02-25,4965
2018-02-26,5107
2018-02-27,5270
2018-02-28,5270
2018-03-01,5285
2018-03-02,5342
2018-03-03,5370
2018-03-04,5370
2018-03-05,5253
2018-03-06,5110
2018-03-07,4925
2018-03-08,4925
2018-03-09,4760
2018-03-10,4634
2018-03-11,4515
2018-03-12,4353
2018-03-13,4309
2018-03-14,4258
2018-03-15,4258
2018-03-16,4204
2018-03-17,4076
2018-03-18,4173
2018-03-19,4173
2018-03-20,4289
2018-03-21,4460
2018-03-23,4663
2018-03-24,4769
2018-03-25,4943
2018-03-26,5087
2018-03-27,5193
2018-03-28,5193
2018-03-29,5122
2018-03-30,5122
2018-03-31,5075
2018-04-01,5190
2018-04-02,5177
2018-04-03,5123
2018-04-04,5161
2018-04-05,5161
2018-04-06,5184
2018-04-07,5184
2018-04-08,5203
2018-04-09,5126
2018-04-10,5126
2018-04-11,5125
2018-04-12,5096
2018-04-13,5096
2018-04-14,5130
2018-04-15,5263
2018-04-16,5263
2018-04-17,5210
2018-04-18,5210
2018-04-19,5183
2018-04-20,5106
2018-04-21,5081
2018-04-22,5081
2018-04-23,5177
2018-04-24,5266
2018-04-25,5248
2018-04-26,5248
2018-04-27,5206
2018-04-28,5232
2018-04-29,5300
2018-04-30,5371
2018-05-01,5415
2018-05-03,5534
2018-05-04,5642
2018-05-05,5490
2018-05-06,5490
2018-05-07,5335
2018-05-08,5335
2018-05-09,5240
2018-05-10,5117
2018-05-11,5117
2018-05-12,4966
2018-05-13,4966
2018-05-14,4776
2018-05-15,4776
2018-05-16,4694
2018-05-17,4694
2018-05-18,4910
2018-05-19,5022
2018-05-20,5022
2018-05-21,5040
2018-05-22,5040
2018-05-23,4898
2018-05-24,5022
2018-05-25,4875
2018-05-26,4911
2018-05-27,4911
2018-05-28,4998
2018-05-29,5009
2018-05-30,5031
2018-05-31,4873
2018-06-01,4782
2018-06-02,4687
2018-06-03,4539
2018-06-04,4462
2018-06-05,4417
2018-06-06,4206
2018-06-07,4206
2018-06-08,4128
2018-06-09,4104
2018-06-10,4032
2018-06-11,3999
2018-06-12,3888
2018-06-13,3811
2018-06-14,3742
2018-06-15,3601
2018-06-16,3538
2018-06-17,3433
2018-06-18,3383
2018-06-19,3317
2018-06-20,3317
2018-06-21,3286
2018-06-22,3185
2018-06-23,3185
2018-06-24,3079
2018-06-25,3019
2018-06-26,3019
2018-06-27,3061
2018-06-28,3082
2018-06-29,3226
2018-06-30,3329
2018-07-01,3455
2018-07-02,3569
2018-07-03,3640
2018-07-04,3667
2018-07-05,3695
2018-07-06,3685
2018-07-07,3677
2018-07-08,3644
2018-07-09,3656
2018-07-10,3604
2018-07-11,3650
2018-07-12,3654
2018-07-13,3638
2018-07-14,3539
2018-07-15,3564
2018-07-16,3522
2018-07-17,3510
2018-07-18,3479
2018-07-19,3479
2018-07-20,3375
2018-07-21,3420
2018-07-22,3393
2018-07-23,3487
2018-07-24,3620
2018-07-25,3742
2018-07-26,3870
2018-07-27,3888
2018-07-28,4013
2018-07-29,4006
2018-07-30,4038
2018-07-31,4018
2018-08-01,4018
2018-08-02,4207
2018-08-03,4321
2018-08-04,4507
2018-08-05,4617
2018-08-06,4610
2018-08-07,4621
2018-08-08,4607
2018-08-09,4607
2018-08-10,4715
2018-08-11,4756
2018-08-12,4770
2018-08-14,4933
2018-08-16,5026
2018-08-17,4962
2018-08-18,4726
2018-08-19,4691
2018-08-20,4800
2018-08-21,4859
2018-08-22,4914
2018-08-23,5010
2018-08-24,4889
2018-08-25,5004
2018-08-26,5210
2018-08-27,5467
2018-08-28,5741
2018-08-29,6023
2018-08-30,6325
2018-08-31,6635
2018-09-01,6780
2018-09-02,6892
2018-09-03,6888
2018-09-04,7029
2018-09-05,7005
2018-09-06,7005
2018-09-07,6915
2018-09-08,6978
2018-09-09,7101
2018-09-10,7256
2018-09-11,7256
2018-09-12,7382
2018-09-13,7434
2018-09-14,7401
2018-09-15,7500
2018-09-16,7500
2018-09-17,7553
2018-09-18,7619
2018-09-19,7419
2018-09-20,7465
2018-09-21,7487
2018-09-22,7395
2018-09-23,7060
2018-09-24,6943
2018-09-25,6943
2018-09-26,7045
2018-09-27,7045
2018-09-28,7040
2018-09-29,7046
2018-09-30,7134
2018-10-01,7103
2018-10-02,6999
2018-10-03,6896
2018-10-04,6896
2018-10-05,6959
2018-10-06,7038
2018-10-07,7038
2018-10-08,7359
2018-10-09,7727
2018-10-10,8114
2018-10-11,8519
2018-10-12,8875
2018-10-13,8860
2018-10-14,8719
2018-10-15,8612
2018-10-16,8402
2018-10-17,8512
2018-10-18,8231
2018-10-19,8008
2018-10-20,7952
2018-10-21,7868
2018-10-22,7896
2018-10-23,7648
2018-10-24,7652
2018-10-25,7623
2018-10-26,7572
2018-10-27,7550
2018-10-28,7561
2018-10-29,7561
2018-10-30,7401
2018-10-31,7248
2018-11-01,7059
2018-11-03,6983
2018-11-04,6964
2018-11-05,7135
2018-11-06,7492
2018-11-07,7843
2018-11-08,8228
2018-11-09,8633
2018-11-10,9064
2018-11-11,9518
2018-11-12,9977
2018-11-13,10116
2018-11-14,10238
2018-11-15,10265
2018-11-16,10411
2018-11-17,10450
2018-11-18,10505
2018-11-19,10563
2018-11-20,10653
2018-11-21,10559
2018-11-22,10592
2018-11-23,10608
2018-11-24,10598
2018-11-25,10988
2018-11-26,11382
2018-11-27,11450
2018-11-28,11801
2018-11-29,12204
2018-12-01,12593
2018-12-02,12346
2018-12-03,12040
2018-12-04,11763
2018-12-05,11512
2018-12-07,11473
2018-12-09,10992
2018-12-10,10510
2018-12-11,10039
2018-12-12,9588
2018-12-13,9215
2018-12-14,8754
2018-12-15,8316
2018-12-16,8047
2018-12-17,7757
2018-12-18,7556
2018-12-19,7849
2018-12-20,8123
2018-12-21,7788
2018-12-22,7425
2018-12-23,7101
2018-12-24,6824
2018-12-25,6682
2018-12-26,6511
2018-12-27,6211
2018-12-28,5966
2018-12-29,5771
2018-12-30,5661
2018-12-31,5505
2019-01-01,5317
2019-01-02,5197
2019-01-03,5042
2019-01-04,4852
2019-01-05,4689
2019-01-06,4551
2019-01-08,4358
2019-01-10,4215
2019-01-11,4269
2019-01-12,4324
2019-01-13,4405
2019-01-14,4477
2019-01-15,4667
2019-01-16,4901
2019-01-17,5098
2019-01-18,5278
2019-01-19,5471
2019-01-20,5730
2019-01-21,5953
2019-01-22,6215
2019-01-23,6449
2019-01-24,6703
2019-01-25,6984
2019-01-26,7312
2019-01-27,7480
2019-01-28,7572
2019-01-29,7669
2019-01-30,7905
2019-01-31,7964
2019-02-01,8139
2019-02-02,8327
2019-02-03,8446
2019-02-04,8622
2019-02-05,8782
2019-02-06,8900
2019-02-07,9151
2019-02-08,9272
2019-02-09,9464
2019-02-10,9580
2019-02-11,9592
2019-02-12,9677
2019-02-13,9735
2019-02-14,9552
2019-02-15,9489
2019-02-16,9548
2019-02-17,9716
2019-02-18,10011
2019-02-19,10353
2019-02-20,10466
2019-02-21,10793
2019-02-22,11007
2019-02-23,11182
2019-02-24,11245
2019-02-25,11440
2019-02-26,11496
2019-02-27,11614
2019-02-28,11248
2019-03-01,11487
2019-03-02,11595
2019-03-03,11430
2019-03-04,11013
2019-03-05,10704
2019-03-06,10456
2019-03-07,10277
2019-03-08,10304
2019-03-09,10143
2019-03-10,10104
2019-03-11,10427
2019-03-12,10514
2019-03-13,10511
2019-03-14,10272
2019-03-15,10004
2019-03-16,9772
2019-03-17,9533
2019-03-18,9199
2019-03-19,8896
2019-03-20,8942
