date_obj,Samurai%20kasa price
2017-10-22,409836
2017-10-23,409836
2017-10-24,409836
2017-10-25,422210
2017-10-26,422210
2017-10-27,422210
2017-10-28,422210
2017-10-29,422210
2017-10-30,427897
2017-10-31,427897
2017-11-01,427897
2017-11-02,427897
2017-11-03,427897
2017-11-04,427897
2017-11-05,429015
2017-11-06,429015
2017-11-07,429015
2017-11-08,429015
2017-11-09,429015
2017-11-10,429015
2017-11-11,414454
2017-11-12,414454
2017-11-13,414454
2017-11-14,414454
2017-11-15,414454
2017-11-16,398217
2017-11-17,398217
2017-11-18,398217
2017-11-19,398217
2017-11-20,398217
2017-11-21,398015
2017-11-22,398015
2017-11-23,398015
2017-11-24,398015
2017-11-25,398015
2017-11-26,397092
2017-11-27,397092
2017-11-28,397092
2017-11-29,397092
2017-11-30,397092
2017-12-01,384747
2017-12-02,384747
2017-12-03,384747
2017-12-04,384747
2017-12-05,384747
2017-12-06,377745
2017-12-07,377745
2017-12-08,377745
2017-12-09,377745
2017-12-10,377745
2017-12-11,392343
2017-12-12,392343
2017-12-13,392343
2017-12-14,392343
2017-12-15,392343
2017-12-16,392343
2017-12-17,403044
2017-12-18,403044
2017-12-19,403044
2017-12-20,403044
2017-12-21,401983
2017-12-22,401983
2017-12-23,401983
2017-12-24,401983
2017-12-25,401983
2017-12-26,398411
2017-12-27,398411
2017-12-28,398411
2017-12-29,398411
2017-12-30,410534
2017-12-31,410534
2018-01-01,410534
2018-01-02,410534
2018-01-03,410534
2018-01-04,396800
2018-01-05,396800
2018-01-06,396800
2018-01-07,396800
2018-01-08,382002
2018-01-09,382002
2018-01-10,382002
2018-01-11,382002
2018-01-12,370753
2018-01-13,370753
2018-01-14,370753
2018-01-15,370753
2018-01-16,370973
2018-01-17,370973
2018-01-18,370973
2018-01-19,384648
2018-01-20,384648
2018-01-21,384648
2018-01-22,401979
2018-01-23,401979
2018-01-24,422078
2018-01-25,422078
2018-01-26,440731
2018-01-27,440731
2018-01-28,438384
2018-01-29,438384
2018-01-30,433149
2018-02-01,450487
2018-02-02,450487
2018-02-03,453829
2018-02-04,453829
2018-02-05,433074
2018-02-06,433074
2018-02-07,428696
2018-02-08,428696
2018-02-09,428696
2018-02-10,426773
2018-02-11,426773
2018-02-12,412219
2018-02-13,412219
2018-02-14,396224
2018-02-15,396224
2018-02-16,383783
2018-02-17,383783
2018-02-18,376710
2018-02-19,377092
2018-02-20,377092
2018-02-21,388714
2018-02-22,388714
2018-02-23,405585
2018-02-24,405585
2018-02-25,424051
2018-02-26,424051
2018-02-27,444886
2018-02-28,444886
2018-03-01,444886
2018-03-02,459042
2018-03-03,459042
2018-03-04,459042
2018-03-05,464398
2018-03-06,464398
2018-03-07,471694
2018-03-08,471694
2018-03-09,494291
2018-03-10,494291
2018-03-11,513007
2018-03-12,513007
2018-03-13,511031
2018-03-14,511031
2018-03-15,487746
2018-03-16,487746
2018-03-17,464756
2018-03-18,464756
2018-03-19,464756
2018-03-20,451934
2018-03-21,451934
2018-03-23,459651
2018-03-24,472743
2018-03-26,493489
2018-03-27,511578
2018-03-28,511578
2018-03-29,532432
2018-03-30,532432
2018-03-31,532432
2018-04-01,530582
2018-04-02,530582
2018-04-03,549188
2018-04-04,549188
2018-04-05,549188
2018-04-06,553421
2018-04-08,553421
2018-04-09,527828
2018-04-10,527828
2018-04-11,527828
2018-04-12,515824
2018-04-13,515824
2018-04-14,515824
2018-04-15,507052
2018-04-16,507052
2018-04-17,505815
2018-04-18,505815
2018-04-19,505815
2018-04-20,530814
2018-04-21,530814
2018-04-22,530814
2018-04-23,523996
2018-04-24,523996
2018-04-25,523996
2018-04-26,511867
2018-04-27,511867
2018-04-28,498467
2018-04-29,498467
2018-04-30,490249
2018-05-01,490249
2018-05-02,490249
2018-05-03,471825
2018-05-04,471825
2018-05-05,455109
2018-05-06,455109
2018-05-07,455109
2018-05-08,445377
2018-05-09,445377
2018-05-10,441708
2018-05-11,441708
2018-05-12,430040
2018-05-13,430040
2018-05-14,430040
2018-05-15,423420
2018-05-16,423420
2018-05-17,435416
2018-05-18,435416
2018-05-19,450783
2018-05-20,450783
2018-05-21,455685
2018-05-22,455685
2018-05-23,440116
2018-05-24,440116
2018-05-25,440116
2018-05-26,430668
2018-05-27,430668
2018-05-28,421079
2018-05-29,421079
2018-05-30,416599
2018-05-31,416599
2018-06-01,416599
2018-06-02,407154
2018-06-03,407154
2018-06-04,407154
2018-06-05,397278
2018-06-06,397278
2018-06-07,385051
2018-06-08,385051
2018-06-09,366367
2018-06-10,366367
2018-06-11,349397
2018-06-12,349397
2018-06-13,339638
2018-06-14,339638
2018-06-15,328099
2018-06-16,328099
2018-06-17,324934
2018-06-18,324934
2018-06-19,317127
2018-06-20,317127
2018-06-21,315742
2018-06-22,315742
2018-06-23,317656
2018-06-24,317656
2018-06-25,305447
2018-06-26,305447
2018-06-27,305447
2018-06-28,298954
2018-06-29,298954
2018-06-30,298954
2018-07-01,288742
2018-07-02,288742
2018-07-03,288742
2018-07-04,297410
2018-07-05,297410
2018-07-06,308387
2018-07-07,308387
2018-07-08,308387
2018-07-09,311802
2018-07-10,311802
2018-07-11,315190
2018-07-12,315190
2018-07-13,314196
2018-07-14,313660
2018-07-15,313660
2018-07-16,317087
2018-07-17,317087
2018-07-18,318416
2018-07-19,318416
2018-07-20,318416
2018-07-21,319771
2018-07-22,319771
2018-07-23,331056
2018-07-24,331056
2018-07-25,347341
2018-07-26,347341
2018-07-27,361791
2018-07-28,361791
2018-07-29,375655
2018-07-30,375655
2018-07-31,394438
2018-08-01,394438
2018-08-02,408526
2018-08-03,408526
2018-08-04,412281
2018-08-05,412281
2018-08-06,420771
2018-08-07,420771
2018-08-08,431281
2018-08-09,431281
2018-08-10,439299
2018-08-11,439299
2018-08-12,447710
2018-08-14,461562
2018-08-16,461562
2018-08-17,465598
2018-08-18,465598
2018-08-19,468744
2018-08-20,472369
2018-08-21,472369
2018-08-22,476509
2018-08-23,476509
2018-08-24,486064
2018-08-25,486064
2018-08-26,489378
2018-08-27,489378
2018-08-28,489371
2018-08-29,489371
2018-08-30,480515
2018-08-31,480515
2018-09-01,472908
2018-09-02,472908
2018-09-03,461543
2018-09-04,461543
2018-09-05,466070
2018-09-06,466070
2018-09-07,458022
2018-09-08,458022
2018-09-09,449292
2018-09-10,449292
2018-09-11,461089
2018-09-12,461089
2018-09-13,468862
2018-09-14,468862
2018-09-15,476941
2018-09-16,476941
2018-09-17,474475
2018-09-18,474475
2018-09-19,469219
2018-09-20,469219
2018-09-21,467646
2018-09-22,470271
2018-09-23,470271
2018-09-24,463355
2018-09-25,463355
2018-09-26,477017
2018-09-27,477017
2018-09-28,500116
2018-09-29,500116
2018-09-30,518255
2018-10-02,530971
2018-10-03,530971
2018-10-04,525476
2018-10-05,525476
2018-10-06,528323
2018-10-07,528323
2018-10-08,528323
2018-10-09,550654
2018-10-10,550654
2018-10-11,560530
2018-10-12,560530
2018-10-13,560530
2018-10-14,559408
2018-10-15,559408
2018-10-16,552364
2018-10-17,552364
2018-10-18,541409
2018-10-19,541409
2018-10-20,533147
2018-10-21,533147
2018-10-22,529658
2018-10-23,529658
2018-10-24,525517
2018-10-25,525517
2018-10-26,525517
2018-10-27,520696
2018-10-28,520696
2018-10-29,506444
2018-10-30,506444
2018-10-31,488799
2018-11-01,488799
2018-11-03,473523
2018-11-04,473523
2018-11-05,472130
2018-11-06,477425
2018-11-07,477425
2018-11-08,490198
2018-11-09,490198
2018-11-10,513466
2018-11-11,513466
2018-11-12,539140
2018-11-13,564147
2018-11-14,584205
2018-11-15,610698
2018-11-16,641233
2018-11-17,671319
2018-11-18,703009
2018-11-19,733054
2018-11-20,766822
2018-11-21,766822
2018-11-22,797036
2018-11-23,830825
2018-11-24,868152
2018-11-25,889016
2018-11-26,914840
2018-11-27,953622
2018-11-28,983465
2018-12-01,1023515
2018-12-02,1056925
2018-12-03,1056925
2018-12-05,1040037
2018-12-07,1007761
2018-12-09,991372
2018-12-10,957053
2018-12-11,957053
2018-12-12,915137
2018-12-13,892195
2018-12-14,868736
2018-12-15,868736
2018-12-16,828401
2018-12-17,828401
2018-12-18,788868
2018-12-19,755455
2018-12-20,724279
2018-12-21,691670
2018-12-22,691670
2018-12-23,661288
2018-12-24,637155
2018-12-25,637155
2018-12-26,605510
2018-12-27,579749
2018-12-28,579749
2018-12-29,570733
2018-12-30,570733
2018-12-31,566259
2019-01-01,566259
2019-01-02,555844
2019-01-03,535093
2019-01-04,535093
2019-01-05,526600
2019-01-06,523857
2019-01-08,519066
2019-01-10,478915
2019-01-11,478915
2019-01-12,456703
2019-01-13,437024
2019-01-14,418320
2019-01-15,419024
2019-01-16,419062
2019-01-17,432927
2019-01-18,432927
2019-01-19,439328
2019-01-20,426365
2019-01-21,426365
2019-01-22,423422
2019-01-23,423131
2019-01-24,423131
2019-01-25,415570
2019-01-26,415570
2019-01-27,403292
2019-01-28,403292
2019-01-29,387944
2019-01-30,387944
2019-01-31,371926
2019-02-01,368277
2019-02-02,368277
2019-02-03,360200
2019-02-04,360200
2019-02-05,350727
2019-02-06,350727
2019-02-07,344868
2019-02-08,344868
2019-02-09,353465
2019-02-10,359740
2019-02-11,359740
2019-02-12,369233
2019-02-13,377617
2019-02-14,377617
2019-02-15,386984
2019-02-16,386984
2019-02-17,398759
2019-02-18,398759
2019-02-19,412264
2019-02-20,412264
2019-02-21,425507
2019-02-22,425507
2019-02-23,435440
2019-02-24,440852
2019-02-25,440852
2019-02-26,448909
2019-02-27,448909
2019-02-28,448909
2019-03-01,446872
2019-03-02,446872
2019-03-03,443188
2019-03-04,441489
2019-03-05,441489
2019-03-06,438561
2019-03-07,438561
2019-03-08,439101
2019-03-09,439101
2019-03-10,433420
2019-03-11,433420
2019-03-12,431844
2019-03-13,431844
2019-03-14,430285
2019-03-15,430285
2019-03-16,428399
2019-03-17,418989
2019-03-18,418989
2019-03-19,405002
2019-03-20,397760
2019-03-21,397760
2019-03-22,393969
2019-03-23,387538
2019-03-24,378269
2019-03-25,378269
2019-03-26,376763
2019-03-27,376763
2019-03-28,379778
2019-03-29,378021
2019-03-30,378021
2019-03-31,376649
2019-04-01,367423
2019-04-02,367423
2019-04-03,358078
2019-04-04,348521
2019-04-05,348521
2019-04-06,340828
2019-04-07,340828
2019-04-08,330588
2019-04-09,330588
2019-04-10,323348
2019-04-11,317720
2019-04-12,306753
2019-04-13,292388
2019-04-14,282863
2019-04-15,282863
2019-04-16,276877
2019-04-17,276877
2019-04-18,264550
2019-04-19,264550
2019-04-20,257255
2019-04-21,257255
2019-04-22,246247
2019-04-23,238667
2019-04-24,238667
2019-04-25,226733
2019-04-26,215563
2019-04-27,215563
2019-04-28,206896
2019-04-29,206896
2019-04-30,200357
2019-05-01,200357
2019-05-02,199743
2019-05-03,200999
2019-05-04,207301
2019-05-05,207301
2019-05-06,217667
2019-05-07,228231
2019-05-08,228231
2019-05-09,239643
2019-05-10,251046
2019-05-11,251046
2019-05-12,263599
2019-05-13,276340
2019-05-14,276340
2019-05-15,287715
2019-05-16,287715
2019-05-17,299971
2019-05-18,308776
2019-05-19,308776
2019-05-20,308735
2019-05-21,308735
2019-05-22,306674
2019-05-23,306674
2019-05-24,303635
2019-05-25,303635
2019-05-26,300874
2019-05-27,300874
2019-05-28,294019
2019-05-29,294019
2019-05-30,286952
2019-05-31,286952
2019-06-01,279024
2019-06-02,279024
2019-06-03,272231
2019-06-04,259894
2019-06-05,256472
2019-06-06,256472
2019-06-07,254780
2019-06-08,254780
2019-06-09,247714
2019-06-10,247714
2019-06-11,241844
2019-06-12,241844
2019-06-13,237133
2019-06-14,233966
2019-06-15,233966
2019-06-16,227383
2019-06-17,227383
2019-06-18,220912
2019-06-19,220912
2019-06-20,219720
2019-06-21,219720
2019-06-22,215028
2019-06-23,215028
2019-06-24,209869
2019-06-25,209869
2019-06-26,206843
2019-06-27,207625
2019-06-28,207625
2019-06-29,201667
2019-06-30,194436
2019-07-01,194436
2019-07-02,192863
2019-07-03,190247
2019-07-04,190247
2019-07-05,187690
2019-07-06,187690
2019-07-07,185626
2019-07-08,185626
2019-07-09,182196
2019-07-10,180825
2019-07-11,180825
2019-07-12,177967
2019-07-13,177967
2019-07-14,177652
2019-07-15,177652
2019-07-16,177926
2019-07-17,183230
2019-07-18,183230
2019-07-19,190310
2019-07-20,190310
2019-07-21,195947
2019-07-22,195947
2019-07-23,200067
2019-07-24,200067
2019-07-25,209627
2019-07-26,209627
2019-07-27,217020
2019-07-28,217020
2019-07-29,225979
2019-07-30,225979
2019-07-31,234220
2019-08-01,234220
2019-08-02,245004
2019-08-03,250673
2019-08-04,250673
2019-08-05,255627
2019-08-06,255627
2019-08-07,259505
2019-08-08,259505
2019-08-09,265322
2019-08-10,275332
2019-08-11,275332
2019-08-12,287641
2019-08-13,287641
2019-08-14,296111
2019-08-15,296111
2019-08-16,306271
2019-08-17,306271
2019-08-18,307824
2019-08-19,307824
2019-08-20,313767
2019-08-21,313767
2019-08-22,321036
2019-08-23,321036
2019-08-24,326967
2019-08-24,326967
2019-08-25,326967
2019-08-25,326967
2019-08-26,333812
2019-08-26,333812
2019-08-27,333812
2019-08-27,333812
2019-08-28,331304
2019-08-29,331304
2019-08-30,339652
2019-08-31,339652
2019-09-01,342613
2019-09-02,342613
2019-09-03,339797
2019-09-04,339797
2019-09-05,348364
2019-09-06,348364
2019-09-07,358666
2019-09-08,358666
2019-09-09,372534
2019-09-10,372534
2019-09-11,383635
2019-09-12,383635
2019-09-13,379840
2019-09-14,379840
2019-09-15,372669
2019-09-16,372669
2019-09-17,375204
2019-09-18,375204
2019-09-19,372829
2019-09-20,372829
2019-09-21,368826
2019-09-22,368826
2019-09-23,360118
2019-09-24,360118
2019-09-25,354610
2019-09-26,354610
2019-09-27,349247
2019-09-28,349247
2019-09-29,354481
2019-09-30,354481
2019-10-01,349497
2019-10-02,349497
2019-10-03,349497
2019-10-04,339592
2019-10-05,339592
2019-10-06,332354
2019-10-07,332354
2019-10-08,323423
2019-10-09,323423
2019-10-10,314275
2019-10-11,314275
2019-10-12,306598
2019-10-13,306598
2019-10-14,296947
2019-10-15,296947
2019-10-16,285933
2019-10-17,285933
2019-10-18,273923
2019-10-19,273923
2019-10-20,260434
2019-10-21,260434
2019-10-22,252912
2019-10-23,252912
2019-10-24,242527
2019-10-25,242527
2019-10-26,234610
2019-10-27,234610
2019-10-28,222879
2019-10-29,222879
2019-10-30,222879
2019-10-31,211940
2019-11-01,211940
2019-11-02,201942
2019-11-03,193031
2019-11-04,193031
2019-11-05,184926
2019-11-06,184926
2019-11-07,177349
2019-11-08,177349
2019-11-09,172400
2019-11-10,169617
2019-11-11,169617
2019-11-12,166739
2019-11-13,166739
2019-11-14,164293
2019-11-15,164293
2019-11-16,161986
2019-11-17,161986
2019-11-18,159072
2019-11-19,159072
2019-11-20,155299
2019-11-21,155299
2019-11-22,155336
2019-11-23,155336
2019-11-24,155252
2019-11-25,155252
2019-11-26,156213
2019-11-27,156213
2019-11-28,159081
2019-11-29,159081
2019-11-30,165313
2019-12-01,165313
2019-12-02,169171
2019-12-03,169171
2019-12-04,168183
2019-12-05,168183
2019-12-06,168183
2019-12-07,172895
2019-12-08,172895
2019-12-09,174362
2019-12-10,174362
2019-12-11,180616
2019-12-12,180616
2019-12-13,182456
2019-12-14,182456
2019-12-15,189216
2019-12-16,189216
2019-12-17,193584
2019-12-18,193584
2019-12-19,203264
2019-12-20,203264
2019-12-21,213340
2019-12-22,213340
2019-12-23,218428
2019-12-24,218428
2019-12-25,222136
2019-12-26,222136
2019-12-27,227184
2019-12-28,227184
2019-12-29,234631
2019-12-30,234631
2019-12-31,239482
2020-01-01,239482
2020-01-02,241068
2020-01-03,241068
2020-01-04,237506
2020-01-05,237506
2020-01-06,241313
2020-01-07,244900
2020-01-08,244900
2020-01-09,244900
2020-01-10,250556
2020-01-11,250556
2020-01-12,256184
2020-01-13,256184
2020-01-14,256184
2020-01-15,256710
2020-01-16,256710
2020-01-17,256774
2020-01-18,256774
2020-01-19,251358
2020-01-20,251358
2020-01-21,251358
2020-01-22,245034
2020-01-23,245034
2020-01-24,234920
2020-01-25,234920
2020-01-26,226983
2020-01-27,226983
2020-01-28,218339
2020-01-29,209218
2020-01-30,209218
2020-01-31,198772
2020-02-01,198772
2020-02-02,191903
2020-02-03,191903
2020-02-04,184503
2020-02-05,184503
2020-02-06,177928
2020-02-07,177928
2020-02-08,172844
2020-02-09,172844
2020-02-10,168599
2020-02-11,168599
2020-02-12,161027
2020-02-13,161027
2020-02-14,156689
2020-02-15,156689
2020-02-16,151486
2020-02-17,145273
2020-02-18,145273
2020-02-19,143018
2020-02-20,143018
2020-02-21,141538
2020-02-22,138914
2020-02-23,138914
2020-02-24,139857
2020-02-25,139857
2020-02-26,132992
2020-02-27,132992
2020-02-28,126536
2020-02-29,126536
2020-03-01,121587
2020-03-02,121587
2020-03-03,116526
2020-03-04,116526
2020-03-05,111778
2020-03-06,111778
2020-03-07,106527
2020-03-08,101820
2020-03-09,97920
2020-03-10,94849
2020-03-11,94849
2020-03-12,92919
2020-03-13,92919
2020-03-14,96941
2020-03-15,96941
2020-03-16,101789
2020-03-17,101789
2020-03-18,106879
2020-03-19,106879
2020-03-20,112223
2020-03-21,112223
2020-03-22,117200
2020-03-23,117200
2020-03-24,122940
2020-03-25,128790
2020-03-26,134629
2020-03-27,141173
2020-03-28,146942
2020-03-29,154016
2020-03-30,161249
2020-03-31,168458
2020-04-01,175130
2020-04-02,182765
2020-04-03,182765
2020-04-04,183423
2020-04-05,183423
2020-04-06,174668
2020-04-07,166954
2020-04-08,158606
2020-04-09,151223
2020-04-10,151223
2020-04-11,144889
2020-04-12,140738
2020-04-13,141919
2020-04-14,138469
2020-04-15,131827
2020-04-16,131827
2020-04-17,127178
2020-04-18,124872
2020-04-19,128875
2020-04-20,134929
2020-04-21,134929
2020-04-22,138316
2020-04-23,138316
2020-04-24,140847
2020-04-25,142160
2020-04-26,143320
2020-04-27,145271
2020-04-28,145956
2020-04-29,145956
2020-04-30,148804
2020-05-01,148804
2020-05-02,152560
2020-05-03,159590
2020-05-04,159590
2020-05-05,158089
2020-05-06,159394
2020-05-07,160792
2020-05-08,160792
2020-05-09,162066
2020-05-10,169236
2020-05-11,169236
2020-05-12,177332
2020-05-13,184513
