date_obj,Dark%20fishing%20bait price
2015-03-26,79
2015-03-27,79
2015-03-28,79
2015-03-29,75
2015-03-30,75
2015-03-31,75
2015-04-01,75
2015-04-02,71
2015-04-03,71
2015-04-04,71
2015-04-05,71
2015-04-06,67
2015-04-07,67
2015-04-08,67
2015-04-09,67
2015-04-10,63
2015-04-11,63
2015-04-12,63
2015-04-13,63
2015-04-14,59
2015-04-15,59
2015-04-16,59
2015-04-17,59
2015-04-18,56
2015-04-19,56
2015-04-20,56
2015-04-21,56
2015-04-22,56
2015-04-23,53
2015-04-24,53
2015-04-25,53
2015-04-26,53
2015-04-27,50
2015-04-28,50
2015-04-29,50
2015-04-30,50
2015-05-01,50
2015-05-02,47
2015-05-03,47
2015-05-04,47
2015-05-05,47
2015-05-06,47
2015-05-07,44
2015-05-08,44
2015-05-09,44
2015-05-10,44
2015-05-11,44
2015-05-12,41
2015-05-13,41
2015-05-14,41
2015-05-15,41
2015-05-16,41
2015-05-17,38
2015-05-18,38
2015-05-19,38
2015-05-20,38
2015-05-21,38
2015-05-22,38
2015-05-23,38
2015-05-24,36
2015-05-25,36
2015-05-26,36
2015-05-27,36
2015-05-28,34
2015-05-29,34
2015-05-30,34
2015-05-31,32
2015-06-01,32
2015-06-02,32
2015-06-03,32
2015-06-04,30
2015-06-05,30
2015-06-06,30
2015-06-07,30
2015-06-08,28
2015-06-09,28
2015-06-10,28
2015-06-11,28
2015-06-12,26
2015-06-13,26
2015-06-14,26
2015-06-15,26
2015-06-16,24
2015-06-17,24
2015-06-18,24
2015-06-19,24
2015-06-20,23
2015-06-21,23
2015-06-22,23
2015-06-23,23
2015-06-24,23
2015-06-25,23
2015-06-26,23
2015-06-27,23
2015-06-28,23
2015-06-29,23
2015-06-30,21
2015-07-01,21
2015-07-02,21
2015-07-03,21
2015-07-04,21
2015-07-05,20
2015-07-06,20
2015-07-07,20
2015-07-08,20
2015-07-09,20
2015-07-10,21
2015-07-11,21
2015-07-12,21
2015-07-13,21
2015-07-14,21
2015-07-15,23
2015-07-16,23
2015-07-17,23
2015-07-18,23
2015-07-19,23
2015-07-20,25
2015-07-21,25
2015-07-22,25
2015-07-23,25
2015-07-24,27
2015-07-25,27
2015-07-26,27
2015-07-27,27
2015-07-28,27
2015-07-29,27
2015-07-30,27
2015-07-31,27
2015-08-01,27
2015-08-02,26
2015-08-03,26
2015-08-04,26
2015-08-05,26
2015-08-06,26
2015-08-07,28
2015-08-08,28
2015-08-09,28
2015-08-10,28
2015-08-11,30
2015-08-12,30
2015-08-13,30
2015-08-14,30
2015-08-15,30
2015-08-16,31
2015-08-17,31
2015-08-18,31
2015-08-19,31
2015-08-20,33
2015-08-21,33
2015-08-22,33
2015-08-23,33
2015-08-24,35
2015-08-25,35
2015-08-26,35
2015-08-27,35
2015-08-28,37
2015-08-29,37
2015-08-30,37
2015-08-31,37
2015-09-01,39
2015-09-02,39
2015-09-03,39
2015-09-04,39
2015-09-05,39
2015-09-06,41
2015-09-07,41
2015-09-08,41
2015-09-09,41
2015-09-10,44
2015-09-11,44
2015-09-12,44
2015-09-13,44
2015-09-14,47
2015-09-15,47
2015-09-16,47
2015-09-17,47
2015-09-18,50
2015-09-19,50
2015-09-20,50
2015-09-21,50
2015-09-22,53
2015-09-23,53
2015-09-24,53
2015-09-25,53
2015-09-27,56
2015-09-28,56
2015-09-29,56
2015-09-30,59
2015-10-05,61
2015-10-06,61
2015-10-07,61
2015-10-08,65
2015-10-09,65
2015-10-10,65
2015-10-11,68
2015-10-12,68
2015-10-13,68
2015-10-14,68
2015-10-15,72
2015-10-16,72
2015-10-17,72
2015-10-18,72
2015-10-19,74
2015-10-20,74
2015-10-22,74
2015-10-23,75
2015-10-24,75
2015-10-25,75
2015-10-26,79
2015-10-27,79
2015-10-29,79
2015-10-30,83
2015-10-31,83
2015-11-01,83
2015-11-02,83
2015-11-03,88
2015-11-04,88
2015-11-05,88
2015-11-06,88
2015-11-07,93
2015-11-08,93
2015-11-09,93
2015-11-10,93
2015-11-11,98
2015-11-12,98
2015-11-13,98
2015-11-14,98
2015-11-15,103
2015-11-16,103
2015-11-17,103
2015-11-18,103
2015-11-19,109
2015-11-20,109
2015-11-21,109
2015-11-22,110
2015-11-23,110
2015-11-24,110
2015-11-25,110
2015-11-26,107
2015-11-27,107
2015-11-28,107
2015-11-29,102
2015-11-30,102
2015-12-01,102
2015-12-02,102
2015-12-03,106
2015-12-04,106
2015-12-05,106
2015-12-06,106
2015-12-07,108
2015-12-08,108
2015-12-09,108
2015-12-10,113
2015-12-11,113
2015-12-12,113
2015-12-13,118
2015-12-14,118
2015-12-15,118
2015-12-16,123
2015-12-17,123
2015-12-18,123
2015-12-19,123
2015-12-20,122
2015-12-21,122
2015-12-22,122
2015-12-23,120
2015-12-24,120
2015-12-25,120
2015-12-26,120
2015-12-27,123
2015-12-28,123
2015-12-29,123
2015-12-30,121
2015-12-31,121
2016-01-01,121
2016-01-02,121
2016-01-03,118
2016-01-04,118
2016-01-05,118
2016-01-06,115
2016-01-07,115
2016-01-08,115
2016-01-09,110
2016-01-10,110
2016-01-11,110
2016-01-12,104
2016-01-13,104
2016-01-14,99
2016-01-15,99
2016-01-16,99
2016-01-17,94
2016-01-18,94
2016-01-19,94
2016-01-20,89
2016-01-21,89
2016-01-22,89
2016-01-23,84
2016-01-24,84
2016-01-25,79
2016-01-26,79
2016-01-27,79
2016-01-28,77
2016-01-29,77
2016-01-30,77
2016-01-31,75
2016-02-01,75
2016-02-02,75
2016-02-03,71
2016-02-04,71
2016-02-05,71
2016-02-06,67
2016-02-07,67
2016-02-08,67
2016-02-09,67
2016-02-10,64
2016-02-11,64
2016-02-12,64
2016-02-13,61
2016-02-14,61
2016-02-15,61
2016-02-16,58
2016-02-17,58
2016-02-18,58
2016-02-19,58
2016-02-20,58
2016-02-21,59
2016-02-22,59
2016-02-23,59
2016-02-24,59
2016-02-25,61
2016-02-26,61
2016-02-27,61
2016-02-28,65
2016-03-01,69
2016-03-02,69
2016-03-03,69
2016-03-04,71
2016-03-05,71
2016-03-06,71
2016-03-07,67
2016-03-08,67
2016-03-09,67
2016-03-10,63
2016-03-11,63
2016-03-12,61
2016-03-13,61
2016-03-14,61
2016-03-15,64
2016-03-16,64
2016-03-17,64
2016-03-18,68
2016-03-19,68
2016-03-20,68
2016-03-21,68
2016-03-22,68
2016-03-23,68
2016-03-24,65
2016-03-25,65
2016-03-26,65
2016-03-27,64
2016-03-28,64
2016-03-29,64
2016-03-30,65
2016-03-31,65
2016-04-01,65
2016-04-02,65
2016-04-03,67
2016-04-04,67
2016-04-05,67
2016-04-06,68
2016-04-07,68
2016-04-08,68
2016-04-09,66
2016-04-10,66
2016-04-11,66
2016-04-12,66
2016-04-13,66
2016-04-14,66
2016-04-15,65
2016-04-16,65
2016-04-17,65
2016-04-18,62
2016-04-19,62
2016-04-20,62
2016-04-21,59
2016-04-22,59
2016-04-23,59
2016-04-24,59
2016-04-25,58
2016-04-26,58
2016-04-27,58
2016-04-28,55
2016-04-29,55
2016-04-30,55
2016-05-01,52
2016-05-02,52
2016-05-03,52
2016-05-04,52
2016-05-05,52
2016-05-06,52
2016-05-07,51
2016-05-08,51
2016-05-09,51
2016-05-10,50
2016-05-11,50
2016-05-12,50
2016-05-13,51
2016-05-14,51
2016-05-15,51
2016-05-16,53
2016-05-17,53
2016-05-18,54
2016-05-19,54
2016-05-22,53
2016-05-23,53
2016-05-24,53
2016-05-25,53
2016-05-26,53
2016-05-27,53
2016-05-28,53
2016-05-29,55
2016-05-30,55
2016-05-31,55
2016-06-01,57
2016-06-02,57
2016-06-03,57
2016-06-04,60
2016-06-05,60
2016-06-06,63
2016-06-07,63
2016-06-08,63
2016-06-09,67
2016-06-10,67
2016-06-11,67
2016-06-12,71
2016-06-13,71
2016-06-14,75
2016-06-15,75
2016-06-16,75
2016-06-17,77
2016-06-18,77
2016-06-19,77
2016-06-20,75
2016-06-21,75
2016-06-22,75
2016-06-23,73
2016-06-24,73
2016-06-25,73
2016-06-26,76
2016-06-27,76
2016-06-28,76
2016-06-29,74
2016-06-30,74
2016-07-01,74
2016-07-02,74
2016-07-03,74
2016-07-04,76
2016-07-05,76
2016-07-06,76
2016-07-07,75
