date_obj,Redberry%20pie price
2015-08-09,668
2015-08-10,683
2015-08-11,703
2015-08-12,703
2015-08-13,717
2015-08-14,724
2015-08-15,724
2015-08-16,693
2015-08-17,679
2015-08-18,687
2015-08-19,692
2015-08-20,684
2015-08-21,659
2015-08-22,643
2015-08-23,643
2015-08-24,622
2015-08-25,622
2015-08-26,618
2015-08-27,612
2015-08-28,607
2015-08-29,583
2015-08-30,583
2015-08-31,594
2015-09-01,602
2015-09-02,602
2015-09-03,600
2015-09-04,609
2015-09-05,609
2015-09-06,592
2015-09-07,594
2015-09-08,564
2015-09-09,535
2015-09-10,509
2015-09-11,527
2015-09-12,534
2015-09-13,546
2015-09-14,569
2015-09-15,584
2015-09-16,584
2015-09-17,586
2015-09-18,586
2015-09-19,599
2015-09-20,598
2015-09-21,605
2015-09-22,591
2015-09-23,561
2015-09-24,561
2015-09-25,532
2015-09-27,500
2015-09-28,503
2015-09-29,503
2015-09-30,492
2015-10-05,424
2015-10-06,423
2015-10-07,423
2015-10-08,438
2015-10-09,459
2015-10-10,459
2015-10-11,453
2015-10-12,466
2015-10-13,466
2015-10-14,481
2015-10-15,492
2015-10-16,508
2015-10-17,508
2015-10-18,531
2015-10-19,554
2015-10-20,580
2015-10-22,605
2015-10-23,606
2015-10-24,606
2015-10-25,595
2015-10-26,594
2015-10-27,594
2015-10-29,606
2015-10-30,623
2015-10-31,615
2015-11-01,615
2015-11-02,604
2015-11-03,606
2015-11-04,606
2015-11-05,606
2015-11-06,597
2015-11-07,599
2015-11-08,599
2015-11-09,605
2015-11-10,622
2015-11-11,651
2015-11-12,670
2015-11-13,670
2015-11-14,689
2015-11-15,712
2015-11-16,733
2015-11-17,734
2015-11-18,698
2015-11-19,663
2015-11-20,655
2015-11-21,655
2015-11-22,659
2015-11-23,659
2015-11-24,688
2015-11-25,717
2015-11-26,717
2015-11-27,743
2015-11-28,764
2015-11-29,777
2015-11-30,802
2015-12-01,797
2015-12-02,785
2015-12-03,777
2015-12-04,777
2015-12-05,801
2015-12-06,781
2015-12-07,744
2015-12-08,706
2015-12-09,682
2015-12-10,683
2015-12-11,668
2015-12-12,675
2015-12-13,677
2015-12-14,677
2015-12-15,684
2015-12-16,682
2015-12-17,682
2015-12-18,679
2015-12-19,656
2015-12-20,632
2015-12-21,635
2015-12-22,649
2015-12-23,670
2015-12-24,659
2015-12-25,629
2015-12-26,628
2015-12-27,631
2015-12-28,644
2015-12-29,629
2015-12-30,649
2015-12-31,651
2016-01-01,651
2016-01-02,650
2016-01-03,652
2016-01-04,656
2016-01-05,658
2016-01-06,667
2016-01-07,665
2016-01-08,665
2016-01-09,664
2016-01-10,668
2016-01-11,661
2016-01-12,664
2016-01-13,636
2016-01-14,627
2016-01-15,637
2016-01-16,646
2016-01-17,661
2016-01-18,660
2016-01-19,670
2016-01-20,669
2016-01-21,666
2016-01-22,668
2016-01-23,661
2016-01-24,692
2016-01-25,704
2016-01-26,683
2016-01-27,673
2016-01-28,673
2016-01-29,667
2016-01-30,667
2016-01-31,636
2016-02-01,639
2016-02-02,660
2016-02-03,685
2016-02-04,704
2016-02-05,711
2016-02-06,690
2016-02-07,672
2016-02-08,666
2016-02-09,657
2016-02-10,636
2016-02-11,604
2016-02-12,619
2016-02-13,636
2016-02-14,636
2016-02-15,656
2016-02-16,661
2016-02-17,635
2016-02-18,635
2016-02-19,603
2016-02-20,572
2016-02-21,543
2016-02-22,543
2016-02-23,516
2016-02-24,508
2016-02-25,502
2016-02-26,502
2016-02-27,509
2016-02-28,526
2016-02-29,533
2016-03-01,553
2016-03-02,573
2016-03-03,572
2016-03-04,591
2016-03-05,589
2016-03-06,583
2016-03-07,557
2016-03-08,544
2016-03-09,556
2016-03-10,560
2016-03-11,571
2016-03-12,576
2016-03-13,596
2016-03-14,605
2016-03-15,625
2016-03-16,613
2016-03-17,625
2016-03-18,600
2016-03-19,570
2016-03-20,564
2016-03-21,564
2016-03-22,567
2016-03-23,567
2016-03-24,571
2016-03-25,576
2016-03-26,570
2016-03-27,572
2016-03-28,590
2016-03-29,580
2016-03-30,580
2016-03-31,553
2016-04-01,525
2016-04-02,523
2016-04-03,528
2016-04-04,501
2016-04-05,504
2016-04-06,522
2016-04-07,538
2016-04-08,536
2016-04-09,522
2016-04-10,525
2016-04-11,525
2016-04-12,539
2016-04-13,552
2016-04-14,577
2016-04-15,602
2016-04-16,607
2016-04-17,610
2016-04-18,599
2016-04-19,590
2016-04-20,589
2016-04-21,588
2016-04-22,588
2016-04-23,568
2016-04-24,559
2016-04-25,545
2016-04-26,523
2016-04-27,496
2016-04-28,471
2016-04-29,448
2016-04-30,435
2016-05-01,422
2016-05-02,433
2016-05-03,420
2016-05-04,427
2016-05-05,443
2016-05-06,443
2016-05-07,435
2016-05-08,447
2016-05-09,450
2016-05-10,463
2016-05-11,476
2016-05-12,481
2016-05-13,459
2016-05-14,438
2016-05-15,448
2016-05-16,465
2016-05-17,466
2016-05-18,485
2016-05-19,504
2016-05-22,490
2016-05-23,504
2016-05-24,505
2016-05-25,485
2016-05-26,466
2016-05-27,466
2016-05-28,466
2016-05-29,449
2016-05-30,449
2016-05-31,431
2016-06-01,409
2016-06-02,405
2016-06-03,405
2016-06-04,390
2016-06-05,397
2016-06-06,412
2016-06-07,412
2016-06-08,421
2016-06-09,435
2016-06-10,433
2016-06-11,446
2016-06-12,444
2016-06-13,455
2016-06-14,467
2016-06-15,477
2016-06-16,495
2016-06-17,495
2016-06-18,470
2016-06-19,446
2016-06-20,423
2016-06-21,401
2016-06-22,385
2016-06-23,373
2016-06-24,354
2016-06-25,350
2016-06-26,363
2016-06-27,369
2016-06-28,367
2016-06-29,372
2016-06-30,377
2016-07-01,387
2016-07-02,398
2016-07-03,405
2016-07-04,414
2016-07-05,417
2016-07-06,430
2016-07-07,451
2016-07-08,463
2016-07-09,439
2016-07-10,417
2016-07-11,396
2016-07-12,377
2016-07-13,358
2016-07-14,340
2016-07-15,323
2016-07-16,306
2016-07-17,290
2016-07-18,275
2016-07-23,242
2016-07-24,244
2016-07-25,244
2016-07-26,244
2016-07-27,237
2016-07-28,225
2016-07-29,227
2016-07-30,226
2016-07-31,226
2016-08-01,232
2016-08-02,240
2016-08-03,228
2016-08-04,220
2016-08-05,217
2016-08-06,225
2016-08-07,233
2016-08-08,233
2016-08-09,242
2016-08-10,244
2016-08-11,244
2016-08-12,252
2016-08-13,262
2016-08-14,271
2016-08-15,280
2016-08-16,292
2016-08-17,292
2016-08-18,290
2016-08-19,275
2016-08-20,261
2016-08-21,261
2016-08-22,248
2016-08-23,243
2016-08-24,230
2016-08-25,218
2016-08-26,218
2016-08-28,207
2016-08-31,200
2016-09-01,203
2016-09-02,203
2016-09-03,209
2016-09-04,212
2016-09-05,220
2016-09-06,230
2016-09-07,230
2016-09-08,238
2016-09-09,238
2016-09-10,243
2016-09-11,243
2016-09-12,244
2016-09-13,254
2016-09-14,254
2016-09-15,264
2016-09-16,264
2016-09-17,271
2016-09-18,281
2016-09-19,289
2016-09-20,289
2016-09-21,295
2016-09-22,308
2016-09-23,322
2016-09-24,322
2016-09-25,330
2016-09-26,330
2016-09-27,329
2016-09-28,338
2016-09-29,338
2016-09-30,347
2016-10-01,361
2016-10-02,361
2016-10-03,372
2016-10-04,389
2016-10-05,400
2016-10-06,402
2016-10-07,402
2016-10-08,412
2016-10-09,412
2016-10-10,412
2016-10-11,423
2016-10-12,423
2016-10-13,405
2016-10-14,421
2016-10-15,431
2016-10-16,435
2016-10-17,448
2016-10-18,469
2016-10-19,491
2016-10-20,486
2016-10-21,500
2016-10-22,500
2016-10-23,513
2016-10-24,521
2016-10-25,521
2016-10-26,503
2016-10-27,503
2016-10-28,514
2016-10-29,526
2016-10-30,535
2016-10-31,521
2016-11-01,521
2016-11-02,510
2016-11-03,510
2016-11-04,510
2016-11-05,510
2016-11-06,524
2016-11-07,542
2016-11-08,534
2016-11-09,527
2016-11-10,500
2016-11-11,481
2016-11-12,458
2016-11-13,437
2016-11-14,427
2016-12-08,454
2016-12-09,440
2016-12-10,448
2016-12-11,441
2016-12-12,445
2016-12-13,455
2016-12-14,464
2016-12-15,464
2016-12-16,475
2016-12-17,460
2016-12-18,450
2016-12-19,449
2016-12-20,453
2016-12-21,448
2016-12-22,428
2016-12-23,428
2016-12-24,424
2016-12-25,409
2016-12-26,399
2016-12-27,389
2016-12-28,393
2016-12-29,399
2016-12-30,410
2016-12-31,401
2017-01-01,419
2017-01-02,427
2017-01-03,443
2017-01-04,458
2017-01-05,467
2017-01-06,477
2017-01-07,476
2017-01-08,461
2017-01-09,438
2017-01-10,416
2017-01-11,396
2017-01-12,392
2017-01-13,383
2017-01-14,394
2017-01-15,404
2017-01-16,418
2017-01-17,411
2017-01-18,398
2017-01-19,412
2017-01-20,429
2017-01-21,441
2017-01-22,445
2017-01-27,439
2017-01-28,442
2017-01-29,455
2017-01-30,466
2017-01-31,480
2017-02-01,474
2017-02-02,489
2017-02-03,499
2017-02-04,478
2017-02-05,454
2017-02-06,435
2017-02-07,436
2017-02-08,445
2017-02-09,445
2017-02-10,430
2017-02-11,411
2017-02-12,390
2017-02-13,376
2017-02-14,378
2017-02-15,359
2017-02-16,353
2017-02-18,354
2017-02-19,336
2017-02-20,329
2017-02-21,318
2017-02-22,302
2017-02-23,286
2017-02-24,286
2017-02-25,272
2017-02-26,271
2017-02-27,257
2017-02-28,247
2017-03-01,236
2017-03-02,224
2017-03-03,212
2017-03-04,205
2017-03-05,198
2017-03-06,205
2017-03-07,204
2017-03-08,199
2017-03-09,189
2017-03-10,187
2017-03-11,189
2017-03-12,197
2017-03-13,188
2017-03-14,183
2017-03-15,181
2017-03-16,171
2017-03-17,163
2017-03-18,158
2017-03-19,150
2017-03-20,147
2017-03-21,149
2017-03-22,150
2017-03-23,153
2017-03-24,155
2017-03-25,155
2017-03-26,148
2017-03-27,146
2017-03-28,146
2017-03-29,153
2017-03-30,158
2017-03-31,155
2017-04-01,147
2017-04-02,139
2017-04-03,132
2017-04-04,125
2017-04-12,96
2017-04-13,91
2017-04-14,86
2017-04-15,81
2017-04-16,76
2017-04-17,72
2017-04-18,68
2017-04-19,64
2017-04-20,60
2017-04-21,62
2017-04-22,63
2017-04-23,63
2017-04-24,63
2017-04-25,66
2017-04-26,66
2017-04-27,70
2017-04-28,72
2017-04-29,75
2017-04-30,78
2017-05-01,81
2017-05-02,81
2017-05-03,79
2017-05-04,81
2017-05-05,82
2017-05-06,85
2017-05-07,84
2017-05-08,82
2017-05-09,84
2017-05-10,88
2017-05-11,93
2017-05-12,94
2017-05-13,90
2017-05-14,89
2017-05-15,88
2017-05-16,93
2017-05-17,96
2017-05-18,101
2017-05-19,101
2017-05-20,100
2017-05-21,100
2017-05-22,102
2017-05-23,101
2017-05-24,99
2017-05-25,97
2017-05-26,93
2017-05-27,89
2017-05-28,88
2017-05-29,85
2017-05-30,86
2017-05-31,88
2017-06-01,88
2017-06-02,84
2017-06-03,84
2017-06-06,79
2017-06-07,80
2017-06-08,80
2017-06-09,84
2017-06-10,87
2017-06-11,91
2017-06-12,94
2017-06-13,98
2017-06-14,95
2017-06-15,95
2017-06-16,98
2017-06-17,103
2017-06-18,106
2017-06-19,106
2017-06-20,103
2017-06-21,100
2017-06-22,100
2017-06-23,98
2017-06-24,103
2017-06-25,105
2017-06-26,99
2017-06-27,94
2017-06-28,89
2017-06-29,84
2017-06-30,85
2017-07-01,85
2017-07-02,84
2017-07-03,88
2017-07-04,92
2017-07-05,92
2017-07-06,88
2017-07-07,88
2017-07-08,84
2017-07-13,74
2017-07-14,71
2017-07-15,71
2017-07-16,71
2017-07-17,75
2017-07-18,78
2017-07-19,79
2017-07-20,80
2017-07-21,83
2017-07-22,79
2017-07-23,75
2017-07-24,71
2017-07-25,68
2017-07-26,69
2017-07-27,73
2017-07-28,76
2017-07-29,80
2017-07-30,79
2017-07-31,79
2017-08-01,75
2017-08-02,78
2017-08-03,75
2017-08-04,75
2017-08-05,78
2017-08-06,75
2017-08-09,82
2017-08-10,85
2017-08-11,88
2017-08-12,91
2017-08-13,92
2017-08-14,97
2017-08-15,102
2017-08-17,112
2017-08-18,113
2017-08-19,119
2017-08-20,125
2017-08-22,139
2017-08-23,145
2017-08-24,147
2017-08-25,147
2017-08-26,142
2017-08-27,139
2017-08-28,138
2017-08-29,142
2017-08-30,134
2017-08-31,127
2017-09-01,120
2017-09-02,118
2017-09-03,118
2017-09-04,112
2017-09-05,106
2017-09-06,100
2017-09-07,95
2017-09-08,90
2017-09-09,91
2017-09-10,95
2017-09-11,100
2017-09-12,102
2017-09-13,108
2017-09-14,113
2017-09-15,113
2017-09-16,118
2017-09-17,121
2017-09-19,134
2017-09-20,141
2017-09-21,147
2017-09-22,152
2017-09-23,156
2017-09-24,149
2017-09-25,141
2017-09-26,133
2017-09-27,126
2017-09-28,119
2017-09-29,113
2017-09-30,107
2017-10-01,101
2017-10-02,97
2017-10-03,100
2017-10-04,105
2017-10-05,111
2017-10-06,117
2017-10-07,122
2017-10-08,129
2017-10-09,136
2017-10-10,134
2017-10-11,134
2017-10-12,134
2017-10-13,130
2017-10-14,127
2017-10-15,127
2017-10-16,132
2017-10-17,132
2017-10-18,135
2017-10-19,136
2017-10-20,140
2017-10-21,141
2017-10-22,149
2017-10-23,156
2017-10-24,163
2017-10-25,172
2017-10-26,180
2017-10-27,186
2017-10-28,186
2017-10-29,195
2017-10-30,191
2017-10-31,185
2017-11-01,185
2017-11-02,188
2017-11-03,179
2017-11-04,187
2017-11-05,197
2017-11-06,207
2017-11-07,206
2017-11-08,202
2017-11-09,196
2017-11-10,193
2017-11-11,185
2017-11-12,175
2017-11-13,166
2017-11-14,157
2017-11-15,149
2017-11-16,141
2017-11-17,133
2017-11-18,126
2017-11-19,119
2017-11-20,113
2017-11-21,107
2017-11-22,101
2017-11-23,100
2017-11-24,98
2017-11-25,95
2017-11-26,90
2017-11-27,90
2017-11-28,85
2017-11-29,80
2017-11-30,76
2017-12-01,73
2017-12-02,69
2017-12-03,65
2017-12-04,62
2017-12-05,64
2017-12-06,65
2017-12-07,68
2017-12-08,68
2017-12-09,65
2017-12-10,61
2017-12-11,57
2017-12-12,55
2017-12-14,56
2017-12-15,53
2017-12-16,50
2017-12-17,50
2017-12-18,52
2017-12-19,53
2017-12-20,51
2017-12-21,48
2017-12-22,48
2017-12-23,50
2017-12-24,51
2017-12-25,49
2017-12-26,47
2017-12-27,49
2017-12-28,50
2017-12-29,51
2017-12-30,54
2017-12-31,55
2018-01-01,54
2018-01-02,52
2018-01-03,50
2018-01-04,52
2018-01-05,53
2018-01-06,54
2018-01-07,53
2018-01-08,54
2018-01-09,54
2018-01-10,54
2018-01-11,54
2018-01-12,55
2018-01-13,57
2018-01-14,59
2018-01-15,61
2018-01-16,61
2018-01-17,63
2018-01-18,64
2018-01-19,64
2018-01-20,64
2018-01-21,68
2018-01-22,66
2018-01-23,62
2018-01-24,63
2018-01-25,61
2018-01-26,64
2018-01-27,68
2018-01-28,66
2018-01-29,62
2018-01-31,55
2018-02-01,53
2018-02-02,50
2018-02-03,47
2018-02-04,50
2018-02-05,51
2018-02-06,50
2018-02-07,51
2018-02-08,50
2018-02-09,53
2018-02-10,56
2018-02-11,56
2018-02-12,53
2018-02-13,50
2018-02-14,48
2018-02-15,46
2018-02-16,44
2018-02-17,41
2018-02-18,38
2018-02-19,39
2018-02-20,41
2018-02-21,42
2018-02-22,39
2018-02-23,40
2018-02-24,42
2018-02-25,44
2018-02-26,46
2018-02-27,48
2018-02-28,51
2018-03-01,51
2018-03-02,49
2018-03-03,47
2018-03-04,50
2018-03-05,52
2018-03-06,55
2018-03-07,55
2018-03-08,53
2018-03-09,50
2018-03-10,47
2018-03-11,47
2018-03-12,47
2018-03-13,48
2018-03-14,47
2018-03-15,47
2018-03-16,50
2018-03-17,51
2018-03-18,51
2018-03-19,54
2018-03-20,57
2018-03-21,60
2018-03-23,67
2018-03-24,66
2018-03-26,69
2018-03-27,73
2018-03-29,75
2018-03-30,71
2018-03-31,71
2018-04-01,73
2018-04-02,77
2018-04-03,81
2018-04-04,86
2018-04-05,91
2018-04-06,93
2018-04-08,91
2018-04-09,94
2018-04-10,93
2018-04-11,88
2018-04-12,85
2018-04-13,90
2018-04-14,95
2018-04-15,92
2018-04-16,89
2018-04-17,84
2018-04-18,79
2018-04-19,75
2018-04-20,71
2018-04-21,70
2018-04-22,74
2018-04-23,78
2018-04-24,78
2018-04-25,76
2018-04-26,80
2018-04-27,84
2018-04-28,86
2018-04-29,90
2018-04-30,86
2018-05-01,81
2018-05-02,76
2018-05-03,75
2018-05-04,79
2018-05-05,80
2018-05-06,79
2018-05-07,80
2018-05-08,84
2018-05-09,89
2018-05-10,94
2018-05-11,98
2018-05-12,103
2018-05-13,99
2018-05-14,97
2018-05-15,98
2018-05-16,102
2018-05-17,106
2018-05-18,110
2018-05-19,114
2018-05-20,119
2018-05-21,118
2018-05-22,124
2018-05-23,122
2018-05-24,120
2018-05-25,114
2018-05-26,115
2018-05-27,116
2018-05-28,116
2018-05-29,112
2018-05-30,113
2018-05-31,119
2018-06-01,123
2018-06-02,121
2018-06-03,122
2018-06-04,122
2018-06-05,119
2018-06-06,113
2018-06-07,107
2018-06-08,101
2018-06-09,95
2018-06-10,90
2018-06-11,92
2018-06-12,90
2018-06-13,90
2018-06-14,87
2018-06-15,88
2018-06-16,89
2018-06-17,91
2018-06-18,96
2018-06-19,101
2018-06-20,107
2018-06-21,109
2018-06-22,103
2018-06-23,97
2018-06-24,92
2018-06-25,88
2018-06-26,91
2018-06-27,87
2018-06-28,90
2018-06-29,91
2018-06-30,91
2018-07-01,96
2018-07-02,101
2018-07-03,102
2018-07-04,108
2018-07-05,114
2018-07-06,117
2018-07-07,123
2018-07-08,130
2018-07-09,133
2018-07-10,130
2018-07-11,135
2018-07-12,133
2018-07-13,127
2018-07-14,121
2018-07-15,123
2018-07-16,126
2018-07-17,126
2018-07-18,123
2018-07-19,129
2018-07-20,134
2018-07-21,140
2018-07-22,146
2018-07-23,143
2018-07-24,135
2018-07-25,128
2018-07-26,121
2018-07-27,118
2018-07-28,123
2018-07-29,130
2018-07-30,134
2018-07-31,134
2018-08-01,130
2018-08-02,134
2018-08-03,138
2018-08-04,133
2018-08-05,135
2018-08-06,137
2018-08-07,142
2018-08-08,144
2018-08-09,144
2018-08-10,148
2018-08-11,145
2018-08-12,152
2018-08-14,161
2018-08-16,162
2018-08-17,168
2018-08-18,159
2018-08-19,159
2018-08-20,162
2018-08-21,165
2018-08-22,160
2018-08-23,153
2018-08-24,151
2018-08-25,157
2018-08-26,164
2018-08-27,164
2018-08-28,166
2018-08-29,173
2018-08-30,166
2018-08-31,167
2018-09-01,159
2018-09-02,157
2018-09-03,161
2018-09-04,157
2018-09-05,158
2018-09-06,156
2018-09-07,153
2018-09-08,155
2018-09-09,147
2018-09-10,139
2018-09-11,137
2018-09-12,136
2018-09-13,135
2018-09-14,136
2018-09-15,131
2018-09-16,124
2018-09-17,117
2018-09-18,111
2018-09-19,105
2018-09-20,99
2018-09-21,94
2018-09-22,93
2018-09-23,94
2018-09-24,97
2018-09-25,99
2018-09-26,98
2018-09-27,96
2018-09-28,96
2018-09-29,92
2018-09-30,91
2018-10-02,81
2018-10-03,79
2018-10-04,82
2018-10-05,79
2018-10-06,77
2018-10-07,78
2018-10-08,77
2018-10-09,73
2018-10-10,69
2018-10-11,65
2018-10-12,61
2018-10-13,58
2018-10-14,60
2018-10-15,61
2018-10-16,62
2018-10-17,59
2018-10-18,56
2018-10-19,53
2018-10-20,50
2018-10-21,47
2018-10-22,44
2018-10-23,41
2018-10-24,38
2018-10-25,36
2018-10-26,36
2018-10-27,34
2018-10-28,32
2018-10-29,30
2018-10-30,28
2018-10-31,27
2018-11-01,27
2018-11-03,30
2018-11-04,32
2018-11-05,34
2018-11-06,36
2018-11-07,38
2018-11-08,40
2018-11-09,42
2018-11-10,45
2018-11-11,48
2018-11-12,50
2018-11-13,53
2018-11-14,56
2018-11-15,59
2018-11-16,62
2018-11-17,63
2018-11-18,67
2018-11-19,69
2018-11-20,69
2018-11-21,73
2018-11-22,77
2018-11-23,81
2018-11-24,86
2018-11-25,91
2018-11-26,96
2018-11-27,100
2018-11-28,105
2018-11-29,103
2018-12-01,96
2018-12-02,97
2018-12-03,96
2018-12-04,98
2018-12-05,103
2018-12-07,115
2018-12-09,121
2018-12-10,123
2018-12-11,129
2018-12-12,135
2018-12-13,137
2018-12-14,139
2018-12-15,133
2018-12-16,126
2018-12-17,119
2018-12-18,113
2018-12-19,118
2018-12-20,122
2018-12-21,122
2018-12-22,123
2018-12-23,117
2018-12-24,119
2018-12-25,114
2018-12-26,110
2018-12-27,105
2018-12-28,102
2018-12-29,106
2018-12-30,101
2018-12-31,95
2019-01-01,92
2019-01-02,96
2019-01-03,93
2019-01-04,98
2019-01-05,103
2019-01-06,108
2019-01-08,118
2019-01-10,126
2019-01-11,127
2019-01-12,125
2019-01-13,122
2019-01-14,119
2019-01-15,118
2019-01-16,115
2019-01-17,121
2019-01-18,128
2019-01-19,134
2019-01-20,137
2019-01-21,130
2019-01-22,128
2019-01-23,132
2019-01-24,134
2019-01-25,137
2019-01-26,141
2019-01-27,143
2019-01-28,150
2019-01-29,158
2019-01-30,164
2019-01-31,173
2019-02-01,171
2019-02-02,164
2019-02-03,170
2019-02-04,162
2019-02-05,153
2019-02-06,145
2019-02-07,137
2019-02-08,130
2019-02-09,123
2019-02-10,117
2019-02-11,112
2019-02-12,110
2019-02-13,105
2019-02-14,101
2019-02-15,98
2019-02-16,94
2019-02-17,96
2019-02-18,101
2019-02-19,102
2019-02-20,107
2019-02-21,113
2019-02-22,115
2019-02-23,113
2019-02-24,111
2019-02-25,108
2019-02-26,109
2019-02-27,112
2019-02-28,112
2019-03-01,107
2019-03-02,111
2019-03-03,111
2019-03-04,108
2019-03-05,108
2019-03-06,106
2019-03-07,104
2019-03-08,98
2019-03-09,98
2019-03-10,96
2019-03-11,98
2019-03-12,101
2019-03-13,105
2019-03-14,111
2019-03-15,113
2019-03-16,110
2019-03-17,108
2019-03-18,105
2019-03-19,100
2019-03-20,95
2019-03-21,96
2019-03-22,101
2019-03-23,96
2019-03-24,94
2019-03-25,97
2019-03-26,94
2019-03-27,92
2019-03-28,87
2019-03-29,83
2019-03-30,78
2019-03-31,74
2019-04-01,70
2019-04-02,66
2019-04-03,62
2019-04-04,58
2019-04-05,59
2019-04-06,62
2019-04-07,66
2019-04-08,70
2019-04-09,68
2019-04-10,64
2019-04-11,60
2019-04-12,57
2019-04-13,54
2019-04-14,51
2019-04-15,48
2019-04-16,45
2019-04-17,42
2019-04-18,39
2019-04-19,37
2019-04-20,35
2019-04-21,33
2019-04-22,31
2019-04-23,29
2019-04-24,28
2019-04-25,27
2019-04-26,25
2019-04-27,23
2019-04-28,21
2019-04-29,19
2019-04-30,18
2019-05-01,17
2019-05-02,16
2019-05-03,15
2019-05-04,16
2019-05-05,17
2019-05-06,18
2019-05-07,19
2019-05-08,19
2019-05-09,20
2019-05-10,21
2019-05-11,20
2019-05-12,21
2019-05-13,22
2019-05-14,20
2019-05-15,19
2019-05-16,20
2019-05-17,20
2019-05-18,20
2019-05-19,21
2019-05-20,23
2019-05-21,25
2019-05-22,24
2019-05-23,25
2019-05-24,27
2019-05-25,29
2019-05-26,31
2019-05-27,30
2019-05-28,28
2019-05-29,26
2019-05-30,25
2019-05-31,24
2019-06-01,26
2019-06-02,26
2019-06-03,26
2019-06-04,26
2019-06-05,26
2019-06-06,27
2019-06-07,25
2019-06-08,24
2019-06-09,25
2019-06-10,24
2019-06-11,25
2019-06-12,24
2019-06-13,25
2019-06-14,27
2019-06-15,28
2019-06-16,28
2019-06-17,27
2019-06-18,25
2019-06-19,24
2019-06-20,23
2019-06-21,21
2019-06-22,19
2019-06-23,18
2019-06-24,17
2019-06-25,16
2019-06-26,15
2019-06-27,14
2019-06-28,13
2019-06-29,12
2019-06-30,11
2019-07-01,12
2019-07-02,13
2019-07-03,13
2019-07-04,12
2019-07-05,13
2019-07-06,13
2019-07-07,12
2019-07-08,12
2019-07-09,13
2019-07-10,14
2019-07-11,15
2019-07-12,15
2019-07-13,16
2019-07-14,16
2019-07-15,17
2019-07-16,18
2019-07-17,19
2019-07-18,19
2019-07-19,18
2019-07-20,18
2019-07-21,17
2019-07-22,18
2019-07-23,18
2019-07-24,19
2019-07-25,19
2019-07-26,19
2019-07-27,20
2019-07-28,21
2019-07-29,23
2019-07-30,25
2019-07-31,27
2019-08-01,29
2019-08-02,31
2019-08-03,33
2019-08-04,35
2019-08-05,37
2019-08-06,38
2019-08-07,36
2019-08-08,38
2019-08-09,38
2019-08-10,36
2019-08-11,35
2019-08-12,34
2019-08-13,35
2019-08-14,35
2019-08-15,33
2019-08-16,33
2019-08-17,32
2019-08-18,31
2019-08-19,31
2019-08-20,32
2019-08-21,32
2019-08-22,31
2019-08-23,32
2019-08-24,33
2019-08-24,33
2019-08-25,35
2019-08-25,35
2019-08-26,36
2019-08-26,36
2019-08-27,37
2019-08-27,37
2019-08-28,38
2019-08-29,40
2019-08-30,42
2019-08-31,42
2019-09-01,43
2019-09-02,46
2019-09-03,46
