date_obj,Papyrus price
2015-10-05,350
2015-10-06,359
2015-10-07,357
2015-10-08,347
2015-10-09,329
2015-10-10,329
2015-10-11,317
2015-10-12,301
2015-10-13,301
2015-10-14,285
2015-10-15,270
2015-10-16,256
2015-10-17,256
2015-10-18,244
2015-10-19,231
2015-10-20,219
2015-10-22,213
2015-10-23,212
2015-10-24,220
2015-10-25,218
2015-10-26,215
2015-10-27,215
2015-10-29,226
2015-10-30,235
2015-10-31,231
2015-11-01,231
2015-11-02,233
2015-11-03,233
2015-11-04,228
2015-11-05,236
2015-11-06,236
2015-11-07,244
2015-11-08,244
2015-11-09,257
2015-11-10,268
2015-11-11,282
2015-11-12,292
2015-11-13,297
2015-11-14,311
2015-11-15,321
2015-11-16,330
2015-11-17,340
2015-11-18,345
2015-11-19,340
2015-11-20,350
2015-11-21,350
2015-11-22,351
2015-11-23,351
2015-11-24,333
2015-11-25,316
2015-11-26,316
2015-11-27,311
2015-11-28,304
2015-11-29,311
2015-11-30,308
2015-12-01,313
2015-12-02,321
2015-12-03,325
2015-12-04,325
2015-12-05,339
2015-12-06,335
2015-12-07,348
2015-12-08,359
2015-12-09,372
2015-12-10,383
2015-12-11,397
2015-12-12,407
2015-12-13,415
2015-12-14,415
2015-12-15,423
2015-12-16,414
2015-12-17,406
2015-12-18,387
2015-12-19,394
2015-12-20,404
2015-12-21,409
2015-12-22,424
2015-12-23,435
2015-12-24,446
2015-12-25,443
2015-12-26,440
2015-12-27,438
2015-12-28,445
2015-12-29,456
2015-12-30,477
2015-12-31,485
2016-01-01,485
2016-01-02,501
2016-01-03,492
2016-01-04,487
2016-01-05,497
2016-01-06,500
2016-01-07,478
2016-01-08,496
2016-01-09,500
2016-01-10,489
2016-01-11,501
2016-01-12,511
2016-01-13,525
2016-01-14,498
2016-01-15,477
2016-01-16,453
2016-01-17,449
2016-01-18,461
2016-01-19,452
2016-01-20,444
2016-01-21,454
2016-01-22,456
2016-01-23,458
2016-01-24,436
2016-01-25,414
2016-01-26,418
2016-01-27,431
2016-01-28,431
2016-01-29,442
2016-01-30,442
2016-01-31,450
2016-02-01,460
2016-02-02,469
2016-02-03,470
2016-02-04,481
2016-02-05,492
2016-02-06,495
2016-02-07,499
2016-02-08,492
2016-02-09,473
2016-02-10,467
2016-02-11,460
2016-02-12,437
2016-02-13,415
2016-02-14,394
2016-02-15,384
2016-02-16,383
2016-02-17,370
2016-02-18,375
2016-02-19,377
2016-02-20,386
2016-02-21,398
2016-02-22,398
2016-02-23,403
2016-02-24,417
2016-02-25,423
2016-02-26,423
2016-02-27,424
2016-02-28,415
2016-02-29,423
2016-03-01,431
2016-03-02,424
2016-03-03,402
2016-03-04,388
2016-03-05,368
2016-03-06,374
2016-03-07,384
2016-03-08,390
2016-03-09,403
2016-03-10,398
2016-03-11,381
2016-03-12,379
2016-03-13,369
2016-03-14,375
2016-03-15,385
2016-03-16,380
2016-03-17,373
2016-03-18,375
2016-03-19,371
2016-03-20,373
2016-03-21,367
2016-03-22,353
2016-03-23,349
2016-03-24,356
2016-03-25,364
2016-03-26,383
2016-03-27,401
2016-03-28,392
2016-03-29,377
2016-03-30,377
2016-03-31,386
2016-04-01,376
2016-04-02,362
2016-04-03,369
2016-04-04,371
2016-04-05,365
2016-04-06,368
2016-04-07,382
2016-04-08,399
2016-04-09,399
2016-04-10,396
2016-04-11,396
2016-04-12,377
2016-04-13,358
2016-04-14,340
2016-04-15,323
2016-04-16,306
2016-04-17,297
2016-04-18,292
2016-04-19,277
2016-04-20,287
2016-04-21,294
2016-04-22,297
2016-04-23,304
2016-04-24,311
2016-04-25,322
2016-04-26,329
2016-04-27,334
2016-04-28,331
2016-04-29,341
2016-04-30,348
2016-05-01,353
2016-05-02,348
2016-05-03,351
2016-05-04,344
2016-05-05,355
2016-05-06,357
2016-05-07,341
2016-05-08,341
2016-05-09,344
2016-05-10,345
2016-05-11,357
2016-05-12,365
2016-05-13,347
2016-05-14,346
2016-05-15,355
2016-05-16,362
2016-05-17,372
2016-05-18,380
2016-05-19,377
2016-05-22,390
2016-05-23,395
2016-05-24,400
2016-05-25,380
2016-05-26,374
2016-05-27,355
2016-05-28,348
2016-05-29,353
2016-05-30,366
2016-05-31,348
2016-06-01,330
2016-06-02,313
2016-06-03,297
2016-06-04,282
2016-06-05,267
2016-06-06,253
2016-06-07,240
2016-06-08,228
2016-06-09,216
2016-06-10,208
2016-06-11,205
2016-06-12,196
2016-06-13,187
2016-06-14,177
2016-06-15,182
2016-06-16,186
2016-06-17,195
2016-06-18,196
2016-06-19,190
2016-06-20,189
2016-06-21,184
2016-06-22,182
2016-06-23,183
2016-06-24,189
2016-06-25,193
2016-06-26,195
2016-06-27,199
2016-06-28,200
2016-06-29,206
2016-06-30,210
2016-07-01,217
2016-07-02,219
2016-07-03,212
2016-07-04,201
2016-07-05,202
2016-07-06,207
2016-07-07,200
2016-07-08,202
2016-07-09,208
2016-07-10,201
2016-07-11,201
2016-07-12,191
2016-07-13,185
2016-07-14,185
2016-07-15,180
2016-07-16,184
2016-07-17,180
2016-07-18,185
2016-07-23,185
2016-07-24,185
2016-07-25,188
2016-07-26,196
2016-07-27,201
2016-07-28,200
2016-07-29,196
2016-07-30,203
2016-07-31,209
2016-08-01,203
2016-08-02,198
2016-08-03,205
2016-08-04,199
2016-08-05,198
2016-08-06,195
2016-08-07,198
2016-08-08,200
2016-08-09,205
2016-08-10,215
2016-08-11,219
2016-08-12,225
2016-08-13,221
2016-08-14,229
2016-08-15,237
2016-08-16,247
2016-08-17,254
2016-08-18,264
2016-08-19,259
2016-08-20,257
2016-08-21,264
2016-08-22,260
2016-08-23,268
2016-08-24,274
2016-08-25,282
2016-08-26,290
2016-08-28,266
2016-08-31,252
2016-09-01,256
2016-09-02,256
2016-09-03,245
2016-09-04,232
2016-09-05,222
2016-09-06,225
2016-09-07,224
2016-09-08,233
2016-09-09,237
2016-09-10,236
2016-09-11,234
2016-09-12,236
2016-09-13,238
2016-09-14,246
2016-09-15,243
2016-09-16,243
2016-09-17,244
2016-09-18,247
2016-09-19,243
2016-09-20,233
2016-09-21,231
2016-09-22,231
2016-09-23,235
2016-09-24,235
2016-09-25,230
2016-09-26,231
2016-09-27,230
2016-09-28,232
2016-09-29,227
2016-09-30,224
2016-10-01,230
2016-10-02,238
2016-10-03,244
2016-10-04,239
2016-10-05,244
2016-10-06,253
2016-10-07,259
2016-10-08,265
2016-10-09,276
2016-10-10,286
2016-10-11,298
2016-10-12,299
2016-10-13,300
2016-10-14,285
2016-10-15,271
2016-10-16,281
2016-10-17,281
2016-10-18,275
2016-10-19,273
2016-10-20,280
2016-10-21,279
2016-10-22,274
2016-10-23,269
2016-10-24,275
2016-10-25,282
2016-10-26,281
2016-10-27,266
2016-10-28,252
2016-10-29,239
2016-10-30,227
2016-10-31,220
2016-11-01,220
2016-11-02,213
2016-11-03,216
2016-11-04,216
2016-11-05,215
2016-11-06,209
2016-11-07,204
2016-11-08,209
2016-11-09,207
2016-11-10,214
2016-11-11,221
2016-11-12,226
2016-11-13,223
2016-11-14,220
2016-12-07,285
2016-12-08,294
2016-12-09,296
2016-12-10,296
2016-12-11,295
2016-12-12,303
2016-12-13,310
2016-12-14,305
2016-12-15,313
2016-12-16,321
2016-12-17,317
2016-12-18,314
2016-12-19,311
2016-12-20,311
2016-12-21,295
2016-12-22,298
2016-12-23,305
2016-12-24,313
2016-12-25,323
2016-12-26,317
2016-12-27,316
2016-12-28,310
2016-12-29,303
2016-12-30,296
2016-12-31,297
2017-01-01,290
2017-01-02,290
2017-01-03,283
2017-01-04,281
2017-01-05,277
2017-01-06,282
2017-01-07,277
2017-01-08,269
2017-01-09,262
2017-01-10,257
2017-01-11,244
2017-01-12,231
2017-01-13,219
2017-01-14,208
2017-01-15,204
2017-01-16,199
2017-01-17,199
2017-01-18,200
2017-01-19,207
2017-01-20,206
2017-01-21,202
2017-01-22,198
2017-01-27,230
2017-01-28,238
2017-01-29,248
2017-01-30,261
2017-01-31,275
2017-02-01,289
2017-02-02,302
2017-02-03,305
2017-02-04,303
2017-02-05,287
2017-02-06,272
2017-02-07,258
2017-02-08,256
2017-02-09,266
2017-02-10,268
2017-02-11,263
2017-02-12,255
2017-02-13,257
2017-02-14,256
2017-02-15,263
2017-02-16,254
2017-02-18,252
2017-02-19,250
2017-02-20,248
2017-02-21,249
2017-02-22,253
2017-02-23,250
2017-02-24,250
2017-02-25,252
2017-02-26,250
2017-02-27,252
2017-02-28,241
2017-03-01,228
2017-03-02,228
2017-03-03,237
2017-03-04,240
2017-03-05,250
2017-03-06,259
2017-03-07,252
2017-03-08,239
2017-03-09,242
2017-03-10,240
2017-03-11,250
2017-03-12,253
2017-03-13,259
2017-03-14,254
2017-03-15,260
2017-03-16,270
2017-03-17,275
2017-03-18,277
2017-03-19,276
2017-03-20,275
2017-03-21,265
2017-03-22,273
2017-03-23,275
2017-03-24,285
2017-03-25,289
2017-03-26,299
2017-03-27,301
2017-03-28,304
2017-03-29,298
2017-03-30,297
2017-03-31,293
2017-04-01,282
2017-04-02,274
2017-04-03,275
2017-04-04,272
2017-04-12,270
2017-04-13,262
2017-04-14,263
2017-04-15,270
2017-04-16,279
2017-04-17,274
2017-04-18,271
2017-04-19,273
2017-04-20,277
2017-04-21,274
2017-04-22,273
2017-04-23,268
2017-04-24,272
2017-04-25,275
2017-04-26,269
2017-04-27,270
2017-04-28,268
2017-04-29,266
2017-04-30,252
2017-05-01,249
2017-05-02,250
2017-05-03,249
2017-05-04,247
2017-05-05,248
2017-05-06,239
2017-05-07,248
2017-05-08,261
2017-05-09,273
2017-05-10,277
2017-05-11,278
2017-05-12,279
2017-05-13,273
2017-05-14,269
2017-05-15,265
2017-05-16,272
2017-05-17,275
2017-05-18,279
2017-05-19,281
2017-05-20,289
2017-05-21,296
2017-05-22,301
2017-05-23,311
2017-05-24,313
2017-05-25,302
2017-05-26,296
2017-05-27,304
2017-05-28,308
2017-05-29,292
2017-05-30,285
2017-05-31,292
2017-06-01,295
2017-06-02,310
2017-06-03,309
2017-06-06,299
2017-06-07,296
2017-06-08,281
2017-06-09,266
2017-06-10,252
2017-06-11,239
2017-06-12,227
2017-06-13,215
2017-06-14,204
2017-06-15,199
2017-06-16,205
2017-06-17,210
2017-06-18,218
2017-06-19,226
2017-06-20,235
2017-06-21,236
2017-06-22,224
2017-06-23,212
2017-06-24,211
2017-06-25,214
2017-06-26,223
2017-06-27,231
2017-06-28,239
2017-06-29,231
2017-06-30,230
2017-07-01,237
2017-07-02,244
2017-07-03,251
2017-07-04,261
2017-07-05,264
2017-07-06,272
2017-07-07,258
2017-07-08,263
2017-07-13,247
2017-07-14,248
2017-07-15,235
2017-07-16,229
2017-07-17,238
2017-07-18,243
2017-07-19,242
2017-07-20,243
2017-07-21,242
2017-07-22,239
2017-07-23,241
2017-07-24,230
2017-07-25,236
2017-07-26,238
2017-07-27,247
2017-07-28,252
2017-07-29,263
2017-07-30,268
2017-07-31,278
2017-08-01,284
2017-08-02,275
2017-08-03,278
2017-08-04,290
2017-08-05,295
2017-08-06,287
2017-08-09,276
2017-08-10,286
2017-08-11,300
2017-08-12,310
2017-08-13,311
2017-08-14,303
2017-08-15,301
2017-08-17,282
2017-08-18,267
2017-08-19,261
2017-08-20,258
2017-08-21,249
2017-08-22,244
2017-08-23,245
2017-08-24,241
2017-08-25,239
2017-08-26,236
2017-08-27,243
2017-08-28,254
2017-08-29,263
2017-08-30,275
2017-08-31,283
2017-09-01,270
2017-09-02,279
2017-09-03,283
2017-09-04,286
2017-09-05,295
2017-09-06,291
2017-09-07,286
2017-09-08,282
2017-09-09,281
2017-09-10,279
2017-09-11,287
2017-09-12,293
2017-09-13,278
2017-09-14,283
2017-09-15,269
2017-09-16,268
2017-09-17,270
2017-09-19,281
2017-09-20,272
2017-09-21,270
2017-09-22,272
2017-09-23,282
2017-09-24,281
2017-09-25,279
2017-09-26,272
2017-09-27,277
2017-09-28,276
2017-09-29,264
2017-09-30,250
2017-10-01,250
2017-10-02,260
2017-10-03,263
2017-10-04,268
2017-10-05,270
2017-10-06,267
2017-10-07,269
2017-10-08,267
2017-10-09,275
2017-10-10,267
2017-10-11,253
2017-10-12,243
2017-10-13,245
2017-10-14,255
2017-10-15,258
2017-10-16,264
2017-10-17,260
2017-10-18,258
2017-10-19,259
2017-10-20,260
2017-10-21,270
2017-10-22,276
2017-10-23,283
2017-10-24,270
2017-10-25,264
2017-10-26,256
2017-10-27,243
2017-10-28,230
2017-10-29,226
2017-10-30,231
2017-10-31,237
2017-11-01,238
2017-11-02,240
2017-11-03,245
2017-11-04,249
2017-11-05,255
2017-11-06,248
2017-11-07,247
2017-11-08,248
2017-11-09,253
2017-11-10,256
2017-11-11,260
2017-11-12,263
2017-11-13,250
2017-11-14,247
2017-11-15,253
2017-11-16,263
2017-11-17,263
2017-11-18,260
2017-11-19,267
2017-11-20,276
2017-11-21,287
2017-11-22,302
2017-11-23,309
2017-11-24,293
2017-11-25,278
2017-11-26,264
2017-11-27,250
2017-11-28,237
2017-11-29,225
2017-11-30,213
2017-12-01,202
2017-12-02,191
2017-12-03,181
2017-12-04,178
2017-12-05,174
2017-12-06,169
2017-12-07,165
2017-12-08,170
2017-12-09,177
2017-12-10,186
2017-12-11,194
2017-12-12,199
2017-12-14,211
2017-12-15,219
2017-12-16,221
2017-12-17,217
2017-12-18,222
2017-12-19,228
2017-12-20,225
2017-12-21,233
2017-12-22,241
2017-12-23,248
2017-12-24,254
2017-12-25,245
2017-12-26,238
2017-12-27,226
2017-12-28,214
2017-12-29,203
2017-12-30,192
2017-12-31,190
2018-01-01,195
2018-01-02,203
2018-01-03,213
2018-01-04,224
2018-01-05,233
2018-01-06,241
2018-01-07,240
2018-01-08,237
2018-01-09,242
2018-01-10,237
2018-01-11,234
2018-01-12,236
2018-01-13,224
2018-01-14,212
2018-01-15,201
2018-01-16,191
2018-01-17,189
2018-01-18,193
2018-01-19,202
2018-01-20,209
2018-01-21,214
2018-01-22,216
2018-01-23,211
2018-01-24,217
2018-01-25,221
2018-01-26,223
2018-01-27,223
2018-01-28,229
2018-01-29,233
2018-01-31,233
2018-02-01,224
2018-02-02,212
2018-02-03,202
2018-02-04,210
2018-02-05,217
2018-02-06,222
2018-02-07,227
2018-02-08,232
2018-02-09,234
2018-02-10,239
2018-02-11,246
2018-02-12,240
2018-02-13,236
2018-02-14,231
2018-02-15,237
2018-02-16,244
2018-02-17,244
2018-02-18,245
2018-02-19,253
2018-02-20,257
2018-02-21,266
2018-02-22,273
2018-02-23,282
2018-02-24,290
2018-02-25,299
2018-02-26,309
2018-02-27,318
2018-03-01,334
2018-03-02,317
2018-03-03,305
2018-03-04,307
2018-03-05,300
2018-03-06,309
2018-03-07,310
2018-03-08,316
2018-03-09,321
2018-03-10,313
2018-03-11,303
2018-03-12,298
2018-03-13,296
2018-03-14,301
2018-03-15,304
2018-03-16,295
2018-03-17,296
2018-03-18,300
2018-03-19,290
2018-03-20,291
2018-03-21,301
2018-03-23,293
2018-03-24,279
2018-03-26,251
2018-03-27,252
2018-03-28,255
2018-03-29,260
2018-03-30,259
2018-03-31,249
2018-04-01,252
2018-04-02,253
2018-04-03,263
2018-04-04,265
2018-04-05,270
2018-04-06,267
2018-04-08,274
2018-04-09,274
2018-04-10,269
2018-04-11,274
2018-04-12,264
2018-04-13,258
2018-04-14,263
2018-04-15,271
2018-04-16,274
2018-04-17,278
2018-04-18,276
2018-04-19,282
2018-04-20,286
2018-04-21,297
2018-04-22,302
2018-04-23,300
2018-04-24,287
2018-04-25,292
2018-04-26,289
2018-04-27,294
2018-04-28,300
2018-04-29,302
2018-04-30,316
2018-05-01,332
2018-05-02,336
2018-05-04,326
2018-05-05,315
2018-05-06,315
2018-05-07,312
2018-05-08,306
2018-05-09,304
2018-05-10,300
2018-05-11,308
2018-05-12,298
2018-05-13,306
2018-05-14,310
2018-05-15,309
2018-05-16,323
2018-05-17,324
2018-05-18,308
2018-05-19,292
2018-05-20,277
2018-05-21,263
2018-05-22,257
2018-05-23,265
2018-05-24,256
2018-05-25,249
2018-05-26,259
2018-05-27,252
2018-05-28,244
2018-05-29,238
2018-05-30,245
2018-05-31,250
2018-06-01,248
2018-06-02,242
2018-06-03,232
2018-06-04,241
2018-06-05,244
2018-06-06,246
2018-06-07,239
2018-06-08,230
2018-06-09,218
2018-06-10,212
2018-06-11,211
2018-06-12,200
2018-06-13,193
2018-06-14,189
2018-06-15,194
2018-06-16,201
2018-06-17,208
2018-06-18,213
2018-06-19,217
2018-06-20,225
2018-06-21,233
2018-06-22,233
2018-06-23,240
2018-06-24,245
2018-06-25,241
2018-06-26,245
2018-06-27,252
2018-06-28,261
2018-06-29,265
2018-06-30,269
2018-07-01,269
2018-07-02,275
2018-07-03,276
2018-07-04,265
2018-07-05,270
2018-07-06,269
2018-07-07,271
2018-07-08,263
2018-07-09,269
2018-07-10,274
2018-07-11,268
2018-07-12,263
2018-07-13,268
2018-07-14,279
2018-07-15,283
2018-07-16,291
2018-07-17,294
2018-07-18,296
2018-07-19,303
2018-07-20,308
2018-07-21,311
2018-07-22,306
2018-07-23,318
2018-07-24,318
2018-07-25,323
2018-07-26,321
2018-07-27,305
2018-07-28,289
2018-07-29,274
2018-07-30,268
2018-07-31,254
2018-08-01,241
2018-08-02,232
2018-08-03,220
2018-08-04,209
2018-08-05,205
2018-08-06,194
2018-08-07,184
2018-08-08,183
2018-08-09,187
2018-08-10,184
2018-08-11,192
2018-08-12,195
2018-08-14,210
2018-08-16,209
2018-08-17,216
2018-08-18,218
2018-08-19,226
2018-08-20,233
2018-08-21,228
2018-08-22,231
2018-08-23,229
2018-08-24,224
2018-08-25,230
2018-08-26,222
2018-08-27,217
2018-08-28,217
2018-08-29,219
2018-08-30,222
2018-08-31,231
2018-09-01,234
2018-09-02,231
2018-09-03,237
2018-09-04,236
2018-09-05,245
2018-09-06,245
2018-09-07,249
2018-09-08,254
2018-09-09,258
2018-09-10,263
2018-09-11,268
2018-09-12,270
2018-09-13,271
2018-09-14,269
2018-09-15,263
2018-09-16,266
2018-09-17,252
2018-09-18,239
2018-09-19,227
2018-09-20,225
2018-09-21,215
2018-09-22,216
2018-09-23,211
2018-09-24,208
2018-09-25,204
2018-09-26,197
2018-09-27,195
2018-09-28,199
2018-09-29,207
2018-09-30,216
2018-10-02,216
2018-10-03,211
2018-10-04,213
2018-10-05,212
2018-10-06,215
2018-10-07,212
2018-10-08,213
2018-10-09,222
2018-10-10,222
2018-10-11,213
2018-10-12,209
2018-10-13,202
2018-10-14,205
2018-10-15,202
2018-10-16,208
2018-10-17,207
2018-10-18,212
2018-10-19,221
2018-10-20,230
2018-10-21,238
2018-10-22,247
2018-10-23,251
2018-10-24,262
2018-10-25,272
2018-10-26,278
2018-10-27,287
2018-10-28,296
2018-10-29,286
2018-10-30,286
2018-10-31,276
2018-11-01,271
2018-11-03,259
2018-11-04,254
2018-11-05,251
2018-11-06,247
2018-11-07,238
2018-11-08,229
2018-11-09,235
2018-11-10,241
2018-11-11,232
2018-11-12,226
2018-11-13,219
2018-11-15,238
2018-11-16,237
2018-11-17,242
2018-11-18,229
2018-11-19,217
2018-11-20,208
2018-11-21,216
2018-11-22,223
2018-11-23,212
2018-11-24,203
2018-11-25,201
2018-11-26,201
2018-11-27,212
2018-11-28,220
2018-11-29,215
2018-12-01,225
2018-12-02,216
2018-12-03,216
2018-12-04,227
2018-12-05,238
2018-12-07,262
2018-12-09,249
2018-12-10,245
2018-12-11,256
2018-12-12,267
2018-12-13,263
2018-12-14,270
2018-12-15,276
2018-12-16,274
2018-12-17,273
2018-12-18,270
2018-12-19,282
2018-12-20,287
2018-12-21,272
2018-12-22,270
2018-12-23,279
2018-12-24,280
2018-12-25,275
2018-12-26,263
2018-12-27,269
2018-12-28,260
2018-12-29,264
2018-12-30,269
2018-12-31,265
2019-01-01,275
2019-01-02,283
2019-01-03,287
2019-01-04,296
2019-01-05,298
2019-01-06,297
2019-01-08,308
2019-01-10,299
2019-01-11,299
2019-01-12,306
2019-01-13,311
2019-01-14,305
2019-01-15,316
2019-01-16,315
2019-01-17,302
2019-01-18,287
2019-01-19,272
2019-01-20,262
2019-01-21,253
2019-01-22,245
2019-01-23,237
2019-01-24,225
2019-01-25,213
2019-01-26,202
2019-01-27,207
2019-01-28,218
2019-01-29,229
2019-01-30,241
2019-01-31,231
2019-02-01,219
2019-02-02,208
2019-02-03,197
2019-02-04,187
2019-02-05,177
2019-02-06,168
2019-02-07,159
2019-02-08,151
2019-02-09,143
2019-02-10,141
2019-02-11,139
2019-02-12,139
2019-02-13,146
2019-02-14,153
2019-02-15,156
2019-02-16,160
2019-02-17,163
2019-02-18,164
2019-02-19,165
2019-02-20,172
2019-02-21,164
2019-02-22,166
2019-02-23,157
2019-02-24,149
2019-02-25,141
2019-02-26,138
2019-02-27,137
2019-02-28,136
2019-03-01,130
2019-03-02,128
2019-03-03,127
2019-03-04,131
2019-03-05,137
2019-03-06,135
2019-03-07,138
2019-03-08,143
2019-03-09,149
2019-03-10,152
2019-03-11,159
2019-03-12,166
2019-03-13,172
2019-03-14,181
2019-03-15,188
2019-03-16,191
2019-03-17,198
2019-03-18,205
2019-03-19,216
2019-03-20,222
2019-03-21,232
2019-03-22,225
2019-03-23,233
2019-03-24,236
2019-03-25,244
2019-03-26,234
2019-03-27,225
2019-03-28,220
2019-03-29,209
2019-03-30,200
2019-03-31,198
2019-04-01,192
2019-04-02,188
2019-04-03,181
2019-04-04,179
2019-04-05,177
2019-04-06,176
2019-04-07,174
2019-04-08,172
2019-04-09,169
2019-04-10,175
2019-04-11,179
2019-04-12,181
2019-04-13,189
2019-04-14,196
2019-04-15,206
2019-04-16,215
2019-04-17,215
2019-04-18,214
2019-04-19,208
2019-04-20,200
2019-04-21,198
2019-04-22,202
2019-04-23,204
2019-04-24,211
2019-04-25,209
2019-04-26,205
2019-04-27,209
2019-04-28,215
2019-04-29,212
2019-04-30,201
2019-05-01,191
2019-05-02,189
2019-05-03,192
2019-05-04,199
2019-05-05,209
2019-05-06,220
2019-05-07,231
2019-05-08,232
2019-05-09,225
2019-05-10,213
2019-05-11,202
2019-05-12,200
2019-05-13,204
2019-05-14,205
2019-05-15,216
2019-05-16,216
2019-05-17,218
2019-05-18,218
2019-05-19,216
2019-05-20,214
2019-05-21,203
2019-05-22,199
2019-05-23,190
2019-05-24,183
2019-05-25,181
2019-05-26,177
2019-05-27,183
2019-05-28,191
2019-05-29,200
2019-05-30,210
2019-05-31,211
2019-06-01,210
2019-06-02,206
2019-06-03,195
2019-06-04,187
2019-06-05,195
2019-06-06,205
2019-06-07,215
2019-06-08,225
2019-06-09,220
2019-06-10,209
2019-06-11,204
2019-06-12,212
2019-06-13,211
2019-06-14,209
2019-06-15,216
2019-06-16,217
2019-06-17,213
2019-06-18,216
2019-06-19,222
2019-06-20,233
2019-06-21,222
2019-06-22,217
2019-06-23,215
2019-06-24,219
2019-06-25,226
2019-06-26,221
2019-06-27,223
2019-06-28,224
2019-06-29,215
2019-06-30,220
2019-07-01,225
2019-07-02,219
2019-07-03,219
2019-07-04,218
2019-07-05,220
2019-07-06,225
2019-07-07,225
2019-07-08,226
2019-07-09,228
2019-07-10,237
2019-07-11,244
2019-07-12,242
2019-07-13,229
2019-07-14,228
2019-07-15,240
2019-07-16,252
2019-07-17,265
2019-07-18,279
2019-07-19,293
2019-07-20,308
2019-07-21,324
2019-07-22,341
2019-07-23,359
2019-07-24,355
2019-07-25,338
2019-07-26,321
2019-07-27,304
2019-07-28,288
2019-07-29,273
2019-07-30,259
2019-07-31,246
2019-08-01,233
2019-08-02,221
2019-08-03,210
2019-08-04,208
2019-08-05,208
2019-08-06,212
2019-08-07,213
2019-08-08,216
2019-08-09,219
2019-08-10,224
2019-08-11,224
2019-08-12,218
2019-08-13,213
2019-08-14,204
2019-08-15,206
2019-08-16,201
2019-08-17,212
2019-08-18,216
2019-08-19,209
2019-08-20,201
2019-08-21,204
2019-08-22,213
2019-08-23,217
2019-08-24,219
2019-08-24,219
2019-08-25,222
2019-08-25,222
2019-08-26,218
2019-08-26,218
2019-08-27,215
2019-08-27,215
2019-08-28,204
2019-08-29,208
2019-08-30,205
2019-08-31,203
2019-09-01,209
2019-09-02,211
2019-09-03,217
2019-09-04,228
2019-09-05,222
