date_obj,White%20chainbody price
2015-03-26,30000
2015-03-27,30000
2015-03-28,30000
2015-03-29,30000
2015-03-30,30000
2015-03-31,30000
2015-04-01,30000
2015-04-02,30000
2015-04-03,30000
2015-04-04,30000
2015-04-05,30000
2015-04-06,30000
2015-04-07,30000
2015-04-08,30000
2015-04-09,30000
2015-04-10,30000
2015-04-11,30000
2015-04-12,30000
2015-04-13,30000
2015-04-14,30000
2015-04-15,30000
2015-04-16,30000
2015-04-17,30000
2015-04-18,30000
2015-04-19,30000
2015-04-20,30000
2015-04-21,30000
2015-04-22,30000
2015-04-23,30000
2015-04-24,30000
2015-04-25,30000
2015-04-26,30000
2015-04-27,30000
2015-04-28,30000
2015-04-29,30000
2015-04-30,30000
2015-05-01,30000
2015-05-02,30000
2015-05-03,30000
2015-05-04,30000
2015-05-05,30000
2015-05-06,30000
2015-05-07,30000
2015-05-08,30000
2015-05-09,28565
2015-05-10,28565
2015-05-11,28565
2015-05-12,28565
2015-05-13,28565
2015-05-14,28565
2015-05-15,28565
2015-05-16,28565
2015-05-17,28565
2015-05-18,28565
2015-05-19,28565
2015-05-20,28565
2015-05-21,28565
2015-05-22,28565
2015-05-23,28565
2015-05-24,28565
2015-05-25,28565
2015-05-26,28565
2015-05-27,28565
2015-05-28,28565
2015-05-29,28565
2015-05-30,28565
2015-05-31,28565
2015-06-01,28565
2015-06-02,28565
2015-06-03,28565
2015-06-04,28565
2015-06-05,28565
2015-06-06,28565
2015-06-07,28565
2015-06-08,28565
2015-06-09,28565
2015-06-10,28565
2015-06-11,28565
2015-06-12,28565
2015-06-13,28565
2015-06-14,28565
2015-06-15,28565
2015-06-16,28565
2015-06-17,28565
2015-06-18,28565
2015-06-19,28565
2015-06-20,28565
2015-06-21,28565
2015-06-22,28565
2015-06-23,28565
2015-06-24,28565
2015-06-25,28565
2015-06-26,28565
2015-06-27,28565
2015-06-28,28565
2015-06-29,28565
2015-06-30,28565
2015-07-01,28565
2015-07-02,28565
2015-07-03,28565
2015-07-04,28565
2015-07-05,28565
2015-07-06,28565
2015-07-07,28565
2015-07-08,28565
2015-07-09,27193
2015-07-10,27193
2015-07-11,27193
2015-07-12,27193
2015-07-13,27193
2015-07-14,27193
2015-07-15,27193
2015-07-16,27193
2015-07-17,27193
2015-07-18,27193
2015-07-19,27193
2015-07-20,27193
2015-07-21,27193
2015-07-22,27193
2015-07-23,27193
2015-07-24,27193
2015-07-25,27193
2015-07-26,27193
2015-07-27,27193
2015-07-28,27193
2015-07-29,27193
2015-07-30,27193
2015-07-31,27193
2015-08-01,27193
2015-08-02,27193
2015-08-03,27193
2015-08-04,27193
2015-08-05,27193
2015-08-06,27193
2015-08-07,27193
2015-08-08,27193
2015-08-09,27193
2015-08-10,27193
2015-08-11,27193
2015-08-12,27193
2015-08-13,27193
2015-08-14,27193
2015-08-15,27193
2015-08-16,27193
2015-08-17,27193
2015-08-18,27193
2015-08-19,27193
2015-08-20,27193
2015-08-21,25887
2015-08-22,25887
2015-08-23,25887
2015-08-24,25887
2015-08-25,25887
2015-08-26,25887
2015-08-27,25887
2015-08-28,25887
2015-08-29,25887
2015-08-30,25887
2015-08-31,25887
2015-09-01,25887
2015-09-02,25887
2015-09-03,25887
2015-09-04,25887
2015-09-05,25887
2015-09-06,25887
2015-09-07,25887
2015-09-08,25887
2015-09-09,25887
2015-09-10,25887
2015-09-11,25887
2015-09-12,25887
2015-09-13,25887
2015-09-14,25887
2015-09-15,25887
2015-09-16,25887
2015-09-17,25887
2015-09-18,25887
2015-09-19,25887
2015-09-20,25887
2015-09-21,25887
2015-09-22,25887
2015-09-23,25887
2015-09-24,25887
2015-09-25,25887
2015-09-27,25887
2015-09-28,25887
2015-09-29,25887
2015-09-30,24745
2015-10-05,24745
2015-10-06,24745
2015-10-07,24745
2015-10-08,24745
2015-10-09,24745
2015-10-10,24745
2015-10-11,24745
2015-10-12,24745
2015-10-13,24745
2015-10-14,24745
2015-10-15,24745
2015-10-16,24745
2015-10-17,24745
2015-10-18,24745
2015-10-19,24745
2015-10-20,24745
2015-10-22,24745
2015-10-23,24745
2015-10-24,24745
2015-10-25,24745
2015-10-26,24745
2015-10-27,24745
2015-10-29,24745
2015-10-30,24745
2015-10-31,24745
2015-11-01,24745
2015-11-02,24745
2015-11-03,24745
2015-11-04,24745
2015-11-05,24745
2015-11-06,24745
2015-11-07,23543
2015-11-08,23543
2015-11-09,23543
2015-11-10,23543
2015-11-11,23543
2015-11-12,23543
2015-11-13,23543
2015-11-14,23543
2015-11-15,23543
2015-11-16,23543
2015-11-17,23543
2015-11-18,23543
2015-11-19,23543
2015-11-20,23543
2015-11-21,23543
2015-11-22,23543
2015-11-23,23543
2015-11-24,23543
2015-11-25,23543
2015-11-26,23543
2015-11-27,23543
2015-11-28,23543
2015-11-29,23543
2015-11-30,23543
2015-12-01,23543
2015-12-02,23543
2015-12-03,23543
2015-12-04,23543
2015-12-05,23543
2015-12-06,23543
2015-12-07,23543
2015-12-08,23543
2015-12-09,23543
2015-12-10,23543
2015-12-11,23543
2015-12-13,23543
2015-12-14,23543
2015-12-15,23543
2015-12-16,23543
2015-12-17,23543
2015-12-18,23543
2015-12-19,23543
2015-12-20,23543
2015-12-21,22413
2015-12-22,22413
2015-12-23,22413
2015-12-24,22413
2015-12-25,22413
2015-12-26,22413
2015-12-27,22413
2015-12-28,22413
2015-12-29,22413
2015-12-30,22413
2015-12-31,22413
2016-01-01,22413
2016-01-02,22413
2016-01-03,22413
2016-01-04,22413
2016-01-05,22413
2016-01-06,22413
2016-01-07,22413
2016-01-08,22413
2016-01-09,22413
2016-01-10,22413
2016-01-11,22413
2016-01-12,22413
2016-01-13,22413
2016-01-14,22413
2016-01-15,22413
2016-01-16,22413
2016-01-17,22413
2016-01-18,22413
2016-01-19,22413
2016-01-20,22413
2016-01-21,22413
2016-01-22,22413
2016-01-23,22413
2016-01-24,21392
2016-01-25,21392
2016-01-26,21392
2016-01-27,21392
2016-01-28,21392
2016-01-29,21392
2016-01-30,21392
2016-01-31,21392
2016-02-01,21392
2016-02-02,21392
2016-02-03,21392
2016-02-04,21392
2016-02-05,21392
2016-02-06,21392
2016-02-07,21392
2016-02-08,21392
2016-02-09,21392
2016-02-10,21392
2016-02-11,21392
2016-02-12,21392
2016-02-13,21392
2016-02-14,21392
2016-02-15,20336
2016-02-16,20336
2016-02-17,20336
2016-02-18,20336
2016-02-19,20336
2016-02-20,20336
2016-02-21,20336
2016-02-22,20336
2016-02-23,20336
2016-02-24,20336
2016-02-25,20336
2016-02-26,20336
2016-02-27,20336
2016-02-28,20336
2016-02-29,20336
2016-03-01,20336
2016-03-02,20336
2016-03-03,20336
2016-03-04,20336
2016-03-05,20336
2016-03-06,20336
2016-03-07,20336
2016-03-08,20336
2016-03-09,20336
2016-03-10,20336
2016-03-11,20336
2016-03-12,19331
2016-03-13,19331
2016-03-14,19331
2016-03-15,19331
2016-03-16,19331
2016-03-17,19331
2016-03-18,19331
2016-03-19,19331
2016-03-20,19331
2016-03-21,19331
2016-03-22,19331
2016-03-23,19331
2016-03-24,19331
2016-03-25,19331
2016-03-26,19331
2016-03-27,19331
2016-03-28,19331
2016-03-29,19331
2016-03-30,19331
2016-03-31,19331
2016-04-01,19331
2016-04-02,19331
2016-04-03,19331
2016-04-04,19331
2016-04-05,19331
2016-04-06,18379
2016-04-07,18379
2016-04-08,18379
2016-04-09,18379
2016-04-10,18379
2016-04-11,18379
2016-04-12,18379
2016-04-13,18379
2016-04-14,18379
2016-04-15,18379
2016-04-16,18379
2016-04-17,18379
2016-04-18,18379
2016-04-19,18379
2016-04-20,18379
2016-04-21,18379
2016-04-22,18379
2016-04-23,18379
2016-04-24,18379
2016-04-25,18379
2016-04-26,18379
2016-04-27,18379
2016-04-28,17473
2016-04-29,17473
2016-04-30,17473
2016-05-01,17473
2016-05-02,17473
2016-05-03,17473
2016-05-04,17473
2016-05-05,17473
2016-05-06,17473
2016-05-07,17473
2016-05-08,17473
2016-05-09,17473
2016-05-10,17473
2016-05-11,17473
2016-05-12,17473
2016-05-13,17473
2016-05-14,17473
2016-05-15,17473
2016-05-16,17473
2016-05-17,17473
2016-05-18,17473
2016-05-19,17473
2016-05-22,16616
2016-05-23,16616
2016-05-24,16616
2016-05-25,16616
2016-05-26,16616
2016-05-27,16616
2016-05-28,16616
2016-05-29,16616
2016-05-30,16616
2016-05-31,16616
2016-06-01,16616
2016-06-02,16616
2016-06-03,16616
2016-06-04,16616
2016-06-05,16616
2016-06-06,16616
2016-06-07,16616
2016-06-08,16616
2016-06-09,16616
2016-06-10,16616
2016-06-11,16616
2016-06-12,16616
2016-06-13,16616
2016-06-14,16616
2016-06-15,16616
2016-06-16,16616
2016-06-17,15796
2016-06-18,15796
2016-06-19,15796
2016-06-20,15796
2016-06-21,15796
2016-06-22,15796
2016-06-23,15796
