date_obj,Axeman's%20folly(m) price
2019-03-15,43020
2019-03-16,43020
2019-03-17,43020
2019-03-18,43020
2019-03-19,43020
2019-03-20,43020
2019-03-21,43020
2019-03-22,43020
2019-03-23,42000
2019-03-24,42000
2019-03-25,42000
2019-03-26,42000
2019-03-27,42000
2019-03-28,42000
2019-03-29,42000
2019-03-30,42000
2019-03-31,42000
2019-04-01,40882
2019-04-02,40882
2019-04-03,40882
2019-04-04,40882
2019-04-05,40882
2019-04-06,40882
2019-04-07,40882
2019-04-08,40882
2019-04-09,40882
2019-04-10,41022
2019-04-11,41022
2019-04-12,41022
2019-04-13,41022
2019-04-14,41022
2019-04-15,41022
2019-04-16,41022
2019-04-17,41022
2019-04-18,42785
2019-04-19,42785
2019-04-20,42785
2019-04-21,42785
2019-04-22,42785
2019-04-23,42785
2019-04-24,42785
2019-04-25,42785
2019-04-26,43951
2019-04-27,43951
2019-04-28,43951
2019-04-29,43951
2019-04-30,43951
2019-05-01,43951
2019-05-02,43951
2019-05-03,43951
2019-05-04,45676
2019-05-05,45676
2019-05-06,45676
2019-05-07,45676
2019-05-08,45676
2019-05-09,45676
2019-05-10,45676
2019-05-11,45676
2019-05-12,45676
2019-05-13,47057
2019-05-14,47057
2019-05-15,47057
2019-05-16,47057
2019-05-17,47057
2019-05-18,47057
2019-05-19,47057
2019-05-20,47057
2019-05-21,47057
2019-05-22,47057
2019-05-23,47301
2019-05-24,47301
2019-05-25,47301
2019-05-26,47301
2019-05-27,47301
2019-05-28,47301
2019-05-29,47301
2019-05-30,47301
2019-05-31,48910
2019-06-01,48910
2019-06-02,48910
2019-06-03,48910
2019-06-04,48910
2019-06-05,48910
2019-06-06,48910
2019-06-07,48910
2019-06-08,48910
2019-06-09,50288
2019-06-10,50288
2019-06-11,50288
2019-06-12,50288
2019-06-13,50288
2019-06-14,50288
2019-06-15,50288
2019-06-16,50288
2019-06-17,50288
2019-06-18,50288
2019-06-19,50288
2019-06-20,47773
2019-06-21,47773
2019-06-22,47773
2019-06-23,47773
2019-06-24,47773
2019-06-25,47773
2019-06-26,47773
2019-06-27,47773
2019-06-28,47773
2019-06-29,45982
2019-06-30,45982
2019-07-01,45982
2019-07-02,45982
2019-07-03,45982
2019-07-04,45982
2019-07-05,45982
2019-07-06,45982
2019-07-07,44006
2019-07-08,44006
2019-07-09,44006
2019-07-10,44006
2019-07-11,44006
2019-07-12,44006
2019-07-13,44006
2019-07-14,44006
2019-07-15,42098
2019-07-16,42098
2019-07-17,42098
2019-07-18,42098
2019-07-19,42098
2019-07-20,42098
2019-07-21,42098
2019-07-22,42098
2019-07-23,42098
2019-07-24,42098
2019-07-25,42098
2019-07-26,40460
2019-07-27,40460
2019-07-28,40460
2019-07-29,40460
2019-07-30,40460
2019-07-31,40460
2019-08-01,40460
2019-08-02,40460
2019-08-03,40460
2019-08-04,40460
2019-08-05,39128
2019-08-06,39128
2019-08-07,39128
2019-08-08,39128
2019-08-09,39128
2019-08-10,39128
2019-08-11,39128
2019-08-12,39128
2019-08-13,37555
2019-08-14,37555
2019-08-15,37555
2019-08-16,37555
2019-08-17,37555
2019-08-18,37555
2019-08-19,37555
2019-08-20,37555
2019-08-21,37555
2019-08-22,36752
2019-08-23,36752
2019-08-24,36752
2019-08-24,36752
2019-08-25,36752
2019-08-25,36752
2019-08-26,36752
2019-08-27,36752
2019-08-27,36752
2019-08-28,36752
2019-08-29,36752
2019-08-30,36752
2019-08-31,36752
2019-09-01,37198
2019-09-02,37198
2019-09-03,37198
2019-09-04,37198
2019-09-05,37198
2019-09-06,37198
2019-09-07,37198
2019-09-08,37198
2019-09-09,37198
2019-09-10,37198
2019-09-11,37198
2019-09-12,37198
2019-09-13,37693
2019-09-14,37693
2019-09-15,37693
2019-09-16,37693
2019-09-17,37693
2019-09-18,37693
2019-09-19,37693
2019-09-20,37693
2019-09-21,37693
2019-09-22,37234
2019-09-23,37234
2019-09-24,37234
2019-09-25,37234
2019-09-26,37234
2019-09-27,37234
2019-09-28,37234
2019-09-29,37234
2019-09-30,37234
2019-10-01,37234
2019-10-02,37234
2019-10-03,37234
2019-10-04,37234
2019-10-05,38185
2019-10-06,38185
2019-10-07,38185
2019-10-08,38185
2019-10-09,38185
2019-10-10,38185
2019-10-11,38185
2019-10-12,38185
2019-10-13,38185
2019-10-14,39254
2019-10-15,39254
2019-10-16,39254
2019-10-17,39254
2019-10-18,39254
2019-10-19,39254
2019-10-20,39254
2019-10-21,39254
2019-10-22,39254
2019-10-23,39254
2019-10-24,39254
2019-10-25,39254
2019-10-26,39254
2019-10-27,40199
2019-10-28,40199
2019-10-29,40199
2019-10-30,40199
2019-10-31,40199
2019-11-01,40199
2019-11-02,40199
2019-11-03,40199
2019-11-04,40199
2019-11-05,40199
2019-11-06,40199
2019-11-07,40199
2019-11-08,40199
2019-11-09,40199
2019-11-10,40199
2019-11-11,41187
2019-11-12,41187
2019-11-13,41187
2019-11-14,41187
2019-11-15,41187
2019-11-16,41187
2019-11-17,41187
2019-11-18,41187
2019-11-19,41187
2019-11-20,41187
2019-11-21,41187
2019-11-22,41187
2019-11-23,41187
2019-11-24,41187
2019-11-25,41187
2019-11-26,42950
2019-11-27,42950
2019-11-28,42950
2019-11-29,42950
2019-11-30,42950
2019-12-01,42950
2019-12-02,42950
2019-12-03,42950
2019-12-04,42950
2019-12-05,42950
2019-12-06,42950
2019-12-07,42950
2019-12-08,42950
2019-12-09,42950
2019-12-10,42950
2019-12-11,42950
2019-12-12,44235
2019-12-13,44235
2019-12-14,44235
2019-12-15,44235
2019-12-16,44235
2019-12-17,44235
2019-12-18,44235
2019-12-19,44235
2019-12-20,44235
2019-12-21,44235
2019-12-22,44235
2019-12-23,44235
2019-12-24,44235
2019-12-25,44235
2019-12-26,44235
2019-12-27,44235
2019-12-28,44235
2019-12-29,45400
2019-12-30,45400
2019-12-31,45400
2020-01-01,45400
2020-01-02,45400
2020-01-03,45400
2020-01-04,45400
2020-01-05,45400
2020-01-06,45400
2020-01-07,45400
2020-01-08,45400
2020-01-09,45400
2020-01-10,45400
2020-01-11,45400
2020-01-12,45899
2020-01-13,45899
2020-01-14,45899
2020-01-15,45899
2020-01-16,45899
2020-01-17,45899
2020-01-18,45899
2020-01-19,45899
2020-01-20,45899
2020-01-21,45899
2020-01-22,45899
2020-01-23,45899
2020-01-24,45899
2020-01-25,45435
2020-01-26,45435
2020-01-27,45435
2020-01-28,45435
2020-01-29,45435
2020-01-30,45435
2020-01-31,45435
2020-02-01,45435
2020-02-02,45435
2020-02-03,45435
2020-02-04,45435
2020-02-05,45435
2020-02-06,45435
2020-02-07,46509
2020-02-08,46509
2020-02-09,46509
2020-02-10,46509
2020-02-11,46509
2020-02-12,46509
2020-02-13,46509
2020-02-14,46509
2020-02-15,46509
2020-02-16,46509
2020-02-17,46509
2020-02-18,46912
2020-02-19,46912
2020-02-20,46912
2020-02-21,46912
2020-02-22,46912
2020-02-23,46912
2020-02-24,46912
2020-02-25,46912
2020-02-26,46912
2020-02-27,46912
2020-02-28,45371
2020-02-29,45371
2020-03-01,45371
2020-03-02,45371
2020-03-03,45371
2020-03-04,45371
2020-03-05,45371
2020-03-06,45371
2020-03-07,45371
2020-03-08,43415
2020-03-09,43415
2020-03-10,43415
2020-03-11,43415
2020-03-12,43415
2020-03-13,43415
2020-03-14,43415
2020-03-15,43415
2020-03-16,43415
2020-03-17,41453
2020-03-18,41453
2020-03-19,41453
2020-03-20,41453
2020-03-21,41453
2020-03-22,41453
2020-03-23,41453
2020-03-24,41453
2020-03-25,41453
2020-03-26,39793
2020-03-27,39793
2020-03-28,39793
2020-03-29,39793
2020-03-30,39793
2020-03-31,39793
2020-04-01,39793
2020-04-02,39200
2020-04-03,39200
2020-04-04,39200
2020-04-05,39200
2020-04-06,39200
2020-04-07,39200
2020-04-08,39953
2020-04-09,39953
2020-04-10,39953
2020-04-11,39953
2020-04-12,39953
2020-04-13,39953
2020-04-14,41255
2020-04-15,41255
2020-04-16,41255
2020-04-17,41255
2020-04-18,41255
2020-04-19,41255
2020-04-20,43251
2020-04-21,43251
2020-04-22,43251
2020-04-23,43251
2020-04-24,43251
2020-04-25,43251
2020-04-26,43251
2020-04-27,44820
2020-04-28,44820
2020-04-29,44820
2020-04-30,44820
2020-05-01,44820
2020-05-02,44820
2020-05-03,46924
2020-05-04,46924
2020-05-05,46924
2020-05-06,46924
2020-05-07,46924
2020-05-08,46924
2020-05-09,46924
2020-05-10,48034
2020-05-11,48034
2020-05-12,48034
2020-05-13,48034
