date_obj,Rune%20axe price
2019-04-07,7275
2019-04-08,7281
2019-04-09,7303
2019-04-10,7331
2019-04-11,7319
2019-04-12,7300
2019-04-13,7259
2019-04-14,7248
2019-04-15,7290
2019-04-16,7306
2019-04-17,7311
2019-04-18,7290
2019-04-19,7270
2019-04-20,7278
2019-04-21,7286
2019-04-22,7273
2019-04-23,7273
2019-04-24,7299
2019-04-25,7319
2019-04-26,7281
2019-04-27,7273
2019-04-28,7269
2019-04-29,7281
2019-04-30,7304
2019-05-01,7282
2019-05-02,7278
2019-05-03,7330
2019-05-04,7351
2019-05-05,7348
2019-05-06,7328
2019-05-07,7355
2019-05-08,7328
2019-05-09,7317
2019-05-10,7327
2019-05-11,7316
2019-05-12,7311
2019-05-13,7336
2019-05-14,7318
2019-05-15,7346
2019-05-16,7353
2019-05-17,7380
2019-05-18,7321
2019-05-19,7291
2019-05-20,7325
2019-05-21,7338
2019-05-22,7318
2019-05-23,7301
2019-05-24,7312
2019-05-25,7247
2019-05-26,7239
2019-05-27,7251
2019-05-28,7271
2019-05-29,7306
2019-05-30,7346
2019-05-31,7318
2019-06-01,7279
2019-06-02,7277
2019-06-03,7311
2019-06-04,7329
2019-06-05,7301
2019-06-06,7330
2019-06-07,7327
2019-06-08,7275
2019-06-09,7314
2019-06-10,7285
2019-06-11,7296
2019-06-12,7311
2019-06-13,7282
2019-06-14,7313
2019-06-15,7295
2019-06-16,7281
2019-06-17,7300
2019-06-18,7299
2019-06-19,7334
2019-06-20,7300
2019-06-21,7263
2019-06-22,7277
2019-06-23,7294
2019-06-24,7296
2019-06-25,7280
2019-06-26,7265
2019-06-27,7276
2019-06-28,7281
2019-06-29,7297
2019-06-30,7312
2019-07-01,7274
2019-07-02,7333
2019-07-03,7350
2019-07-04,7303
2019-07-05,7347
2019-07-06,7293
2019-07-07,7308
2019-07-08,7301
2019-07-09,7319
2019-07-10,7331
2019-07-11,7330
2019-07-12,7304
2019-07-13,7283
2019-07-14,7282
2019-07-15,7320
2019-07-16,7298
2019-07-17,7331
2019-07-18,7353
2019-07-19,7361
2019-07-20,7292
2019-07-21,7275
2019-07-22,7281
2019-07-23,7293
2019-07-24,7301
2019-07-25,7303
2019-07-26,7326
2019-07-27,7257
2019-07-28,7229
2019-07-29,7226
2019-07-30,7243
2019-07-31,7270
2019-08-01,7268
2019-08-02,7304
2019-08-03,7251
2019-08-04,7198
2019-08-05,7201
2019-08-06,7192
2019-08-07,7232
2019-08-08,7228
2019-08-09,7265
2019-08-10,7198
2019-08-11,7158
2019-08-12,7196
2019-08-13,7198
2019-08-14,7217
2019-08-15,7198
2019-08-16,7226
2019-08-17,7275
2019-08-18,7241
2019-08-19,7234
2019-08-20,7226
2019-08-21,7243
2019-08-22,7244
2019-08-23,7313
2019-08-24,7214
2019-08-24,7214
2019-08-25,7165
2019-08-25,7165
2019-08-26,7200
2019-08-26,7200
2019-08-27,7234
2019-08-27,7234
2019-08-28,7287
2019-08-29,7263
2019-08-30,7310
2019-08-31,7246
2019-09-01,7231
2019-09-02,7219
2019-09-03,7239
2019-09-04,7249
2019-09-05,7257
2019-09-06,7292
2019-09-07,7280
2019-09-08,7293
2019-09-09,7287
2019-09-10,7250
2019-09-11,7247
2019-09-12,7270
2019-09-13,7284
2019-09-14,7319
2019-09-15,7257
2019-09-16,7247
2019-09-17,7269
2019-09-18,7256
2019-09-19,7266
2019-09-20,7291
2019-09-21,7257
2019-09-22,7185
2019-09-23,7191
2019-09-24,7187
2019-09-25,7230
2019-09-26,7206
2019-09-27,7216
2019-09-28,7144
2019-09-29,7119
2019-09-30,7157
2019-10-01,7174
2019-10-02,7209
2019-10-03,7245
2019-10-04,7244
2019-10-05,7219
2019-10-06,7160
2019-10-07,7188
2019-10-08,7204
2019-10-09,7144
2019-10-10,7179
2019-10-11,7172
2019-10-12,7178
2019-10-13,7168
2019-10-14,7183
2019-10-15,7194
2019-10-16,7208
2019-10-17,7183
2019-10-18,7188
2019-10-19,7167
2019-10-20,7153
2019-10-21,7187
2019-10-22,7211
2019-10-23,7230
2019-10-24,7235
2019-10-25,7222
2019-10-26,7187
2019-10-27,7172
2019-10-28,7202
2019-10-29,7210
2019-10-30,7220
2019-10-31,7242
2019-11-01,7247
2019-11-02,7206
2019-11-03,7187
2019-11-04,7211
2019-11-05,7210
2019-11-06,7210
2019-11-07,7203
2019-11-08,7222
2019-11-09,7183
2019-11-10,7183
2019-11-11,7196
2019-11-12,7212
2019-11-13,7222
2019-11-14,7220
2019-11-15,7234
2019-11-16,7244
2019-11-17,7236
2019-11-18,7223
2019-11-19,7265
2019-11-20,7215
2019-11-21,7217
2019-11-22,7222
2019-11-23,7192
2019-11-24,7221
2019-11-25,7208
2019-11-26,7207
2019-11-27,7215
2019-11-28,7205
2019-11-29,7215
2019-11-30,7243
2019-12-01,7243
2019-12-02,7158
2019-12-03,7148
2019-12-04,7178
2019-12-05,7138
2019-12-06,7184
2019-12-07,7206
2019-12-08,7187
2019-12-09,7176
2019-12-10,7176
2019-12-11,7189
2019-12-12,7189
2019-12-13,7202
2019-12-14,7206
2019-12-15,7177
2019-12-16,7182
2019-12-17,7201
2019-12-18,7227
2019-12-19,7230
2019-12-20,7208
2019-12-21,7183
2019-12-22,7179
2019-12-23,7158
2019-12-24,7171
2019-12-25,7200
2019-12-26,7202
2019-12-27,7175
2019-12-28,7189
2019-12-29,7170
2019-12-30,7160
2019-12-31,7186
2020-01-01,7161
2020-01-02,7168
2020-01-03,7132
2020-01-04,7138
2020-01-05,7135
2020-01-06,7145
2020-01-07,7188
2020-01-08,7173
2020-01-09,7187
2020-01-10,7189
2020-01-11,7184
2020-01-12,7180
2020-01-13,7185
2020-01-14,7191
2020-01-15,7205
2020-01-16,7196
2020-01-17,7203
2020-01-18,7201
2020-01-19,7197
2020-01-20,7197
2020-01-21,7203
2020-01-22,7217
2020-01-23,7176
2020-01-24,7203
2020-01-25,7168
2020-01-26,7143
2020-01-27,7176
2020-01-28,7173
2020-01-29,7198
2020-01-30,7209
2020-01-31,7207
2020-02-01,7194
2020-02-02,7198
2020-02-03,7196
2020-02-04,7207
2020-02-05,7166
2020-02-06,7137
2020-02-07,7148
2020-02-08,7140
2020-02-09,7127
2020-02-10,7161
2020-02-11,7172
2020-02-12,7170
2020-02-13,7159
2020-02-14,7170
2020-02-15,7142
2020-02-16,7149
2020-02-17,7165
2020-02-18,7189
2020-02-19,7198
2020-02-20,7162
2020-02-21,7179
2020-02-22,7163
2020-02-23,7148
2020-02-24,7194
2020-02-25,7197
2020-02-26,7200
2020-02-27,7199
2020-02-28,7182
2020-02-29,7126
2020-03-01,7168
2020-03-02,7189
2020-03-03,7192
2020-03-04,7170
2020-03-05,7185
2020-03-06,7187
2020-03-07,7181
2020-03-08,7148
2020-03-09,7192
2020-03-10,7212
2020-03-11,7231
2020-03-12,7216
2020-03-13,7202
2020-03-14,7174
2020-03-15,7189
2020-03-16,7213
2020-03-17,7208
2020-03-18,7190
2020-03-19,7184
2020-03-20,7179
2020-03-21,7174
2020-03-22,7179
2020-03-23,7204
2020-03-24,7208
2020-03-25,7196
2020-03-26,7198
2020-03-27,7182
2020-03-28,7177
2020-03-29,7183
2020-03-30,7220
2020-03-31,7219
2020-04-01,7214
2020-04-02,7203
2020-04-03,7204
2020-04-04,7193
2020-04-05,7179
2020-04-06,7189
2020-04-07,7203
2020-04-08,7197
2020-04-09,7213
2020-04-10,7200
2020-04-11,7181
2020-04-12,7196
2020-04-13,7160
2020-04-14,7198
2020-04-15,7197
2020-04-16,7214
2020-04-17,7217
2020-04-18,7201
2020-04-19,7221
2020-04-20,7214
2020-04-21,7217
2020-04-22,7225
2020-04-23,7222
2020-04-24,7219
2020-04-25,7205
2020-04-26,7203
2020-04-27,7208
2020-04-28,7230
2020-04-29,7232
2020-04-30,7223
2020-05-01,7208
2020-05-02,7211
2020-05-03,7198
2020-05-04,7222
2020-05-05,7229
2020-05-06,7243
2020-05-07,7225
2020-05-08,7216
2020-05-09,7199
2020-05-10,7213
2020-05-11,7235
2020-05-12,7258
2020-05-13,7257
