date_obj,Black%20skirt%20(t) price
2019-03-24,28187
2019-03-25,28187
2019-03-26,29039
2019-03-27,29039
2019-03-28,30384
2019-03-29,31881
2019-03-30,31881
2019-03-31,33127
2019-04-01,33171
2019-04-02,33661
2019-04-03,34231
2019-04-04,35413
2019-04-05,35477
2019-04-06,35477
2019-04-07,36199
2019-04-08,36743
2019-04-09,36743
2019-04-10,37591
2019-04-11,38137
2019-04-12,37918
2019-04-13,37772
2019-04-14,37449
2019-04-15,37051
2019-04-16,36439
2019-04-17,36228
2019-04-18,36268
2019-04-19,36997
2019-04-20,36138
2019-04-21,35240
2019-04-22,34357
2019-04-23,32995
2019-04-24,31588
2019-04-25,30607
2019-04-26,29575
2019-04-27,28616
2019-04-28,27219
2019-04-29,25910
2019-04-30,24703
2019-05-01,23649
2019-05-02,22945
2019-05-03,21838
2019-05-04,20789
2019-05-05,19833
2019-05-06,19157
2019-05-07,18394
2019-05-08,17531
2019-05-09,17042
2019-05-10,16490
2019-05-11,15839
2019-05-12,15394
2019-05-13,14981
2019-05-14,14710
2019-05-15,14710
2019-05-16,14228
2019-05-17,14228
2019-05-18,13853
2019-05-19,13823
2019-05-20,13686
2019-05-21,13686
2019-05-22,13612
2019-05-23,13415
2019-05-24,13122
2019-05-25,12786
2019-05-26,12786
2019-05-27,12838
2019-05-28,12752
2019-05-29,12776
2019-05-30,13023
2019-05-31,13023
2019-06-01,13463
2019-06-02,13580
2019-06-03,13076
2019-06-04,12687
2019-06-05,12599
2019-06-06,12414
2019-06-07,12392
2019-06-08,11970
2019-06-09,11740
2019-06-10,11740
2019-06-11,11660
2019-06-12,11726
2019-06-13,12135
2019-06-14,12413
2019-06-15,12571
2019-06-16,12764
2019-06-17,12755
2019-06-18,12755
2019-06-19,13149
2019-06-20,13465
2019-06-21,13733
2019-06-22,14330
2019-06-23,14836
2019-06-24,15201
2019-06-25,15582
2019-06-26,16004
2019-06-27,16295
2019-06-28,16295
2019-06-29,16528
2019-06-30,16726
2019-07-01,16726
2019-07-02,17120
2019-07-03,17486
2019-07-04,17486
2019-07-05,18056
2019-07-06,18698
2019-07-07,19036
2019-07-08,19501
2019-07-09,19571
2019-07-10,19946
2019-07-11,20445
2019-07-12,20690
2019-07-13,20690
2019-07-14,21053
2019-07-15,21053
2019-07-16,20647
2019-07-17,21487
2019-07-18,21487
2019-07-19,21887
2019-07-20,21887
2019-07-21,22456
2019-07-22,22758
2019-07-23,23408
2019-07-24,23816
2019-07-25,23450
2019-07-26,23450
2019-07-27,23985
2019-07-28,24002
2019-07-29,24204
2019-07-30,24575
2019-07-31,25092
2019-08-01,25092
2019-08-02,24549
2019-08-03,23498
2019-08-04,22544
2019-08-05,21416
2019-08-06,21416
2019-08-07,20393
2019-08-08,20393
2019-08-09,20090
2019-08-10,19221
2019-08-11,19221
2019-08-12,18737
2019-08-13,18190
2019-08-14,17681
2019-08-15,17294
2019-08-16,17002
2019-08-17,17002
2019-08-18,16508
2019-08-19,16022
2019-08-20,16022
2019-08-21,15479
2019-08-22,15695
2019-08-23,15695
2019-08-24,15737
2019-08-24,15737
2019-08-25,15737
2019-08-25,15737
2019-08-26,15723
2019-08-27,15723
2019-08-27,15723
2019-08-28,15715
2019-08-29,15833
2019-08-30,16022
2019-08-31,16022
2019-09-01,15757
2019-09-02,15757
2019-09-03,15808
2019-09-04,15917
2019-09-05,15917
2019-09-06,16505
2019-09-07,17208
2019-09-08,17909
2019-09-09,17909
2019-09-10,18752
2019-09-11,19478
2019-09-12,19478
2019-09-13,20272
2019-09-14,20544
2019-09-15,20492
2019-09-16,20837
2019-09-17,20643
2019-09-18,20159
2019-09-19,20159
2019-09-20,19998
2019-09-21,19602
2019-09-22,19349
2019-09-23,18425
2019-09-24,18425
2019-09-25,17601
2019-09-26,16827
2019-09-27,16827
2019-09-28,15985
2019-09-29,15985
2019-09-30,15185
2019-10-01,14698
2019-10-02,14698
2019-10-03,14772
2019-10-04,14772
2019-10-05,15083
2019-10-06,15169
2019-10-07,15169
2019-10-08,15357
2019-10-09,15357
2019-10-10,15741
2019-10-11,15741
2019-10-12,16329
2019-10-13,16819
2019-10-14,16752
2019-10-15,16752
2019-10-16,17177
2019-10-17,17177
2019-10-18,17433
2019-10-19,17994
2019-10-20,17994
2019-10-21,18017
2019-10-22,18017
2019-10-23,17603
2019-10-24,17603
2019-10-25,17598
2019-10-26,17354
2019-10-27,17354
2019-10-28,17113
2019-10-29,17113
2019-10-30,16328
2019-10-31,15730
2019-11-01,15730
2019-11-02,15620
2019-11-03,15376
2019-11-04,15066
2019-11-05,15066
2019-11-06,15087
2019-11-07,15087
2019-11-08,14993
2019-11-09,14921
2019-11-10,15005
2019-11-11,15005
2019-11-12,14711
2019-11-13,14711
2019-11-14,14088
2019-11-15,14411
2019-11-16,14356
2019-11-17,14356
2019-11-18,14749
2019-11-19,14749
2019-11-20,14749
2019-11-21,14749
2019-11-22,14549
2019-11-23,14723
2019-11-24,14939
2019-11-25,14853
2019-11-26,15096
2019-11-27,15096
2019-11-28,15202
2019-11-29,15202
2019-11-30,15297
2019-12-01,15591
2019-12-02,15591
2019-12-03,15430
2019-12-04,15025
2019-12-05,15025
2019-12-06,15197
2019-12-07,15197
2019-12-08,15402
2019-12-09,15402
2019-12-10,15104
2019-12-11,15104
2019-12-12,15466
2019-12-13,15891
2019-12-14,16544
2019-12-15,16695
2019-12-16,17159
2019-12-17,17159
2019-12-18,17618
2019-12-19,17618
2019-12-20,17892
2019-12-21,17991
2019-12-22,18302
2019-12-23,18302
2019-12-24,17801
2019-12-25,17261
2019-12-26,17261
2019-12-27,16960
2019-12-28,16267
2019-12-29,16267
2019-12-30,15514
2019-12-31,14822
2020-01-01,14208
2020-01-02,13533
2020-01-03,13533
2020-01-04,13088
2020-01-05,12981
2020-01-06,12981
2020-01-07,12964
2020-01-08,12964
2020-01-09,13033
2020-01-10,12948
2020-01-11,12944
2020-01-12,13039
2020-01-13,13039
2020-01-14,12654
2020-01-15,12328
2020-01-16,12101
2020-01-17,11737
2020-01-18,11737
2020-01-19,11624
2020-01-20,11624
2020-01-21,11392
2020-01-22,11152
2020-01-23,10732
2020-01-24,10451
2020-01-25,10451
2020-01-26,10307
2020-01-27,9973
2020-01-28,9973
2020-01-29,9900
2020-01-30,9900
2020-01-31,9783
2020-02-01,9783
2020-02-02,9687
2020-02-03,10134
2020-02-04,10558
2020-02-05,10558
2020-02-06,10441
2020-02-07,10441
2020-02-08,10142
2020-02-09,10063
2020-02-10,10078
2020-02-11,10078
2020-02-12,10173
2020-02-13,10173
2020-02-14,10114
2020-02-15,10114
2020-02-16,10109
2020-02-17,10242
2020-02-18,10217
2020-02-19,10217
2020-02-20,10457
2020-02-21,10457
2020-02-22,10504
2020-02-23,10504
2020-02-24,10672
2020-02-25,10672
2020-02-26,11101
2020-02-27,11101
2020-02-28,11285
2020-02-29,11285
2020-03-01,11775
2020-03-02,11877
2020-03-03,11935
2020-03-04,11935
2020-03-05,11931
2020-03-06,11859
2020-03-07,11859
2020-03-08,11872
2020-03-09,11906
2020-03-10,11814
2020-03-11,11814
2020-03-12,11497
2020-03-13,11497
2020-03-14,11296
2020-03-15,10986
2020-03-16,10770
2020-03-17,10770
2020-03-18,10396
2020-03-19,9994
2020-03-20,9885
2020-03-21,9870
2020-03-22,9828
2020-03-23,9680
2020-03-24,9692
2020-03-25,9462
2020-03-26,9529
2020-03-27,9521
2020-03-28,9384
2020-03-29,9239
2020-03-30,9220
2020-03-31,8975
2020-04-01,8996
2020-04-02,8926
2020-04-03,8926
2020-04-04,8993
2020-04-05,9053
2020-04-06,9077
2020-04-07,9235
2020-04-08,9532
2020-04-09,9760
2020-04-10,9760
2020-04-11,9723
2020-04-12,10083
2020-04-13,10122
2020-04-14,10124
2020-04-15,9996
2020-04-16,9996
2020-04-17,9787
2020-04-18,9610
2020-04-19,9685
2020-04-20,10113
2020-04-21,10570
2020-04-22,10905
2020-04-23,11109
2020-04-24,11431
2020-04-25,11406
2020-04-26,11310
2020-04-27,11093
2020-04-28,10899
2020-04-29,10899
2020-04-30,10409
2020-05-01,10409
2020-05-02,10270
2020-05-03,10049
2020-05-04,9776
2020-05-05,9373
2020-05-06,8937
2020-05-07,8535
2020-05-08,8338
2020-05-09,8476
2020-05-10,8450
2020-05-11,8187
2020-05-12,7986
2020-05-13,8207
