date_obj,Initiate%20harness%20m price
2019-04-01,22080
2019-04-02,22080
2019-04-03,21840
2019-04-04,21840
2019-04-05,21840
2019-04-06,22190
2019-04-07,22190
2019-04-08,22256
2019-04-09,22256
2019-04-10,21691
2019-04-11,21691
2019-04-12,20995
2019-04-13,20995
2019-04-14,21373
2019-04-15,21373
2019-04-16,21324
2019-04-17,21324
2019-04-18,20869
2019-04-19,20869
2019-04-20,20912
2019-04-21,20912
2019-04-22,20912
2019-04-23,21333
2019-04-24,21333
2019-04-25,21333
2019-04-26,21976
2019-04-27,21976
2019-04-28,21976
2019-04-29,21324
2019-04-30,21324
2019-05-01,21324
2019-05-02,21104
2019-05-03,21104
2019-05-04,21440
2019-05-05,21440
2019-05-06,21440
2019-05-07,21759
2019-05-08,21759
2019-05-09,21759
2019-05-10,22293
2019-05-11,22293
2019-05-12,22293
2019-05-13,22322
2019-05-14,22322
2019-05-15,22322
2019-05-16,23098
2019-05-17,23098
2019-05-18,23098
2019-05-19,23619
2019-05-20,23619
2019-05-21,23619
2019-05-22,23269
2019-05-23,23269
2019-05-24,23269
2019-05-25,23008
2019-05-26,23008
2019-05-27,23014
2019-05-28,23014
2019-05-29,22931
2019-05-30,22931
2019-05-31,22931
2019-06-01,22931
2019-06-02,22206
2019-06-03,22206
2019-06-04,22206
2019-06-05,21694
2019-06-06,21694
2019-06-07,21694
2019-06-08,22231
2019-06-09,22231
2019-06-10,22231
2019-06-11,21978
2019-06-12,21978
2019-06-13,21978
2019-06-14,21928
2019-06-15,21928
2019-06-16,21928
2019-06-17,21814
2019-06-18,21814
2019-06-19,21814
2019-06-20,21691
2019-06-21,21691
2019-06-22,21691
2019-06-23,21761
2019-06-24,21761
2019-06-25,21761
2019-06-26,22216
2019-06-27,22216
2019-06-28,22216
2019-06-29,22035
2019-06-30,22035
2019-07-01,22035
2019-07-02,21596
2019-07-03,21596
2019-07-04,21596
2019-07-05,22007
2019-07-06,22007
2019-07-07,22007
2019-07-08,22108
2019-07-09,22108
2019-07-10,21997
2019-07-11,21997
2019-07-12,21902
2019-07-13,21902
2019-07-14,21902
2019-07-15,22484
2019-07-16,22484
2019-07-17,22484
2019-07-18,22836
2019-07-19,22836
2019-07-20,22836
2019-07-21,22076
2019-07-22,22076
2019-07-23,22076
2019-07-24,21799
2019-07-25,21799
2019-07-26,21799
2019-07-27,21359
2019-07-28,21359
2019-07-29,21359
2019-07-30,21078
2019-07-31,21078
2019-08-01,21078
2019-08-02,21182
2019-08-03,21182
2019-08-04,21182
2019-08-05,22036
2019-08-06,22036
2019-08-07,22036
2019-08-08,22036
2019-08-09,23011
2019-08-10,23011
2019-08-11,23011
2019-08-12,22948
2019-08-13,22948
2019-08-14,22948
2019-08-15,22070
2019-08-16,22070
2019-08-17,22070
2019-08-18,21740
2019-08-19,21740
2019-08-20,21740
2019-08-21,20766
2019-08-22,20766
2019-08-23,20766
2019-08-24,20673
2019-08-24,20673
2019-08-25,20673
2019-08-25,20673
2019-08-26,20673
2019-08-26,20673
2019-08-27,20673
2019-08-27,20673
2019-08-28,21484
2019-08-29,21484
2019-08-30,21484
2019-08-31,21484
2019-09-01,21863
2019-09-02,21863
2019-09-03,21863
2019-09-04,22648
2019-09-05,22648
2019-09-06,22648
2019-09-07,22648
2019-09-08,22183
2019-09-09,22183
2019-09-10,22183
2019-09-11,21977
2019-09-12,21977
2019-09-13,21977
2019-09-14,21755
2019-09-15,21755
2019-09-16,21755
2019-09-17,21899
2019-09-18,21899
2019-09-19,21899
2019-09-20,21899
2019-09-21,21687
2019-09-22,21687
2019-09-23,21687
2019-09-24,21471
2019-09-25,21471
2019-09-26,21471
2019-09-27,21996
2019-09-28,21996
2019-09-29,21996
2019-09-30,21996
2019-10-01,22716
2019-10-02,22716
2019-10-03,22716
2019-10-04,22716
2019-10-05,22037
2019-10-06,22037
2019-10-07,22037
2019-10-08,21555
2019-10-09,21555
2019-10-10,21555
2019-10-11,21555
2019-10-12,20571
2019-10-13,20571
2019-10-14,21536
2019-10-15,21536
2019-10-16,21536
2019-10-17,21536
2019-10-18,22475
2019-10-19,22475
2019-10-20,22475
2019-10-21,22475
2019-10-22,22921
2019-10-23,22921
2019-10-24,22921
2019-10-25,22231
2019-10-26,22231
2019-10-27,22231
2019-10-28,21939
2019-10-29,21939
2019-10-30,21939
2019-10-31,21571
2019-11-01,21571
2019-11-02,21571
2019-11-03,21422
2019-11-04,21422
2019-11-05,21422
2019-11-06,21422
2019-11-07,20960
2019-11-08,20960
2019-11-09,20960
2019-11-10,21739
2019-11-11,21739
2019-11-12,21739
2019-11-13,21636
2019-11-14,21636
2019-11-15,21636
2019-11-16,21723
2019-11-17,21723
2019-11-18,21723
2019-11-19,21723
2019-11-20,21406
2019-11-21,21406
2019-11-22,21406
2019-11-23,21406
2019-11-24,21133
2019-11-25,21133
2019-11-26,21133
2019-11-27,21133
2019-11-28,20901
2019-11-29,20901
2019-11-30,20901
2019-12-01,21136
2019-12-02,21136
2019-12-03,21136
2019-12-04,21091
2019-12-05,21091
2019-12-06,21091
2019-12-07,21091
2019-12-08,21570
2019-12-09,21570
2019-12-10,21570
2019-12-11,20876
2019-12-12,20876
2019-12-13,20876
2019-12-14,20876
2019-12-15,20914
2019-12-16,20914
2019-12-17,20914
2019-12-18,20914
2019-12-19,20828
2019-12-20,20828
2019-12-21,20828
2019-12-22,21218
2019-12-23,21218
2019-12-24,21218
2019-12-25,21453
2019-12-26,21453
2019-12-27,21453
2019-12-28,21994
2019-12-29,21994
2019-12-30,21994
2019-12-31,21994
2020-01-01,22226
2020-01-02,22226
2020-01-03,22226
2020-01-04,22453
2020-01-05,22453
2020-01-06,22453
2020-01-07,21986
2020-01-08,21986
2020-01-09,21986
2020-01-10,22847
2020-01-11,22847
2020-01-12,22448
2020-01-13,22448
2020-01-14,22448
2020-01-15,22184
2020-01-16,22184
2020-01-17,22184
2020-01-18,22290
2020-01-19,22290
2020-01-20,22272
2020-01-21,22272
2020-01-22,22272
2020-01-23,22250
2020-01-24,22250
2020-01-25,22250
2020-01-26,22950
2020-01-27,22950
2020-01-28,22950
2020-01-29,23386
2020-01-30,23386
2020-01-31,23386
2020-02-01,23224
2020-02-02,23224
2020-02-03,23224
2020-02-04,22602
2020-02-05,22602
2020-02-06,22602
2020-02-07,22117
2020-02-08,22117
2020-02-09,22117
2020-02-10,21953
2020-02-11,21953
2020-02-12,21953
2020-02-13,21566
2020-02-14,21566
2020-02-15,21694
2020-02-16,21694
2020-02-17,21694
2020-02-18,22327
2020-02-19,22327
2020-02-20,22327
2020-02-21,21917
2020-02-22,21917
2020-02-23,21672
2020-02-24,21672
2020-02-25,21672
2020-02-26,21766
2020-02-27,21766
2020-02-28,21766
2020-02-29,21742
2020-03-01,21742
2020-03-02,21827
2020-03-03,21827
2020-03-04,21827
2020-03-05,21668
2020-03-06,21668
2020-03-07,21668
2020-03-08,21634
2020-03-09,21634
2020-03-10,21618
2020-03-11,21618
2020-03-12,21618
2020-03-13,21629
2020-03-14,21629
2020-03-15,21629
2020-03-16,21307
2020-03-17,21307
2020-03-18,21307
2020-03-19,21218
2020-03-20,21218
2020-03-21,21110
2020-03-22,21110
2020-03-23,21108
2020-03-24,21108
2020-03-25,21011
2020-03-26,21011
2020-03-27,20941
2020-03-28,20941
2020-03-29,20886
2020-03-30,20886
2020-03-31,21122
2020-04-01,21122
2020-04-02,21057
2020-04-03,21057
2020-04-04,20828
2020-04-05,20828
2020-04-06,20444
2020-04-07,20444
2020-04-08,20656
2020-04-09,20656
2020-04-10,21150
2020-04-11,22037
2020-04-12,22037
2020-04-13,21887
2020-04-14,21887
2020-04-15,21738
2020-04-16,21738
2020-04-17,21343
2020-04-18,21471
2020-04-19,20924
2020-04-20,20924
2020-04-21,21037
2020-04-22,21347
2020-04-23,21347
2020-04-24,21619
2020-04-25,21619
2020-04-26,21412
2020-04-27,21412
2020-04-28,21548
2020-04-29,21548
2020-04-30,21636
2020-05-01,21636
2020-05-02,21774
2020-05-03,21774
2020-05-04,21660
2020-05-05,21660
2020-05-06,21702
2020-05-07,21702
2020-05-08,21836
2020-05-09,22133
2020-05-10,22133
2020-05-11,22014
2020-05-12,22014
2020-05-13,22604
