date_obj,Death%20tiara price
2015-03-26,64500
2015-03-27,64500
2015-03-28,64500
2015-03-29,64500
2015-03-30,64500
2015-03-31,64500
2015-04-01,64500
2015-04-02,64500
2015-04-03,64500
2015-04-04,64500
2015-04-05,61863
2015-04-06,61863
2015-04-07,61863
2015-04-08,61863
2015-04-09,61863
2015-04-10,61863
2015-04-11,61863
2015-04-12,61863
2015-04-13,61863
2015-04-14,61863
2015-04-15,61863
2015-04-16,61863
2015-04-17,61863
2015-04-18,61863
2015-04-19,61863
2015-04-20,61863
2015-04-21,61863
2015-04-22,61863
2015-04-23,61863
2015-04-24,61863
2015-04-25,61863
2015-04-26,61863
2015-04-27,61863
2015-04-28,61863
2015-04-29,61863
2015-04-30,61863
2015-05-01,61863
2015-05-02,61863
2015-05-03,61863
2015-05-04,61863
2015-05-05,61863
2015-05-06,61863
2015-05-07,61863
2015-05-08,61863
2015-05-09,61863
2015-05-10,61863
2015-05-11,61863
2015-05-12,61863
2015-05-13,61863
2015-05-14,61863
2015-05-15,61863
2015-05-16,61863
2015-05-17,61863
2015-05-18,61863
2015-05-19,61863
2015-05-20,61863
2015-05-21,61863
2015-05-22,61863
2015-05-23,58959
2015-05-24,58959
2015-05-25,58959
2015-05-26,58959
2015-05-27,58959
2015-05-28,58959
2015-05-29,58959
2015-05-30,58959
2015-05-31,58959
2015-06-01,58959
2015-06-02,58959
2015-06-03,58959
2015-06-04,58959
2015-06-05,58959
2015-06-06,58959
2015-06-07,58959
2015-06-08,58959
2015-06-09,58959
2015-06-10,58959
2015-06-11,58959
2015-06-12,58959
2015-06-13,58959
2015-06-14,58959
2015-06-15,58959
2015-06-16,58959
2015-06-17,58959
2015-06-18,58959
2015-06-19,58959
2015-06-20,58959
2015-06-21,58959
2015-06-22,58959
2015-06-23,58959
2015-06-24,56018
2015-06-25,56018
2015-06-26,56018
2015-06-27,56018
2015-06-28,56018
2015-06-29,56018
2015-06-30,56018
2015-07-01,56018
2015-07-02,56018
2015-07-03,56018
2015-07-04,56018
2015-07-05,56018
2015-07-06,56018
2015-07-07,56018
2015-07-08,56018
2015-07-09,56018
2015-07-10,56018
2015-07-11,56018
2015-07-12,56018
2015-07-13,56018
2015-07-14,56018
2015-07-15,56018
2015-07-16,56018
2015-07-17,56018
2015-07-18,56018
2015-07-19,56018
2015-07-20,56018
2015-07-21,56018
2015-07-22,56018
2015-07-23,56018
2015-07-24,56018
2015-07-25,56018
2015-07-26,56018
2015-07-27,56018
2015-07-28,56018
2015-07-29,56018
2015-07-30,56018
2015-07-31,56018
2015-08-01,56018
2015-08-02,53321
2015-08-03,53321
2015-08-04,53321
2015-08-05,53321
2015-08-06,53321
2015-08-07,53321
2015-08-08,53321
2015-08-09,53321
2015-08-10,53321
2015-08-11,53321
2015-08-12,53321
2015-08-13,53321
2015-08-14,53321
2015-08-15,53321
2015-08-16,53321
2015-08-17,53321
2015-08-18,53321
2015-08-19,53321
2015-08-20,53321
2015-08-21,53321
2015-08-22,53321
2015-08-23,53321
2015-08-24,53321
2015-08-25,53321
2015-08-26,53321
2015-08-27,53321
2015-08-28,53321
2015-08-29,50685
2015-08-30,50685
2015-08-31,50685
2015-09-01,50685
2015-09-02,50685
2015-09-03,50685
2015-09-04,50685
2015-09-05,50685
2015-09-06,50685
2015-09-07,50685
2015-09-08,50685
2015-09-09,50685
2015-09-10,50685
2015-09-11,50685
2015-09-12,50685
2015-09-13,50685
2015-09-14,50685
2015-09-15,50685
2015-09-16,50685
2015-09-17,50685
2015-09-18,50685
2015-09-19,50685
2015-09-20,50685
2015-09-21,50685
2015-09-22,50685
2015-09-23,50685
2015-09-24,50685
2015-09-25,50685
2015-09-27,50685
2015-09-28,50685
2015-09-29,50685
2015-09-30,50685
2015-10-05,48177
2015-10-06,48177
2015-10-07,48177
2015-10-08,48177
2015-10-09,48177
2015-10-10,48177
2015-10-11,48177
2015-10-12,48177
2015-10-13,48177
2015-10-14,48177
2015-10-15,48177
2015-10-16,48177
2015-10-17,48177
2015-10-18,48177
2015-10-19,48177
2015-10-20,48177
2015-10-22,48177
2015-10-23,48177
2015-10-24,48177
2015-10-25,48177
2015-10-26,48177
2015-10-27,48177
2015-10-29,48177
2015-10-30,48177
2015-10-31,48177
2015-11-01,48177
2015-11-02,48177
2015-11-03,48177
2015-11-04,48177
2015-11-05,48177
2015-11-06,48177
2015-11-07,45814
2015-11-08,45814
2015-11-09,45814
2015-11-10,45814
2015-11-11,45814
2015-11-12,45814
2015-11-13,45814
2015-11-14,45814
2015-11-15,45814
2015-11-16,45814
2015-11-17,45814
2015-11-18,45814
2015-11-19,45814
2015-11-20,45814
2015-11-21,45814
2015-11-22,45814
2015-11-23,45814
2015-11-24,45814
2015-11-25,45814
2015-11-26,45814
2015-11-27,45814
2015-11-28,45814
2015-11-29,45814
2015-11-30,45814
2015-12-01,45814
2015-12-02,45814
2015-12-03,45814
2015-12-04,45814
2015-12-05,45814
2015-12-06,45814
2015-12-07,45814
2015-12-08,45814
2015-12-09,45814
2015-12-10,45814
2015-12-11,45814
2015-12-12,45814
2015-12-13,45814
2015-12-14,45814
2015-12-15,45814
2015-12-16,45814
2015-12-17,43558
2015-12-18,43558
2015-12-19,43558
2015-12-20,43558
2015-12-21,43558
2015-12-22,43558
2015-12-23,43558
2015-12-24,43558
2015-12-25,43558
2015-12-26,43558
2015-12-27,43558
2015-12-28,43558
2015-12-29,43558
2015-12-30,43558
2015-12-31,43558
2016-01-01,43558
2016-01-02,43558
2016-01-03,43558
2016-01-04,43558
2016-01-05,43558
2016-01-06,43558
2016-01-07,41390
2016-01-08,41390
2016-01-09,41390
2016-01-10,41390
2016-01-11,41390
2016-01-12,41390
2016-01-13,41390
2016-01-14,41390
2016-01-15,41390
2016-01-16,41390
2016-01-17,41390
2016-01-18,41390
2016-01-19,41390
2016-01-20,41390
2016-01-21,41390
2016-01-22,41390
2016-01-23,41390
2016-01-24,41390
2016-01-25,41390
2016-01-26,41390
2016-01-27,41390
2016-01-28,41390
2016-01-29,41390
2016-01-30,41390
2016-01-31,41390
2016-02-01,41390
2016-02-02,39349
2016-02-03,39349
2016-02-04,39349
2016-02-05,39349
2016-02-06,39349
2016-02-07,39349
2016-02-08,39349
2016-02-09,39349
2016-02-10,39349
2016-02-11,39349
2016-02-12,39349
2016-02-13,39349
2016-02-14,39349
2016-02-15,39349
2016-02-16,39349
2016-02-17,39349
2016-02-18,39349
2016-02-19,39349
2016-02-20,39349
2016-02-21,39349
2016-02-22,39349
2016-02-23,39349
2016-02-24,39349
2016-02-25,37423
2016-02-26,37423
2016-02-27,37423
2016-02-28,37423
2016-03-01,37423
2016-03-02,37423
2016-03-03,37423
2016-03-04,37423
2016-03-05,37423
2016-03-06,37423
2016-03-07,37423
2016-03-08,37423
2016-03-09,37423
2016-03-10,37423
2016-03-11,37423
2016-03-12,35627
2016-03-13,35627
2016-03-14,35627
2016-03-15,35627
2016-03-16,35627
2016-03-17,35627
2016-03-18,35627
2016-03-19,35627
2016-03-20,35627
2016-03-21,35627
2016-03-22,35627
2016-03-23,35627
2016-03-24,35627
2016-03-25,35627
2016-03-26,35627
2016-03-27,35627
2016-03-28,35627
2016-03-29,33868
2016-03-30,33868
2016-03-31,33868
2016-04-01,33868
2016-04-02,33868
2016-04-03,33868
2016-04-04,33868
2016-04-05,33868
2016-04-06,33868
2016-04-07,33868
2016-04-08,33868
2016-04-09,33868
2016-04-10,33868
2016-04-11,33868
2016-04-12,33868
2016-04-13,33868
2016-04-14,33868
2016-04-15,33868
2016-04-16,33868
2016-04-17,33868
2016-04-18,32174
2016-04-19,32174
2016-04-20,32174
2016-04-21,32174
2016-04-22,32174
2016-04-23,32174
2016-04-24,32174
2016-04-25,32174
2016-04-26,32174
2016-04-27,32174
2016-04-28,32174
2016-04-29,32174
2016-04-30,32174
2016-05-01,32174
2016-05-02,32174
2016-05-03,32174
2016-05-04,32174
2016-05-05,30615
2016-05-06,30615
2016-05-07,30615
2016-05-08,30615
2016-05-09,30615
2016-05-10,30615
2016-05-11,30615
2016-05-12,30615
2016-05-13,30615
2016-05-14,30615
2016-05-15,30615
2016-05-16,30615
2016-05-17,30615
2016-05-18,30615
2016-05-19,30615
2016-05-22,30615
2016-05-23,30615
2016-05-24,29145
2016-05-25,29145
2016-05-26,29145
2016-05-27,29145
2016-05-28,29145
2016-05-29,29145
2016-05-30,29145
2016-05-31,29145
2016-06-01,29145
2016-06-02,29145
2016-06-03,29145
2016-06-04,29145
2016-06-05,29145
2016-06-06,29145
2016-06-07,29145
2016-06-08,29145
2016-06-09,27732
2016-06-10,27732
2016-06-11,27732
2016-06-12,27732
2016-06-13,27732
2016-06-14,27732
2016-06-15,27732
2016-06-16,27732
2016-06-17,27732
2016-06-18,27732
2016-06-19,27732
2016-06-20,27732
2016-06-21,26372
2016-06-22,26372
2016-06-23,26372
2016-06-24,26372
2016-06-25,26372
2016-06-26,26372
2016-06-27,26372
2016-06-28,26372
2016-06-29,26372
2016-06-30,26372
2016-07-01,26372
2016-07-02,26372
2016-07-03,26372
2016-07-04,26372
2016-07-05,26372
2016-07-06,25053
2016-07-07,25053
2016-07-08,25053
2016-07-09,25053
2016-07-10,23800
2016-07-11,23800
2016-07-12,23800
2016-07-13,23800
2016-07-14,23800
2016-07-15,22610
2016-07-16,22610
2016-07-17,22610
2016-07-18,22610
2016-07-23,21484
2016-07-24,21484
2016-07-25,21484
2016-07-26,21484
2016-07-27,21484
2016-07-28,20454
2016-07-29,20454
2016-07-30,20454
2016-07-31,20454
2016-08-01,20454
2016-08-02,20454
2016-08-03,19431
2016-08-04,19431
2016-08-05,19431
2016-08-06,19431
2016-08-07,19431
2016-08-08,19431
2016-08-09,18459
2016-08-10,18459
2016-08-11,18459
2016-08-12,18459
2016-08-13,18459
2016-08-14,18459
2016-08-15,18459
2016-08-16,18459
2016-08-17,18459
2016-08-18,17536
2016-08-19,17536
2016-08-20,17536
2016-08-21,17536
2016-08-22,17536
2016-08-23,17536
2016-08-24,17536
2016-08-25,17536
2016-08-26,17536
2016-08-28,16659
2016-08-31,16659
2016-09-01,16659
2016-09-02,16659
2016-09-03,16659
2016-09-04,16659
2016-09-05,16274
2016-09-06,16274
2016-09-07,16274
2016-09-08,16274
2016-09-09,16274
2016-09-10,16274
2016-09-11,16274
2016-09-12,16274
2016-09-13,16274
2016-09-14,16274
2016-09-15,16274
2016-09-16,16473
2016-09-17,16473
2016-09-18,16473
2016-09-19,16473
2016-09-20,16473
2016-09-21,16473
2016-09-22,16473
2016-09-23,16473
2016-09-24,16473
2016-09-25,16473
2016-09-26,16473
2016-09-27,16262
2016-09-28,16262
2016-09-29,16262
2016-09-30,16262
2016-10-01,16262
2016-10-02,16262
2016-10-03,16262
2016-10-04,16262
2016-10-05,16262
2016-10-06,16262
2016-10-07,16262
2016-10-08,16262
2016-10-09,15448
2016-10-10,15448
2016-10-11,15448
2016-10-12,15448
2016-10-13,15448
2016-10-14,15448
2016-10-15,15448
2016-10-16,15448
2016-10-17,15448
2016-10-18,15448
2016-10-19,14678
2016-10-20,14678
2016-10-21,14678
2016-10-22,14678
2016-10-23,14678
2016-10-24,14678
2016-10-25,14678
2016-10-26,14678
2016-10-27,14678
2016-10-28,14678
2016-10-29,13944
2016-10-30,13944
2016-10-31,13944
2016-11-01,13944
2016-11-02,13944
2016-11-03,13944
2016-11-04,13944
2016-11-05,13944
2016-11-06,13944
2016-11-07,13944
2016-11-08,13252
2016-11-09,13252
2016-11-10,13252
2016-11-11,13252
2016-11-12,13252
2016-11-13,13252
2016-11-14,13252
2016-11-15,13252
2016-12-07,11936
2016-12-08,11936
2016-12-09,11936
2016-12-10,11936
2016-12-11,11936
2016-12-12,11936
2016-12-13,11936
2016-12-14,11499
2016-12-15,11499
2016-12-16,11499
2016-12-17,11499
2016-12-18,11499
2016-12-19,11499
2016-12-20,11499
2016-12-21,11499
2016-12-22,10924
2016-12-23,10924
2016-12-24,10924
2016-12-25,10924
2016-12-26,10924
2016-12-27,10924
2016-12-28,10924
2016-12-29,10441
2016-12-30,10441
2016-12-31,10441
2017-01-01,10441
2017-01-02,10441
2017-01-03,10441
2017-01-04,10441
2017-01-05,10691
2017-01-06,10691
2017-01-07,10691
2017-01-08,10691
2017-01-09,10691
2017-01-10,10691
2017-01-11,10691
2017-01-12,10958
2017-01-13,10958
2017-01-14,10958
2017-01-15,10958
2017-01-16,10958
2017-01-17,10958
2017-01-18,10958
2017-01-19,11070
2017-01-20,11070
2017-01-21,11070
2017-01-22,11070
2017-01-23,11070
2017-01-27,10589
2017-01-28,10589
2017-01-29,10589
2017-01-30,10589
2017-01-31,10589
2017-02-01,10589
2017-02-02,10589
2017-02-03,10222
2017-02-04,10222
2017-02-05,10222
2017-02-06,10222
2017-02-07,10222
2017-02-08,10222
2017-02-09,10222
2017-02-10,9721
2017-02-11,9721
2017-02-12,9721
2017-02-13,9721
2017-02-14,9721
2017-02-15,9721
2017-02-16,9721
2017-02-18,9251
2017-02-19,9251
2017-02-20,9251
2017-02-21,9251
2017-02-22,9251
2017-02-23,9251
2017-02-24,9251
2017-02-25,8792
2017-02-26,8792
2017-02-27,8792
2017-02-28,8792
2017-03-01,8792
2017-03-02,8792
2017-03-03,8792
2017-03-04,8352
2017-03-05,8352
2017-03-06,8352
2017-03-07,8352
2017-03-08,8352
2017-03-09,8352
2017-03-10,8352
2017-03-11,7934
2017-03-12,7934
2017-03-13,7934
2017-03-14,7934
2017-03-15,7934
2017-03-16,7934
2017-03-17,7538
2017-03-18,7538
2017-03-19,7538
2017-03-20,7538
2017-03-21,7538
2017-03-22,7538
2017-03-23,7171
2017-03-24,7171
2017-03-25,7171
2017-03-26,7171
2017-03-27,7171
2017-03-28,7171
2017-03-29,7171
2017-03-30,6812
2017-03-31,6812
2017-04-01,6812
2017-04-02,6812
2017-04-03,6812
2017-04-04,6812
2017-04-12,6149
2017-04-13,6149
2017-04-14,6149
2017-04-15,6149
2017-04-16,6149
2017-04-17,6149
2017-04-18,5841
2017-04-19,5841
2017-04-20,5841
2017-04-21,5841
2017-04-22,5841
2017-04-23,5841
2017-04-24,5841
2017-04-25,5548
2017-04-26,5548
2017-04-27,5548
2017-04-28,5548
2017-04-29,5548
2017-04-30,5548
2017-05-01,5273
2017-05-02,5273
2017-05-03,5273
2017-05-04,5273
2017-05-05,5273
2017-05-06,5014
2017-05-07,5014
2017-05-08,5014
2017-05-09,5014
2017-05-10,5014
2017-05-11,5014
2017-05-12,4763
2017-05-13,4763
2017-05-14,4763
2017-05-15,4763
2017-05-16,4763
2017-05-17,4763
2017-05-18,4524
2017-05-19,4524
2017-05-20,4524
2017-05-21,4524
2017-05-22,4524
2017-05-23,4524
2017-05-24,4297
2017-05-25,4297
2017-05-26,4297
2017-05-27,4297
2017-05-28,4297
2017-05-29,4297
2017-05-30,4087
2017-05-31,4087
2017-06-01,4087
2017-06-02,4087
2017-06-03,4087
2017-06-04,4087
2017-06-05,4087
2017-06-06,3885
2017-06-07,3885
2017-06-08,3885
2017-06-09,3885
2017-06-10,3885
2017-06-11,3885
2017-06-12,3885
2017-06-13,3700
2017-06-14,3700
2017-06-15,3700
2017-06-16,3700
2017-06-17,3700
2017-06-18,3700
2017-06-19,3700
2017-06-20,3516
2017-06-21,3516
2017-06-22,3516
2017-06-23,3516
2017-06-24,3516
2017-06-25,3516
2017-06-26,3516
2017-06-27,3340
2017-06-28,3340
2017-06-29,3340
2017-06-30,3340
2017-07-01,3340
2017-07-02,3340
2017-07-03,3340
2017-07-04,3173
2017-07-05,3173
2017-07-06,3173
2017-07-07,3173
2017-07-08,3173
2017-07-13,3015
2017-07-14,3015
2017-07-15,3015
2017-07-16,3015
2017-07-17,2894
2017-07-18,2894
2017-07-19,2894
2017-07-20,2894
2017-07-21,2894
2017-07-22,2894
2017-07-23,2877
2017-07-24,2877
2017-07-25,2877
2017-07-26,2877
2017-07-27,2877
2017-07-28,2795
2017-07-29,2795
2017-07-30,2795
2017-07-31,2795
2017-08-01,2795
2017-08-02,2688
2017-08-03,2688
2017-08-04,2688
2017-08-05,2688
2017-08-06,2688
2017-08-09,2634
2017-08-10,2634
2017-08-11,2634
2017-08-12,2634
2017-08-13,2634
2017-08-14,2634
2017-08-15,2655
2017-08-16,2655
2017-08-17,2655
2017-08-18,2655
2017-08-19,2655
2017-08-20,2655
2017-08-21,2655
2017-08-22,2690
2017-08-23,2690
2017-08-24,2690
2017-08-25,2690
2017-08-26,2690
2017-08-27,2690
2017-08-28,2690
2017-08-29,2621
2017-08-30,2621
2017-08-31,2621
2017-09-01,2621
2017-09-03,2621
2017-09-04,2621
2017-09-05,2500
2017-09-06,2500
2017-09-07,2500
2017-09-08,2500
2017-09-09,2500
2017-09-10,2500
2017-09-11,2407
2017-09-12,2407
2017-09-13,2407
2017-09-14,2407
2017-09-15,2407
2017-09-16,2407
2017-09-17,2407
2017-09-18,2412
2017-09-19,2412
2017-09-20,2412
2017-09-21,2412
2017-09-22,2412
2017-09-23,2412
2017-09-24,2412
2017-09-25,2503
2017-09-26,2503
2017-09-27,2503
2017-09-28,2503
2017-09-29,2503
2017-09-30,2503
2017-10-01,2503
2017-10-02,2591
2017-10-03,2591
2017-10-04,2591
2017-10-05,2591
2017-10-06,2591
2017-10-07,2591
2017-10-08,2591
2017-10-09,2591
2017-10-10,2655
2017-10-11,2655
2017-10-12,2655
2017-10-13,2655
2017-10-14,2655
2017-10-15,2655
2017-10-16,2655
2017-10-17,2655
2017-10-18,2683
2017-10-19,2683
2017-10-20,2683
2017-10-21,2683
2017-10-22,2683
2017-10-23,2683
2017-10-24,2683
2017-10-25,2645
2017-10-26,2645
2017-10-27,2645
2017-10-28,2645
2017-10-29,2645
2017-10-30,2645
2017-10-31,2645
2017-11-01,2675
2017-11-02,2675
2017-11-03,2675
2017-11-04,2675
2017-11-05,2675
2017-11-06,2675
2017-11-07,2675
2017-11-08,2627
2017-11-09,2627
2017-11-10,2627
2017-11-11,2627
2017-11-12,2627
2017-11-13,2627
2017-11-14,2627
2017-11-15,2627
2017-11-16,2649
2017-11-17,2649
2017-11-18,2649
2017-11-19,2649
2017-11-20,2649
2017-11-21,2649
2017-11-22,2649
2017-11-23,2649
2017-11-24,2676
2017-11-25,2676
2017-11-26,2676
2017-11-27,2676
2017-11-28,2676
2017-11-29,2676
2017-11-30,2676
2017-12-01,2676
2017-12-02,2722
2017-12-03,2722
2017-12-04,2722
2017-12-05,2722
2017-12-06,2722
2017-12-07,2722
2017-12-08,2722
2017-12-09,2826
2017-12-10,2826
2017-12-11,2826
2017-12-12,2826
2017-12-13,2826
2017-12-14,2826
2017-12-15,2824
2017-12-16,2824
2017-12-17,2824
2017-12-18,2824
2017-12-19,2824
2017-12-20,2824
2017-12-21,2824
2017-12-22,2856
2017-12-23,2856
2017-12-24,2856
2017-12-25,2856
2017-12-26,2856
