date_obj,Half%20full%20wine%20jug price
2015-12-29,23396
2015-12-30,23396
2015-12-31,23396
2016-01-01,23396
2016-01-02,23396
2016-01-03,23396
2016-01-04,23396
2016-01-05,23396
2016-01-06,23396
2016-01-07,22765
2016-01-08,22765
2016-01-09,22765
2016-01-10,22765
2016-01-11,22765
2016-01-12,22765
2016-01-13,22765
2016-01-14,22765
2016-01-15,23285
2016-01-16,23285
2016-01-17,23285
2016-01-18,24316
2016-01-19,24316
2016-01-20,24316
2016-01-21,24316
2016-01-22,25394
2016-01-23,25394
2016-01-24,25394
2016-01-25,25394
2016-01-26,25394
2016-01-27,26525
2016-01-28,26525
2016-01-29,26525
2016-01-30,26525
2016-01-31,26525
2016-02-01,27719
2016-02-02,27719
2016-02-03,27719
2016-02-04,27719
2016-02-05,27719
2016-02-06,28993
2016-02-07,28993
2016-02-08,28993
2016-02-09,28993
2016-02-10,28993
2016-02-11,28993
2016-02-12,28993
2016-02-13,30338
2016-02-14,30338
2016-02-15,30338
2016-02-16,30338
2016-02-17,30338
2016-02-18,30338
2016-02-19,31731
2016-02-20,31731
2016-02-21,31731
2016-02-22,31731
2016-02-23,31731
2016-02-24,33058
2016-02-25,33058
2016-02-26,33058
2016-02-27,33058
2016-02-28,33058
2016-02-29,34630
2016-03-01,34630
2016-03-02,34630
2016-03-03,34630
2016-03-04,34630
2016-03-05,34630
2016-03-06,36171
2016-03-07,36171
2016-03-08,36171
2016-03-09,36171
2016-03-10,36171
2016-03-11,36171
2016-03-12,36171
2016-03-13,36171
2016-03-14,37379
2016-03-15,37379
2016-03-16,37379
2016-03-17,37379
2016-03-18,37379
2016-03-19,37379
2016-03-20,37875
2016-03-21,37875
2016-03-22,37875
2016-03-23,37875
2016-03-24,37875
2016-03-25,37875
2016-03-26,37875
2016-03-27,38570
2016-03-28,38570
2016-03-29,38570
2016-03-30,38570
2016-03-31,38570
2016-04-01,38570
2016-04-02,38570
2016-04-03,38570
2016-04-04,38336
2016-04-05,38336
2016-04-06,38336
2016-04-07,38336
2016-04-08,38336
2016-04-09,38336
2016-04-10,38336
2016-04-11,38336
2016-04-12,38336
2016-04-13,36618
2016-04-14,36618
2016-04-15,36618
2016-04-16,36618
2016-04-17,36618
2016-04-18,36618
2016-04-19,36618
2016-04-20,36618
2016-04-21,34847
2016-04-22,34847
2016-04-23,34847
2016-04-24,34847
2016-04-25,34847
2016-04-26,34847
2016-04-27,34847
2016-04-28,34847
2016-04-29,33328
2016-04-30,33328
2016-05-01,33328
2016-05-02,33328
2016-05-03,33328
2016-05-04,33328
2016-05-05,33328
2016-05-06,31822
2016-05-07,31822
2016-05-08,31822
2016-05-09,31822
2016-05-10,31822
2016-05-11,31822
2016-05-12,31822
2016-05-13,30326
2016-05-14,30326
2016-05-15,30326
2016-05-16,30326
2016-05-17,30326
2016-05-18,30326
2016-05-19,28927
2016-05-22,28927
2016-05-23,28927
2016-05-24,28927
2016-05-25,28927
2016-05-26,27480
2016-05-27,27480
2016-05-28,27480
2016-05-29,27480
2016-05-30,27480
2016-05-31,27480
2016-06-01,26106
2016-06-02,26106
2016-06-03,26106
2016-06-04,26106
2016-06-05,26106
2016-06-06,26106
2016-06-07,26106
2016-06-08,24915
2016-06-09,24915
2016-06-10,24915
2016-06-11,24915
2016-06-12,24915
2016-06-13,24915
2016-06-14,24180
2016-06-15,24180
2016-06-16,23328
2016-06-17,22169
2016-06-18,22169
2016-06-19,21092
2016-06-20,21092
2016-06-21,20037
2016-06-22,20037
2016-06-23,19070
2016-06-24,19070
2016-06-25,18220
2016-06-26,18220
2016-06-27,18220
2016-06-28,17345
2016-06-29,17345
2016-06-30,16525
2016-07-01,16525
2016-07-02,16525
2016-07-03,15758
2016-07-04,15758
2016-07-05,15758
2016-07-06,15046
2016-07-07,15046
2016-07-08,15046
2016-07-09,15046
2016-07-10,14293
2016-07-11,14293
2016-07-12,14293
2016-07-13,14293
2016-07-14,14293
2016-07-15,14293
2016-07-16,13664
2016-07-17,13664
2016-07-18,13664
2016-07-23,13664
2016-07-24,13321
2016-07-25,13321
2016-07-26,13321
2016-07-27,13321
2016-07-28,13321
2016-07-29,13321
2016-07-30,13321
2016-07-31,13321
2016-08-01,13321
2016-08-02,13214
2016-08-03,13214
2016-08-04,13214
2016-08-05,13214
2016-08-06,13214
2016-08-07,13214
2016-08-08,13214
2016-08-09,13214
2016-08-10,13214
2016-08-11,13214
2016-08-12,12992
2016-08-13,12992
2016-08-14,12992
2016-08-15,12992
2016-08-16,12992
2016-08-17,12992
2016-08-18,12992
2016-08-19,12992
2016-08-20,12992
2016-08-21,12992
2016-08-22,12437
2016-08-23,12437
2016-08-24,12437
2016-08-25,12437
2016-08-26,12437
2016-08-28,12437
2016-08-31,12437
2016-09-01,12052
2016-09-02,12052
2016-09-03,12052
2016-09-04,12052
2016-09-05,12052
2016-09-06,12052
2016-09-07,12052
2016-09-08,12052
2016-09-09,12052
2016-09-10,12052
2016-09-11,12052
2016-09-12,12052
2016-09-13,12052
2016-09-14,12052
2016-09-15,11904
2016-09-16,11904
2016-09-17,11904
2016-09-18,11904
2016-09-19,11904
2016-09-20,11904
2016-09-21,11904
2016-09-22,11904
2016-09-23,11904
2016-09-24,11904
2016-09-25,11904
2016-09-26,11904
2016-09-27,11904
2016-09-28,11537
2016-09-29,11537
2016-09-30,11537
2016-10-01,11537
2016-10-02,11537
2016-10-03,11537
2016-10-04,11537
2016-10-05,11537
2016-10-06,11537
2016-10-07,11537
2016-10-08,11537
2016-10-09,11537
2016-10-10,11537
2016-10-11,11472
2016-10-12,11472
2016-10-13,11472
2016-10-14,11472
2016-10-15,11472
2016-10-16,11472
2016-10-17,11472
2016-10-18,11472
2016-10-19,11472
2016-10-20,11472
2016-10-21,11472
2016-10-22,11472
2016-10-23,11417
2016-10-24,11417
2016-10-25,11417
2016-10-26,11417
2016-10-27,11417
2016-10-28,11417
2016-10-29,11417
2016-10-30,11417
2016-10-31,11417
2016-11-01,11417
2016-11-02,11417
2016-11-03,11417
2016-11-04,10948
2016-11-05,10948
2016-11-06,10948
2016-11-07,10948
2016-11-08,10948
2016-11-09,10948
2016-11-10,10948
2016-11-11,10948
2016-11-12,10948
2016-11-13,10948
2016-11-14,10948
2016-11-15,10948
2016-12-07,10565
2016-12-08,10565
2016-12-09,10948
2016-12-10,10948
2016-12-11,10948
2016-12-12,10948
2016-12-13,10948
2016-12-14,10948
2016-12-15,10948
2016-12-16,10948
2016-12-17,10948
2016-12-18,10948
2016-12-19,10948
2016-12-20,10810
2016-12-21,10810
2016-12-22,10810
2016-12-23,10810
2016-12-24,10810
2016-12-25,10810
2016-12-26,10810
2016-12-27,10810
2016-12-28,10810
2016-12-29,10810
2016-12-30,10966
2016-12-31,10966
2017-01-01,10966
2017-01-02,10966
2017-01-03,10966
2017-01-04,10966
2017-01-05,10966
2017-01-06,10966
2017-01-07,10966
2017-01-08,10966
2017-01-09,11069
2017-01-10,11069
2017-01-11,11069
2017-01-12,11069
2017-01-13,11069
2017-01-14,11069
2017-01-15,11069
2017-01-16,11069
2017-01-17,11069
2017-01-18,10532
2017-01-19,10532
2017-01-20,10532
2017-01-21,10532
2017-01-22,10532
2017-01-23,10532
2017-01-27,10532
2017-01-28,10210
2017-01-29,10210
2017-01-30,10210
2017-01-31,10210
2017-02-01,10210
2017-02-02,10210
2017-02-03,10210
2017-02-04,10210
2017-02-05,10210
2017-02-06,10210
2017-02-07,10210
2017-02-08,10210
2017-02-09,10210
2017-02-10,9869
2017-02-11,9869
2017-02-12,9869
2017-02-13,9869
2017-02-14,9869
2017-02-15,9869
2017-02-16,9869
2017-02-18,9869
2017-02-19,9869
2017-02-20,9869
2017-02-21,9869
2017-02-22,9869
2017-02-23,10125
2017-02-24,10125
2017-02-25,10125
2017-02-26,10125
2017-02-27,10125
2017-02-28,10125
2017-03-01,10125
2017-03-02,10125
2017-03-03,10125
2017-03-04,10125
2017-03-05,10125
2017-03-06,10125
2017-03-07,10094
2017-03-08,10094
2017-03-09,10094
2017-03-10,10094
2017-03-11,10094
2017-03-12,10094
2017-03-13,10094
2017-03-14,10094
2017-03-15,10094
2017-03-16,10094
2017-03-17,10094
2017-03-18,10094
2017-03-19,10094
2017-03-20,9678
2017-03-21,9678
2017-03-22,9678
2017-03-23,9678
2017-03-24,9678
2017-03-25,9678
2017-03-26,9678
2017-03-27,9678
2017-03-28,9678
2017-03-29,9678
2017-03-30,9678
2017-03-31,9678
2017-04-01,9678
2017-04-02,9678
2017-04-03,9412
2017-04-04,9412
2017-04-12,9412
2017-04-13,9412
2017-04-14,9412
2017-04-15,9412
2017-04-16,9777
2017-04-17,9777
2017-04-18,9777
2017-04-19,9777
2017-04-20,9777
2017-04-21,9777
2017-04-22,9777
2017-04-23,9777
2017-04-24,9777
2017-04-25,9777
2017-04-26,9777
2017-04-27,9777
2017-04-28,10133
2017-04-29,10133
2017-04-30,10133
2017-05-01,10133
2017-05-02,10133
2017-05-03,10133
2017-05-04,10133
2017-05-05,10133
2017-05-06,10133
2017-05-07,10133
2017-05-08,10133
2017-05-09,10133
2017-05-10,10133
2017-05-11,10133
2017-05-12,10133
2017-05-13,10465
2017-05-14,10465
2017-05-15,10465
2017-05-16,10465
2017-05-17,10465
2017-05-18,10465
2017-05-19,10465
2017-05-20,10465
2017-05-21,10465
2017-05-22,10465
2017-05-23,10465
2017-05-24,10465
2017-05-25,10465
2017-05-26,10465
2017-05-27,10465
2017-05-28,10465
2017-05-29,10465
2017-05-30,10867
2017-05-31,10867
2017-06-01,10867
2017-06-02,10867
2017-06-03,10867
2017-06-04,10867
2017-06-06,10867
2017-06-07,10867
2017-06-08,10867
2017-06-09,10867
2017-06-10,10867
2017-06-11,10867
2017-06-12,10614
2017-06-13,10614
2017-06-14,10614
2017-06-15,10614
2017-06-16,10614
2017-06-17,10614
2017-06-18,10614
2017-06-19,10614
2017-06-20,10614
2017-06-21,10614
2017-06-22,10614
2017-06-23,10614
2017-06-24,10614
2017-06-25,10614
2017-06-26,10614
2017-06-27,11105
2017-06-28,11105
2017-06-29,11105
2017-06-30,11661
2017-07-01,11661
2017-07-02,12220
2017-07-03,12220
2017-07-04,12433
2017-07-05,12433
2017-07-06,12433
2017-07-07,12254
2017-07-08,12254
2017-07-13,11718
2017-07-14,11181
2017-07-15,11181
2017-07-16,11181
2017-07-17,11181
2017-07-18,11181
2017-07-19,11181
2017-07-20,11181
2017-07-21,10671
2017-07-22,10671
2017-07-23,10671
2017-07-24,10671
2017-07-25,10671
2017-07-26,10671
2017-07-27,10671
2017-07-28,10671
2017-07-29,10671
2017-07-30,10772
2017-07-31,10772
2017-08-01,10772
2017-08-02,10772
2017-08-03,10772
2017-08-04,10772
2017-08-05,10772
2017-08-06,10772
2017-08-09,10772
2017-08-10,11161
2017-08-11,11161
2017-08-12,11161
2017-08-13,11161
2017-08-14,11161
2017-08-15,11161
2017-08-16,11161
2017-08-17,11161
2017-08-18,11161
2017-08-19,11161
2017-08-20,11161
2017-08-21,11545
2017-08-22,11545
2017-08-23,11545
2017-08-24,11545
2017-08-25,11545
2017-08-26,11545
2017-08-27,11545
2017-08-28,11545
2017-08-29,11545
2017-08-30,11545
2017-08-31,11545
2017-09-01,11954
2017-09-02,11954
2017-09-03,11954
2017-09-04,11954
2017-09-05,11954
2017-09-06,11954
2017-09-07,11954
2017-09-08,11954
2017-09-09,11954
2017-09-10,12400
2017-09-11,12400
2017-09-12,12400
2017-09-13,12400
2017-09-14,12400
2017-09-15,12400
2017-09-16,12400
2017-09-17,12400
2017-09-18,12400
2017-09-19,12400
2017-09-20,12400
2017-09-21,12171
2017-09-22,12171
2017-09-23,12171
2017-09-24,12171
2017-09-25,12171
2017-09-26,12171
2017-09-27,12171
2017-09-28,12171
2017-09-29,12171
2017-09-30,12171
2017-10-01,12171
2017-10-02,12171
2017-10-03,12171
2017-10-04,11790
2017-10-05,11790
2017-10-06,11790
2017-10-07,11790
2017-10-08,11790
2017-10-09,11790
2017-10-10,11790
2017-10-11,11790
2017-10-12,11790
2017-10-13,11790
2017-10-14,11790
2017-10-15,11790
2017-10-16,11790
2017-10-17,12279
2017-10-18,12279
2017-10-19,12279
2017-10-20,12279
2017-10-21,12279
2017-10-22,12279
2017-10-23,12279
2017-10-24,12279
2017-10-25,12279
2017-10-26,12279
2017-10-27,12279
2017-10-28,12279
2017-10-29,12279
2017-10-30,12863
2017-10-31,12863
2017-11-01,12863
2017-11-02,12863
2017-11-03,12863
2017-11-04,12863
2017-11-05,12863
2017-11-06,12863
2017-11-07,12863
2017-11-08,12863
2017-11-09,12863
2017-11-10,12863
2017-11-11,12863
2017-11-12,12863
2017-11-13,12863
2017-11-14,12863
2017-11-15,13420
2017-11-16,13420
2017-11-17,13420
2017-11-18,13420
2017-11-19,13420
2017-11-20,13420
2017-11-21,13420
2017-11-22,13420
2017-11-23,13420
2017-11-24,13420
2017-11-25,13420
2017-11-26,13420
2017-11-27,13420
2017-11-28,13420
2017-11-29,13420
2017-11-30,14036
2017-12-01,14036
2017-12-02,14036
2017-12-03,14036
2017-12-04,14036
2017-12-05,14036
2017-12-06,14036
2017-12-07,14036
2017-12-08,14036
2017-12-09,14036
2017-12-10,14036
2017-12-11,14036
2017-12-12,14036
2017-12-13,14712
2017-12-14,14712
2017-12-15,14712
2017-12-16,14712
2017-12-17,14712
2017-12-18,14712
2017-12-19,14712
2017-12-20,14712
2017-12-21,14712
2017-12-22,14712
2017-12-23,14712
2017-12-24,14712
2017-12-25,14712
2017-12-26,15366
2017-12-27,15366
2017-12-28,15366
2017-12-29,15366
2017-12-30,15366
2017-12-31,15366
2018-01-01,15366
2018-01-02,15366
2018-01-03,15366
2018-01-04,15366
2018-01-05,16026
2018-01-06,16026
2018-01-07,16026
2018-01-08,16026
2018-01-09,16026
2018-01-10,16026
2018-01-11,16026
2018-01-12,16026
2018-01-13,16026
2018-01-14,16026
2018-01-15,16026
2018-01-16,16769
2018-01-17,16769
2018-01-18,16769
2018-01-19,16769
2018-01-20,16769
2018-01-21,16769
2018-01-22,16769
2018-01-23,16769
2018-01-25,17572
2018-01-26,17572
2018-01-27,17572
2018-01-28,17572
2018-01-29,17572
2018-01-30,17572
2018-01-31,18428
2018-02-01,18428
2018-02-02,18428
2018-02-03,18428
2018-02-04,18428
2018-02-05,18428
2018-02-06,18428
2018-02-07,19266
2018-02-08,19266
2018-02-09,19266
2018-02-10,19266
2018-02-11,19266
2018-02-12,19266
2018-02-13,19266
2018-02-14,19266
2018-02-15,20197
2018-02-16,20197
2018-02-17,20197
2018-02-18,20197
2018-02-19,20197
2018-02-20,20197
2018-02-21,20197
2018-02-22,20197
2018-02-23,21128
2018-02-24,21128
2018-02-25,21128
2018-02-26,21128
2018-02-27,21128
2018-02-28,21128
2018-03-01,21128
2018-03-02,21128
2018-03-03,22098
2018-03-04,22098
2018-03-05,22098
2018-03-06,22098
2018-03-07,22098
2018-03-08,22098
2018-03-09,22098
2018-03-10,22098
2018-03-11,22098
2018-03-12,23089
2018-03-13,23089
2018-03-14,23089
2018-03-15,23089
2018-03-16,23089
2018-03-17,23089
2018-03-18,23089
2018-03-19,23089
2018-03-20,23089
2018-03-21,23089
2018-03-23,24071
2018-03-24,24071
2018-03-25,24071
2018-03-26,24071
2018-03-27,24071
2018-03-28,24071
2018-03-29,24071
2018-03-30,24071
2018-03-31,25010
2018-04-01,25010
2018-04-02,25010
2018-04-03,25010
2018-04-04,25010
2018-04-05,25010
2018-04-06,25010
2018-04-07,25010
2018-04-08,25010
2018-04-09,26124
2018-04-10,26124
2018-04-11,26124
2018-04-12,26124
2018-04-13,26124
2018-04-14,26124
2018-04-15,26124
2018-04-16,26124
2018-04-17,26124
2018-04-18,26124
2018-04-19,26124
2018-04-20,27254
2018-04-21,27254
2018-04-22,27254
2018-04-23,27254
2018-04-24,27254
2018-04-25,27254
2018-04-26,27254
2018-04-27,27254
2018-04-28,27254
2018-04-29,27254
2018-04-30,28420
2018-05-01,28420
2018-05-03,28420
2018-05-04,28420
2018-05-05,28420
2018-05-06,28420
2018-05-07,28420
2018-05-08,28420
2018-05-09,29687
2018-05-10,29687
2018-05-11,29687
2018-05-12,29687
2018-05-13,29687
2018-05-14,29687
2018-05-15,29687
2018-05-16,30998
2018-05-17,30998
2018-05-18,30998
2018-05-19,30998
2018-05-20,30998
2018-05-21,30998
2018-05-22,30998
2018-05-23,32460
2018-05-24,32460
2018-05-25,32460
2018-05-26,32460
2018-05-27,32460
2018-05-28,32460
2018-05-29,32460
2018-05-30,33946
2018-05-31,33946
2018-06-01,33946
2018-06-02,33946
2018-06-03,33946
2018-06-04,33946
2018-06-05,35509
2018-06-06,35509
2018-06-07,35509
2018-06-08,35509
2018-06-09,35509
2018-06-10,35509
2018-06-11,35509
2018-06-12,35509
2018-06-13,36906
2018-06-14,36906
2018-06-15,36906
2018-06-16,36906
2018-06-17,36906
2018-06-18,36906
2018-06-19,36906
2018-06-20,36906
2018-06-21,36906
2018-06-22,38518
2018-06-23,38518
2018-06-24,38518
2018-06-25,38518
2018-06-26,38518
2018-06-27,38518
2018-06-28,38518
2018-06-29,38518
2018-06-30,38518
2018-07-01,40276
2018-07-02,40276
2018-07-03,40276
2018-07-04,40276
2018-07-05,40276
2018-07-06,40276
2018-07-07,40276
2018-07-08,40276
2018-07-09,40276
2018-07-10,40276
2018-07-11,41754
2018-07-12,41754
2018-07-13,41754
2018-07-14,41754
2018-07-15,41754
2018-07-16,41754
2018-07-17,41754
2018-07-18,3000
2018-07-19,2942
2018-07-20,2850
2018-07-21,2945
2018-07-22,3093
2018-07-23,3248
2018-07-24,3248
2018-07-25,3248
2018-07-26,3323
2018-07-27,3366
2018-07-28,3366
2018-07-29,3366
2018-07-30,3534
2018-07-31,3711
2018-08-01,3711
2018-08-02,3759
2018-08-03,3759
2018-08-04,3936
2018-08-05,3936
2018-08-06,3936
2018-08-07,3936
2018-08-08,4133
2018-08-09,4133
2018-08-10,4113
2018-08-11,4113
2018-08-12,4113
2018-08-14,4310
2018-08-16,4400
2018-08-17,4400
2018-08-18,4400
2018-08-19,4614
2018-08-20,4614
2018-08-21,4614
2018-08-22,4614
2018-08-23,4839
2018-08-24,4839
2018-08-25,4839
2018-08-26,4839
2018-08-27,5067
2018-08-28,5067
2018-08-29,5067
2018-08-30,5067
2018-08-31,5309
2018-09-01,5309
2018-09-02,5309
2018-09-03,5568
2018-09-04,5568
2018-09-05,5837
2018-09-06,5837
2018-09-07,5837
2018-09-08,5837
2018-09-09,6114
2018-09-10,6114
2018-09-11,6114
2018-09-12,6114
2018-09-13,6412
2018-09-14,6412
2018-09-15,6412
2018-09-16,6412
2018-09-17,6412
2018-09-18,6716
2018-09-19,6716
2018-09-20,6716
2018-09-21,6716
2018-09-22,7025
2018-09-23,7025
2018-09-24,7025
2018-09-25,7025
2018-09-26,7358
2018-09-27,7358
2018-09-28,7358
2018-09-29,7358
2018-09-30,7706
2018-10-01,7706
2018-10-02,7706
2018-10-03,8089
2018-10-04,8089
2018-10-05,8089
2018-10-06,8473
2018-10-07,8473
2018-10-08,8473
2018-10-09,8827
2018-10-10,8827
2018-10-11,8827
2018-10-12,8827
2018-10-13,9203
2018-10-14,9203
2018-10-15,9203
2018-10-16,9203
2018-10-17,9605
2018-10-18,9605
2018-10-19,9605
2018-10-20,9605
2018-10-21,9605
2018-10-22,9605
2018-10-23,10055
2018-10-24,10055
2018-10-25,10055
2018-10-26,10055
2018-10-27,10055
2018-10-28,10528
2018-10-29,10528
2018-10-30,10528
2018-10-31,10528
2018-11-01,10985
2018-11-03,10985
2018-11-04,10985
2018-11-05,11516
2018-11-06,11516
2018-11-07,11516
2018-11-08,12066
2018-11-09,12066
2018-11-10,12066
2018-11-11,12626
2018-11-12,12626
2018-11-13,12626
2018-11-14,13197
2018-11-15,13197
2018-11-16,13197
2018-11-17,13702
2018-11-18,13702
2018-11-19,13702
2018-11-20,14329
2018-11-21,14329
2018-11-22,14329
2018-11-23,14938
2018-11-24,14938
2018-11-25,14938
2018-11-26,14938
2018-11-27,15480
2018-11-28,15480
2018-11-29,15480
2018-12-01,16177
2018-12-02,16177
2018-12-03,16177
2018-12-04,16177
2018-12-05,16177
2018-12-07,16875
2018-12-09,16875
2018-12-10,16875
2018-12-11,17564
2018-12-13,17564
2018-12-14,17564
2018-12-15,18386
2018-12-16,18386
2018-12-17,18386
2018-12-18,18386
2018-12-19,18386
2018-12-20,19104
2018-12-21,19104
2018-12-22,19104
2018-12-23,19104
2018-12-24,19104
2018-12-25,19597
2018-12-26,19597
2018-12-27,19597
2018-12-28,19597
2018-12-29,19597
2018-12-30,19597
2018-12-31,20061
2019-01-01,20061
2019-01-02,20061
2019-01-03,20061
2019-01-04,20061
2019-01-05,19936
2019-01-06,19936
2019-01-08,19936
2019-01-10,19936
2019-01-11,19310
2019-01-12,19310
2019-01-13,19310
2019-01-14,19310
2019-01-15,19310
2019-01-16,19310
2019-01-17,18647
2019-01-18,18647
2019-01-19,18647
2019-01-20,18647
2019-01-21,18647
2019-01-22,18647
2019-01-23,17794
2019-01-24,17794
2019-01-25,17794
2019-01-26,17794
2019-01-27,17794
2019-01-28,17794
2019-01-29,17007
2019-01-30,17007
2019-01-31,17007
2019-02-01,17007
2019-02-02,17007
2019-02-03,17007
2019-02-04,17007
2019-02-05,16267
2019-02-06,16267
2019-02-07,16267
2019-02-08,16267
2019-02-09,16267
2019-02-10,16267
2019-02-11,16267
2019-02-12,15519
2019-02-13,15519
2019-02-14,15519
2019-02-15,15519
2019-02-16,15519
2019-02-17,15519
2019-02-18,15519
2019-02-19,15018
2019-02-20,15018
2019-02-21,15018
2019-02-22,15018
2019-02-23,15018
2019-02-24,15018
2019-02-25,15018
2019-02-26,15018
2019-02-27,14780
2019-02-28,14780
2019-03-01,14780
2019-03-02,14780
2019-03-03,14780
2019-03-04,14780
2019-03-05,14780
2019-03-06,14780
2019-03-07,14780
2019-03-08,14317
2019-03-09,14317
2019-03-10,14317
2019-03-11,14317
2019-03-12,14317
2019-03-13,14317
2019-03-14,14317
2019-03-15,14317
2019-03-16,14317
2019-03-17,14229
2019-03-18,14229
2019-03-19,14229
2019-03-20,14229
2019-03-21,14229
2019-03-22,14229
2019-03-23,14229
2019-03-24,14229
2019-03-25,14229
2019-03-26,14446
2019-03-27,14446
