date_obj,Fedora price
2016-08-04,15975
2016-08-05,15975
2016-08-06,15512
2016-08-07,15512
2016-08-08,15512
2016-08-09,15313
2016-08-10,15313
2016-08-11,15313
2016-08-12,15678
2016-08-13,15678
2016-08-14,15678
2016-08-15,15758
2016-08-16,15758
2016-08-17,15758
2016-08-18,15734
2016-08-19,15734
2016-08-20,15462
2016-08-21,15462
2016-08-22,15060
2016-08-23,15060
2016-08-24,14691
2016-08-25,14691
2016-08-26,14691
2016-08-28,14550
2016-08-31,14081
2016-09-01,14081
2016-09-02,13784
2016-09-03,13784
2016-09-04,13365
2016-09-05,13365
2016-09-06,13155
2016-09-07,13155
2016-09-08,13414
2016-09-09,13414
2016-09-10,13477
2016-09-11,13477
2016-09-12,13300
2016-09-13,13300
2016-09-14,12975
2016-09-15,12975
2016-09-16,12368
2016-09-17,12368
2016-09-18,11841
2016-09-19,11841
2016-09-20,11841
2016-09-21,11467
2016-09-22,11467
2016-09-23,10893
2016-09-24,10893
2016-09-25,10348
2016-09-26,10348
2016-09-27,9830
2016-09-28,9830
2016-09-29,9563
2016-09-30,9563
2016-10-01,9361
2016-10-02,9361
2016-10-03,9361
2016-10-04,8924
2016-10-05,8924
2016-10-06,8905
2016-10-07,8905
2016-10-08,8556
2016-10-09,8556
2016-10-10,8556
2016-10-11,8741
2016-10-12,8741
2016-10-13,8930
2016-10-14,8930
2016-10-15,9128
2016-10-16,9128
2016-10-17,9553
2016-10-18,9553
2016-10-19,9936
2016-10-20,9936
2016-10-21,10238
2016-10-22,10238
2016-10-23,10267
2016-10-24,10267
2016-10-25,10461
2016-10-26,10461
2016-10-27,10611
2016-10-28,10611
2016-10-29,10938
2016-10-30,10938
2016-10-31,10938
2016-11-01,10859
2016-11-02,10859
2016-11-03,11184
2016-11-04,11184
2016-11-05,11661
2016-11-06,11661
2016-11-07,11766
2016-11-08,11766
2016-11-09,11964
2016-11-10,11964
2016-11-11,12408
2016-11-12,12408
2016-11-13,12408
2016-11-14,12901
2016-11-15,12901
2016-12-07,13175
2016-12-08,13175
2016-12-09,12993
2016-12-10,12993
2016-12-11,12710
2016-12-12,12710
2016-12-13,12674
2016-12-14,12674
2016-12-15,12674
2016-12-16,12173
2016-12-17,12173
2016-12-18,11759
2016-12-19,11759
2016-12-20,11725
2016-12-21,11725
2016-12-22,11552
2016-12-23,11552
2016-12-24,11565
2016-12-25,11565
2016-12-26,11205
2016-12-27,10714
2016-12-28,10714
2016-12-29,11034
2016-12-30,11034
2016-12-31,11100
2017-01-01,10714
2017-01-02,10328
2017-01-03,10328
2017-01-04,9811
2017-01-05,9345
2017-01-06,9066
2017-01-07,8612
2017-01-08,8322
2017-01-09,8100
2017-01-10,7765
2017-01-11,7796
2017-01-12,7981
2017-01-13,7981
2017-01-14,8065
2017-01-15,8291
2017-01-16,8291
2017-01-17,8553
2017-01-18,8670
2017-01-19,8670
2017-01-20,8787
2017-01-21,8975
2017-01-22,8975
2017-01-23,8879
2017-01-27,8585
2017-01-28,8186
2017-01-29,8077
2017-01-30,8077
2017-01-31,7975
2017-02-01,7762
2017-02-02,7762
2017-02-03,7742
2017-02-04,7714
2017-02-05,7714
2017-02-06,7529
2017-02-07,7529
2017-02-08,7659
2017-02-09,7659
2017-02-10,7895
2017-02-11,8063
2017-02-12,8063
2017-02-13,8409
2017-02-14,8409
2017-02-15,8830
2017-02-16,8830
2017-02-18,8618
2017-02-19,8488
2017-02-20,8488
2017-02-21,8218
2017-02-22,8218
2017-02-23,7860
2017-02-24,7860
2017-02-25,7770
2017-02-26,7770
2017-02-27,7571
2017-02-28,7443
2017-03-01,7080
2017-03-02,6944
2017-03-03,6944
2017-03-04,6893
2017-03-05,6893
2017-03-06,6866
2017-03-07,6866
2017-03-08,6792
2017-03-09,6792
2017-03-10,6620
2017-03-11,6416
2017-03-12,6416
2017-03-13,6329
2017-03-14,6084
2017-03-15,6013
2017-03-16,6013
2017-03-17,6050
2017-03-18,6050
2017-03-19,6038
2017-03-20,6098
2017-03-21,6098
2017-03-22,6206
2017-03-23,6206
2017-03-24,6155
2017-03-25,6155
2017-03-26,6086
2017-03-27,6050
2017-03-28,6050
2017-03-29,6190
2017-03-30,6190
2017-03-31,6194
2017-04-01,6194
2017-04-02,6059
2017-04-03,6144
2017-04-04,6144
2017-04-12,6313
2017-04-13,6277
2017-04-14,6277
2017-04-15,6415
2017-04-16,6604
2017-04-17,6819
2017-04-18,6819
2017-04-19,7093
2017-04-20,7093
2017-04-21,7273
2017-04-22,7273
2017-04-23,7518
2017-04-24,7518
2017-04-25,7432
2017-04-26,7432
2017-04-27,7478
2017-04-28,7468
2017-04-29,7672
2017-04-30,7672
2017-05-01,7993
2017-05-02,7993
2017-05-03,8298
2017-05-04,8371
2017-05-05,8574
2017-05-06,8574
2017-05-07,8885
2017-05-08,8885
2017-05-09,9105
2017-05-10,9105
2017-05-11,9054
2017-05-12,9124
2017-05-13,9124
2017-05-14,8667
2017-05-15,8667
2017-05-16,8747
2017-05-17,8747
2017-05-18,8743
2017-05-19,8743
2017-05-20,8909
2017-05-21,8909
2017-05-22,9048
2017-05-23,9048
2017-05-24,9163
2017-05-25,9163
2017-05-26,9473
2017-05-27,9473
2017-05-28,9831
2017-05-29,9831
2017-05-30,10153
2017-05-31,10153
2017-06-01,9734
2017-06-02,9273
2017-06-03,9273
2017-06-04,9044
2017-06-05,9044
2017-06-06,8892
2017-06-07,8747
2017-06-08,8747
2017-06-09,8309
2017-06-10,8238
2017-06-11,8238
2017-06-12,8128
2017-06-13,8128
2017-06-14,8188
2017-06-15,8188
2017-06-16,8039
2017-06-17,8039
2017-06-18,7979
2017-06-19,7979
2017-06-20,7817
2017-06-21,7817
2017-06-22,7849
2017-06-23,7849
2017-06-24,7953
2017-06-25,7953
2017-06-26,8124
2017-06-27,8429
2017-06-28,8429
2017-06-29,8445
2017-06-30,8445
2017-07-01,8393
2017-07-02,8393
2017-07-03,8312
2017-07-04,8312
2017-07-05,8524
2017-07-06,8524
2017-07-07,8813
2017-07-08,8813
2017-07-13,9330
2017-07-14,9460
2017-07-15,9460
2017-07-16,9503
2017-07-17,9540
2017-07-18,9540
2017-07-19,9442
2017-07-20,9442
2017-07-21,9834
2017-07-22,9834
2017-07-23,9900
2017-07-24,9900
2017-07-25,9966
2017-07-26,9966
2017-07-27,10206
2017-07-28,10206
2017-07-29,10206
2017-07-30,10393
2017-07-31,10393
2017-08-01,10393
2017-08-02,10438
2017-08-03,10438
2017-08-04,10438
2017-08-05,10753
2017-08-06,10753
2017-08-09,11284
2017-08-10,11284
2017-08-11,11488
2017-08-12,11488
2017-08-13,11584
2017-08-14,11584
2017-08-15,11816
2017-08-16,11816
2017-08-17,12103
2017-08-18,12103
2017-08-19,12026
2017-08-20,12026
2017-08-21,11984
2017-08-22,11711
2017-08-23,11711
2017-08-24,11807
2017-08-25,11807
2017-08-26,11950
2017-08-27,11950
2017-08-28,11703
2017-08-29,11703
2017-08-30,11812
2017-08-31,11812
2017-09-01,11502
2017-09-02,11502
2017-09-03,11138
2017-09-04,11138
2017-09-05,11302
2017-09-06,11302
2017-09-07,11439
2017-09-08,11439
2017-09-09,11201
2017-09-10,11201
2017-09-11,11090
2017-09-12,11090
2017-09-13,11108
2017-09-14,11195
2017-09-15,11195
2017-09-16,11195
2017-09-17,10871
2017-09-18,10871
2017-09-19,10362
2017-09-20,10362
2017-09-21,9862
2017-09-22,9402
2017-09-23,9402
2017-09-24,8935
2017-09-25,8935
2017-09-26,8912
2017-09-27,8912
2017-09-28,8756
2017-09-29,8756
2017-09-30,8829
2017-10-01,8829
2017-10-02,8574
2017-10-03,8574
2017-10-04,8574
2017-10-05,8520
2017-10-06,8520
2017-10-07,8588
2017-10-08,8588
2017-10-09,8650
2017-10-10,8650
2017-10-11,8594
2017-10-12,8594
2017-10-13,8488
2017-10-14,8488
2017-10-15,8283
2017-10-16,8283
2017-10-17,7945
2017-10-18,7787
2017-10-19,7787
2017-10-20,7724
2017-10-21,7724
2017-10-22,7394
2017-10-23,7394
2017-10-24,7147
2017-10-25,6800
2017-10-26,6800
2017-10-27,6563
2017-10-28,6563
2017-10-29,6602
2017-10-30,6602
2017-10-31,6542
2017-11-01,6542
2017-11-02,6713
2017-11-03,6713
2017-11-04,6599
2017-11-05,6599
2017-11-06,6601
2017-11-07,6601
2017-11-08,6508
2017-11-09,6504
2017-11-10,6504
2017-11-11,6480
2017-11-12,6480
2017-11-13,6433
2017-11-14,6433
2017-11-15,6463
2017-11-16,6463
2017-11-17,6457
2017-11-18,6457
2017-11-19,6689
2017-11-20,6689
2017-11-21,6693
2017-11-22,6693
2017-11-23,6921
2017-11-24,6921
2017-11-25,6924
2017-11-26,6924
2017-11-27,6785
2017-11-28,6785
2017-11-29,6779
2017-11-30,6779
2017-12-01,6688
2017-12-02,6688
2017-12-03,6670
2017-12-04,6670
2017-12-05,6706
2017-12-06,6706
2017-12-07,6731
2017-12-08,6731
2017-12-09,6731
2017-12-10,6807
2017-12-11,6807
2017-12-12,6630
2017-12-13,6630
2017-12-14,6559
2017-12-15,6559
2017-12-16,6568
2017-12-17,6568
2017-12-18,6498
2017-12-19,6498
2017-12-20,6568
2017-12-21,6568
2017-12-22,6486
2017-12-23,6486
2017-12-24,6674
2017-12-25,6674
2017-12-26,6550
2017-12-27,6550
2017-12-28,6550
2017-12-29,6279
2017-12-30,5985
2017-12-31,5985
2018-01-01,5870
2018-01-02,5870
2018-01-03,5690
2018-01-04,5690
2018-01-05,5475
2018-01-06,5362
2018-01-07,5362
2018-01-08,5343
2018-01-09,5343
2018-01-10,5332
2018-01-11,5332
2018-01-12,5415
2018-01-13,5501
2018-01-14,5501
2018-01-15,5528
2018-01-16,5528
2018-01-17,5512
2018-01-18,5512
2018-01-19,5705
2018-01-20,5705
2018-01-21,5925
2018-01-22,5925
2018-01-23,6039
2018-01-24,6039
2018-01-25,6214
2018-01-26,6214
2018-01-27,6326
2018-01-28,6345
2018-01-29,6345
2018-01-30,6578
2018-01-31,6578
2018-02-01,6645
2018-02-02,6645
2018-02-03,6904
2018-02-04,6904
2018-02-05,6836
2018-02-06,6836
2018-02-07,6793
2018-02-08,6793
2018-02-09,6657
2018-02-10,6657
2018-02-11,6553
2018-02-12,6553
2018-02-13,6544
2018-02-14,6544
2018-02-15,6465
2018-02-16,6465
2018-02-17,6427
2018-02-18,6427
2018-02-19,6320
2018-02-20,6320
2018-02-21,6443
2018-02-22,6443
2018-02-23,6583
2018-02-24,6583
2018-02-25,6687
2018-02-26,6686
2018-02-27,6686
2018-02-28,6686
2018-03-01,6687
2018-03-02,6687
2018-03-03,6626
2018-03-04,6626
2018-03-05,6569
2018-03-06,6569
2018-03-07,6631
2018-03-08,6631
2018-03-09,6537
2018-03-10,6537
2018-03-11,6397
2018-03-12,6397
2018-03-13,6276
2018-03-14,6276
2018-03-15,6302
2018-03-16,6302
2018-03-17,6131
2018-03-18,6131
2018-03-20,5978
2018-03-21,5889
2018-03-23,5889
2018-03-24,5844
2018-03-25,5844
2018-03-26,5885
2018-03-27,5885
2018-03-28,5789
2018-03-29,5789
2018-03-30,5735
2018-03-31,5735
2018-04-01,5735
2018-04-02,5892
2018-04-03,5892
2018-04-04,6127
2018-04-05,6127
2018-04-06,6127
2018-04-07,6317
2018-04-08,6317
2018-04-09,6381
2018-04-10,6381
2018-04-11,6353
2018-04-12,6353
2018-04-13,6168
2018-04-14,6168
2018-04-15,6019
2018-04-16,6019
2018-04-17,6019
2018-04-18,6062
2018-04-19,6062
2018-04-20,6022
2018-04-21,6022
2018-04-22,6120
2018-04-23,6120
2018-04-24,6222
2018-04-25,6222
2018-04-26,6222
2018-04-27,6192
2018-04-28,6192
2018-04-29,5936
2018-04-30,5936
2018-05-01,5990
2018-05-03,5990
2018-05-04,6108
2018-05-05,5920
2018-05-06,5920
2018-05-07,5733
2018-05-08,5733
2018-05-09,5588
2018-05-10,5588
2018-05-11,5605
2018-05-12,5605
2018-05-13,5657
2018-05-14,5657
2018-05-15,5667
2018-05-16,5667
2018-05-17,5667
2018-05-18,5632
2018-05-19,5632
2018-05-20,5632
2018-05-21,5598
2018-05-22,5598
2018-05-23,5555
2018-05-24,5555
2018-05-25,5555
2018-05-26,5568
2018-05-27,5568
2018-05-28,5659
2018-05-29,5659
2018-05-30,5747
2018-05-31,5747
2018-06-01,5873
2018-06-02,5820
2018-06-03,5820
2018-06-04,5625
2018-06-05,5620
2018-06-06,5620
2018-06-07,5568
2018-06-08,5568
2018-06-09,5606
2018-06-10,5606
2018-06-11,5616
2018-06-12,5616
2018-06-13,5519
2018-06-14,5519
2018-06-15,5629
2018-06-16,5629
2018-06-17,5711
2018-06-18,5711
2018-06-19,5719
2018-06-20,5719
2018-06-21,5685
2018-06-22,5685
2018-06-23,5647
2018-06-24,5647
2018-06-25,5837
2018-06-26,5837
2018-06-27,5632
2018-06-28,5632
2018-06-29,5595
2018-06-30,5595
2018-07-01,5630
2018-07-02,5630
2018-07-03,5630
2018-07-04,5462
2018-07-05,5462
2018-07-06,5230
2018-07-07,5230
2018-07-08,5221
2018-07-09,5221
2018-07-10,5008
2018-07-11,5008
2018-07-12,5008
2018-07-13,5015
2018-07-14,4779
2018-07-15,4779
2018-07-16,4570
2018-07-17,4570
2018-07-18,4444
2018-07-19,4444
2018-07-20,4325
2018-07-21,4195
2018-07-22,4195
2018-07-23,4149
2018-07-24,4149
2018-07-25,4194
2018-07-26,4194
2018-07-27,4117
2018-07-28,4117
2018-07-29,3994
2018-07-30,3994
2018-07-31,3989
2018-08-01,3989
2018-08-02,4167
2018-08-03,4167
2018-08-04,4167
2018-08-05,4358
2018-08-06,4358
2018-08-07,4358
2018-08-08,4419
2018-08-09,4419
2018-08-10,4604
2018-08-11,4604
2018-08-12,4835
2018-08-14,5075
2018-08-16,5247
2018-08-17,5247
2018-08-18,5371
2018-08-19,5371
2018-08-20,5398
2018-08-21,5398
2018-08-22,5398
2018-08-23,5556
2018-08-24,5556
2018-08-25,5775
2018-08-26,5775
2018-08-27,5731
2018-08-28,5731
2018-08-29,5857
2018-08-30,5857
2018-08-31,6006
2018-09-01,6006
2018-09-02,6275
2018-09-03,6275
2018-09-04,6168
2018-09-05,6168
2018-09-06,6471
2018-09-07,6471
2018-09-08,6701
2018-09-09,6701
2018-09-10,6915
2018-09-11,6915
2018-09-12,6915
2018-09-13,7234
2018-09-14,7234
2018-09-15,7554
2018-09-16,7554
2018-09-17,7814
2018-09-18,7814
2018-09-19,8047
2018-09-20,8047
2018-09-21,8422
2018-09-22,8544
2018-09-23,8544
2018-09-24,8698
2018-09-25,8698
2018-09-26,8974
2018-09-27,8974
2018-09-28,9241
2018-09-29,9241
2018-09-30,9241
2018-10-01,9307
2018-10-02,9307
2018-10-03,9167
2018-10-04,9167
2018-10-05,9167
2018-10-06,8953
2018-10-07,8953
2018-10-08,8519
2018-10-09,8131
2018-10-10,8189
2018-10-11,8189
2018-10-12,7976
2018-10-13,7976
2018-10-14,7788
2018-10-15,7788
2018-10-16,7900
2018-10-17,7900
2018-10-18,8063
2018-10-19,8063
2018-10-20,8063
2018-10-21,7994
2018-10-22,7994
2018-10-23,7931
2018-10-24,7931
2018-10-25,8006
2018-10-26,8006
2018-10-27,7789
2018-10-28,7789
2018-10-29,7723
2018-10-30,7723
2018-10-31,7448
2018-11-01,7448
2018-11-03,7297
2018-11-04,7356
2018-11-05,7356
2018-11-06,7361
2018-11-07,7361
2018-11-08,7291
2018-11-09,7291
2018-11-10,7336
2018-11-11,7336
2018-11-12,7176
2018-11-13,7176
2018-11-14,6852
2018-11-15,6852
2018-11-16,6929
2018-11-17,6929
2018-11-18,7098
2018-11-19,7098
2018-11-20,7050
2018-11-21,7050
2018-11-22,6982
2018-11-23,6982
2018-11-24,7212
2018-11-25,7212
2018-11-26,7223
2018-11-27,6945
2018-11-29,6732
2018-12-01,6610
2018-12-02,6610
2018-12-03,6829
2018-12-04,6829
2018-12-05,7056
2018-12-07,6980
2018-12-09,7143
2018-12-10,6863
2018-12-11,6863
2018-12-12,6812
2018-12-13,6812
2018-12-14,6661
2018-12-15,6661
2018-12-16,6751
2018-12-17,6751
2018-12-18,6759
2018-12-19,6759
2018-12-20,6916
2018-12-21,6916
2018-12-22,7094
2018-12-23,7222
2018-12-24,7222
2018-12-25,7182
2018-12-26,7182
2018-12-27,6999
2018-12-28,6999
2018-12-29,6833
2018-12-30,6833
2018-12-31,6697
2019-01-01,6697
2019-01-02,6458
2019-01-03,6458
2019-01-04,6258
2019-01-05,6187
2019-01-06,5921
2019-01-08,5919
2019-01-10,5973
2019-01-11,5973
2019-01-12,5977
2019-01-13,5977
2019-01-14,6060
2019-01-15,6342
2019-01-16,6342
2019-01-17,6622
2019-01-18,6622
2019-01-19,6834
2019-01-20,6898
2019-01-21,6898
2019-01-22,6935
2019-01-23,6935
2019-01-24,6932
2019-01-25,6878
2019-01-26,6878
2019-01-27,6807
2019-01-28,6807
2019-01-29,7132
2019-01-30,7341
2019-01-31,7341
2019-02-01,7495
2019-02-02,7495
2019-02-03,7706
2019-02-04,7706
2019-02-05,8018
2019-02-06,8018
2019-02-07,8287
2019-02-08,8287
2019-02-09,8421
2019-02-10,8421
2019-02-11,8118
2019-02-12,8118
2019-02-13,8129
2019-02-14,8129
2019-02-15,8412
2019-02-16,8412
2019-02-17,8086
2019-02-18,8086
2019-02-19,7681
2019-02-20,7681
2019-02-21,7408
2019-02-22,7408
2019-02-23,7536
2019-02-24,7536
2019-02-25,7768
2019-02-26,7768
2019-02-27,7710
2019-02-28,7710
2019-03-01,7596
2019-03-02,7596
2019-03-03,7292
2019-03-04,7058
2019-03-05,7058
2019-03-06,6909
2019-03-07,6909
2019-03-08,6717
2019-03-09,6717
2019-03-10,6482
2019-03-11,6482
2019-03-12,6227
2019-03-13,6227
2019-03-14,5919
2019-03-15,5648
2019-03-16,5648
2019-03-17,5365
2019-03-18,5365
2019-03-19,5138
2019-03-20,4944
2019-03-21,4893
2019-03-22,4893
2019-03-23,5056
2019-03-24,5056
2019-03-25,5184
2019-03-26,5242
2019-03-27,5242
