date_obj,Zamorak%20cloak price
2019-04-08,43648
2019-04-09,44757
2019-04-10,44983
2019-04-11,44189
2019-04-12,42502
2019-04-13,40420
2019-04-14,38603
2019-04-15,36672
2019-04-16,34838
2019-04-17,33096
2019-04-18,31441
2019-04-19,29906
2019-04-20,28544
2019-04-21,27339
2019-04-22,26263
2019-04-23,25239
2019-04-24,24243
2019-04-25,23373
2019-04-26,22560
2019-04-27,22035
2019-04-28,21610
2019-04-29,21196
2019-04-30,20784
2019-05-01,20573
2019-05-02,20382
2019-05-03,20350
2019-05-04,19822
2019-05-05,20102
2019-05-06,20391
2019-05-07,20484
2019-05-08,20470
2019-05-09,20444
2019-05-10,21192
2019-05-11,22213
2019-05-12,22781
2019-05-13,22926
2019-05-14,23044
2019-05-15,23495
2019-05-16,23900
2019-05-17,24527
2019-05-18,24291
2019-05-19,24078
2019-05-20,24022
2019-05-21,24017
2019-05-22,24188
2019-05-23,24239
2019-05-24,24960
2019-05-25,25582
2019-05-26,25734
2019-05-27,25339
2019-05-28,24965
2019-05-29,24484
2019-05-30,24252
2019-05-31,24146
2019-06-01,24051
2019-06-02,24126
2019-06-03,24137
2019-06-04,24828
2019-06-05,25822
2019-06-06,25980
2019-06-07,25893
2019-06-08,26213
2019-06-09,27507
2019-06-10,28763
2019-06-11,29505
2019-06-12,30394
2019-06-13,31194
2019-06-14,32184
2019-06-15,33561
2019-06-16,35076
2019-06-17,35937
2019-06-18,36464
2019-06-19,36508
2019-06-20,36763
2019-06-21,38311
2019-06-22,37888
2019-06-23,36863
2019-06-24,36726
2019-06-25,36173
2019-06-26,35441
2019-06-27,36063
2019-06-28,36220
2019-06-29,36549
2019-06-30,36398
2019-07-01,36564
2019-07-02,36080
2019-07-03,35618
2019-07-04,35109
2019-07-05,35063
2019-07-06,35406
2019-07-07,35680
2019-07-08,36107
2019-07-09,35792
2019-07-10,35643
2019-07-11,36197
2019-07-12,35671
2019-07-13,35268
2019-07-14,34558
2019-07-15,34794
2019-07-16,34811
2019-07-17,34872
2019-07-18,35995
2019-07-19,37737
2019-07-20,39540
2019-07-21,41257
2019-07-22,42817
2019-07-23,44335
2019-07-24,45074
2019-07-25,45264
2019-07-26,45165
2019-07-27,45690
2019-07-28,46606
2019-07-29,47665
2019-07-30,48073
2019-07-31,48358
2019-08-01,48518
2019-08-02,47332
2019-08-03,46126
2019-08-04,45537
2019-08-05,44380
2019-08-06,43359
2019-08-07,42058
2019-08-08,41036
2019-08-09,39621
2019-08-10,39083
2019-08-11,38886
2019-08-12,38516
2019-08-13,38582
2019-08-14,37783
2019-08-15,37656
2019-08-16,36394
2019-08-17,36015
2019-08-18,35611
2019-08-19,35457
2019-08-20,34892
2019-08-21,35052
2019-08-22,34856
2019-08-23,34771
2019-08-24,35072
2019-08-24,35072
2019-08-25,36162
2019-08-25,36162
2019-08-26,36120
2019-08-26,36120
2019-08-27,35166
2019-08-27,35166
2019-08-28,35128
2019-08-29,35086
2019-08-30,34959
2019-08-31,34524
2019-09-01,34283
2019-09-02,34044
2019-09-03,33481
2019-09-04,32877
2019-09-05,32515
2019-09-06,32696
2019-09-07,32385
2019-09-08,32708
2019-09-09,33629
2019-09-10,33332
2019-09-11,33436
2019-09-12,33616
2019-09-13,33403
2019-09-14,32711
2019-09-15,32175
2019-09-16,31782
2019-09-17,31228
2019-09-18,30485
2019-09-19,30117
2019-09-20,29656
2019-09-21,29667
2019-09-22,28768
2019-09-23,28341
2019-09-24,28686
2019-09-25,28197
2019-09-26,27844
2019-09-27,27269
2019-09-28,27285
2019-09-29,27165
2019-09-30,27002
2019-10-01,27017
2019-10-02,26934
2019-10-03,26653
2019-10-04,26308
2019-10-05,25619
2019-10-06,24955
2019-10-07,24551
2019-10-08,24249
2019-10-09,24323
2019-10-10,24455
2019-10-11,24386
2019-10-12,24077
2019-10-13,23952
2019-10-14,23887
2019-10-15,23499
2019-10-16,23523
2019-10-17,23365
2019-10-18,23263
2019-10-19,23248
2019-10-20,22705
2019-10-21,22446
2019-10-22,22220
2019-10-23,22352
2019-10-24,22184
2019-10-25,22091
2019-10-26,21876
2019-10-27,21638
2019-10-28,21400
2019-10-29,21400
2019-10-30,21233
2019-10-31,21277
2019-11-01,21325
2019-11-02,21039
2019-11-03,20902
2019-11-04,20916
2019-11-05,20982
2019-11-06,21007
2019-11-07,20849
2019-11-08,20904
2019-11-09,21183
2019-11-10,21220
2019-11-11,21592
2019-11-12,21639
2019-11-13,21788
2019-11-14,22023
2019-11-15,22160
2019-11-16,21834
2019-11-17,21579
2019-11-18,21565
2019-11-19,20874
2019-11-20,20869
2019-11-21,21289
2019-11-22,21421
2019-11-23,21682
2019-11-24,22244
2019-11-25,22347
2019-11-26,22638
2019-11-27,22854
2019-11-28,23228
2019-11-29,23272
2019-11-30,23463
2019-12-01,23554
2019-12-02,23929
2019-12-03,24587
2019-12-04,25640
2019-12-05,26584
2019-12-06,27078
2019-12-07,27596
2019-12-08,27573
2019-12-09,27567
2019-12-10,27260
2019-12-11,27131
2019-12-12,26899
2019-12-13,27174
2019-12-14,26983
2019-12-15,26567
2019-12-16,26112
2019-12-17,25625
2019-12-18,24994
2019-12-19,24544
2019-12-20,24405
2019-12-21,24290
2019-12-22,24238
2019-12-23,23887
2019-12-24,23968
2019-12-25,23879
2019-12-26,24298
2019-12-27,24604
2019-12-28,25057
2019-12-29,25465
2019-12-30,26414
2019-12-31,26830
2020-01-01,27611
2020-01-02,27972
2020-01-03,28573
2020-01-04,29102
2020-01-05,29679
2020-01-06,30404
2020-01-07,30426
2020-01-08,30669
2020-01-09,30816
2020-01-10,31051
2020-01-11,31615
2020-01-12,31851
2020-01-13,32088
2020-01-14,32067
2020-01-15,32167
2020-01-16,32097
2020-01-17,31818
2020-01-18,31345
2020-01-19,31278
2020-01-20,31046
2020-01-21,31272
2020-01-22,31226
2020-01-23,31163
2020-01-24,30872
2020-01-25,30579
2020-01-26,29735
2020-01-27,28876
2020-01-28,27947
2020-01-29,27485
2020-01-30,26987
2020-01-31,26848
2020-02-01,26177
2020-02-02,25973
2020-02-03,25910
2020-02-04,25399
2020-02-05,24335
2020-02-06,23818
2020-02-07,23451
2020-02-08,23261
2020-02-09,23102
2020-02-10,22682
2020-02-11,22465
2020-02-12,22553
2020-02-13,22362
2020-02-14,21855
2020-02-15,21756
2020-02-16,21305
2020-02-17,20809
2020-02-18,20795
2020-02-19,20748
2020-02-20,20523
2020-02-21,20443
2020-02-22,20651
2020-02-23,20812
2020-02-24,21326
2020-02-25,22070
2020-02-26,23000
2020-02-27,24143
2020-02-28,25292
2020-02-29,26557
2020-03-01,27867
2020-03-02,29142
2020-03-03,29725
2020-03-04,29915
2020-03-05,29867
2020-03-06,30072
2020-03-07,30538
2020-03-08,30915
2020-03-09,31463
2020-03-10,32123
2020-03-11,32420
2020-03-12,32189
2020-03-13,32652
2020-03-14,33224
2020-03-15,33017
2020-03-16,33622
2020-03-17,33643
2020-03-18,33979
2020-03-19,34125
2020-03-20,34473
2020-03-21,34297
2020-03-22,34686
2020-03-23,35444
2020-03-24,36369
2020-03-25,36891
2020-03-26,37319
2020-03-27,36911
2020-03-28,36343
2020-03-29,35605
2020-03-30,34604
2020-03-31,33531
2020-04-01,32311
2020-04-02,31477
2020-04-03,30289
2020-04-04,29341
2020-04-05,28219
2020-04-06,27183
2020-04-07,25932
2020-04-08,25454
2020-04-09,24993
2020-04-10,24456
2020-04-11,23839
2020-04-12,23739
2020-04-13,23238
2020-04-14,23078
2020-04-15,23304
2020-04-16,23997
2020-04-17,24572
2020-04-18,25285
2020-04-19,25288
2020-04-20,25718
2020-04-21,25671
2020-04-22,25660
2020-04-23,25644
2020-04-24,25794
2020-04-25,25561
2020-04-26,25435
2020-04-27,25801
2020-04-28,25883
2020-04-29,25838
2020-04-30,25622
2020-05-01,25517
2020-05-02,25226
2020-05-03,25580
2020-05-04,25649
2020-05-05,25637
2020-05-06,25588
2020-05-07,25490
2020-05-08,25445
2020-05-09,25179
2020-05-10,25071
2020-05-11,25064
2020-05-12,25498
2020-05-13,26379
