date_obj,White%20halberd price
2015-08-05,11000
2015-08-06,11000
2015-08-07,11000
2015-08-08,11000
2015-08-09,11000
2015-08-10,11000
2015-08-11,11000
2015-08-12,11000
2015-08-13,11000
2015-08-14,11000
2015-08-15,11000
2015-08-16,11000
2015-08-17,11000
2015-08-18,11000
2015-08-19,11000
2015-08-20,11000
2015-08-21,10745
2015-08-22,10745
2015-08-23,10745
2015-08-24,10745
2015-08-25,10745
2015-08-26,10745
2015-08-27,10745
2015-08-28,10745
2015-08-29,10745
2015-08-30,10745
2015-08-31,10745
2015-09-01,10745
2015-09-02,10745
2015-09-03,10745
2015-09-04,10745
2015-09-05,10745
2015-09-06,10745
2015-09-07,10745
2015-09-08,10745
2015-09-09,10745
2015-09-10,10745
2015-09-11,10745
2015-09-12,10745
2015-09-13,10745
2015-09-14,10745
2015-09-15,10745
2015-09-16,10745
2015-09-17,10745
2015-09-18,10745
2015-09-19,10745
2015-09-20,10745
2015-09-21,10745
2015-09-22,10745
2015-09-23,10745
2015-09-24,10745
2015-09-25,10745
2015-09-27,10745
2015-09-28,10745
2015-09-29,10745
2015-09-30,10745
2015-10-05,10745
2015-10-06,10745
2015-10-07,10745
2015-10-08,10745
2015-10-09,10745
2015-10-10,10745
2015-10-11,10745
2015-10-12,10745
2015-10-13,10745
2015-10-14,10745
2015-10-15,10745
2015-10-16,10745
2015-10-17,10745
2015-10-18,10745
2015-10-19,10745
2015-10-20,10745
2015-10-22,10745
2015-10-23,10745
2015-10-24,10745
2015-10-25,10745
2015-10-26,10745
2015-10-27,10745
2015-10-29,10745
2015-10-30,10745
2015-10-31,10745
2015-11-01,10745
2015-11-02,10745
2015-11-03,10745
2015-11-04,10745
2015-11-05,10745
2015-11-06,10745
2015-11-07,10745
2015-11-08,10745
2015-11-09,10745
2015-11-10,10745
2015-11-11,10745
2015-11-12,10745
2015-11-13,10745
2015-11-14,10745
2015-11-15,10745
2015-11-16,10745
2015-11-17,10745
2015-11-18,10745
2015-11-19,10745
2015-11-20,10745
2015-11-21,10745
2015-11-22,10745
2015-11-23,10745
2015-11-24,10745
2015-11-25,10745
2015-11-26,10745
2015-11-27,10745
2015-11-28,10745
2015-11-29,10745
2015-11-30,10745
2015-12-01,10745
2015-12-02,10745
2015-12-03,10745
2015-12-04,10745
2015-12-05,10745
2015-12-06,10745
2015-12-07,10745
2015-12-08,10745
2015-12-09,10745
2015-12-10,10745
2015-12-11,10745
2015-12-13,10745
2015-12-14,10745
2015-12-15,10745
2015-12-16,10745
2015-12-17,10745
2015-12-18,10745
2015-12-19,10745
2015-12-20,10745
2015-12-21,10745
2015-12-22,10745
2015-12-23,10745
2015-12-24,10745
2015-12-25,10745
2015-12-26,10745
2015-12-27,10745
2015-12-28,10745
2015-12-29,10745
2015-12-30,10745
2015-12-31,10745
2016-01-01,10745
2016-01-02,10745
2016-01-03,10745
2016-01-04,10745
2016-01-05,10745
2016-01-06,10745
2016-01-07,10745
2016-01-08,10745
2016-01-09,10745
2016-01-10,10745
2016-01-11,10745
2016-01-12,10745
2016-01-13,10745
2016-01-14,10745
2016-01-15,10745
2016-01-16,10745
2016-01-17,10745
2016-01-18,10745
2016-01-19,10745
2016-01-20,10745
2016-01-21,10745
2016-01-22,10745
2016-01-23,10745
2016-01-24,10745
2016-01-25,10745
2016-01-26,10745
2016-01-27,10745
2016-01-28,10745
2016-01-29,10745
2016-01-30,10745
2016-01-31,10745
2016-02-01,10745
2016-02-02,10745
2016-02-03,10745
2016-02-04,10745
2016-02-05,10745
2016-02-06,10745
2016-02-07,10745
2016-02-08,10745
2016-02-09,10745
2016-02-10,10745
2016-02-11,10745
2016-02-12,10745
2016-02-13,10745
2016-02-14,10745
2016-02-15,10745
2016-02-16,10745
2016-02-17,10745
2016-02-18,10745
2016-02-19,10745
2016-02-20,10745
2016-02-21,10745
2016-02-22,10745
2016-02-23,10745
2016-02-24,10745
2016-02-25,10745
2016-02-26,10745
2016-02-27,10745
2016-02-28,10745
2016-02-29,10745
2016-03-01,10745
2016-03-02,10745
2016-03-03,10745
2016-03-04,10745
2016-03-05,10745
2016-03-06,10745
2016-03-07,10491
2016-03-08,10491
2016-03-09,10491
2016-03-10,10491
2016-03-11,10491
2016-03-12,10491
2016-03-13,10491
2016-03-14,10491
2016-03-15,10491
2016-03-16,10491
2016-03-17,10491
2016-03-18,10491
2016-03-19,10491
2016-03-20,10491
2016-03-21,10491
2016-03-22,10491
2016-03-23,10491
2016-03-24,10491
2016-03-25,10491
2016-03-26,10491
2016-03-27,10491
2016-03-28,10491
2016-03-29,10491
2016-03-30,10491
2016-03-31,10491
2016-04-01,10491
2016-04-02,10491
2016-04-03,10491
2016-04-04,10491
2016-04-05,10491
2016-04-06,10491
2016-04-07,10491
2016-04-08,10491
2016-04-09,10491
2016-04-10,10491
2016-04-11,10491
2016-04-12,10491
2016-04-13,10491
2016-04-14,10491
2016-04-15,10491
2016-04-16,10491
2016-04-17,10491
2016-04-18,10491
2016-04-19,10491
2016-04-20,10491
2016-04-21,10491
2016-04-22,10491
2016-04-23,10491
2016-04-24,10491
2016-04-25,10491
2016-04-26,10491
2016-04-27,10491
2016-04-28,10491
2016-04-29,10491
2016-04-30,10491
2016-05-01,10491
2016-05-02,10491
2016-05-03,10491
2016-05-04,10491
2016-05-05,10491
2016-05-06,10491
2016-05-07,10491
2016-05-08,10491
2016-05-09,10491
2016-05-10,10491
2016-05-11,10491
2016-05-12,10491
2016-05-13,10491
2016-05-14,10491
2016-05-15,10491
2016-05-16,10491
2016-05-17,10491
2016-05-18,10491
2016-05-19,10491
2016-05-22,10491
2016-05-23,10491
2016-05-24,10491
2016-05-25,10491
2016-05-26,10491
2016-05-27,10491
2016-05-28,10491
2016-05-29,10491
2016-05-30,10491
2016-05-31,10491
2016-06-01,10491
2016-06-02,10491
2016-06-03,10491
2016-06-04,10491
2016-06-05,10491
2016-06-06,10491
2016-06-07,10491
2016-06-08,10491
2016-06-09,10491
2016-06-10,10491
2016-06-11,10491
2016-06-12,10491
2016-06-13,10491
2016-06-14,10491
2016-06-15,10491
2016-06-16,10491
2016-06-17,10491
2016-06-18,10491
2016-06-19,10491
2016-06-20,10491
2016-06-21,10491
2016-06-22,10491
2016-06-23,10491
2016-06-24,10491
2016-06-25,10491
2016-06-26,10491
2016-06-27,10491
2016-06-28,10491
2016-06-29,10491
2016-06-30,10491
2016-07-01,10491
2016-07-02,10491
2016-07-03,10491
2016-07-04,10491
2016-07-05,10491
2016-07-06,10491
2016-07-07,10491
2016-07-08,10491
2016-07-09,10491
2016-07-10,10491
2016-07-11,10491
2016-07-12,10491
2016-07-13,10491
2016-07-14,10491
2016-07-15,10491
2016-07-16,10491
2016-07-17,10491
2016-07-18,10491
2016-07-24,10491
2016-07-25,10491
2016-07-26,10491
2016-07-27,10491
2016-07-28,10491
2016-07-29,10491
2016-07-30,10491
2016-07-31,10491
2016-08-01,10491
2016-08-02,10491
2016-08-03,10491
2016-08-04,10491
2016-08-05,10491
2016-08-06,10491
2016-08-07,10491
2016-08-08,10491
2016-08-09,10491
2016-08-10,10491
2016-08-11,10491
2016-08-12,10491
2016-08-13,10491
2016-08-14,10491
2016-08-15,10491
2016-08-16,10491
2016-08-17,10491
2016-08-18,10491
2016-08-19,10491
2016-08-20,10491
2016-08-21,10491
2016-08-22,10491
2016-08-23,10491
2016-08-24,10491
2016-08-25,10491
2016-08-26,10491
2016-08-28,10491
2016-08-31,10311
2016-09-01,10311
2016-09-02,10311
2016-09-03,10311
2016-09-04,10311
2016-09-05,10311
2016-09-06,10311
2016-09-07,10311
2016-09-08,10311
2016-09-09,10311
2016-09-10,10311
2016-09-11,10311
2016-09-12,10311
2016-09-13,10311
2016-09-14,10311
2016-09-15,10311
2016-09-16,10311
2016-09-17,10311
2016-09-18,10311
2016-09-19,10311
2016-09-20,10311
2016-09-21,10311
2016-09-22,10311
2016-09-23,10311
2016-09-24,10311
2016-09-25,10311
2016-09-26,10311
2016-09-27,10311
2016-09-28,10311
2016-09-29,10311
2016-09-30,10311
2016-10-01,10311
2016-10-02,10311
2016-10-03,10311
2016-10-04,10311
2016-10-05,10311
2016-10-06,10311
2016-10-07,10311
2016-10-08,10311
2016-10-09,10311
2016-10-10,10311
2016-10-11,10311
2016-10-12,10311
2016-10-13,10311
2016-10-14,10311
2016-10-15,10311
2016-10-16,10311
2016-10-17,10311
2016-10-18,10311
2016-10-19,10311
2016-10-20,10311
2016-10-21,10311
2016-10-22,10311
2016-10-23,10311
2016-10-24,10311
2016-10-25,10311
2016-10-26,10311
2016-10-27,10311
2016-10-28,10311
2016-10-29,10311
2016-10-30,10311
2016-10-31,10311
2016-11-01,10311
2016-11-02,10311
2016-11-03,10311
2016-11-04,10311
2016-11-05,10311
2016-11-06,10311
2016-11-07,10311
2016-11-08,10311
2016-11-09,10311
2016-11-10,10311
2016-11-11,10311
2016-11-12,10311
2016-11-13,10311
2016-11-14,10311
2016-12-08,10311
2016-12-09,10311
2016-12-10,10311
2016-12-11,10311
2016-12-12,10311
2016-12-13,10311
2016-12-14,10311
2016-12-15,10311
2016-12-16,10311
2016-12-17,10311
2016-12-18,10311
2016-12-19,10311
2016-12-20,10311
2016-12-21,10311
2016-12-22,10311
2016-12-23,10311
2016-12-24,10311
2016-12-25,10311
2016-12-26,10311
2016-12-27,10311
2016-12-28,10311
2016-12-29,10311
2016-12-30,10311
2016-12-31,10311
2017-01-01,10311
2017-01-02,10311
2017-01-03,10311
2017-01-04,10311
2017-01-05,10311
2017-01-06,10311
2017-01-07,10311
2017-01-08,10311
2017-01-09,10311
2017-01-10,10311
2017-01-11,10311
2017-01-12,10311
2017-01-13,10311
2017-01-14,10311
2017-01-15,10311
2017-01-16,10311
2017-01-17,10311
2017-01-18,10311
2017-01-19,10311
2017-01-20,10311
2017-01-21,10311
2017-01-22,10311
2017-01-27,10311
2017-01-28,10311
2017-01-29,10311
2017-01-30,10311
2017-01-31,10311
2017-02-01,10311
2017-02-02,10311
2017-02-03,10311
2017-02-04,10311
2017-02-05,10311
2017-02-06,10311
2017-02-07,10311
2017-02-08,10311
2017-02-09,10311
2017-02-10,10311
2017-02-11,10311
2017-02-12,10311
2017-02-13,10311
2017-02-14,10311
2017-02-15,10311
2017-02-16,10311
2017-02-18,10311
2017-02-19,10311
2017-02-20,10311
2017-02-21,10311
2017-02-22,10311
2017-02-23,10311
2017-02-24,10311
2017-02-25,10311
2017-02-26,10311
2017-02-27,10311
2017-02-28,10311
2017-03-01,10311
2017-03-02,10311
2017-03-03,10311
2017-03-04,10311
2017-03-05,10311
2017-03-06,10311
2017-03-07,10311
2017-03-08,10311
2017-03-09,10311
2017-03-10,10311
2017-03-11,10311
2017-03-12,10311
2017-03-13,10311
2017-03-14,10311
2017-03-15,10311
2017-03-16,10311
2017-03-17,10311
2017-03-18,10311
2017-03-19,10311
2017-03-20,10311
2017-03-21,10311
2017-03-22,10311
2017-03-23,10311
2017-03-24,10311
2017-03-25,10311
2017-03-26,10311
2017-03-27,10311
2017-03-28,10311
2017-03-29,9990
2017-03-30,9990
2017-03-31,9990
2017-04-01,9990
2017-04-02,9990
2017-04-03,9990
2017-04-04,9990
2017-04-12,9990
2017-04-13,9990
2017-04-14,9990
2017-04-15,9990
2017-04-16,9990
2017-04-17,9990
2017-04-18,9990
2017-04-19,9990
2017-04-20,9990
2017-04-21,9990
2017-04-22,9990
2017-04-23,9990
2017-04-24,9990
2017-04-25,9990
2017-04-26,9990
2017-04-27,9990
2017-04-28,9990
2017-04-29,9990
2017-04-30,9990
2017-05-01,9990
2017-05-02,9990
2017-05-03,9990
2017-05-04,9990
2017-05-05,9990
2017-05-06,9990
2017-05-07,9990
2017-05-08,9990
2017-05-09,9990
2017-05-10,9990
2017-05-11,9990
2017-05-12,9990
2017-05-13,9990
2017-05-14,9990
2017-05-15,9990
2017-05-16,9990
2017-05-17,9990
2017-05-18,9990
2017-05-19,9990
2017-05-20,9990
2017-05-21,9990
2017-05-22,9990
2017-05-23,9990
2017-05-24,9990
2017-05-25,9990
2017-05-26,9990
2017-05-27,9990
2017-05-28,9990
2017-05-29,9990
2017-05-30,9990
2017-05-31,9990
2017-06-01,9990
2017-06-02,9990
2017-06-03,9990
2017-06-06,9990
2017-06-07,9990
2017-06-08,9990
2017-06-09,9990
2017-06-10,9990
2017-06-11,9990
2017-06-12,9990
2017-06-13,9990
2017-06-14,9990
2017-06-15,9990
2017-06-16,9990
2017-06-17,9990
2017-06-18,9990
2017-06-19,9990
2017-06-20,9990
2017-06-21,9990
2017-06-22,9990
2017-06-23,9990
2017-06-24,9990
2017-06-25,9990
2017-06-26,9990
2017-06-27,9990
2017-06-28,9990
2017-06-29,9990
2017-06-30,9990
2017-07-01,9990
2017-07-02,9990
2017-07-03,9990
2017-07-04,9990
2017-07-05,9990
2017-07-06,9990
2017-07-07,9990
2017-07-08,9990
2017-07-13,9990
2017-07-14,9990
2017-07-15,9990
2017-07-16,9990
2017-07-17,9990
2017-07-18,9990
2017-07-19,9990
2017-07-20,9990
2017-07-21,9990
2017-07-22,9990
2017-07-23,9990
2017-07-24,9990
2017-07-25,9990
2017-07-26,9990
2017-07-27,9990
2017-07-28,9990
2017-07-29,9990
2017-07-30,9990
2017-07-31,9990
2017-08-01,9990
2017-08-02,9990
2017-08-03,9990
2017-08-04,9990
2017-08-05,9990
2017-08-06,9990
2017-08-09,9990
2017-08-10,9990
2017-08-11,9990
2017-08-12,9990
2017-08-13,9990
2017-08-14,9759
2017-08-15,9759
2017-08-16,9759
2017-08-17,9759
2017-08-18,9759
2017-08-19,9759
2017-08-20,9759
2017-08-21,9759
2017-08-22,9759
2017-08-23,9759
2017-08-24,9759
2017-08-25,9759
2017-08-26,9759
2017-08-27,9759
2017-08-28,9759
2017-08-29,9759
2017-08-30,9759
2017-08-31,9759
2017-09-01,9759
2017-09-02,9759
2017-09-03,9759
2017-09-04,9759
2017-09-05,9759
2017-09-06,9759
2017-09-07,9759
2017-09-08,9759
2017-09-09,9759
2017-09-10,9759
2017-09-11,9759
2017-09-12,9759
2017-09-13,9759
2017-09-14,9759
2017-09-15,9759
2017-09-16,9759
2017-09-17,9759
2017-09-18,9759
2017-09-19,9759
2017-09-20,9759
2017-09-21,9759
2017-09-22,9759
2017-09-23,9759
2017-09-24,9759
2017-09-25,9759
2017-09-26,9759
2017-09-27,9759
2017-09-28,9759
2017-09-29,9759
2017-09-30,9759
2017-10-01,9759
2017-10-02,9759
2017-10-03,9759
2017-10-04,9759
2017-10-05,9759
2017-10-06,9759
2017-10-07,9759
2017-10-08,9759
2017-10-09,9759
2017-10-10,9759
2017-10-11,9759
2017-10-12,9759
2017-10-13,9759
2017-10-14,9759
2017-10-15,9759
2017-10-16,9759
2017-10-17,9759
2017-10-18,9759
2017-10-19,9759
2017-10-20,9759
2017-10-21,9759
2017-10-22,9759
2017-10-23,9759
2017-10-24,9759
2017-10-25,9759
2017-10-26,9759
2017-10-27,9759
2017-10-28,9759
2017-10-29,9759
2017-10-30,9759
2017-10-31,9759
2017-11-01,9759
2017-11-02,9759
2017-11-03,9759
2017-11-04,9759
2017-11-05,9759
2017-11-06,9759
2017-11-07,9759
2017-11-08,9759
2017-11-09,9759
2017-11-10,9759
2017-11-11,9759
2017-11-12,9759
2017-11-13,9759
2017-11-14,9759
2017-11-15,9759
2017-11-16,9759
2017-11-17,9759
2017-11-18,9759
2017-11-19,9759
2017-11-20,9759
2017-11-21,9759
2017-11-22,9759
2017-11-23,9759
2017-11-24,9759
2017-11-25,9759
2017-11-26,9759
2017-11-27,9759
2017-11-28,9759
2017-11-29,9759
2017-11-30,9759
2017-12-01,9759
2017-12-02,9759
2017-12-03,9759
2017-12-04,9759
2017-12-05,9759
2017-12-06,9759
2017-12-07,9759
2017-12-08,9759
2017-12-09,9759
2017-12-10,9759
2017-12-11,9759
2017-12-12,9759
2017-12-13,9759
2017-12-14,9759
2017-12-15,9759
2017-12-16,9759
2017-12-17,9759
2017-12-18,9759
2017-12-19,9759
2017-12-20,9759
2017-12-21,9759
2017-12-22,9759
2017-12-23,9759
2017-12-24,9759
2017-12-25,9592
2017-12-26,9592
2017-12-27,9592
2017-12-28,9592
2017-12-29,9592
2017-12-30,9592
2017-12-31,9592
2018-01-01,9592
2018-01-02,9592
2018-01-03,9592
2018-01-04,9592
2018-01-05,9592
2018-01-06,9592
2018-01-07,9592
2018-01-08,9592
2018-01-09,9592
2018-01-10,9592
2018-01-11,9592
2018-01-12,9592
2018-01-13,9592
2018-01-14,9592
2018-01-15,9592
2018-01-16,9592
2018-01-17,9592
2018-01-18,9592
2018-01-19,9592
2018-01-20,9592
2018-01-21,9592
2018-01-22,9592
2018-01-23,9592
2018-01-24,9592
2018-01-25,9592
2018-01-26,9592
2018-01-27,9592
2018-01-28,9592
2018-01-29,9592
2018-01-30,9592
2018-02-01,9592
2018-02-02,9592
2018-02-03,9592
2018-02-04,9592
2018-02-05,9592
2018-02-06,9592
2018-02-07,9592
2018-02-08,9592
2018-02-09,9592
2018-02-10,9592
2018-02-11,9592
2018-02-12,9592
2018-02-13,9592
2018-02-14,9592
2018-02-15,9592
2018-02-16,9592
2018-02-17,9592
2018-02-18,9592
2018-02-19,9592
2018-02-20,9592
2018-02-21,9592
2018-02-22,9592
2018-02-23,9592
2018-02-24,9131
2018-02-25,9131
2018-02-26,9131
2018-02-27,9131
2018-02-28,9131
2018-03-01,9131
2018-03-02,9131
2018-03-03,9131
2018-03-04,9131
2018-03-05,9131
2018-03-06,9131
2018-03-07,9131
2018-03-08,9131
2018-03-09,9131
2018-03-10,9131
2018-03-11,9131
2018-03-12,9131
2018-03-13,9131
2018-03-14,9131
2018-03-15,9131
2018-03-16,9131
2018-03-17,9131
2018-03-18,9131
2018-03-19,9131
2018-03-20,9131
2018-03-21,9131
2018-03-23,9131
2018-03-24,9131
2018-03-26,9131
2018-03-27,9131
2018-03-28,9131
2018-03-29,9131
2018-03-30,9131
2018-03-31,9131
2018-04-01,9131
2018-04-02,9131
2018-04-03,9131
2018-04-04,9131
2018-04-05,9131
2018-04-06,9131
2018-04-08,9131
2018-04-09,9131
2018-04-10,9131
2018-04-11,9131
2018-04-12,9131
2018-04-13,9131
2018-04-14,9131
2018-04-16,9131
2018-04-17,9131
2018-04-18,9131
2018-04-19,9131
2018-04-20,9131
2018-04-21,9131
2018-04-22,9131
2018-04-23,9131
2018-04-24,9131
2018-04-25,9131
2018-04-26,9131
2018-04-27,9131
2018-04-28,9131
2018-04-29,9131
2018-04-30,9131
2018-05-02,9131
2018-05-03,9131
2018-05-04,9131
2018-05-05,9131
2018-05-06,9131
2018-05-07,9131
2018-05-08,9131
2018-05-09,8854
2018-05-10,8854
2018-05-11,8854
2018-05-12,8854
2018-05-13,8854
2018-05-14,8854
2018-05-15,8854
2018-05-16,8854
2018-05-17,8854
2018-05-18,8854
2018-05-19,8854
2018-05-20,8854
2018-05-21,8854
2018-05-22,8854
2018-05-23,8854
2018-05-24,8854
2018-05-25,8854
2018-05-26,8854
2018-05-27,8854
2018-05-28,8854
2018-05-29,8854
2018-05-30,8854
2018-05-31,8854
2018-06-01,8854
2018-06-02,8854
2018-06-03,8854
2018-06-04,8854
2018-06-05,8854
2018-06-06,8854
2018-06-07,8854
2018-06-08,8854
2018-06-09,8854
2018-06-10,8854
2018-06-11,8854
2018-06-12,8854
2018-06-13,8854
2018-06-14,8854
2018-06-15,8854
2018-06-16,8854
2018-06-17,8854
2018-06-18,8854
2018-06-19,8854
2018-06-20,8854
2018-06-21,8854
2018-06-22,8854
2018-06-23,8854
2018-06-24,8854
2018-06-25,8854
2018-06-26,8854
2018-06-27,8854
2018-06-28,8854
2018-06-29,8854
2018-06-30,8854
2018-07-01,8854
2018-07-02,8854
2018-07-03,8854
2018-07-04,8854
2018-07-05,8854
2018-07-06,8854
2018-07-07,8854
2018-07-08,8854
2018-07-09,8420
2018-07-10,8420
2018-07-11,8420
2018-07-12,8420
2018-07-13,8420
2018-07-14,8420
2018-07-15,8420
2018-07-16,8420
2018-07-17,8420
2018-07-18,8420
2018-07-19,8420
2018-07-20,8420
2018-07-21,8420
2018-07-22,8420
2018-07-23,8420
2018-07-24,8420
2018-07-25,8420
2018-07-26,8420
2018-07-27,8420
2018-07-28,8420
2018-07-29,8420
2018-07-30,8420
2018-07-31,8420
2018-08-01,8420
2018-08-02,8420
2018-08-03,8420
2018-08-04,8420
2018-08-05,8420
2018-08-06,8420
2018-08-07,8420
2018-08-08,8420
2018-08-09,8420
2018-08-10,8420
2018-08-11,8420
2018-08-12,8420
2018-08-14,8127
2018-08-16,8127
2018-08-17,8127
2018-08-18,8127
2018-08-19,8127
2018-08-20,8127
2018-08-21,8127
2018-08-22,8127
2018-08-23,8127
2018-08-24,8127
2018-08-25,8127
2018-08-26,8127
2018-08-27,8127
2018-08-28,8127
2018-08-29,8127
2018-08-30,8127
2018-08-31,8127
2018-09-01,8127
2018-09-02,8127
2018-09-03,8127
2018-09-04,7985
2018-09-05,7985
2018-09-06,7985
2018-09-07,7985
2018-09-08,7985
2018-09-09,7985
2018-09-10,7985
2018-09-11,7985
2018-09-12,7985
2018-09-13,7985
2018-09-14,7985
2018-09-15,7985
2018-09-16,7985
2018-09-17,7985
2018-09-18,7985
2018-09-19,7985
2018-09-20,7985
2018-09-21,7985
2018-09-22,7985
2018-09-23,7985
2018-09-24,7985
2018-09-25,7985
2018-09-26,7985
2018-09-27,7985
2018-09-28,7985
2018-09-29,7985
2018-09-30,7985
2018-10-02,7985
2018-10-03,7985
2018-10-04,7985
2018-10-05,7985
2018-10-06,7985
2018-10-07,7985
2018-10-08,7663
2018-10-09,7663
2018-10-10,7663
2018-10-11,7663
2018-10-12,7663
2018-10-13,7663
2018-10-14,7663
2018-10-15,7663
2018-10-16,7663
2018-10-17,7663
2018-10-18,7663
2018-10-19,7663
2018-10-20,7663
2018-10-21,7663
2018-10-22,7663
2018-10-23,7663
2018-10-24,7663
2018-10-25,7663
2018-10-26,7663
2018-10-27,7663
2018-10-28,7663
2018-10-29,7663
2018-10-30,7663
2018-10-31,7663
2018-11-01,7663
2018-11-03,7663
2018-11-04,7290
2018-11-05,7290
2018-11-06,7290
2018-11-07,7290
2018-11-08,7290
2018-11-09,7290
2018-11-10,7290
2018-11-11,7290
2018-11-12,6925
2018-11-13,6925
2018-11-14,6925
2018-11-15,6925
2018-11-16,6925
2018-11-17,6925
2018-11-18,6925
2018-11-19,6925
2018-11-20,6925
2018-11-21,6925
2018-11-22,6925
2018-11-23,6925
2018-11-24,6598
2018-11-25,6598
2018-11-26,6598
2018-11-27,6598
2018-11-28,6598
2018-11-29,6598
2018-12-01,6598
2018-12-02,6598
2018-12-03,6598
2018-12-04,6598
2018-12-05,6598
2018-12-07,6598
2018-12-09,6598
2018-12-10,6598
2018-12-11,6598
2018-12-12,6598
2018-12-13,6369
2018-12-14,6369
2018-12-15,6369
2018-12-16,6369
2018-12-17,6369
2018-12-18,6369
2018-12-19,6369
2018-12-20,6369
2018-12-21,6369
2018-12-22,6369
2018-12-23,6369
2018-12-24,6369
2018-12-25,6369
2018-12-26,6369
2018-12-27,6369
2018-12-28,6369
2018-12-29,6369
2018-12-30,6369
2018-12-31,6369
2019-01-01,6369
2019-01-02,6227
2019-01-03,6227
2019-01-04,6227
2019-01-05,6227
2019-01-06,6227
2019-01-08,6227
2019-01-10,6227
2019-01-11,6227
2019-01-12,6227
2019-01-13,6227
2019-01-14,6227
2019-01-15,6227
2019-01-16,6227
2019-01-17,6227
2019-01-18,6227
2019-01-19,6227
2019-01-20,6227
2019-01-21,6227
2019-01-22,6227
2019-01-23,6227
2019-01-25,6227
2019-01-26,6227
2019-01-27,6227
2019-01-28,6227
2019-01-29,6227
2019-01-30,6116
2019-01-31,6116
2019-02-01,6116
2019-02-02,6116
2019-02-03,6116
2019-02-04,6116
2019-02-05,6116
2019-02-06,6116
2019-02-07,6116
2019-02-08,6116
2019-02-09,6116
2019-02-10,6116
2019-02-11,6116
2019-02-12,6116
2019-02-13,6116
2019-02-14,6116
2019-02-15,6116
2019-02-16,6116
2019-02-17,6116
2019-02-18,6116
2019-02-19,6116
2019-02-20,6116
2019-02-21,6116
2019-02-22,6116
2019-02-23,6116
2019-02-24,6116
2019-02-25,6116
2019-02-26,6116
2019-02-27,6116
2019-02-28,6116
2019-03-01,6116
2019-03-02,6116
2019-03-03,6116
2019-03-04,6116
2019-03-05,6116
2019-03-06,6116
2019-03-07,6116
2019-03-08,6116
2019-03-09,6116
2019-03-10,6116
2019-03-11,6116
2019-03-12,6116
2019-03-13,6116
2019-03-14,6116
2019-03-15,6116
2019-03-16,6116
2019-03-17,6116
2019-03-18,6116
2019-03-19,6116
2019-03-20,6116
2019-03-21,6116
2019-03-22,6116
2019-03-23,6116
2019-03-24,5935
2019-03-25,5935
2019-03-26,5935
2019-03-27,5935
2019-03-28,5935
2019-03-29,5935
2019-03-30,5935
2019-03-31,5935
2019-04-01,5935
2019-04-02,5935
2019-04-03,5935
2019-04-04,5935
2019-04-05,5935
2019-04-06,5935
2019-04-07,5935
