date_obj,Ancient%20cloak price
2019-03-21,22229
2019-03-22,21709
2019-03-23,21157
2019-03-24,20905
2019-03-25,20927
2019-03-26,20570
2019-03-27,20488
2019-03-28,20990
2019-03-29,21342
2019-03-30,21687
2019-03-31,22174
2019-04-01,22697
2019-04-02,23091
2019-04-03,23170
2019-04-04,22700
2019-04-05,22468
2019-04-06,22550
2019-04-07,22886
2019-04-08,23496
2019-04-09,24170
2019-04-10,24529
2019-04-11,24431
2019-04-12,23814
2019-04-13,22643
2019-04-14,21600
2019-04-15,20613
2019-04-16,19582
2019-04-17,18602
2019-04-18,17671
2019-04-19,16787
2019-04-20,15947
2019-04-21,15149
2019-04-22,14501
2019-04-23,13854
2019-04-24,13236
2019-04-25,13029
2019-04-26,12718
2019-04-27,12202
2019-04-28,11730
2019-04-29,11354
2019-04-30,10989
2019-05-01,10994
2019-05-02,10607
2019-05-03,10303
2019-05-04,10160
2019-05-05,10079
2019-05-06,9846
2019-05-07,9852
2019-05-08,9815
2019-05-09,9766
2019-05-10,9988
2019-05-11,10268
2019-05-12,10208
2019-05-13,10287
2019-05-14,10686
2019-05-15,10927
2019-05-16,10787
2019-05-17,10863
2019-05-18,10693
2019-05-19,10675
2019-05-20,10619
2019-05-21,10435
2019-05-22,10338
2019-05-23,10334
2019-05-24,10292
2019-05-25,10179
2019-05-26,9885
2019-05-27,9951
2019-05-28,9971
2019-05-29,10246
2019-05-30,10567
2019-05-31,10850
2019-06-01,11080
2019-06-02,11304
2019-06-03,11394
2019-06-04,11426
2019-06-05,11655
2019-06-06,11727
2019-06-07,11799
2019-06-08,12098
2019-06-09,12510
2019-06-10,12759
2019-06-11,13156
2019-06-12,13597
2019-06-13,14268
2019-06-14,14418
2019-06-15,14364
2019-06-16,14260
2019-06-17,14735
2019-06-18,14658
2019-06-19,14613
2019-06-20,14551
2019-06-21,14386
2019-06-22,14580
2019-06-23,14052
2019-06-24,13857
2019-06-25,13681
2019-06-26,13198
2019-06-27,13203
2019-06-28,13103
2019-06-29,13037
2019-06-30,13155
2019-07-01,13309
2019-07-02,12960
2019-07-03,13001
2019-07-04,13208
2019-07-05,12997
2019-07-06,13476
2019-07-07,13371
2019-07-08,13703
2019-07-09,13971
2019-07-10,14570
2019-07-11,14997
2019-07-12,15464
2019-07-13,15628
2019-07-14,15056
2019-07-15,14789
2019-07-16,14979
2019-07-17,15558
2019-07-18,16336
2019-07-19,17020
2019-07-20,17789
2019-07-21,18486
2019-07-22,19354
2019-07-23,20247
2019-07-24,20322
2019-07-25,20914
2019-07-26,21871
2019-07-27,22587
2019-07-28,23248
2019-07-29,23638
2019-07-30,23417
2019-07-31,23037
2019-08-01,22072
2019-08-02,21807
2019-08-03,21238
2019-08-04,20445
2019-08-05,19450
2019-08-06,18477
2019-08-07,17712
2019-08-08,16909
2019-08-09,16117
2019-08-10,15324
2019-08-11,14891
2019-08-12,14521
2019-08-13,14074
2019-08-14,13947
2019-08-15,13574
2019-08-16,13323
2019-08-17,13594
2019-08-18,13545
2019-08-19,13407
2019-08-20,13469
2019-08-21,13451
2019-08-22,13525
2019-08-23,13598
2019-08-24,13736
2019-08-24,13736
2019-08-25,13559
2019-08-25,13559
2019-08-26,13532
2019-08-27,13587
2019-08-27,13587
2019-08-28,13407
2019-08-29,13502
2019-08-30,13026
2019-08-31,12760
2019-09-01,12533
2019-09-02,12258
2019-09-03,12118
2019-09-04,11953
2019-09-05,11844
2019-09-06,12301
2019-09-07,12576
2019-09-08,13076
2019-09-09,13701
2019-09-10,14342
2019-09-11,14740
2019-09-12,15288
2019-09-13,15458
2019-09-14,15258
2019-09-15,14911
2019-09-16,14771
2019-09-17,14506
2019-09-18,14206
2019-09-19,13977
2019-09-20,13938
2019-09-21,13846
2019-09-22,14091
2019-09-23,14027
2019-09-24,13886
2019-09-25,13689
2019-09-26,13431
2019-09-27,13364
2019-09-28,13339
2019-09-29,13200
2019-09-30,13212
2019-10-01,13242
2019-10-02,13262
2019-10-03,13148
2019-10-04,13300
2019-10-05,13406
2019-10-06,13502
2019-10-07,13768
2019-10-08,13960
2019-10-09,14144
2019-10-10,14357
2019-10-11,14172
2019-10-12,13764
2019-10-13,13961
2019-10-14,13670
2019-10-15,13538
2019-10-16,12963
2019-10-17,12816
2019-10-18,12236
2019-10-19,12178
2019-10-20,11962
2019-10-21,11985
2019-10-22,11927
2019-10-23,12095
2019-10-24,12044
2019-10-25,11890
2019-10-26,11928
2019-10-27,11671
2019-10-28,11601
2019-10-29,11739
2019-10-30,11553
2019-10-31,11731
2019-11-01,11688
2019-11-02,11970
2019-11-03,12165
2019-11-04,12275
2019-11-05,12412
2019-11-06,12414
2019-11-07,12299
2019-11-08,12584
2019-11-09,12361
2019-11-10,12443
2019-11-11,12912
2019-11-12,13395
2019-11-13,13470
2019-11-14,13602
2019-11-15,13908
2019-11-16,14011
2019-11-17,13461
2019-11-18,13123
2019-11-19,13040
2019-11-20,13029
2019-11-21,13115
2019-11-22,13014
2019-11-23,13139
2019-11-24,13073
2019-11-25,13192
2019-11-26,13293
2019-11-27,13815
2019-11-28,13757
2019-11-29,13649
2019-11-30,13561
2019-12-01,13607
2019-12-02,13559
2019-12-03,13766
2019-12-04,13900
2019-12-05,13890
2019-12-06,13875
2019-12-07,14205
2019-12-08,14104
2019-12-09,14042
2019-12-10,13873
2019-12-11,13853
2019-12-12,13751
2019-12-13,13754
2019-12-14,13508
2019-12-15,13444
2019-12-16,13466
2019-12-17,13348
2019-12-18,13262
2019-12-19,13711
2019-12-20,13926
2019-12-21,14161
2019-12-22,13844
2019-12-23,13692
2019-12-24,13900
2019-12-25,14562
2019-12-26,15213
2019-12-27,15344
2019-12-28,15648
2019-12-29,15979
2019-12-30,15815
2019-12-31,15810
2020-01-01,16044
2020-01-02,16628
2020-01-03,16743
2020-01-04,16722
2020-01-05,16729
2020-01-06,16227
2020-01-07,15952
2020-01-08,16637
2020-01-09,16281
2020-01-10,15843
2020-01-11,15191
2020-01-12,14875
2020-01-13,14860
2020-01-14,14744
2020-01-15,14543
2020-01-16,14236
2020-01-17,13965
2020-01-18,13663
2020-01-19,13500
2020-01-20,13335
2020-01-21,13119
2020-01-22,13107
2020-01-23,13352
2020-01-24,13538
2020-01-25,13555
2020-01-26,13384
2020-01-27,13143
2020-01-28,12989
2020-01-29,12928
2020-01-30,12622
2020-01-31,12496
2020-02-01,12387
2020-02-02,12103
2020-02-03,12035
2020-02-04,11900
2020-02-05,11695
2020-02-06,11494
2020-02-07,11433
2020-02-08,11513
2020-02-09,11634
2020-02-10,11780
2020-02-11,11743
2020-02-12,11535
2020-02-13,11324
2020-02-14,11387
2020-02-15,11333
2020-02-16,10819
2020-02-17,10521
2020-02-18,10453
2020-02-19,10285
2020-02-20,10456
2020-02-21,10549
2020-02-22,10587
2020-02-23,10891
2020-02-24,11247
2020-02-25,11733
2020-02-26,12236
2020-02-27,12848
2020-02-28,13491
2020-02-29,14166
2020-03-01,14799
2020-03-02,14934
2020-03-03,15389
2020-03-04,15766
2020-03-05,15820
2020-03-06,15525
2020-03-07,15142
2020-03-08,15062
2020-03-09,15414
2020-03-10,15896
2020-03-11,16535
2020-03-12,17100
2020-03-13,17576
2020-03-14,18192
2020-03-15,18929
2020-03-16,19410
2020-03-17,19500
2020-03-18,19911
2020-03-19,20479
2020-03-20,20272
2020-03-21,19715
2020-03-22,19394
2020-03-23,19271
2020-03-24,19303
2020-03-25,19297
2020-03-26,19282
2020-03-27,18996
2020-03-28,18677
2020-03-29,18454
2020-03-30,18133
2020-03-31,17904
2020-04-01,17849
2020-04-02,17739
2020-04-03,17814
2020-04-04,17631
2020-04-05,17298
2020-04-06,17179
2020-04-07,16871
2020-04-08,16524
2020-04-09,16238
2020-04-10,15770
2020-04-11,15693
2020-04-12,15421
2020-04-13,15312
2020-04-14,15145
2020-04-15,15124
2020-04-16,14588
2020-04-17,14148
2020-04-18,14202
2020-04-19,14029
2020-04-20,14135
2020-04-21,14071
2020-04-22,14063
2020-04-23,14152
2020-04-24,14318
2020-04-25,14375
2020-04-26,14252
2020-04-27,14095
2020-04-28,13979
2020-04-29,13881
2020-04-30,13767
2020-05-01,13554
2020-05-02,13472
2020-05-03,13645
2020-05-04,13703
2020-05-05,13644
2020-05-06,13412
2020-05-07,13670
2020-05-08,13847
2020-05-09,13863
2020-05-10,13803
2020-05-11,13918
2020-05-12,13956
2020-05-13,14155
