date_obj,Raw%20cave%20eel price
2015-03-26,17285
2015-03-27,17285
2015-03-28,17285
2015-03-29,17285
2015-03-30,17285
2015-03-31,17285
2015-04-01,17285
2015-04-02,17285
2015-04-03,17285
2015-04-04,17285
2015-04-05,17285
2015-04-06,17285
2015-04-07,17285
2015-04-08,16444
2015-04-09,16444
2015-04-10,16444
2015-04-11,16444
2015-04-12,16444
2015-04-13,16444
2015-04-14,16444
2015-04-15,16444
2015-04-16,16444
2015-04-17,16444
2015-04-18,16444
2015-04-19,16444
2015-04-20,16444
2015-04-21,16444
2015-04-22,16444
2015-04-23,15624
2015-04-24,15624
2015-04-25,15624
2015-04-26,15624
2015-04-27,15624
2015-04-28,15624
2015-04-29,15624
2015-04-30,15624
2015-05-01,15624
2015-05-02,15624
2015-05-03,15624
2015-05-04,15624
2015-05-05,15624
2015-05-06,15624
2015-05-07,14850
2015-05-08,14850
2015-05-09,14850
2015-05-10,14850
2015-05-11,14850
2015-05-12,14850
2015-05-13,14850
2015-05-14,14850
2015-05-15,14850
2015-05-16,14850
2015-05-17,14850
2015-05-18,14850
2015-05-19,14850
2015-05-20,14850
2015-05-21,14850
2015-05-22,14850
2015-05-23,14850
2015-05-24,14159
2015-05-25,14159
2015-05-26,14159
2015-05-27,14159
2015-05-28,14159
2015-05-29,14159
2015-05-30,14159
2015-05-31,14159
2015-06-01,14159
2015-06-02,14159
2015-06-03,14159
2015-06-04,13453
2015-06-05,13453
2015-06-06,13453
2015-06-07,13453
2015-06-08,13453
2015-06-09,13453
2015-06-10,13453
2015-06-11,13453
2015-06-12,13453
2015-06-13,13453
2015-06-14,13453
2015-06-15,13453
2015-06-16,13453
2015-06-17,12823
2015-06-18,12823
2015-06-19,12823
2015-06-20,12823
2015-06-21,12823
2015-06-22,12823
2015-06-23,12823
2015-06-24,12823
2015-06-25,12823
2015-06-26,12823
2015-06-27,12823
2015-06-28,12823
2015-06-29,12202
2015-06-30,12202
2015-07-01,12202
2015-07-02,12202
2015-07-03,12202
2015-07-04,12202
2015-07-05,12202
2015-07-06,12202
2015-07-07,12202
2015-07-08,12202
2015-07-09,12202
2015-07-10,12202
2015-07-11,12202
2015-07-12,12202
2015-07-13,11596
2015-07-14,11596
2015-07-15,11596
2015-07-16,11596
2015-07-17,11596
2015-07-18,11596
2015-07-19,11596
2015-07-20,11596
2015-07-21,11596
2015-07-22,11596
2015-07-23,11596
2015-07-24,11596
2015-07-25,11596
2015-07-26,11596
2015-07-27,11021
2015-07-28,11021
2015-07-29,11021
2015-07-30,11021
2015-07-31,11021
2015-08-01,11021
2015-08-02,11021
2015-08-03,11021
2015-08-04,11021
2015-08-05,11021
2015-08-06,11021
2015-08-07,11021
2015-08-08,11021
2015-08-09,11021
2015-08-10,10469
2015-08-11,10469
2015-08-12,10469
2015-08-13,10469
2015-08-14,10469
2015-08-15,10469
2015-08-16,10469
2015-08-17,10469
2015-08-18,10469
2015-08-19,10469
2015-08-20,10469
2015-08-21,10469
2015-08-22,10469
2015-08-23,10469
2015-08-24,9972
2015-08-25,9972
2015-08-26,9972
2015-08-27,9972
2015-08-28,9972
2015-08-29,9972
2015-08-30,9972
2015-08-31,9972
2015-09-01,9972
2015-09-02,9972
2015-09-03,9972
2015-09-04,9972
2015-09-05,9972
2015-09-06,9972
2015-09-07,9972
2015-09-08,9972
2015-09-09,9516
2015-09-10,9516
2015-09-11,9516
2015-09-12,9516
2015-09-13,9516
2015-09-14,9516
2015-09-15,9516
2015-09-16,9516
2015-09-17,9516
2015-09-18,9516
2015-09-19,9516
2015-09-20,9516
2015-09-21,9516
2015-09-22,9516
2015-09-23,9516
2015-09-24,9516
2015-09-25,9516
2015-09-27,9064
2015-09-28,9064
2015-09-29,9064
2015-09-30,9064
2015-10-05,9064
2015-10-06,9064
2015-10-07,9064
2015-10-08,9064
2015-10-09,9064
2015-10-10,9064
2015-10-11,8634
2015-10-12,8634
2015-10-13,8634
2015-10-14,8634
2015-10-15,8634
2015-10-16,8634
2015-10-17,8634
2015-10-18,8634
2015-10-19,8634
2015-10-20,8634
2015-10-22,8634
2015-10-23,8634
2015-10-24,8634
2015-10-25,8634
2015-10-26,8216
2015-10-27,8216
2015-10-29,8216
2015-10-30,8216
2015-10-31,8216
2015-11-01,8216
2015-11-02,8216
2015-11-03,8216
2015-11-04,8216
2015-11-05,8216
2015-11-06,8216
2015-11-07,8216
2015-11-08,8216
2015-11-09,8216
2015-11-10,8216
2015-11-11,8216
2015-11-12,8216
2015-11-13,8216
2015-11-14,7870
2015-11-15,7870
2015-11-16,7870
2015-11-17,7870
2015-11-18,7870
2015-11-19,7870
2015-11-20,7870
2015-11-21,7870
2015-11-22,7870
2015-11-23,7870
2015-11-24,7870
2015-11-25,7870
2015-11-26,7870
2015-11-27,7870
2015-11-28,7870
2015-11-29,7495
2015-11-30,7495
2015-12-01,7495
2015-12-02,7495
2015-12-03,7495
2015-12-04,7495
2015-12-05,7495
2015-12-06,7495
2015-12-07,7495
2015-12-08,7495
2015-12-09,7495
2015-12-10,7495
2015-12-11,7495
2015-12-12,7142
2015-12-13,7142
2015-12-14,7142
2015-12-15,7142
2015-12-16,7142
2015-12-17,7142
2015-12-18,7142
2015-12-19,7142
2015-12-20,7142
2015-12-21,7142
2015-12-22,7142
2015-12-23,7142
2015-12-24,7142
2015-12-25,6792
2015-12-26,6792
2015-12-27,6792
2015-12-28,6792
2015-12-29,6792
2015-12-30,6792
2015-12-31,6792
2016-01-01,6792
2016-01-02,6792
2016-01-03,6792
2016-01-04,6792
2016-01-05,6792
2016-01-06,6456
2016-01-07,6456
2016-01-08,6456
2016-01-09,6456
2016-01-10,6456
2016-01-11,6456
2016-01-12,6456
2016-01-13,6456
2016-01-14,6456
2016-01-15,6456
2016-01-16,6456
2016-01-17,6135
2016-01-18,6135
2016-01-19,6135
2016-01-20,6135
2016-01-21,6135
2016-01-22,6135
2016-01-23,6135
2016-01-24,6135
2016-01-25,6135
2016-01-26,6135
2016-01-27,6135
2016-01-28,6135
2016-01-29,5841
2016-01-30,5841
2016-01-31,5841
2016-02-01,5841
2016-02-02,5841
2016-02-03,5841
2016-02-04,5841
2016-02-05,5841
2016-02-06,5841
2016-02-07,5841
2016-02-08,5841
2016-02-09,5841
2016-02-10,5550
2016-02-11,5550
2016-02-12,5550
2016-02-13,5550
2016-02-14,5550
2016-02-15,5550
2016-02-16,5550
2016-02-17,5550
2016-02-18,5550
2016-02-19,5550
2016-02-20,5550
2016-02-21,5550
2016-02-22,5280
2016-02-23,5280
2016-02-24,5280
2016-02-25,5280
2016-02-26,5280
2016-02-27,5280
2016-02-28,5280
2016-02-29,5280
2016-03-01,5280
2016-03-02,5280
2016-03-03,5016
2016-03-04,5016
2016-03-05,5016
2016-03-06,5016
2016-03-07,5016
2016-03-08,5016
2016-03-09,5016
2016-03-10,5016
2016-03-11,5016
2016-03-12,5016
2016-03-13,5016
2016-03-14,5016
2016-03-15,4781
2016-03-16,4781
2016-03-17,4781
2016-03-18,4781
