date_obj,Green%20d'hide%20body price
2016-02-02,4436
2016-02-03,4465
2016-02-04,4453
2016-02-05,4440
2016-02-06,4445
2016-02-07,4446
2016-02-08,4450
2016-02-09,4445
2016-02-10,4461
2016-02-11,4476
2016-02-12,4463
2016-02-13,4447
2016-02-14,4403
2016-02-15,4424
2016-02-16,4443
2016-02-17,4439
2016-02-18,4400
2016-02-19,4438
2016-02-20,4444
2016-02-21,4437
2016-02-22,4451
2016-02-23,4445
2016-02-24,4427
2016-02-25,4441
2016-02-26,4435
2016-02-27,4417
2016-02-28,4429
2016-02-29,4461
2016-03-01,4436
2016-03-02,4427
2016-03-03,4417
2016-03-04,4423
2016-03-05,4421
2016-03-06,4408
2016-03-07,4422
2016-03-08,4412
2016-03-09,4440
2016-03-10,4418
2016-03-11,4431
2016-03-12,4422
2016-03-13,4328
2016-03-14,4419
2016-03-15,4443
2016-03-16,4446
2016-03-17,4444
2016-03-18,4452
2016-03-19,4429
2016-03-20,4436
2016-03-21,4430
2016-03-22,4467
2016-03-23,4455
2016-03-24,4476
2016-03-25,4454
2016-03-26,4438
2016-03-27,4394
2016-03-28,4389
2016-03-29,4422
2016-03-30,4429
2016-03-31,4442
2016-04-01,4427
2016-04-02,4448
2016-04-03,4427
2016-04-04,4440
2016-04-05,4451
2016-04-06,4470
2016-04-07,4463
2016-04-08,4466
2016-04-09,4453
2016-04-10,4441
2016-04-11,4445
2016-04-12,4455
2016-04-13,4470
2016-04-14,4473
2016-04-15,4457
2016-04-16,4459
2016-04-17,4439
2016-04-18,4483
2016-04-19,4475
2016-04-20,4384
2016-04-21,4384
2016-04-22,4421
2016-04-23,4417
2016-04-24,4417
2016-04-25,4425
2016-04-26,4453
2016-04-27,4434
2016-04-28,4438
2016-04-29,4461
2016-04-30,4463
2016-05-01,4465
2016-05-02,4452
2016-05-03,4463
2016-05-04,4365
2016-05-05,4382
2016-05-06,4344
2016-05-07,4380
2016-05-08,4392
2016-05-09,4423
2016-05-10,4393
2016-05-11,4422
2016-05-12,4376
2016-05-13,4418
2016-05-14,4422
2016-05-15,4405
2016-05-16,4403
2016-05-17,4407
2016-05-18,4427
2016-05-19,4424
2016-05-22,4392
2016-05-23,4396
2016-05-24,4415
2016-05-25,4414
2016-05-26,4427
2016-05-27,4446
2016-05-28,4441
2016-05-29,4448
2016-05-30,4414
2016-05-31,4416
2016-06-01,4426
2016-06-02,4424
2016-06-03,4433
2016-06-04,4442
2016-06-05,4445
2016-06-06,4440
2016-06-07,4384
2016-06-08,4422
2016-06-09,4447
2016-06-10,4450
2016-06-11,4459
2016-06-12,4429
2016-06-13,4434
2016-06-14,4439
2016-06-15,4439
2016-06-16,4423
2016-06-17,4425
2016-06-18,4415
2016-06-19,4434
2016-06-20,4435
2016-06-21,4430
2016-06-22,4449
2016-06-23,4430
2016-06-24,4433
2016-06-25,4443
2016-06-26,4448
2016-06-27,4443
2016-06-28,4449
2016-06-29,4449
2016-06-30,4443
2016-07-01,4451
2016-07-02,4461
2016-07-03,4446
2016-07-04,4450
2016-07-05,4414
2016-07-06,4419
2016-07-07,4438
2016-07-08,4461
2016-07-09,4447
2016-07-10,4459
2016-07-11,4448
2016-07-12,4452
2016-07-13,4470
2016-07-14,4466
2016-07-15,4455
2016-07-16,4421
2016-07-17,4396
2016-07-18,4427
2016-07-23,4453
2016-07-24,4451
2016-07-25,4449
2016-07-26,4425
2016-07-27,4422
2016-07-28,4440
2016-07-29,4459
2016-07-30,4432
2016-07-31,4435
2016-08-01,4432
2016-08-02,4445
2016-08-03,4453
2016-08-04,4455
2016-08-05,4426
2016-08-06,4435
2016-08-07,4445
2016-08-08,4426
2016-08-09,4431
2016-08-10,4427
2016-08-11,4417
2016-08-12,4430
2016-08-13,4413
2016-08-14,4409
2016-08-15,4420
2016-08-16,4449
2016-08-17,4429
2016-08-18,4437
2016-08-19,4432
2016-08-20,4455
2016-08-21,4425
2016-08-22,4428
2016-08-23,4419
2016-08-24,4439
2016-08-25,4429
2016-08-26,4445
2016-08-28,4423
2016-08-31,4420
2016-09-01,4447
2016-09-02,4423
2016-09-03,4436
2016-09-04,4424
2016-09-05,4432
2016-09-06,4430
2016-09-07,4450
2016-09-08,4444
2016-09-09,4460
2016-09-10,4423
2016-09-11,4411
2016-09-12,4440
2016-09-13,4448
2016-09-14,4446
2016-09-15,4449
2016-09-16,4448
2016-09-17,4444
2016-09-18,4398
2016-09-19,4427
2016-09-20,4393
2016-09-21,4432
2016-09-22,4432
2016-09-23,4458
2016-09-24,4454
2016-09-25,4445
2016-09-26,4432
2016-09-27,4434
2016-09-28,4410
2016-09-29,4424
2016-09-30,4430
2016-10-01,4417
2016-10-02,4402
2016-10-03,4419
2016-10-04,4421
2016-10-05,4445
2016-10-06,4451
2016-10-07,4442
2016-10-08,4448
2016-10-09,4430
2016-10-10,4460
2016-10-11,4449
2016-10-12,4428
2016-10-13,4441
2016-10-14,4463
2016-10-15,4450
2016-10-16,4429
2016-10-17,4452
2016-10-18,4457
2016-10-19,4460
2016-10-20,4468
2016-10-21,4472
2016-10-22,4457
2016-10-23,4458
2016-10-24,4452
2016-10-25,4453
2016-10-26,4461
2016-10-27,4464
2016-10-28,4460
2016-10-29,4428
2016-10-30,4437
2016-10-31,4446
2016-11-01,4426
2016-11-02,4435
2016-11-03,4426
2016-11-04,4445
2016-11-05,4442
2016-11-06,4460
2016-11-07,4448
2016-11-08,4452
2016-11-09,4469
2016-11-10,4479
2016-11-11,4477
2016-11-12,4473
2016-11-13,4470
2016-11-14,4462
2016-11-15,4469
2016-12-07,4466
2016-12-08,4462
2016-12-09,4436
2016-12-10,4403
2016-12-11,4441
2016-12-12,4431
2016-12-13,4444
2016-12-14,4433
2016-12-15,4457
2016-12-16,4453
2016-12-17,4455
2016-12-18,4456
2016-12-19,4450
2016-12-20,4458
2016-12-21,4467
2016-12-22,4458
2016-12-23,4448
2016-12-24,4451
2016-12-25,4454
2016-12-26,4419
2016-12-27,4371
2016-12-28,4413
2016-12-29,4417
2016-12-30,4428
2016-12-31,4433
2017-01-01,4388
2017-01-02,4417
2017-01-03,4421
2017-01-04,4422
2017-01-05,4429
2017-01-06,4415
2017-01-07,4401
2017-01-08,4416
2017-01-09,4434
2017-01-10,4439
2017-01-11,4450
2017-01-12,4469
2017-01-13,4453
2017-01-14,4440
2017-01-15,4448
2017-01-16,4461
2017-01-17,4474
2017-01-18,4482
2017-01-19,4477
2017-01-20,4484
2017-01-21,4488
2017-01-22,4461
2017-01-23,4469
2017-01-27,4443
2017-01-28,4454
2017-01-29,4441
2017-01-30,4431
2017-01-31,4459
2017-02-01,4471
2017-02-02,4455
2017-02-03,4464
2017-02-04,4467
2017-02-05,4466
2017-02-06,4472
2017-02-07,4473
2017-02-08,4455
2017-02-09,4441
2017-02-10,4442
2017-02-11,4411
2017-02-12,4439
2017-02-13,4447
2017-02-14,4448
2017-02-15,4447
2017-02-16,4420
2017-02-18,4440
2017-02-19,4433
2017-02-20,4434
2017-02-21,4438
2017-02-22,4440
2017-02-23,4450
2017-02-24,4440
2017-02-25,4420
2017-02-26,4427
2017-02-27,4440
2017-02-28,4457
2017-03-01,4456
2017-03-02,4467
2017-03-03,4458
2017-03-04,4436
2017-03-05,4431
2017-03-06,4455
2017-03-07,4462
2017-03-08,4451
2017-03-09,4465
2017-03-10,4459
2017-03-11,4452
2017-03-12,4377
2017-03-13,4452
2017-03-14,4444
2017-03-15,4449
2017-03-16,4475
2017-03-17,4456
2017-03-18,4456
2017-03-19,4451
2017-03-20,4447
2017-03-21,4456
2017-03-22,4453
2017-03-23,4446
2017-03-24,4396
2017-03-25,4408
2017-03-26,4449
2017-03-27,4453
2017-03-28,4454
2017-03-29,4454
2017-03-30,4444
2017-03-31,4440
2017-04-01,4437
2017-04-02,4440
2017-04-03,4459
2017-04-04,4479
2017-04-12,4457
2017-04-13,4462
2017-04-14,4460
2017-04-15,4473
2017-04-16,4471
2017-04-17,4473
2017-04-18,4472
2017-04-19,4470
2017-04-20,4454
2017-04-21,4447
2017-04-22,4389
2017-04-23,4385
2017-04-24,4399
2017-04-25,4420
2017-04-26,4430
2017-04-27,4429
2017-04-28,4437
2017-04-29,4455
2017-04-30,4458
2017-05-01,4457
2017-05-02,4470
2017-05-03,4453
2017-05-04,4455
2017-05-05,4452
2017-05-06,4407
2017-05-07,4442
2017-05-08,4423
2017-05-09,4451
2017-05-10,4449
2017-05-11,4436
2017-05-12,4425
2017-05-13,4421
2017-05-14,4427
2017-05-15,4441
2017-05-16,4448
2017-05-17,4452
2017-05-18,4448
2017-05-19,4370
2017-05-20,4397
2017-05-21,4384
2017-05-22,4433
2017-05-23,4454
2017-05-24,4446
2017-05-25,4356
2017-05-26,4351
2017-05-27,4407
2017-05-28,4392
2017-05-29,4366
2017-05-30,4401
2017-05-31,4411
2017-06-01,4414
2017-06-02,4415
2017-06-03,4425
2017-06-04,4381
2017-06-05,4427
2017-06-06,4396
2017-06-07,4399
2017-06-08,4395
2017-06-09,4365
2017-06-10,4385
2017-06-11,4355
2017-06-12,4375
2017-06-13,4418
2017-06-14,4399
2017-06-15,4389
2017-06-16,4389
2017-06-17,4335
2017-06-18,4363
2017-06-19,4375
2017-06-20,4403
2017-06-21,4395
2017-06-22,4396
2017-06-23,4404
2017-06-24,4394
2017-06-25,4330
2017-06-26,4362
2017-06-27,4397
2017-06-28,4392
2017-06-29,4403
2017-06-30,4365
2017-07-01,4306
2017-07-02,4326
2017-07-03,4377
2017-07-04,4365
2017-07-05,4364
2017-07-06,4416
2017-07-07,4416
2017-07-08,4397
2017-07-13,4368
2017-07-14,4370
2017-07-15,4294
2017-07-16,4365
2017-07-17,4394
2017-07-18,4396
2017-07-19,4420
2017-07-20,4412
2017-07-21,4408
2017-07-22,4376
2017-07-23,4388
2017-07-24,4412
2017-07-25,4399
2017-07-26,4398
2017-07-27,4422
2017-07-28,4415
2017-07-29,4350
2017-07-30,4368
2017-07-31,4373
2017-08-01,4351
2017-08-02,4416
2017-08-03,4414
2017-08-04,4410
2017-08-05,4395
2017-08-06,4355
2017-08-09,4404
2017-08-10,4388
2017-08-11,4397
2017-08-12,4407
2017-08-13,4367
2017-08-14,4396
2017-08-15,4361
2017-08-16,4393
2017-08-17,4410
2017-08-18,4406
2017-08-19,4392
2017-08-20,4396
2017-08-21,4414
2017-08-22,4413
2017-08-23,4398
2017-08-24,4364
2017-08-25,4371
2017-08-26,4358
2017-08-27,4377
2017-08-28,4391
2017-08-29,4381
2017-08-30,4392
2017-08-31,4398
2017-09-01,4395
2017-09-02,4366
2017-09-03,4340
2017-09-04,4355
2017-09-05,4373
2017-09-06,4374
2017-09-07,4402
2017-09-08,4404
2017-09-09,4383
2017-09-10,4371
2017-09-11,4389
2017-09-12,4394
2017-09-13,4403
2017-09-14,4393
2017-09-15,4421
2017-09-16,4400
2017-09-17,4395
2017-09-18,4379
2017-09-19,4414
2017-09-20,4409
2017-09-21,4395
2017-09-22,4394
2017-09-23,4380
2017-09-24,4383
2017-09-25,4402
2017-09-26,4410
2017-09-27,4415
2017-09-28,4382
2017-09-29,4399
2017-09-30,4409
2017-10-01,4370
2017-10-02,4409
2017-10-03,4420
2017-10-04,4415
2017-10-05,4418
2017-10-06,4428
2017-10-07,4412
2017-10-08,4390
2017-10-09,4425
2017-10-10,4423
2017-10-11,4427
2017-10-12,4423
2017-10-13,4409
2017-10-14,4341
2017-10-15,4327
2017-10-16,4378
2017-10-17,4403
2017-10-18,4426
2017-10-19,4414
2017-10-20,4364
2017-10-21,4350
2017-10-22,4364
2017-10-23,4388
2017-10-24,4356
2017-10-25,4395
2017-10-26,4387
2017-10-27,4383
2017-10-28,4320
2017-10-29,4336
2017-10-30,4373
2017-10-31,4396
2017-11-01,4368
2017-11-02,4367
2017-11-03,4391
2017-11-04,4392
2017-11-05,4388
2017-11-06,4388
2017-11-07,4406
2017-11-08,4403
2017-11-09,4412
2017-11-10,4382
2017-11-11,4366
2017-11-12,4377
2017-11-13,4381
2017-11-14,4368
2017-11-15,4364
2017-11-16,4398
2017-11-17,4363
2017-11-18,4354
2017-11-19,4317
2017-11-20,4333
2017-11-21,4377
2017-11-22,4378
2017-11-23,4376
2017-11-24,4360
2017-11-25,4391
2017-11-26,4388
2017-11-27,4353
2017-11-28,4346
2017-11-29,4344
2017-11-30,4337
2017-12-01,4360
2017-12-02,4352
2017-12-03,4369
2017-12-04,4376
2017-12-05,4377
2017-12-06,4376
2017-12-07,4379
2017-12-08,4371
2017-12-09,4375
2017-12-10,4377
2017-12-11,4386
2017-12-12,4385
2017-12-13,4387
2017-12-14,4355
2017-12-15,4367
2017-12-16,4288
2017-12-17,4323
2017-12-18,4372
2017-12-19,4342
2017-12-20,4355
2017-12-21,4381
2017-12-22,4380
2017-12-23,4376
2017-12-24,4385
2017-12-25,4383
2017-12-26,4336
2017-12-27,4294
2017-12-28,4284
2017-12-29,4314
2017-12-30,4337
2017-12-31,4346
2018-01-01,4337
2018-01-02,4306
2018-01-03,4307
2018-01-04,4324
2018-01-05,4354
2018-01-06,4343
2018-01-07,4342
2018-01-08,4354
2018-01-09,4363
2018-01-10,4366
2018-01-11,4382
2018-01-12,4355
2018-01-13,4333
2018-01-14,4315
2018-01-15,4345
2018-01-16,4334
2018-01-17,4352
2018-01-18,4340
2018-01-19,4337
2018-01-20,4325
2018-01-21,4293
2018-01-22,4343
2018-01-23,4351
2018-01-25,4368
2018-01-26,4365
2018-01-27,4340
2018-01-28,4318
2018-01-29,4359
2018-01-30,4356
2018-01-31,4393
2018-02-01,4385
2018-02-02,4383
2018-02-03,4364
2018-02-04,4364
2018-02-05,4391
2018-02-06,4379
2018-02-07,4388
2018-02-08,4379
2018-02-09,4400
2018-02-10,4327
2018-02-11,4343
2018-02-12,4366
2018-02-13,4361
2018-02-14,4352
2018-02-15,4352
2018-02-16,4327
2018-02-17,4311
2018-02-18,4352
2018-02-19,4366
2018-02-20,4353
2018-02-21,4355
2018-02-22,4384
2018-02-23,4381
2018-02-24,4365
2018-02-25,4358
2018-02-26,4391
2018-02-27,4384
2018-02-28,4377
2018-03-01,4379
2018-03-02,4389
2018-03-03,4378
2018-03-04,4360
2018-03-05,4374
2018-03-06,4363
2018-03-07,4364
2018-03-08,4362
2018-03-09,4357
2018-03-10,4369
2018-03-11,4362
2018-03-12,4381
2018-03-13,4377
2018-03-14,4376
2018-03-15,4381
2018-03-16,4390
2018-03-17,4369
2018-03-18,4368
2018-03-19,4381
2018-03-20,4389
2018-03-21,4401
2018-03-23,4398
2018-03-24,4374
2018-03-25,4331
2018-03-26,4310
2018-03-27,4357
2018-03-28,4352
2018-03-29,4387
2018-03-30,4377
2018-03-31,4350
2018-04-01,4363
2018-04-02,4311
2018-04-03,4375
2018-04-04,4383
2018-04-05,4361
2018-04-06,4368
2018-04-07,4349
2018-04-08,4358
2018-04-09,4364
2018-04-10,4376
2018-04-11,4366
2018-04-12,4380
2018-04-13,4393
2018-04-14,4386
2018-04-15,4379
2018-04-16,4375
2018-04-17,4368
2018-04-18,4363
2018-04-19,4352
2018-04-20,4344
2018-04-21,4350
2018-04-22,4379
2018-04-23,4382
2018-04-24,4361
2018-04-25,4348
2018-04-26,4317
2018-04-27,4328
2018-04-28,4351
2018-04-29,4343
2018-04-30,4360
2018-05-01,4372
2018-05-04,4381
2018-05-05,4388
2018-05-06,4391
2018-05-07,4398
2018-05-08,4397
2018-05-09,4378
2018-05-10,4369
2018-05-11,4340
2018-05-12,4336
2018-05-13,4313
2018-05-14,4356
2018-05-15,4357
2018-05-16,4374
2018-05-17,4332
2018-05-18,4370
2018-05-19,4345
2018-05-20,4307
2018-05-21,4341
2018-05-22,4309
2018-05-23,4374
2018-05-24,4369
2018-05-25,4371
2018-05-26,4358
2018-05-27,4327
2018-05-28,4352
2018-05-29,4344
2018-05-30,4385
2018-05-31,4388
2018-06-01,4381
2018-06-02,4373
2018-06-03,4351
2018-06-04,4366
2018-06-05,4352
2018-06-06,4385
2018-06-07,4365
2018-06-08,4390
2018-06-09,4355
2018-06-10,4324
2018-06-11,4338
2018-06-12,4334
2018-06-13,4340
2018-06-14,4322
2018-06-15,4321
2018-06-16,4350
2018-06-17,4335
2018-06-18,4361
2018-06-19,4361
2018-06-20,4375
2018-06-21,4367
2018-06-22,4356
2018-06-23,4282
2018-06-24,4312
2018-06-25,4328
2018-06-26,4319
2018-06-27,4330
2018-06-28,4356
2018-06-29,4361
2018-06-30,4357
2018-07-01,4352
2018-07-02,4356
2018-07-03,4356
2018-07-04,4367
2018-07-05,4380
2018-07-06,4378
2018-07-07,4391
2018-07-08,4344
2018-07-09,4361
2018-07-10,4361
2018-07-11,4337
2018-07-12,4350
2018-07-13,4381
2018-07-14,4321
2018-07-15,4329
2018-07-16,4323
2018-07-17,4345
2018-07-18,4304
2018-07-19,4310
2018-07-20,4339
2018-07-21,4316
2018-07-22,4286
2018-07-23,4303
2018-07-24,4322
2018-07-25,4343
2018-07-26,4329
2018-07-27,4333
2018-07-28,4346
2018-07-29,4291
2018-07-30,4278
2018-07-31,4323
2018-08-01,4304
2018-08-02,4326
2018-08-03,4243
2018-08-04,4269
2018-08-05,4299
2018-08-06,4308
2018-08-07,4304
2018-08-08,4314
2018-08-09,4322
2018-08-10,4305
2018-08-11,4238
2018-08-12,4280
2018-08-14,4317
2018-08-16,4334
2018-08-17,4336
2018-08-18,4276
2018-08-19,4261
2018-08-20,4303
2018-08-21,4273
2018-08-22,4323
2018-08-23,4297
2018-08-24,4304
2018-08-25,4260
2018-08-26,4268
2018-08-27,4301
2018-08-28,4284
2018-08-29,4313
2018-08-30,4298
2018-08-31,4319
2018-09-01,4323
2018-09-02,4265
2018-09-03,4231
2018-09-04,4304
2018-09-05,4313
2018-09-06,4342
2018-09-07,4330
2018-09-08,4317
2018-09-09,4275
2018-09-10,4316
2018-09-11,4337
2018-09-12,4342
2018-09-13,4375
2018-09-14,4351
2018-09-15,4339
2018-09-16,4353
2018-09-17,4353
2018-09-18,4343
2018-09-19,4337
2018-09-20,4370
2018-09-21,4340
2018-09-22,4322
2018-09-23,4327
2018-09-24,4318
2018-09-25,4349
2018-09-26,4347
2018-09-27,4359
2018-09-28,4350
2018-09-29,4287
2018-09-30,4257
2018-10-01,4301
2018-10-02,4278
2018-10-03,4273
2018-10-04,4306
2018-10-05,4309
2018-10-06,4276
2018-10-07,4253
2018-10-08,4269
2018-10-09,4285
2018-10-10,4306
2018-10-11,4285
2018-10-12,4294
2018-10-13,4298
2018-10-14,4303
2018-10-15,4322
2018-10-16,4305
2018-10-17,4313
2018-10-18,4322
2018-10-19,4308
2018-10-20,4299
2018-10-21,4312
2018-10-22,4333
2018-10-23,4340
2018-10-24,4348
2018-10-25,4343
2018-10-26,4334
2018-10-27,4335
2018-10-28,4343
2018-10-29,4333
2018-10-30,4358
2018-10-31,4355
2018-11-01,4349
2018-11-03,4333
2018-11-04,4309
2018-11-05,4324
2018-11-06,4339
2018-11-07,4327
2018-11-08,4338
2018-11-09,4349
2018-11-10,4347
2018-11-11,4261
2018-11-12,4302
2018-11-13,4295
2018-11-14,4301
2018-11-15,4315
2018-11-16,4278
2018-11-17,4263
2018-11-18,4255
2018-11-19,4301
2018-11-20,4316
2018-11-21,4312
2018-11-22,4317
2018-11-23,4297
2018-11-24,4315
2018-11-25,4322
2018-11-26,4336
2018-11-27,4334
2018-11-28,4335
2018-11-29,4343
2018-12-01,4336
2018-12-02,4334
2018-12-03,4325
2018-12-05,4338
2018-12-07,4282
2018-12-09,4324
2018-12-10,4342
2018-12-11,4344
2018-12-12,4354
2018-12-13,4358
2018-12-14,4360
2018-12-15,4332
2018-12-16,4338
2018-12-17,4343
2018-12-18,4353
2018-12-19,4359
2018-12-20,4353
2018-12-21,4361
2018-12-22,4350
2018-12-23,4342
2018-12-24,4349
2018-12-25,4323
2018-12-26,4288
2018-12-27,4298
2018-12-28,4306
2018-12-29,4314
2018-12-30,4290
2018-12-31,4291
2019-01-01,4254
2019-01-02,4276
2019-01-03,4294
2019-01-04,4291
2019-01-05,4310
2019-01-06,4304
2019-01-08,4320
2019-01-10,4334
2019-01-11,4347
2019-01-12,4349
2019-01-13,4333
2019-01-14,4305
2019-01-15,4309
2019-01-16,4313
2019-01-17,4293
2019-01-18,4306
2019-01-19,4301
2019-01-20,4291
2019-01-21,4311
2019-01-22,4314
2019-01-23,4314
2019-01-24,4290
2019-01-25,4301
2019-01-26,4293
2019-01-27,4293
2019-01-28,4310
2019-01-29,4319
2019-01-30,4325
2019-01-31,4320
2019-02-01,4328
2019-02-02,4330
2019-02-03,4329
2019-02-04,4337
2019-02-05,4342
2019-02-06,4336
2019-02-07,4342
2019-02-08,4326
2019-02-09,4320
2019-02-10,4309
2019-02-11,4323
2019-02-12,4325
2019-02-13,4297
2019-02-14,4316
2019-02-15,4310
2019-02-16,4283
2019-02-17,4309
2019-02-18,4309
2019-02-19,4293
2019-02-20,4304
2019-02-21,4312
2019-02-22,4319
2019-02-23,4322
2019-02-24,4326
2019-02-25,4339
2019-02-26,4341
2019-02-27,4326
2019-02-28,4250
2019-03-01,4312
2019-03-02,4328
2019-03-03,4334
2019-03-04,4350
2019-03-05,4359
2019-03-06,4364
2019-03-07,4366
2019-03-08,4374
2019-03-09,4380
2019-03-10,4375
2019-03-11,4387
2019-03-12,4384
2019-03-13,4371
2019-03-14,4370
2019-03-15,4292
2019-03-16,4289
2019-03-17,4294
2019-03-18,4300
2019-03-19,4316
2019-03-20,4331
2019-03-21,4324
2019-03-22,4332
2019-03-23,4342
2019-03-24,4327
2019-03-25,4311
2019-03-26,4317
2019-03-27,4313
2019-03-28,4331
