date_obj,Rock-shell%20plate price
2019-04-07,38632
2019-04-08,38751
2019-04-09,38617
2019-04-10,38902
2019-04-11,38515
2019-04-12,38346
2019-04-13,38560
2019-04-14,38475
2019-04-15,38527
2019-04-16,38691
2019-04-17,38624
2019-04-18,38526
2019-04-19,38518
2019-04-20,38600
2019-04-21,38523
2019-04-22,38435
2019-04-23,38449
2019-04-24,38755
2019-04-25,38593
2019-04-26,38615
2019-04-27,38813
2019-04-28,38285
2019-04-29,38460
2019-04-30,38498
2019-05-01,38655
2019-05-02,38637
2019-05-03,38316
2019-05-04,38432
2019-05-05,38558
2019-05-06,38506
2019-05-07,38525
2019-05-08,38446
2019-05-09,38438
2019-05-10,38725
2019-05-11,38532
2019-05-12,38517
2019-05-13,38447
2019-05-14,38703
2019-05-15,38619
2019-05-16,38489
2019-05-17,38473
2019-05-18,38747
2019-05-19,38546
2019-05-20,38417
2019-05-21,38638
2019-05-22,38559
2019-05-23,38894
2019-05-24,38453
2019-05-25,38758
2019-05-26,39001
2019-05-27,38507
2019-05-28,38599
2019-05-29,38568
2019-05-30,38523
2019-05-31,38387
2019-06-01,38486
2019-06-02,38552
2019-06-03,39034
2019-06-04,38429
2019-06-05,38832
2019-06-06,38458
2019-06-07,38456
2019-06-08,38519
2019-06-09,38603
2019-06-10,38603
2019-06-11,38540
2019-06-12,38511
2019-06-13,38563
2019-06-14,38647
2019-06-15,38712
2019-06-16,38294
2019-06-17,38420
2019-06-18,38876
2019-06-19,38599
2019-06-20,38580
2019-06-21,38379
2019-06-22,38497
2019-06-23,38626
2019-06-24,38734
2019-06-25,38776
2019-06-26,38615
2019-06-27,38535
2019-06-28,38535
2019-06-29,38492
2019-06-30,38833
2019-07-01,38576
2019-07-02,38391
2019-07-03,38473
2019-07-04,38541
2019-07-05,38580
2019-07-06,38675
2019-07-07,38846
2019-07-08,38820
2019-07-09,38548
2019-07-10,38701
2019-07-11,38390
2019-07-12,38472
2019-07-13,38747
2019-07-14,38578
2019-07-15,38449
2019-07-16,38634
2019-07-17,38469
2019-07-18,38512
2019-07-19,38641
2019-07-20,38554
2019-07-21,38600
2019-07-22,38461
2019-07-23,38608
2019-07-24,38140
2019-07-25,38090
2019-07-26,38476
2019-07-27,38624
2019-07-28,38640
2019-07-29,38350
2019-07-30,38730
2019-07-31,38486
2019-08-01,38656
2019-08-02,38089
2019-08-03,38336
2019-08-04,38491
2019-08-05,38489
2019-08-06,38485
2019-08-07,38280
2019-08-08,38432
2019-08-09,38432
2019-08-10,38349
2019-08-11,38662
2019-08-12,38495
2019-08-13,38310
2019-08-14,38284
2019-08-15,38556
2019-08-16,38565
2019-08-17,38565
2019-08-18,38674
2019-08-19,38928
2019-08-20,38293
2019-08-21,38568
2019-08-22,38370
2019-08-23,38458
2019-08-24,38427
2019-08-24,38427
2019-08-25,38561
2019-08-25,38561
2019-08-26,38414
2019-08-26,38414
2019-08-27,37926
2019-08-27,37926
2019-08-28,38558
2019-08-29,38931
2019-08-30,38323
2019-08-31,38323
2019-09-01,38686
2019-09-02,38686
2019-09-03,38492
2019-09-04,38569
2019-09-05,38782
2019-09-06,38411
2019-09-07,38547
2019-09-08,38497
2019-09-09,38533
2019-09-10,38457
2019-09-11,39099
2019-09-12,38347
2019-09-13,38352
2019-09-14,38378
2019-09-15,38483
2019-09-16,38163
2019-09-17,38548
2019-09-18,37831
2019-09-19,38395
2019-09-20,38365
2019-09-21,38202
2019-09-22,38353
2019-09-23,38725
2019-09-24,38725
2019-09-25,38303
2019-09-26,38505
2019-09-27,38455
2019-09-28,38229
2019-09-29,38229
2019-09-30,38379
2019-10-01,37978
2019-10-02,38169
2019-10-03,38378
2019-10-04,38365
2019-10-05,38573
2019-10-06,38307
2019-10-07,38424
2019-10-08,38265
2019-10-09,38265
2019-10-10,38522
2019-10-11,38502
2019-10-12,38180
2019-10-13,38365
2019-10-14,38693
2019-10-15,39445
2019-10-16,38291
2019-10-17,38221
2019-10-18,38302
2019-10-19,38576
2019-10-20,38409
2019-10-21,38200
2019-10-22,37440
2019-10-23,38182
2019-10-24,38548
2019-10-25,38450
2019-10-26,38345
2019-10-27,38361
2019-10-28,38477
2019-10-29,38477
2019-10-30,38689
2019-10-31,37407
2019-11-01,38127
2019-11-02,38373
2019-11-03,38466
2019-11-04,38323
2019-11-05,38323
2019-11-06,38531
2019-11-07,38271
2019-11-08,38442
2019-11-09,38395
2019-11-10,38287
2019-11-11,38306
2019-11-12,38292
2019-11-13,38547
2019-11-14,38634
2019-11-15,38630
2019-11-16,38326
2019-11-17,38326
2019-11-18,38353
2019-11-19,38285
2019-11-20,38385
2019-11-21,38385
2019-11-22,38298
2019-11-23,38188
2019-11-24,38712
2019-11-25,38325
2019-11-26,38179
2019-11-27,38179
2019-11-28,38689
2019-11-29,38689
2019-11-30,38223
2019-12-01,38101
2019-12-02,38525
2019-12-03,38267
2019-12-04,38383
2019-12-05,38383
2019-12-06,38612
2019-12-07,38328
2019-12-08,38469
2019-12-09,38327
2019-12-10,38017
2019-12-11,38301
2019-12-12,38301
2019-12-13,38377
2019-12-14,38288
2019-12-15,38298
2019-12-16,38372
2019-12-17,38520
2019-12-18,38490
2019-12-19,38084
2019-12-20,38587
2019-12-21,38372
2019-12-22,38730
2019-12-23,38523
2019-12-24,39022
2019-12-25,38545
2019-12-26,38545
2019-12-27,38764
2019-12-28,38264
2019-12-29,38810
2019-12-30,38298
2019-12-31,38293
2020-01-01,38634
2020-01-02,38557
2020-01-03,38297
2020-01-04,38317
2020-01-05,38376
2020-01-06,38403
2020-01-07,38246
2020-01-08,38246
2020-01-09,38424
2020-01-10,38252
2020-01-11,38484
2020-01-12,38389
2020-01-13,38389
2020-01-14,38376
2020-01-15,38633
2020-01-16,38389
2020-01-17,38870
2020-01-18,38595
2020-01-19,38560
2020-01-20,38889
2020-01-21,38889
2020-01-22,38517
2020-01-23,38455
2020-01-24,38512
2020-01-25,38673
2020-01-26,38272
2020-01-27,38621
2020-01-28,38507
2020-01-29,38623
2020-01-30,38542
2020-01-31,37265
2020-02-01,38260
2020-02-02,38594
2020-02-03,38420
2020-02-04,38550
2020-02-05,38446
2020-02-06,38494
2020-02-07,38542
2020-02-08,38474
2020-02-09,38321
2020-02-10,38734
2020-02-11,38422
2020-02-12,38334
2020-02-13,38395
2020-02-14,38600
2020-02-15,38420
2020-02-16,38422
2020-02-17,38595
2020-02-18,38265
2020-02-19,38553
2020-02-20,38403
2020-02-21,38403
2020-02-22,38205
2020-02-23,38288
2020-02-24,38478
2020-02-25,38243
2020-02-26,38777
2020-02-27,38399
2020-02-28,38412
2020-02-29,38449
2020-03-01,38167
2020-03-02,38382
2020-03-03,38529
2020-03-04,38604
2020-03-05,39009
2020-03-06,38559
2020-03-07,38239
2020-03-08,38444
2020-03-09,38409
2020-03-10,38187
2020-03-11,38372
2020-03-12,38596
2020-03-13,38555
2020-03-14,38486
2020-03-15,38485
2020-03-16,38519
2020-03-17,38793
2020-03-18,38132
2020-03-19,38635
2020-03-20,38354
2020-03-21,38526
2020-03-22,38474
2020-03-23,38567
2020-03-24,38307
2020-03-25,38835
2020-03-26,38323
2020-03-27,38463
2020-03-28,38546
2020-03-29,38374
2020-03-30,38605
2020-03-31,38511
2020-04-01,38442
2020-04-02,38588
2020-04-03,38456
2020-04-04,38297
2020-04-05,38524
2020-04-06,38502
2020-04-07,38404
2020-04-08,38428
2020-04-09,38553
2020-04-10,38332
2020-04-11,38568
2020-04-12,38473
2020-04-13,38295
2020-04-14,38431
2020-04-15,38382
2020-04-16,38633
2020-04-17,38369
2020-04-18,38548
2020-04-19,39331
2020-04-20,40193
2020-04-21,38377
2020-04-22,38506
2020-04-23,38550
2020-04-24,38417
2020-04-25,38666
2020-04-26,38484
2020-04-27,38434
2020-04-28,38538
2020-04-29,38339
2020-04-30,37843
2020-05-01,38707
2020-05-02,38669
2020-05-03,38313
2020-05-04,38632
2020-05-05,38440
2020-05-06,38490
2020-05-07,38434
2020-05-08,38439
2020-05-09,38311
2020-05-10,38510
2020-05-11,38384
2020-05-12,38497
2020-05-13,38484
