date_obj,Pink%20robe%20bottoms price
2015-03-04,16500
2015-03-05,16500
2015-03-06,16500
2015-03-07,16500
2015-03-08,16500
2015-03-09,16500
2015-03-10,16500
2015-03-11,16500
2015-03-12,16500
2015-03-13,16500
2015-03-14,16500
2015-03-15,16500
2015-03-16,16500
2015-03-17,16500
2015-03-18,16500
2015-03-19,16500
2015-03-20,16500
2015-03-21,16500
2015-03-22,16500
2015-03-23,16500
2015-03-24,16500
2015-03-25,16500
2015-03-26,15722
2015-03-27,15722
2015-03-28,15722
2015-03-29,15722
2015-03-30,15722
2015-03-31,15722
2015-04-01,15722
2015-04-02,15722
2015-04-03,15722
2015-04-04,15722
2015-04-05,15722
2015-04-06,15722
2015-04-07,15722
2015-04-08,15722
2015-04-09,15722
2015-04-10,15722
2015-04-11,15722
2015-04-12,15722
2015-04-13,15722
2015-04-14,15722
2015-04-15,15722
2015-04-16,15722
2015-04-17,15722
2015-04-18,15722
2015-04-19,15722
2015-04-20,15722
2015-04-21,15722
2015-04-22,15722
2015-04-23,15722
2015-04-24,15722
2015-04-25,15722
2015-04-26,14939
2015-04-27,14939
2015-04-28,14939
2015-04-29,14939
2015-04-30,14939
2015-05-01,14939
2015-05-02,14939
2015-05-03,14939
2015-05-04,14939
2015-05-05,14939
2015-05-06,14939
2015-05-07,14939
2015-05-08,14939
2015-05-09,14939
2015-05-10,14939
2015-05-11,14939
2015-05-12,14939
2015-05-13,14939
2015-05-14,14939
2015-05-15,14939
2015-05-16,14939
2015-05-17,14939
2015-05-18,14939
2015-05-19,14939
2015-05-20,14939
2015-05-21,14939
2015-05-22,14939
2015-05-23,14939
2015-05-24,14939
2015-05-25,14939
2015-05-26,14939
2015-05-27,14939
2015-05-28,14192
2015-05-29,14192
2015-05-30,14192
2015-05-31,14192
2015-06-01,14192
2015-06-02,14192
2015-06-03,14192
2015-06-04,14192
2015-06-05,14192
2015-06-06,14192
2015-06-07,14192
2015-06-08,14192
2015-06-09,14192
2015-06-10,14192
2015-06-11,14192
2015-06-12,14192
2015-06-13,14192
2015-06-14,14192
2015-06-15,14192
2015-06-16,14192
2015-06-17,14192
2015-06-18,14192
2015-06-19,14192
2015-06-20,14192
2015-06-21,13489
2015-06-22,13489
2015-06-23,13489
2015-06-24,13489
2015-06-25,13489
2015-06-26,13489
2015-06-27,13489
2015-06-28,13489
2015-06-29,13489
2015-06-30,13489
2015-07-01,13489
2015-07-02,13489
2015-07-03,13489
2015-07-04,13489
2015-07-05,13489
2015-07-06,13489
2015-07-07,13489
2015-07-08,13489
2015-07-09,13489
2015-07-10,13489
2015-07-11,13489
2015-07-12,13489
2015-07-13,13489
2015-07-14,13489
2015-07-15,13489
2015-07-16,13489
2015-07-17,13489
2015-07-18,12825
2015-07-19,12825
2015-07-20,12825
2015-07-21,12825
2015-07-22,12825
2015-07-23,12825
2015-07-24,12825
2015-07-25,12825
2015-07-26,12825
2015-07-27,12825
2015-07-28,12825
2015-07-29,12825
2015-07-30,12825
2015-07-31,12825
2015-08-01,12825
2015-08-02,12825
2015-08-03,12825
2015-08-04,12825
2015-08-05,12825
2015-08-06,12825
2015-08-07,12825
2015-08-08,12825
2015-08-09,12825
2015-08-10,12825
2015-08-11,12199
2015-08-12,12199
2015-08-13,12199
2015-08-14,12199
2015-08-15,12199
2015-08-16,12199
2015-08-17,12199
2015-08-18,12199
2015-08-19,12199
2015-08-20,12199
2015-08-21,12199
2015-08-22,12199
2015-08-23,12199
2015-08-24,12199
2015-08-25,12199
2015-08-26,12199
2015-08-27,12199
2015-08-28,12199
2015-08-29,12199
2015-08-30,12199
2015-08-31,12199
2015-09-01,209
2015-09-02,12199
2015-09-07,11624
2015-09-08,11624
2015-09-10,11624
2015-09-14,11624
2015-09-16,11624
2015-09-22,11624
2015-09-23,11624
2015-09-24,11624
2015-09-25,11624
2015-09-27,11624
2015-09-28,11091
2015-09-29,11091
2015-09-30,11091
2015-10-05,11091
2015-10-06,11091
2015-10-07,11091
2015-10-08,11091
2015-10-09,11091
2015-10-10,11091
2015-10-11,11091
2015-10-12,11091
2015-10-13,11091
2015-10-14,11091
2015-10-15,11091
2015-10-16,11091
2015-10-17,11091
2015-10-18,11091
2015-10-19,11091
2015-10-20,11091
2015-10-22,11091
2015-10-23,11091
2015-10-24,11091
2015-10-25,11091
2015-10-26,10556
2015-10-27,10556
2015-10-29,10556
2015-10-30,10556
2015-10-31,10556
2015-11-01,10556
2015-11-02,10556
2015-11-03,10556
2015-11-04,10556
2015-11-05,10556
2015-11-06,10556
2015-11-07,10556
2015-11-08,10556
2015-11-09,10556
2015-11-10,10556
2015-11-11,10556
2015-11-12,10556
2015-11-13,10556
2015-11-14,10556
2015-11-15,10556
2015-11-16,10556
2015-11-17,10556
2015-11-18,10556
2015-11-19,10556
2015-11-20,10556
2015-11-21,10556
2015-11-22,10556
2015-11-23,10556
2015-11-24,10040
2015-11-25,10040
2015-11-26,10040
2015-11-27,10040
2015-11-28,10040
2015-11-29,10040
2015-11-30,10040
2015-12-01,10040
2015-12-02,10040
2015-12-03,10040
2015-12-04,10040
2015-12-05,10040
2015-12-06,10040
2015-12-07,10040
2015-12-08,10040
2015-12-09,10040
2015-12-10,10040
2015-12-11,10040
2015-12-12,10040
2015-12-13,10040
2015-12-14,10040
2015-12-15,10040
2015-12-16,10040
2015-12-17,10040
2015-12-18,9568
2015-12-19,9568
2015-12-20,9568
2015-12-21,9568
2015-12-22,9568
2015-12-23,9568
2015-12-24,9568
2015-12-25,9568
2015-12-26,9568
2015-12-27,9568
2015-12-28,9568
2015-12-29,9568
2015-12-30,9568
2015-12-31,9568
2016-01-01,9568
2016-01-02,9568
2016-01-03,9568
2016-01-04,9568
2016-01-05,9568
2016-01-06,9568
2016-01-07,9568
2016-01-08,9568
2016-01-09,9110
2016-01-10,9110
2016-01-11,9110
2016-01-12,9110
2016-01-13,9110
2016-01-14,9110
2016-01-15,9110
2016-01-16,9110
2016-01-17,9110
2016-01-18,9110
2016-01-19,9110
2016-01-20,9110
2016-01-21,9110
2016-01-22,9110
2016-01-23,9110
2016-01-24,9110
2016-01-25,9110
2016-01-26,9110
2016-01-27,9110
2016-01-28,9110
2016-01-29,9110
2016-01-30,8676
2016-01-31,8676
2016-02-01,8676
2016-02-02,8676
2016-02-03,8676
2016-02-04,8676
2016-02-05,8676
2016-02-06,8676
2016-02-07,8676
2016-02-08,8676
2016-02-09,8676
2016-02-10,8676
2016-02-11,8676
2016-02-12,8676
2016-02-13,8676
2016-02-14,8676
2016-02-15,8676
2016-02-16,8676
2016-02-17,8676
2016-02-18,8676
2016-02-19,8254
2016-02-20,8254
2016-02-21,8254
2016-02-22,8254
2016-02-23,8254
2016-02-24,8254
2016-02-25,8254
2016-02-26,8254
2016-02-27,8254
2016-02-28,8254
2016-02-29,8254
2016-03-01,8254
2016-03-02,8254
2016-03-03,8254
2016-03-04,8254
2016-03-05,8254
2016-03-06,8254
2016-03-07,7847
2016-03-08,7847
2016-03-09,7847
2016-03-10,7847
2016-03-11,7847
2016-03-12,7847
2016-03-13,7847
2016-03-14,7847
2016-03-15,7847
2016-03-16,7847
2016-03-17,7847
2016-03-18,7847
2016-03-19,7847
2016-03-20,7847
2016-03-21,7847
2016-03-22,7847
2016-03-23,7466
2016-03-24,7466
2016-03-25,7466
2016-03-26,7466
2016-03-27,7466
2016-03-28,7466
2016-03-29,7466
2016-03-30,7466
2016-03-31,7466
2016-04-01,7466
2016-04-02,7466
2016-04-03,7466
2016-04-04,7466
2016-04-05,7466
2016-04-06,7466
2016-04-07,7466
2016-04-08,7466
2016-04-09,7466
2016-04-10,7466
2016-04-11,7466
2016-04-12,7097
2016-04-14,7097
2016-04-15,7097
2016-04-16,7097
2016-04-17,7097
2016-04-18,7097
2016-04-19,7097
2016-04-20,7097
2016-04-21,7097
2016-04-22,7097
2016-04-23,7097
2016-04-24,7097
2016-04-25,7097
2016-04-26,7097
2016-04-27,7097
2016-04-28,7097
2016-04-29,7097
2016-04-30,7097
2016-05-01,6745
2016-05-02,6745
2016-05-03,6745
2016-05-04,6745
2016-05-05,6745
2016-05-06,6745
2016-05-07,6745
2016-05-08,6745
2016-05-09,6745
2016-05-10,6745
2016-05-11,6745
2016-05-12,6745
2016-05-13,6745
2016-05-14,6745
2016-05-15,6745
2016-05-16,6745
2016-05-17,6416
2016-05-18,6416
2016-05-19,6416
2016-05-22,6416
2016-05-23,6416
2016-05-24,6416
2016-05-25,6416
2016-05-26,6416
2016-05-27,6416
2016-05-28,6416
2016-05-29,6416
2016-05-30,6416
2016-05-31,6416
2016-06-01,6416
2016-06-02,6122
2016-06-03,6122
2016-06-04,6122
2016-06-05,6122
2016-06-06,6122
2016-06-07,6122
2016-06-08,6122
2016-06-09,6122
2016-06-10,6122
2016-06-11,6122
2016-06-12,6122
2016-06-13,6122
2016-06-14,6122
2016-06-15,6122
2016-06-16,5833
2016-06-17,5833
2016-06-18,5833
2016-06-19,5833
2016-06-20,5833
2016-06-21,5833
2016-06-22,5833
2016-06-23,5833
2016-06-24,5833
2016-06-25,5833
2016-06-26,5833
2016-06-27,5833
2016-06-28,5833
2016-06-29,5833
2016-06-30,5545
2016-07-01,5545
2016-07-02,5545
2016-07-03,5545
2016-07-04,5545
2016-07-05,5545
2016-07-06,5545
2016-07-07,5280
2016-07-08,5280
2016-07-09,5280
2016-07-10,5280
2016-07-11,5016
2016-07-12,5016
2016-07-13,5016
2016-07-14,5016
2016-07-15,5016
2016-07-16,5016
2016-07-17,5016
2016-07-18,4787
2016-07-23,4787
2016-07-24,4787
2016-07-25,4787
2016-07-26,4560
2016-07-27,4560
2016-07-28,4560
2016-07-29,4560
2016-07-30,4560
2016-07-31,4560
2016-08-01,4560
2016-08-02,4560
2016-08-03,4334
2016-08-04,4334
2016-08-05,4334
2016-08-06,4334
2016-08-07,4334
2016-08-08,4334
2016-08-09,4334
2016-08-10,4334
2016-08-11,4334
2016-08-12,4334
2016-08-13,4334
2016-08-14,4118
2016-08-15,4118
