date_obj,Red%20headband price
2019-03-30,1295
2019-03-31,1310
2019-04-01,1356
2019-04-02,1356
2019-04-03,1390
2019-04-04,1390
2019-04-05,1385
2019-04-06,1385
2019-04-07,1376
2019-04-08,1360
2019-04-09,1360
2019-04-10,1348
2019-04-11,1299
2019-04-12,1258
2019-04-13,1224
2019-04-14,1176
2019-04-15,1176
2019-04-16,1117
2019-04-17,1117
2019-04-18,1062
2019-04-19,1008
2019-04-20,1004
2019-04-21,1004
2019-04-22,1006
2019-04-23,1000
2019-04-24,1000
2019-04-25,992
2019-04-26,1003
2019-04-27,1003
2019-04-28,1018
2019-04-29,1018
2019-04-30,1059
2019-05-01,1059
2019-05-02,1080
2019-05-03,1080
2019-05-04,1106
2019-05-05,1106
2019-05-06,1105
2019-05-07,1105
2019-05-08,1112
2019-05-09,1112
2019-05-10,1092
2019-05-11,1092
2019-05-12,1094
2019-05-13,1125
2019-05-14,1125
2019-05-15,1159
2019-05-16,1159
2019-05-17,1193
2019-05-18,1223
2019-05-19,1223
2019-05-20,1257
2019-05-21,1257
2019-05-22,1283
2019-05-23,1283
2019-05-24,1332
2019-05-25,1332
2019-05-26,1316
2019-05-27,1316
2019-05-28,1306
2019-05-29,1306
2019-05-30,1307
2019-05-31,1307
2019-06-01,1276
2019-06-02,1276
2019-06-03,1271
2019-06-04,1271
2019-06-05,1267
2019-06-06,1267
2019-06-07,1288
2019-06-08,1288
2019-06-09,1346
2019-06-10,1346
2019-06-11,1411
2019-06-12,1411
2019-06-13,1467
2019-06-14,1467
2019-06-15,1528
2019-06-16,1604
2019-06-17,1604
2019-06-18,1685
2019-06-19,1685
2019-06-20,1766
2019-06-21,1766
2019-06-22,1816
2019-06-23,1816
2019-06-24,1837
2019-06-25,1837
2019-06-26,1890
2019-06-27,1890
2019-06-28,1933
2019-06-29,1933
2019-06-30,1927
2019-07-01,1927
2019-07-02,1927
2019-07-03,1927
2019-07-04,1894
2019-07-05,1894
2019-07-06,1801
2019-07-07,1801
2019-07-08,1748
2019-07-09,1748
2019-07-10,1682
2019-07-11,1682
2019-07-12,1603
2019-07-13,1603
2019-07-14,1533
2019-07-15,1533
2019-07-16,1533
2019-07-17,1533
2019-07-18,1533
2019-07-19,1533
2019-07-20,1510
2019-07-21,1510
2019-07-22,1545
2019-07-23,1545
2019-07-24,1545
2019-07-25,1545
2019-07-26,1545
2019-07-27,1556
2019-07-28,1556
2019-07-29,1604
2019-07-30,1604
2019-07-31,1647
2019-08-01,1647
2019-08-02,1694
2019-08-03,1744
2019-08-04,1744
2019-08-05,1723
2019-08-06,1723
2019-08-07,1791
2019-08-08,1791
2019-08-09,1869
2019-08-10,1955
2019-08-11,1955
2019-08-12,1959
2019-08-13,1959
2019-08-14,1965
2019-08-15,1965
2019-08-16,1958
2019-08-17,1958
2019-08-18,1963
2019-08-19,1963
2019-08-20,1981
2019-08-21,1981
2019-08-22,1967
2019-08-23,1967
2019-08-24,1950
2019-08-24,1950
2019-08-25,1950
2019-08-25,1950
2019-08-26,1890
2019-08-26,1890
2019-08-27,1890
2019-08-27,1890
2019-08-28,1898
2019-08-29,1898
2019-08-30,1919
2019-08-31,1919
2019-09-01,1854
2019-09-02,1854
2019-09-03,1817
2019-09-04,1817
2019-09-05,1817
2019-09-06,1785
2019-09-07,1785
2019-09-08,1725
2019-09-09,1725
2019-09-10,1725
2019-09-11,1731
2019-09-12,1731
2019-09-13,1731
2019-09-14,1723
2019-09-15,1723
2019-09-16,1700
2019-09-17,1700
2019-09-18,1684
2019-09-19,1684
2019-09-20,1684
2019-09-21,1609
2019-09-22,1609
2019-09-23,1590
2019-09-24,1590
2019-09-25,1590
2019-09-26,1612
2019-09-27,1612
2019-09-28,1618
2019-09-29,1618
2019-09-30,1607
2019-10-01,1607
2019-10-02,1634
2019-10-03,1634
2019-10-04,1636
2019-10-05,1636
2019-10-06,1625
2019-10-07,1625
2019-10-08,1614
2019-10-09,1614
2019-10-10,1614
2019-10-11,1608
2019-10-12,1608
2019-10-13,1537
2019-10-14,1537
2019-10-15,1523
2019-10-16,1523
2019-10-17,1523
2019-10-18,1502
2019-10-19,1502
2019-10-20,1508
2019-10-21,1508
2019-10-22,1508
2019-10-23,1505
2019-10-24,1505
2019-10-25,1496
2019-10-26,1496
2019-10-27,1516
2019-10-28,1516
2019-10-29,1508
2019-10-30,1508
2019-10-31,1512
2019-11-01,1512
2019-11-02,1530
2019-11-03,1530
2019-11-04,1588
2019-11-05,1588
2019-11-06,1588
2019-11-07,1625
2019-11-08,1625
2019-11-09,1661
2019-11-10,1661
2019-11-11,1662
2019-11-12,1662
2019-11-13,1662
2019-11-14,1674
2019-11-15,1674
2019-11-16,1599
2019-11-17,1599
2019-11-18,1590
2019-11-19,1590
2019-11-20,1590
2019-11-21,1587
2019-11-22,1587
2019-11-23,1611
2019-11-24,1611
2019-11-25,1669
2019-11-26,1669
2019-11-27,1669
2019-11-28,1655
2019-11-29,1655
2019-11-30,1710
2019-12-01,1710
2019-12-02,1710
2019-12-03,1725
2019-12-04,1725
2019-12-05,1725
2019-12-06,1727
2019-12-07,1727
2019-12-08,1725
2019-12-09,1725
2019-12-10,1748
2019-12-11,1748
2019-12-12,1748
2019-12-13,1747
2019-12-14,1747
2019-12-15,1713
2019-12-16,1713
2019-12-17,1701
2019-12-18,1701
2019-12-19,1701
2019-12-20,1684
2019-12-21,1684
2019-12-22,1693
2019-12-23,1693
2019-12-24,1693
2019-12-25,1729
2019-12-26,1729
2019-12-27,1722
2019-12-28,1722
2019-12-29,1722
2019-12-30,1699
2019-12-31,1699
2020-01-01,1699
2020-01-02,1665
2020-01-03,1665
2020-01-04,1702
2020-01-05,1702
2020-01-06,1650
2020-01-07,1650
2020-01-08,1592
2020-01-09,1592
2020-01-10,1636
2020-01-11,1636
2020-01-12,1637
2020-01-13,1637
2020-01-14,1637
2020-01-15,1593
2020-01-16,1593
2020-01-17,1618
2020-01-18,1618
2020-01-19,1636
2020-01-20,1636
2020-01-21,1636
2020-01-22,1625
2020-01-23,1625
2020-01-24,1663
2020-01-25,1663
2020-01-26,1679
2020-01-27,1679
2020-01-28,1669
2020-01-29,1669
2020-01-30,1630
2020-01-31,1630
2020-02-01,1612
2020-02-02,1642
2020-02-03,1642
2020-02-04,1711
2020-02-05,1711
2020-02-06,1693
2020-02-07,1693
2020-02-08,1651
2020-02-09,1651
2020-02-10,1641
2020-02-11,1641
2020-02-12,1687
2020-02-13,1687
2020-02-14,1722
2020-02-15,1722
2020-02-16,1722
2020-02-17,1719
2020-02-18,1719
2020-02-19,1659
2020-02-20,1659
2020-02-21,1671
2020-02-22,1706
2020-02-23,1706
2020-02-24,1708
2020-02-25,1708
2020-02-26,1687
2020-02-27,1687
2020-02-28,1684
2020-02-29,1684
2020-03-01,1680
2020-03-02,1680
2020-03-03,1721
2020-03-04,1721
2020-03-05,1718
2020-03-06,1718
2020-03-07,1675
2020-03-08,1675
2020-03-09,1649
2020-03-10,1649
2020-03-11,1654
2020-03-12,1654
2020-03-13,1671
2020-03-14,1671
2020-03-15,1668
2020-03-16,1668
2020-03-17,1650
2020-03-18,1650
2020-03-19,1660
2020-03-20,1698
2020-03-21,1778
2020-03-22,1839
2020-03-23,1913
2020-03-24,1987
2020-03-25,2061
2020-03-26,2157
2020-03-27,2220
2020-03-28,2220
2020-03-29,2266
2020-03-30,2276
2020-03-31,2276
2020-04-01,2264
2020-04-02,2265
2020-04-03,2265
2020-04-04,2224
2020-04-05,2224
2020-04-06,2131
2020-04-07,2037
2020-04-08,1976
2020-04-09,1956
2020-04-10,1956
2020-04-11,1885
2020-04-12,1819
2020-04-13,1760
2020-04-14,1696
2020-04-15,1640
2020-04-16,1640
2020-04-17,1612
2020-04-18,1631
2020-04-19,1616
2020-04-20,1616
2020-04-21,1622
2020-04-22,1595
2020-04-23,1595
2020-04-24,1546
2020-04-25,1546
2020-04-26,1519
2020-04-27,1503
2020-04-28,1494
2020-04-29,1494
2020-04-30,1488
2020-05-01,1488
2020-05-02,1467
2020-05-03,1439
2020-05-04,1439
2020-05-05,1464
2020-05-06,1451
2020-05-07,1451
2020-05-08,1437
2020-05-09,1392
2020-05-10,1370
2020-05-11,1370
2020-05-12,1398
2020-05-13,1450
