date_obj,Lava%20staff%20upgrade%20kit price
2017-02-08,138000
2017-02-09,138000
2017-02-10,131100
2017-02-11,131100
2017-02-12,131100
2017-02-13,131100
2017-02-14,124545
2017-02-15,124545
2017-02-16,124545
2017-02-18,124545
2017-02-19,124545
2017-02-20,124545
2017-02-21,118317
2017-02-22,118317
2017-02-23,118317
2017-02-24,118317
2017-02-25,118317
2017-02-26,118317
2017-02-27,118317
2017-02-28,118317
2017-03-01,118317
2017-03-02,112401
2017-03-03,112401
2017-03-04,112401
2017-03-05,112401
2017-03-06,112401
2017-03-07,112401
2017-03-08,112401
2017-03-09,112401
2017-03-10,112401
2017-03-11,106780
2017-03-12,106780
2017-03-13,106780
2017-03-14,106780
2017-03-15,106780
2017-03-16,106780
2017-03-17,106780
2017-03-18,106780
2017-03-19,106780
2017-03-20,106780
2017-03-21,104215
2017-03-22,104215
2017-03-23,104215
2017-03-24,104215
2017-03-25,104215
2017-03-26,104215
2017-03-27,104215
2017-03-28,104215
2017-03-29,104215
2017-03-30,104215
2017-03-31,104215
2017-04-01,100512
2017-04-02,100512
2017-04-03,100512
2017-04-04,100512
2017-04-12,96313
2017-04-13,96313
2017-04-14,96313
2017-04-15,96313
2017-04-16,96313
2017-04-17,96313
2017-04-18,96313
2017-04-19,96313
2017-04-20,96313
2017-04-21,96313
2017-04-22,96313
2017-04-23,91646
2017-04-24,91646
2017-04-25,91646
2017-04-26,91646
2017-04-27,91646
2017-04-28,91646
2017-04-29,91646
2017-04-30,91646
2017-05-01,91646
2017-05-02,91646
2017-05-03,91646
2017-05-04,87063
2017-05-05,87063
2017-05-06,87063
2017-05-07,87063
2017-05-08,87063
2017-05-09,87063
2017-05-10,87063
2017-05-11,87063
2017-05-12,87063
2017-05-13,87063
2017-05-14,87063
2017-05-15,87063
2017-05-16,82716
2017-05-17,82716
2017-05-18,82716
2017-05-19,82716
2017-05-20,82716
2017-05-21,82716
2017-05-22,82716
2017-05-23,82716
2017-05-24,82716
2017-05-25,82716
2017-05-26,82716
2017-05-27,82716
2017-05-28,82716
2017-05-29,82716
2017-05-30,82716
2017-05-31,79779
2017-06-01,79779
2017-06-02,79779
2017-06-03,79779
2017-06-04,79779
2017-06-06,79779
2017-06-07,79779
2017-06-08,79779
2017-06-09,79779
2017-06-10,79779
2017-06-11,79779
2017-06-12,79779
2017-06-13,80299
2017-06-14,80299
2017-06-15,80299
2017-06-16,80299
2017-06-17,80299
2017-06-18,80299
2017-06-19,80299
2017-06-20,80299
2017-06-21,80299
2017-06-22,80299
2017-06-23,80299
2017-06-24,80299
2017-06-25,80299
2017-06-26,80299
2017-06-27,80969
2017-06-28,80969
2017-06-29,80969
2017-06-30,80969
2017-07-01,80969
2017-07-02,80969
2017-07-03,80969
2017-07-04,80969
2017-07-05,80969
2017-07-06,80969
2017-07-07,80969
2017-07-08,80969
2017-07-13,84026
2017-07-14,84026
2017-07-15,84026
2017-07-16,84026
2017-07-17,84026
2017-07-18,84026
2017-07-19,84026
2017-07-20,84026
2017-07-21,84026
2017-07-22,84026
2017-07-23,81678
2017-07-24,81678
2017-07-25,81678
2017-07-26,81678
2017-07-27,81678
2017-07-28,81678
2017-07-29,81678
2017-07-30,81678
2017-07-31,81678
2017-08-01,81678
2017-08-02,81678
2017-08-03,81678
2017-08-04,81678
2017-08-05,82264
2017-08-06,82264
2017-08-09,82264
2017-08-10,82264
2017-08-11,82264
2017-08-12,82264
2017-08-13,82264
2017-08-14,82264
2017-08-15,82264
2017-08-17,82264
2017-08-18,82264
2017-08-19,82264
2017-08-20,82045
2017-08-21,82045
2017-08-22,82045
2017-08-23,82045
2017-08-24,82045
2017-08-25,82045
2017-08-26,82045
2017-08-27,82045
2017-08-28,82045
2017-08-29,82045
2017-08-30,82045
2017-08-31,82045
2017-09-01,82045
2017-09-02,81729
2017-09-03,81729
2017-09-04,81729
2017-09-05,81729
2017-09-06,81729
2017-09-07,81729
2017-09-08,81729
2017-09-09,81729
2017-09-10,81729
2017-09-11,81729
2017-09-12,81729
2017-09-13,81729
2017-09-14,81729
2017-09-15,81729
2017-09-16,77642
2017-09-17,77642
2017-09-19,77642
2017-09-20,77642
2017-09-21,77642
2017-09-22,77642
2017-09-23,77642
2017-09-24,77642
2017-09-25,77642
2017-09-26,77642
2017-09-27,77642
2017-09-28,77642
2017-09-29,74934
2017-09-30,74934
2017-10-01,74934
2017-10-02,74934
2017-10-03,74934
2017-10-04,74934
2017-10-05,74934
2017-10-06,74934
2017-10-07,74934
2017-10-08,74934
2017-10-09,74934
2017-10-10,74934
2017-10-11,74934
2017-10-12,74934
2017-10-13,74934
2017-10-14,71187
2017-10-15,71187
2017-10-16,71187
2017-10-17,71187
2017-10-18,71187
2017-10-19,71187
2017-10-20,71187
2017-10-21,71187
2017-10-22,71187
2017-10-23,71187
2017-10-24,71187
2017-10-25,71187
2017-10-26,71187
2017-10-27,71187
2017-10-28,71187
2017-10-29,71187
2017-10-30,69737
2017-10-31,69737
2017-11-01,69737
2017-11-02,69737
2017-11-03,69737
2017-11-04,69737
2017-11-05,69737
2017-11-06,69737
2017-11-07,69737
2017-11-08,69737
2017-11-09,69737
2017-11-10,69737
2017-11-11,69737
2017-11-12,69737
2017-11-13,69737
2017-11-14,69737
2017-11-15,67496
2017-11-16,67496
2017-11-17,67496
2017-11-18,67496
2017-11-19,67496
2017-11-20,67496
2017-11-21,67496
2017-11-22,67496
2017-11-23,67496
2017-11-24,67496
2017-11-25,67496
2017-11-26,67496
2017-11-27,67496
2017-11-28,67496
2017-11-29,67496
2017-11-30,67496
2017-12-01,66226
2017-12-02,66226
2017-12-03,66226
2017-12-04,66226
2017-12-05,66226
2017-12-06,66226
2017-12-07,66226
2017-12-08,66226
2017-12-09,66226
2017-12-10,66226
2017-12-11,66226
2017-12-12,66226
2017-12-14,66226
2017-12-15,66226
2017-12-16,66226
2017-12-17,66226
2017-12-18,66527
2017-12-19,66527
2017-12-20,66527
2017-12-21,66527
2017-12-22,66527
2017-12-23,66527
2017-12-24,66527
2017-12-25,66527
2017-12-26,66527
2017-12-27,66527
2017-12-28,66527
2017-12-29,66527
2017-12-30,66527
2017-12-31,66527
2018-01-01,66527
2018-01-02,67009
2018-01-03,67009
2018-01-04,67009
2018-01-05,67009
2018-01-06,67009
2018-01-07,67009
2018-01-08,67009
2018-01-09,67009
2018-01-10,67009
2018-01-11,67009
2018-01-12,67009
2018-01-13,67009
2018-01-14,67009
2018-01-15,67009
2018-01-16,65401
2018-01-17,65401
2018-01-18,65401
2018-01-19,65401
2018-01-20,65401
2018-01-21,65401
2018-01-22,65401
2018-01-23,65401
2018-01-25,62903
2018-01-26,62903
2018-01-27,62903
2018-01-28,62903
2018-01-29,62903
2018-01-31,62903
2018-02-01,62868
2018-02-02,62868
2018-02-03,62868
2018-02-04,62868
2018-02-05,62868
2018-02-06,62868
2018-02-07,62868
2018-02-08,62868
2018-02-09,64298
2018-02-10,64298
2018-02-11,64298
2018-02-12,64298
2018-02-13,64298
2018-02-14,64298
2018-02-15,64298
2018-02-16,64298
2018-02-17,66553
2018-02-18,66553
2018-02-19,66553
2018-02-20,66553
2018-02-21,66553
2018-02-22,66553
2018-02-23,66553
2018-02-24,66553
2018-02-25,67150
2018-02-26,67150
2018-02-27,67150
2018-02-28,67150
2018-03-01,67150
2018-03-02,67150
2018-03-03,67150
2018-03-04,67150
2018-03-05,67765
2018-03-06,67765
2018-03-07,67765
2018-03-08,67765
2018-03-09,67765
2018-03-10,67765
2018-03-11,67765
2018-03-12,67765
2018-03-13,66015
2018-03-14,66015
2018-03-15,66015
2018-03-16,66015
2018-03-17,66015
2018-03-18,66015
2018-03-19,66015
2018-03-20,66015
2018-03-21,66015
2018-03-23,67975
2018-03-24,67975
2018-03-25,67975
2018-03-26,67975
2018-03-27,67975
2018-03-28,67975
2018-03-29,67975
2018-03-30,67975
2018-03-31,67975
2018-04-01,67025
2018-04-02,67025
2018-04-03,67025
2018-04-04,67025
2018-04-05,67025
2018-04-06,67025
2018-04-07,67025
2018-04-08,67025
2018-04-09,67025
2018-04-10,67726
2018-04-11,67726
2018-04-12,67726
2018-04-13,67726
2018-04-14,67726
2018-04-15,67726
2018-04-16,67726
2018-04-17,67726
2018-04-18,67726
2018-04-19,67726
2018-04-20,68551
2018-04-21,68551
2018-04-22,68551
2018-04-23,68551
2018-04-24,68551
2018-04-25,68551
2018-04-26,68551
2018-04-27,68551
2018-04-28,68551
2018-04-29,69155
2018-04-30,69155
2018-05-01,69155
2018-05-04,69155
2018-05-05,69155
2018-05-06,69155
2018-05-08,69155
2018-05-09,69403
2018-05-10,69403
2018-05-11,69403
2018-05-12,69403
2018-05-13,69403
2018-05-14,69403
2018-05-15,69403
2018-05-16,69403
2018-05-17,69403
2018-05-18,71732
2018-05-19,71732
2018-05-20,71732
2018-05-21,71732
2018-05-22,71732
2018-05-23,71732
2018-05-24,71732
2018-05-25,71732
2018-05-26,71732
2018-05-27,71732
2018-05-28,72351
2018-05-29,72351
2018-05-30,72351
2018-05-31,72351
2018-06-01,72351
2018-06-02,72351
2018-06-03,72351
2018-06-04,72351
2018-06-05,75610
2018-06-06,75610
2018-06-07,75610
2018-06-08,75610
2018-06-09,75610
2018-06-10,75610
2018-06-11,75610
2018-06-12,75610
2018-06-13,75610
2018-06-14,77004
2018-06-15,77004
2018-06-16,77004
2018-06-17,77004
2018-06-18,77004
2018-06-19,77004
2018-06-20,77004
2018-06-21,77004
2018-06-22,77004
2018-06-23,77004
2018-06-24,76498
2018-06-25,76498
2018-06-26,76498
2018-06-27,76498
2018-06-28,76498
2018-06-29,76498
2018-06-30,76498
2018-07-01,76498
2018-07-02,76498
2018-07-03,75819
2018-07-04,75819
2018-07-05,75819
2018-07-06,75819
2018-07-07,75819
2018-07-08,75819
2018-07-09,75819
2018-07-10,75819
2018-07-11,75819
2018-07-12,75819
2018-07-13,75819
2018-07-14,75819
2018-07-15,75819
2018-07-16,75819
2018-07-17,75819
2018-07-18,75819
2018-07-19,76564
2018-07-20,76564
2018-07-21,76564
2018-07-22,76564
2018-07-23,76564
2018-07-24,76564
2018-07-25,76564
2018-07-26,76564
2018-07-27,73139
2018-07-28,73139
2018-07-29,73139
2018-07-30,73139
2018-07-31,73139
2018-08-01,73139
2018-08-02,73139
2018-08-03,73139
2018-08-04,73139
2018-08-05,72534
2018-08-06,72534
2018-08-07,72534
2018-08-08,72534
2018-08-09,72534
2018-08-10,72534
2018-08-11,72534
2018-08-12,72534
2018-08-14,75450
2018-08-16,75450
2018-08-17,75450
2018-08-18,75450
2018-08-19,75450
2018-08-20,75450
2018-08-21,75450
2018-08-22,78956
2018-08-23,78956
2018-08-24,78956
2018-08-25,78956
2018-08-26,78956
2018-08-27,78956
2018-08-28,78956
2018-08-29,78956
2018-08-30,78956
2018-08-31,81530
2018-09-01,81530
2018-09-02,81530
2018-09-03,81530
2018-09-04,81530
2018-09-05,81530
2018-09-06,81530
2018-09-07,81530
2018-09-08,79339
2018-09-09,79339
2018-09-10,79339
2018-09-11,79339
2018-09-12,79339
2018-09-13,79339
2018-09-14,79339
2018-09-15,79339
2018-09-16,79339
2018-09-17,82257
2018-09-18,82257
2018-09-19,82257
2018-09-20,82257
2018-09-21,82257
2018-09-22,82257
2018-09-23,82257
2018-09-24,80307
2018-09-25,80307
2018-09-26,80307
2018-09-27,80307
2018-09-28,80307
2018-09-29,80307
2018-09-30,80307
2018-10-02,77659
2018-10-03,77659
2018-10-04,77659
2018-10-05,77659
2018-10-06,77659
2018-10-07,77659
2018-10-08,73953
2018-10-09,73953
2018-10-10,73953
2018-10-11,73953
2018-10-12,73953
2018-10-13,73953
2018-10-14,73953
2018-10-15,70344
2018-10-16,70344
2018-10-17,70344
2018-10-18,70344
2018-10-19,70344
2018-10-20,70344
2018-10-21,70344
2018-10-22,70344
2018-10-23,68881
2018-10-24,68881
2018-10-25,68881
2018-10-26,68881
2018-10-27,68881
2018-10-28,68881
2018-10-29,68881
2018-10-30,68881
2018-10-31,67398
2018-11-01,67398
2018-11-03,67398
2018-11-04,67398
2018-11-05,67398
2018-11-06,67467
2018-11-07,67467
2018-11-08,67467
2018-11-09,67467
2018-11-10,67467
2018-11-11,67467
2018-11-12,67163
2018-11-13,67163
2018-11-14,67163
2018-11-15,67163
2018-11-16,67163
2018-11-17,65778
2018-11-18,65778
2018-11-19,65778
2018-11-20,65778
2018-11-21,65778
2018-11-22,66865
2018-11-23,66865
2018-11-24,66865
2018-11-25,66865
2018-11-26,66865
2018-11-27,64389
2018-11-28,64389
2018-11-29,64389
2018-12-01,64389
2018-12-02,63795
2018-12-03,63795
2018-12-04,63795
2018-12-05,63795
2018-12-07,63795
2018-12-09,65135
2018-12-10,65135
2018-12-11,65135
2018-12-12,65135
2018-12-13,66691
2018-12-14,66691
2018-12-15,66691
2018-12-16,66691
2018-12-17,66691
2018-12-18,67837
2018-12-19,67837
2018-12-20,67837
2018-12-21,67837
2018-12-22,67837
2018-12-23,68603
2018-12-24,68603
2018-12-25,68603
2018-12-26,68603
2018-12-27,67149
2018-12-28,67149
2018-12-29,67149
2018-12-30,67149
2018-12-31,67433
2019-01-01,67433
2019-01-02,67433
2019-01-03,67433
2019-01-04,67600
2019-01-05,67600
2019-01-06,67600
2019-01-08,70398
2019-01-10,70398
2019-01-11,70398
2019-01-12,68399
2019-01-13,68399
2019-01-14,68399
2019-01-15,68399
2019-01-16,68399
2019-01-17,64979
2019-01-18,64979
2019-01-19,64979
2019-01-20,64979
2019-01-22,61730
2019-01-23,61730
2019-01-25,60849
2019-01-26,60849
2019-01-27,60849
2019-01-28,60849
2019-01-29,59525
2019-01-30,59525
2019-01-31,59525
2019-02-01,59525
2019-02-02,59525
2019-02-03,61769
2019-02-04,61769
2019-02-05,61769
2019-02-06,61769
2019-02-07,61769
2019-02-08,63888
2019-02-09,63888
2019-02-10,63888
2019-02-11,63888
2019-02-12,63888
2019-02-13,64043
2019-02-14,64043
2019-02-15,64043
2019-02-16,64043
2019-02-17,64043
2019-02-18,63482
2019-02-19,63482
2019-02-20,63482
2019-02-21,63482
2019-02-22,63482
2019-02-23,62831
2019-02-24,62831
2019-02-25,62831
2019-02-26,62831
2019-02-27,62831
2019-02-28,62831
2019-03-01,62831
2019-03-02,62831
2019-03-03,62831
2019-03-04,64684
2019-03-05,64684
2019-03-06,64684
2019-03-07,64684
2019-03-08,64684
2019-03-09,67599
2019-03-10,67599
2019-03-11,67599
2019-03-12,67599
2019-03-13,67599
2019-03-14,67871
2019-03-15,67871
2019-03-16,67871
2019-03-17,67871
2019-03-18,67871
2019-03-19,67871
2019-03-20,67735
2019-03-21,67735
2019-03-22,67735
2019-03-23,67735
2019-03-24,67735
2019-03-25,67735
2019-03-26,69611
2019-03-27,69611
2019-03-28,69611
2019-03-29,69611
2019-03-30,69611
2019-03-31,69611
2019-04-01,66977
2019-04-02,66977
2019-04-03,66977
2019-04-04,66977
2019-04-05,66977
2019-04-06,66977
2019-04-07,67741
2019-04-08,67741
2019-04-09,67741
2019-04-10,67741
2019-04-11,67741
2019-04-12,67741
2019-04-13,67268
2019-04-14,67268
2019-04-15,67268
2019-04-16,67268
2019-04-17,67268
2019-04-18,67268
2019-04-19,66062
2019-04-20,66062
2019-04-21,66062
2019-04-22,66062
2019-04-23,66062
2019-04-24,66062
2019-04-25,63449
2019-04-26,63449
2019-04-27,63449
2019-04-28,63449
2019-04-29,63449
2019-04-30,63449
2019-05-01,63449
2019-05-02,62669
2019-05-03,62669
2019-05-04,62669
2019-05-05,62669
2019-05-06,62669
2019-05-07,62537
2019-05-08,62537
2019-05-09,62537
2019-05-10,62537
2019-05-11,62537
2019-05-12,62537
2019-05-13,62131
2019-05-14,62131
2019-05-15,62131
2019-05-16,62131
2019-05-17,62131
2019-05-18,62131
2019-05-19,64381
2019-05-20,64381
2019-05-21,64381
2019-05-22,64381
2019-05-23,64381
2019-05-24,64381
2019-05-25,67260
2019-05-26,67260
2019-05-27,67260
2019-05-28,67260
2019-05-29,67260
2019-05-30,67260
2019-05-31,70045
2019-06-01,70045
2019-06-02,70045
2019-06-03,70045
2019-06-04,70045
2019-06-05,70045
2019-06-06,72407
2019-06-07,72407
2019-06-08,72407
2019-06-09,72407
2019-06-10,72407
2019-06-11,72407
2019-06-12,73661
2019-06-13,73661
2019-06-14,73661
2019-06-15,73661
2019-06-16,73661
2019-06-17,76621
2019-06-18,76621
2019-06-19,76621
2019-06-20,76621
2019-06-21,80143
2019-06-22,80143
2019-06-23,80143
2019-06-24,80143
2019-06-25,80143
2019-06-26,80143
2019-06-27,83973
2019-06-28,83973
2019-06-29,83973
2019-06-30,83973
2019-07-01,83973
2019-07-02,83973
2019-07-03,83973
2019-07-04,87306
2019-07-05,87306
2019-07-06,87306
2019-07-07,87306
2019-07-08,87306
2019-07-09,87306
2019-07-10,91259
2019-07-11,91259
2019-07-12,91259
2019-07-13,91259
2019-07-14,91259
2019-07-15,91259
2019-07-16,91259
2019-07-17,95640
2019-07-18,95640
2019-07-19,95640
2019-07-20,95640
2019-07-21,95640
2019-07-22,95640
2019-07-23,95640
2019-07-24,95640
2019-07-25,95640
2019-07-26,100021
2019-07-27,100021
2019-07-28,100021
2019-07-29,100021
2019-07-30,100021
2019-07-31,100021
2019-08-01,100021
2019-08-02,100021
2019-08-03,103707
2019-08-04,103707
2019-08-05,103707
2019-08-06,103707
2019-08-07,103707
2019-08-08,103707
2019-08-09,103707
2019-08-10,103707
2019-08-11,103707
2019-08-12,107370
2019-08-13,107370
2019-08-14,107370
2019-08-15,107370
2019-08-16,107370
2019-08-17,107370
2019-08-18,107370
2019-08-19,107012
2019-08-20,107012
2019-08-21,107012
