date_obj,Tall%20fancy%20hedge%20(bagged) price
2015-03-05,51500
2015-03-06,51500
2015-03-07,51500
2015-03-08,51500
2015-03-09,51500
2015-03-10,51500
2015-03-11,51500
2015-03-12,51500
2015-03-13,51500
2015-03-14,51500
2015-03-15,51500
2015-03-16,51500
2015-03-17,51500
2015-03-18,51500
2015-03-19,51500
2015-03-20,51500
2015-03-21,51500
2015-03-22,51500
2015-03-23,51500
2015-03-24,51500
2015-03-25,51500
2015-03-26,51500
2015-03-27,51500
2015-03-28,51500
2015-03-29,51500
2015-03-30,51500
2015-03-31,51500
2015-04-01,51500
2015-04-02,51500
2015-04-03,51500
2015-04-04,51500
2015-04-05,51500
2015-04-06,51500
2015-04-07,51500
2015-04-08,51500
2015-04-09,51500
2015-04-10,51500
2015-04-11,51500
2015-04-12,51500
2015-04-13,51500
2015-04-14,51500
2015-04-15,51500
2015-04-16,51500
2015-04-17,51500
2015-04-18,51500
2015-04-19,51500
2015-04-20,51500
2015-04-21,51500
2015-04-22,51500
2015-04-23,51500
2015-04-24,51500
2015-04-25,51500
2015-04-26,51500
2015-04-27,51500
2015-04-28,51500
2015-04-29,51500
2015-04-30,51500
2015-05-01,51500
2015-05-02,51500
2015-05-03,51500
2015-05-04,51500
2015-05-05,51500
2015-05-06,51500
2015-05-07,51500
2015-05-08,51500
2015-05-09,51500
2015-05-10,51500
2015-05-11,51500
2015-05-12,51500
2015-05-13,51500
2015-05-14,51500
2015-05-15,51500
2015-05-16,51500
2015-05-17,51500
2015-05-18,51500
2015-05-19,51500
2015-05-20,51500
2015-05-21,51500
2015-05-22,51500
2015-05-23,51500
2015-05-24,51500
2015-05-25,51500
2015-05-26,51500
2015-05-27,51500
2015-05-28,51500
2015-05-29,51500
2015-05-30,51500
2015-05-31,51500
2015-06-01,51500
2015-06-02,51500
2015-06-03,51500
2015-06-04,51500
2015-06-05,51500
2015-06-06,51500
2015-06-07,51500
2015-06-08,51500
2015-06-09,51500
2015-06-10,51500
2015-06-11,51500
2015-06-12,51500
2015-06-13,51500
2015-06-14,51500
2015-06-15,51500
2015-06-16,51500
2015-06-17,51500
2015-06-18,51500
2015-06-19,51500
2015-06-20,51500
2015-06-21,51500
2015-06-22,51500
2015-06-23,51500
2015-06-24,51500
2015-06-25,51500
2015-06-26,51500
2015-06-27,51500
2015-06-28,51500
2015-06-29,51500
2015-06-30,51500
2015-07-01,51500
2015-07-02,51500
2015-07-03,51500
2015-07-04,51500
2015-07-05,51500
2015-07-06,51500
2015-07-07,51500
2015-07-08,51500
2015-07-09,51500
2015-07-10,51500
2015-07-11,51500
2015-07-12,51500
2015-07-13,51500
2015-07-14,51500
2015-07-15,51500
2015-07-16,51500
2015-07-17,51500
2015-07-18,51500
2015-07-19,51500
2015-07-20,51500
2015-07-21,51500
2015-07-22,51500
2015-07-23,51500
2015-07-24,51500
2015-07-25,51500
2015-07-26,51500
2015-07-27,51500
2015-07-28,51500
2015-07-29,51500
2015-07-30,51500
2015-07-31,51500
2015-08-01,51500
2015-08-02,51500
2015-08-03,51500
2015-08-04,51500
2015-08-05,51500
2015-08-06,51500
2015-08-07,51500
2015-08-08,51500
2015-08-09,51500
2015-08-10,51500
2015-08-11,51500
2015-08-12,51500
2015-08-13,51500
2015-08-14,51500
2015-08-15,51500
2015-08-16,51500
2015-08-17,51500
2015-08-18,51500
2015-08-19,51500
2015-08-20,51500
2015-08-21,51500
2015-08-22,51500
2015-08-23,51500
2015-08-24,51500
2015-08-25,51500
2015-08-26,51500
2015-08-27,51500
2015-08-28,51500
2015-08-29,51500
2015-08-30,51500
2015-08-31,51500
2015-09-02,51500
2015-09-07,51500
2015-09-08,51500
2015-09-10,51500
2015-09-14,51500
2015-09-16,51500
2015-09-22,51500
2015-09-23,51500
2015-09-24,51500
2015-09-25,51500
2015-09-27,51500
2015-09-28,51500
2015-09-29,51500
2015-09-30,51500
2015-10-05,51500
2015-10-06,51500
2015-10-07,51500
2015-10-08,51500
2015-10-09,51500
2015-10-10,51500
2015-10-11,51500
2015-10-12,51500
2015-10-13,51500
2015-10-14,51500
2015-10-15,51500
2015-10-16,51500
2015-10-17,51500
2015-10-18,51500
2015-10-19,51500
2015-10-20,51500
2015-10-22,51500
2015-10-23,51500
2015-10-24,51500
2015-10-25,51500
2015-10-26,51500
2015-10-27,51500
2015-10-29,51500
2015-10-30,51500
2015-10-31,51500
2015-11-01,51500
2015-11-02,51500
2015-11-03,51500
2015-11-04,51500
2015-11-05,51500
2015-11-06,51500
2015-11-07,51500
2015-11-08,51500
2015-11-09,51500
2015-11-10,51500
2015-11-11,51500
2015-11-12,51500
2015-11-13,51500
2015-11-14,51500
2015-11-15,51500
2015-11-16,51500
2015-11-17,51500
2015-11-18,51500
2015-11-19,51500
2015-11-20,51500
2015-11-21,51500
2015-11-22,51500
2015-11-23,51500
2015-11-24,51500
2015-11-25,51500
2015-11-26,51500
2015-11-27,51500
2015-11-28,51500
2015-11-29,51500
2015-11-30,51500
2015-12-01,51500
2015-12-02,51500
2015-12-03,51500
2015-12-04,51500
2015-12-05,51500
2015-12-06,51500
2015-12-07,51500
2015-12-08,51500
2015-12-09,51500
2015-12-10,51500
2015-12-11,51500
2015-12-13,51500
2015-12-14,51500
2015-12-15,51500
2015-12-16,51500
2015-12-17,51500
2015-12-18,51500
2015-12-19,51500
2015-12-20,51500
2015-12-21,51500
2015-12-22,51500
2015-12-23,51500
2015-12-24,51500
2015-12-25,51500
2015-12-26,51500
2015-12-27,51500
2015-12-28,51500
2015-12-29,51500
2015-12-30,51500
2015-12-31,51500
2016-01-01,51500
2016-01-02,51500
2016-01-03,51500
2016-01-04,51500
2016-01-05,51500
2016-01-06,51500
2016-01-07,51500
2016-01-08,51500
2016-01-09,51500
2016-01-10,51500
2016-01-11,51500
2016-01-12,51500
2016-01-13,51500
2016-01-14,51500
2016-01-15,51500
2016-01-16,51500
2016-01-17,51500
2016-01-18,51500
2016-01-19,51500
2016-01-20,51500
2016-01-21,51500
2016-01-22,51500
2016-01-23,51500
2016-01-24,51500
2016-01-25,51500
2016-01-26,51500
2016-01-27,51500
2016-01-28,51500
2016-01-29,51500
2016-01-30,51500
2016-01-31,51500
2016-02-01,51500
2016-02-02,51500
2016-02-03,51500
2016-02-04,51500
2016-02-05,51500
2016-02-06,51500
2016-02-07,51500
2016-02-08,51500
2016-02-09,51500
2016-02-10,51500
2016-02-11,51500
2016-02-12,51500
2016-02-13,51500
2016-02-14,51500
2016-02-15,51500
2016-02-16,51500
2016-02-17,51500
2016-02-18,51500
2016-02-19,51500
2016-02-20,51500
2016-02-21,51500
2016-02-22,51500
2016-02-23,51500
2016-02-24,51500
2016-02-25,51500
2016-02-26,51500
2016-02-27,51500
2016-02-28,51500
2016-02-29,51500
2016-03-01,51500
2016-03-02,51500
2016-03-03,51500
2016-03-04,51500
2016-03-05,51500
2016-03-06,51500
2016-03-07,51500
2016-03-08,51500
2016-03-09,51500
2016-03-10,51500
2016-03-11,51500
2016-03-12,51500
2016-03-13,51500
2016-03-14,51500
2016-03-15,51500
2016-03-16,51500
2016-03-17,51500
2016-03-18,51500
2016-03-19,51500
2016-03-20,51500
2016-03-21,51500
2016-03-22,51500
2016-03-23,51500
2016-03-24,51500
2016-03-25,51500
2016-03-26,51500
2016-03-27,51500
2016-03-28,51500
2016-03-29,51500
2016-03-30,51500
2016-03-31,51500
2016-04-01,51500
2016-04-02,51500
2016-04-03,51500
2016-04-04,51500
2016-04-05,51500
2016-04-06,51500
2016-04-07,51500
2016-04-08,51500
2016-04-09,51500
2016-04-10,51500
2016-04-11,51500
2016-04-12,51500
2016-04-13,51500
2016-04-14,51500
2016-04-15,51500
2016-04-16,51500
2016-04-17,51500
2016-04-18,51500
2016-04-19,51500
2016-04-20,51500
2016-04-21,51500
2016-04-22,51500
2016-04-23,51500
2016-04-24,51500
2016-04-25,51500
2016-04-26,51500
2016-04-27,51500
2016-04-28,51500
2016-04-29,51500
2016-04-30,51500
2016-05-01,51500
2016-05-02,51500
2016-05-03,51500
2016-05-04,51500
2016-05-05,51500
2016-05-06,51500
2016-05-07,51500
2016-05-08,51500
2016-05-09,51500
2016-05-10,51500
2016-05-11,51500
2016-05-12,51500
2016-05-13,51500
2016-05-14,51500
2016-05-15,51500
2016-05-16,51500
2016-05-17,51500
2016-05-18,51500
2016-05-19,51500
2016-05-22,51500
2016-05-23,51500
2016-05-24,51500
2016-05-25,51500
2016-05-26,51500
2016-05-27,51500
2016-05-28,51500
2016-05-29,51500
2016-05-30,51500
2016-05-31,51500
2016-06-01,51500
2016-06-02,51500
2016-06-03,51500
2016-06-04,51500
2016-06-05,51500
2016-06-06,51500
2016-06-07,51500
2016-06-08,51500
2016-06-09,51500
2016-06-10,51500
2016-06-11,51500
2016-06-12,51500
2016-06-13,51500
2016-06-14,51500
2016-06-15,51500
2016-06-16,51500
2016-06-17,51500
2016-06-18,51500
2016-06-19,51500
2016-06-20,51500
2016-06-21,51500
2016-06-22,51500
2016-06-23,51500
2016-06-24,51500
2016-06-25,51500
2016-06-26,51500
2016-06-27,51500
2016-06-28,51500
2016-06-29,51500
2016-06-30,51500
2016-07-01,51500
2016-07-02,51500
2016-07-03,51500
2016-07-04,51500
2016-07-05,51500
2016-07-06,51500
2016-07-07,51500
2016-07-08,51500
2016-07-09,51500
2016-07-10,51500
2016-07-11,51500
2016-07-12,51500
2016-07-13,51500
2016-07-14,51500
2016-07-15,51500
2016-07-16,51500
2016-07-17,51500
2016-07-18,51500
2016-07-24,51500
2016-07-25,51500
2016-07-26,51500
2016-07-27,51500
2016-07-28,51500
2016-07-29,51500
2016-07-30,51500
2016-07-31,51500
2016-08-01,51500
2016-08-02,51500
2016-08-03,51500
2016-08-04,51500
2016-08-05,51500
2016-08-06,51500
