date_obj,Zamorak%20full%20helm price
2016-05-04,98914
2016-05-05,99321
2016-05-06,99321
2016-05-07,97162
2016-05-08,97162
2016-05-09,96399
2016-05-10,95299
2016-05-11,95299
2016-05-12,94970
2016-05-13,92169
2016-05-14,92169
2016-05-15,90017
2016-05-16,90017
2016-05-17,91132
2016-05-18,91809
2016-05-19,91809
2016-05-22,91105
2016-05-23,92160
2016-05-24,92687
2016-05-25,92687
2016-05-26,91885
2016-05-27,90604
2016-05-28,90604
2016-05-29,90229
2016-05-30,90229
2016-05-31,90621
2016-06-01,90989
2016-06-02,90989
2016-06-03,91532
2016-06-04,92441
2016-06-05,92441
2016-06-06,94341
2016-06-07,94341
2016-06-08,95584
2016-06-09,96669
2016-06-10,98926
2016-06-11,98926
2016-06-12,100513
2016-06-13,100513
2016-06-14,101488
2016-06-15,101488
2016-06-16,103061
2016-06-17,103802
2016-06-18,103802
2016-06-19,102648
2016-06-20,102648
2016-06-21,102177
2016-06-22,101020
2016-06-23,99304
2016-06-24,99304
2016-06-25,101169
2016-06-26,101169
2016-06-27,100710
2016-06-28,102058
2016-06-29,101947
2016-06-30,101540
2016-07-01,100452
2016-07-02,100452
2016-07-03,95769
2016-07-04,91461
2016-07-05,91461
2016-07-06,89253
2016-07-07,87396
2016-07-08,85910
2016-07-09,82343
2016-07-10,79653
2016-07-11,78610
2016-07-12,80289
2016-07-13,83482
2016-07-14,87052
2016-07-15,90101
2016-07-16,93464
2016-07-17,93464
2016-07-18,95886
2016-07-24,99703
2016-07-25,99703
2016-07-26,103389
2016-07-27,103389
2016-07-28,107348
2016-07-29,112029
2016-07-30,116657
2016-07-31,116657
2016-08-01,120153
2016-08-02,121396
2016-08-03,122191
2016-08-04,122191
2016-08-05,121317
2016-08-06,121317
2016-08-07,121566
2016-08-08,121566
2016-08-09,124997
2016-08-10,124997
2016-08-11,128567
2016-08-12,128567
2016-08-13,133066
2016-08-14,133066
2016-08-15,138639
2016-08-16,144194
2016-08-17,144194
2016-08-18,150879
2016-08-19,152676
2016-08-20,152676
2016-08-21,156335
2016-08-22,156335
2016-08-23,159689
2016-08-24,159689
2016-08-25,162587
2016-08-26,162587
2016-08-28,162171
2016-08-31,160083
2016-09-01,156489
2016-09-02,156489
2016-09-03,153693
2016-09-04,150012
2016-09-05,150012
2016-09-06,147957
2016-09-07,147957
2016-09-08,145059
2016-09-09,145059
2016-09-10,147240
2016-09-11,147240
2016-09-12,150338
2016-09-13,150338
2016-09-14,151237
2016-09-15,151237
2016-09-16,152913
2016-09-17,149296
2016-09-18,149296
2016-09-19,141868
2016-09-20,141868
2016-09-21,135154
2016-09-22,128656
2016-09-23,128656
2016-09-24,122498
2016-09-25,116625
2016-09-26,116625
2016-09-27,110793
2016-09-28,105844
2016-09-29,105844
2016-09-30,101376
2016-10-01,98882
2016-10-02,98882
2016-10-03,99666
2016-10-04,99666
2016-10-05,100266
2016-10-06,100266
2016-10-07,101071
2016-10-08,102805
2016-10-09,102805
2016-10-10,100688
2016-10-11,100688
2016-10-12,96897
2016-10-13,93731
2016-10-14,93731
2016-10-15,89297
2016-10-16,89297
2016-10-17,85356
2016-10-18,85356
2016-10-19,83937
2016-10-20,83937
2016-10-21,84000
2016-10-22,84000
2016-10-23,80725
2016-10-24,78593
2016-10-25,78593
2016-10-26,76936
2016-10-27,76936
2016-10-28,73796
2016-10-29,71423
2016-10-30,71423
2016-10-31,68800
2016-11-01,68800
2016-11-02,69172
2016-11-03,69172
2016-11-04,70864
2016-11-05,70864
2016-11-06,71369
2016-11-07,71369
2016-11-08,73328
2016-11-09,73328
2016-11-10,74337
2016-11-11,74337
2016-11-12,74379
2016-11-13,74379
2016-11-14,75335
2016-12-08,88438
2016-12-09,88858
2016-12-10,88858
2016-12-11,89766
2016-12-12,89766
2016-12-13,91683
2016-12-14,93395
2016-12-15,93395
2016-12-16,95992
2016-12-17,97006
2016-12-18,97006
2016-12-19,97481
2016-12-20,97131
2016-12-21,94897
2016-12-22,94897
2016-12-23,95553
2016-12-24,95553
2016-12-25,95742
2016-12-26,95742
2016-12-27,95347
2016-12-28,95458
2016-12-29,95865
2016-12-30,95865
2016-12-31,97225
2017-01-01,99065
2017-01-02,100463
2017-01-03,100463
2017-01-04,103517
2017-01-05,103517
2017-01-06,102552
2017-01-07,101895
2017-01-08,99396
2017-01-09,97443
2017-01-10,97443
2017-01-11,96811
2017-01-12,96219
2017-01-13,96219
2017-01-14,96179
2017-01-15,96500
2017-01-16,95472
2017-01-17,95468
2017-01-18,95642
2017-01-19,95642
2017-01-20,96131
2017-01-21,97097
2017-01-22,97097
2017-01-27,96107
2017-01-28,96547
2017-01-29,97457
2017-01-30,97457
2017-01-31,97853
2017-02-01,97198
2017-02-02,97198
2017-02-03,98183
2017-02-04,98636
2017-02-05,98636
2017-02-06,99627
2017-02-07,99627
2017-02-08,99887
2017-02-09,99887
2017-02-10,99240
2017-02-11,99626
2017-02-12,99626
2017-02-13,100512
2017-02-14,99692
2017-02-15,99692
2017-02-16,97855
2017-02-18,95805
2017-02-19,96475
2017-02-20,96475
2017-02-21,97262
2017-02-22,97262
2017-02-23,96933
2017-02-24,96933
2017-02-25,98925
2017-02-26,98925
2017-02-27,99272
2017-02-28,99247
2017-03-01,99247
2017-03-02,99498
2017-03-03,99498
2017-03-04,99183
2017-03-05,99183
2017-03-06,98758
2017-03-07,98758
2017-03-08,99181
2017-03-09,99181
2017-03-10,100069
2017-03-11,98971
2017-03-12,98971
2017-03-13,98873
2017-03-14,98579
2017-03-15,99556
2017-03-16,100001
2017-03-17,102361
2017-03-18,102361
2017-03-19,101113
2017-03-20,98272
2017-03-21,97876
2017-03-22,97876
2017-03-23,97199
2017-03-24,96571
2017-03-25,96571
2017-03-26,97354
2017-03-27,97726
2017-03-28,97726
2017-03-29,98326
2017-03-30,98101
2017-03-31,98328
2017-04-01,98328
2017-04-02,97627
2017-04-03,98381
2017-04-04,98381
2017-04-12,99574
2017-04-13,99610
2017-04-14,99610
2017-04-15,99248
2017-04-16,100375
2017-04-17,101446
2017-04-18,101446
2017-04-19,101466
2017-04-20,101466
2017-04-21,101334
2017-04-22,101334
2017-04-23,102723
2017-04-24,102723
2017-04-25,103014
2017-04-26,103014
2017-04-27,104078
2017-04-28,103035
2017-04-29,102861
2017-04-30,102861
2017-05-01,102754
2017-05-02,104317
2017-05-03,104317
2017-05-04,105441
2017-05-05,106964
2017-05-06,106964
2017-05-07,109292
2017-05-08,109292
2017-05-09,109468
2017-05-10,109468
2017-05-11,108952
2017-05-12,109073
2017-05-13,107416
2017-05-14,107416
2017-05-15,108624
2017-05-16,108828
2017-05-17,108828
2017-05-18,109407
2017-05-19,109407
2017-05-20,108849
2017-05-21,108849
2017-05-22,108715
2017-05-23,108715
2017-05-24,107232
2017-05-25,107232
2017-05-26,107546
2017-05-27,106240
2017-05-28,106240
2017-05-29,104356
2017-05-30,104356
2017-05-31,104757
2017-06-01,103844
2017-06-02,102504
2017-06-03,102504
2017-06-06,103703
2017-06-07,102883
2017-06-08,102883
2017-06-09,102049
2017-06-10,100613
2017-06-11,98127
2017-06-12,98127
2017-06-13,96396
2017-06-14,96009
2017-06-15,96009
2017-06-16,97356
2017-06-17,97356
2017-06-18,98377
2017-06-19,98377
2017-06-20,98261
2017-06-21,98261
2017-06-22,97432
2017-06-23,97432
2017-06-24,96636
2017-06-25,96636
2017-06-26,97896
2017-06-27,97401
2017-06-28,97401
2017-06-29,98128
2017-06-30,98128
2017-07-01,99035
2017-07-02,99035
2017-07-03,99768
2017-07-04,98868
2017-07-05,98868
2017-07-06,99984
2017-07-07,99984
2017-07-08,101389
2017-07-13,104220
2017-07-14,102985
2017-07-15,102985
2017-07-16,103267
2017-07-17,103468
2017-07-18,103468
2017-07-19,104056
2017-07-20,105978
2017-07-21,109093
2017-07-22,108718
2017-07-23,109365
2017-07-24,109365
2017-07-25,109100
2017-07-26,106792
2017-07-27,103541
2017-07-28,103541
2017-07-29,100993
2017-07-30,98946
2017-07-31,98946
2017-08-01,99230
2017-08-02,99818
2017-08-03,99818
2017-08-04,100382
2017-08-05,100926
2017-08-06,100926
2017-08-09,103529
2017-08-10,102791
2017-08-11,102791
2017-08-12,102765
2017-08-13,102765
2017-08-14,102649
2017-08-15,102004
2017-08-16,102004
2017-08-17,102632
2017-08-18,102632
2017-08-19,103708
2017-08-20,103605
2017-08-21,103605
2017-08-22,102739
2017-08-23,102739
2017-08-24,103075
2017-08-25,103075
2017-08-26,102046
2017-08-27,102614
2017-08-28,102614
2017-08-29,103500
2017-08-30,104060
2017-08-31,104060
2017-09-01,103987
2017-09-02,104277
2017-09-03,104277
2017-09-04,103814
2017-09-05,103872
2017-09-06,103872
2017-09-07,104270
2017-09-08,104270
2017-09-09,104441
2017-09-10,103835
2017-09-11,103835
2017-09-12,102536
2017-09-13,102703
2017-09-14,102641
2017-09-15,102641
2017-09-16,102533
2017-09-17,102421
2017-09-18,102421
2017-09-19,101755
2017-09-20,102661
2017-09-21,102661
2017-09-22,102171
2017-09-23,102171
2017-09-24,101674
2017-09-25,101674
2017-09-26,102031
2017-09-27,102031
2017-09-28,102062
2017-09-29,103171
2017-09-30,103171
2017-10-01,103334
2017-10-02,102148
2017-10-03,102148
2017-10-04,103077
2017-10-05,103804
2017-10-06,103804
2017-10-07,104173
2017-10-08,104173
2017-10-09,104549
2017-10-10,103973
2017-10-11,103973
2017-10-12,103637
2017-10-13,103642
2017-10-14,102815
2017-10-15,102815
2017-10-16,102175
2017-10-17,102175
2017-10-18,103106
2017-10-19,103106
2017-10-20,102092
2017-10-21,102092
2017-10-22,102477
2017-10-23,102477
2017-10-24,102236
2017-10-25,102216
2017-10-26,102216
2017-10-27,101937
2017-10-28,101937
2017-10-29,101575
2017-10-30,101575
2017-10-31,101699
2017-11-01,101699
2017-11-02,101066
2017-11-03,101066
2017-11-04,101515
2017-11-05,101515
2017-11-06,101688
2017-11-07,101688
2017-11-08,101905
2017-11-09,101035
2017-11-10,101035
2017-11-11,102243
2017-11-12,102219
2017-11-13,102219
2017-11-14,102504
2017-11-15,102504
2017-11-16,102900
2017-11-17,102900
2017-11-18,101497
2017-11-19,99245
2017-11-20,99442
2017-11-21,98551
2017-11-22,98551
2017-11-23,97677
2017-11-24,97677
2017-11-25,98568
2017-11-26,98568
2017-11-27,99025
2017-11-28,100476
2017-11-29,100476
2017-11-30,100064
2017-12-01,100973
2017-12-02,100973
2017-12-03,100615
2017-12-04,100615
2017-12-05,101719
2017-12-06,101719
2017-12-07,101581
2017-12-08,101581
2017-12-09,103000
2017-12-10,104589
2017-12-11,104965
2017-12-12,104965
2017-12-13,102155
2017-12-14,102155
2017-12-15,102655
2017-12-16,102655
2017-12-17,101681
2017-12-18,101564
2017-12-19,101564
2017-12-20,101961
2017-12-21,101728
2017-12-22,101728
2017-12-23,102739
2017-12-24,102739
2017-12-25,104715
2017-12-26,107696
2017-12-27,109488
2017-12-28,109488
2017-12-29,111676
2017-12-30,115224
2017-12-31,115224
2018-01-01,117008
2018-01-02,117008
2018-01-03,115196
2018-01-04,115196
2018-01-05,112036
2018-01-06,111669
2018-01-07,111669
2018-01-08,110256
2018-01-09,110854
2018-01-10,110854
2018-01-11,111146
2018-01-12,111146
2018-01-13,109861
2018-01-14,109886
2018-01-15,110095
2018-01-16,110484
2018-01-17,111924
2018-01-18,111470
2018-01-19,111470
2018-01-20,111256
2018-01-21,111256
2018-01-22,111614
2018-01-23,111353
2018-01-24,112755
2018-01-25,114484
2018-01-26,114316
2018-01-27,113360
2018-01-28,113471
2018-01-29,112966
2018-01-30,114778
2018-02-01,119256
2018-02-02,121270
2018-02-03,123740
2018-02-04,124435
2018-02-05,122548
2018-02-06,121317
2018-02-07,121577
2018-02-08,121577
2018-02-09,118982
2018-02-10,118738
2018-02-11,117848
2018-02-12,117306
2018-02-13,117989
2018-02-14,117497
2018-02-15,117668
2018-02-16,119299
2018-02-17,122616
2018-02-18,124291
2018-02-19,128200
2018-02-20,131540
2018-02-21,131957
2018-02-22,131536
2018-02-23,132577
2018-02-24,133047
2018-02-25,137062
2018-02-26,139376
2018-02-27,137142
2018-02-28,133277
2018-03-01,131947
2018-03-02,132541
2018-03-03,130311
2018-03-04,130311
2018-03-05,131139
2018-03-06,131323
2018-03-07,131461
2018-03-08,134443
2018-03-09,137853
2018-03-10,140904
2018-03-11,143604
2018-03-12,142848
2018-03-13,139529
2018-03-14,135890
2018-03-15,134331
2018-03-16,132206
2018-03-17,132284
2018-03-18,133147
2018-03-20,138593
2018-03-21,139987
2018-03-23,138829
2018-03-24,137820
2018-03-26,132642
2018-03-27,135736
2018-03-28,138072
2018-03-29,135921
2018-03-30,135940
2018-03-31,136156
2018-04-01,136887
2018-04-02,139281
2018-04-03,142121
2018-04-04,144732
2018-04-05,145133
2018-04-06,147793
2018-04-08,153244
2018-04-09,157120
2018-04-10,158914
2018-04-11,159451
2018-04-12,161789
2018-04-13,165321
2018-04-14,166898
2018-04-16,171851
2018-04-17,168336
2018-04-18,168336
2018-04-19,165117
2018-04-20,165418
2018-04-21,165106
2018-04-22,163047
2018-04-23,163740
2018-04-24,164000
2018-04-25,165110
2018-04-26,165284
2018-04-27,168010
2018-04-28,171813
2018-04-29,176901
2018-04-30,179555
2018-05-02,179131
2018-05-03,179099
2018-05-04,178601
2018-05-05,181468
2018-05-06,181468
2018-05-07,186395
2018-05-08,191588
2018-05-09,194364
2018-05-10,196462
2018-05-11,197861
2018-05-12,199171
2018-05-13,199171
2018-05-14,196146
2018-05-15,194140
2018-05-16,193100
2018-05-17,194422
2018-05-18,194700
2018-05-19,193260
2018-05-20,193384
2018-05-21,193067
2018-05-22,192971
2018-05-23,194839
2018-05-24,197413
2018-05-25,197279
2018-05-26,191059
2018-05-27,188944
2018-05-28,183682
2018-05-29,183924
2018-05-30,184211
2018-05-31,185349
2018-06-01,186804
2018-06-02,185682
2018-06-03,184279
2018-06-04,184296
2018-06-05,184428
2018-06-06,181992
2018-06-07,181992
2018-06-08,181097
2018-06-09,178624
2018-06-10,175631
2018-06-11,170635
2018-06-12,168108
2018-06-13,167020
2018-06-14,170244
2018-06-15,171319
2018-06-16,172530
2018-06-17,172135
2018-06-18,166710
2018-06-19,162171
2018-06-20,162171
2018-06-21,154354
2018-06-22,150434
2018-06-23,150434
2018-06-24,147867
2018-06-25,147863
2018-06-26,150967
2018-06-27,153646
2018-06-28,153157
2018-06-29,155415
2018-06-30,155566
2018-07-01,155680
2018-07-02,154669
2018-07-03,155350
2018-07-04,155659
2018-07-05,157013
2018-07-06,153627
2018-07-07,152344
2018-07-08,149154
2018-07-09,147375
2018-07-10,146798
2018-07-11,147314
2018-07-12,145804
2018-07-13,146472
2018-07-14,143639
2018-07-15,143613
2018-07-16,141930
2018-07-17,141250
2018-07-18,141196
2018-07-19,141672
2018-07-20,140170
2018-07-21,138981
2018-07-22,137304
2018-07-23,136576
2018-07-24,135429
2018-07-25,134424
2018-07-26,136096
2018-07-27,138277
2018-07-28,140037
2018-07-29,140372
2018-07-30,139295
2018-07-31,140017
2018-08-01,140062
2018-08-02,141862
2018-08-03,141734
2018-08-04,139782
2018-08-05,138435
2018-08-06,137673
2018-08-07,140261
2018-08-08,142526
2018-08-09,142389
2018-08-10,145160
2018-08-11,147218
2018-08-12,147966
2018-08-14,149228
2018-08-16,148930
2018-08-17,148742
2018-08-18,149404
2018-08-19,148529
2018-08-20,149358
2018-08-21,150835
2018-08-22,150451
2018-08-23,151717
2018-08-24,151130
2018-08-25,149322
2018-08-26,150485
2018-08-27,150297
2018-08-28,150670
2018-08-29,151520
2018-08-30,150540
2018-08-31,149771
2018-09-01,149945
2018-09-02,151744
2018-09-03,156277
2018-09-04,162204
2018-09-05,167659
2018-09-06,167659
2018-09-07,171443
2018-09-08,175633
2018-09-09,178731
2018-09-10,183704
2018-09-11,182664
2018-09-12,186366
2018-09-13,189875
2018-09-14,187363
2018-09-15,190401
2018-09-16,192947
2018-09-17,191947
2018-09-18,191684
2018-09-19,193421
2018-09-20,193388
2018-09-21,191173
2018-09-22,189216
2018-09-23,185206
2018-09-24,178936
2018-09-25,173679
2018-09-26,169201
2018-09-27,165541
2018-09-28,162738
2018-09-29,161699
2018-09-30,163191
2018-10-02,167600
2018-10-03,172484
2018-10-04,173715
2018-10-05,177024
2018-10-06,178274
2018-10-07,180705
2018-10-08,180521
2018-10-09,178533
2018-10-10,178830
2018-10-11,181120
2018-10-12,178361
2018-10-13,181737
2018-10-14,184868
2018-10-15,188374
2018-10-16,191528
2018-10-17,193844
2018-10-18,195558
2018-10-19,200019
2018-10-20,204205
2018-10-21,206605
2018-10-22,207566
2018-10-23,207789
2018-10-24,206159
2018-10-25,201274
2018-10-26,198099
2018-10-27,199344
2018-10-28,199937
2018-10-29,200422
2018-10-30,201828
2018-10-31,206912
2018-11-01,216744
2018-11-03,236101
2018-11-04,246689
2018-11-05,259024
2018-11-06,271926
2018-11-07,285523
2018-11-08,299730
2018-11-09,314717
2018-11-10,330453
2018-11-11,346888
2018-11-12,363339
2018-11-13,381506
2018-11-14,400582
2018-11-15,420612
2018-11-16,441643
2018-11-17,463726
2018-11-18,486913
2018-11-19,511259
2018-11-20,536483
2018-11-21,550118
2018-11-22,561766
2018-11-23,579902
2018-11-24,595242
2018-11-25,611687
2018-11-26,616959
2018-11-27,614405
2018-11-28,599696
2018-11-29,575525
2018-12-01,520857
2018-12-02,496819
2018-12-03,472256
2018-12-04,457469
2018-12-05,437961
2018-12-07,402593
2018-12-09,383949
2018-12-10,374306
2018-12-11,375739
2018-12-13,371945
2018-12-14,378551
2018-12-15,376006
2018-12-16,375946
2018-12-17,369996
2018-12-18,375063
2018-12-19,377986
2018-12-20,383766
2018-12-21,383583
2018-12-22,376745
2018-12-23,378960
2018-12-24,382581
2018-12-25,389726
2018-12-26,391300
2018-12-27,389846
2018-12-28,388941
2018-12-29,391107
2018-12-30,391892
2018-12-31,392836
2019-01-01,393245
2019-01-02,389056
2019-01-03,382808
2019-01-04,383316
2019-01-05,378394
2019-01-06,378444
2019-01-08,377711
2019-01-10,369639
2019-01-11,353032
2019-01-12,336554
2019-01-13,324456
2019-01-14,308475
2019-01-15,295288
2019-01-16,287851
2019-01-17,286639
2019-01-18,280846
2019-01-19,281115
2019-01-20,274401
2019-01-21,272060
2019-01-22,271160
2019-01-23,269019
2019-01-24,267990
2019-01-25,268100
2019-01-26,267615
2019-01-27,266328
2019-01-28,268886
2019-01-29,273024
2019-01-30,274627
2019-01-31,278592
2019-02-01,282722
2019-02-02,285688
2019-02-03,286348
2019-02-04,286018
2019-02-05,284799
2019-02-06,283763
2019-02-07,284630
2019-02-08,284288
2019-02-09,283022
2019-02-10,282797
2019-02-11,284499
2019-02-12,287083
2019-02-13,286754
2019-02-14,281942
2019-02-15,276093
2019-02-16,271865
2019-02-17,270781
2019-02-18,266900
2019-02-19,263578
2019-02-20,261603
2019-02-21,262776
2019-02-22,265761
2019-02-23,272155
2019-02-24,272600
2019-02-25,275912
2019-02-26,273836
2019-02-27,268394
2019-02-28,271087
2019-03-01,274791
2019-03-02,276542
2019-03-03,277523
2019-03-04,280160
2019-03-05,283024
2019-03-06,285882
2019-03-07,285339
2019-03-08,286593
2019-03-09,283089
2019-03-10,278768
2019-03-11,277558
2019-03-12,272120
2019-03-13,268632
2019-03-14,274013
2019-03-15,277083
2019-03-16,274484
2019-03-17,269952
2019-03-18,267036
2019-03-19,263869
2019-03-20,259754
2019-03-21,252118
2019-03-22,246825
2019-03-23,246362
2019-03-24,246718
2019-03-25,245833
2019-03-26,246337
2019-03-27,245860
2019-03-28,243572
2019-03-29,240910
2019-03-30,240910
2019-03-31,239540
2019-04-01,240884
2019-04-02,238760
2019-04-03,239883
2019-04-04,240596
2019-04-05,237553
2019-04-06,237176
2019-04-07,238183
2019-04-08,239035
