date_obj,Rune%20med%20helm price
2019-04-05,11164
2019-04-06,11145
2019-04-07,11129
2019-04-08,11148
2019-04-09,11164
2019-04-10,11179
2019-04-11,11169
2019-04-12,11155
2019-04-13,11153
2019-04-14,11146
2019-04-15,11156
2019-04-16,11164
2019-04-17,11170
2019-04-18,11171
2019-04-19,11186
2019-04-20,11169
2019-04-21,11159
2019-04-22,11163
2019-04-23,11174
2019-04-24,11187
2019-04-25,11192
2019-04-26,11175
2019-04-27,11178
2019-04-28,11171
2019-04-29,11184
2019-04-30,11181
2019-05-01,11176
2019-05-02,11179
2019-05-03,11193
2019-05-04,11189
2019-05-05,11171
2019-05-06,11155
2019-05-07,11140
2019-05-08,11179
2019-05-09,11187
2019-05-10,11187
2019-05-11,11158
2019-05-12,11156
2019-05-13,11167
2019-05-14,11183
2019-05-15,11172
2019-05-16,11180
2019-05-17,11191
2019-05-18,11174
2019-05-19,11175
2019-05-20,11169
2019-05-21,11170
2019-05-22,11185
2019-05-23,11190
2019-05-24,11194
2019-05-25,11190
2019-05-26,11172
2019-05-27,11177
2019-05-28,11177
2019-05-29,11201
2019-05-30,11221
2019-05-31,11207
2019-06-01,11165
2019-06-02,11136
2019-06-03,11150
2019-06-04,11146
2019-06-05,11166
2019-06-06,11188
2019-06-07,11195
2019-06-08,11181
2019-06-09,11184
2019-06-10,11161
2019-06-11,11178
2019-06-12,11176
2019-06-13,11172
2019-06-14,11171
2019-06-15,11160
2019-06-16,11154
2019-06-17,11157
2019-06-18,11163
2019-06-19,11167
2019-06-20,11171
2019-06-21,11161
2019-06-22,11160
2019-06-23,11157
2019-06-24,11139
2019-06-25,11149
2019-06-26,11132
2019-06-27,11161
2019-06-28,11171
2019-06-29,11158
2019-06-30,11161
2019-07-01,11164
2019-07-02,11188
2019-07-03,11196
2019-07-04,11191
2019-07-05,11169
2019-07-06,11150
2019-07-07,11162
2019-07-08,11151
2019-07-09,11175
2019-07-10,11183
2019-07-11,11199
2019-07-12,11194
2019-07-13,11164
2019-07-14,11148
2019-07-15,11162
2019-07-16,11171
2019-07-17,11184
2019-07-18,11186
2019-07-19,11171
2019-07-20,11153
2019-07-21,11144
2019-07-22,11178
2019-07-23,11186
2019-07-24,11157
2019-07-25,11176
2019-07-26,11134
2019-07-27,11113
2019-07-28,11082
2019-07-29,11090
2019-07-30,11129
2019-07-31,11148
2019-08-01,11144
2019-08-02,11124
2019-08-03,11139
2019-08-04,11133
2019-08-05,11143
2019-08-06,11130
2019-08-07,11140
2019-08-08,11150
2019-08-09,11118
2019-08-10,11086
2019-08-11,11033
2019-08-12,11058
2019-08-13,11088
2019-08-14,11124
2019-08-15,11140
2019-08-16,11146
2019-08-17,11131
2019-08-18,11115
2019-08-19,11091
2019-08-20,11138
2019-08-21,11153
2019-08-22,11161
2019-08-23,11157
2019-08-24,11151
2019-08-24,11151
2019-08-25,11139
2019-08-25,11139
2019-08-26,11138
2019-08-26,11138
2019-08-27,11149
2019-08-27,11149
2019-08-28,11150
2019-08-29,11151
2019-08-30,11141
2019-08-31,11119
2019-09-01,11119
2019-09-02,11119
2019-09-03,11144
2019-09-04,11143
2019-09-05,11137
2019-09-06,11110
2019-09-07,11132
2019-09-08,11108
2019-09-09,11140
2019-09-10,11159
2019-09-11,11182
2019-09-12,11187
2019-09-13,11184
2019-09-14,11153
2019-09-15,11119
2019-09-16,11093
2019-09-17,11099
2019-09-18,11131
2019-09-19,11150
2019-09-20,11132
2019-09-21,11153
2019-09-22,11147
2019-09-23,11115
2019-09-24,11082
2019-09-25,11112
2019-09-26,11114
2019-09-27,11114
2019-09-28,11091
2019-09-29,10992
2019-09-30,11042
2019-10-01,11072
2019-10-02,11089
2019-10-03,11114
2019-10-04,11117
2019-10-05,11121
2019-10-06,11102
2019-10-07,11067
2019-10-08,11045
2019-10-09,11053
2019-10-10,11086
2019-10-11,11083
2019-10-12,11082
2019-10-13,11083
2019-10-14,11096
2019-10-15,11107
2019-10-16,11143
2019-10-17,11091
2019-10-18,11096
2019-10-19,11088
2019-10-20,11069
2019-10-21,11023
2019-10-22,11097
2019-10-23,11138
2019-10-24,11133
2019-10-25,11122
2019-10-26,11083
2019-10-27,11090
2019-10-28,11116
2019-10-29,11129
2019-10-30,11121
2019-10-31,11138
2019-11-01,11134
2019-11-02,11086
2019-11-03,11079
2019-11-04,11098
2019-11-05,11120
2019-11-06,11137
2019-11-07,11115
2019-11-08,11113
2019-11-09,11088
2019-11-10,11017
2019-11-11,11073
2019-11-12,11065
2019-11-13,11067
2019-11-14,11078
2019-11-15,11101
2019-11-16,11080
2019-11-17,11001
2019-11-18,11063
2019-11-19,11098
2019-11-20,11117
2019-11-21,11119
2019-11-22,11120
2019-11-23,11119
2019-11-24,11116
2019-11-25,11067
2019-11-26,11092
2019-11-27,11068
2019-11-28,11087
2019-11-29,11103
2019-11-30,11073
2019-12-01,11004
2019-12-02,11030
2019-12-03,11041
2019-12-04,11073
2019-12-05,11065
2019-12-06,11087
2019-12-07,11084
2019-12-08,11080
2019-12-09,11083
2019-12-10,11038
2019-12-11,11067
2019-12-12,11039
2019-12-13,11081
2019-12-14,11080
2019-12-15,11061
2019-12-16,11072
2019-12-17,11080
2019-12-18,11107
2019-12-19,11117
2019-12-20,11121
2019-12-21,11098
2019-12-22,11071
2019-12-23,11079
2019-12-24,11085
2019-12-25,11089
2019-12-26,11096
2019-12-27,11085
2019-12-28,11078
2019-12-29,11071
2019-12-30,11058
2019-12-31,11077
2020-01-01,11076
2020-01-02,11077
2020-01-03,11036
2020-01-04,11038
2020-01-05,11057
2020-01-06,11053
2020-01-07,11065
2020-01-08,11032
2020-01-09,11049
2020-01-10,11075
2020-01-11,11083
2020-01-12,11085
2020-01-13,11085
2020-01-14,11102
2020-01-15,11092
2020-01-16,11077
2020-01-17,11035
2020-01-18,11064
2020-01-19,11075
2020-01-20,11094
2020-01-21,11070
2020-01-22,11074
2020-01-23,11068
2020-01-24,11047
2020-01-25,10981
2020-01-26,10987
2020-01-27,11034
2020-01-28,11053
2020-01-29,11078
2020-01-30,11091
2020-01-31,11116
2020-02-01,11110
2020-02-02,11088
2020-02-03,11038
2020-02-04,11040
2020-02-05,11042
2020-02-06,11031
2020-02-07,11047
2020-02-08,11022
2020-02-09,10984
2020-02-10,11024
2020-02-11,11053
2020-02-12,11070
2020-02-13,11056
2020-02-14,11061
2020-02-15,11036
2020-02-16,11034
2020-02-17,11038
2020-02-18,11052
2020-02-19,11065
2020-02-20,11086
2020-02-21,11055
2020-02-22,11046
2020-02-23,11041
2020-02-24,11067
2020-02-25,11060
2020-02-26,11077
2020-02-27,11075
2020-02-28,11051
2020-02-29,10978
2020-03-01,10993
2020-03-02,11019
2020-03-03,11054
2020-03-04,11059
2020-03-05,11072
2020-03-06,11090
2020-03-07,11083
2020-03-08,11088
2020-03-09,11096
2020-03-10,11116
2020-03-11,11114
2020-03-12,11087
2020-03-13,11074
2020-03-14,11063
2020-03-15,11064
2020-03-16,11077
2020-03-17,11079
2020-03-18,11068
2020-03-19,11038
2020-03-20,11041
2020-03-21,11040
2020-03-22,11035
2020-03-23,11040
2020-03-24,11069
2020-03-25,11072
2020-03-26,11071
2020-03-27,11073
2020-03-28,11039
2020-03-29,11042
2020-03-30,11069
2020-03-31,11085
2020-04-01,11092
2020-04-02,11096
2020-04-03,11106
2020-04-04,11101
2020-04-05,11080
2020-04-06,11062
2020-04-07,11076
2020-04-08,11089
2020-04-09,11087
2020-04-10,11102
2020-04-11,11086
2020-04-12,11080
2020-04-13,11053
2020-04-14,11074
2020-04-15,11085
2020-04-16,11092
2020-04-17,11094
2020-04-18,11082
2020-04-19,11089
2020-04-20,11098
2020-04-21,11101
2020-04-22,11109
2020-04-23,11057
2020-04-24,11076
2020-04-25,11086
2020-04-26,11070
2020-04-27,11084
2020-04-28,11092
2020-04-29,11105
2020-04-30,11094
2020-05-01,11102
2020-05-02,11093
2020-05-03,11088
2020-05-04,11110
2020-05-05,11127
2020-05-06,11134
2020-05-07,11115
2020-05-08,11115
2020-05-09,11063
2020-05-10,11069
2020-05-11,11097
2020-05-12,11099
2020-05-13,11126
