date_obj,Skeletal%20top price
2016-04-27,28529
2016-04-28,28529
2016-04-29,28529
2016-04-30,28094
2016-05-01,28094
2016-05-02,28094
2016-05-03,28003
2016-05-04,28003
2016-05-05,27952
2016-05-06,27952
2016-05-07,27952
2016-05-08,27493
2016-05-09,27493
2016-05-10,26946
2016-05-11,26946
2016-05-12,26946
2016-05-13,27127
2016-05-14,27127
2016-05-15,27357
2016-05-16,27357
2016-05-17,27357
2016-05-18,27676
2016-05-19,27676
2016-05-22,27986
2016-05-23,28508
2016-05-24,28508
2016-05-25,28508
2016-05-26,28604
2016-05-27,28604
2016-05-28,28604
2016-05-29,28649
2016-05-30,28649
2016-05-31,28649
2016-06-01,28894
2016-06-02,28894
2016-06-03,28894
2016-06-04,28982
2016-06-05,28982
2016-06-06,29186
2016-06-07,29186
2016-06-08,29186
2016-06-09,29310
2016-06-10,29310
2016-06-11,29310
2016-06-12,28720
2016-06-13,28720
2016-06-14,28635
2016-06-15,28635
2016-06-16,28635
2016-06-17,28669
2016-06-18,28669
2016-06-19,28669
2016-06-20,28860
2016-06-21,28860
2016-06-22,28860
2016-06-23,29081
2016-06-24,29081
2016-06-25,29081
2016-06-26,29103
2016-06-27,29103
2016-06-28,29290
2016-06-29,29290
2016-06-30,29290
2016-07-01,28678
2016-07-02,28678
2016-07-03,28678
2016-07-04,29144
2016-07-05,29144
2016-07-06,29144
2016-07-07,29165
2016-07-08,29165
2016-07-09,28079
2016-07-10,28079
2016-07-11,27158
2016-07-12,27158
2016-07-13,27158
2016-07-14,26893
2016-07-15,26893
2016-07-16,26893
2016-07-17,27388
2016-07-18,27388
2016-07-24,27955
2016-07-25,27955
2016-07-26,27064
2016-07-27,27064
2016-07-28,27064
2016-07-29,27394
2016-07-30,27394
2016-07-31,27394
2016-08-01,27394
2016-08-02,27677
2016-08-03,27677
2016-08-04,27677
2016-08-05,27677
2016-08-06,27767
2016-08-07,27767
2016-08-08,27767
2016-08-09,28037
2016-08-10,28037
2016-08-11,28037
2016-08-12,28283
2016-08-13,28283
2016-08-14,28283
2016-08-15,28129
2016-08-16,28129
2016-08-17,28129
2016-08-18,28129
2016-08-19,28131
2016-08-20,28131
2016-08-21,28131
2016-08-22,28020
2016-08-23,28020
2016-08-24,28020
2016-08-25,28035
2016-08-26,28035
2016-08-28,28035
2016-08-31,28242
2016-09-01,28156
2016-09-02,28156
2016-09-03,28156
2016-09-04,28585
2016-09-05,28585
2016-09-06,28585
2016-09-07,28923
2016-09-08,28923
2016-09-09,28923
2016-09-10,28998
2016-09-11,28998
2016-09-12,28998
2016-09-13,28678
2016-09-14,28678
2016-09-15,28678
2016-09-16,28678
2016-09-17,28807
2016-09-18,28807
2016-09-19,28807
2016-09-20,29009
2016-09-21,29009
2016-09-22,29009
2016-09-23,28515
2016-09-24,28515
2016-09-25,28515
2016-09-26,28515
2016-09-27,27693
2016-09-28,27693
2016-09-29,27693
2016-09-30,28126
2016-10-01,28126
2016-10-02,28126
2016-10-03,28126
2016-10-04,28465
2016-10-05,28465
2016-10-06,28465
2016-10-07,28465
2016-10-08,28171
2016-10-09,28171
2016-10-11,28042
2016-10-12,28042
2016-10-13,28042
2016-10-14,28105
2016-10-15,28105
2016-10-16,28105
2016-10-17,28385
2016-10-18,28385
2016-10-19,28385
2016-10-20,28145
2016-10-21,28145
2016-10-22,28145
2016-10-23,27835
2016-10-24,27835
2016-10-25,27835
2016-10-26,27331
2016-10-27,27331
2016-10-28,27331
2016-10-29,27742
2016-10-30,27742
2016-10-31,27742
2016-11-01,27000
2016-11-02,27000
2016-11-03,27000
2016-11-04,27422
2016-11-05,27422
2016-11-06,27422
2016-11-07,28139
2016-11-08,28139
2016-11-09,28139
2016-11-10,27767
2016-11-11,27767
2016-11-12,27767
2016-11-13,27732
2016-11-14,27732
2016-12-08,27604
2016-12-09,27604
2016-12-10,27604
2016-12-11,27485
2016-12-12,27485
2016-12-13,27485
2016-12-14,27007
2016-12-15,27007
2016-12-16,27007
2016-12-17,26920
2016-12-18,26920
2016-12-19,26920
2016-12-20,26689
2016-12-21,26689
2016-12-22,26689
2016-12-23,26731
2016-12-24,26731
2016-12-25,26803
2016-12-26,26803
2016-12-27,26803
2016-12-28,26985
2016-12-29,26985
2016-12-30,26985
2016-12-31,27314
2017-01-01,27314
2017-01-02,26759
2017-01-03,26759
2017-01-04,27419
2017-01-05,27419
2017-01-06,27419
2017-01-07,26841
2017-01-08,26841
2017-01-09,26842
2017-01-10,26842
2017-01-11,27509
2017-01-12,27509
2017-01-13,27734
2017-01-14,27734
2017-01-15,28318
2017-01-16,28318
2017-01-17,28922
2017-01-18,28922
2017-01-19,29442
2017-01-20,29442
2017-01-21,29379
2017-01-22,29379
2017-01-27,29538
2017-01-28,29538
2017-01-29,28478
2017-01-30,28478
2017-01-31,28478
2017-02-01,27877
2017-02-02,27877
2017-02-03,27814
2017-02-04,27814
2017-02-05,27518
2017-02-06,27518
2017-02-07,28029
2017-02-08,28029
2017-02-09,28872
2017-02-10,28872
2017-02-11,29154
2017-02-12,29154
2017-02-13,28986
2017-02-14,28986
2017-02-15,28577
2017-02-16,27920
2017-02-18,27720
2017-02-19,28061
2017-02-20,28061
2017-02-21,28139
2017-02-22,28139
2017-02-23,28826
2017-02-24,28826
2017-02-25,28843
2017-02-26,28843
2017-02-27,28989
2017-02-28,28133
2017-03-01,28133
2017-03-02,28487
2017-03-03,28487
2017-03-04,28794
2017-03-05,28794
2017-03-06,28894
2017-03-07,28894
2017-03-08,28797
2017-03-09,28797
2017-03-10,29231
2017-03-11,29231
2017-03-12,29350
2017-03-13,29676
2017-03-14,29676
2017-03-15,28585
2017-03-16,28585
2017-03-17,28219
2017-03-18,28219
2017-03-19,28280
2017-03-20,28280
2017-03-21,28985
2017-03-22,28985
2017-03-23,28780
2017-03-24,28780
2017-03-25,29221
2017-03-26,29221
2017-03-27,29695
2017-03-28,29695
2017-03-29,29333
2017-03-30,29333
2017-03-31,29822
2017-04-01,29822
2017-04-02,30064
2017-04-03,29608
2017-04-04,29608
2017-04-12,28169
2017-04-13,28134
2017-04-14,28134
2017-04-15,28298
2017-04-16,27236
2017-04-17,27236
2017-04-18,27847
2017-04-19,27847
2017-04-20,28183
2017-04-21,28183
2017-04-22,27395
2017-04-23,27395
2017-04-24,26534
2017-04-25,26210
2017-04-26,26210
2017-04-27,26441
2017-04-28,26441
2017-04-29,26857
2017-04-30,26857
2017-05-01,27088
2017-05-02,27088
2017-05-03,26914
2017-05-04,26914
2017-05-05,27471
2017-05-06,27471
2017-05-07,27417
2017-05-08,27417
2017-05-09,26732
2017-05-10,26732
2017-05-11,27053
2017-05-12,27053
2017-05-13,26962
2017-05-14,26962
2017-05-15,26962
2017-05-16,27443
2017-05-17,27443
2017-05-18,28185
2017-05-19,28185
2017-05-20,27670
2017-05-21,27670
2017-05-22,27670
2017-05-23,27780
2017-05-24,27780
2017-05-25,27259
2017-05-26,27259
2017-05-27,26422
2017-05-28,26422
2017-05-29,26334
2017-05-30,26334
2017-05-31,26369
2017-06-01,26369
2017-06-02,26397
2017-06-03,26397
2017-06-06,26396
2017-06-07,26396
2017-06-08,26396
2017-06-09,26113
2017-06-10,26358
2017-06-11,26358
2017-06-12,26439
2017-06-13,26439
2017-06-14,26388
2017-06-15,26388
2017-06-16,26444
2017-06-17,26444
2017-06-18,26528
2017-06-19,26528
2017-06-20,26652
2017-06-21,26652
2017-06-22,26670
2017-06-23,26670
2017-06-24,26764
2017-06-25,26764
2017-06-26,26007
2017-06-27,26007
2017-06-28,26195
2017-06-29,26195
2017-06-30,26263
2017-07-01,26263
2017-07-02,26263
2017-07-03,26273
2017-07-04,26273
2017-07-05,26433
2017-07-06,26433
2017-07-07,26423
2017-07-08,26423
2017-07-13,26673
2017-07-14,26499
2017-07-15,26499
2017-07-16,26499
2017-07-17,26590
2017-07-18,26590
2017-07-19,26590
2017-07-20,26518
2017-07-21,26518
2017-07-22,26571
2017-07-23,26571
2017-07-24,26357
2017-07-25,26357
2017-07-26,26702
2017-07-27,26702
2017-07-28,26533
2017-07-29,26533
2017-07-30,26615
2017-07-31,26615
2017-08-01,26615
2017-08-02,26449
2017-08-03,26449
2017-08-04,26449
2017-08-05,26533
2017-08-06,26533
2017-08-09,26491
2017-08-10,26491
2017-08-11,26350
2017-08-12,26350
2017-08-13,26276
2017-08-14,26276
2017-08-15,26387
2017-08-17,26413
2017-08-18,26413
2017-08-19,26413
2017-08-20,26350
2017-08-21,26350
2017-08-22,26543
2017-08-23,26543
2017-08-24,26486
2017-08-25,26486
2017-08-26,26518
2017-08-27,26518
2017-08-28,26566
2017-08-29,26566
2017-08-30,26600
2017-08-31,26600
2017-09-01,26600
2017-09-02,26423
2017-09-03,26423
2017-09-04,26491
2017-09-05,26491
2017-09-06,26465
2017-09-07,26465
2017-09-08,26446
2017-09-09,26446
2017-09-10,26486
2017-09-11,26486
2017-09-12,26486
2017-09-13,26487
2017-09-14,26487
2017-09-15,26480
2017-09-16,26480
2017-09-17,26449
2017-09-19,26595
2017-09-20,26595
2017-09-21,26456
2017-09-22,26456
2017-09-23,26550
2017-09-24,26550
2017-09-25,26569
2017-09-26,26569
2017-09-27,26569
2017-09-28,26534
2017-09-29,26534
2017-09-30,26470
2017-10-01,26470
2017-10-02,26553
2017-10-03,26553
2017-10-04,26553
2017-10-05,26460
2017-10-06,26460
2017-10-07,26464
2017-10-08,26464
2017-10-09,26666
2017-10-10,26666
2017-10-11,26666
2017-10-12,26577
2017-10-13,26577
2017-10-14,26472
2017-10-15,26472
2017-10-16,26379
2017-10-17,26379
2017-10-18,25910
2017-10-19,25910
2017-10-20,26441
2017-10-21,26441
2017-10-22,26419
2017-10-23,26419
2017-10-24,26276
2017-10-25,26371
2017-10-26,26371
2017-10-27,26345
2017-10-28,26345
2017-10-29,26482
2017-10-30,26482
2017-10-31,26421
2017-11-01,26421
2017-11-02,26448
2017-11-03,26448
2017-11-04,26444
2017-11-05,26444
2017-11-06,26318
2017-11-07,26318
2017-11-08,26318
2017-11-09,26410
2017-11-10,26410
2017-11-11,26410
2017-11-12,26485
2017-11-13,26485
2017-11-14,26709
2017-11-15,26709
2017-11-16,26444
2017-11-17,26444
2017-11-18,26939
2017-11-19,26939
2017-11-20,26464
2017-11-21,26464
2017-11-22,26446
2017-11-23,26446
2017-11-24,26598
2017-11-25,26598
2017-11-26,26535
2017-11-27,26535
2017-11-28,26535
2017-11-29,26639
2017-11-30,26639
2017-12-01,26466
2017-12-02,26466
2017-12-03,26213
2017-12-04,26213
2017-12-05,26516
2017-12-06,26516
2017-12-07,26479
2017-12-08,26479
2017-12-09,26479
2017-12-10,26634
2017-12-11,26634
2017-12-12,26504
2017-12-13,26504
2017-12-14,26504
2017-12-15,26410
2017-12-16,26410
2017-12-17,26410
2017-12-18,26270
2017-12-19,26270
2017-12-20,26447
2017-12-21,26447
2017-12-22,26477
2017-12-23,26477
2017-12-24,26698
2017-12-25,26698
2017-12-26,26530
2017-12-27,26530
2017-12-28,26471
2017-12-29,26471
2017-12-30,26649
2017-12-31,26649
2018-01-01,26488
2018-01-02,26488
2018-01-03,26671
2018-01-04,26671
2018-01-05,26379
2018-01-06,26379
2018-01-07,26485
2018-01-08,26485
2018-01-09,26482
2018-01-10,26482
2018-01-11,26548
2018-01-12,26548
2018-01-13,26424
2018-01-14,26424
2018-01-15,26620
2018-01-16,26620
2018-01-17,26737
2018-01-18,26737
2018-01-19,26737
2018-01-20,26679
2018-01-21,26679
2018-01-22,26538
2018-01-23,26538
2018-01-24,26408
2018-01-25,26493
2018-01-26,26452
2018-01-27,26662
2018-01-28,26480
2018-01-29,26612
2018-01-30,26712
2018-01-31,26675
2018-02-01,26675
2018-02-02,26615
2018-02-03,26718
2018-02-04,27066
2018-02-05,27066
2018-02-06,26708
2018-02-07,26912
2018-02-08,26912
2018-02-09,27262
2018-02-10,27262
2018-02-11,26533
2018-02-12,26805
2018-02-13,26805
2018-02-14,26708
2018-02-15,26851
2018-02-16,26642
2018-02-17,26743
2018-02-18,26673
2018-02-19,27096
2018-02-20,27151
2018-02-21,27052
2018-02-22,26877
2018-02-23,26766
2018-02-24,26766
2018-02-25,26866
2018-02-26,26720
2018-02-27,26520
2018-02-28,26520
2018-03-01,26516
2018-03-02,26523
2018-03-03,26949
2018-03-04,26949
2018-03-05,26907
2018-03-06,26620
2018-03-07,26681
2018-03-08,26638
2018-03-09,26665
2018-03-10,26779
2018-03-11,26642
2018-03-12,26525
2018-03-13,26856
2018-03-14,26999
2018-03-15,27364
2018-03-16,27080
2018-03-17,26761
2018-03-18,26744
2018-03-19,26744
2018-03-20,26549
2018-03-21,26549
2018-03-23,26591
2018-03-24,26764
2018-03-26,26714
2018-03-27,27022
2018-03-28,27022
2018-03-29,26832
2018-03-30,26993
2018-03-31,26776
2018-04-01,26776
2018-04-02,26823
2018-04-03,26208
2018-04-04,26655
2018-04-05,26655
2018-04-06,26700
2018-04-08,26689
2018-04-09,26722
2018-04-10,26808
2018-04-11,26556
2018-04-12,27183
2018-04-13,27183
2018-04-14,26654
2018-04-16,26755
2018-04-17,26893
2018-04-18,26893
2018-04-19,26826
2018-04-20,26561
2018-04-21,26607
2018-04-22,26607
2018-04-23,26549
2018-04-24,26549
2018-04-25,26626
2018-04-26,26626
2018-04-27,26600
2018-04-28,26689
2018-04-29,26481
2018-04-30,26394
2018-05-01,26200
2018-05-02,26200
2018-05-03,26333
2018-05-04,26333
2018-05-05,26479
2018-05-06,26479
2018-05-07,26613
2018-05-08,26613
2018-05-09,26514
2018-05-10,26856
2018-05-11,26856
2018-05-12,26699
2018-05-13,26699
2018-05-14,26690
2018-05-15,26478
2018-05-16,26484
2018-05-17,26484
2018-05-18,26776
2018-05-19,26812
2018-05-20,26812
2018-05-21,26818
2018-05-22,26818
2018-05-23,26661
2018-05-24,26756
2018-05-25,26814
2018-05-26,26690
2018-05-27,26690
2018-05-28,26673
2018-05-29,26843
2018-05-30,26843
2018-05-31,27064
2018-06-01,27064
2018-06-02,26506
2018-06-03,26506
2018-06-04,26427
2018-06-05,26460
2018-06-06,26614
2018-06-07,26614
2018-06-08,26849
2018-06-09,26849
2018-06-10,26479
2018-06-11,26479
2018-06-12,26828
2018-06-13,27197
2018-06-14,26538
2018-06-15,26538
2018-06-16,26462
2018-06-17,26425
2018-06-18,26507
2018-06-19,26242
2018-06-20,26242
2018-06-21,27023
2018-06-22,26552
2018-06-23,26552
2018-06-24,26604
2018-06-25,27310
2018-06-26,27310
2018-06-27,27532
2018-06-28,26571
2018-06-29,26447
2018-06-30,26571
2018-07-01,26493
2018-07-02,26493
2018-07-03,26467
2018-07-04,26467
2018-07-05,26511
2018-07-06,26501
2018-07-07,26501
2018-07-08,26642
2018-07-09,26801
2018-07-10,26595
2018-07-11,26719
2018-07-12,26820
2018-07-13,26546
2018-07-14,26464
2018-07-15,26464
2018-07-16,26372
2018-07-17,26539
2018-07-18,26527
2018-07-19,26573
2018-07-20,26532
2018-07-21,26497
2018-07-22,26376
2018-07-23,26298
2018-07-24,26544
2018-07-25,26639
2018-07-26,26549
2018-07-27,26376
2018-07-28,26288
2018-07-29,26486
2018-07-30,26469
2018-07-31,26598
2018-08-01,26598
2018-08-02,26637
2018-08-03,26679
2018-08-04,26831
2018-08-05,26680
2018-08-06,26654
2018-08-07,26623
2018-08-08,26736
2018-08-09,26736
2018-08-10,26582
2018-08-11,26214
2018-08-12,26404
2018-08-14,26661
2018-08-16,26371
2018-08-17,26465
2018-08-18,26495
2018-08-19,26481
2018-08-20,26500
2018-08-21,26455
2018-08-22,26573
2018-08-23,26568
2018-08-24,26565
2018-08-25,26503
2018-08-26,26503
2018-08-27,26570
2018-08-28,26608
2018-08-29,26600
2018-08-30,26576
2018-08-31,26576
2018-09-01,26596
2018-09-02,26619
2018-09-03,26414
2018-09-04,26480
2018-09-05,26559
2018-09-06,26559
2018-09-07,26543
2018-09-08,26530
2018-09-09,26577
2018-09-10,26786
2018-09-11,26786
2018-09-12,26403
2018-09-13,26811
2018-09-14,27590
2018-09-15,27302
2018-09-16,27302
2018-09-17,26905
2018-09-18,26694
2018-09-19,26686
2018-09-20,26738
2018-09-21,27066
2018-09-22,26687
2018-09-23,26703
2018-09-24,26577
2018-09-25,26577
2018-09-26,26745
2018-09-27,26745
2018-09-28,26610
2018-09-29,26472
2018-09-30,26602
2018-10-02,26694
2018-10-03,26705
2018-10-04,26705
2018-10-05,26675
2018-10-06,27955
2018-10-07,29353
2018-10-08,30821
2018-10-09,32363
2018-10-10,33982
2018-10-11,35682
2018-10-12,37452
2018-10-13,39325
2018-10-14,39235
2018-10-15,37328
2018-10-16,36657
2018-10-17,35061
2018-10-18,34163
2018-10-19,32678
2018-10-20,32678
2018-10-21,31071
2018-10-22,29517
2018-10-23,28835
2018-10-24,29440
2018-10-25,29409
2018-10-26,28877
2018-10-27,28574
2018-10-28,28082
2018-10-29,28082
2018-10-30,27859
2018-10-31,28336
2018-11-01,28922
2018-11-03,30415
2018-11-04,29312
2018-11-05,27964
2018-11-06,27826
2018-11-07,27213
2018-11-08,27860
2018-11-09,27292
2018-11-10,27054
2018-11-11,26750
2018-11-12,27033
2018-11-13,28253
2018-11-14,29144
2018-11-15,28932
2018-11-16,27888
2018-11-17,27046
2018-11-18,27131
2018-11-19,27023
2018-11-20,26970
2018-11-21,27040
2018-11-22,26874
2018-11-23,26806
2018-11-24,26981
2018-11-25,26681
2018-11-26,26994
2018-11-27,27782
2018-11-28,27471
2018-11-29,27371
2018-12-01,27934
2018-12-02,27552
2018-12-03,27428
2018-12-05,27430
2018-12-07,26803
2018-12-09,26718
2018-12-10,26721
2018-12-11,26642
2018-12-12,26725
2018-12-13,26715
2018-12-14,26819
2018-12-15,26892
2018-12-16,27270
2018-12-17,26474
2018-12-18,26753
2018-12-19,26863
2018-12-20,26904
2018-12-21,26893
2018-12-22,26770
2018-12-23,26843
2018-12-24,27175
2018-12-25,26848
2018-12-26,26722
2018-12-27,26706
2018-12-28,26664
2018-12-29,26740
2018-12-30,26589
2018-12-31,26708
2019-01-01,26828
2019-01-02,26722
2019-01-03,26215
2019-01-04,26666
2019-01-05,26821
2019-01-06,26985
2019-01-08,27575
2019-01-10,26652
2019-01-11,26694
2019-01-12,26844
2019-01-13,26762
2019-01-14,26577
2019-01-15,26515
2019-01-16,26536
2019-01-17,26514
2019-01-18,26560
2019-01-19,26957
2019-01-20,26732
2019-01-22,26870
2019-01-23,26989
2019-01-24,27064
2019-01-25,28189
2019-01-26,28081
2019-01-27,29210
2019-01-28,29007
2019-01-29,28477
2019-01-30,27302
2019-01-31,26624
2019-02-01,27184
2019-02-02,27621
2019-02-03,27304
2019-02-04,27601
2019-02-05,27175
2019-02-06,26911
2019-02-07,26775
2019-02-08,26719
2019-02-09,26586
2019-02-10,26693
2019-02-11,26992
2019-02-12,26818
2019-02-13,26876
2019-02-14,26876
2019-02-15,27769
2019-02-16,27905
2019-02-17,26925
2019-02-18,26959
2019-02-19,26943
2019-02-20,26300
2019-02-21,26822
2019-02-22,27119
2019-02-23,26982
2019-02-24,26703
2019-02-25,26682
2019-02-26,26739
2019-02-27,26967
2019-02-28,26873
2019-03-01,26971
2019-03-02,26834
2019-03-03,26699
2019-03-04,26766
2019-03-05,26744
2019-03-06,27018
2019-03-07,26593
2019-03-08,26689
2019-03-09,26805
2019-03-10,26672
2019-03-11,26573
2019-03-12,26729
2019-03-13,26625
2019-03-14,26572
2019-03-15,26505
2019-03-16,26549
2019-03-17,26581
2019-03-18,26572
2019-03-19,26692
2019-03-20,27119
2019-03-21,26878
2019-03-22,26947
2019-03-23,26854
2019-03-24,26635
2019-03-25,26696
2019-03-26,26604
2019-03-27,26604
2019-03-28,26679
2019-03-29,26666
2019-03-30,26745
2019-03-31,26669
2019-04-01,26787
2019-04-02,26640
2019-04-03,25946
2019-04-04,27087
2019-04-05,26873
2019-04-06,26606
2019-04-07,26520
2019-04-08,26670
