date_obj,Rune%20claws price
2015-03-26,31468
2015-03-27,31468
2015-03-28,31468
2015-03-29,31468
2015-03-30,31468
2015-03-31,31468
2015-04-01,31468
2015-04-02,30037
2015-04-03,30037
2015-04-04,30037
2015-04-05,30037
2015-04-06,30037
2015-04-07,30037
2015-04-08,30037
2015-04-09,30037
2015-04-10,28615
2015-04-11,28615
2015-04-12,28615
2015-04-13,28615
2015-04-14,28615
2015-04-15,28615
2015-04-16,28615
2015-04-17,28615
2015-04-18,28615
2015-04-19,27200
2015-04-20,27200
2015-04-21,27200
2015-04-22,27200
2015-04-23,27200
2015-04-24,27200
2015-04-25,27200
2015-04-26,27200
2015-04-27,27200
2015-04-28,27200
2015-04-29,27200
2015-04-30,25865
2015-05-01,25865
2015-05-02,25865
2015-05-03,25865
2015-05-04,25865
2015-05-05,25865
2015-05-06,25865
2015-05-07,25865
2015-05-08,25865
2015-05-09,25865
2015-05-10,24599
2015-05-11,24599
2015-05-12,24599
2015-05-13,24599
2015-05-14,24599
2015-05-15,24599
2015-05-16,24599
2015-05-17,24599
2015-05-18,24599
2015-05-19,24599
2015-05-20,24599
2015-05-21,24599
2015-05-22,24599
2015-05-23,23385
2015-05-24,23385
2015-05-25,23385
2015-05-26,23385
2015-05-27,23385
2015-05-28,23385
2015-05-29,22239
2015-05-30,22239
2015-05-31,22239
2015-06-01,22239
2015-06-02,22239
2015-06-03,22239
2015-06-04,21207
2015-06-05,21207
2015-06-06,21207
2015-06-07,21207
2015-06-08,21207
2015-06-09,21207
2015-06-10,20176
2015-06-11,20176
2015-06-12,20176
2015-06-13,20176
2015-06-14,20176
2015-06-15,20176
2015-06-16,20176
2015-06-17,19203
2015-06-18,19203
2015-06-19,19203
2015-06-20,19203
2015-06-21,19203
2015-06-22,19203
2015-06-23,19203
2015-06-24,18273
2015-06-25,18273
2015-06-26,18273
2015-06-27,18273
2015-06-28,18273
2015-06-29,18273
2015-06-30,17384
2015-07-01,17384
2015-07-02,17384
2015-07-03,17384
2015-07-04,17384
2015-07-05,17384
2015-07-06,17384
2015-07-07,16544
2015-07-08,16544
2015-07-09,16544
2015-07-10,16544
2015-07-11,16544
2015-07-12,16544
2015-07-13,16544
2015-07-14,15753
2015-07-15,15753
2015-07-16,15753
2015-07-17,15753
2015-07-18,15753
2015-07-19,15753
2015-07-20,15753
2015-07-21,14986
2015-07-22,14986
2015-07-23,14986
2015-07-24,14986
2015-07-25,14986
2015-07-26,14986
2015-07-27,14275
2015-07-28,14275
2015-07-29,14275
2015-07-30,14275
2015-07-31,14275
2015-08-01,14275
2015-08-02,13593
2015-08-03,13593
2015-08-04,13593
2015-08-05,13593
2015-08-06,13593
2015-08-07,13593
2015-08-08,12935
2015-08-09,12935
2015-08-10,12935
2015-08-11,12935
2015-08-12,12935
2015-08-13,12935
2015-08-14,12311
2015-08-15,12311
2015-08-16,12311
2015-08-17,12311
2015-08-18,12311
2015-08-19,12311
2015-08-20,12311
2015-08-21,11725
2015-08-22,11725
2015-08-23,11725
2015-08-24,11725
2015-08-25,11725
2015-08-26,11725
2015-08-27,11725
2015-08-28,11725
2015-08-29,11161
2015-08-30,11161
2015-08-31,11161
2015-09-01,11161
2015-09-02,11161
2015-09-03,11161
2015-09-04,11161
2015-09-05,11161
2015-09-06,10638
2015-09-07,10638
2015-09-08,10638
2015-09-09,10638
2015-09-10,10638
2015-09-11,10638
2015-09-12,10638
2015-09-13,10114
2015-09-14,10114
2015-09-15,10114
2015-09-16,10114
2015-09-17,10114
2015-09-18,10114
2015-09-19,10114
2015-09-20,9825
2015-09-21,9825
2015-09-22,9825
2015-09-23,9825
2015-09-24,9825
2015-09-25,9825
2015-09-27,9825
2015-09-28,9508
2015-09-29,9508
2015-09-30,9508
2015-10-05,9508
2015-10-06,9103
2015-10-07,9103
2015-10-08,9103
2015-10-09,9103
2015-10-10,9103
2015-10-11,9103
2015-10-12,9103
2015-10-13,9103
2015-10-14,8764
2015-10-15,8764
2015-10-16,8764
2015-10-17,8764
2015-10-18,8764
2015-10-19,8764
2015-10-20,8764
2015-10-22,8541
2015-10-23,8541
2015-10-24,8541
2015-10-25,8541
2015-10-26,8541
2015-10-27,8541
2015-10-29,8541
2015-10-30,8541
2015-10-31,8342
2015-11-01,8342
2015-11-02,8342
2015-11-03,8342
2015-11-04,8342
2015-11-05,8342
2015-11-06,8342
2015-11-07,8342
2015-11-08,8342
2015-11-09,8342
2015-11-10,8342
2015-11-11,8103
2015-11-12,8103
2015-11-13,8103
2015-11-14,8103
2015-11-15,8103
2015-11-16,8103
2015-11-17,8103
2015-11-18,8103
2015-11-19,8103
2015-11-20,8103
2015-11-21,8005
2015-11-22,8005
2015-11-23,8005
2015-11-24,8005
2015-11-25,8005
2015-11-26,8005
2015-11-27,8005
2015-11-28,8005
2015-11-29,7895
2015-11-30,7895
2015-12-01,7895
2015-12-02,7895
2015-12-03,7895
2015-12-04,7895
2015-12-05,7895
2015-12-06,7895
2015-12-07,7895
2015-12-08,7895
2015-12-09,7887
2015-12-10,7887
2015-12-11,7887
2015-12-12,7887
2015-12-13,7887
2015-12-14,7887
2015-12-15,7887
2015-12-16,7887
2015-12-17,7887
2015-12-18,8000
2015-12-19,8000
2015-12-20,8000
2015-12-21,8000
2015-12-22,8000
2015-12-23,8000
2015-12-24,8000
2015-12-25,8000
2015-12-26,8000
2015-12-27,7939
2015-12-28,7939
2015-12-29,7939
2015-12-30,7939
2015-12-31,7939
2016-01-01,7939
2016-01-02,7939
2016-01-03,8048
2016-01-04,8048
2016-01-05,8048
2016-01-06,8048
2016-01-07,8048
2016-01-08,8048
2016-01-09,8048
2016-01-10,8048
2016-01-11,8048
2016-01-12,7850
2016-01-13,7850
2016-01-14,7850
2016-01-15,7850
2016-01-16,7850
2016-01-17,7850
2016-01-18,7850
2016-01-19,7850
2016-01-20,7836
2016-01-21,7836
2016-01-22,7836
2016-01-23,7836
2016-01-24,7836
2016-01-25,7836
2016-01-26,7836
2016-01-27,7836
2016-01-28,7822
2016-01-29,7822
2016-01-30,7822
2016-01-31,7822
2016-02-01,7822
2016-02-02,7822
2016-02-03,7822
2016-02-04,7802
2016-02-05,7802
2016-02-06,7802
2016-02-07,7802
2016-02-08,7802
2016-02-09,7802
2016-02-10,7802
2016-02-11,7802
2016-02-12,7802
2016-02-13,7870
2016-02-14,7870
2016-02-15,7870
2016-02-16,7870
2016-02-17,7870
2016-02-18,7870
2016-02-19,7870
2016-02-20,7870
2016-02-21,7701
2016-02-22,7701
2016-02-23,7701
2016-02-24,7701
2016-02-25,7701
2016-02-26,7701
2016-02-27,7701
2016-02-28,7701
2016-02-29,7566
2016-03-01,7566
2016-03-02,7566
2016-03-03,7566
2016-03-04,7566
2016-03-05,7566
2016-03-06,7566
2016-03-07,7566
2016-03-08,7566
2016-03-09,7357
2016-03-10,7357
2016-03-11,7357
2016-03-12,7357
2016-03-13,7357
2016-03-14,7357
2016-03-15,7357
2016-03-16,7357
2016-03-17,7326
2016-03-18,7326
2016-03-19,7326
2016-03-20,7326
2016-03-21,7326
2016-03-22,7326
2016-03-23,7326
2016-03-24,7217
2016-03-25,7217
2016-03-26,7217
2016-03-27,7217
2016-03-28,7217
2016-03-29,7217
2016-03-30,7217
2016-03-31,7217
2016-04-01,7248
2016-04-02,7248
2016-04-03,7248
2016-04-04,7248
2016-04-05,7248
2016-04-06,7248
2016-04-07,7248
2016-04-08,7248
2016-04-09,7248
2016-04-10,7207
2016-04-11,7207
2016-04-12,7207
2016-04-13,7207
2016-04-14,7207
2016-04-15,7207
2016-04-16,7207
2016-04-17,7207
2016-04-18,7207
2016-04-19,7257
2016-04-20,7257
2016-04-21,7257
2016-04-22,7257
2016-04-23,7257
2016-04-24,7257
2016-04-25,7257
2016-04-26,7431
2016-04-27,7431
2016-04-28,7431
2016-04-29,7431
2016-04-30,7431
2016-05-01,7431
2016-05-02,7431
2016-05-03,7431
2016-05-04,7431
2016-05-05,7180
2016-05-06,7180
2016-05-07,7180
2016-05-08,7180
2016-05-09,7180
2016-05-10,7180
2016-05-11,7180
2016-05-12,7180
2016-05-13,7180
2016-05-14,7091
2016-05-15,7091
2016-05-16,7091
2016-05-17,7091
2016-05-18,7091
2016-05-19,7091
2016-05-22,7069
2016-05-23,7069
2016-05-24,7069
2016-05-25,7069
2016-05-26,7069
2016-05-27,7069
2016-05-28,7069
2016-05-29,7111
2016-05-30,7111
2016-05-31,7111
2016-06-01,7111
2016-06-02,7111
2016-06-03,7111
2016-06-04,7111
2016-06-05,7111
2016-06-06,7227
2016-06-07,7227
2016-06-08,7227
2016-06-09,7227
2016-06-10,7227
2016-06-11,7227
2016-06-12,7227
2016-06-13,7227
2016-06-14,7503
2016-06-15,7503
2016-06-16,7503
2016-06-17,7503
2016-06-18,7503
2016-06-19,7503
2016-06-20,7503
2016-06-21,7503
2016-06-22,7514
2016-06-23,7514
2016-06-24,7514
2016-06-25,7514
2016-06-26,7514
2016-06-27,7514
2016-06-28,7514
2016-06-29,7514
2016-06-30,7514
2016-07-01,7540
2016-07-02,7540
2016-07-03,7540
2016-07-04,7540
2016-07-05,7540
2016-07-06,7540
2016-07-07,7540
2016-07-08,7255
2016-07-09,7255
2016-07-10,7255
2016-07-11,7255
2016-07-12,7034
2016-07-13,7034
2016-07-14,7034
2016-07-15,7034
2016-07-16,7034
2016-07-17,7034
2016-07-18,7009
2016-07-23,7009
2016-07-24,7009
2016-07-25,7030
2016-07-26,7030
2016-07-27,7030
2016-07-28,7030
2016-07-29,7030
2016-07-30,7030
2016-07-31,7030
2016-08-01,7089
2016-08-02,7089
2016-08-03,7089
2016-08-04,7089
2016-08-05,7089
2016-08-06,7089
2016-08-07,7052
2016-08-08,7052
2016-08-09,7052
2016-08-10,7052
2016-08-11,7052
2016-08-12,7052
2016-08-13,7052
2016-08-14,7052
2016-08-15,7095
2016-08-16,7095
2016-08-17,7095
2016-08-18,7095
2016-08-19,7095
2016-08-20,7095
2016-08-21,7095
2016-08-22,7095
2016-08-23,7123
2016-08-24,7123
2016-08-25,7123
2016-08-26,7123
2016-08-28,7123
2016-08-31,7123
2016-09-01,7173
2016-09-02,7173
2016-09-03,7173
2016-09-04,7173
2016-09-05,7173
2016-09-06,7173
2016-09-07,7173
2016-09-08,7173
2016-09-09,7173
2016-09-10,7173
2016-09-11,7105
2016-09-12,7105
2016-09-13,7105
2016-09-14,7105
2016-09-15,7105
2016-09-16,7105
2016-09-17,7105
2016-09-18,7105
2016-09-19,7105
2016-09-20,7025
2016-09-21,7025
2016-09-22,7025
2016-09-23,7025
2016-09-24,7025
2016-09-25,7025
2016-09-26,7025
2016-09-27,7025
2016-09-28,7025
2016-09-29,7053
2016-09-30,7053
2016-10-01,7053
2016-10-02,7053
2016-10-03,7053
2016-10-04,7053
2016-10-05,7053
2016-10-06,7053
2016-10-07,7053
2016-10-08,7053
2016-10-09,7057
2016-10-10,7057
2016-10-11,7057
2016-10-12,7057
2016-10-13,7057
2016-10-14,7057
2016-10-15,7057
2016-10-16,7057
2016-10-17,7095
2016-10-18,7095
2016-10-19,7095
2016-10-20,7095
2016-10-21,7095
2016-10-22,7095
2016-10-23,7095
2016-10-24,7095
2016-10-25,7095
2016-10-26,7182
2016-10-27,7182
2016-10-28,7182
2016-10-29,7182
2016-10-30,7182
2016-10-31,7182
2016-11-01,7182
2016-11-02,7182
2016-11-03,7182
2016-11-04,7200
2016-11-05,7200
2016-11-06,7200
2016-11-07,7200
2016-11-08,7200
2016-11-09,7200
2016-11-10,7200
2016-11-11,7200
2016-11-12,7200
2016-11-13,7121
2016-11-14,7121
2016-12-08,7088
2016-12-09,7088
2016-12-10,7088
2016-12-11,7088
2016-12-12,7088
2016-12-13,7088
2016-12-14,7088
2016-12-15,7107
2016-12-16,7107
2016-12-17,7107
2016-12-18,7107
2016-12-19,7107
2016-12-20,7107
2016-12-21,7107
2016-12-22,7107
2016-12-23,7123
2016-12-24,7123
2016-12-25,7123
2016-12-26,7123
2016-12-27,7123
2016-12-28,7123
2016-12-29,7123
2016-12-30,7123
2016-12-31,7123
2017-01-01,7134
2017-01-02,7134
2017-01-03,7134
2017-01-04,7134
2017-01-05,7134
2017-01-06,7134
2017-01-07,7149
2017-01-08,7149
2017-01-09,7149
2017-01-10,7149
2017-01-11,7149
2017-01-12,7128
2017-01-13,7128
2017-01-14,7128
2017-01-15,7128
2017-01-16,7128
2017-01-17,7112
2017-01-18,7112
2017-01-19,7112
2017-01-20,7112
2017-01-21,7112
2017-01-22,7112
2017-01-27,7194
2017-01-28,7194
2017-01-29,7247
2017-01-30,7247
2017-01-31,7247
2017-02-01,7247
2017-02-02,7247
2017-02-03,7247
2017-02-04,7248
2017-02-05,7248
2017-02-06,7248
2017-02-07,7248
2017-02-08,7248
2017-02-09,7248
2017-02-10,7112
2017-02-11,7112
2017-02-12,7112
2017-02-13,7112
2017-02-14,7112
2017-02-15,7103
2017-02-16,7103
2017-02-18,7103
2017-02-19,7103
2017-02-20,7149
2017-02-21,7149
2017-02-22,7149
2017-02-23,7149
2017-02-24,7149
2017-02-25,7149
2017-02-26,7188
2017-02-27,7188
2017-02-28,7188
2017-03-01,7188
2017-03-02,7188
2017-03-03,7324
2017-03-04,7324
2017-03-05,7324
2017-03-06,7324
2017-03-07,7324
2017-03-08,7324
2017-03-09,7278
2017-03-10,7278
2017-03-11,7278
2017-03-12,7278
2017-03-13,7278
2017-03-14,7237
2017-03-15,7237
2017-03-16,7237
2017-03-17,7237
2017-03-18,7237
2017-03-19,7265
2017-03-20,7265
2017-03-21,7265
2017-03-22,7265
2017-03-23,7265
2017-03-24,7222
2017-03-25,7222
2017-03-26,7222
2017-03-27,7222
2017-03-28,7222
2017-03-29,7222
2017-03-30,7139
2017-03-31,7139
2017-04-01,7139
2017-04-02,7139
2017-04-03,7139
2017-04-04,7140
2017-04-12,7128
2017-04-13,7128
2017-04-14,7128
2017-04-15,7084
2017-04-16,7084
2017-04-17,7084
2017-04-18,7084
2017-04-19,7224
2017-04-20,7224
2017-04-21,7224
2017-04-22,7224
2017-04-23,7224
2017-04-24,7224
2017-04-25,7220
2017-04-26,7220
2017-04-27,7220
2017-04-28,7220
2017-04-29,7220
2017-04-30,7159
2017-05-01,7159
2017-05-02,7159
2017-05-03,7159
2017-05-04,7159
2017-05-05,7053
2017-05-06,7053
2017-05-07,7053
2017-05-08,7053
2017-05-09,7084
2017-05-10,7084
2017-05-11,7084
2017-05-12,7084
2017-05-13,7084
2017-05-14,7098
2017-05-15,7098
2017-05-16,7098
2017-05-17,7098
2017-05-18,7098
2017-05-19,7079
2017-05-20,7079
2017-05-21,7079
2017-05-22,7079
2017-05-23,7079
2017-05-24,7026
2017-05-25,7026
2017-05-26,7026
2017-05-27,7026
2017-05-28,7026
2017-05-29,6926
2017-05-30,6926
2017-05-31,6926
2017-06-01,6926
2017-06-02,6929
2017-06-03,6929
2017-06-06,6929
2017-06-07,6961
2017-06-08,6961
2017-06-09,6961
2017-06-10,6961
2017-06-11,7006
2017-06-12,7006
2017-06-13,7006
2017-06-14,7006
2017-06-15,7006
2017-06-16,7006
2017-06-17,7028
2017-06-18,7028
2017-06-19,7028
2017-06-20,7028
2017-06-21,7028
2017-06-22,7116
2017-06-23,7116
2017-06-24,7116
2017-06-25,7116
2017-06-26,7116
2017-06-27,6950
2017-06-28,6950
2017-06-29,6950
2017-06-30,6950
2017-07-01,6950
2017-07-02,6972
2017-07-03,6972
2017-07-04,6972
2017-07-05,6972
2017-07-06,6993
2017-07-07,6993
2017-07-08,6993
2017-07-13,7001
2017-07-14,7001
2017-07-15,7001
2017-07-16,7001
2017-07-17,6938
2017-07-18,6938
2017-07-19,6938
2017-07-20,6938
2017-07-21,6938
2017-07-22,6973
2017-07-23,6973
2017-07-24,6973
2017-07-25,6973
2017-07-26,6973
2017-07-27,7004
2017-07-28,7004
2017-07-29,7004
2017-07-30,7004
2017-07-31,7004
2017-08-01,7004
2017-08-02,7052
2017-08-03,7052
2017-08-04,7052
2017-08-05,7052
2017-08-06,7052
2017-08-09,6973
2017-08-10,6973
2017-08-11,6973
2017-08-12,6973
2017-08-13,7099
2017-08-14,7099
2017-08-15,7099
2017-08-17,7099
2017-08-18,7099
2017-08-19,6888
2017-08-20,6888
2017-08-21,6888
2017-08-22,6888
2017-08-23,6949
2017-08-24,6949
2017-08-25,6949
2017-08-26,6949
2017-08-27,6949
2017-08-28,6985
2017-08-29,6985
2017-08-30,6985
2017-08-31,6985
2017-09-01,6985
2017-09-02,7029
2017-09-03,7029
2017-09-04,7029
2017-09-05,7029
2017-09-06,7029
2017-09-07,7075
2017-09-08,7075
2017-09-09,7075
2017-09-10,7075
2017-09-11,7075
2017-09-12,7026
2017-09-13,7026
2017-09-14,7026
2017-09-15,7026
2017-09-16,7026
2017-09-17,7092
2017-09-19,7092
2017-09-20,7092
2017-09-21,7092
2017-09-22,7092
2017-09-23,7077
2017-09-24,7077
2017-09-25,7077
2017-09-26,7077
2017-09-27,7077
2017-09-28,7094
2017-09-29,7094
2017-09-30,7094
2017-10-01,7094
2017-10-02,7094
2017-10-03,7233
2017-10-04,7233
2017-10-05,7233
2017-10-06,7233
2017-10-07,7233
2017-10-08,7233
2017-10-09,7077
2017-10-10,7077
2017-10-11,7077
2017-10-12,7077
2017-10-13,7077
2017-10-14,7105
2017-10-15,7105
2017-10-16,7105
2017-10-17,7105
2017-10-18,7105
2017-10-19,7105
2017-10-20,7105
2017-10-21,7149
2017-10-22,7149
2017-10-23,7149
2017-10-24,7149
2017-10-25,7149
2017-10-26,7170
2017-10-27,7170
2017-10-28,7170
2017-10-29,7170
2017-10-30,7170
2017-10-31,7170
2017-11-01,7170
2017-11-02,7131
2017-11-03,7131
