date_obj,Ancient%20robe%20legs price
2019-03-20,83737
2019-03-21,83545
2019-03-22,83545
2019-03-23,83997
2019-03-24,84008
2019-03-25,82852
2019-03-26,83719
2019-03-27,83719
2019-03-28,84278
2019-03-29,85102
2019-03-30,85102
2019-03-31,84971
2019-04-01,85118
2019-04-02,86694
2019-04-03,87145
2019-04-04,87472
2019-04-05,88208
2019-04-06,88208
2019-04-07,89400
2019-04-08,91193
2019-04-09,91493
2019-04-10,92379
2019-04-11,92548
2019-04-12,93129
2019-04-13,93684
2019-04-14,93182
2019-04-15,91639
2019-04-16,88659
2019-04-17,84818
2019-04-18,82062
2019-04-19,78546
2019-04-20,78011
2019-04-21,76050
2019-04-22,72731
2019-04-23,69120
2019-04-24,66955
2019-04-25,63686
2019-04-26,62417
2019-04-27,62130
2019-04-28,61745
2019-04-29,62228
2019-04-30,61786
2019-05-01,61130
2019-05-02,62382
2019-05-03,63474
2019-05-04,62586
2019-05-05,64992
2019-05-06,68242
2019-05-07,71655
2019-05-08,75238
2019-05-09,79000
2019-05-10,82773
2019-05-11,84877
2019-05-12,86017
2019-05-13,87128
2019-05-14,87202
2019-05-15,87202
2019-05-16,89754
2019-05-17,89754
2019-05-18,91880
2019-05-19,96321
2019-05-20,100644
2019-05-21,104524
2019-05-22,107144
2019-05-23,109140
2019-05-24,111402
2019-05-25,114046
2019-05-26,119749
2019-05-27,125737
2019-05-28,132024
2019-05-29,138626
2019-05-30,144334
2019-05-31,148116
2019-06-01,148997
2019-06-02,151759
2019-06-03,156907
2019-06-04,161900
2019-06-05,169152
2019-06-06,176044
2019-06-07,183342
2019-06-08,188216
2019-06-09,185289
2019-06-10,185289
2019-06-11,176272
2019-06-12,171000
2019-06-13,162657
2019-06-14,154524
2019-06-15,147197
2019-06-16,142212
2019-06-17,139276
2019-06-18,139276
2019-06-19,138719
2019-06-20,137304
2019-06-21,136421
2019-06-22,135959
2019-06-23,135628
2019-06-24,132389
2019-06-25,128179
2019-06-26,125705
2019-06-27,124036
2019-06-28,124036
2019-06-29,119784
2019-06-30,114431
2019-07-01,114431
2019-07-02,112593
2019-07-03,108122
2019-07-04,105173
2019-07-05,102894
2019-07-06,101615
2019-07-07,100730
2019-07-08,99051
2019-07-09,98499
2019-07-10,96031
2019-07-11,96031
2019-07-12,93709
2019-07-13,93709
2019-07-14,89594
2019-07-15,89594
2019-07-16,86600
2019-07-17,82818
2019-07-18,80006
2019-07-19,78732
2019-07-20,78858
2019-07-21,78700
2019-07-22,79759
2019-07-23,77936
2019-07-24,77936
2019-07-25,77093
2019-07-26,77093
2019-07-27,77792
2019-07-28,78625
2019-07-29,79148
2019-07-30,79115
2019-07-31,79261
2019-08-01,79261
2019-08-02,77611
2019-08-03,76879
2019-08-04,75375
2019-08-05,74763
2019-08-06,73789
2019-08-07,74593
2019-08-08,74593
2019-08-09,73668
2019-08-10,74139
2019-08-11,74973
2019-08-12,75015
2019-08-13,75041
2019-08-14,76434
2019-08-15,75031
2019-08-16,77302
2019-08-17,77302
2019-08-18,78483
2019-08-19,78825
2019-08-20,79003
2019-08-21,77723
2019-08-22,76592
2019-08-23,76592
2019-08-24,76996
2019-08-24,76996
2019-08-25,76996
2019-08-25,76996
2019-08-26,76885
2019-08-27,76885
2019-08-27,76885
2019-08-28,76532
2019-08-29,77286
2019-08-30,78175
2019-08-31,78175
2019-09-01,78370
2019-09-02,78370
2019-09-03,79901
2019-09-04,80569
2019-09-05,80569
2019-09-06,81977
2019-09-07,83445
2019-09-08,83982
2019-09-09,84697
2019-09-10,85199
2019-09-11,86377
2019-09-12,86713
2019-09-13,86344
2019-09-14,86271
2019-09-15,87342
2019-09-16,87664
2019-09-17,86605
2019-09-18,84334
2019-09-19,84929
2019-09-20,84129
2019-09-21,83161
2019-09-22,82749
2019-09-23,82459
2019-09-24,82459
2019-09-25,83085
2019-09-26,83718
2019-09-27,83718
2019-09-28,83241
2019-09-29,81174
2019-09-30,82224
2019-10-01,82111
2019-10-02,82111
2019-10-03,81731
2019-10-04,80821
2019-10-05,79428
2019-10-06,78872
2019-10-07,79077
2019-10-08,79218
2019-10-09,79218
2019-10-10,78680
2019-10-11,78680
2019-10-12,79234
2019-10-13,80363
2019-10-14,79981
2019-10-15,79981
2019-10-16,80511
2019-10-17,80511
2019-10-18,80278
2019-10-19,81400
2019-10-20,81400
2019-10-21,83017
2019-10-22,83017
2019-10-23,84463
2019-10-24,84463
2019-10-25,86507
2019-10-26,87915
2019-10-27,89340
2019-10-28,90517
2019-10-29,90517
2019-10-30,92067
2019-10-31,92644
2019-11-01,90788
2019-11-02,88570
2019-11-03,85444
2019-11-04,82152
2019-11-05,82152
2019-11-06,80734
2019-11-07,78427
2019-11-08,76495
2019-11-09,76900
2019-11-10,78362
2019-11-11,79564
2019-11-12,79564
2019-11-13,80608
2019-11-14,80608
2019-11-15,82128
2019-11-16,82026
2019-11-17,82026
2019-11-18,81714
2019-11-19,81714
2019-11-20,81031
2019-11-21,81031
2019-11-22,80966
2019-11-23,79753
2019-11-24,79088
2019-11-25,79088
2019-11-26,78147
2019-11-27,78147
2019-11-28,81153
2019-11-29,81153
2019-11-30,81239
2019-12-01,81664
2019-12-02,84928
2019-12-03,82730
2019-12-04,83800
2019-12-05,83800
2019-12-06,80637
2019-12-07,80265
2019-12-08,77693
2019-12-09,78520
2019-12-10,78355
2019-12-11,76941
2019-12-12,76941
2019-12-13,77689
2019-12-14,79700
2019-12-15,80665
2019-12-16,84082
2019-12-17,84334
2019-12-18,86446
2019-12-19,89848
2019-12-20,93603
2019-12-21,96767
2019-12-22,99386
2019-12-23,99386
2019-12-24,102374
2019-12-25,104437
2019-12-26,104437
2019-12-27,105287
2019-12-28,105369
2019-12-29,105369
2019-12-30,106122
2019-12-31,107143
2020-01-01,107128
2020-01-02,107445
2020-01-03,108071
2020-01-04,107546
2020-01-05,106535
2020-01-06,106535
2020-01-07,105153
2020-01-08,105153
2020-01-09,102366
2020-01-10,101354
2020-01-11,99607
2020-01-12,98244
2020-01-13,98244
2020-01-14,96349
2020-01-15,96063
2020-01-16,96578
2020-01-17,95963
2020-01-18,95963
2020-01-19,95696
2020-01-20,95951
2020-01-21,95951
2020-01-22,96669
2020-01-23,96253
2020-01-24,95343
2020-01-25,96293
2020-01-26,95024
2020-01-27,96376
2020-01-28,96514
2020-01-29,99936
2020-01-30,96784
2020-01-31,94681
2020-02-01,92851
2020-02-02,92071
2020-02-03,88704
2020-02-04,87138
2020-02-05,86880
2020-02-06,85274
2020-02-07,84357
2020-02-08,83774
2020-02-09,83111
2020-02-10,82527
2020-02-11,85264
2020-02-12,86282
2020-02-13,86282
2020-02-14,86378
2020-02-15,86497
2020-02-16,87127
2020-02-17,87559
2020-02-18,88641
2020-02-19,86868
2020-02-20,87440
2020-02-21,87440
2020-02-22,88402
2020-02-23,89281
2020-02-24,89424
2020-02-25,89247
2020-02-26,89501
2020-02-27,88754
2020-02-28,88539
2020-02-29,88539
2020-03-01,88028
2020-03-02,87614
2020-03-03,87057
2020-03-04,87057
2020-03-05,86964
2020-03-06,87055
2020-03-07,86760
2020-03-08,87090
2020-03-09,87504
2020-03-10,88872
2020-03-11,90910
2020-03-12,91909
2020-03-13,92513
2020-03-14,94601
2020-03-15,95195
2020-03-16,95787
2020-03-17,96852
2020-03-18,96434
2020-03-19,96006
2020-03-20,94910
2020-03-21,94295
2020-03-22,95395
2020-03-23,96243
2020-03-24,97771
2020-03-25,99219
2020-03-26,102553
2020-03-27,106142
2020-03-28,108647
2020-03-29,109473
2020-03-30,108669
2020-03-31,108058
2020-04-01,107355
2020-04-02,102945
2020-04-03,102945
2020-04-04,99027
2020-04-05,97469
2020-04-06,96760
2020-04-07,96068
2020-04-08,94408
2020-04-09,91788
2020-04-10,92434
2020-04-11,91844
2020-04-12,91321
2020-04-13,89715
2020-04-14,90333
2020-04-15,89414
2020-04-16,89939
2020-04-17,90542
2020-04-18,90978
2020-04-19,90762
2020-04-20,90188
2020-04-21,89249
2020-04-22,87793
2020-04-23,87728
2020-04-24,88393
2020-04-25,91545
2020-04-26,93536
2020-04-27,95600
2020-04-28,97130
2020-04-29,96814
2020-04-30,98145
2020-05-01,97599
2020-05-02,98514
2020-05-03,98334
2020-05-04,96858
2020-05-05,96340
2020-05-06,95533
2020-05-07,95972
2020-05-08,95339
2020-05-09,95529
2020-05-10,94765
2020-05-11,95342
2020-05-12,94997
2020-05-13,95820
