date_obj,Granite%20helm price
2015-10-07,32857
2015-10-08,33383
2015-10-09,33383
2015-10-10,33383
2015-10-11,33383
2015-10-12,33383
2015-10-13,33383
2015-10-14,33383
2015-10-15,32659
2015-10-16,32659
2015-10-17,32659
2015-10-18,32659
2015-10-19,32659
2015-10-20,32659
2015-10-22,32338
2015-10-23,32338
2015-10-24,32338
2015-10-25,32338
2015-10-26,32338
2015-10-27,32338
2015-10-29,32097
2015-10-30,32097
2015-10-31,32097
2015-11-01,32097
2015-11-02,32097
2015-11-03,32097
2015-11-04,31262
2015-11-05,31262
2015-11-06,31262
2015-11-07,31262
2015-11-08,31262
2015-11-09,31262
2015-11-10,31262
2015-11-11,31299
2015-11-12,31299
2015-11-13,31299
2015-11-14,31299
2015-11-15,31299
2015-11-16,31299
2015-11-17,31299
2015-11-18,31299
2015-11-19,31273
2015-11-20,31273
2015-11-21,31273
2015-11-22,31273
2015-11-23,31273
2015-11-24,31273
2015-11-25,31273
2015-11-26,31067
2015-11-27,31067
2015-11-28,31067
2015-11-29,31067
2015-11-30,31067
2015-12-01,31067
2015-12-02,31067
2015-12-03,30711
2015-12-04,30711
2015-12-05,30711
2015-12-06,30711
2015-12-07,30711
2015-12-08,30711
2015-12-09,30711
2015-12-10,31008
2015-12-11,31008
2015-12-12,31008
2015-12-13,31008
2015-12-14,31008
2015-12-15,31008
2015-12-16,31008
2015-12-17,31406
2015-12-18,31406
2015-12-19,31406
2015-12-20,31406
2015-12-21,31406
2015-12-22,31406
2015-12-23,31406
2015-12-24,31925
2015-12-25,31925
2015-12-26,31925
2015-12-27,31925
2015-12-28,31925
2015-12-29,31925
2015-12-30,31925
2015-12-31,32839
2016-01-01,32839
2016-01-02,32839
2016-01-03,32839
2016-01-04,32839
2016-01-05,32839
2016-01-06,33900
2016-01-07,33900
2016-01-08,33900
2016-01-09,33900
2016-01-10,33900
2016-01-11,33900
2016-01-12,33900
2016-01-13,33826
2016-01-14,33826
2016-01-15,33826
2016-01-16,33826
2016-01-17,33826
2016-01-18,33986
2016-01-19,33986
2016-01-20,33986
2016-01-21,33986
2016-01-22,33986
2016-01-23,33986
2016-01-24,33986
2016-01-25,35314
2016-01-26,35314
2016-01-27,35314
2016-01-28,35314
2016-01-29,35314
2016-01-30,35314
2016-01-31,36652
2016-02-01,36652
2016-02-02,36652
2016-02-03,36652
2016-02-04,36652
2016-02-05,36652
2016-02-06,37611
2016-02-07,37611
2016-02-08,37611
2016-02-09,37611
2016-02-10,37611
2016-02-11,37611
2016-02-12,37654
2016-02-13,37654
2016-02-14,37654
2016-02-15,37654
2016-02-16,37654
2016-02-17,36407
2016-02-18,36407
2016-02-19,36407
2016-02-20,36407
2016-02-21,36407
2016-02-22,36407
2016-02-23,34645
2016-02-24,34645
2016-02-25,34645
2016-02-26,34645
2016-02-27,34645
2016-02-28,33190
2016-02-29,33190
2016-03-01,33190
2016-03-02,33190
2016-03-03,33190
2016-03-04,32127
2016-03-05,32127
2016-03-06,32127
2016-03-07,32127
2016-03-08,32127
2016-03-09,32127
2016-03-10,31411
2016-03-11,31411
2016-03-12,31411
2016-03-13,31411
2016-03-14,31411
2016-03-15,31411
2016-03-16,30873
2016-03-17,30873
2016-03-18,30873
2016-03-19,30873
2016-03-20,30873
2016-03-21,30992
2016-03-22,30992
2016-03-23,30992
2016-03-24,30992
2016-03-25,30992
2016-03-26,31622
2016-03-27,31622
2016-03-28,31622
2016-03-29,31622
2016-03-30,31622
2016-03-31,31622
2016-04-01,31622
2016-04-02,32815
2016-04-03,32815
2016-04-04,32815
2016-04-05,32815
2016-04-06,32815
2016-04-07,32815
2016-04-08,33060
2016-04-09,33060
2016-04-10,33060
2016-04-11,33060
2016-04-12,33060
2016-04-13,33060
2016-04-14,32554
2016-04-15,32554
2016-04-16,32554
2016-04-17,32554
2016-04-18,32554
2016-04-19,32810
2016-04-20,32810
2016-04-21,32810
2016-04-22,32810
2016-04-23,32810
2016-04-24,32810
2016-04-25,32756
2016-04-26,32756
2016-04-27,32756
2016-04-28,32756
2016-04-29,32756
2016-04-30,32756
2016-05-01,31856
2016-05-02,31856
2016-05-03,31856
2016-05-04,31856
2016-05-05,31856
2016-05-06,31732
2016-05-07,31732
2016-05-08,31732
2016-05-09,31732
2016-05-10,31732
2016-05-11,31907
2016-05-12,31907
2016-05-13,31907
2016-05-14,31907
2016-05-15,31907
2016-05-16,32436
2016-05-17,32436
2016-05-18,32436
2016-05-19,32436
2016-05-22,33160
2016-05-23,33160
2016-05-24,33160
2016-05-25,33160
2016-05-26,33936
2016-05-27,33936
2016-05-28,33936
2016-05-29,33936
2016-05-30,33936
2016-05-31,34673
2016-06-01,34673
2016-06-02,34673
2016-06-03,34673
2016-06-04,35226
2016-06-05,35226
2016-06-06,35226
2016-06-07,35226
2016-06-08,35226
2016-06-09,35796
2016-06-10,35796
2016-06-11,35796
2016-06-12,35796
2016-06-13,35796
2016-06-14,35593
2016-06-15,35593
2016-06-16,35593
2016-06-17,35593
2016-06-18,35593
2016-06-19,35391
2016-06-20,35391
2016-06-21,35391
2016-06-22,35391
2016-06-23,34992
2016-06-24,34992
2016-06-25,34992
2016-06-26,34992
2016-06-27,34992
2016-06-28,36368
2016-06-29,36368
2016-06-30,36368
2016-07-01,36368
2016-07-02,35993
2016-07-03,35993
2016-07-04,35993
2016-07-05,35993
2016-07-06,35993
2016-07-07,35038
2016-07-08,35038
2016-07-09,35038
2016-07-10,35038
2016-07-11,34169
2016-07-12,34169
2016-07-13,34169
2016-07-14,34169
2016-07-15,34169
2016-07-16,33505
2016-07-17,33505
2016-07-18,33505
2016-07-23,32410
2016-07-24,32410
2016-07-25,32410
2016-07-26,32410
2016-07-27,32410
2016-07-28,31062
2016-07-29,31062
2016-07-30,31062
2016-07-31,31062
2016-08-01,31062
2016-08-02,30883
2016-08-03,30883
2016-08-04,30883
2016-08-05,30883
2016-08-06,30883
2016-08-07,30883
2016-08-08,30883
2016-08-09,32272
2016-08-10,32272
2016-08-11,32272
2016-08-12,32272
2016-08-13,32272
2016-08-14,32272
2016-08-15,32272
2016-08-16,33743
2016-08-17,33743
2016-08-18,33743
2016-08-19,33743
2016-08-20,33743
2016-08-21,33743
2016-08-22,33743
2016-08-23,35348
2016-08-24,35348
2016-08-25,35348
2016-08-26,35348
2016-08-28,35348
2016-08-31,36824
2016-09-01,36824
2016-09-02,36824
2016-09-03,36824
2016-09-04,36824
2016-09-05,36824
2016-09-06,36824
2016-09-07,38610
2016-09-08,38610
2016-09-09,38610
2016-09-10,38610
2016-09-11,38610
2016-09-12,38610
2016-09-13,38610
2016-09-14,38610
2016-09-15,39352
2016-09-16,39352
2016-09-17,39352
2016-09-18,39352
2016-09-19,39352
2016-09-20,39352
2016-09-21,39352
2016-09-22,39352
2016-09-23,38232
2016-09-24,38232
2016-09-25,38232
2016-09-26,38232
2016-09-27,38232
2016-09-28,38232
2016-09-29,38232
2016-09-30,36369
2016-10-01,36369
2016-10-02,36369
2016-10-03,36369
2016-10-04,36369
2016-10-05,36369
2016-10-06,34689
2016-10-07,34689
2016-10-08,34689
2016-10-09,34689
2016-10-10,34689
2016-10-11,34689
2016-10-12,33078
2016-10-13,33078
2016-10-14,33078
2016-10-15,33078
2016-10-16,33078
2016-10-17,32008
2016-10-18,32008
2016-10-19,32008
2016-10-20,32008
2016-10-21,32008
2016-10-22,32008
2016-10-23,31059
2016-10-24,31059
2016-10-25,31059
2016-10-26,31059
2016-10-27,31059
2016-10-28,31059
2016-10-29,30166
2016-10-30,30166
2016-10-31,30166
2016-11-01,30166
2016-11-02,30166
2016-11-03,30166
2016-11-04,29466
2016-11-05,29466
2016-11-06,29466
2016-11-07,29466
2016-11-08,29466
2016-11-09,29466
2016-11-10,29047
2016-11-11,29047
2016-11-12,29047
2016-11-13,29047
2016-11-14,29047
2016-11-15,29047
2016-12-07,30996
2016-12-08,30996
2016-12-09,30996
2016-12-10,31827
2016-12-11,31827
2016-12-12,31827
2016-12-13,31827
2016-12-14,31827
2016-12-15,31827
2016-12-16,32759
2016-12-17,32759
2016-12-18,32759
2016-12-19,32759
2016-12-20,32759
2016-12-21,32238
2016-12-22,32238
2016-12-23,32238
2016-12-24,32238
2016-12-25,32238
2016-12-26,32238
2016-12-27,31995
2016-12-28,31995
2016-12-29,31995
2016-12-30,31995
2016-12-31,31995
2017-01-01,31995
2017-01-02,31537
2017-01-03,31537
2017-01-04,31537
2017-01-05,31537
2017-01-06,31537
2017-01-07,31096
2017-01-08,31096
2017-01-09,31096
2017-01-10,31096
2017-01-11,31096
2017-01-12,30742
2017-01-13,30742
2017-01-14,30742
2017-01-15,30742
2017-01-16,30742
2017-01-17,30739
2017-01-18,30739
2017-01-19,30739
2017-01-20,30739
2017-01-21,30739
2017-01-22,31442
2017-01-23,31442
2017-01-27,31111
2017-01-28,31111
2017-01-29,31111
2017-01-30,31111
2017-01-31,31111
2017-02-01,31032
2017-02-02,31032
2017-02-03,31032
2017-02-04,31032
2017-02-05,31032
2017-02-06,31348
2017-02-07,31348
2017-02-08,31348
2017-02-09,31348
2017-02-10,31348
2017-02-11,31505
2017-02-12,31505
2017-02-13,31505
2017-02-14,31505
2017-02-15,31505
2017-02-16,32868
2017-02-18,32868
2017-02-19,32868
2017-02-20,32868
2017-02-21,34178
2017-02-22,34178
2017-02-23,34178
2017-02-24,34178
2017-02-25,34178
2017-02-26,34178
2017-02-27,34178
2017-02-28,35526
2017-03-01,35526
2017-03-02,35526
2017-03-03,35526
2017-03-04,35526
2017-03-05,36869
2017-03-06,36869
2017-03-07,36869
2017-03-08,36869
2017-03-09,36869
2017-03-10,37100
2017-03-11,37100
2017-03-12,37100
2017-03-13,37100
2017-03-14,37100
2017-03-15,36366
2017-03-16,36366
2017-03-17,36366
2017-03-18,36366
2017-03-19,36366
2017-03-20,35648
2017-03-21,35648
2017-03-22,35648
2017-03-23,35648
2017-03-24,35648
2017-03-25,35396
2017-03-26,35396
2017-03-27,35396
2017-03-28,35396
2017-03-29,35396
2017-03-30,35449
2017-03-31,35449
2017-04-01,35449
2017-04-02,35449
2017-04-03,35449
2017-04-04,34310
2017-04-12,34451
2017-04-13,34451
2017-04-14,34800
2017-04-15,34800
2017-04-16,34800
2017-04-17,34800
2017-04-18,35323
2017-04-19,35323
2017-04-20,35323
2017-04-21,35323
2017-04-22,35323
2017-04-23,35502
2017-04-24,35502
2017-04-25,35502
2017-04-26,35502
2017-04-27,35502
2017-04-28,34851
2017-04-29,34851
2017-04-30,34851
2017-05-01,34851
2017-05-02,34032
2017-05-03,34032
2017-05-04,34032
2017-05-05,34032
2017-05-06,34032
2017-05-07,32564
2017-05-08,32564
2017-05-09,32564
2017-05-10,32564
2017-05-11,32564
2017-05-12,31308
2017-05-13,31308
2017-05-14,31308
2017-05-15,31308
2017-05-16,31308
2017-05-17,31308
2017-05-18,30073
2017-05-19,30073
2017-05-20,30073
2017-05-21,30073
2017-05-22,30073
2017-05-23,28971
2017-05-24,28971
2017-05-25,28971
2017-05-26,28971
2017-05-27,28971
2017-05-28,28551
2017-05-29,28551
2017-05-30,28551
2017-05-31,28551
2017-06-01,28435
2017-06-02,28435
2017-06-03,28435
2017-06-04,28435
2017-06-05,28435
2017-06-06,29729
2017-06-07,29729
2017-06-08,29729
2017-06-09,29729
2017-06-10,30261
2017-06-11,30261
2017-06-12,30261
2017-06-13,30261
2017-06-14,30148
2017-06-15,30148
2017-06-16,30148
2017-06-17,30148
2017-06-18,30148
2017-06-19,30148
2017-06-20,30328
2017-06-21,30328
2017-06-22,30328
2017-06-23,30328
2017-06-24,30328
2017-06-25,30328
2017-06-26,30184
2017-06-27,30184
2017-06-28,30184
2017-06-29,30184
2017-06-30,30187
2017-07-01,30187
2017-07-02,30187
2017-07-03,30187
2017-07-04,30187
2017-07-05,30187
2017-07-06,30058
2017-07-07,30058
2017-07-08,30058
2017-07-13,29759
2017-07-14,29759
2017-07-15,29759
2017-07-16,29759
2017-07-17,29743
2017-07-18,29743
2017-07-19,29743
2017-07-20,29743
2017-07-21,29743
2017-07-22,29729
2017-07-23,29729
2017-07-24,29729
2017-07-25,29729
2017-07-26,29729
2017-07-27,30444
2017-07-28,30444
2017-07-29,30444
2017-07-30,30444
2017-07-31,30444
2017-08-01,30441
2017-08-02,30441
2017-08-03,30441
2017-08-04,30441
2017-08-05,30071
2017-08-06,30071
2017-08-09,30071
2017-08-10,30953
2017-08-11,30953
2017-08-12,30953
2017-08-13,30953
2017-08-14,30953
2017-08-15,32263
2017-08-16,32263
2017-08-17,32263
2017-08-18,32263
2017-08-19,32263
2017-08-20,32633
2017-08-21,32633
2017-08-22,32633
2017-08-23,32633
2017-08-24,32633
2017-08-25,32629
2017-08-26,32629
2017-08-27,32629
2017-08-28,32629
2017-08-29,32629
2017-08-30,32365
2017-08-31,32365
2017-09-01,32365
2017-09-02,32365
2017-09-03,32365
2017-09-04,31791
2017-09-05,31791
2017-09-06,31791
2017-09-07,31365
2017-09-08,31365
2017-09-09,31365
2017-09-10,31365
2017-09-11,32674
2017-09-12,32674
2017-09-13,32674
2017-09-14,32674
2017-09-15,34225
2017-09-16,34225
2017-09-17,34225
2017-09-18,34225
2017-09-19,35541
2017-09-20,35541
2017-09-21,35541
2017-09-22,35541
2017-09-23,35541
2017-09-24,37319
2017-09-25,37319
2017-09-26,37319
2017-09-27,37319
2017-09-28,39104
2017-09-29,39104
2017-09-30,39104
2017-10-01,39104
2017-10-02,40954
2017-10-03,40954
2017-10-04,40954
2017-10-05,40954
2017-10-06,40954
2017-10-07,42945
2017-10-08,42945
2017-10-09,42945
2017-10-10,42945
2017-10-11,42945
2017-10-12,44500
2017-10-13,44500
2017-10-14,44500
2017-10-15,44500
2017-10-16,44735
2017-10-17,44735
2017-10-18,44735
2017-10-19,44735
2017-10-20,44735
2017-10-21,43086
2017-10-22,43086
2017-10-23,43086
2017-10-24,43086
2017-10-25,41646
2017-10-26,41646
2017-10-27,41646
2017-10-28,41646
2017-10-29,39828
2017-10-30,39828
2017-10-31,39828
2017-11-01,39828
2017-11-02,39625
2017-11-03,39625
2017-11-04,39625
2017-11-05,39625
2017-11-06,37993
2017-11-07,37993
2017-11-08,37993
2017-11-09,37993
2017-11-10,36099
2017-11-11,36099
2017-11-12,36099
2017-11-13,36099
2017-11-14,35050
2017-11-15,35050
2017-11-16,35050
2017-11-17,35050
2017-11-18,34579
2017-11-19,34579
2017-11-20,34579
2017-11-21,34375
2017-11-22,34375
2017-11-23,34375
2017-11-24,34375
2017-11-25,33426
2017-11-26,33426
2017-11-27,33426
2017-11-28,33426
2017-11-29,33426
2017-11-30,33986
2017-12-01,33986
2017-12-02,33986
2017-12-03,33986
2017-12-04,34827
2017-12-05,34827
2017-12-06,34827
2017-12-07,34827
2017-12-08,35714
2017-12-09,35714
2017-12-10,35714
2017-12-11,35714
2017-12-12,35623
2017-12-13,35623
2017-12-14,35623
2017-12-15,35417
2017-12-16,35417
2017-12-17,35417
2017-12-18,34061
2017-12-19,34061
2017-12-20,34061
2017-12-21,34061
2017-12-22,32807
2017-12-23,32807
2017-12-24,32807
2017-12-25,32807
2017-12-26,34322
2017-12-27,34322
2017-12-28,34322
2017-12-29,34322
2017-12-30,34925
2017-12-31,34925
2018-01-01,34925
2018-01-02,34925
2018-01-03,33985
2018-01-04,33985
2018-01-05,33985
2018-01-06,32798
2018-01-07,32798
2018-01-08,32798
2018-01-09,32605
2018-01-10,32605
2018-01-11,32605
2018-01-12,32605
2018-01-13,32023
2018-01-14,32023
2018-01-15,32023
2018-01-16,32028
2018-01-17,32028
2018-01-18,32028
2018-01-19,32028
2018-01-20,32613
2018-01-21,32613
2018-01-22,32613
2018-01-23,31785
2018-01-25,30580
2018-01-26,30580
2018-01-27,30260
2018-01-28,30260
2018-01-29,30231
2018-01-30,30231
2018-01-31,31488
2018-02-01,31488
2018-02-02,31488
2018-02-03,32718
2018-02-04,32718
2018-02-05,34059
2018-02-06,34059
2018-02-07,35682
2018-02-08,35682
2018-02-09,35526
2018-02-10,35526
2018-02-11,35579
2018-02-12,35579
2018-02-13,35413
2018-02-14,35413
2018-02-15,35187
2018-02-16,35187
2018-02-17,35901
2018-02-18,35901
2018-02-19,36725
2018-02-20,36725
2018-02-21,36725
2018-02-22,36590
2018-02-23,36590
2018-02-24,35589
2018-02-25,35589
2018-02-26,34738
2018-02-27,34738
2018-02-28,34738
2018-03-01,34099
2018-03-02,34099
2018-03-03,33219
2018-03-04,33219
2018-03-05,33219
2018-03-06,32430
2018-03-07,32430
2018-03-08,31551
2018-03-09,31551
2018-03-10,31022
2018-03-11,31022
2018-03-12,30628
2018-03-13,30628
2018-03-14,31092
2018-03-15,31092
2018-03-16,31092
2018-03-17,31511
2018-03-18,31511
2018-03-19,31511
2018-03-20,31662
2018-03-21,31662
2018-03-23,31171
2018-03-24,31171
2018-03-25,30842
2018-03-26,30842
2018-03-27,30646
2018-03-28,30646
2018-03-29,30250
2018-03-30,30250
2018-03-31,29765
2018-04-01,29765
2018-04-02,29170
2018-04-03,29170
2018-04-04,28726
2018-04-05,28726
2018-04-06,28726
2018-04-07,28442
2018-04-08,28442
2018-04-09,28120
2018-04-10,28120
2018-04-11,28120
2018-04-12,28282
2018-04-13,28282
2018-04-14,28282
2018-04-15,28507
2018-04-16,28507
2018-04-17,28507
2018-04-18,28733
2018-04-19,28733
2018-04-20,28471
2018-04-21,28471
2018-04-22,28471
2018-04-23,29493
2018-04-24,29493
2018-04-25,29493
2018-04-26,29956
2018-04-27,29956
2018-04-28,29843
2018-04-29,29843
2018-04-30,29182
2018-05-01,29182
2018-05-03,28898
2018-05-04,28898
2018-05-05,28810
2018-05-06,28810
2018-05-07,28810
2018-05-08,28933
2018-05-09,28933
2018-05-10,28903
2018-05-11,28903
2018-05-12,28635
2018-05-13,28635
2018-05-14,28635
2018-05-15,28861
2018-05-16,28861
2018-05-17,28861
2018-05-18,28718
2018-05-19,28718
2018-05-20,28977
2018-05-21,28977
2018-05-22,28977
2018-05-23,28916
2018-05-24,28916
2018-05-25,28916
2018-05-26,28632
2018-05-27,28632
2018-05-28,28604
2018-05-29,28604
2018-05-30,28604
2018-05-31,29261
2018-06-01,29261
2018-06-02,29048
2018-06-03,29048
2018-06-04,29048
2018-06-05,28774
2018-06-06,28774
2018-06-07,28774
2018-06-08,28799
2018-06-09,28799
2018-06-10,28799
2018-06-11,28819
2018-06-12,28819
2018-06-13,28524
2018-06-14,28524
2018-06-15,28524
2018-06-16,28491
2018-06-17,28491
2018-06-18,28621
2018-06-19,28621
2018-06-20,28621
2018-06-21,28883
2018-06-22,28883
2018-06-23,28883
2018-06-24,29164
2018-06-25,29164
2018-06-26,29164
2018-06-27,28711
2018-06-28,28711
2018-06-29,28314
2018-06-30,28314
2018-07-01,28515
2018-07-02,28515
2018-07-03,28460
2018-07-04,28460
2018-07-05,28460
2018-07-06,28551
2018-07-07,28551
2018-07-08,28551
2018-07-09,28641
2018-07-10,28641
2018-07-11,28423
2018-07-12,28423
2018-07-13,28750
2018-07-14,28750
2018-07-15,28597
2018-07-16,28597
2018-07-17,28795
2018-07-18,28795
2018-07-19,29060
2018-07-20,29060
2018-07-21,28884
2018-07-22,28884
2018-07-23,28908
2018-07-24,28908
2018-07-25,29181
2018-07-26,29181
2018-07-27,30399
2018-07-28,30399
2018-07-29,31718
2018-07-30,31718
2018-07-31,32740
2018-08-01,32740
2018-08-02,32537
2018-08-03,32537
2018-08-04,33115
2018-08-05,33115
2018-08-06,33643
2018-08-07,33643
2018-08-08,34191
2018-08-09,34191
2018-08-10,34475
2018-08-11,34475
2018-08-12,34288
2018-08-14,34640
2018-08-16,34303
2018-08-17,33850
2018-08-18,33850
2018-08-19,33608
2018-08-20,33371
2018-08-21,33371
2018-08-22,33520
2018-08-23,33520
2018-08-24,33868
2018-08-25,33967
2018-08-26,33967
2018-08-27,34940
2018-08-28,36210
2018-08-29,36210
2018-08-30,35550
2018-08-31,35550
2018-09-01,35088
2018-09-02,35088
2018-09-03,35490
2018-09-04,35051
2018-09-05,35051
2018-09-06,35748
2018-09-07,36905
2018-09-08,36227
2018-09-09,36227
2018-09-10,36844
2018-09-11,36844
2018-09-12,36535
2018-09-13,36535
2018-09-14,37021
2018-09-15,36937
2018-09-16,36937
2018-09-17,37511
2018-09-18,38757
2018-09-19,38757
2018-09-20,40215
2018-09-21,40215
2018-09-22,40596
2018-09-23,40596
2018-09-24,41573
2018-09-25,41573
2018-09-26,42529
2018-09-27,42529
2018-09-28,43609
2018-09-29,43609
2018-09-30,45401
2018-10-01,47013
2018-10-02,47013
2018-10-03,49234
2018-10-04,49234
2018-10-05,50150
2018-10-06,48026
2018-10-07,48026
2018-10-08,46923
2018-10-09,45349
2018-10-10,43787
2018-10-11,43787
2018-10-12,42124
2018-10-13,41701
2018-10-14,41701
2018-10-15,40962
2018-10-16,40962
2018-10-17,39555
2018-10-18,39555
2018-10-19,38804
2018-10-20,38804
2018-10-21,39526
2018-10-22,40813
2018-10-23,40813
2018-10-24,42747
2018-10-25,42747
2018-10-26,44327
2018-10-27,45779
2018-10-28,46395
2018-10-29,46395
2018-10-30,47970
2018-10-31,50111
2018-11-01,51517
2018-11-03,52348
2018-11-04,53529
2018-11-05,54078
2018-11-06,55638
2018-11-07,55638
2018-11-08,56899
2018-11-09,58672
2018-11-10,61547
2018-11-11,64311
2018-11-12,67527
2018-11-13,70888
2018-11-14,74215
2018-11-15,77926
2018-11-16,81800
2018-11-17,85667
2018-11-18,89951
2018-11-19,94449
2018-11-20,99172
2018-11-21,103911
2018-11-22,108765
2018-11-23,114204
2018-11-24,119915
2018-11-25,125911
2018-11-26,131958
2018-11-27,138556
2018-11-28,144950
2018-11-29,151198
2018-12-01,165824
2018-12-02,172198
2018-12-03,172198
2018-12-04,180495
2018-12-05,182720
2018-12-07,182319
2018-12-09,188203
2018-12-10,193393
2018-12-11,200303
2018-12-12,200649
2018-12-13,203624
2018-12-14,199680
2018-12-15,191642
2018-12-16,184532
2018-12-17,184532
2018-12-18,179288
2018-12-19,175614
2018-12-20,175319
2018-12-21,182247
2018-12-22,186401
2018-12-23,191350
2018-12-24,198512
2018-12-25,198512
2018-12-26,204693
2018-12-27,208743
2018-12-28,208743
2018-12-29,206424
2018-12-30,203780
2018-12-31,203350
2019-01-01,203423
2019-01-02,198669
2019-01-03,191187
2019-01-04,186447
2019-01-05,179905
2019-01-06,179102
2019-01-08,180443
2019-01-10,170582
2019-01-11,163740
2019-01-12,156617
2019-01-13,148804
2019-01-14,143980
2019-01-15,139262
2019-01-16,136649
2019-01-17,138252
2019-01-18,134078
2019-01-19,128722
2019-01-20,122735
2019-01-21,118113
2019-01-22,114196
2019-01-23,110910
2019-01-24,111834
2019-01-25,110940
2019-01-26,107775
2019-01-27,103740
2019-01-28,99775
2019-01-29,96854
2019-01-30,94122
2019-01-31,94122
2019-02-01,92373
2019-02-02,89872
2019-02-03,91963
2019-02-04,91963
2019-02-05,95548
2019-02-06,95548
2019-02-07,94862
2019-02-08,91575
2019-02-09,88557
2019-02-10,86220
2019-02-11,82967
2019-02-12,79503
2019-02-13,76297
2019-02-14,76297
2019-02-15,72655
2019-02-16,69350
2019-02-17,66725
2019-02-18,63716
2019-02-19,61961
2019-02-20,59839
2019-02-21,58850
2019-02-22,58850
2019-02-23,58582
2019-02-24,57738
2019-02-25,57180
2019-02-26,56345
2019-02-27,56345
2019-02-28,56345
2019-03-01,56576
2019-03-02,58999
2019-03-03,59404
2019-03-04,57922
2019-03-05,55688
2019-03-06,53961
2019-03-07,53037
2019-03-08,53037
2019-03-09,50701
2019-03-10,48668
2019-03-11,48360
2019-03-12,47783
2019-03-13,47783
2019-03-14,47173
2019-03-15,47173
2019-03-16,48116
2019-03-17,48711
2019-03-18,48711
2019-03-19,47503
2019-03-20,46506
2019-03-21,45250
2019-03-22,45250
2019-03-23,45814
2019-03-24,46369
2019-03-25,46369
2019-03-26,46500
