date_obj,Asgarnian%20ale%20(flatpack) price
2017-11-22,21166
2017-11-23,21166
2017-11-24,21166
2017-11-25,21166
2017-11-26,21166
2017-11-27,21166
2017-11-28,21166
2017-11-29,21166
2017-11-30,21166
2017-12-01,20535
2017-12-02,20535
2017-12-03,20535
2017-12-04,20535
2017-12-05,20535
2017-12-06,20535
2017-12-07,20535
2017-12-08,20535
2017-12-09,20535
2017-12-10,20535
2017-12-11,20535
2017-12-12,20535
2017-12-13,20535
2017-12-14,20535
2017-12-15,20535
2017-12-16,20535
2017-12-17,20535
2017-12-18,20535
2017-12-19,20535
2017-12-20,20535
2017-12-21,20535
2017-12-22,20535
2017-12-23,20535
2017-12-24,20535
2017-12-25,20535
2017-12-26,20535
2017-12-27,20535
2017-12-28,20535
2017-12-29,20535
2017-12-30,20535
2017-12-31,20535
2018-01-01,20535
2018-01-02,20535
2018-01-03,20535
2018-01-04,20535
2018-01-05,20535
2018-01-06,20535
2018-01-07,20535
2018-01-08,20535
2018-01-09,20535
2018-01-10,20535
2018-01-11,20535
2018-01-12,20535
2018-01-13,20535
2018-01-14,20535
2018-01-15,20535
2018-01-16,20535
2018-01-17,20535
2018-01-18,20535
2018-01-19,20535
2018-01-20,20535
2018-01-21,20535
2018-01-22,20535
2018-01-23,20535
2018-01-24,20535
2018-01-25,20535
2018-01-26,20535
2018-01-27,20535
2018-01-28,20535
2018-01-29,20535
2018-01-30,20535
2018-01-31,20535
2018-02-01,20535
2018-02-02,20535
2018-02-03,20535
2018-02-04,20535
2018-02-05,20535
2018-02-06,20535
2018-02-07,20535
2018-02-08,20535
2018-02-09,20535
2018-02-10,20535
2018-02-11,20535
2018-02-12,20535
2018-02-13,20602
2018-02-14,20602
2018-02-15,20602
2018-02-16,20602
2018-02-17,20602
2018-02-18,20602
2018-02-19,20602
2018-02-20,20602
2018-02-21,20602
2018-02-22,20602
2018-02-23,20602
2018-02-24,20602
2018-02-25,20602
2018-02-26,20602
2018-02-27,20602
2018-02-28,20602
2018-03-01,20602
2018-03-02,20602
2018-03-03,20602
2018-03-04,20602
2018-03-05,20602
2018-03-06,20602
2018-03-07,20602
2018-03-08,20602
2018-03-09,20602
2018-03-10,20602
2018-03-11,20602
2018-03-12,20602
2018-03-13,20602
2018-03-14,20602
2018-03-15,20602
2018-03-16,20602
2018-03-17,20602
2018-03-18,20602
2018-03-20,20602
2018-03-22,20602
2018-03-23,20602
2018-03-24,20602
2018-03-25,20602
2018-03-26,20602
2018-03-27,20602
2018-03-28,20602
2018-03-29,20602
2018-03-30,20602
2018-03-31,20602
2018-04-01,20602
2018-04-02,20602
2018-04-03,20602
2018-04-04,20602
2018-04-05,20602
2018-04-06,20602
2018-04-07,20602
2018-04-08,20602
2018-04-09,20602
2018-04-10,20602
2018-04-11,20602
2018-04-12,20602
2018-04-13,20602
2018-04-14,20602
2018-04-15,20602
2018-04-16,20602
2018-04-17,20602
2018-04-18,20602
2018-04-19,20602
2018-04-20,20602
2018-04-21,20602
2018-04-22,20602
2018-04-23,20602
2018-04-24,20602
2018-04-25,20602
2018-04-26,20602
2018-04-27,20602
2018-04-28,20602
2018-04-29,20602
2018-04-30,20602
2018-05-01,20602
2018-05-02,20602
2018-05-03,20602
2018-05-04,20602
2018-05-05,20602
2018-05-06,20602
2018-05-07,20602
2018-05-08,20602
2018-05-09,20602
2018-05-10,20602
2018-05-11,20602
2018-05-12,20602
2018-05-13,20602
2018-05-14,19718
2018-05-15,19718
2018-05-16,19718
2018-05-17,19718
2018-05-18,19718
2018-05-19,19718
2018-05-20,19718
2018-05-21,19718
2018-05-22,19718
2018-05-23,19718
2018-05-24,19718
2018-05-25,19718
2018-05-26,19718
2018-05-27,19718
2018-05-28,19718
2018-05-29,19718
2018-05-30,19718
2018-05-31,19718
2018-06-01,19718
2018-06-02,19718
2018-06-03,19718
2018-06-04,19718
2018-06-05,19718
2018-06-06,19718
2018-06-07,19718
2018-06-08,19718
2018-06-09,19718
2018-06-10,19718
2018-06-11,19718
2018-06-12,19718
2018-06-13,19718
2018-06-14,19718
2018-06-15,19718
2018-06-16,19718
2018-06-17,19718
2018-06-18,19718
2018-06-19,19718
2018-06-20,19718
2018-06-21,19718
2018-06-22,19718
2018-06-23,19718
2018-06-24,19718
2018-06-25,19718
2018-06-26,19718
2018-06-27,19718
2018-06-28,19718
2018-06-29,19718
2018-06-30,19718
2018-07-01,19718
2018-07-02,19718
2018-07-03,19718
2018-07-04,19718
2018-07-05,19718
2018-07-06,19718
2018-07-07,19718
2018-07-08,19718
2018-07-09,19718
2018-07-10,19718
2018-07-11,19718
2018-07-12,19718
2018-07-13,19718
2018-07-14,19718
2018-07-15,19718
2018-07-16,19718
2018-07-17,19718
2018-07-18,19718
2018-07-19,19718
2018-07-20,19718
2018-07-21,19718
2018-07-22,19718
2018-07-23,19718
2018-07-24,19718
2018-07-25,19718
2018-07-26,19718
2018-07-27,19718
2018-07-28,19718
2018-07-29,19718
2018-07-30,19718
2018-07-31,19718
2018-08-01,19718
2018-08-02,19718
2018-08-03,19718
2018-08-04,19718
2018-08-05,19718
2018-08-06,19718
2018-08-07,19718
2018-08-08,19718
2018-08-09,19718
2018-08-10,19718
2018-08-11,19718
2018-08-12,19718
2018-08-14,19718
2018-08-16,19718
2018-08-17,19718
2018-08-18,19718
2018-08-19,19718
2018-08-20,19718
2018-08-21,19718
2018-08-22,19718
2018-08-23,19718
2018-08-24,19718
2018-08-25,19718
2018-08-26,19718
2018-08-27,19718
2018-08-28,19718
2018-08-29,19718
2018-08-30,19718
2018-08-31,19718
2018-09-01,19718
2018-09-02,18780
2018-09-03,18780
2018-09-04,18780
2018-09-05,18780
2018-09-06,18780
2018-09-07,18780
2018-09-08,18780
2018-09-09,18780
2018-09-10,18780
2018-09-11,18780
2018-09-12,18780
2018-09-13,18780
2018-09-14,18780
2018-09-15,18780
2018-09-16,18780
2018-09-17,18780
2018-09-18,18780
2018-09-19,18780
2018-09-20,18780
2018-09-21,18780
2018-09-22,18780
2018-09-23,18780
2018-09-24,18780
2018-09-25,18780
2018-09-26,18780
2018-09-27,18780
2018-09-28,18780
2018-09-29,18780
2018-09-30,18780
2018-10-02,18780
2018-10-03,18780
2018-10-04,18780
2018-10-05,18780
2018-10-06,18780
2018-10-07,18780
2018-10-08,18780
2018-10-09,18780
2018-10-10,18780
2018-10-11,18780
2018-10-12,18780
2018-10-13,18780
2018-10-14,18780
2018-10-15,18780
2018-10-16,18780
2018-10-17,18780
2018-10-18,18780
2018-10-19,18780
2018-10-20,18780
2018-10-21,18780
2018-10-22,18780
2018-10-23,18780
2018-10-24,17844
2018-10-25,17844
2018-10-26,17844
2018-10-27,17844
2018-10-28,17844
2018-10-29,17844
2018-10-30,17844
2018-10-31,17844
2018-11-01,17844
2018-11-03,17844
2018-11-04,17844
2018-11-05,17844
2018-11-06,17844
2018-11-07,17844
2018-11-08,17844
2018-11-09,17844
2018-11-10,17844
2018-11-11,17844
2018-11-12,17844
2018-11-13,17844
2018-11-14,17844
2018-11-15,17844
2018-11-16,17844
2018-11-18,17844
2018-11-19,17844
2018-11-20,17844
2018-11-21,17844
2018-11-22,17844
2018-11-23,16953
2018-11-24,16953
2018-11-25,16953
2018-11-26,16953
2018-11-27,16953
2018-11-28,16953
2018-11-29,16953
2018-12-01,16953
2018-12-02,16953
2018-12-03,16953
2018-12-04,16953
2018-12-05,16953
2018-12-07,16953
2018-12-09,16953
2018-12-10,16953
2018-12-11,16953
2018-12-12,16953
2018-12-13,16953
2018-12-14,16953
2018-12-15,16953
2018-12-16,16953
2018-12-17,16953
2018-12-18,16112
2018-12-19,16112
2018-12-20,16112
2018-12-21,16112
2018-12-22,16112
2018-12-23,16112
2018-12-24,16112
2018-12-25,16112
2018-12-26,16112
2018-12-27,16112
2018-12-28,16112
2018-12-29,16112
2018-12-30,16112
2018-12-31,16112
2019-01-01,16112
2019-01-02,16112
2019-01-03,16112
2019-01-04,16112
2019-01-05,16112
2019-01-06,16112
2019-01-08,16112
2019-01-10,15321
2019-01-11,15321
2019-01-12,15321
2019-01-13,15321
2019-01-14,15321
2019-01-15,15321
2019-01-16,15321
2019-01-17,15321
2019-01-18,15321
2019-01-19,15321
2019-01-20,15321
2019-01-21,15321
2019-01-22,15321
2019-01-23,15321
2019-01-24,15321
2019-01-25,15321
2019-01-26,15321
2019-01-27,15321
2019-01-28,15321
2019-01-29,15321
2019-01-30,15321
2019-01-31,15321
2019-02-01,15321
2019-02-02,15321
2019-02-03,15321
2019-02-04,15321
2019-02-05,15321
2019-02-06,15321
2019-02-07,14721
2019-02-08,14721
2019-02-09,14721
2019-02-10,14721
2019-02-11,14721
2019-02-12,14721
2019-02-13,14721
2019-02-14,14721
2019-02-15,14721
2019-02-16,14721
2019-02-17,14721
2019-02-18,14721
2019-02-19,14721
2019-02-20,14721
2019-02-21,14721
2019-02-22,14721
2019-02-23,14721
2019-02-24,14721
2019-02-25,14721
2019-02-26,14721
2019-02-27,14721
2019-02-28,14721
2019-03-01,14721
2019-03-02,14721
2019-03-03,14721
2019-03-04,14721
2019-03-05,14721
2019-03-06,14721
2019-03-07,14721
2019-03-08,14721
2019-03-09,14721
2019-03-10,14721
2019-03-11,14721
2019-03-12,14721
2019-03-13,14721
2019-03-14,14721
2019-03-15,14721
2019-03-16,14721
2019-03-17,14721
2019-03-18,14721
2019-03-19,14721
2019-03-20,14721
2019-03-21,14721
2019-03-22,14721
2019-03-23,14721
2019-03-24,14721
2019-03-25,14721
2019-03-26,14721
2019-03-27,14721
2019-03-28,14721
2019-03-29,14721
2019-03-30,14721
2019-03-31,14721
2019-04-01,14721
2019-04-02,14721
2019-04-03,14721
2019-04-04,14721
2019-04-05,14721
2019-04-06,14721
2019-04-07,14032
2019-04-08,14032
2019-04-09,14032
2019-04-10,14032
2019-04-11,14032
2019-04-12,14032
2019-04-13,14032
2019-04-14,14032
2019-04-15,14032
2019-04-16,14032
2019-04-17,14032
2019-04-18,14032
2019-04-19,14032
2019-04-20,14032
2019-04-21,14032
2019-04-22,14032
2019-04-23,14032
2019-04-24,14032
2019-04-25,14032
2019-04-26,14032
2019-04-27,14032
2019-04-28,14032
2019-04-29,14032
2019-04-30,14032
2019-05-01,14032
2019-05-02,14032
2019-05-03,14032
2019-05-04,14032
2019-05-05,14032
2019-05-06,14032
2019-05-07,14032
2019-05-08,14032
2019-05-09,14032
2019-05-10,14032
2019-05-11,14032
2019-05-12,14032
2019-05-13,13339
2019-05-14,13339
2019-05-15,13339
2019-05-16,13339
2019-05-17,13339
2019-05-18,13339
2019-05-19,13339
2019-05-20,13339
2019-05-21,13339
2019-05-22,13339
2019-05-23,13339
2019-05-24,13339
2019-05-25,13339
2019-05-26,13339
2019-05-27,13339
2019-05-28,13339
2019-05-29,13339
2019-05-30,13339
2019-05-31,13339
2019-06-01,13339
2019-06-02,13339
2019-06-03,13339
2019-06-04,13339
2019-06-05,13339
2019-06-06,13339
2019-06-07,13339
2019-06-08,13339
2019-06-09,13339
2019-06-10,13339
2019-06-11,13339
2019-06-12,13339
2019-06-13,13339
2019-06-14,13339
2019-06-15,13339
2019-06-16,12679
2019-06-17,12679
2019-06-18,12679
2019-06-19,12679
2019-06-20,12679
2019-06-21,12679
2019-06-22,12679
2019-06-23,12679
2019-06-24,12679
2019-06-25,12679
2019-06-26,12679
2019-06-27,12679
2019-06-28,12679
2019-06-29,12679
2019-06-30,12679
2019-07-01,12679
2019-07-02,12679
2019-07-03,12679
2019-07-04,12679
2019-07-05,12679
2019-07-06,12679
2019-07-07,12679
2019-07-08,12679
2019-07-09,12679
2019-07-10,12679
2019-07-11,12679
2019-07-12,12679
2019-07-13,12679
2019-07-14,12679
2019-07-15,12679
2019-07-16,12679
2019-07-17,12679
2019-07-18,12679
2019-07-19,12679
2019-07-20,12679
2019-07-21,12679
2019-07-22,12679
2019-07-23,12679
2019-07-24,12679
2019-07-25,12102
2019-07-26,12102
2019-07-27,12102
2019-07-28,12102
2019-07-29,12102
2019-07-30,12102
2019-07-31,12102
2019-08-01,12102
2019-08-02,12102
2019-08-03,12102
2019-08-04,12102
2019-08-05,12102
2019-08-06,12102
2019-08-07,12102
2019-08-08,12102
2019-08-09,12102
2019-08-10,12102
2019-08-11,12102
2019-08-12,12102
2019-08-13,12102
2019-08-14,12102
2019-08-15,12102
2019-08-16,12102
2019-08-17,12102
2019-08-18,12102
2019-08-19,12102
2019-08-20,12102
2019-08-21,12102
2019-08-22,12102
2019-08-23,12102
2019-08-24,12102
2019-08-24,12102
2019-08-25,12102
2019-08-25,12102
2019-08-26,12102
2019-08-27,12102
2019-08-27,12102
2019-08-28,12102
2019-08-29,12102
2019-08-30,12102
2019-08-31,12102
2019-09-01,12102
2019-09-02,12102
2019-09-03,12102
2019-09-04,12102
2019-09-05,12102
2019-09-06,12102
2019-09-07,11528
2019-09-08,11528
2019-09-09,11528
2019-09-10,11528
2019-09-11,11528
2019-09-12,11528
2019-09-13,11528
2019-09-14,11528
2019-09-15,11528
2019-09-16,11528
2019-09-17,11528
2019-09-18,11528
2019-09-19,11528
2019-09-20,11528
2019-09-21,11528
2019-09-22,11528
2019-09-23,11528
2019-09-24,11528
2019-09-25,11528
2019-09-26,11528
2019-09-27,11528
2019-09-28,11528
2019-09-29,11528
2019-09-30,11528
2019-10-01,11528
2019-10-02,11528
2019-10-03,11528
2019-10-04,11528
2019-10-05,11528
2019-10-06,11528
2019-10-07,11528
2019-10-08,11528
2019-10-09,11528
2019-10-10,11528
2019-10-11,11528
2019-10-12,11528
2019-10-13,11528
2019-10-14,11528
2019-10-15,11528
2019-10-16,11528
2019-10-17,11528
2019-10-18,11528
2019-10-19,11528
2019-10-20,11528
2019-10-21,11528
2019-10-22,11528
2019-10-23,11528
2019-10-24,11528
2019-10-25,11528
2019-10-26,11528
2019-10-27,11528
2019-10-28,11528
2019-10-29,11528
2019-10-30,11528
2019-10-31,10966
2019-11-01,10966
2019-11-02,10966
2019-11-03,10966
2019-11-04,10966
2019-11-05,10966
2019-11-06,10966
2019-11-07,10966
2019-11-08,10966
2019-11-09,10966
2019-11-10,10966
2019-11-11,10966
2019-11-12,10966
2019-11-13,10966
2019-11-14,10966
2019-11-15,10966
2019-11-16,10966
2019-11-17,10966
2019-11-18,10966
2019-11-19,10966
2019-11-20,10966
2019-11-21,10966
2019-11-22,10966
2019-11-23,10966
2019-11-24,10966
2019-11-25,10966
2019-11-26,10966
2019-11-27,10966
2019-11-28,10966
2019-11-29,10966
2019-11-30,10966
2019-12-01,10966
2019-12-02,10966
2019-12-03,10966
2019-12-04,10966
2019-12-05,10966
2019-12-06,10966
2019-12-07,10966
2019-12-08,10966
2019-12-09,10966
2019-12-10,10966
2019-12-11,10966
2019-12-12,10966
2019-12-13,10966
2019-12-14,10514
2019-12-15,10514
2019-12-16,10514
2019-12-17,10514
2019-12-18,10514
2019-12-19,10514
2019-12-20,10514
2019-12-21,10514
2019-12-22,10514
2019-12-23,10514
2019-12-24,10514
2019-12-25,10514
2019-12-26,10514
2019-12-27,10514
2019-12-28,10514
2019-12-29,10514
2019-12-30,10514
2019-12-31,10514
2020-01-01,10514
2020-01-02,10514
2020-01-03,10514
2020-01-04,10514
2020-01-05,10514
2020-01-06,10514
2020-01-07,10514
2020-01-08,10514
2020-01-09,10514
2020-01-10,10514
2020-01-11,10514
2020-01-12,10514
2020-01-13,10514
2020-01-14,10514
2020-01-15,10514
2020-01-16,10514
2020-01-17,10514
2020-01-18,10514
2020-01-19,10514
2020-01-20,10514
2020-01-21,10514
2020-01-22,10514
2020-01-23,10514
2020-01-24,10514
2020-01-25,10514
2020-01-26,10514
2020-01-27,10045
2020-01-28,10045
2020-01-29,10045
2020-01-30,10045
2020-01-31,10045
2020-02-01,10045
2020-02-02,10045
2020-02-03,10045
2020-02-04,10045
2020-02-05,10045
2020-02-06,10045
2020-02-07,10045
2020-02-08,10045
2020-02-09,10045
2020-02-10,10045
2020-02-11,10045
2020-02-12,10045
2020-02-13,10045
2020-02-14,10045
2020-02-15,10045
2020-02-16,10045
2020-02-17,10045
2020-02-18,10045
2020-02-19,10045
2020-02-20,10045
2020-02-21,10045
2020-02-22,10045
2020-02-23,10045
2020-02-24,10045
2020-02-25,10045
2020-02-26,10045
2020-02-27,10045
2020-02-28,10045
2020-02-29,10045
2020-03-01,10045
2020-03-02,10045
2020-03-03,10045
2020-03-04,10045
2020-03-05,10045
2020-03-06,10045
2020-03-07,10045
2020-03-08,10045
2020-03-09,10045
2020-03-10,10045
2020-03-11,9722
2020-03-12,9722
2020-03-13,9722
2020-03-14,9722
2020-03-15,9722
2020-03-16,9722
2020-03-17,9722
2020-03-18,9722
2020-03-19,9722
2020-03-20,9722
2020-03-21,9722
2020-03-22,9722
2020-03-23,9722
2020-03-24,9722
2020-03-25,9722
2020-03-26,9722
2020-03-27,9722
2020-03-28,9722
2020-03-29,9722
2020-03-30,9722
2020-03-31,9722
2020-04-01,9722
2020-04-02,9722
2020-04-03,9722
2020-04-04,9722
2020-04-05,9722
2020-04-06,9722
2020-04-07,9722
2020-04-08,9258
2020-04-09,9258
2020-04-10,9258
2020-04-11,9258
2020-04-12,9258
2020-04-13,9258
2020-04-14,9258
2020-04-15,9258
2020-04-16,9258
2020-04-17,9258
2020-04-18,9258
2020-04-19,9258
2020-04-20,9258
2020-04-21,9258
2020-04-22,9258
2020-04-23,9258
2020-04-24,9258
2020-04-25,9258
2020-04-26,9258
2020-04-27,9258
2020-04-28,8822
2020-04-29,8822
2020-04-30,8822
2020-05-01,8822
2020-05-02,8822
2020-05-03,8822
2020-05-04,8822
2020-05-05,8822
2020-05-06,8822
2020-05-07,8822
2020-05-08,8822
2020-05-09,8822
2020-05-10,8822
2020-05-11,8822
2020-05-12,8822
2020-05-13,8822
