date_obj,3rd%20age%20axe price
2016-07-06,300000000
2016-07-07,300000000
2016-07-08,300000000
2016-07-09,300000000
2016-07-10,310633064
2016-07-11,310633064
2016-07-12,310633064
2016-07-13,310633064
2016-07-14,310633064
2016-07-15,310633064
2016-07-16,310633064
2016-07-17,310633064
2016-07-18,310633064
2016-07-19,310633064
2016-07-23,310633064
2016-07-24,310633064
2016-07-25,310633064
2016-07-26,310633064
2016-07-27,310633064
2016-07-28,310633064
2016-07-29,310633064
2016-07-30,310633064
2016-07-31,310633064
2016-08-01,310633064
2016-08-02,310633064
2016-08-03,310633064
2016-08-04,310633064
2016-08-05,310633064
2016-08-06,310633064
2016-08-07,310633064
2016-08-08,310633064
2016-08-09,310633064
2016-08-10,310633064
2016-08-11,310633064
2016-08-12,310633064
2016-08-13,310633064
2016-08-14,310633064
2016-08-15,310633064
2016-08-16,310633064
2016-08-17,310633064
2016-08-18,310633064
2016-08-19,323123141
2016-08-20,323123141
2016-08-21,323123141
2016-08-22,323123141
2016-08-23,323123141
2016-08-24,323123141
2016-08-25,323123141
2016-08-26,323123141
2016-08-28,323123141
2016-08-31,323123141
2016-09-01,323123141
2016-09-02,323123141
2016-09-03,323123141
2016-09-04,323123141
2016-09-05,323123141
2016-09-06,323123141
2016-09-07,323123141
2016-09-08,323123141
2016-09-09,323123141
2016-09-10,323123141
2016-09-11,323123141
2016-09-12,323123141
2016-09-13,323123141
2016-09-14,323123141
2016-09-15,323123141
2016-09-16,323123141
2016-09-17,323123141
2016-09-18,323123141
2016-09-19,323123141
2016-09-20,323123141
2016-09-21,323123141
2016-09-22,323123141
2016-09-23,323123141
2016-09-24,323123141
2016-09-25,323123141
2016-09-26,323123141
2016-09-27,323123141
2016-09-28,323123141
2016-09-29,323123141
2016-09-30,323123141
2016-10-01,323123141
2016-10-02,323123141
2016-10-03,323123141
2016-10-04,323123141
2016-10-05,323123141
2016-10-06,323123141
2016-10-07,323123141
2016-10-08,323123141
2016-10-09,323123141
2016-10-10,323123141
2016-10-11,323123141
2016-10-12,323123141
2016-10-13,323123141
2016-10-14,323123141
2016-10-15,323123141
2016-10-16,323123141
2016-10-17,323123141
2016-10-18,323123141
2016-10-19,323123141
2016-10-20,323123141
2016-10-21,323123141
2016-10-22,323123141
2016-10-23,323123141
2016-10-24,323123141
2016-10-25,323123141
2016-10-26,335377742
2016-10-27,335377742
2016-10-28,335377742
2016-10-29,335377742
2016-10-30,335377742
2016-10-31,335377742
2016-11-01,335377742
2016-11-02,335377742
2016-11-03,335377742
2016-11-04,335377742
2016-11-05,335377742
2016-11-06,335377742
2016-11-07,335377742
2016-11-08,335377742
2016-11-09,335377742
2016-11-10,335377742
2016-11-11,335377742
2016-11-12,335377742
2016-11-13,335377742
2016-11-14,335377742
2016-11-15,335377742
2016-12-07,335377742
2016-12-08,335377742
2016-12-09,335377742
2016-12-10,335377742
2016-12-11,335377742
2016-12-12,335377742
2016-12-13,335377742
2016-12-14,335377742
2016-12-15,335377742
2016-12-16,335377742
2016-12-17,335377742
2016-12-18,335377742
2016-12-19,335377742
2016-12-20,335377742
2016-12-21,335377742
2016-12-22,335377742
2016-12-23,335377742
2016-12-24,335377742
2016-12-25,335377742
2016-12-26,335377742
2016-12-27,335377742
2016-12-28,335377742
2016-12-29,335377742
2016-12-30,335377742
2016-12-31,335377742
2017-01-01,335377742
2017-01-02,335377742
2017-01-03,335377742
2017-01-04,335377742
2017-01-05,335377742
2017-01-06,335377742
2017-01-07,335377742
2017-01-08,335377742
2017-01-09,335377742
2017-01-10,335377742
2017-01-11,335377742
2017-01-12,335377742
2017-01-13,335377742
2017-01-14,335377742
2017-01-15,335377742
2017-01-16,335377742
2017-01-17,335377742
2017-01-18,335377742
2017-01-19,335377742
2017-01-20,335377742
2017-01-21,335377742
2017-01-22,335377742
2017-01-23,335377742
2017-01-27,335377742
2017-01-28,335377742
2017-01-29,335377742
2017-01-30,335377742
2017-01-31,335377742
2017-02-01,335377742
2017-02-02,335377742
2017-02-03,335377742
2017-02-04,335377742
2017-02-05,335377742
2017-02-06,335377742
2017-02-07,335377742
2017-02-08,335377742
2017-02-09,335377742
2017-02-10,335377742
2017-02-11,335377742
2017-02-12,335377742
2017-02-13,335377742
2017-02-14,347442843
2017-02-15,347442843
2017-02-16,347442843
2017-02-17,347442843
2017-02-18,347442843
2017-02-19,347442843
2017-02-20,347442843
2017-02-21,347442843
2017-02-22,347442843
2017-02-23,347442843
2017-02-24,347442843
2017-02-25,347442843
2017-02-26,347442843
2017-02-27,347442843
2017-02-28,347442843
2017-03-01,347442843
2017-03-02,347442843
2017-03-03,347442843
2017-03-04,347442843
2017-03-05,347442843
2017-03-06,347442843
2017-03-07,347442843
2017-03-08,347442843
2017-03-09,347442843
2017-03-10,347442843
2017-03-11,347442843
2017-03-12,347442843
2017-03-13,347442843
2017-03-14,347442843
2017-03-15,347442843
2017-03-16,347442843
2017-03-17,347442843
2017-03-18,347442843
2017-03-19,347442843
2017-03-20,347442843
2017-03-21,347442843
2017-03-22,347442843
2017-03-23,347442843
2017-03-24,347442843
2017-03-25,347442843
2017-03-26,347442843
2017-03-27,347442843
2017-03-28,347442843
2017-03-29,347442843
2017-03-30,347442843
2017-03-31,347442843
2017-04-01,347442843
2017-04-02,347442843
2017-04-03,347442843
2017-04-04,347442843
2017-04-05,347442843
2017-04-12,347442843
2017-04-13,347442843
2017-04-14,347442843
2017-04-15,347442843
2017-04-16,347442843
2017-04-17,347442843
2017-04-18,347442843
2017-04-19,347442843
2017-04-20,347442843
2017-04-21,347442843
2017-04-22,347442843
2017-04-23,347442843
2017-04-24,347442843
2017-04-25,347442843
2017-04-26,347442843
2017-04-27,347442843
2017-04-28,347442843
2017-04-29,347442843
2017-04-30,347442843
2017-05-01,347442843
2017-05-02,347442843
2017-05-03,347442843
2017-05-04,347442843
2017-05-05,347442843
2017-05-06,347442843
2017-05-07,347442843
2017-05-08,347442843
2017-05-09,347442843
2017-05-10,347442843
2017-05-11,347442843
2017-05-12,347442843
2017-05-13,347442843
2017-05-14,347442843
2017-05-15,347442843
2017-05-16,347442843
2017-05-17,347442843
2017-05-18,347442843
2017-05-19,347442843
2017-05-20,347442843
2017-05-21,347442843
2017-05-22,347442843
2017-05-23,347442843
2017-05-24,347442843
2017-05-25,347442843
2017-05-26,347442843
2017-05-27,347442843
2017-05-28,347442843
2017-05-29,347442843
2017-05-30,355957146
2017-05-31,355957146
2017-06-01,355957146
2017-06-02,355957146
2017-06-03,355957146
2017-06-04,355957146
2017-06-05,355957146
2017-06-06,355957146
2017-06-07,355957146
2017-06-08,355957146
2017-06-09,355957146
2017-06-10,355957146
2017-06-11,355957146
2017-06-12,355957146
2017-06-13,355957146
2017-06-14,355957146
2017-06-15,355957146
2017-06-16,355957146
2017-06-17,355957146
2017-06-18,355957146
2017-06-19,355957146
2017-06-20,355957146
2017-06-21,355957146
2017-06-22,355957146
2017-06-23,355957146
2017-06-24,355957146
2017-06-25,355957146
2017-06-26,355957146
2017-06-27,355957146
2017-06-28,355957146
2017-06-29,355957146
2017-06-30,355957146
2017-07-01,355957146
2017-07-02,355957146
2017-07-03,355957146
2017-07-04,355957146
2017-07-05,355957146
2017-07-06,355957146
2017-07-07,355957146
2017-07-08,355957146
2017-07-09,355957146
2017-07-13,355957146
2017-07-14,355957146
2017-07-15,355957146
2017-07-16,355957146
2017-07-17,355957146
2017-07-18,355957146
2017-07-19,355957146
2017-07-20,355957146
2017-07-21,355957146
2017-07-22,355957146
2017-07-23,355957146
2017-07-24,355957146
2017-07-25,355957146
2017-07-26,355957146
2017-07-27,355957146
2017-07-28,355957146
2017-07-29,355957146
2017-07-30,369533511
2017-07-31,369533511
2017-08-01,369533511
2017-08-02,369533511
2017-08-03,369533511
2017-08-04,369533511
2017-08-05,369533511
2017-08-06,369533511
2017-08-07,369533511
2017-08-08,369533511
2017-08-09,369533511
2017-08-10,369533511
2017-08-11,369533511
2017-08-12,369533511
2017-08-13,369533511
2017-08-14,369533511
2017-08-15,369533511
2017-08-16,369533511
2017-08-17,369533511
2017-08-18,369533511
2017-08-19,369533511
2017-08-20,369533511
2017-08-21,369533511
2017-08-22,369533511
2017-08-23,600000000
2017-08-24,600000000
2017-08-25,600000000
2017-08-26,600000000
2017-08-27,600000000
2017-08-28,600000000
2017-08-29,600000000
2017-08-30,600000000
2017-08-31,600000000
2017-09-01,600000000
2017-09-02,600000000
2017-09-03,600000000
2017-09-04,600000000
2017-09-05,600000000
2017-09-06,600000000
2017-09-07,600000000
2017-09-08,600000000
2017-09-09,600000000
2017-09-10,600000000
2017-09-11,600000000
2017-09-12,600000000
2017-09-13,600000000
2017-09-14,600000000
2017-09-15,600000000
2017-09-16,600000000
2017-09-17,600000000
2017-09-18,600000000
2017-09-19,600000000
2017-09-20,600000000
2017-09-21,600000000
2017-09-22,600000000
2017-09-23,600000000
2017-09-24,600000000
2017-09-25,600000000
2017-09-26,600000000
2017-09-27,600000000
2017-09-28,600000000
2017-09-29,600000000
2017-09-30,600000000
2017-10-01,600000000
2017-10-02,600000000
2017-10-03,600000000
2017-10-04,600000000
2017-10-05,600000000
2017-10-06,600000000
2017-10-07,600000000
2017-10-08,600000000
2017-10-09,600000000
2017-10-10,600000000
2017-10-11,600000000
2017-10-12,600000000
2017-10-13,600000000
2017-10-14,600000000
2017-10-15,600000000
2017-10-16,600000000
2017-10-17,600000000
2017-10-18,600000000
2017-10-19,600000000
2017-10-20,600000000
2017-10-21,600000000
2017-10-22,600000000
2017-10-23,600000000
2017-10-24,600000000
2017-10-25,600000000
2017-10-26,600000000
2017-10-27,600000000
2017-10-28,600000000
2017-10-29,600000000
