date_obj,Rune%20platebody%20(g) price
2019-04-04,92924
2019-04-05,92338
2019-04-06,94101
2019-04-07,92916
2019-04-08,92329
2019-04-09,91765
2019-04-10,91258
2019-04-11,90687
2019-04-12,90104
2019-04-13,88918
2019-04-14,87136
2019-04-15,86321
2019-04-16,84509
2019-04-17,83506
2019-04-18,81244
2019-04-19,80264
2019-04-20,79594
2019-04-21,78365
2019-04-22,78539
2019-04-23,77466
2019-04-24,75596
2019-04-25,74031
2019-04-26,72183
2019-04-27,70731
2019-04-28,70039
2019-04-29,69138
2019-04-30,68706
2019-05-01,68263
2019-05-02,67860
2019-05-03,67739
2019-05-04,65289
2019-05-05,64055
2019-05-06,62168
2019-05-07,60411
2019-05-08,58958
2019-05-09,57743
2019-05-10,56497
2019-05-11,55283
2019-05-12,55977
2019-05-13,55068
2019-05-14,55097
2019-05-15,55979
2019-05-16,56330
2019-05-17,55679
2019-05-18,55740
2019-05-19,55488
2019-05-20,56293
2019-05-21,56524
2019-05-22,56351
2019-05-23,56532
2019-05-24,56694
2019-05-25,57129
2019-05-26,57606
2019-05-27,58143
2019-05-28,58080
2019-05-29,58137
2019-05-30,58112
2019-05-31,57407
2019-06-01,56836
2019-06-02,56885
2019-06-03,57081
2019-06-04,57252
2019-06-05,56669
2019-06-06,57031
2019-06-07,57678
2019-06-08,58478
2019-06-09,60442
2019-06-10,62647
2019-06-11,64177
2019-06-12,66623
2019-06-13,67208
2019-06-14,67071
2019-06-15,65530
2019-06-16,63681
2019-06-17,62954
2019-06-18,62624
2019-06-19,62655
2019-06-20,61747
2019-06-21,60640
2019-06-22,60067
2019-06-23,61137
2019-06-24,61934
2019-06-25,63057
2019-06-26,63081
2019-06-27,63073
2019-06-28,63491
2019-06-29,63414
2019-06-30,62540
2019-07-01,60919
2019-07-02,59660
2019-07-03,60544
2019-07-04,59966
2019-07-05,58937
2019-07-06,58299
2019-07-07,57789
2019-07-08,59013
2019-07-09,59316
2019-07-10,58872
2019-07-11,59505
2019-07-12,59117
2019-07-13,59319
2019-07-14,60796
2019-07-15,61576
2019-07-16,61245
2019-07-17,62354
2019-07-18,63748
2019-07-19,64317
2019-07-20,65270
2019-07-21,64764
2019-07-22,64571
2019-07-23,63830
2019-07-24,62637
2019-07-25,61360
2019-07-26,60535
2019-07-27,60532
2019-07-28,60766
2019-07-29,61180
2019-07-30,62105
2019-07-31,62299
2019-08-01,62128
2019-08-02,62407
2019-08-03,62481
2019-08-04,62691
2019-08-05,62353
2019-08-06,63367
2019-08-07,64325
2019-08-08,64893
2019-08-09,65031
2019-08-10,65314
2019-08-11,64731
2019-08-12,65643
2019-08-13,64935
2019-08-14,65030
2019-08-15,66212
2019-08-16,66322
2019-08-17,66322
2019-08-18,66623
2019-08-19,68079
2019-08-20,68771
2019-08-21,68625
2019-08-22,67586
2019-08-23,68203
2019-08-24,68503
2019-08-24,68503
2019-08-25,67669
2019-08-25,67669
2019-08-26,68028
2019-08-26,68028
2019-08-27,67194
2019-08-27,67194
2019-08-28,68049
2019-08-29,68438
2019-08-30,69973
2019-08-31,71211
2019-09-01,72257
2019-09-02,73432
2019-09-03,75056
2019-09-04,77431
2019-09-05,80260
2019-09-06,84077
2019-09-07,88281
2019-09-08,88947
2019-09-09,88135
2019-09-10,87964
2019-09-11,86752
2019-09-12,85023
2019-09-13,83568
2019-09-14,82157
2019-09-15,82495
2019-09-16,82655
2019-09-17,84326
2019-09-18,82605
2019-09-19,81879
2019-09-20,81088
2019-09-21,81683
2019-09-22,80327
2019-09-23,79815
2019-09-24,79986
2019-09-25,79333
2019-09-26,79206
2019-09-27,78069
2019-09-28,76437
2019-09-29,76437
2019-09-30,74700
2019-10-01,73235
2019-10-02,73176
2019-10-03,72323
2019-10-04,71745
2019-10-05,72462
2019-10-06,73350
2019-10-07,73678
2019-10-08,74495
2019-10-09,74310
2019-10-10,74406
2019-10-11,74515
2019-10-12,73339
2019-10-13,72902
2019-10-14,73313
2019-10-15,73742
2019-10-16,72901
2019-10-17,73148
2019-10-18,72845
2019-10-19,71762
2019-10-20,71271
2019-10-21,71452
2019-10-22,72005
2019-10-23,72872
2019-10-24,72923
2019-10-25,73092
2019-10-26,73481
2019-10-27,73951
2019-10-28,73833
2019-10-29,73745
2019-10-30,74222
2019-10-31,74529
2019-11-01,73374
2019-11-02,73299
2019-11-03,73435
2019-11-04,74174
2019-11-05,74739
2019-11-06,74817
2019-11-07,75546
2019-11-08,75591
2019-11-09,75059
2019-11-10,75104
2019-11-11,74116
2019-11-12,73013
2019-11-13,72894
2019-11-14,72757
2019-11-15,72410
2019-11-16,72643
2019-11-17,72080
2019-11-18,72431
2019-11-19,73205
2019-11-20,73286
2019-11-21,72973
2019-11-22,73582
2019-11-23,73789
2019-11-24,74934
2019-11-25,76157
2019-11-26,76622
2019-11-27,76627
2019-11-28,76637
2019-11-29,76977
2019-11-30,76685
2019-12-01,76836
2019-12-02,75732
2019-12-03,76759
2019-12-04,77431
2019-12-05,77483
2019-12-06,77372
2019-12-07,77832
2019-12-08,78031
2019-12-09,78209
2019-12-10,77455
2019-12-11,78399
2019-12-12,77725
2019-12-13,78760
2019-12-14,78717
2019-12-15,80079
2019-12-16,80112
2019-12-17,81237
2019-12-18,81609
2019-12-19,82184
2019-12-20,82042
2019-12-21,82210
2019-12-22,81725
2019-12-23,81130
2019-12-24,80463
2019-12-25,80335
2019-12-26,80549
2019-12-27,80267
2019-12-28,79905
2019-12-29,79765
2019-12-30,78704
2019-12-31,78281
2020-01-01,78393
2020-01-02,77922
2020-01-03,77328
2020-01-04,77369
2020-01-05,76693
2020-01-06,75721
2020-01-07,75709
2020-01-08,75508
2020-01-09,75558
2020-01-10,75757
2020-01-11,75746
2020-01-12,75641
2020-01-13,75955
2020-01-14,77033
2020-01-15,76728
2020-01-16,75949
2020-01-17,76530
2020-01-18,76099
2020-01-19,75121
2020-01-20,74476
2020-01-21,74772
2020-01-22,74153
2020-01-23,74677
2020-01-24,73775
2020-01-25,73176
2020-01-26,71631
2020-01-27,71977
2020-01-28,71597
2020-01-29,70815
2020-01-30,70679
2020-01-31,69728
2020-02-01,70912
2020-02-02,71723
2020-02-03,72787
2020-02-04,71770
2020-02-05,70913
2020-02-06,69626
2020-02-07,68710
2020-02-08,66093
2020-02-09,64455
2020-02-10,63030
2020-02-11,63301
2020-02-12,64057
2020-02-13,64607
2020-02-14,64623
2020-02-15,64642
2020-02-16,63596
2020-02-17,64013
2020-02-18,63907
2020-02-19,62925
2020-02-20,63231
2020-02-21,61830
2020-02-22,61517
2020-02-23,61691
2020-02-24,61088
2020-02-25,60127
2020-02-26,58336
2020-02-27,57887
2020-02-28,57302
2020-02-29,57064
2020-03-01,58166
2020-03-02,58387
2020-03-03,59742
2020-03-04,60109
2020-03-05,59381
2020-03-06,59344
2020-03-07,59029
2020-03-08,59102
2020-03-09,58727
2020-03-10,57915
2020-03-11,57799
2020-03-12,57673
2020-03-13,57524
2020-03-14,57511
2020-03-15,57628
2020-03-16,57379
2020-03-17,56180
2020-03-18,55228
2020-03-19,54429
2020-03-20,54642
2020-03-21,54681
2020-03-22,55110
2020-03-23,55385
2020-03-24,56561
2020-03-25,57214
2020-03-26,57260
2020-03-27,56925
2020-03-28,57329
2020-03-29,57052
2020-03-30,57123
2020-03-31,58455
2020-04-01,60177
2020-04-02,59439
2020-04-03,57760
2020-04-04,56914
2020-04-05,56983
2020-04-06,57562
2020-04-07,57860
2020-04-08,58739
2020-04-09,58276
2020-04-10,57182
2020-04-11,56440
2020-04-12,56250
2020-04-13,56908
2020-04-14,56802
2020-04-15,56241
2020-04-16,55833
2020-04-17,56060
2020-04-18,55263
2020-04-19,55308
2020-04-20,54303
2020-04-21,54301
2020-04-22,54492
2020-04-23,54442
2020-04-24,54292
2020-04-25,53318
2020-04-26,52942
2020-04-27,53488
2020-04-28,53624
2020-04-29,53893
2020-04-30,54688
2020-05-01,55264
2020-05-02,55858
2020-05-03,54497
2020-05-04,53979
2020-05-05,53833
2020-05-06,52211
2020-05-07,50749
2020-05-08,49556
2020-05-09,49607
2020-05-10,49489
2020-05-11,50195
2020-05-12,50335
2020-05-13,50073
