date_obj,Snakeskin%20boots price
2016-05-16,300
2016-05-17,291
2016-05-18,298
2016-05-19,300
2016-05-22,294
2016-05-23,295
2016-05-24,297
2016-05-25,288
2016-05-26,288
2016-05-27,288
2016-05-28,299
2016-05-29,303
2016-05-30,314
2016-05-31,322
2016-06-01,329
2016-06-02,327
2016-06-03,333
2016-06-04,343
2016-06-05,342
2016-06-06,327
2016-06-07,312
2016-06-08,312
2016-06-09,313
2016-06-10,298
2016-06-11,289
2016-06-12,274
2016-06-13,260
2016-06-14,247
2016-06-15,234
2016-06-16,222
2016-06-17,211
2016-06-18,200
2016-06-19,190
2016-06-20,180
2016-06-21,171
2016-06-22,165
2016-06-23,157
2016-06-24,149
2016-06-25,146
2016-06-26,150
2016-06-27,155
2016-06-28,159
2016-06-29,165
2016-06-30,172
2016-07-01,178
2016-07-02,183
2016-07-03,184
2016-07-04,185
2016-07-05,187
2016-07-06,185
2016-07-07,184
2016-07-08,190
2016-07-09,191
2016-07-10,193
2016-07-11,197
2016-07-12,205
2016-07-13,213
2016-07-14,220
2016-07-15,227
2016-07-16,234
2016-07-17,238
2016-07-18,237
2016-07-24,216
2016-07-25,213
2016-07-26,216
2016-07-27,219
2016-07-28,222
2016-07-29,221
2016-07-30,215
2016-07-31,212
2016-08-01,207
2016-08-02,200
2016-08-03,196
2016-08-04,194
2016-08-05,195
2016-08-06,190
2016-08-07,191
2016-08-08,191
2016-08-09,191
2016-08-10,188
2016-08-11,186
2016-08-12,188
2016-08-13,191
2016-08-14,193
2016-08-15,190
2016-08-16,190
2016-08-17,192
2016-08-18,193
2016-08-19,194
2016-08-20,193
2016-08-21,183
2016-08-22,174
2016-08-23,168
2016-08-24,169
2016-08-25,172
2016-08-26,175
2016-08-28,178
2016-08-31,180
2016-09-01,181
2016-09-02,179
2016-09-03,186
2016-09-04,190
2016-09-05,193
2016-09-06,191
2016-09-07,191
2016-09-08,196
2016-09-09,203
2016-09-10,204
2016-09-11,196
2016-09-12,192
2016-09-13,189
2016-09-14,187
2016-09-15,182
2016-09-16,187
2016-09-17,190
2016-09-18,193
2016-09-19,197
2016-09-20,199
2016-09-21,207
2016-09-22,216
2016-09-23,219
2016-09-24,220
2016-09-25,215
2016-09-26,212
2016-09-27,211
2016-09-28,205
2016-09-29,203
2016-09-30,198
2016-10-01,200
2016-10-02,197
2016-10-03,193
2016-10-04,192
2016-10-05,192
2016-10-06,199
2016-10-07,203
2016-10-08,207
2016-10-09,206
2016-10-11,211
2016-10-12,215
2016-10-13,221
2016-10-14,231
2016-10-15,242
2016-10-16,247
2016-10-17,247
2016-10-18,250
2016-10-19,258
2016-10-20,266
2016-10-21,272
2016-10-22,282
2016-10-23,283
2016-10-24,282
2016-10-25,267
2016-10-26,253
2016-10-27,240
2016-10-28,239
2016-10-29,239
2016-10-30,242
2016-10-31,241
2016-11-01,247
2016-11-02,257
2016-11-03,258
2016-11-04,265
2016-11-05,276
2016-11-06,277
2016-11-07,272
2016-11-08,274
2016-11-09,274
2016-11-10,270
2016-11-11,268
2016-11-12,273
2016-11-13,277
2016-11-14,275
2016-12-08,268
2016-12-09,260
2016-12-10,264
2016-12-11,272
2016-12-12,262
2016-12-13,265
2016-12-14,265
2016-12-15,267
2016-12-16,272
2016-12-17,272
2016-12-18,268
2016-12-19,254
2016-12-20,241
2016-12-21,228
2016-12-22,232
2016-12-23,234
2016-12-24,231
2016-12-25,234
2016-12-26,241
2016-12-27,246
2016-12-28,254
2016-12-29,259
2016-12-30,255
2016-12-31,254
2017-01-01,256
2017-01-02,256
2017-01-03,262
2017-01-04,269
2017-01-05,274
2017-01-06,270
2017-01-07,264
2017-01-08,267
2017-01-09,278
2017-01-10,277
2017-01-11,275
2017-01-12,275
2017-01-13,279
2017-01-14,281
2017-01-15,266
2017-01-16,253
2017-01-17,247
2017-01-18,242
2017-01-19,235
2017-01-20,241
2017-01-21,249
2017-01-22,247
2017-01-27,233
2017-01-28,226
2017-01-29,219
2017-01-30,210
2017-01-31,207
2017-02-01,199
2017-02-02,193
2017-02-03,192
2017-02-04,193
2017-02-05,195
2017-02-06,197
2017-02-07,201
2017-02-08,200
2017-02-09,195
2017-02-10,190
2017-02-11,193
2017-02-12,192
2017-02-13,189
2017-02-14,192
2017-02-15,194
2017-02-16,196
2017-02-18,198
2017-02-19,203
2017-02-20,207
2017-02-21,212
2017-02-22,215
2017-02-23,209
2017-02-24,212
2017-02-25,212
2017-02-26,214
2017-02-27,215
2017-02-28,211
2017-03-01,209
2017-03-02,209
2017-03-03,207
2017-03-04,209
2017-03-05,206
2017-03-06,211
2017-03-07,209
2017-03-08,211
2017-03-09,217
2017-03-10,220
2017-03-11,221
2017-03-12,228
2017-03-13,230
2017-03-14,232
2017-03-15,234
2017-03-16,232
2017-03-17,230
2017-03-18,226
2017-03-19,216
2017-03-20,206
2017-03-21,199
2017-03-22,201
2017-03-23,202
2017-03-24,202
2017-03-25,206
2017-03-26,206
2017-03-27,206
2017-03-28,207
2017-03-29,208
2017-03-30,210
2017-03-31,214
2017-04-01,219
2017-04-02,223
2017-04-03,223
2017-04-04,212
2017-04-12,217
2017-04-13,226
2017-04-14,232
2017-04-15,234
2017-04-16,238
2017-04-17,246
2017-04-18,245
2017-04-19,249
2017-04-20,258
2017-04-21,268
2017-04-22,278
2017-04-23,286
2017-04-24,291
2017-04-25,299
2017-04-26,308
2017-04-27,317
2017-04-28,326
2017-04-29,338
2017-04-30,348
2017-05-01,343
2017-05-02,341
2017-05-03,336
2017-05-04,329
2017-05-05,331
2017-05-06,333
2017-05-07,334
2017-05-08,334
2017-05-09,323
2017-05-10,311
2017-05-11,297
2017-05-12,282
2017-05-13,284
2017-05-14,278
2017-05-15,279
2017-05-16,283
2017-05-17,285
2017-05-18,295
2017-05-19,302
2017-05-20,303
2017-05-21,304
2017-05-22,292
2017-05-23,286
2017-05-24,280
2017-05-25,278
2017-05-26,275
2017-05-27,263
2017-05-28,254
2017-05-29,249
2017-05-30,253
2017-05-31,255
2017-06-01,250
2017-06-02,240
2017-06-03,234
2017-06-06,242
2017-06-07,246
2017-06-08,245
2017-06-09,249
2017-06-10,245
2017-06-11,243
2017-06-12,250
2017-06-13,252
2017-06-14,252
2017-06-15,257
2017-06-16,263
2017-06-17,268
2017-06-18,272
2017-06-19,264
2017-06-20,271
2017-06-21,281
2017-06-22,288
2017-06-23,288
2017-06-24,285
2017-06-25,291
2017-06-26,295
2017-06-27,298
2017-06-28,297
2017-06-29,297
2017-06-30,282
2017-07-01,267
2017-07-02,262
2017-07-03,259
2017-07-04,261
2017-07-05,264
2017-07-06,251
2017-07-07,255
2017-07-08,255
2017-07-13,251
2017-07-14,257
2017-07-15,262
2017-07-16,271
2017-07-17,283
2017-07-18,285
2017-07-19,287
2017-07-20,294
2017-07-21,305
2017-07-22,319
2017-07-23,333
2017-07-24,344
2017-07-25,346
2017-07-26,354
2017-07-27,357
2017-07-28,345
2017-07-29,350
2017-07-30,349
2017-07-31,355
2017-08-01,359
2017-08-02,348
2017-08-03,330
2017-08-04,313
2017-08-05,298
2017-08-06,294
2017-08-09,262
2017-08-10,249
2017-08-11,245
2017-08-12,245
2017-08-13,239
2017-08-14,239
2017-08-15,238
2017-08-17,236
2017-08-18,243
2017-08-19,245
2017-08-20,243
2017-08-21,245
2017-08-22,243
2017-08-23,242
2017-08-24,237
2017-08-25,237
2017-08-26,240
2017-08-27,238
2017-08-28,238
2017-08-29,243
2017-08-30,246
2017-08-31,247
2017-09-01,239
2017-09-02,246
2017-09-03,254
2017-09-04,253
2017-09-05,260
2017-09-06,269
2017-09-07,271
2017-09-08,260
2017-09-09,262
2017-09-10,270
2017-09-11,278
2017-09-12,282
2017-09-13,272
2017-09-14,262
2017-09-15,266
2017-09-16,272
2017-09-17,277
2017-09-19,281
2017-09-20,281
2017-09-21,288
2017-09-22,293
2017-09-23,291
2017-09-24,289
2017-09-25,286
2017-09-26,286
2017-09-27,292
2017-09-28,282
2017-09-29,267
2017-09-30,253
2017-10-01,251
2017-10-02,257
2017-10-03,253
2017-10-04,254
2017-10-05,257
2017-10-06,252
2017-10-07,245
2017-10-08,243
2017-10-09,246
2017-10-10,248
2017-10-11,252
2017-10-12,250
2017-10-13,250
2017-10-14,244
2017-10-15,245
2017-10-16,246
2017-10-17,238
2017-10-18,233
2017-10-19,234
2017-10-20,241
2017-10-21,247
2017-10-22,254
2017-10-23,251
2017-10-24,249
2017-10-25,237
2017-10-26,226
2017-10-27,219
2017-10-28,218
2017-10-29,224
2017-10-30,221
2017-10-31,209
2017-11-01,208
2017-11-02,205
2017-11-03,204
2017-11-04,209
2017-11-05,213
2017-11-06,209
2017-11-07,211
2017-11-08,216
2017-11-09,216
2017-11-10,220
2017-11-11,223
2017-11-12,221
2017-11-13,225
2017-11-14,219
2017-11-15,214
2017-11-16,218
2017-11-17,225
2017-11-18,223
2017-11-19,219
2017-11-20,215
2017-11-21,204
2017-11-22,193
2017-11-23,200
2017-11-24,208
2017-11-25,219
2017-11-26,229
2017-11-27,241
2017-11-28,252
2017-11-29,265
2017-11-30,279
2017-12-01,290
2017-12-02,296
2017-12-03,295
2017-12-04,285
2017-12-05,270
2017-12-06,264
2017-12-07,257
2017-12-08,245
2017-12-09,242
2017-12-10,235
2017-12-11,233
2017-12-12,228
2017-12-13,229
2017-12-14,228
2017-12-15,225
2017-12-16,227
2017-12-17,230
2017-12-18,234
2017-12-19,243
2017-12-20,252
2017-12-21,262
2017-12-22,275
2017-12-23,282
2017-12-24,297
2017-12-25,304
2017-12-26,310
2017-12-27,325
2017-12-28,339
2017-12-29,337
2017-12-30,330
2017-12-31,325
2018-01-01,327
2018-01-02,326
2018-01-03,314
2018-01-04,301
2018-01-05,300
2018-01-06,302
2018-01-07,303
2018-01-08,295
2018-01-09,280
2018-01-10,269
2018-01-11,266
2018-01-12,261
2018-01-13,261
2018-01-14,263
2018-01-15,269
2018-01-16,269
2018-01-17,267
2018-01-18,271
2018-01-19,277
2018-01-20,283
2018-01-21,269
2018-01-22,263
2018-01-23,265
2018-01-24,270
2018-01-25,276
2018-01-26,278
2018-01-27,284
2018-01-28,287
2018-01-29,282
2018-01-30,288
2018-01-31,291
2018-02-01,285
2018-02-02,279
2018-02-04,279
2018-02-05,273
2018-02-06,280
2018-02-07,280
2018-02-08,288
2018-02-09,301
2018-02-10,317
2018-02-11,331
2018-02-12,346
2018-02-13,363
2018-02-14,370
2018-02-15,385
2018-02-16,401
2018-02-17,404
2018-02-18,394
2018-02-19,395
2018-02-20,381
2018-02-21,366
2018-02-22,351
2018-02-23,340
2018-02-24,333
2018-02-25,327
2018-02-26,322
2018-02-27,312
2018-02-28,306
2018-03-01,301
2018-03-02,304
2018-03-03,303
2018-03-04,306
2018-03-05,315
2018-03-06,324
2018-03-07,332
2018-03-08,333
2018-03-09,339
2018-03-10,354
2018-03-11,364
2018-03-12,350
2018-03-13,340
2018-03-14,329
2018-03-15,323
2018-03-16,311
2018-03-17,295
2018-03-18,280
2018-03-19,273
2018-03-20,262
2018-03-21,248
2018-03-23,226
2018-03-24,232
2018-03-26,247
2018-03-27,258
2018-03-28,270
2018-03-29,281
2018-03-30,293
2018-03-31,291
2018-04-01,297
2018-04-02,304
2018-04-03,312
2018-04-04,317
2018-04-05,318
2018-04-06,329
2018-04-08,313
2018-04-09,319
2018-04-10,327
2018-04-11,338
2018-04-12,345
2018-04-13,343
2018-04-14,347
2018-04-16,369
2018-04-17,372
2018-04-18,375
2018-04-19,384
2018-04-20,384
2018-04-21,385
2018-04-22,368
2018-04-23,356
2018-04-24,355
2018-04-25,350
2018-04-26,345
2018-04-27,341
2018-04-28,342
2018-04-29,340
2018-04-30,335
2018-05-01,330
2018-05-02,325
2018-05-03,322
2018-05-04,320
2018-05-05,317
2018-05-06,322
2018-05-07,323
2018-05-08,326
2018-05-09,326
2018-05-10,323
2018-05-11,324
2018-05-12,328
2018-05-13,323
2018-05-14,329
2018-05-15,316
2018-05-16,311
2018-05-17,313
2018-05-18,322
2018-05-19,330
2018-05-20,342
2018-05-21,350
2018-05-22,358
2018-05-23,351
2018-05-24,340
2018-05-25,327
2018-05-26,311
2018-05-27,297
2018-05-28,282
2018-05-29,267
2018-05-30,253
2018-05-31,240
2018-06-01,228
2018-06-02,216
2018-06-03,205
2018-06-04,194
2018-06-05,192
2018-06-06,199
2018-06-07,207
2018-06-08,216
2018-06-09,224
2018-06-10,234
2018-06-11,245
2018-06-12,256
2018-06-13,267
2018-06-14,281
2018-06-15,293
2018-06-16,307
2018-06-17,322
2018-06-18,336
2018-06-19,348
2018-06-20,365
2018-06-21,381
2018-06-22,396
2018-06-23,410
2018-06-24,420
2018-06-25,429
2018-06-26,436
2018-06-27,437
2018-06-28,440
2018-06-29,440
2018-06-30,426
2018-07-01,417
2018-07-02,422
2018-07-03,406
2018-07-04,395
2018-07-05,385
2018-07-06,393
2018-07-07,401
2018-07-08,397
2018-07-09,388
2018-07-10,372
2018-07-11,354
2018-07-12,338
2018-07-13,322
2018-07-14,308
2018-07-15,320
2018-07-16,316
2018-07-17,314
2018-07-18,305
2018-07-19,301
2018-07-20,306
2018-07-21,315
2018-07-22,314
2018-07-23,311
2018-07-24,312
2018-07-25,310
2018-07-26,323
2018-07-27,339
2018-07-28,353
2018-07-29,357
2018-07-30,360
2018-07-31,363
2018-08-01,363
2018-08-02,375
2018-08-03,388
2018-08-04,398
2018-08-05,393
2018-08-06,400
2018-08-07,403
2018-08-08,410
2018-08-09,412
2018-08-10,405
2018-08-11,407
2018-08-12,402
2018-08-14,414
2018-08-16,388
2018-08-17,385
2018-08-18,394
2018-08-19,400
2018-08-20,398
2018-08-21,407
2018-08-22,419
2018-08-23,427
2018-08-24,437
2018-08-25,442
2018-08-26,433
2018-08-27,421
2018-08-28,414
2018-08-29,403
2018-08-30,399
2018-08-31,385
2018-09-01,368
2018-09-02,353
2018-09-03,356
2018-09-04,342
2018-09-05,324
2018-09-06,309
2018-09-07,301
2018-09-08,293
2018-09-09,288
2018-09-10,280
2018-09-11,266
2018-09-12,258
2018-09-13,247
2018-09-14,244
2018-09-15,242
2018-09-16,246
2018-09-17,248
2018-09-18,247
2018-09-19,250
2018-09-20,253
2018-09-21,254
2018-09-22,251
2018-09-23,249
2018-09-24,248
2018-09-25,244
2018-09-26,241
2018-09-27,245
2018-09-28,247
2018-09-29,244
2018-09-30,244
2018-10-02,235
2018-10-03,235
2018-10-04,224
2018-10-05,225
2018-10-06,228
2018-10-07,224
2018-10-08,225
2018-10-09,229
2018-10-10,233
2018-10-11,241
2018-10-12,239
2018-10-13,234
2018-10-14,240
2018-10-15,244
2018-10-16,242
2018-10-17,249
2018-10-18,248
2018-10-19,244
2018-10-20,250
2018-10-21,248
2018-10-22,250
2018-10-23,255
2018-10-24,250
2018-10-25,255
2018-10-26,260
2018-10-27,252
2018-10-28,240
2018-10-29,235
2018-10-30,228
2018-10-31,222
2018-11-01,214
2018-11-03,207
2018-11-04,200
2018-11-05,195
2018-11-06,192
2018-11-07,190
2018-11-08,189
2018-11-09,181
2018-11-10,176
2018-11-11,174
2018-11-12,174
2018-11-13,174
2018-11-14,172
2018-11-15,173
2018-11-16,173
2018-11-17,174
2018-11-18,173
2018-11-19,168
2018-11-20,166
2018-11-21,165
2018-11-22,164
2018-11-23,161
2018-11-24,156
2018-11-25,151
2018-11-26,150
2018-11-27,147
2018-11-28,143
2018-11-29,140
2018-12-01,140
2018-12-02,141
2018-12-03,141
2018-12-04,143
2018-12-05,146
2018-12-07,150
2018-12-09,154
2018-12-10,155
2018-12-11,156
2018-12-12,161
2018-12-13,166
2018-12-14,169
2018-12-15,173
2018-12-16,172
2018-12-17,171
2018-12-18,169
2018-12-19,168
2018-12-20,172
2018-12-21,172
2018-12-22,171
2018-12-23,172
2018-12-24,170
2018-12-25,168
2018-12-26,167
2018-12-27,166
2018-12-28,166
2018-12-29,163
2018-12-30,161
2018-12-31,157
2019-01-01,154
2019-01-02,154
2019-01-03,151
2019-01-04,152
2019-01-05,152
2019-01-06,146
2019-01-08,141
2019-01-10,132
2019-01-11,133
2019-01-12,134
2019-01-13,136
2019-01-14,139
2019-01-15,141
2019-01-16,142
2019-01-17,144
2019-01-18,142
2019-01-19,141
2019-01-20,143
2019-01-21,146
2019-01-22,148
2019-01-23,151
2019-01-24,154
2019-01-25,156
2019-01-26,158
2019-01-27,160
2019-01-28,159
2019-01-29,160
2019-01-30,164
2019-01-31,169
2019-02-01,170
2019-02-02,169
2019-02-03,172
2019-02-04,175
2019-02-05,179
2019-02-06,178
2019-02-07,178
2019-02-08,183
2019-02-09,188
2019-02-10,190
2019-02-11,191
2019-02-12,193
2019-02-13,194
2019-02-14,194
2019-02-15,192
2019-02-16,193
2019-02-17,191
2019-02-18,190
2019-02-19,188
2019-02-20,188
2019-02-21,188
2019-02-22,189
2019-02-23,191
2019-02-24,190
2019-02-25,194
2019-02-26,199
2019-02-27,202
2019-02-28,203
2019-03-01,205
2019-03-02,199
2019-03-03,196
2019-03-04,197
2019-03-05,199
2019-03-06,203
2019-03-07,199
2019-03-08,192
2019-03-09,185
2019-03-10,178
2019-03-11,170
2019-03-12,166
2019-03-13,169
2019-03-14,172
2019-03-15,175
2019-03-16,176
2019-03-17,168
2019-03-18,165
2019-03-19,163
2019-03-20,161
2019-03-21,162
2019-03-22,163
2019-03-23,167
2019-03-24,167
2019-03-25,160
2019-03-26,160
2019-03-27,160
2019-03-28,163
2019-03-29,168
2019-03-30,166
2019-03-31,167
2019-04-01,168
2019-04-02,170
2019-04-03,175
2019-04-04,173
2019-04-05,179
2019-04-06,181
2019-04-07,181
2019-04-08,178
2019-04-09,180
2019-04-10,180
2019-04-11,182
2019-04-12,184
2019-04-13,186
2019-04-14,189
2019-04-15,194
2019-04-16,194
2019-04-17,197
2019-04-18,200
2019-04-19,202
2019-04-20,205
2019-04-21,205
2019-04-22,207
2019-04-23,208
2019-04-24,207
2019-04-25,212
2019-04-26,216
2019-04-27,222
2019-04-28,228
2019-04-29,229
2019-04-30,226
2019-05-01,225
2019-05-02,220
2019-05-03,219
2019-05-04,222
2019-05-05,224
2019-05-06,220
2019-05-07,220
2019-05-08,219
2019-05-09,217
2019-05-10,219
2019-05-11,214
2019-05-12,208
2019-05-13,203
2019-05-14,198
2019-05-15,195
2019-05-16,197
2019-05-17,198
2019-05-18,202
2019-05-19,207
2019-05-20,211
2019-05-21,215
2019-05-22,216
2019-05-23,217
2019-05-24,207
2019-05-25,201
2019-05-26,196
2019-05-27,191
2019-05-28,187
2019-05-29,180
2019-05-30,181
2019-05-31,184
2019-06-01,187
2019-06-02,184
2019-06-03,185
2019-06-04,188
2019-06-05,190
2019-06-06,188
2019-06-07,192
2019-06-08,195
2019-06-09,196
2019-06-10,202
2019-06-11,206
2019-06-12,204
2019-06-13,200
2019-06-14,201
2019-06-15,206
2019-06-16,209
2019-06-17,218
2019-06-18,219
2019-06-19,220
2019-06-20,227
2019-06-21,234
2019-06-22,241
2019-06-23,241
2019-06-24,239
2019-06-25,232
2019-06-26,233
2019-06-27,228
2019-06-28,224
2019-06-29,220
2019-06-30,217
2019-07-01,211
2019-07-02,205
2019-07-03,204
2019-07-04,205
2019-07-05,208
2019-07-06,210
2019-07-07,216
2019-07-08,219
2019-07-09,219
2019-07-10,223
2019-07-11,229
2019-07-12,229
2019-07-13,224
2019-07-14,227
2019-07-15,232
2019-07-16,235
2019-07-17,232
2019-07-18,231
2019-07-19,232
2019-07-20,236
2019-07-21,237
2019-07-22,231
2019-07-23,231
2019-07-24,231
2019-07-25,234
2019-07-26,235
2019-07-27,237
2019-07-28,239
2019-07-29,230
2019-07-30,223
2019-07-31,228
2019-08-01,229
2019-08-02,228
2019-08-03,234
2019-08-04,232
2019-08-05,237
2019-08-06,230
2019-08-07,230
2019-08-08,223
2019-08-09,220
2019-08-10,218
2019-08-11,212
2019-08-12,215
2019-08-13,219
2019-08-14,220
2019-08-15,224
2019-08-16,221
2019-08-17,216
2019-08-18,207
2019-08-19,204
2019-08-20,199
2019-08-21,197
2019-08-22,198
2019-08-23,203
2019-08-24,206
2019-08-24,206
2019-08-25,202
2019-08-25,202
2019-08-26,201
2019-08-26,201
2019-08-27,201
2019-08-27,201
2019-08-28,201
2019-08-29,198
2019-08-30,203
2019-08-31,210
2019-09-01,214
2019-09-02,219
2019-09-03,225
