date_obj,Maple%20longbow price
2016-04-12,343
2016-04-13,355
2016-04-14,370
2016-04-15,366
2016-04-16,366
2016-04-17,364
2016-04-18,358
2016-04-19,355
2016-04-20,354
2016-04-21,354
2016-04-22,348
2016-04-23,345
2016-04-24,341
2016-04-25,335
2016-04-26,323
2016-04-27,318
2016-04-28,332
2016-04-29,346
2016-04-30,356
2016-05-01,370
2016-05-02,381
2016-05-03,382
2016-05-04,375
2016-05-05,367
2016-05-06,361
2016-05-07,352
2016-05-08,346
2016-05-09,351
2016-05-10,345
2016-05-11,341
2016-05-12,350
2016-05-13,339
2016-05-14,326
2016-05-15,324
2016-05-16,315
2016-05-17,308
2016-05-18,317
2016-05-19,312
2016-05-22,299
2016-05-23,306
2016-05-24,315
2016-05-25,310
2016-05-26,313
2016-05-27,308
2016-05-28,307
2016-05-29,311
2016-05-30,308
2016-05-31,299
2016-06-01,300
2016-06-02,309
2016-06-03,309
2016-06-04,311
2016-06-05,306
2016-06-06,307
2016-06-07,303
2016-06-08,309
2016-06-09,317
2016-06-10,328
2016-06-11,328
2016-06-12,331
2016-06-13,320
2016-06-14,329
2016-06-15,319
2016-06-16,327
2016-06-17,339
2016-06-18,328
2016-06-19,326
2016-06-20,331
2016-06-21,336
2016-06-22,352
2016-06-23,356
2016-06-24,341
2016-06-25,329
2016-06-26,331
2016-06-27,328
2016-06-28,338
2016-06-29,324
2016-06-30,331
2016-07-01,342
2016-07-02,334
2016-07-03,349
2016-07-04,355
2016-07-05,361
2016-07-06,351
2016-07-07,357
2016-07-08,352
2016-07-09,357
2016-07-10,372
2016-07-11,367
2016-07-12,361
2016-07-13,361
2016-07-14,359
2016-07-15,358
2016-07-16,356
2016-07-17,359
2016-07-18,369
2016-07-23,375
2016-07-24,363
2016-07-25,352
2016-07-26,344
2016-07-27,335
2016-07-28,345
2016-07-29,351
2016-07-30,352
2016-07-31,355
2016-08-01,357
2016-08-02,363
2016-08-03,361
2016-08-04,349
2016-08-05,347
2016-08-06,342
2016-08-07,341
2016-08-08,337
2016-08-09,335
2016-08-10,337
2016-08-11,330
2016-08-12,330
2016-08-13,327
2016-08-14,324
2016-08-15,327
2016-08-16,331
2016-08-17,330
2016-08-18,335
2016-08-19,333
2016-08-20,328
2016-08-21,320
2016-08-22,319
2016-08-23,324
2016-08-24,334
2016-08-25,337
2016-08-26,337
2016-08-28,348
2016-08-31,340
2016-09-01,341
2016-09-02,341
2016-09-03,353
2016-09-04,359
2016-09-05,355
2016-09-06,362
2016-09-07,370
2016-09-08,355
2016-09-09,369
2016-09-10,376
2016-09-11,376
2016-09-12,376
2016-09-13,371
2016-09-14,377
2016-09-15,382
2016-09-16,382
2016-09-17,374
2016-09-18,358
2016-09-19,350
2016-09-20,343
2016-09-21,325
2016-09-22,314
2016-09-23,320
2016-09-24,320
2016-09-25,322
2016-09-26,333
2016-09-27,321
2016-09-28,319
2016-09-29,324
2016-09-30,318
2016-10-01,321
2016-10-02,323
2016-10-03,319
2016-10-04,321
2016-10-05,319
2016-10-06,323
2016-10-07,335
2016-10-08,342
2016-10-09,329
2016-10-10,324
2016-10-11,318
2016-10-12,324
2016-10-13,336
2016-10-14,344
2016-10-15,351
2016-10-16,338
2016-10-17,336
2016-10-18,335
2016-10-19,334
2016-10-20,334
2016-10-21,331
2016-10-22,331
2016-10-23,332
2016-10-24,330
2016-10-25,330
2016-10-26,335
2016-10-27,345
2016-10-28,348
2016-10-29,338
2016-10-30,329
2016-10-31,325
2016-11-01,320
2016-11-02,319
2016-11-03,324
2016-11-04,316
2016-11-05,310
2016-11-06,296
2016-11-07,299
2016-11-08,304
2016-11-09,303
2016-11-10,300
2016-11-11,302
2016-11-12,305
2016-11-13,313
2016-11-14,319
2016-12-07,302
2016-12-08,302
2016-12-09,301
2016-12-10,299
2016-12-11,294
2016-12-12,297
2016-12-13,296
2016-12-14,294
2016-12-15,297
2016-12-16,298
2016-12-17,297
2016-12-18,297
2016-12-19,297
2016-12-20,296
2016-12-21,295
2016-12-22,291
2016-12-23,286
2016-12-24,281
2016-12-25,278
2016-12-26,277
2016-12-27,280
2016-12-28,278
2016-12-29,273
2016-12-30,273
2016-12-31,273
2017-01-01,265
2017-01-02,255
2017-01-03,257
2017-01-04,264
2017-01-05,270
2017-01-06,279
2017-01-07,275
2017-01-08,273
2017-01-09,277
2017-01-10,281
2017-01-11,283
2017-01-12,293
2017-01-13,300
2017-01-14,301
2017-01-15,300
2017-01-16,296
2017-01-17,304
2017-01-18,307
2017-01-19,305
2017-01-20,305
2017-01-21,307
2017-01-22,311
2017-01-27,309
2017-01-28,304
2017-01-29,303
2017-01-30,305
2017-01-31,312
2017-02-01,316
2017-02-02,318
2017-02-03,318
2017-02-04,311
2017-02-05,307
2017-02-06,303
2017-02-07,304
2017-02-08,301
2017-02-09,296
2017-02-10,291
2017-02-11,281
2017-02-12,280
2017-02-13,280
2017-02-14,279
2017-02-15,274
2017-02-16,278
2017-02-18,281
2017-02-19,279
2017-02-20,287
2017-02-21,292
2017-02-22,295
2017-02-23,294
2017-02-24,292
2017-02-25,296
2017-02-26,300
2017-02-27,305
2017-02-28,301
2017-03-01,297
2017-03-02,297
2017-03-03,295
2017-03-04,296
2017-03-05,296
2017-03-06,300
2017-03-07,304
2017-03-08,305
2017-03-09,309
2017-03-10,305
2017-03-11,299
2017-03-12,295
2017-03-13,297
2017-03-14,297
2017-03-15,296
2017-03-16,296
2017-03-17,296
2017-03-18,298
2017-03-19,301
2017-03-20,303
2017-03-21,306
2017-03-22,302
2017-03-23,301
2017-03-24,299
2017-03-25,299
2017-03-26,298
2017-03-27,301
2017-03-28,301
2017-03-29,296
2017-03-30,299
2017-03-31,300
2017-04-01,300
2017-04-02,300
2017-04-03,297
2017-04-04,297
2017-04-12,316
2017-04-13,320
2017-04-14,327
2017-04-15,321
2017-04-16,312
2017-04-17,314
2017-04-18,303
2017-04-19,302
2017-04-20,308
2017-04-21,301
2017-04-22,299
2017-04-23,296
2017-04-24,296
2017-04-25,303
2017-04-26,306
2017-04-27,309
2017-04-28,310
2017-04-29,311
2017-04-30,307
2017-05-01,306
2017-05-02,311
2017-05-03,310
2017-05-04,309
2017-05-05,308
2017-05-06,307
2017-05-07,305
2017-05-08,301
2017-05-09,297
2017-05-10,296
2017-05-11,289
2017-05-12,285
2017-05-13,283
2017-05-14,289
2017-05-15,290
2017-05-16,289
2017-05-17,283
2017-05-18,281
2017-05-19,277
2017-05-20,272
2017-05-21,264
2017-05-22,266
2017-05-23,276
2017-05-24,280
2017-05-25,282
2017-05-26,281
2017-05-27,279
2017-05-28,281
2017-05-29,283
2017-05-30,280
2017-05-31,278
2017-06-01,280
2017-06-02,278
2017-06-03,284
2017-06-06,279
2017-06-07,281
2017-06-08,276
2017-06-09,275
2017-06-10,269
2017-06-11,266
2017-06-12,268
2017-06-13,266
2017-06-14,259
2017-06-15,261
2017-06-16,263
2017-06-17,263
2017-06-18,268
2017-06-19,268
2017-06-20,271
2017-06-21,275
2017-06-22,277
2017-06-23,276
2017-06-24,271
2017-06-25,272
2017-06-26,280
2017-06-27,283
2017-06-28,284
2017-06-29,283
2017-06-30,287
2017-07-01,293
2017-07-02,290
2017-07-03,285
2017-07-04,281
2017-07-05,277
2017-07-06,278
2017-07-07,279
2017-07-08,278
2017-07-13,274
2017-07-14,277
2017-07-15,275
2017-07-16,275
2017-07-17,281
2017-07-18,283
2017-07-19,286
2017-07-20,293
2017-07-21,293
2017-07-22,293
2017-07-23,287
2017-07-24,290
2017-07-25,297
2017-07-26,306
2017-07-27,313
2017-07-28,309
2017-07-29,305
2017-07-30,309
2017-07-31,307
2017-08-01,306
2017-08-02,303
2017-08-03,299
2017-08-04,296
2017-08-05,298
2017-08-06,300
2017-08-09,296
2017-08-10,294
2017-08-11,289
2017-08-12,291
2017-08-13,290
2017-08-14,291
2017-08-15,292
2017-08-16,294
2017-08-17,296
2017-08-18,291
2017-08-19,287
2017-08-20,289
2017-08-21,292
2017-08-22,295
2017-08-23,293
2017-08-24,293
2017-08-25,296
2017-08-26,298
2017-08-27,296
2017-08-28,296
2017-08-29,295
2017-08-30,294
2017-08-31,293
2017-09-01,294
2017-09-02,293
2017-09-03,291
2017-09-04,291
2017-09-05,290
2017-09-06,288
2017-09-07,285
2017-09-08,279
2017-09-09,283
2017-09-10,286
2017-09-11,288
2017-09-12,287
2017-09-13,289
2017-09-14,289
2017-09-15,289
2017-09-16,289
2017-09-17,288
2017-09-19,287
2017-09-20,288
2017-09-21,287
2017-09-22,287
2017-09-23,287
2017-09-24,288
2017-09-25,288
2017-09-26,281
2017-09-27,283
2017-09-28,281
2017-09-29,268
2017-09-30,266
2017-10-01,266
2017-10-02,263
2017-10-03,259
2017-10-04,258
2017-10-05,261
2017-10-06,264
2017-10-07,263
2017-10-08,262
2017-10-09,263
2017-10-10,272
2017-10-11,274
2017-10-12,280
2017-10-13,280
2017-10-14,284
2017-10-15,284
2017-10-16,279
2017-10-17,278
2017-10-18,275
2017-10-19,268
2017-10-20,266
2017-10-21,271
2017-10-22,267
2017-10-23,266
2017-10-24,263
2017-10-25,266
2017-10-26,266
2017-10-27,264
2017-10-28,264
2017-10-29,259
2017-10-30,255
2017-10-31,258
2017-11-02,262
2017-11-03,265
2017-11-04,263
2017-11-05,265
2017-11-06,271
2017-11-07,285
2017-11-08,281
2017-11-09,281
2017-11-10,280
2017-11-11,282
2017-11-12,287
2017-11-13,294
2017-11-14,295
2017-11-15,290
2017-11-16,287
2017-11-17,296
2017-11-18,295
2017-11-19,291
2017-11-20,285
2017-11-21,282
2017-11-22,283
2017-11-23,289
2017-11-24,289
2017-11-25,287
2017-11-26,280
2017-11-27,280
2017-11-28,282
2017-11-29,285
2017-11-30,286
2017-12-01,286
2017-12-02,288
2017-12-03,289
2017-12-04,289
2017-12-05,287
2017-12-06,290
2017-12-07,293
2017-12-08,293
2017-12-09,290
2017-12-10,286
2017-12-11,289
2017-12-12,295
2017-12-14,287
2017-12-15,286
2017-12-17,282
2017-12-18,279
2017-12-19,278
2017-12-20,273
2017-12-21,275
2017-12-22,282
2017-12-23,281
2017-12-24,278
2017-12-25,277
2017-12-26,271
2017-12-27,270
2017-12-28,268
2017-12-29,267
2017-12-30,266
2017-12-31,270
2018-01-01,272
2018-01-02,268
2018-01-03,271
2018-01-04,271
2018-01-05,270
2018-01-06,264
2018-01-07,260
2018-01-08,266
2018-01-09,268
2018-01-10,267
2018-01-11,265
2018-01-12,266
2018-01-13,265
2018-01-14,263
2018-01-15,260
2018-01-16,261
2018-01-17,265
2018-01-18,268
2018-01-19,268
2018-01-20,267
2018-01-21,270
2018-01-22,272
2018-01-23,275
2018-01-25,287
2018-01-26,291
2018-01-27,295
2018-01-28,297
2018-01-29,291
2018-01-31,295
2018-02-01,294
2018-02-02,297
2018-02-03,295
2018-02-04,295
2018-02-05,294
2018-02-06,296
2018-02-07,293
2018-02-08,290
2018-02-09,283
2018-02-10,269
2018-02-11,261
2018-02-12,267
2018-02-13,269
2018-02-14,270
2018-02-15,271
2018-02-16,278
2018-02-17,277
2018-02-18,277
2018-02-19,271
2018-02-20,269
2018-02-21,270
2018-02-22,277
2018-02-23,289
2018-02-24,288
2018-02-25,286
2018-02-26,284
2018-02-27,287
2018-03-01,291
2018-03-02,293
2018-03-03,293
2018-03-04,295
2018-03-05,299
2018-03-06,304
2018-03-07,295
2018-03-08,293
2018-03-09,289
2018-03-10,284
2018-03-11,289
2018-03-12,288
2018-03-13,285
2018-03-14,285
2018-03-15,285
2018-03-16,286
2018-03-17,286
2018-03-18,280
2018-03-19,283
2018-03-20,282
2018-03-21,282
2018-03-23,278
2018-03-24,278
2018-03-26,275
2018-03-27,275
2018-03-28,275
2018-03-29,275
2018-03-30,277
2018-03-31,276
2018-04-01,275
2018-04-02,275
2018-04-03,273
2018-04-04,274
2018-04-05,276
2018-04-06,280
2018-04-07,280
2018-04-08,280
2018-04-09,280
2018-04-10,285
2018-04-11,284
2018-04-12,281
2018-04-13,284
2018-04-14,287
2018-04-15,289
2018-04-16,293
2018-04-17,292
2018-04-18,288
2018-04-19,285
2018-04-20,289
2018-04-21,288
2018-04-22,286
2018-04-23,288
2018-04-24,287
2018-04-25,284
2018-04-26,283
2018-04-27,286
2018-04-28,285
2018-04-29,286
2018-04-30,289
2018-05-01,288
2018-05-04,291
2018-05-05,291
2018-05-06,291
2018-05-07,291
2018-05-08,289
2018-05-09,289
2018-05-10,290
2018-05-11,289
2018-05-12,286
2018-05-13,284
2018-05-14,282
2018-05-15,283
2018-05-16,282
2018-05-17,283
2018-05-18,283
2018-05-19,286
2018-05-20,283
2018-05-21,282
2018-05-22,287
2018-05-23,288
2018-05-24,291
2018-05-25,291
2018-05-26,294
2018-05-27,298
2018-05-28,300
2018-05-29,296
2018-05-30,292
2018-05-31,289
2018-06-01,287
2018-06-02,290
2018-06-03,288
2018-06-04,288
2018-06-05,287
2018-06-06,287
2018-06-07,288
2018-06-08,291
2018-06-09,291
2018-06-10,292
2018-06-11,295
2018-06-12,297
2018-06-13,298
2018-06-14,300
2018-06-15,303
2018-06-16,301
2018-06-17,303
2018-06-18,299
2018-06-19,298
2018-06-20,297
2018-06-21,300
2018-06-22,302
2018-06-23,299
2018-06-24,297
2018-06-25,295
2018-06-26,293
2018-06-27,290
2018-06-28,289
2018-06-29,294
2018-06-30,299
2018-07-01,298
2018-07-02,296
2018-07-03,297
2018-07-04,299
2018-07-05,298
2018-07-06,298
2018-07-07,292
2018-07-08,292
2018-07-09,293
2018-07-10,293
2018-07-11,291
2018-07-12,289
2018-07-13,292
2018-07-14,299
2018-07-15,297
2018-07-16,297
2018-07-17,300
2018-07-18,296
2018-07-19,300
2018-07-20,304
2018-07-21,302
2018-07-22,309
2018-07-23,306
2018-07-24,303
2018-07-25,300
2018-07-26,307
2018-07-27,308
2018-07-28,305
2018-07-29,301
2018-07-30,299
2018-07-31,297
2018-08-01,297
2018-08-02,298
2018-08-03,298
2018-08-04,304
2018-08-05,300
2018-08-06,296
2018-08-07,292
2018-08-08,284
2018-08-09,280
2018-08-10,276
2018-08-11,267
2018-08-12,260
2018-08-14,249
2018-08-16,234
2018-08-17,239
2018-08-18,241
2018-08-19,247
2018-08-20,249
2018-08-21,246
2018-08-22,243
2018-08-23,244
2018-08-24,250
2018-08-25,256
2018-08-26,247
2018-08-27,245
2018-08-28,239
2018-08-29,235
2018-08-30,240
2018-08-31,246
2018-09-01,246
2018-09-02,251
2018-09-03,254
2018-09-04,254
2018-09-05,259
2018-09-06,255
2018-09-07,256
2018-09-08,258
2018-09-09,265
2018-09-10,270
2018-09-11,273
2018-09-12,280
2018-09-13,287
2018-09-14,284
2018-09-15,273
2018-09-16,271
2018-09-17,273
2018-09-18,269
2018-09-19,269
2018-09-20,274
2018-09-21,268
2018-09-22,274
2018-09-23,279
2018-09-24,283
2018-09-25,284
2018-09-26,287
2018-09-27,286
2018-09-28,282
2018-09-29,289
2018-09-30,287
2018-10-02,286
2018-10-03,284
2018-10-04,285
2018-10-05,284
2018-10-06,285
2018-10-07,283
2018-10-08,282
2018-10-09,281
2018-10-10,280
2018-10-11,280
2018-10-12,279
2018-10-13,280
2018-10-14,284
2018-10-15,286
2018-10-16,290
2018-10-17,293
2018-10-18,295
2018-10-19,299
2018-10-20,301
2018-10-21,297
2018-10-22,299
2018-10-23,300
2018-10-24,304
2018-10-25,303
2018-10-26,295
2018-10-27,295
2018-10-28,294
2018-10-29,295
2018-10-30,296
2018-10-31,295
2018-11-01,294
2018-11-03,298
2018-11-04,295
2018-11-05,296
2018-11-06,294
2018-11-07,292
2018-11-08,290
2018-11-09,288
2018-11-10,286
2018-11-11,279
2018-11-12,275
2018-11-13,270
2018-11-14,271
2018-11-15,266
2018-11-16,261
2018-11-17,251
2018-11-18,242
2018-11-19,230
2018-11-20,223
2018-11-21,227
2018-11-22,230
2018-11-23,226
2018-11-24,225
2018-11-25,228
2018-11-26,230
2018-11-27,234
2018-11-28,240
2018-11-29,239
2018-12-01,251
2018-12-02,254
2018-12-03,257
2018-12-04,263
2018-12-05,268
2018-12-07,264
2018-12-09,251
2018-12-10,245
2018-12-11,243
2018-12-12,242
2018-12-13,242
2018-12-14,240
2018-12-15,241
2018-12-16,241
2018-12-17,244
2018-12-18,249
2018-12-19,250
2018-12-20,249
2018-12-21,244
2018-12-22,241
2018-12-23,236
2018-12-24,227
2018-12-25,219
2018-12-26,214
2018-12-27,218
2018-12-28,212
2018-12-29,214
2018-12-30,217
2018-12-31,215
2019-01-01,212
2019-01-02,207
2019-01-03,200
2019-01-04,196
2019-01-05,197
2019-01-06,201
2019-01-08,215
2019-01-10,226
2019-01-11,217
2019-01-12,220
2019-01-13,220
2019-01-14,222
2019-01-15,228
2019-01-16,230
2019-01-17,225
2019-01-18,220
2019-01-19,213
2019-01-20,212
2019-01-21,211
2019-01-22,213
2019-01-23,216
2019-01-24,218
2019-01-25,215
2019-01-26,214
2019-01-27,217
2019-01-28,220
2019-01-29,222
2019-01-30,225
2019-01-31,230
2019-02-01,238
2019-02-02,243
2019-02-03,239
2019-02-04,236
2019-02-05,241
2019-02-06,241
2019-02-07,241
2019-02-08,242
2019-02-09,243
2019-02-10,247
2019-02-11,249
2019-02-12,247
2019-02-13,243
2019-02-14,243
2019-02-15,243
2019-02-16,239
2019-02-17,236
2019-02-18,232
2019-02-19,228
2019-02-20,222
2019-02-21,220
2019-02-22,221
2019-02-23,220
2019-02-24,225
2019-02-25,228
2019-02-26,233
2019-02-27,230
2019-02-28,230
2019-03-01,228
2019-03-02,225
2019-03-03,220
2019-03-04,225
2019-03-05,235
2019-03-06,240
2019-03-07,248
2019-03-08,251
2019-03-09,255
2019-03-10,246
2019-03-11,240
2019-03-12,235
2019-03-13,234
2019-03-14,230
2019-03-15,226
2019-03-16,221
2019-03-17,218
2019-03-18,213
2019-03-19,220
2019-03-20,226
2019-03-21,229
2019-03-22,228
2019-03-23,227
2019-03-24,224
2019-03-25,219
2019-03-26,219
2019-03-27,219
2019-03-28,221
2019-03-29,225
2019-03-30,227
2019-03-31,222
2019-04-01,216
2019-04-02,213
2019-04-03,215
2019-04-04,219
2019-04-05,224
2019-04-06,221
2019-04-07,223
2019-04-08,224
2019-04-09,225
2019-04-10,226
2019-04-11,235
2019-04-12,234
2019-04-13,229
2019-04-14,226
2019-04-15,225
2019-04-16,219
2019-04-17,220
2019-04-18,221
2019-04-19,221
2019-04-20,225
2019-04-21,225
2019-04-22,223
2019-04-23,224
2019-04-24,228
2019-04-25,228
2019-04-26,226
2019-04-27,224
2019-04-28,220
2019-04-29,218
2019-04-30,220
2019-05-01,218
2019-05-02,219
2019-05-03,219
2019-05-04,218
2019-05-05,217
2019-05-06,221
2019-05-07,224
2019-05-08,228
2019-05-09,229
2019-05-10,230
2019-05-11,234
2019-05-12,237
2019-05-13,248
2019-05-14,260
2019-05-15,266
2019-05-16,266
2019-05-17,271
2019-05-18,265
2019-05-19,253
2019-05-20,240
2019-05-21,229
2019-05-22,228
2019-05-23,231
2019-05-24,236
2019-05-25,244
2019-05-26,254
2019-05-27,253
2019-05-28,245
2019-05-29,236
2019-05-30,238
2019-05-31,241
2019-06-01,237
2019-06-02,243
2019-06-03,245
2019-06-04,249
2019-06-05,252
2019-06-06,254
2019-06-07,255
2019-06-08,250
2019-06-09,242
2019-06-10,236
2019-06-11,239
2019-06-12,237
2019-06-13,234
2019-06-14,232
2019-06-15,234
2019-06-16,234
2019-06-17,238
2019-06-18,242
2019-06-19,240
2019-06-20,240
2019-06-21,243
2019-06-22,242
2019-06-23,246
2019-06-24,246
2019-06-25,246
2019-06-26,246
2019-06-27,244
2019-06-28,238
2019-06-29,242
2019-06-30,248
2019-07-01,247
2019-07-02,250
2019-07-03,244
2019-07-04,247
2019-07-05,253
2019-07-06,251
2019-07-07,252
2019-07-08,253
2019-07-09,253
2019-07-10,252
2019-07-11,251
2019-07-12,249
2019-07-13,246
2019-07-14,245
2019-07-15,247
2019-07-16,253
2019-07-17,262
2019-07-18,270
2019-07-19,271
2019-07-20,267
2019-07-21,268
2019-07-22,281
2019-07-23,293
2019-07-24,301
2019-07-25,295
2019-07-26,281
2019-07-27,267
2019-07-28,256
2019-07-29,251
2019-07-30,247
2019-07-31,258
2019-08-01,268
2019-08-02,276
2019-08-03,272
2019-08-04,258
2019-08-05,245
2019-08-06,243
2019-08-07,244
2019-08-08,253
2019-08-09,259
2019-08-10,261
2019-08-11,250
2019-08-12,246
2019-08-13,250
2019-08-14,259
2019-08-15,267
2019-08-16,276
2019-08-17,281
2019-08-18,284
2019-08-19,283
2019-08-20,275
2019-08-21,268
2019-08-22,263
2019-08-23,254
2019-08-24,244
2019-08-24,244
2019-08-25,241
2019-08-25,241
2019-08-26,244
2019-08-26,244
2019-08-27,246
2019-08-27,246
2019-08-28,246
2019-08-29,250
2019-08-30,259
2019-08-31,264
2019-09-01,265
2019-09-02,268
2019-09-03,259
2019-09-04,247
2019-09-05,243
2019-09-06,242
