date_obj,Flared%20trousers price
2015-11-21,230127
2015-11-22,229086
2015-11-23,229086
2015-11-24,232699
2015-11-25,234616
2015-11-26,234616
2015-11-27,235340
2015-11-28,235340
2015-11-29,234410
2015-11-30,232793
2015-12-01,232793
2015-12-02,230701
2015-12-03,230701
2015-12-04,227288
2015-12-05,227288
2015-12-06,226504
2015-12-07,226504
2015-12-08,225185
2015-12-09,229322
2015-12-10,229322
2015-12-11,229309
2015-12-12,229309
2015-12-13,229166
2015-12-14,229166
2015-12-15,229809
2015-12-16,229809
2015-12-17,229380
2015-12-18,229047
2015-12-19,229047
2015-12-20,229343
2015-12-21,229343
2015-12-22,229511
2015-12-23,236762
2015-12-24,236762
2015-12-25,245240
2015-12-26,245240
2015-12-27,248377
2015-12-28,248377
2015-12-29,248361
2015-12-30,249609
2015-12-31,249609
2016-01-01,247948
2016-01-02,247948
2016-01-03,244765
2016-01-04,245821
2016-01-05,243166
2016-01-06,243166
2016-01-07,240738
2016-01-08,236987
2016-01-09,236987
2016-01-10,230354
2016-01-11,230354
2016-01-12,225329
2016-01-13,225329
2016-01-14,221188
2016-01-15,218947
2016-01-16,214629
2016-01-17,206550
2016-01-18,197571
2016-01-19,197571
2016-01-20,191900
2016-01-21,191900
2016-01-22,185018
2016-01-23,185018
2016-01-24,178290
2016-01-25,175510
2016-01-26,175510
2016-01-27,172546
2016-01-28,172546
2016-01-29,174494
2016-01-30,174494
2016-01-31,173857
2016-02-01,177609
2016-02-02,180608
2016-02-03,185117
2016-02-04,185117
2016-02-05,185599
2016-02-06,183944
2016-02-07,183944
2016-02-08,183100
2016-02-09,183100
2016-02-10,182741
2016-02-11,182741
2016-02-12,183668
2016-02-13,183841
2016-02-14,183841
2016-02-15,184156
2016-02-16,184156
2016-02-17,184553
2016-02-18,184553
2016-02-19,184895
2016-02-20,184895
2016-02-21,187238
2016-02-22,187238
2016-02-23,188008
2016-02-24,188008
2016-02-25,188630
2016-02-26,188630
2016-02-27,188680
2016-02-28,188680
2016-02-29,188678
2016-03-01,184959
2016-03-02,184959
2016-03-03,184698
2016-03-04,184698
2016-03-05,185581
2016-03-06,184891
2016-03-07,184891
2016-03-08,185436
2016-03-09,185436
2016-03-10,185180
2016-03-11,185180
2016-03-12,185902
2016-03-13,185902
2016-03-14,187241
2016-03-15,188799
2016-03-16,190062
2016-03-17,193765
2016-03-18,193612
2016-03-19,193612
2016-03-20,198852
2016-03-21,198852
2016-03-22,199851
2016-03-23,197088
2016-03-24,197088
2016-03-25,199641
2016-03-26,199641
2016-03-27,200399
2016-03-28,200548
2016-03-29,200548
2016-03-30,200406
2016-03-31,200406
2016-04-01,200504
2016-04-02,200504
2016-04-03,198229
2016-04-04,197259
2016-04-05,197259
2016-04-06,197682
2016-04-07,197682
2016-04-08,198862
2016-04-09,197765
2016-04-10,198556
2016-04-11,198556
2016-04-12,199829
2016-04-13,199829
2016-04-14,199976
2016-04-15,199976
2016-04-16,199549
2016-04-17,197520
2016-04-18,196220
2016-04-19,196220
2016-04-20,196302
2016-04-21,196302
2016-04-22,193783
2016-04-23,193783
2016-04-24,191795
2016-04-25,190025
2016-04-26,190025
2016-04-27,189360
2016-04-28,189360
2016-04-29,186879
2016-04-30,185759
2016-05-01,185759
2016-05-02,183693
2016-05-03,181803
2016-05-04,179343
2016-05-05,177651
2016-05-06,177651
2016-05-07,172284
2016-05-08,172284
2016-05-09,165091
2016-05-10,159281
2016-05-11,159281
2016-05-12,153888
2016-05-13,146743
2016-05-14,140356
2016-05-15,136785
2016-05-16,136785
2016-05-17,135818
2016-05-18,137362
2016-05-19,137362
2016-05-22,135639
2016-05-23,134855
2016-05-24,134713
2016-05-25,134713
2016-05-26,135136
2016-05-27,135454
2016-05-28,135454
2016-05-29,137358
2016-05-30,137358
2016-05-31,141338
2016-06-01,146939
2016-06-02,153779
2016-06-03,153779
2016-06-04,160618
2016-06-05,160618
2016-06-06,163604
2016-06-07,163604
2016-06-08,164933
2016-06-09,167535
2016-06-10,171023
2016-06-11,171023
2016-06-12,176430
2016-06-13,176430
2016-06-14,176721
2016-06-15,176721
2016-06-16,177857
2016-06-17,180624
2016-06-18,180624
2016-06-19,182919
2016-06-20,179370
2016-06-21,179356
2016-06-22,179960
2016-06-23,183470
2016-06-24,183470
2016-06-25,189284
2016-06-26,189284
2016-06-27,192226
2016-06-28,193543
2016-06-29,193543
2016-06-30,194671
2016-07-01,195843
2016-07-02,195843
2016-07-03,198439
2016-07-04,199384
2016-07-05,199384
2016-07-06,204454
2016-07-07,204842
2016-07-08,206522
2016-07-09,209298
2016-07-10,210490
2016-07-11,219179
2016-07-12,229808
2016-07-13,241299
2016-07-14,253364
2016-07-15,266033
2016-07-16,279335
2016-07-17,293302
2016-07-18,307968
2016-07-23,387459
2016-07-24,406793
2016-07-25,427133
2016-07-26,447876
2016-07-27,463009
2016-07-28,484301
2016-07-29,507139
2016-07-30,519132
2016-07-31,519132
2016-08-01,512668
2016-08-02,496987
2016-08-03,474990
2016-08-04,473324
2016-08-05,464520
2016-08-06,458327
2016-08-07,460073
2016-08-08,460073
2016-08-09,451053
2016-08-10,452326
2016-08-11,452326
2016-08-12,460090
2016-08-13,460090
2016-08-14,477999
2016-08-15,494169
2016-08-16,513968
2016-08-17,513968
2016-08-18,532695
2016-08-19,543474
2016-08-20,551291
2016-08-21,554161
2016-08-22,538347
2016-08-23,513191
2016-08-24,497244
2016-08-25,475219
2016-08-26,475219
2016-08-28,457106
2016-08-31,443398
2016-09-01,459893
2016-09-02,459893
2016-09-03,480399
2016-09-04,500197
2016-09-05,504275
2016-09-06,515816
2016-09-07,515816
2016-09-08,533080
2016-09-09,533080
2016-09-10,549001
2016-09-11,549001
2016-09-12,532875
2016-09-13,518870
2016-09-14,518870
2016-09-15,512634
2016-09-16,512634
2016-09-17,530573
2016-09-18,544102
2016-09-19,541805
2016-09-20,541805
2016-09-21,534326
2016-09-22,534542
2016-09-23,528480
2016-09-24,528480
2016-09-25,514076
2016-09-26,514076
2016-09-27,490471
2016-09-28,474502
2016-09-29,474502
2016-09-30,462157
2016-10-01,450713
2016-10-02,450713
2016-10-03,441922
2016-10-04,439019
2016-10-05,446376
2016-10-06,452531
2016-10-07,452531
2016-10-08,465149
2016-10-09,465149
2016-10-10,476466
2016-10-11,490054
2016-10-12,490054
2016-10-13,505117
2016-10-14,496426
2016-10-15,489189
2016-10-16,489189
2016-10-17,485732
2016-10-18,485732
2016-10-19,477112
2016-10-20,468711
2016-10-21,468442
2016-10-22,468442
2016-10-23,459524
2016-10-24,454593
2016-10-25,454593
2016-10-26,460600
2016-10-27,460600
2016-10-28,463456
2016-10-29,458199
2016-10-30,455473
2016-10-31,461393
2016-11-01,461393
2016-11-02,461326
2016-11-03,461326
2016-11-04,454992
2016-11-05,454992
2016-11-06,460375
2016-11-07,456405
2016-11-08,441625
2016-11-09,425777
2016-11-10,425777
2016-11-11,420417
2016-11-12,413670
2016-11-13,413670
2016-11-14,401843
2016-11-15,401843
2016-12-07,506940
2016-12-08,490272
2016-12-09,479499
2016-12-10,475640
2016-12-11,492015
2016-12-12,512796
2016-12-13,537197
2016-12-14,563060
2016-12-15,563060
2016-12-16,573344
2016-12-17,587169
2016-12-18,587169
2016-12-19,581929
2016-12-20,568084
2016-12-21,558567
2016-12-22,558567
2016-12-23,582323
2016-12-24,582323
2016-12-25,609154
2016-12-26,609154
2016-12-27,632761
2016-12-28,649664
2016-12-29,645505
2016-12-30,629423
2016-12-31,603669
2017-01-01,575348
2017-01-02,557709
2017-01-03,557709
2017-01-04,539097
2017-01-05,515159
2017-01-06,492296
2017-01-07,479434
2017-01-08,470726
2017-01-09,469656
2017-01-10,460373
2017-01-11,452433
2017-01-12,438787
2017-01-13,438787
2017-01-14,420817
2017-01-15,408842
2017-01-16,395518
2017-01-17,390039
2017-01-18,398864
2017-01-19,413426
2017-01-20,422428
2017-01-21,431668
2017-01-22,433528
2017-01-23,447054
2017-01-27,446821
2017-01-28,440218
2017-01-29,427426
2017-01-30,427426
2017-01-31,414741
2017-02-01,400867
2017-02-02,392397
2017-02-03,392397
2017-02-04,386009
2017-02-05,380331
2017-02-06,381499
2017-02-07,380669
2017-02-08,375623
2017-02-09,375623
2017-02-10,373769
2017-02-11,366214
2017-02-12,366214
2017-02-13,364452
2017-02-14,358740
2017-02-15,358740
2017-02-16,358845
2017-02-18,357421
2017-02-19,360943
2017-02-20,352670
2017-02-21,349387
2017-02-22,349387
2017-02-23,352621
2017-02-24,363056
2017-02-25,364533
2017-02-26,363176
2017-02-27,364072
2017-02-28,364515
2017-03-01,360942
2017-03-02,362135
2017-03-03,360007
2017-03-04,355265
2017-03-05,364976
2017-03-06,362596
2017-03-07,371697
2017-03-08,373876
2017-03-09,383125
2017-03-10,385881
2017-03-11,395125
2017-03-12,393513
2017-03-13,393794
2017-03-14,387081
2017-03-15,381174
2017-03-16,378255
2017-03-17,375613
2017-03-18,379674
2017-03-19,377767
2017-03-20,377690
2017-03-21,388419
2017-03-22,386737
2017-03-23,379583
2017-03-24,378255
2017-03-25,378255
2017-03-26,376407
2017-03-27,381827
2017-03-28,383301
2017-03-29,385175
2017-03-30,389331
2017-03-31,395397
2017-04-01,396719
2017-04-02,392853
2017-04-03,395780
2017-04-04,395563
2017-04-12,417922
2017-04-13,421809
2017-04-14,430611
2017-04-15,430422
2017-04-16,436692
2017-04-17,443330
2017-04-18,454116
2017-04-19,450459
2017-04-20,449785
2017-04-21,448700
2017-04-22,449763
2017-04-23,442626
2017-04-24,438741
2017-04-25,435224
2017-04-26,435224
2017-04-27,427380
2017-04-28,423008
2017-04-29,421163
2017-04-30,418353
2017-05-01,415136
2017-05-02,409753
2017-05-03,400486
2017-05-04,392953
2017-05-05,382013
2017-05-06,378886
2017-05-07,377846
2017-05-08,370444
2017-05-09,366499
2017-05-10,363774
2017-05-11,366777
2017-05-12,376353
2017-05-13,392919
2017-05-14,406225
2017-05-15,424844
2017-05-16,432139
2017-05-17,434009
2017-05-18,430860
2017-05-19,430860
2017-05-20,439824
2017-05-21,439824
2017-05-22,460047
2017-05-23,475588
2017-05-24,496230
2017-05-25,508765
2017-05-26,506285
2017-05-27,512333
2017-05-28,505584
2017-05-29,492735
2017-05-30,479492
2017-05-31,468400
2017-06-01,462981
2017-06-02,451725
2017-06-03,451725
2017-06-04,451961
2017-06-05,457785
2017-06-06,457061
2017-06-07,461986
2017-06-08,460381
2017-06-09,457156
2017-06-10,454956
2017-06-11,449397
2017-06-12,446342
2017-06-13,447647
2017-06-14,450258
2017-06-15,449054
2017-06-16,449736
2017-06-17,449736
2017-06-18,449485
2017-06-19,449485
2017-06-20,451174
2017-06-21,448717
2017-06-22,448717
2017-06-23,452819
2017-06-24,461451
2017-06-25,479912
2017-06-26,491010
2017-06-27,498446
2017-06-28,510866
2017-06-29,510430
2017-06-30,506523
2017-07-01,506523
2017-07-02,501701
2017-07-03,487589
2017-07-04,476227
2017-07-05,476227
2017-07-06,461290
2017-07-07,461290
2017-07-08,457575
2017-07-13,480175
2017-07-14,494661
2017-07-15,494661
2017-07-16,499746
2017-07-17,507155
2017-07-18,508317
2017-07-19,502306
2017-07-20,498254
2017-07-21,494809
2017-07-22,493540
2017-07-23,486179
2017-07-24,486179
2017-07-25,478823
2017-07-26,476587
2017-07-27,467472
2017-07-28,473426
2017-07-29,473426
2017-07-30,471723
2017-07-31,471723
2017-08-01,465499
2017-08-02,470246
2017-08-03,468223
2017-08-04,468223
2017-08-05,467468
2017-08-06,467468
2017-08-09,458467
2017-08-10,456458
2017-08-11,458772
2017-08-12,458158
2017-08-13,455834
2017-08-14,459370
2017-08-15,464583
2017-08-16,469918
2017-08-17,472471
2017-08-18,472471
2017-08-19,479880
2017-08-20,498874
2017-08-21,519346
2017-08-22,533824
2017-08-23,534815
2017-08-24,530225
2017-08-25,530225
2017-08-26,526394
2017-08-27,527664
2017-08-28,527664
2017-08-29,530273
2017-08-30,532747
2017-08-31,532747
2017-09-01,527244
2017-09-02,526138
2017-09-03,526138
2017-09-04,525357
2017-09-05,524243
2017-09-06,523473
2017-09-07,512692
2017-09-08,512692
2017-09-09,502299
2017-09-10,499899
2017-09-11,494779
2017-09-12,494779
2017-09-13,482145
2017-09-14,475387
2017-09-15,475387
2017-09-16,478408
2017-09-17,472087
2017-09-18,464744
2017-09-19,464744
2017-09-20,465256
2017-09-21,458447
2017-09-22,453127
2017-09-23,453127
2017-09-24,452399
2017-09-25,444860
2017-09-26,453238
2017-09-27,453238
2017-09-28,447988
2017-09-29,449199
2017-09-30,448919
2017-10-01,447470
2017-10-02,444900
2017-10-03,444900
2017-10-04,449086
2017-10-05,447758
2017-10-06,450451
2017-10-07,460435
2017-10-08,469248
2017-10-09,470618
2017-10-10,464894
2017-10-11,464894
2017-10-12,460327
2017-10-13,457946
2017-10-14,458252
2017-10-15,458252
2017-10-16,457581
2017-10-17,457581
2017-10-18,463048
2017-10-19,465225
2017-10-20,465225
2017-10-21,477838
2017-10-22,490520
2017-10-23,498301
2017-10-24,514458
2017-10-25,530484
2017-10-26,549936
2017-10-27,564174
2017-10-28,564174
2017-10-29,579444
2017-10-30,591372
2017-10-31,593415
2017-11-01,593415
2017-11-02,593598
2017-11-03,593598
2017-11-04,589221
2017-11-05,573997
2017-11-06,571220
2017-11-07,573370
2017-11-08,573370
2017-11-09,578505
2017-11-10,588394
2017-11-11,588394
2017-11-12,590462
2017-11-13,589952
2017-11-14,589952
2017-11-15,598294
2017-11-16,601238
2017-11-17,599375
2017-11-18,599375
2017-11-19,598449
2017-11-20,596233
2017-11-21,605451
2017-11-22,603320
2017-11-23,612220
2017-11-24,612220
2017-11-25,628826
2017-11-26,642972
2017-11-27,642972
2017-11-28,642602
2017-11-29,635652
2017-11-30,635652
2017-12-01,628979
2017-12-02,623944
2017-12-03,615233
2017-12-04,615233
2017-12-05,606332
2017-12-06,600587
2017-12-07,574718
2017-12-08,574718
2017-12-09,550500
2017-12-10,531918
2017-12-11,518571
2017-12-12,511749
2017-12-13,511761
2017-12-14,519925
2017-12-15,524051
2017-12-16,518760
2017-12-17,518760
2017-12-18,508989
2017-12-19,501322
2017-12-20,492299
2017-12-21,486844
2017-12-22,486844
2017-12-23,485374
2017-12-24,491721
2017-12-25,496224
2017-12-26,508342
2017-12-27,523478
2017-12-28,523478
2017-12-29,531782
2017-12-30,538892
2017-12-31,550048
2018-01-01,558979
2018-01-02,559290
2018-01-03,554784
2018-01-04,554784
2018-01-05,547701
2018-01-06,528321
2018-01-07,504248
2018-01-08,481718
2018-01-09,462100
2018-01-10,462100
2018-01-11,451109
2018-01-12,448386
2018-01-13,439217
2018-01-14,444694
2018-01-15,453554
2018-01-16,453350
2018-01-17,453736
2018-01-18,455870
2018-01-19,455870
2018-01-20,463732
2018-01-21,462383
2018-01-22,467717
2018-01-23,484380
2018-01-24,508314
2018-01-25,533612
2018-01-26,560291
2018-01-27,588306
2018-01-28,617534
2018-01-29,645599
2018-01-30,674791
2018-01-31,703877
2018-02-01,724164
2018-02-02,742235
2018-02-03,730788
2018-02-04,723186
2018-02-05,740569
2018-02-06,764167
2018-02-07,802376
2018-02-08,802376
2018-02-09,831977
2018-02-10,831977
2018-02-11,825850
2018-02-12,805421
2018-02-13,798260
2018-02-14,774513
2018-02-15,751670
2018-02-16,744506
2018-02-17,741425
2018-02-18,749199
2018-02-19,755292
2018-02-20,748873
2018-02-21,741484
2018-02-22,739534
2018-02-23,737803
2018-02-24,737803
2018-02-25,746263
2018-02-26,758665
2018-02-27,756892
2018-02-28,756892
2018-03-01,748791
2018-03-02,748635
2018-03-03,746638
2018-03-04,746638
2018-03-05,743369
2018-03-06,738598
2018-03-07,738374
2018-03-08,730726
2018-03-09,715933
2018-03-10,706428
2018-03-11,698284
2018-03-12,703640
2018-03-13,706425
2018-03-14,701504
2018-03-15,699953
2018-03-16,686504
2018-03-17,699808
2018-03-18,700151
2018-03-20,697675
2018-03-21,699766
2018-03-23,695798
2018-03-24,716256
2018-03-25,723375
2018-03-26,723375
2018-03-27,728187
2018-03-28,728187
2018-03-29,755206
2018-03-30,792516
2018-03-31,828560
2018-04-01,868580
2018-04-02,902408
2018-04-03,929468
2018-04-04,951602
2018-04-05,951602
2018-04-06,991081
2018-04-07,991081
2018-04-08,1029919
2018-04-09,1048653
2018-04-10,1038623
2018-04-11,1025855
2018-04-12,1024055
2018-04-13,1023122
2018-04-14,1026309
2018-04-15,1017840
2018-04-16,1017840
2018-04-17,994725
2018-04-18,994725
2018-04-19,988436
2018-04-20,980024
2018-04-21,977849
2018-04-22,977849
2018-04-23,973673
2018-04-24,970014
2018-04-25,961171
2018-04-26,961171
2018-04-27,955628
2018-04-28,947687
2018-04-29,933075
2018-04-30,917853
2018-05-01,902930
2018-05-02,901743
2018-05-03,897044
2018-05-04,897044
2018-05-05,895767
2018-05-06,895767
2018-05-07,895318
2018-05-08,897653
2018-05-09,894251
2018-05-10,891504
2018-05-11,891504
2018-05-12,888259
2018-05-13,888259
2018-05-14,887378
2018-05-15,883769
2018-05-16,898412
2018-05-17,903183
2018-05-18,898989
2018-05-19,892770
2018-05-20,894452
2018-05-21,891140
2018-05-22,891140
2018-05-23,892475
2018-05-24,894225
2018-05-25,890510
2018-05-26,892062
2018-05-27,892062
2018-05-28,892142
2018-05-29,934582
2018-05-30,918693
2018-05-31,922048
2018-06-01,907222
2018-06-02,902319
2018-06-03,902319
2018-06-04,899249
2018-06-05,894819
2018-06-06,878492
2018-06-07,878492
2018-06-08,859676
2018-06-09,839276
2018-06-10,818899
2018-06-11,819401
2018-06-12,785500
2018-06-13,750366
2018-06-14,712847
2018-06-15,686666
2018-06-16,685097
2018-06-17,687896
2018-06-18,688511
2018-06-19,692408
2018-06-20,692408
2018-06-21,699075
2018-06-22,692420
2018-06-23,692420
2018-06-24,699520
2018-06-25,695893
2018-06-26,695257
2018-06-27,700550
2018-06-28,696754
2018-06-29,695181
2018-06-30,692850
2018-07-01,699980
2018-07-02,699980
2018-07-03,707882
2018-07-04,728504
2018-07-05,728504
2018-07-06,741367
2018-07-07,760376
2018-07-08,751181
2018-07-09,770736
2018-07-10,770538
2018-07-11,768827
2018-07-12,757609
2018-07-13,762432
2018-07-14,767919
2018-07-15,767919
2018-07-16,763760
2018-07-17,764062
2018-07-18,770687
2018-07-19,776607
2018-07-20,781209
2018-07-21,780042
2018-07-22,779074
2018-07-23,789671
2018-07-24,824450
2018-07-25,850942
2018-07-26,858716
2018-07-27,882122
2018-07-28,910446
2018-07-29,926530
2018-07-30,965854
2018-07-31,972462
2018-08-01,972462
2018-08-02,968926
2018-08-03,965635
2018-08-04,969316
2018-08-05,969939
2018-08-06,986204
2018-08-07,1017556
2018-08-08,1043064
2018-08-09,1043064
2018-08-10,1041961
2018-08-11,1008576
2018-08-12,982592
2018-08-14,905426
2018-08-16,860989
2018-08-17,831679
2018-08-18,831679
2018-08-19,806634
2018-08-20,799491
2018-08-21,791182
2018-08-22,784109
2018-08-23,778203
2018-08-24,770487
2018-08-25,770696
2018-08-26,771546
2018-08-27,780144
2018-08-28,779416
2018-08-29,777719
2018-08-30,778181
2018-08-31,786168
2018-09-01,794790
2018-09-02,816412
2018-09-03,806228
2018-09-04,814280
2018-09-05,832805
2018-09-06,832805
2018-09-07,844118
2018-09-08,840464
2018-09-09,841522
2018-09-10,846797
2018-09-11,846797
2018-09-12,848199
2018-09-13,846652
2018-09-14,848901
2018-09-15,843076
2018-09-16,843076
2018-09-17,838919
2018-09-18,840925
2018-09-19,840925
2018-09-20,837300
2018-09-21,841481
2018-09-22,834719
2018-09-23,842359
2018-09-24,849204
2018-09-25,849204
2018-09-26,860907
2018-09-27,870122
2018-09-28,876431
2018-09-29,883979
2018-09-30,907775
2018-10-01,933190
2018-10-02,949880
2018-10-03,974793
2018-10-04,1005731
2018-10-05,1019650
2018-10-06,1015230
2018-10-07,1015230
2018-10-08,999874
2018-10-09,981719
2018-10-10,976638
2018-10-11,974535
2018-10-12,974535
2018-10-13,958912
2018-10-14,941169
2018-10-15,942921
2018-10-16,943926
2018-10-17,946104
2018-10-18,936935
2018-10-19,931638
2018-10-20,931638
2018-10-21,932683
2018-10-22,929706
2018-10-23,929706
2018-10-24,911326
2018-10-25,890438
2018-10-26,888058
2018-10-27,881756
2018-10-28,882947
2018-10-29,882947
2018-10-30,895400
2018-10-31,890332
2018-11-01,886105
2018-11-03,863590
2018-11-04,856178
2018-11-05,863316
2018-11-06,882155
2018-11-07,899400
2018-11-08,904333
2018-11-09,931084
2018-11-10,942154
2018-11-11,925287
2018-11-12,915082
2018-11-13,918955
2018-11-14,924508
2018-11-15,931272
2018-11-16,959017
2018-11-17,949922
2018-11-18,939101
2018-11-19,929324
2018-11-20,913422
2018-11-21,902537
2018-11-22,896975
2018-11-23,878966
2018-11-24,859422
2018-11-25,827515
2018-11-26,810138
2018-11-27,820002
2018-11-28,803039
2018-11-29,796833
2018-12-01,790116
2018-12-02,788557
2018-12-03,776172
2018-12-04,769666
2018-12-05,755640
2018-12-07,720723
2018-12-09,666702
2018-12-10,639394
2018-12-11,632490
2018-12-12,637350
2018-12-13,644780
2018-12-14,653574
2018-12-15,655488
2018-12-16,672599
2018-12-17,691496
2018-12-18,689483
2018-12-19,692933
2018-12-20,696783
2018-12-21,700803
2018-12-22,699977
2018-12-23,682886
2018-12-24,668858
2018-12-25,673618
2018-12-26,674425
2018-12-27,677287
2018-12-28,689883
2018-12-29,694303
2018-12-30,696773
2018-12-31,698249
2019-01-01,693090
2019-01-02,686965
2019-01-03,688844
2019-01-04,677253
2019-01-05,675415
2019-01-06,688297
2019-01-08,681068
2019-01-10,646758
2019-01-11,623990
2019-01-12,610648
2019-01-13,596870
2019-01-14,593770
2019-01-15,588426
2019-01-16,581531
2019-01-17,586144
2019-01-18,597480
2019-01-19,611051
2019-01-20,622213
2019-01-21,629089
2019-01-22,628923
2019-01-23,637256
2019-01-24,644427
2019-01-25,642634
2019-01-26,645427
2019-01-27,642306
2019-01-28,642945
2019-01-29,644287
2019-01-30,653527
2019-01-31,654172
2019-02-01,653467
2019-02-02,655983
2019-02-03,658159
2019-02-04,659036
2019-02-05,657959
2019-02-06,652385
2019-02-07,651769
2019-02-08,653569
2019-02-09,660960
2019-02-10,659944
2019-02-11,655692
2019-02-12,662943
2019-02-13,659721
2019-02-14,659721
2019-02-15,662269
2019-02-16,667339
2019-02-17,668176
2019-02-18,671458
2019-02-19,671772
2019-02-20,670291
2019-02-21,673173
2019-02-22,677914
2019-02-23,682001
2019-02-24,696805
2019-02-25,710297
2019-02-26,717397
2019-02-27,724989
2019-02-28,734133
2019-03-01,754263
2019-03-02,763594
2019-03-03,763450
2019-03-04,763632
2019-03-05,769016
2019-03-06,775506
2019-03-07,770149
2019-03-08,772562
2019-03-09,777477
2019-03-10,776727
2019-03-11,785141
2019-03-12,783794
2019-03-13,783794
2019-03-14,779774
2019-03-15,761350
2019-03-16,736255
2019-03-17,703133
2019-03-18,681814
2019-03-19,666646
2019-03-20,643526
2019-03-21,648953
2019-03-22,647972
2019-03-23,642038
