date_obj,Ahrim's%20armour%20set price
2015-03-26,650032
2015-03-27,650032
2015-03-28,620419
2015-03-29,620419
2015-03-30,620419
2015-03-31,620419
2015-04-01,620419
2015-04-02,596105
2015-04-03,596105
2015-04-04,596105
2015-04-05,596105
2015-04-06,615854
2015-04-07,615854
2015-04-08,615854
2015-04-09,615854
2015-04-10,615854
2015-04-11,627462
2015-04-12,627462
2015-04-13,627462
2015-04-14,627462
2015-04-15,627462
2015-04-16,619521
2015-04-17,619521
2015-04-18,619521
2015-04-19,619521
2015-04-20,604072
2015-04-21,604072
2015-04-22,604072
2015-04-23,604072
2015-04-24,604072
2015-04-25,588265
2015-04-26,588265
2015-04-27,588265
2015-04-28,588265
2015-04-29,588265
2015-04-30,574452
2015-05-01,574452
2015-05-02,574452
2015-05-03,574452
2015-05-04,595374
2015-05-05,595374
2015-05-06,595374
2015-05-07,595374
2015-05-08,595374
2015-05-09,608740
2015-05-10,608740
2015-05-11,608740
2015-05-12,608740
2015-05-13,608740
2015-05-14,620891
2015-05-15,620891
2015-05-16,620891
2015-05-17,620891
2015-05-18,645321
2015-05-19,645321
2015-05-20,645321
2015-05-21,645321
2015-05-22,645321
2015-05-23,645321
2015-05-24,651522
2015-05-25,651522
2015-05-26,651522
2015-05-27,651522
2015-05-28,662384
2015-05-29,662384
2015-05-30,662384
2015-05-31,683091
2015-06-01,683091
2015-06-02,683091
2015-06-03,699108
2015-06-04,699108
2015-06-05,699108
2015-06-06,687372
2015-06-07,687372
2015-06-08,687372
2015-06-09,687372
2015-06-10,683988
2015-06-11,683988
2015-06-12,683988
2015-06-13,683988
2015-06-14,686195
2015-06-15,686195
2015-06-16,686195
2015-06-17,686195
2015-06-18,677673
2015-06-19,677673
2015-06-20,677673
2015-06-21,706569
2015-06-22,706569
2015-06-23,706569
2015-06-24,738409
2015-06-25,738409
2015-06-26,738409
2015-06-27,738409
2015-06-28,772846
2015-06-29,772846
2015-06-30,772846
2015-07-01,808424
2015-07-02,808424
2015-07-03,808424
2015-07-04,845883
2015-07-05,845883
2015-07-06,845883
2015-07-07,845883
2015-07-08,885137
2015-07-09,885137
2015-07-10,885137
2015-07-11,885137
2015-07-12,921238
2015-07-13,921238
2015-07-14,921238
2015-07-15,921238
2015-07-16,960714
2015-07-17,960714
2015-07-18,960714
2015-07-19,960714
2015-07-20,979773
2015-07-21,979773
2015-07-22,979773
2015-07-23,979773
2015-07-24,932762
2015-07-25,932762
2015-07-26,932762
2015-07-27,932762
2015-07-28,905064
2015-07-29,905064
2015-07-30,905064
2015-07-31,905064
2015-08-01,890840
2015-08-02,890840
2015-08-03,890840
2015-08-04,899941
2015-08-05,899941
2015-08-06,899941
2015-08-07,910729
2015-08-08,910729
2015-08-09,910729
2015-08-10,934269
2015-08-11,934269
2015-08-12,934269
2015-08-13,934269
2015-08-14,969360
2015-08-15,969360
2015-08-16,969360
2015-08-17,969360
2015-08-18,1010538
2015-08-19,1010538
2015-08-20,1010538
2015-08-21,1045381
2015-08-22,1045381
2015-08-23,1045381
2015-08-24,1069839
2015-08-25,1069839
2015-08-26,1069839
2015-08-27,1058933
2015-08-28,1058933
2015-08-29,1058933
2015-08-30,1058933
2015-08-31,1012026
2015-09-01,1012026
2015-09-02,1012026
2015-09-03,1012026
2015-09-04,961928
2015-09-05,961928
2015-09-06,961928
2015-09-07,961928
2015-09-08,951171
2015-09-09,951171
2015-09-10,951171
2015-09-11,916012
2015-09-12,916012
2015-09-13,916012
2015-09-14,954423
2015-09-15,954423
2015-09-16,954423
2015-09-17,958954
2015-09-18,958954
2015-09-19,958954
2015-09-20,958954
2015-09-21,999159
2015-09-22,999159
2015-09-23,999159
2015-09-24,1034217
2015-09-25,1034217
2015-09-27,1074631
2015-09-28,1074631
2015-09-29,1074631
2015-09-30,1115924
2015-10-05,1222309
2015-10-06,1275859
2015-10-07,1275859
2015-10-08,1275859
2015-10-09,1333869
2015-10-10,1333869
2015-10-11,1333869
2015-10-12,1395613
2015-10-13,1395613
2015-10-14,1395613
2015-10-15,1395613
2015-10-16,1459260
2015-10-17,1459260
2015-10-18,1459260
2015-10-19,1459260
2015-10-20,1441910
2015-10-22,1441910
2015-10-23,1441910
2015-10-24,1384656
2015-10-25,1384656
2015-10-26,1384656
2015-10-27,1425214
2015-10-28,1425214
2015-10-29,1425214
2015-10-30,1425214
2015-10-31,1465952
2015-11-01,1465952
2015-11-02,1465952
2015-11-03,1465952
2015-11-04,1465952
2015-11-05,1434069
2015-11-06,1434069
2015-11-07,1434069
2015-11-09,1368648
2015-11-10,1368648
2015-11-11,1368648
2015-11-12,1341881
2015-11-13,1341881
2015-11-14,1341881
2015-11-15,1341881
2015-11-16,1327169
2015-11-17,1327169
2015-11-18,1327169
2015-11-19,1327169
2015-11-20,1297556
2015-11-21,1297556
2015-11-22,1297556
2015-11-23,1297556
2015-11-24,1319897
2015-11-25,1319897
2015-11-26,1319897
2015-11-27,1371552
2015-11-28,1371552
2015-11-29,1371552
2015-11-30,1434108
2015-12-01,1434108
2015-12-02,1434108
2015-12-03,1434108
2015-12-04,1483846
2015-12-05,1483846
2015-12-06,1483846
2015-12-07,1483846
2015-12-08,1537550
2015-12-09,1537550
2015-12-10,1537550
2015-12-11,1603660
2015-12-12,1603660
2015-12-13,1603660
2015-12-14,1603660
2015-12-15,1669803
2015-12-16,1669803
2015-12-17,1669803
2015-12-18,1742565
2015-12-19,1742565
2015-12-20,1742565
2015-12-21,1819135
2015-12-22,1819135
2015-12-23,1819135
2015-12-24,1900020
2015-12-25,1900020
2015-12-26,1900020
2015-12-27,1983830
2015-12-28,1983830
2015-12-29,1983830
2015-12-30,1931623
2015-12-31,1931623
2016-01-01,1931623
2016-01-02,1931623
2016-01-03,1871663
2016-01-04,1871663
2016-01-05,1871663
2016-01-06,1863073
2016-01-07,1863073
2016-01-08,1863073
2016-01-09,1812142
2016-01-10,1812142
2016-01-11,1812142
2016-01-12,1859251
2016-01-13,1859251
2016-01-14,1859251
2016-01-15,1932768
2016-01-16,1932768
2016-01-17,1932768
2016-01-18,1984680
2016-01-19,1984680
2016-01-20,1984680
2016-01-21,1984768
2016-01-22,1984768
2016-01-23,1984768
2016-01-24,1896315
2016-01-25,1896315
2016-01-26,1896315
2016-01-27,1852269
2016-01-28,1852269
2016-01-29,1852269
2016-01-30,1807017
2016-01-31,1807017
2016-02-01,1773299
2016-02-02,1773299
2016-02-03,1773299
2016-02-04,1743416
2016-02-05,1743416
2016-02-06,1743416
2016-02-07,1743416
2016-02-08,1703120
2016-02-09,1703120
2016-02-10,1703120
2016-02-11,1651701
2016-02-12,1651701
2016-02-13,1651701
2016-02-14,1648552
2016-02-15,1648552
2016-02-16,1648552
2016-02-17,1624933
2016-02-18,1624933
2016-02-19,1624933
2016-02-20,1606423
2016-02-21,1606423
2016-02-22,1606423
2016-02-23,1589395
2016-02-24,1589395
2016-02-25,1589395
2016-02-26,1563302
2016-02-27,1563302
2016-02-28,1563302
2016-02-29,1528557
2016-03-01,1528557
2016-03-02,1528557
2016-03-03,1517774
2016-03-04,1517774
2016-03-05,1517774
2016-03-06,1582633
2016-03-07,1582633
2016-03-08,1582633
2016-03-09,1643935
2016-03-10,1643935
2016-03-11,1643935
2016-03-12,1695394
2016-03-13,1695394
2016-03-14,1695394
2016-03-15,1755247
2016-03-16,1755247
2016-03-17,1755247
2016-03-18,1704464
2016-03-19,1704464
2016-03-20,1704464
2016-03-21,1722275
2016-03-22,1722275
2016-03-23,1722275
2016-03-24,1740805
2016-03-25,1740805
2016-03-26,1740805
2016-03-27,1807953
2016-03-28,1807953
2016-03-29,1807953
2016-03-30,1807953
2016-03-31,1805466
2016-04-01,1805466
2016-04-02,1805466
2016-04-03,1722805
2016-04-04,1722805
2016-04-05,1722805
2016-04-06,1718201
2016-04-07,1718201
2016-04-08,1718201
2016-04-09,1788713
2016-04-10,1788713
2016-04-11,1788713
2016-04-12,1830059
2016-04-13,1830059
2016-04-14,1830059
2016-04-15,1837305
2016-04-16,1837305
2016-04-17,1837305
2016-04-18,1928433
2016-04-19,1928433
2016-04-20,1928433
2016-04-21,1928433
2016-04-22,1936875
2016-04-23,1936875
2016-04-24,1936875
2016-04-25,1890153
2016-04-26,1890153
2016-04-27,1890153
2016-04-28,1886728
2016-04-29,1886728
2016-04-30,1886728
2016-05-01,1946928
2016-05-02,1946928
2016-05-03,2019313
2016-05-04,2019313
2016-05-05,2019313
2016-05-06,2105019
2016-05-07,2105019
2016-05-08,2105019
2016-05-09,2033134
2016-05-10,2033134
2016-05-11,2033134
2016-05-12,2005419
2016-05-13,2005419
2016-05-14,1989886
2016-05-15,1989886
2016-05-16,1989886
2016-05-17,1923209
2016-05-18,1923209
2016-05-19,1923209
2016-05-22,1856501
2016-05-23,1819711
2016-05-24,1819711
2016-05-25,1819711
2016-05-26,1794654
2016-05-27,1794654
2016-05-28,1794654
2016-05-29,1826654
2016-05-30,1826654
2016-05-31,1826654
2016-06-01,1882042
2016-06-02,1882042
2016-06-03,1882042
2016-06-04,1901950
2016-06-05,1901950
2016-06-06,1969304
2016-06-07,1969304
2016-06-08,1969304
2016-06-09,1942149
2016-06-10,1942149
2016-06-11,1942149
2016-06-12,1987706
2016-06-13,1987706
2016-06-14,1987706
2016-06-15,2023212
2016-06-16,2023212
2016-06-17,2038189
2016-06-18,2038189
2016-06-19,2038189
2016-06-20,2101822
2016-06-21,2101822
2016-06-22,2101822
2016-06-23,2118485
2016-06-24,2118485
2016-06-25,2118485
2016-06-26,2062792
2016-06-27,2062792
2016-06-28,2062792
2016-06-29,2005853
2016-06-30,2005853
2016-07-01,1988198
2016-07-02,1988198
2016-07-03,1988198
2016-07-04,2007152
2016-07-05,2007152
2016-07-06,2007152
2016-07-07,2040579
2016-07-08,2040579
2016-07-09,2094851
2016-07-10,2094851
2016-07-11,2094851
2016-07-12,2089656
2016-07-13,2089656
2016-07-14,2089656
2016-07-15,2038322
2016-07-16,2038322
2016-07-17,2038322
2016-07-18,1995622
2016-07-23,1918621
2016-07-24,1863506
2016-07-25,1863506
2016-07-26,1863506
2016-07-27,1799155
2016-07-28,1799155
2016-07-29,1799155
2016-07-30,1819438
2016-07-31,1819438
2016-08-01,1819438
2016-08-02,1904873
2016-08-03,1904873
2016-08-04,1904873
2016-08-05,1981325
2016-08-06,1981325
2016-08-07,2054835
2016-08-08,2054835
2016-08-09,2054835
2016-08-10,2017779
2016-08-11,2017779
2016-08-12,2017779
2016-08-13,2017779
2016-08-14,2033357
2016-08-15,2033357
2016-08-16,2033357
2016-08-17,2000852
2016-08-18,2000852
2016-08-19,2000852
2016-08-20,1931662
2016-08-21,1931662
2016-08-22,1931662
2016-08-23,1905962
2016-08-24,1905962
2016-08-25,1905962
2016-08-26,1905962
2016-08-28,1846155
2016-08-31,1771086
2016-09-01,1771086
2016-09-02,1771086
2016-09-03,1696444
2016-09-04,1696444
2016-09-05,1696444
2016-09-06,1677244
2016-09-07,1677244
2016-09-08,1677244
2016-09-09,1677244
2016-09-10,1693702
2016-09-11,1693702
2016-09-12,1693702
2016-09-13,1693702
2016-09-14,1691233
2016-09-15,1691233
2016-09-16,1691233
2016-09-17,1616043
2016-09-18,1616043
2016-09-19,1616043
2016-09-20,1653410
2016-09-21,1653410
2016-09-22,1653410
2016-09-23,1718906
2016-09-24,1718906
2016-09-25,1718906
2016-09-26,1718906
2016-09-27,1790366
2016-09-28,1790366
2016-09-29,1790366
2016-09-30,1849925
2016-10-01,1849925
2016-10-02,1849925
2016-10-03,1849925
2016-10-04,1846812
2016-10-05,1846812
2016-10-06,1846812
2016-10-07,1911863
2016-10-08,1911863
2016-10-09,1911863
2016-10-10,1905240
2016-10-11,1905240
2016-10-12,1905240
2016-10-13,1829522
2016-10-14,1829522
2016-10-15,1829522
2016-10-16,1901868
2016-10-17,1901868
2016-10-18,1986975
2016-10-19,1986975
2016-10-20,1986975
2016-10-21,2081653
2016-10-22,2081653
2016-10-23,2081653
2016-10-24,2177489
2016-10-25,2177489
2016-10-26,2177489
2016-10-27,2273966
2016-10-28,2273966
2016-10-29,2273966
2016-10-30,2367206
2016-10-31,2367206
2016-11-01,2367206
2016-11-02,2431407
2016-11-03,2431407
2016-11-04,2431407
2016-11-05,2481817
2016-11-06,2481817
2016-11-07,2481817
2016-11-08,2524369
2016-11-09,2524369
2016-11-10,2524369
2016-11-11,2421899
2016-11-12,2421899
2016-11-13,2421899
2016-11-14,2300804
2016-11-15,2300804
2016-12-07,2678083
2016-12-08,2678083
2016-12-09,2659669
2016-12-10,2659669
2016-12-11,2659669
