date_obj,Ahrim's%20armour%20set price
2016-12-12,2658008
2016-12-13,2658008
2016-12-14,2658008
2016-12-15,2717004
2016-12-16,2717004
2016-12-17,2814775
2016-12-18,2814775
2016-12-19,2814775
2016-12-20,2883331
2016-12-21,2883331
2016-12-22,2883331
2016-12-23,3008569
2016-12-24,3008569
2016-12-25,3008569
2016-12-26,3145361
2016-12-27,3145361
2016-12-28,3145361
2016-12-29,3260684
2016-12-30,3260684
2016-12-31,3260684
2017-01-01,3382385
2017-01-02,3382385
2017-01-03,3315395
2017-01-04,3315395
2017-01-05,3254522
2017-01-06,3254522
2017-01-07,3406458
2017-01-08,3406458
2017-01-09,3552375
2017-01-10,3552375
2017-01-11,3612148
2017-01-12,3612148
2017-01-13,3698636
2017-01-14,3698636
2017-01-15,3847192
2017-01-16,3847192
2017-01-17,3673230
2017-01-18,3673230
2017-01-19,3673230
2017-01-20,3515041
2017-01-21,3515041
2017-01-22,3370327
2017-01-23,3370327
2017-01-27,3049051
2017-01-28,2911132
2017-01-29,2911132
2017-01-30,2878405
2017-01-31,2878405
2017-02-01,2916600
2017-02-02,2916600
2017-02-03,2916600
2017-02-04,2934967
2017-02-05,2934967
2017-02-06,2934967
2017-02-07,2954669
2017-02-08,2954669
2017-02-09,2954669
2017-02-10,3089919
2017-02-11,3089919
2017-02-12,3089919
2017-02-13,3230193
2017-02-14,3230193
2017-02-15,3378799
2017-02-16,3378799
2017-02-17,3378799
2017-02-18,3536911
2017-02-19,3536911
2017-02-20,3687187
2017-02-21,3687187
2017-02-22,3687187
2017-02-23,3823121
2017-02-24,3823121
2017-02-25,3823121
2017-02-26,3927693
2017-02-27,3927693
2017-02-28,4067529
2017-03-01,4067529
2017-03-02,4231034
2017-03-03,4231034
2017-03-04,4231034
2017-03-05,4174899
2017-03-06,4174899
2017-03-07,4174899
2017-03-08,4176873
2017-03-09,4176873
2017-03-10,4176873
2017-03-11,4209759
2017-03-12,4209759
2017-03-13,4349144
2017-03-14,4349144
2017-03-15,4349144
2017-03-16,4439886
2017-03-17,4439886
2017-03-18,4439886
2017-03-19,4293386
2017-03-20,4293386
2017-03-21,4080929
2017-03-22,4080929
2017-03-23,4080929
2017-03-24,3916675
2017-03-25,3916675
2017-03-26,3916675
2017-03-27,3983729
2017-03-28,3983729
2017-03-29,3983729
2017-03-30,4091569
2017-03-31,4091569
2017-04-01,4212353
2017-04-02,4212353
2017-04-03,4292860
2017-04-04,4292860
2017-04-05,4292860
2017-04-12,4624556
2017-04-13,4624556
2017-04-14,4624556
2017-04-15,4648845
2017-04-16,4648845
2017-04-17,4629860
2017-04-18,4629860
2017-04-19,4629860
2017-04-20,4651152
2017-04-21,4651152
2017-04-22,4651152
2017-04-23,4872277
2017-04-24,4872277
2017-04-25,5048464
2017-04-26,5048464
2017-04-27,5048464
2017-04-28,5232128
2017-04-29,5232128
2017-04-30,5416725
2017-05-01,5416725
2017-05-02,5416725
2017-05-03,5454914
2017-05-04,5454914
2017-05-05,5579966
2017-05-06,5579966
2017-05-07,5579966
2017-05-08,5744371
2017-05-09,5744371
2017-05-10,5793700
2017-05-11,5793700
2017-05-12,5793700
2017-05-13,5577444
2017-05-14,5577444
2017-05-15,5577444
2017-05-16,5310947
2017-05-17,5310947
2017-05-18,5244642
2017-05-19,5244642
2017-05-20,5411943
2017-05-21,5411943
2017-05-22,5411943
2017-05-23,5379185
2017-05-24,5379185
2017-05-25,5158199
2017-05-26,5158199
2017-05-27,4900289
2017-05-28,4900289
2017-05-29,4657375
2017-05-30,4657375
2017-05-31,4426460
2017-06-01,4426460
2017-06-02,4205137
2017-06-03,4205137
2017-06-04,3994880
2017-06-05,3994880
2017-06-06,3795136
2017-06-07,3795136
2017-06-08,3795136
2017-06-09,3605379
2017-06-10,3605379
2017-06-11,3425110
2017-06-12,3425110
2017-06-13,3253854
2017-06-14,3253854
2017-06-15,3095933
2017-06-16,3095933
2017-06-17,2941136
2017-06-18,2941136
2017-06-19,2941136
2017-06-20,2794176
2017-06-21,2794176
2017-06-22,2794176
2017-06-23,2706391
2017-06-24,2706391
2017-06-25,2787297
2017-06-26,2787297
2017-06-27,2743374
2017-06-28,2743374
2017-06-29,2641174
2017-06-30,2641174
2017-07-01,2641174
2017-07-02,2519099
2017-07-03,2519099
2017-07-04,2498588
2017-07-05,2498588
2017-07-06,2498588
2017-07-07,2400964
2017-07-08,2400964
2017-07-09,2436904
2017-07-13,2450372
2017-07-14,2464666
2017-07-15,2464666
2017-07-16,2464666
2017-07-17,2380725
2017-07-18,2380725
2017-07-19,2374603
2017-07-20,2374603
2017-07-21,2420779
2017-07-22,2420779
2017-07-23,2518245
2017-07-24,2518245
2017-07-25,2518245
2017-07-26,2620168
2017-07-27,2620168
2017-07-28,2683385
2017-07-29,2683385
2017-07-30,2733711
2017-07-31,2733711
2017-08-01,2733711
2017-08-02,2803644
2017-08-03,2803644
2017-08-04,2803644
2017-08-05,2875046
2017-08-06,2875046
2017-08-07,2875046
2017-08-08,2801426
2017-08-09,2801426
2017-08-10,2752928
2017-08-11,2752928
2017-08-12,2752928
2017-08-13,2712510
2017-08-14,2712510
2017-08-15,2654708
2017-08-16,2654708
2017-08-17,2612031
2017-08-18,2612031
2017-08-19,2612031
2017-08-20,2580256
2017-08-21,2580256
2017-08-22,2530366
2017-08-23,2530366
2017-08-24,2530366
2017-08-25,2466770
2017-08-26,2466770
2017-08-27,2410089
2017-08-28,2410089
2017-08-29,2410089
2017-08-30,2381571
2017-08-31,2381571
2017-09-01,2381571
2017-09-02,2472373
2017-09-03,2472373
2017-09-04,2472373
2017-09-05,2587680
2017-09-06,2587680
2017-09-07,2664836
2017-09-08,2664836
2017-09-09,2571521
2017-09-10,2571521
2017-09-11,2448292
2017-09-12,2448292
2017-09-13,2448292
2017-09-14,2452701
2017-09-15,2452701
2017-09-16,2452701
2017-09-17,2527513
2017-09-18,2527513
2017-09-19,2527513
2017-09-20,2435811
2017-09-21,2435811
2017-09-22,2394644
2017-09-23,2394644
2017-09-24,2346854
2017-09-25,2346854
2017-09-26,2368579
2017-09-27,2368579
2017-09-28,2368579
2017-09-29,2335777
2017-09-30,2335777
2017-10-01,2335777
2017-10-02,2339598
2017-10-03,2339598
2017-10-04,2339598
2017-10-05,2387370
2017-10-06,2387370
2017-10-07,2485395
2017-10-08,2485395
2017-10-09,2485395
2017-10-10,2557038
2017-10-11,2557038
2017-10-12,2557038
2017-10-13,2621471
2017-10-14,2621471
2017-10-15,2621471
2017-10-16,2627549
2017-10-17,2627549
2017-10-18,2627549
2017-10-19,2623127
2017-10-20,2623127
2017-10-21,2656243
2017-10-22,2656243
2017-10-23,2559224
2017-10-24,2559224
2017-10-25,2624855
2017-10-26,2624855
2017-10-27,2533750
2017-10-28,2533750
2017-10-29,2533750
2017-10-30,2472809
2017-10-31,2472809
2017-11-01,2472809
2017-11-02,2468719
2017-11-03,2468719
2017-11-04,2437910
2017-11-05,2437910
2017-11-06,2401827
2017-11-07,2401827
2017-11-08,2401827
2017-11-09,2387717
2017-11-10,2387717
2017-11-11,2380606
2017-11-12,2380606
2017-11-13,2399668
2017-11-14,2399668
2017-11-15,2399668
2017-11-16,2397309
2017-11-17,2397309
2017-11-18,2370210
2017-11-19,2370210
2017-11-20,2393404
2017-11-21,2393404
2017-11-22,2377884
2017-11-23,2377884
2017-11-24,2382353
2017-11-25,2382353
2017-11-26,2356136
2017-11-27,2356136
2017-11-28,2364929
2017-11-29,2364929
2017-11-30,2348053
2017-12-01,2335042
2017-12-02,2335042
2017-12-03,2390157
2017-12-04,2390157
2017-12-05,2484758
2017-12-06,2484758
2017-12-07,2596705
2017-12-08,2596705
2017-12-09,2712339
2017-12-10,2712339
2017-12-11,2822908
2017-12-12,2822908
2017-12-13,2860100
2017-12-14,2860100
2017-12-15,2979969
2017-12-16,2979969
2017-12-17,3117142
2017-12-18,3263057
2017-12-19,3263057
2017-12-20,3415878
2017-12-21,3415878
2017-12-22,3569640
2017-12-23,3569640
2017-12-24,3620980
2017-12-25,3620980
2017-12-26,3609905
2017-12-27,3609905
2017-12-28,3649686
2017-12-29,3649686
2017-12-30,3646923
2017-12-31,3646923
2018-01-01,3490987
2018-01-02,3490987
2018-01-03,3336622
2018-01-04,3336622
2018-01-05,3170911
2018-01-06,3016094
2018-01-07,3016094
2018-01-08,2865289
2018-01-09,2865289
2018-01-10,2722024
2018-01-11,2722024
2018-01-12,2585922
2018-01-13,2498337
2018-01-14,2498337
2018-01-15,2541901
2018-01-16,2541901
2018-01-17,2559021
2018-01-18,2559021
2018-01-19,2615063
2018-01-20,2615063
2018-01-21,2687273
2018-01-22,2687273
2018-01-23,2678056
2018-01-24,2608153
2018-01-25,2608153
2018-01-26,2547343
2018-01-27,2556194
2018-01-28,2609117
2018-01-29,2731058
2018-01-30,2711397
2018-01-31,2767541
2018-02-01,2767541
2018-02-02,2800739
2018-02-03,2774810
2018-02-04,2741741
2018-02-05,2741741
2018-02-06,2731550
2018-02-07,2745470
2018-02-08,2745470
2018-02-09,2722968
2018-02-10,2722968
2018-02-11,2633771
2018-02-12,2530696
2018-02-13,2457877
2018-02-14,2428721
2018-02-15,2378095
2018-02-16,2443167
2018-02-17,2482372
2018-02-18,2533535
2018-02-19,2601668
2018-02-20,2601668
2018-02-21,2671561
2018-02-22,2778988
2018-02-23,2912910
2018-02-24,2912910
2018-02-25,2963394
2018-02-26,2997410
2018-02-27,3045312
2018-02-28,3045312
2018-03-01,3087535
2018-03-02,3085719
2018-03-03,3082786
2018-03-04,3082786
2018-03-05,3161747
2018-03-06,3203068
2018-03-07,3169158
2018-03-08,3113148
2018-03-09,3088726
2018-03-10,3078809
2018-03-11,3073506
2018-03-12,3085342
2018-03-13,3065207
2018-03-14,3050960
2018-03-15,3118534
2018-03-16,3123017
2018-03-17,3120581
2018-03-18,3239462
2018-03-19,3239462
2018-03-20,3314655
2018-03-21,3316998
2018-03-22,3316998
2018-03-23,3351116
2018-03-24,3367593
2018-03-25,3439506
2018-03-26,3536977
2018-03-27,3439206
2018-03-28,3439206
2018-03-29,3511089
2018-03-30,3639944
2018-03-31,3707350
2018-04-01,3680008
2018-04-02,3670092
2018-04-03,3533464
2018-04-04,3534458
2018-04-05,3534458
2018-04-06,3467482
2018-04-07,3467482
2018-04-08,3427537
2018-04-09,3399699
2018-04-10,3405750
2018-04-11,3354625
2018-04-12,3272510
2018-04-13,3272510
2018-04-14,3310212
2018-04-15,3378236
2018-04-16,3378236
2018-04-17,3445876
2018-04-18,3445876
2018-04-19,3511260
2018-04-20,3488181
2018-04-21,3475467
2018-04-22,3475467
2018-04-23,3364073
2018-04-24,3364073
2018-04-25,3322929
2018-04-26,3322929
2018-04-27,3341671
2018-04-28,3394605
2018-04-29,3471826
2018-04-30,3430629
2018-05-01,3427775
2018-05-02,3427775
2018-05-03,3382874
2018-05-04,3382874
2018-05-05,3396889
2018-05-06,3396889
2018-05-07,3497636
2018-05-08,3655005
2018-05-09,3826092
2018-05-10,3822573
2018-05-11,3643949
2018-05-12,3513929
2018-05-13,3513929
2018-05-14,3493097
2018-05-15,3493097
2018-05-16,3546408
2018-05-17,3546408
2018-05-18,3548293
2018-05-19,3543195
2018-05-20,3543195
2018-05-21,3529142
2018-05-22,3529142
2018-05-23,3541091
2018-05-24,3541091
2018-05-25,3524611
2018-05-26,3560580
2018-05-27,3560580
2018-05-28,3612491
2018-05-29,3666559
2018-05-30,3666559
2018-05-31,3721459
2018-06-01,3761493
2018-06-02,3748365
2018-06-03,3748365
2018-06-04,3700578
2018-06-05,3647195
2018-06-06,3556322
2018-06-07,3556322
2018-06-08,3378800
2018-06-09,3378800
2018-06-10,3210040
2018-06-11,3055034
2018-06-12,2905971
2018-06-13,2793497
2018-06-14,2748856
2018-06-15,2757261
2018-06-16,2776687
2018-06-17,2788418
2018-06-18,2743515
2018-06-19,2707770
2018-06-20,2707770
2018-06-21,2680799
2018-06-22,2689993
2018-06-23,2689993
2018-06-24,2663571
2018-06-25,2699715
2018-06-26,2771912
2018-06-27,2800973
2018-06-28,2768649
2018-06-29,2703033
2018-06-30,2696746
2018-07-01,2659988
2018-07-02,2659988
2018-07-03,2626718
2018-07-04,2615618
2018-07-05,2615618
2018-07-06,2699708
2018-07-07,2816738
2018-07-08,2932146
2018-07-09,2951280
2018-07-10,2923870
2018-07-11,3028080
2018-07-12,3153254
2018-07-13,3232414
2018-07-14,3380605
2018-07-15,3525947
2018-07-16,3664177
2018-07-17,3705973
2018-07-18,3656526
2018-07-19,3680231
2018-07-20,3775900
2018-07-21,3898383
2018-07-22,4050487
2018-07-23,4136305
2018-07-24,4081222
2018-07-25,4031724
2018-07-26,3931935
2018-07-27,3736050
2018-07-28,3576209
2018-07-29,3524865
2018-07-30,3445752
2018-07-31,3380210
2018-08-01,3380210
2018-08-02,3289221
2018-08-03,3273910
2018-08-04,3311741
2018-08-05,3347343
2018-08-06,3371660
2018-08-07,3427941
2018-08-08,3503321
2018-08-09,3503321
2018-08-10,3510127
2018-08-11,3495790
2018-08-12,3651309
2018-08-14,3624560
2018-08-16,3572144
2018-08-17,3547602
2018-08-18,3547602
2018-08-19,3598036
2018-08-20,3714415
2018-08-21,3831132
2018-08-22,3908437
2018-08-23,4043359
2018-08-24,4113702
2018-08-25,4223595
2018-08-26,4223595
2018-08-27,4161801
2018-08-28,4177855
2018-08-29,4213546
2018-08-30,4251540
2018-08-31,4307664
2018-09-01,4386201
2018-09-02,4386201
2018-09-03,4537615
2018-09-04,4608715
2018-09-05,4524409
2018-09-06,4524409
2018-09-07,4377424
2018-09-08,4196857
2018-09-09,4196857
2018-09-10,4044952
2018-09-11,4044952
2018-09-12,3885424
2018-09-13,3830754
2018-09-14,3910708
2018-09-15,3897742
2018-09-16,3897742
2018-09-17,4010331
2018-09-18,4152895
2018-09-19,4152895
2018-09-20,4216673
2018-09-21,4224385
2018-09-22,4239877
2018-09-23,4371311
2018-09-24,4488348
2018-09-25,4488348
2018-09-26,4630746
2018-09-27,4630746
2018-09-28,4555541
2018-09-29,4461797
2018-09-30,4495148
2018-10-01,4588528
2018-10-02,4554486
2018-10-03,4555627
2018-10-04,4555627
2018-10-05,4490885
2018-10-06,4446908
2018-10-07,4446908
2018-10-08,4364702
2018-10-09,4299709
2018-10-10,4350691
2018-10-11,4369130
2018-10-12,4369130
2018-10-13,4399262
2018-10-14,4405117
2018-10-15,4371050
2018-10-16,4361337
2018-10-17,4317694
2018-10-18,4285141
2018-10-19,4284987
2018-10-20,4284987
2018-10-21,4322777
2018-10-22,4358221
2018-10-23,4358221
2018-10-24,4333681
2018-10-25,4293758
2018-10-26,4286876
2018-10-27,4383246
2018-10-28,4408782
2018-10-29,4408782
2018-10-30,4372970
2018-10-31,4326847
2018-11-01,4340540
2018-11-03,4393337
2018-11-04,4503589
2018-11-05,4605717
2018-11-06,4717748
2018-11-07,4702870
2018-11-08,4641554
2018-11-09,4585282
2018-11-10,4547991
2018-11-11,4536904
2018-11-12,4472516
2018-11-13,4442304
2018-11-14,4393531
2018-11-15,4288900
2018-11-16,4163299
2018-11-17,4130405
2018-11-18,4060413
2018-11-19,4063027
2018-11-20,4003274
