date_obj,Graahk%20legs price
2016-04-24,17248
2016-04-25,17248
2016-04-26,17248
2016-04-27,17248
2016-04-28,17248
2016-04-29,17248
2016-04-30,17248
2016-05-01,17248
2016-05-02,17248
2016-05-03,17248
2016-05-04,17248
2016-05-05,17248
2016-05-06,16400
2016-05-07,16400
2016-05-08,16400
2016-05-09,16400
2016-05-10,16400
2016-05-11,16400
2016-05-12,16400
2016-05-13,16400
2016-05-14,16400
2016-05-15,16400
2016-05-16,16400
2016-05-17,16400
2016-05-18,16400
2016-05-19,16400
2016-05-22,16400
2016-05-23,15630
2016-05-24,15630
2016-05-25,15630
2016-05-26,15630
2016-05-27,15630
2016-05-28,15630
2016-05-29,15630
2016-05-30,15630
2016-05-31,15630
2016-06-01,15630
2016-06-02,15630
2016-06-03,15630
2016-06-04,15630
2016-06-05,15630
2016-06-06,15630
2016-06-07,15630
2016-06-08,15630
2016-06-09,14868
2016-06-10,14868
2016-06-11,14868
2016-06-12,14868
2016-06-13,14868
2016-06-14,14868
2016-06-15,14868
2016-06-16,14868
2016-06-17,14868
2016-06-18,14868
2016-06-19,14868
2016-06-20,14868
2016-06-21,14868
2016-06-22,14868
2016-06-23,14868
2016-06-24,14868
2016-06-25,14868
2016-06-26,14144
2016-06-27,14144
2016-06-28,14144
2016-06-29,14144
2016-06-30,14144
2016-07-01,14144
2016-07-02,14144
2016-07-03,14144
2016-07-04,14144
2016-07-05,14144
2016-07-06,14144
2016-07-07,14144
2016-07-08,14144
2016-07-09,14144
2016-07-10,14144
2016-07-11,14144
2016-07-12,14144
2016-07-13,13466
2016-07-14,13466
2016-07-15,13466
2016-07-16,13466
2016-07-17,13466
2016-07-18,13466
2016-07-23,13466
2016-07-24,13466
2016-07-25,13466
2016-07-26,13466
2016-07-27,13466
2016-07-28,13466
2016-07-29,13466
2016-07-30,13466
2016-07-31,13466
2016-08-01,13466
2016-08-02,12817
2016-08-03,12817
2016-08-04,12817
2016-08-05,12817
2016-08-06,12817
2016-08-07,12817
2016-08-08,12817
2016-08-09,12817
2016-08-10,12817
2016-08-11,12817
2016-08-12,12817
2016-08-13,12817
2016-08-14,12817
2016-08-15,12817
2016-08-16,12817
2016-08-17,12817
2016-08-18,12817
2016-08-19,12817
2016-08-20,12817
2016-08-21,12817
2016-08-22,12817
2016-08-23,12817
2016-08-24,12817
2016-08-25,12817
2016-08-26,12817
2016-08-28,12817
2016-08-31,12195
2016-09-01,12195
2016-09-02,12195
2016-09-03,12195
2016-09-04,12195
2016-09-05,12195
2016-09-06,12195
2016-09-07,12195
2016-09-08,12195
2016-09-09,12195
2016-09-10,11738
2016-09-11,11738
2016-09-12,11738
2016-09-13,11738
2016-09-14,11738
2016-09-15,11738
2016-09-16,11738
2016-09-17,11738
2016-09-18,11738
2016-09-19,11738
2016-09-20,11738
2016-09-21,11738
2016-09-22,11738
2016-09-23,11738
2016-09-24,11738
2016-09-25,11738
2016-09-26,11738
2016-09-27,11738
2016-09-28,11182
2016-09-29,11182
2016-09-30,11182
2016-10-01,11182
2016-10-02,11182
2016-10-03,11182
2016-10-04,11182
2016-10-05,11182
2016-10-06,11182
2016-10-07,11182
2016-10-08,11182
2016-10-09,11182
2016-10-10,11182
2016-10-11,11182
2016-10-12,11182
2016-10-13,11182
2016-10-14,11182
2016-10-15,11182
2016-10-16,11182
2016-10-17,11182
2016-10-18,11182
2016-10-19,11182
2016-10-20,11182
2016-10-21,11182
2016-10-22,11182
2016-10-23,11182
2016-10-24,10632
2016-10-25,10632
2016-10-26,10632
2016-10-27,10632
2016-10-28,10632
2016-10-29,10632
2016-10-30,10632
2016-10-31,10632
2016-11-01,10632
2016-11-02,10632
2016-11-03,10632
2016-11-04,10632
2016-11-05,10632
2016-11-06,10632
2016-11-07,10632
2016-11-08,10632
2016-11-09,10632
2016-11-10,10632
2016-11-11,10632
2016-11-12,10632
2016-11-13,10632
2016-11-14,10632
2016-11-15,10632
2016-12-07,9606
2016-12-08,9606
2016-12-09,9606
2016-12-10,9606
2016-12-11,9606
2016-12-12,9606
2016-12-13,9606
2016-12-14,9606
2016-12-15,9606
2016-12-16,9606
2016-12-17,9606
2016-12-18,9606
2016-12-19,9606
2016-12-20,9606
2016-12-21,9606
2016-12-22,9606
2016-12-23,9606
2016-12-24,9606
2016-12-25,9131
2016-12-26,9131
2016-12-27,9131
2016-12-28,9131
2016-12-29,9131
2016-12-30,9131
2016-12-31,9131
2017-01-01,9131
2017-01-02,9131
2017-01-03,9131
2017-01-04,9131
2017-01-05,9131
2017-01-06,9131
2017-01-07,9131
2017-01-08,9131
2017-01-09,9131
2017-01-10,9131
2017-01-11,9131
2017-01-12,8683
2017-01-13,8683
2017-01-14,8683
2017-01-15,8683
2017-01-16,8683
2017-01-17,8683
2017-01-18,8683
2017-01-19,8683
2017-01-20,8683
2017-01-21,8683
2017-01-22,8683
2017-01-23,8683
2017-01-27,8683
2017-01-28,8256
2017-01-29,8256
2017-01-30,8256
2017-01-31,8256
2017-02-01,8256
2017-02-02,8256
2017-02-03,8256
2017-02-04,8256
2017-02-05,8256
2017-02-06,8256
2017-02-07,8256
2017-02-08,8256
2017-02-09,8256
2017-02-10,8256
2017-02-11,8256
2017-02-12,8256
2017-02-13,7851
2017-02-14,7851
2017-02-15,7851
2017-02-16,7851
2017-02-18,7851
2017-02-19,7851
2017-02-20,7851
2017-02-21,7851
2017-02-22,7851
2017-02-23,7851
2017-02-24,7851
2017-02-25,7851
2017-02-26,7851
2017-02-27,7851
2017-02-28,7851
2017-03-01,7851
2017-03-02,7475
2017-03-03,7475
2017-03-04,7475
2017-03-05,7475
2017-03-06,7475
2017-03-07,7475
2017-03-08,7475
2017-03-09,7475
2017-03-10,7475
2017-03-11,7475
2017-03-12,7475
2017-03-13,7475
2017-03-14,7475
2017-03-15,7475
2017-03-16,7475
2017-03-17,7475
2017-03-18,7475
2017-03-19,7475
2017-03-20,7123
2017-03-21,7123
2017-03-22,7123
2017-03-23,7123
2017-03-24,7123
2017-03-25,7123
2017-03-26,7123
2017-03-27,7123
2017-03-28,7123
2017-03-29,7123
2017-03-30,7123
2017-03-31,7123
2017-04-01,7123
2017-04-02,7123
2017-04-03,7123
2017-04-04,7123
2017-04-12,6791
2017-04-13,6791
2017-04-14,6791
2017-04-15,6791
2017-04-16,6791
2017-04-17,6791
2017-04-18,6791
2017-04-19,6791
2017-04-20,6791
2017-04-21,6791
2017-04-22,6791
2017-04-23,6791
2017-04-24,6791
2017-04-25,6791
2017-04-26,6791
2017-04-27,6462
2017-04-28,6462
2017-04-29,6462
2017-04-30,6462
2017-05-01,6462
2017-05-02,6462
2017-05-03,6462
2017-05-04,6462
2017-05-05,6462
2017-05-06,6462
2017-05-07,6462
2017-05-08,6462
2017-05-09,6462
2017-05-10,6462
2017-05-11,6462
2017-05-12,6462
2017-05-13,6462
2017-05-14,6462
2017-05-15,6241
2017-05-16,6241
2017-05-17,6241
2017-05-18,6241
2017-05-19,6241
2017-05-20,6241
2017-05-21,6241
2017-05-22,6241
2017-05-23,6241
2017-05-24,6241
2017-05-25,6241
2017-05-26,6241
2017-05-27,6241
2017-05-28,6241
2017-05-29,6241
2017-05-30,6241
2017-05-31,6241
2017-06-01,6241
2017-06-02,6009
2017-06-03,6009
2017-06-04,6009
2017-06-05,6009
2017-06-06,6009
2017-06-07,6009
2017-06-08,6009
2017-06-09,6009
2017-06-10,6009
2017-06-11,6009
2017-06-12,6009
2017-06-13,6009
2017-06-14,6009
2017-06-15,6009
2017-06-16,6009
2017-06-17,6009
2017-06-18,6009
2017-06-19,6009
2017-06-20,5730
2017-06-21,5730
2017-06-22,5730
2017-06-23,5730
2017-06-24,5730
2017-06-25,5730
2017-06-26,5730
2017-06-27,5730
2017-06-28,5730
2017-06-29,5730
2017-06-30,5730
2017-07-01,5730
2017-07-02,5730
2017-07-03,5730
2017-07-04,5730
2017-07-05,5730
2017-07-06,5730
2017-07-07,5730
2017-07-08,5730
2017-07-13,5458
2017-07-14,5458
2017-07-15,5458
2017-07-16,5458
2017-07-17,5458
2017-07-18,5458
2017-07-19,5458
2017-07-20,5458
2017-07-21,5458
2017-07-22,5458
2017-07-23,5458
2017-07-24,5458
2017-07-25,5458
2017-07-26,5458
2017-07-27,5194
2017-07-28,5194
2017-07-29,5194
2017-07-30,5194
2017-07-31,5194
2017-08-01,5194
2017-08-02,5194
2017-08-03,5194
2017-08-04,5194
2017-08-05,5194
2017-08-06,5194
2017-08-09,5194
2017-08-10,5194
2017-08-11,5194
2017-08-12,5194
2017-08-13,5194
2017-08-14,5194
2017-08-15,5194
2017-08-16,5194
2017-08-17,4940
2017-08-18,4940
2017-08-19,4940
2017-08-20,4940
2017-08-21,4940
2017-08-22,4940
2017-08-23,4940
2017-08-24,4940
2017-08-25,4940
2017-08-26,4940
2017-08-27,4940
2017-08-28,4940
2017-08-29,4940
2017-08-30,4940
2017-08-31,4940
2017-09-01,4940
2017-09-02,4940
2017-09-03,4940
2017-09-04,4940
2017-09-05,4829
2017-09-06,4829
2017-09-07,4829
2017-09-08,4829
2017-09-09,4829
2017-09-10,4829
2017-09-11,4829
2017-09-12,4829
2017-09-13,4829
2017-09-14,4829
2017-09-15,4829
2017-09-16,4829
2017-09-17,4829
2017-09-18,4829
2017-09-19,4829
2017-09-20,4829
2017-09-21,4829
2017-09-22,4829
2017-09-23,4829
2017-09-24,4829
2017-09-25,4829
2017-09-26,4685
2017-09-27,4685
2017-09-28,4685
2017-09-29,4685
2017-09-30,4685
2017-10-01,4685
2017-10-02,4685
2017-10-03,4685
2017-10-04,4685
2017-10-05,4685
2017-10-06,4685
2017-10-07,4685
2017-10-08,4685
2017-10-09,4685
2017-10-10,4685
2017-10-11,4685
2017-10-12,4685
2017-10-13,4685
2017-10-14,4685
2017-10-15,4685
2017-10-16,4467
2017-10-17,4467
2017-10-18,4467
2017-10-19,4467
2017-10-20,4467
2017-10-21,4467
2017-10-22,4467
2017-10-23,4467
2017-10-24,4467
2017-10-25,4467
2017-10-26,4467
2017-10-27,4467
2017-10-28,4467
2017-10-29,4467
2017-10-30,4467
2017-10-31,4467
2017-11-01,4467
2017-11-02,4467
2017-11-03,4467
2017-11-04,4467
2017-11-05,4467
2017-11-06,4285
2017-11-07,4285
2017-11-08,4285
2017-11-09,4285
2017-11-10,4285
2017-11-11,4285
2017-11-12,4285
2017-11-13,4285
2017-11-14,4285
2017-11-15,4285
2017-11-16,4285
2017-11-17,4285
2017-11-18,4285
2017-11-19,4285
2017-11-20,4285
2017-11-21,4285
2017-11-22,4285
2017-11-23,4285
2017-11-24,4285
2017-11-25,4285
2017-11-26,4285
2017-11-27,4285
2017-11-28,4091
2017-11-29,4091
2017-11-30,4091
2017-12-01,4091
2017-12-02,4091
2017-12-03,4091
2017-12-04,4091
2017-12-05,4091
2017-12-06,4091
2017-12-07,4091
2017-12-08,4091
2017-12-09,4091
2017-12-10,4091
2017-12-11,4091
2017-12-12,4091
2017-12-13,4091
2017-12-14,4091
2017-12-15,4091
2017-12-16,4091
2017-12-17,4091
2017-12-18,4091
2017-12-19,4091
2017-12-20,3892
2017-12-21,3892
2017-12-22,3892
2017-12-23,3892
2017-12-24,3892
2017-12-25,3892
2017-12-26,3892
2017-12-27,3892
2017-12-28,3892
2017-12-29,3892
2017-12-30,3892
2017-12-31,3892
2018-01-01,3892
2018-01-02,3892
2018-01-03,3892
2018-01-04,3892
2018-01-05,3892
2018-01-06,3892
2018-01-07,3892
2018-01-08,3892
2018-01-09,3892
2018-01-10,3892
2018-01-11,3892
2018-01-12,3733
2018-01-13,3733
2018-01-14,3733
2018-01-15,3733
2018-01-16,3733
2018-01-17,3733
2018-01-18,3733
2018-01-19,3733
2018-01-20,3733
2018-01-21,3733
2018-01-22,3733
2018-01-23,3733
2018-01-24,3607
2018-01-25,3607
2018-01-26,3607
2018-01-27,3607
2018-01-28,3607
2018-01-29,3607
2018-01-30,3607
2018-01-31,3607
2018-02-01,3607
2018-02-02,3607
2018-02-03,3607
2018-02-04,3607
2018-02-05,3523
2018-02-06,3523
2018-02-07,3523
2018-02-08,3523
2018-02-09,3523
2018-02-10,3523
2018-02-11,3523
2018-02-12,3523
2018-02-13,3523
2018-02-14,3523
2018-02-15,3523
2018-02-16,3523
2018-02-17,3523
2018-02-18,3445
2018-02-19,3445
2018-02-20,3445
2018-02-21,3445
2018-02-22,3445
2018-02-23,3445
2018-02-24,3445
2018-02-25,3445
2018-02-26,3445
2018-02-27,3445
2018-02-28,3445
2018-03-01,3445
2018-03-02,3322
2018-03-03,3322
2018-03-04,3322
2018-03-05,3322
2018-03-06,3322
2018-03-07,3322
2018-03-08,3322
2018-03-09,3322
2018-03-10,3322
2018-03-11,3322
2018-03-12,3322
2018-03-13,3322
2018-03-14,3322
2018-03-15,3216
2018-03-16,3216
2018-03-17,3216
2018-03-18,3216
2018-03-19,3216
2018-03-20,3216
2018-03-21,3216
2018-03-23,3216
2018-03-24,3216
2018-03-25,3216
2018-03-26,3216
2018-03-27,3059
2018-03-28,3059
2018-03-29,3059
2018-03-30,3059
2018-03-31,3059
2018-04-01,3059
2018-04-02,3059
2018-04-03,3059
2018-04-04,3059
2018-04-05,3059
2018-04-06,2922
2018-04-07,2922
2018-04-08,2922
2018-04-09,2922
2018-04-10,2922
2018-04-11,2922
2018-04-12,2922
2018-04-13,2922
2018-04-14,2922
2018-04-15,2922
2018-04-16,2922
2018-04-17,2922
2018-04-18,2922
2018-04-19,2922
2018-04-20,2801
2018-04-21,2801
2018-04-22,2801
2018-04-23,2801
2018-04-24,2801
2018-04-25,2801
2018-04-26,2801
2018-04-27,2801
2018-04-28,2801
2018-04-29,2801
2018-04-30,2801
2018-05-01,2801
2018-05-03,2801
2018-05-04,2801
2018-05-05,2663
2018-05-06,2663
2018-05-07,2663
2018-05-08,2663
2018-05-09,2663
2018-05-10,2663
2018-05-11,2663
2018-05-12,2663
2018-05-13,2663
2018-05-14,2663
2018-05-15,2663
2018-05-16,2663
2018-05-17,2663
2018-05-18,2663
2018-05-19,2539
2018-05-20,2539
2018-05-21,2539
2018-05-22,2539
2018-05-23,2539
2018-05-24,2539
2018-05-25,2539
2018-05-26,2539
2018-05-27,2539
2018-05-28,2539
2018-05-29,2539
2018-05-30,2539
2018-05-31,2539
2018-06-01,2447
2018-06-02,2447
2018-06-03,2447
2018-06-04,2447
2018-06-05,2447
2018-06-06,2447
2018-06-07,2447
2018-06-08,2447
2018-06-09,2447
2018-06-10,2447
2018-06-11,2447
2018-06-12,2405
2018-06-13,2405
2018-06-14,2405
2018-06-15,2405
2018-06-16,2405
2018-06-17,2405
2018-06-18,2405
2018-06-19,2405
2018-06-20,2405
2018-06-21,2405
2018-06-22,2405
2018-06-23,2405
2018-06-24,2405
2018-06-25,2400
2018-06-26,2400
2018-06-27,2400
2018-06-28,2400
2018-06-29,2400
2018-06-30,2400
2018-07-01,2400
2018-07-02,2400
2018-07-03,2400
2018-07-04,2400
2018-07-05,2400
2018-07-06,2400
2018-07-07,2400
2018-07-08,2400
2018-07-09,2388
2018-07-10,2388
2018-07-11,2388
2018-07-12,2388
2018-07-13,2388
2018-07-14,2388
2018-07-15,2388
2018-07-16,2388
2018-07-17,2388
2018-07-18,2388
2018-07-19,2388
2018-07-20,2388
2018-07-21,2317
2018-07-22,2317
2018-07-23,2317
2018-07-24,2317
2018-07-25,2317
2018-07-26,2317
2018-07-27,2317
2018-07-28,2317
2018-07-29,2317
2018-07-30,2317
2018-07-31,2305
2018-08-01,2305
2018-08-02,2305
2018-08-03,2305
2018-08-04,2305
2018-08-05,2305
2018-08-06,2305
2018-08-07,2305
2018-08-08,2258
2018-08-09,2258
2018-08-10,2258
2018-08-11,2258
2018-08-12,2258
2018-08-14,2258
2018-08-16,2258
2018-08-17,2282
2018-08-18,2282
2018-08-19,2282
2018-08-20,2282
2018-08-21,2282
2018-08-22,2282
2018-08-23,2282
2018-08-24,2282
2018-08-25,2282
2018-08-26,2239
2018-08-27,2239
2018-08-28,2239
2018-08-29,2239
2018-08-30,2239
2018-08-31,2239
2018-09-01,2239
2018-09-02,2239
2018-09-03,2239
2018-09-04,2257
2018-09-05,2257
2018-09-06,2257
2018-09-07,2257
2018-09-08,2257
2018-09-09,2257
2018-09-10,2257
2018-09-11,2257
2018-09-12,2257
2018-09-13,2257
2018-09-14,2257
2018-09-15,2222
2018-09-16,2222
2018-09-17,2222
2018-09-18,2222
2018-09-19,2222
2018-09-20,2222
2018-09-21,2222
2018-09-22,2222
2018-09-23,2222
2018-09-24,2254
2018-09-25,2254
2018-09-26,2254
2018-09-27,2254
2018-09-28,2254
2018-09-29,2254
2018-09-30,2254
2018-10-01,2254
2018-10-02,2254
2018-10-03,2254
2018-10-04,2202
2018-10-05,2202
2018-10-06,2202
2018-10-07,2202
2018-10-08,2202
2018-10-09,2202
2018-10-10,2202
2018-10-11,2202
2018-10-12,2202
2018-10-13,2187
2018-10-14,2187
2018-10-15,2187
2018-10-16,2187
2018-10-17,2187
2018-10-18,2187
2018-10-19,2187
2018-10-20,2187
2018-10-21,2187
2018-10-22,2187
2018-10-23,2187
2018-10-24,2082
2018-10-25,2082
2018-10-26,2082
2018-10-27,2082
2018-10-28,2082
2018-10-29,2082
2018-10-30,2082
2018-10-31,2082
2018-11-01,2082
2018-11-03,2082
2018-11-04,1984
2018-11-05,1984
2018-11-06,1984
2018-11-07,1984
2018-11-08,1984
2018-11-09,1984
2018-11-10,1984
2018-11-11,1984
2018-11-12,1925
2018-11-13,1925
2018-11-14,1925
2018-11-15,1925
2018-11-16,1925
2018-11-17,1925
2018-11-18,1925
2018-11-19,1843
2018-11-20,1843
2018-11-21,1843
2018-11-22,1843
2018-11-23,1843
2018-11-24,1843
2018-11-25,1858
2018-11-26,1858
2018-11-27,1858
2018-11-28,1858
2018-11-29,1858
2018-12-01,1858
2018-12-02,1910
2018-12-03,1910
2018-12-04,1910
2018-12-05,1910
2018-12-07,1910
2018-12-09,1937
2018-12-10,1937
2018-12-11,1937
2018-12-12,1937
2018-12-13,1937
2018-12-14,1937
2018-12-15,1937
2018-12-16,1937
2018-12-17,1952
2018-12-18,1952
2018-12-19,1952
2018-12-20,1952
2018-12-21,1952
2018-12-22,1952
2018-12-23,1952
2018-12-24,1963
2018-12-25,1963
2018-12-26,1963
2018-12-27,1963
2018-12-28,1963
2018-12-29,1963
2018-12-30,1963
2018-12-31,1963
2019-01-01,1963
2019-01-02,2023
2019-01-03,2023
2019-01-04,2023
2019-01-05,2023
2019-01-06,2023
2019-01-08,2023
2019-01-10,2094
2019-01-11,2094
2019-01-12,2094
2019-01-13,2094
2019-01-14,2094
2019-01-15,2094
2019-01-16,2005
2019-01-17,2005
2019-01-18,2005
2019-01-19,2005
2019-01-20,2005
2019-01-21,2005
2019-01-22,2005
2019-01-23,1925
2019-01-24,1925
2019-01-25,1925
2019-01-26,1925
2019-01-27,1925
2019-01-28,1925
2019-01-29,1925
2019-01-30,1865
2019-01-31,1865
2019-02-01,1865
2019-02-02,1865
2019-02-03,1865
2019-02-04,1865
2019-02-05,1865
2019-02-06,1865
2019-02-07,1826
2019-02-08,1826
2019-02-09,1826
2019-02-10,1826
2019-02-11,1826
2019-02-12,1826
2019-02-13,1826
2019-02-14,1826
2019-02-15,1873
2019-02-16,1873
2019-02-17,1873
2019-02-18,1873
2019-02-19,1873
2019-02-20,1873
2019-02-21,1873
2019-02-22,1873
2019-02-23,1845
2019-02-24,1845
2019-02-25,1845
2019-02-26,1845
2019-02-27,1845
2019-02-28,1845
2019-03-01,1845
2019-03-02,1845
2019-03-03,1845
2019-03-04,1845
2019-03-05,1845
2019-03-06,1845
2019-03-07,1818
2019-03-08,1818
2019-03-09,1818
2019-03-10,1818
2019-03-11,1818
2019-03-12,1818
2019-03-13,1818
2019-03-14,1818
2019-03-15,1818
2019-03-16,1818
2019-03-17,1817
2019-03-18,1817
2019-03-19,1817
2019-03-20,1817
2019-03-21,1817
2019-03-22,1817
2019-03-23,1817
2019-03-24,1817
2019-03-25,1817
