date_obj,Magic%20shortbow%20scroll price
2015-09-03,29589
2015-09-04,29589
2015-09-05,29275
2015-09-06,29275
2015-09-07,28267
2015-09-08,28267
2015-09-09,27968
2015-09-10,27968
2015-09-11,28038
2015-09-12,28038
2015-09-13,28467
2015-09-14,28467
2015-09-15,29798
2015-09-16,29798
2015-09-17,30394
2015-09-18,30394
2015-09-19,30394
2015-09-20,29787
2015-09-21,29787
2015-09-22,29787
2015-09-23,30406
2015-09-24,30406
2015-09-25,30406
2015-09-27,30309
2015-09-28,30309
2015-09-29,30227
2015-09-30,30227
2015-10-05,29755
2015-10-06,29755
2015-10-07,29755
2015-10-08,29634
2015-10-09,29634
2015-10-10,29634
2015-10-11,29024
2015-10-12,29024
2015-10-13,29024
2015-10-14,28137
2015-10-15,28137
2015-10-16,28071
2015-10-17,28071
2015-10-18,28071
2015-10-19,27974
2015-10-20,27974
2015-10-22,29064
2015-10-23,29064
2015-10-24,28031
2015-10-25,28031
2015-10-26,28090
2015-10-27,28090
2015-10-29,28119
2015-10-30,28119
2015-10-31,28119
2015-11-01,27109
2015-11-02,27109
2015-11-03,27109
2015-11-04,26298
2015-11-05,26298
2015-11-06,26298
2015-11-07,25529
2015-11-08,25529
2015-11-09,25529
2015-11-10,25466
2015-11-11,25466
2015-11-12,25466
2015-11-13,25395
2015-11-14,25395
2015-11-15,25395
2015-11-16,26125
2015-11-17,26125
2015-11-18,26125
2015-11-19,26759
2015-11-20,26759
2015-11-21,26759
2015-11-22,27197
2015-11-23,27197
2015-11-24,27197
2015-11-25,28110
2015-11-26,28110
2015-11-27,28110
2015-11-28,29344
2015-11-29,29344
2015-11-30,30742
2015-12-01,30742
2015-12-02,30742
2015-12-03,32134
2015-12-04,32134
2015-12-05,32134
2015-12-06,31990
2015-12-07,31990
2015-12-08,31990
2015-12-09,32676
2015-12-10,32676
2015-12-11,32676
2015-12-12,33711
2015-12-13,33711
2015-12-14,33711
2015-12-15,34815
2015-12-16,34815
2015-12-17,34815
2015-12-18,34670
2015-12-19,34670
2015-12-20,33019
2015-12-21,33019
2015-12-22,33019
2015-12-23,31368
2015-12-24,31368
2015-12-25,31368
2015-12-26,30093
2015-12-27,30093
2015-12-28,29596
2015-12-29,29596
2015-12-30,29557
2015-12-31,29557
2016-01-01,29557
2016-01-02,29752
2016-01-03,29752
2016-01-04,29403
2016-01-05,29403
2016-01-06,28864
2016-01-07,28864
2016-01-08,27900
2016-01-09,27900
2016-01-10,27638
2016-01-11,27638
2016-01-12,28467
2016-01-13,28467
2016-01-14,29582
2016-01-15,29582
2016-01-16,30110
2016-01-17,30110
2016-01-18,31322
2016-01-19,31322
2016-01-20,31398
2016-01-21,31398
2016-01-22,30093
2016-01-23,30093
2016-01-24,30093
2016-01-25,29197
2016-01-26,29197
2016-01-27,29389
2016-01-28,29389
2016-01-29,29056
2016-01-30,29056
2016-01-31,29958
2016-02-01,29958
2016-02-02,30753
2016-02-03,30753
2016-02-04,31781
2016-02-05,31781
2016-02-06,32340
2016-02-07,32340
2016-02-08,32340
2016-02-09,30857
2016-02-10,30857
2016-02-11,29667
2016-02-12,29667
2016-02-13,29403
2016-02-14,29403
2016-02-15,29403
2016-02-16,28946
2016-02-17,28946
2016-02-18,28946
2016-02-19,29140
2016-02-20,29140
2016-02-21,29900
2016-02-22,29900
2016-02-23,30177
2016-02-24,30177
2016-02-25,29996
2016-02-26,29996
2016-02-27,29036
2016-02-28,29036
2016-02-29,27983
2016-03-01,27983
2016-03-02,28404
2016-03-03,28404
2016-03-04,29433
2016-03-05,29433
2016-03-06,29265
2016-03-07,29265
2016-03-08,30492
2016-03-09,30492
2016-03-10,31046
2016-03-11,31046
2016-03-12,30843
2016-03-13,30843
2016-03-14,29541
2016-03-15,29541
2016-03-16,28091
2016-03-17,28091
2016-03-18,28036
2016-03-19,28036
2016-03-20,28973
2016-03-21,28973
2016-03-22,28987
2016-03-23,28987
2016-03-24,28475
2016-03-25,28475
2016-03-26,28069
2016-03-27,28069
2016-03-28,28634
2016-03-29,28634
2016-03-30,28219
2016-03-31,28219
2016-04-01,28031
2016-04-02,28031
2016-04-03,26870
2016-04-04,26870
2016-04-05,25957
2016-04-06,25957
2016-04-07,26783
2016-04-08,26783
2016-04-09,27696
2016-04-10,27696
2016-04-11,28756
2016-04-12,28756
2016-04-13,27603
2016-04-14,27603
2016-04-15,27502
2016-04-16,27502
2016-04-17,26771
2016-04-18,26771
2016-04-19,26704
2016-04-20,26704
2016-04-21,26068
2016-04-22,26068
2016-04-23,26068
2016-04-24,26422
2016-04-25,26422
2016-04-26,26808
2016-04-27,26808
2016-04-28,27398
2016-04-29,27398
2016-04-30,27726
2016-05-01,27726
2016-05-02,28679
2016-05-03,28679
2016-05-04,28589
2016-05-05,28589
2016-05-06,28529
2016-05-07,28529
2016-05-08,29607
2016-05-09,29607
2016-05-10,29274
2016-05-11,29274
2016-05-12,28297
2016-05-13,28297
2016-05-14,27647
2016-05-15,27647
2016-05-16,27851
2016-05-17,27851
2016-05-18,27707
2016-05-19,27707
2016-05-22,26325
2016-05-23,26325
2016-05-24,26332
2016-05-25,26332
2016-05-26,27200
2016-05-27,27200
2016-05-28,25902
2016-05-29,24943
2016-05-30,24943
2016-05-31,25947
2016-06-01,25947
2016-06-02,25593
2016-06-03,25593
2016-06-04,26388
2016-06-05,26388
2016-06-06,26069
2016-06-07,26069
2016-06-08,25837
2016-06-09,25837
2016-06-10,26328
2016-06-11,26328
2016-06-12,26666
2016-06-13,26666
2016-06-14,27680
2016-06-15,27680
2016-06-16,27680
2016-06-17,27500
2016-06-18,27500
2016-06-19,28087
2016-06-20,28087
2016-06-21,28722
2016-06-22,28722
2016-06-23,28529
2016-06-24,28529
2016-06-25,28307
2016-06-26,28307
2016-06-27,28307
2016-06-28,29085
2016-06-29,29085
2016-06-30,27650
2016-07-01,27650
2016-07-02,26790
2016-07-03,26790
2016-07-04,26410
2016-07-05,26410
2016-07-06,27010
2016-07-07,27010
2016-07-08,26370
2016-07-09,26370
2016-07-10,27032
2016-07-11,27032
2016-07-12,27630
2016-07-13,27630
2016-07-14,28470
2016-07-15,28470
2016-07-16,28470
2016-07-17,28357
2016-07-18,28357
2016-07-23,28003
2016-07-24,28122
2016-07-25,28122
2016-07-26,28122
2016-07-27,27576
2016-07-28,27576
2016-07-29,27547
2016-07-30,27547
2016-07-31,27547
2016-08-01,28240
2016-08-02,28240
2016-08-03,27311
2016-08-04,27311
2016-08-05,27311
2016-08-06,26877
2016-08-07,26877
2016-08-08,26877
2016-08-09,27699
2016-08-10,27699
2016-08-11,27699
2016-08-12,27080
2016-08-13,27080
2016-08-14,27080
2016-08-15,26597
2016-08-16,26597
2016-08-17,26597
2016-08-18,26107
2016-08-19,26107
2016-08-20,25743
2016-08-21,25743
2016-08-22,25743
2016-08-23,26469
2016-08-24,26469
2016-08-25,26469
2016-08-26,25193
2016-08-28,26380
2016-08-31,27063
2016-09-01,27063
2016-09-02,27063
2016-09-03,27815
2016-09-04,27815
2016-09-05,28220
2016-09-06,28220
2016-09-07,28220
2016-09-08,28746
2016-09-09,28746
2016-09-10,29937
2016-09-11,29937
2016-09-12,29937
2016-09-13,30332
2016-09-14,30332
2016-09-15,30332
2016-09-16,30682
2016-09-17,30682
2016-09-18,30682
2016-09-19,30293
2016-09-20,30293
2016-09-21,30293
2016-09-22,29093
2016-09-23,29093
2016-09-24,29093
2016-09-25,28280
2016-09-26,28280
2016-09-27,28280
2016-09-28,27977
2016-09-29,27977
2016-09-30,28389
2016-10-01,28389
2016-10-02,28389
2016-10-03,28032
2016-10-04,28032
2016-10-05,28032
2016-10-06,28109
2016-10-07,28109
2016-10-08,28109
2016-10-09,27691
2016-10-10,27691
2016-10-11,27691
2016-10-12,27720
2016-10-13,27720
2016-10-14,28321
2016-10-15,28321
2016-10-16,28321
2016-10-17,27839
2016-10-18,27839
2016-10-19,27839
2016-10-20,26857
2016-10-21,26857
2016-10-22,26857
2016-10-23,27128
2016-10-24,27128
2016-10-25,27128
2016-10-26,27524
2016-10-27,27524
2016-10-28,27524
2016-10-29,27896
2016-10-30,27896
2016-10-31,28787
2016-11-01,28787
2016-11-02,28787
2016-11-03,28480
2016-11-04,28480
2016-11-05,28480
2016-11-06,27969
2016-11-07,27969
2016-11-08,27969
2016-11-09,26777
2016-11-10,26777
2016-11-11,26777
2016-11-12,27546
2016-11-13,27546
2016-11-14,27546
2016-12-07,28917
2016-12-08,29056
2016-12-09,29056
2016-12-10,29056
2016-12-11,28718
2016-12-12,28718
2016-12-13,28718
2016-12-14,28171
2016-12-15,28171
2016-12-16,28171
2016-12-17,28716
2016-12-18,28716
2016-12-19,28716
2016-12-20,28310
2016-12-21,28310
2016-12-22,28310
2016-12-23,28339
2016-12-24,28339
2016-12-25,28339
2016-12-26,27453
2016-12-27,27453
2016-12-28,27702
2016-12-29,27702
2016-12-30,27702
2016-12-31,27420
2017-01-01,27420
2017-01-02,27800
2017-01-03,27800
2017-01-04,28678
2017-01-05,28678
2017-01-06,28678
2017-01-07,29250
2017-01-08,29250
2017-01-09,27876
2017-01-10,27876
2017-01-11,27120
2017-01-12,27144
2017-01-13,27144
2017-01-14,27460
2017-01-15,27460
2017-01-16,27453
2017-01-17,27453
2017-01-18,26758
2017-01-19,26758
2017-01-20,25842
2017-01-21,25842
2017-01-22,26690
2017-01-27,27135
2017-01-28,27207
2017-01-29,27207
2017-01-30,28074
2017-01-31,28074
2017-02-01,27541
2017-02-02,27541
2017-02-03,27103
2017-02-04,26951
2017-02-05,26951
2017-02-06,26781
2017-02-07,26781
2017-02-08,25770
2017-02-09,25770
2017-02-10,25702
2017-02-11,25702
2017-02-12,25403
2017-02-13,25403
2017-02-14,25323
2017-02-15,25323
2017-02-16,25141
2017-02-18,25227
2017-02-19,25133
2017-02-20,25133
2017-02-21,24454
2017-02-22,24454
2017-02-23,24073
2017-02-24,24073
2017-02-25,24237
2017-02-26,24237
2017-02-27,23831
2017-02-28,23870
2017-03-01,23870
2017-03-02,23464
2017-03-03,23464
2017-03-04,23449
2017-03-05,23449
2017-03-06,23636
2017-03-07,23636
2017-03-08,24619
2017-03-09,24619
2017-03-10,25228
2017-03-11,25518
2017-03-12,25518
2017-03-13,25453
2017-03-14,25686
2017-03-15,25686
2017-03-16,25698
2017-03-17,25698
2017-03-18,26225
2017-03-19,27000
2017-03-20,27253
2017-03-21,27253
2017-03-22,27561
2017-03-23,27561
2017-03-24,26182
2017-03-25,26182
2017-03-26,25111
2017-03-27,25111
2017-03-28,25254
2017-03-29,25433
2017-03-30,25433
2017-03-31,25367
2017-04-01,25367
2017-04-02,25799
2017-04-03,26560
2017-04-04,26560
2017-04-12,26764
2017-04-13,27035
2017-04-14,27035
2017-04-15,27966
2017-04-16,28804
2017-04-17,29906
2017-04-18,29906
2017-04-19,30538
2017-04-20,30538
2017-04-21,31306
2017-04-22,31306
2017-04-23,29787
2017-04-24,30266
2017-04-25,31280
2017-04-26,31280
2017-04-27,31197
2017-04-28,32003
2017-04-29,31290
2017-04-30,31442
2017-05-01,31442
2017-05-02,30485
2017-05-03,30485
2017-05-04,30115
2017-05-05,29443
2017-05-06,29443
2017-05-07,29844
2017-05-08,29844
2017-05-09,29684
2017-05-10,29684
2017-05-11,29361
2017-05-12,28982
2017-05-13,29895
2017-05-14,29895
2017-05-15,29836
2017-05-16,29639
2017-05-17,29639
2017-05-18,29574
2017-05-19,29574
2017-05-20,29505
2017-05-21,29505
2017-05-22,29733
2017-05-23,29733
2017-05-24,29810
2017-05-25,29810
2017-05-26,29398
2017-05-27,29398
2017-05-28,29884
2017-05-29,29884
2017-05-30,30149
2017-05-31,30149
2017-06-01,30038
2017-06-02,30038
2017-06-03,29929
2017-06-06,29679
2017-06-07,29433
2017-06-08,29433
2017-06-09,28650
2017-06-10,27955
2017-06-11,27101
2017-06-12,27101
2017-06-13,25781
2017-06-14,25781
2017-06-15,25750
2017-06-16,26954
2017-06-17,26954
2017-06-18,27746
2017-06-19,27746
2017-06-20,28256
2017-06-21,28374
2017-06-22,28374
2017-06-23,28335
2017-06-24,28151
2017-06-25,28151
2017-06-26,27638
2017-06-27,27474
2017-06-28,27474
2017-06-29,27892
2017-06-30,27605
2017-07-01,27605
2017-07-02,27257
2017-07-03,27738
2017-07-04,28034
2017-07-05,28034
2017-07-06,28044
2017-07-07,28044
2017-07-08,28245
2017-07-13,29204
2017-07-14,28877
2017-07-15,28877
2017-07-16,28976
2017-07-17,28589
2017-07-18,28589
2017-07-19,29177
2017-07-20,29003
2017-07-21,28348
2017-07-22,28518
2017-07-23,28635
2017-07-24,28635
2017-07-25,28379
2017-07-26,28728
2017-07-27,28562
2017-07-28,28562
2017-07-29,28458
2017-07-30,28492
2017-07-31,28492
2017-08-01,28842
2017-08-02,28449
2017-08-03,28449
2017-08-04,28425
2017-08-05,28283
2017-08-06,28283
2017-08-09,28979
2017-08-10,28262
2017-08-11,28262
2017-08-12,27743
2017-08-13,27743
2017-08-14,27293
2017-08-15,27296
2017-08-16,27296
2017-08-17,28122
2017-08-18,28122
2017-08-19,29385
2017-08-20,30285
2017-08-21,30285
2017-08-22,30387
2017-08-23,30387
2017-08-24,29803
2017-08-25,29803
2017-08-26,29271
2017-08-27,28744
2017-08-28,28744
2017-08-29,28109
2017-08-30,26772
2017-08-31,26772
2017-09-01,27031
2017-09-02,27231
2017-09-03,27231
2017-09-04,25869
2017-09-05,25004
2017-09-06,25004
2017-09-07,24476
2017-09-08,24476
2017-09-09,24159
2017-09-10,24554
2017-09-11,24554
2017-09-12,24339
2017-09-13,24014
2017-09-14,23819
2017-09-15,23819
2017-09-16,23658
2017-09-17,24235
2017-09-19,24908
2017-09-20,25918
2017-09-21,25918
2017-09-22,26089
2017-09-23,26089
2017-09-24,26261
2017-09-25,26261
2017-09-26,25660
2017-09-27,25660
2017-09-28,24380
2017-09-29,24084
2017-09-30,24084
2017-10-01,24488
2017-10-02,24488
2017-10-03,24059
2017-10-04,24059
2017-10-05,23851
2017-10-06,23851
2017-10-07,23550
2017-10-08,23550
2017-10-09,22853
2017-10-10,22853
2017-10-11,23327
2017-10-12,23147
2017-10-13,23147
2017-10-14,22306
2017-10-15,22306
2017-10-16,21756
2017-10-17,21756
2017-10-18,21317
2017-10-19,21317
2017-10-20,20991
2017-10-21,20991
2017-10-22,21379
2017-10-23,21379
2017-10-24,21841
2017-10-25,22837
2017-10-26,22837
2017-10-27,22821
2017-10-28,22821
2017-10-29,22554
2017-10-30,22554
2017-10-31,22635
2017-11-01,22635
2017-11-02,22797
2017-11-03,22797
2017-11-04,22898
2017-11-05,22898
2017-11-06,23003
2017-11-07,23003
2017-11-08,22819
2017-11-09,22717
2017-11-10,22717
2017-11-11,22826
2017-11-12,22342
2017-11-13,22342
2017-11-14,22405
2017-11-15,22405
2017-11-16,23054
2017-11-17,23054
2017-11-18,23346
2017-11-19,23694
2017-11-20,23694
2017-11-21,23620
2017-11-22,23620
2017-11-23,23060
2017-11-24,23060
2017-11-25,22621
2017-11-26,22504
2017-11-27,22504
2017-11-28,23235
2017-11-29,23235
2017-11-30,22929
2017-12-01,22744
2017-12-02,22744
2017-12-03,23042
2017-12-04,23042
2017-12-05,23955
2017-12-06,23955
2017-12-07,23492
2017-12-08,23492
2017-12-09,22799
2017-12-10,23442
2017-12-11,23442
2017-12-12,23263
2017-12-14,23499
2017-12-15,23346
2017-12-16,23346
2017-12-17,23561
2017-12-18,23578
2017-12-19,23578
2017-12-20,23026
2017-12-21,23740
2017-12-22,23740
2017-12-23,23745
2017-12-24,23745
2017-12-25,23545
2017-12-26,23297
2017-12-27,23184
2017-12-28,23184
2017-12-29,23642
2017-12-30,24076
2017-12-31,24076
2018-01-01,24311
2018-01-02,24311
2018-01-03,23947
2018-01-04,23947
2018-01-05,23180
2018-01-06,23394
2018-01-07,23394
2018-01-08,23971
2018-01-09,23879
2018-01-10,23879
2018-01-11,23923
2018-01-12,23923
2018-01-13,22745
2018-01-14,21607
2018-01-15,20625
2018-01-16,20339
2018-01-17,20501
2018-01-18,20634
2018-01-19,20634
2018-01-20,20203
2018-01-21,20203
2018-01-22,20867
2018-01-23,20976
2018-01-25,20691
2018-01-26,20847
2018-01-27,21017
2018-01-28,21002
2018-01-29,21790
2018-01-31,22157
2018-02-01,22566
2018-02-02,22333
2018-02-03,22677
2018-02-04,22675
2018-02-05,23803
2018-02-06,23596
2018-02-07,22919
2018-02-08,22919
2018-02-09,23378
2018-02-10,23991
2018-02-11,24834
2018-02-12,23919
2018-02-13,23444
2018-02-14,24170
2018-02-15,24898
2018-02-16,25670
2018-02-17,26456
2018-02-18,27430
2018-02-19,26989
2018-02-20,27321
2018-02-21,27601
2018-02-22,26428
2018-02-23,26056
2018-02-24,26056
2018-02-25,25345
2018-02-26,24658
2018-02-27,23765
2018-02-28,22848
2018-03-01,22493
2018-03-02,22003
2018-03-03,21953
2018-03-04,21953
2018-03-05,21951
2018-03-06,22165
2018-03-07,22224
2018-03-08,22167
2018-03-09,21726
2018-03-10,22262
2018-03-11,22221
2018-03-12,22259
2018-03-13,23045
2018-03-14,23678
2018-03-15,23707
2018-03-16,23720
2018-03-17,23865
2018-03-18,24576
2018-03-19,24576
2018-03-20,25103
2018-03-21,25876
2018-03-23,26646
2018-03-24,25805
2018-03-26,23967
2018-03-27,24627
2018-03-28,24627
2018-03-29,24654
2018-03-30,24286
2018-03-31,24344
2018-04-01,25518
2018-04-02,26162
2018-04-03,25926
2018-04-04,25192
2018-04-05,25192
2018-04-06,25142
2018-04-07,25142
2018-04-08,24939
2018-04-09,25348
2018-04-10,25708
2018-04-11,25710
2018-04-12,26001
2018-04-13,26001
2018-04-14,25819
2018-04-15,24888
2018-04-16,24888
2018-04-17,25635
2018-04-18,26634
2018-04-19,27239
2018-04-20,27259
2018-04-21,27535
2018-04-22,27535
2018-04-23,27069
2018-04-24,27576
2018-04-25,28282
2018-04-26,28282
2018-04-27,29192
2018-04-28,29376
2018-04-29,29026
2018-04-30,28860
2018-05-01,28555
2018-05-04,31585
2018-05-05,30611
2018-05-06,30611
2018-05-07,30993
2018-05-08,30282
2018-05-09,29847
2018-05-10,29496
2018-05-11,28861
2018-05-12,27925
2018-05-13,27925
2018-05-14,26834
2018-05-15,26224
2018-05-16,26737
2018-05-17,27294
2018-05-18,27063
2018-05-19,28286
2018-05-20,28155
2018-05-21,28509
2018-05-22,28509
2018-05-23,29293
2018-05-24,29057
2018-05-25,28669
2018-05-26,28267
2018-05-27,28267
2018-05-28,28172
2018-05-29,28406
2018-05-30,29134
2018-05-31,28618
2018-06-01,29774
2018-06-02,28905
2018-06-03,28573
2018-06-04,27361
2018-06-05,27107
2018-06-06,27432
2018-06-07,27432
2018-06-08,27378
2018-06-09,27378
2018-06-10,26653
2018-06-11,27613
2018-06-12,27597
2018-06-13,27086
2018-06-14,26812
2018-06-15,26061
2018-06-16,25648
2018-06-17,24839
2018-06-18,24498
2018-06-19,24513
2018-06-20,24513
2018-06-21,25515
2018-06-22,25670
2018-06-23,25670
2018-06-24,24765
2018-06-25,23958
2018-06-26,24168
2018-06-27,23994
2018-06-28,24367
2018-06-29,24091
2018-06-30,24166
2018-07-01,24879
2018-07-02,24167
2018-07-03,23705
2018-07-04,23758
2018-07-05,22619
2018-07-06,21612
2018-07-07,22083
2018-07-08,22554
2018-07-09,23627
2018-07-10,24476
2018-07-11,23921
2018-07-12,24366
2018-07-13,24984
2018-07-14,24566
2018-07-15,24566
2018-07-16,24265
2018-07-17,24809
2018-07-18,25464
2018-07-19,26014
2018-07-20,25035
2018-07-21,25017
2018-07-22,24256
2018-07-23,24084
2018-07-24,24662
2018-07-25,25250
2018-07-26,26005
2018-07-27,26824
2018-07-28,27570
2018-07-29,27687
2018-07-30,27901
2018-07-31,28194
2018-08-01,28194
2018-08-02,28561
2018-08-03,27848
2018-08-04,27630
2018-08-05,28116
2018-08-06,28900
2018-08-07,30036
2018-08-08,28653
2018-08-09,29302
2018-08-10,29268
2018-08-11,30137
2018-08-12,29074
2018-08-14,31249
2018-08-16,30480
2018-08-17,29531
2018-08-18,28054
2018-08-19,28171
2018-08-20,28488
2018-08-21,29882
2018-08-22,31136
2018-08-23,31474
2018-08-24,31706
2018-08-25,30129
2018-08-26,30313
2018-08-27,30282
2018-08-28,30521
2018-08-29,29648
2018-08-30,29180
2018-08-31,28021
2018-09-01,27807
2018-09-02,26606
2018-09-03,27233
2018-09-04,27253
2018-09-05,28094
2018-09-06,28094
2018-09-07,27737
2018-09-08,26835
2018-09-09,27434
2018-09-10,28350
2018-09-11,28350
2018-09-12,28657
2018-09-13,28432
2018-09-14,27554
2018-09-15,27401
2018-09-16,26126
2018-09-17,25592
2018-09-18,25842
2018-09-19,27037
2018-09-20,27821
2018-09-21,27947
2018-09-22,28602
2018-09-23,28679
2018-09-24,28053
2018-09-25,28053
2018-09-26,27726
2018-09-27,29095
2018-09-28,28294
2018-09-29,28099
2018-09-30,27046
2018-10-02,26830
2018-10-03,26383
2018-10-04,26772
2018-10-05,26235
2018-10-06,24961
2018-10-07,24548
2018-10-08,24105
2018-10-09,23288
2018-10-10,22275
2018-10-11,22163
2018-10-12,22869
2018-10-13,23783
2018-10-14,24907
2018-10-15,26079
2018-10-16,26747
2018-10-17,26040
2018-10-18,25620
2018-10-19,24931
2018-10-20,25437
2018-10-21,25933
2018-10-22,25593
2018-10-23,26601
2018-10-24,25394
2018-10-25,25500
2018-10-26,25335
2018-10-27,24682
2018-10-28,25056
2018-10-29,24965
2018-10-30,24882
2018-10-31,24303
2018-11-01,24174
2018-11-03,24170
2018-11-04,24512
2018-11-05,23937
2018-11-06,23899
2018-11-07,23610
2018-11-08,22793
2018-11-09,23312
2018-11-10,23169
2018-11-11,22397
2018-11-12,23037
2018-11-13,23594
2018-11-14,23690
2018-11-15,22863
2018-11-16,22263
2018-11-17,23007
2018-11-18,21922
2018-11-19,22187
2018-11-20,22459
2018-11-21,22850
2018-11-22,22927
2018-11-23,22277
2018-11-24,21943
2018-11-25,21845
2018-11-26,21516
2018-11-27,22256
2018-11-28,22541
2018-11-29,21825
2018-12-01,21858
2018-12-02,21487
2018-12-03,21518
2018-12-04,21623
2018-12-05,22130
2018-12-07,23779
2018-12-09,24473
2018-12-10,24676
2018-12-11,25677
2018-12-12,25084
2018-12-13,23940
2018-12-14,23013
2018-12-15,22732
2018-12-16,23044
2018-12-17,22770
2018-12-18,22238
2018-12-19,22983
2018-12-20,23578
2018-12-21,24664
2018-12-22,25065
2018-12-23,25491
2018-12-24,24216
2018-12-25,23685
2018-12-26,23349
2018-12-27,24219
2018-12-28,24736
2018-12-29,24508
2018-12-30,23786
2018-12-31,23737
2019-01-01,23657
2019-01-02,23136
2019-01-03,23145
2019-01-04,23141
2019-01-05,22948
2019-01-06,21818
2019-01-08,21810
2019-01-10,21607
2019-01-11,20915
2019-01-12,20413
2019-01-13,20105
2019-01-14,20169
2019-01-15,20090
2019-01-16,20738
2019-01-17,21505
2019-01-18,21097
2019-01-19,21402
2019-01-20,22004
2019-01-21,22091
2019-01-22,21723
2019-01-23,21079
2019-01-24,20936
2019-01-25,21810
2019-01-26,21689
2019-01-27,22237
2019-01-28,23016
2019-01-29,22349
2019-01-30,23001
2019-01-31,23806
2019-02-01,24637
2019-02-02,23906
2019-02-03,24890
2019-02-04,26135
2019-02-05,25532
2019-02-06,25405
2019-02-07,24205
2019-02-08,23765
2019-02-09,23627
2019-02-10,23136
2019-02-11,22645
2019-02-12,22438
2019-02-13,21881
2019-02-14,21544
2019-02-15,21460
2019-02-16,20984
2019-02-17,21751
2019-02-18,22657
2019-02-19,22792
2019-02-20,22977
2019-02-21,22541
2019-02-22,21424
2019-02-23,22207
2019-02-24,22452
2019-02-25,22095
2019-02-26,22022
2019-02-27,21463
2019-02-28,21064
2019-03-01,21799
2019-03-02,22701
2019-03-03,23809
2019-03-04,24626
2019-03-05,25670
2019-03-06,24947
2019-03-07,24218
2019-03-08,23908
2019-03-09,24071
2019-03-10,23627
2019-03-11,24520
2019-03-12,24542
2019-03-13,25461
2019-03-14,25588
2019-03-15,24958
2019-03-16,24480
2019-03-17,24834
2019-03-18,24848
2019-03-19,23944
2019-03-20,23669
2019-03-21,23112
2019-03-22,23339
2019-03-23,23341
2019-03-24,23004
2019-03-25,22815
2019-03-26,22531
2019-03-27,22125
2019-03-28,22403
2019-03-29,22279
2019-03-30,21739
2019-03-31,22556
2019-04-01,22639
2019-04-02,22336
2019-04-03,21849
