date_obj,Infinity%20hat price
2015-03-26,3290770
2015-03-27,3290770
2015-03-28,3290770
2015-03-29,3290770
2015-03-30,3290770
2015-03-31,3290770
2015-04-01,3290770
2015-04-02,3290770
2015-04-03,3437522
2015-04-04,3437522
2015-04-05,3437522
2015-04-06,3437522
2015-04-07,3437522
2015-04-08,3437522
2015-04-09,3437522
2015-04-10,3437522
2015-04-11,3437522
2015-04-12,3437522
2015-04-13,3437522
2015-04-14,3437522
2015-04-15,3591162
2015-04-16,3591162
2015-04-17,3591162
2015-04-18,3591162
2015-04-19,3591162
2015-04-20,3591162
2015-04-21,3591162
2015-04-22,3591162
2015-04-23,3591162
2015-04-24,3591162
2015-04-25,3753715
2015-04-26,3753715
2015-04-27,3753715
2015-04-28,3753715
2015-04-29,3753715
2015-04-30,3753715
2015-05-01,3753715
2015-05-02,3753715
2015-05-03,3753715
2015-05-04,3922480
2015-05-05,3922480
2015-05-06,3922480
2015-05-07,3922480
2015-05-08,3922480
2015-05-09,3922480
2015-05-10,3922480
2015-05-11,3922480
2015-05-12,3922480
2015-05-13,4084409
2015-05-14,4084409
2015-05-15,4084409
2015-05-16,4084409
2015-05-17,4084409
2015-05-18,4084409
2015-05-19,4084409
2015-05-20,4084409
2015-05-21,4084409
2015-05-22,4077123
2015-05-23,4077123
2015-05-24,4077123
2015-05-25,4077123
2015-05-26,4077123
2015-05-27,4077123
2015-05-28,4067211
2015-05-29,4067211
2015-05-30,4067211
2015-05-31,4067211
2015-06-01,4067211
2015-06-02,4170211
2015-06-03,4170211
2015-06-04,4170211
2015-06-05,4170211
2015-06-06,4170211
2015-06-07,4252442
2015-06-08,4252442
2015-06-09,4252442
2015-06-10,4252442
2015-06-11,4252442
2015-06-12,4252442
2015-06-13,4319320
2015-06-14,4319320
2015-06-15,4319320
2015-06-16,4319320
2015-06-17,4319320
2015-06-18,4319320
2015-06-19,4416186
2015-06-20,4416186
2015-06-21,4416186
2015-06-22,4416186
2015-06-23,4416186
2015-06-24,4268412
2015-06-25,4268412
2015-06-26,4268412
2015-06-27,4268412
2015-06-28,4268412
2015-06-29,4268412
2015-06-30,4186259
2015-07-01,4186259
2015-07-02,4186259
2015-07-03,4186259
2015-07-04,4186259
2015-07-05,4239851
2015-07-06,4239851
2015-07-07,4239851
2015-07-08,4239851
2015-07-09,4239851
2015-07-10,4107148
2015-07-11,4107148
2015-07-12,4107148
2015-07-13,4107148
2015-07-14,4107148
2015-07-15,3901790
2015-07-16,3901790
2015-07-17,3901790
2015-07-18,3901790
2015-07-19,3706700
2015-07-20,3706700
2015-07-21,3706700
2015-07-22,3524917
2015-07-23,3524917
2015-07-24,3524917
2015-07-25,3524917
2015-07-26,3405456
2015-07-27,3405456
2015-07-28,3405456
2015-07-29,3446723
2015-07-30,3446723
2015-07-31,3446723
2015-08-01,3446723
2015-08-02,3539994
2015-08-03,3539994
2015-08-04,3539994
2015-08-05,3539994
2015-08-06,3587963
2015-08-07,3587963
2015-08-08,3587963
2015-08-09,3587963
2015-08-10,3567285
2015-08-11,3567285
2015-08-12,3567285
2015-08-13,3567285
2015-08-14,3389885
2015-08-15,3389885
2015-08-16,3389885
2015-08-17,3389885
2015-08-18,3337006
2015-08-19,3337006
2015-08-20,3337006
2015-08-21,3337006
2015-08-22,3420261
2015-08-23,3420261
2015-08-24,3420261
2015-08-25,3420261
2015-08-26,3311011
2015-08-27,3311011
2015-08-28,3311011
2015-08-29,3231710
2015-08-30,3231710
2015-08-31,3231710
2015-09-01,3231710
2015-09-02,3144062
2015-09-03,3144062
2015-09-04,3144062
2015-09-05,3144062
2015-09-06,3027901
2015-09-07,3027901
2015-09-08,3027901
2015-09-09,2888110
2015-09-10,2888110
2015-09-11,2888110
2015-09-12,2853969
2015-09-13,2853969
2015-09-14,2853969
2015-09-15,2868388
2015-09-16,2868388
2015-09-17,2868388
2015-09-18,2868388
2015-09-19,2887512
2015-09-20,2887512
2015-09-21,2887512
2015-09-22,2887512
2015-09-23,2792838
2015-09-24,2792838
2015-09-25,2792838
2015-09-27,2894313
2015-09-28,2894313
2015-09-29,2894313
2015-09-30,2811222
2015-10-05,2811599
2015-10-06,2811599
2015-10-07,2811599
2015-10-08,2792776
2015-10-09,2792776
2015-10-10,2792776
2015-10-11,2879632
2015-10-12,2879632
2015-10-13,2879632
2015-10-14,2879632
2015-10-15,2886834
2015-10-16,2886834
2015-10-17,2886834
2015-10-18,2886834
2015-10-19,2947825
2015-10-20,2947825
2015-10-22,2947825
2015-10-23,2957571
2015-10-24,2957571
2015-10-25,2957571
2015-10-26,3006214
2015-10-27,3006214
2015-10-29,3006214
2015-10-30,3006214
2015-10-31,3093486
2015-11-01,3093486
2015-11-02,3093486
2015-11-03,3093486
2015-11-04,3093486
2015-11-05,3000062
2015-11-06,3000062
2015-11-07,3000062
2015-11-08,3000062
2015-11-09,3060905
2015-11-10,3060905
2015-11-11,3060905
2015-11-12,3060905
2015-11-13,3114938
2015-11-14,3114938
2015-11-15,3114938
2015-11-16,3114938
2015-11-17,3078577
2015-11-18,3078577
2015-11-19,3078577
2015-11-20,3156652
2015-11-21,3156652
2015-11-22,3156652
2015-11-23,3156652
2015-11-24,3262883
2015-11-25,3262883
2015-11-26,3262883
2015-11-27,3403409
2015-11-28,3403409
2015-11-29,3403409
2015-11-30,3558980
2015-12-01,3558980
2015-12-02,3558980
2015-12-03,3717508
2015-12-04,3717508
2015-12-05,3717508
2015-12-06,3873119
2015-12-07,3873119
2015-12-08,3873119
2015-12-09,3780491
2015-12-10,3780491
2015-12-11,3780491
2015-12-12,3780491
2015-12-13,3891140
2015-12-14,3891140
2015-12-15,3891140
2015-12-16,3891140
2015-12-17,3827974
2015-12-18,3827974
2015-12-19,3827974
2015-12-20,3941400
2015-12-21,3941400
2015-12-22,3941400
2015-12-23,3941400
2015-12-24,4066682
2015-12-25,4066682
2015-12-26,4066682
2015-12-27,4066682
2015-12-28,4013536
2015-12-29,4013536
2015-12-31,4126357
2016-01-01,4126357
2016-01-02,4126357
2016-01-03,4223163
2016-01-04,4223163
2016-01-05,4223163
2016-01-06,4223163
2016-01-07,4125397
2016-01-08,4125397
2016-01-09,4125397
2016-01-10,4125397
2016-01-11,4026868
2016-01-12,4026868
2016-01-13,4026868
2016-01-14,3884136
2016-01-15,3884136
2016-01-16,3884136
2016-01-17,3832166
2016-01-18,3832166
2016-01-19,3832166
2016-01-20,3821851
2016-01-21,3821851
2016-01-22,3821851
2016-01-23,3821851
2016-01-24,3943295
2016-01-25,3943295
2016-01-26,3943295
2016-01-27,3944249
2016-01-28,3944249
2016-01-29,3944249
2016-01-30,3944249
2016-01-31,3932386
2016-02-01,3932386
2016-02-02,3932386
2016-02-03,3983671
2016-02-04,3983671
2016-02-05,3983671
2016-02-06,3983671
2016-02-07,4012840
2016-02-08,4012840
2016-02-09,4012840
2016-02-10,4012840
2016-02-11,4153911
2016-02-12,4153911
2016-02-13,4153911
2016-02-14,4153911
2016-02-15,4148772
2016-02-16,4148772
2016-02-17,4148772
2016-02-18,4148772
2016-02-19,4224381
2016-02-20,4224381
2016-02-21,4224381
2016-02-22,4224381
2016-02-23,4344575
2016-02-24,4344575
2016-02-25,4344575
2016-02-26,4344575
2016-02-27,4433172
2016-02-28,4433172
2016-02-29,4433172
2016-03-01,4433172
2016-03-02,4394808
2016-03-03,4394808
2016-03-04,4394808
2016-03-05,4394808
2016-03-06,4351284
2016-03-07,4351284
2016-03-08,4351284
2016-03-09,4351284
2016-03-10,4310758
2016-03-11,4310758
2016-03-12,4310758
2016-03-13,4310758
2016-03-14,4246998
2016-03-15,4246998
2016-03-16,4246998
2016-03-17,4246998
2016-03-18,4157076
2016-03-19,4157076
2016-03-20,4157076
2016-03-22,3962388
2016-03-23,3962388
2016-03-24,3962388
2016-03-25,3764268
2016-03-26,3764268
2016-03-27,3764268
2016-03-28,3657808
2016-03-29,3657808
2016-03-30,3657808
2016-03-31,3657808
2016-04-01,3544338
2016-04-02,3544338
2016-04-03,3544338
2016-04-04,3372368
2016-04-05,3372368
2016-04-06,3372368
2016-04-07,3372368
2016-04-08,3296913
2016-04-09,3296913
2016-04-10,3296913
2016-04-11,3296913
2016-04-12,3246469
2016-04-13,3246469
2016-04-14,3246469
2016-04-15,3229750
2016-04-16,3229750
2016-04-17,3229750
2016-04-18,3362780
2016-04-19,3362780
2016-04-20,3362780
2016-04-21,3362780
2016-04-22,3438266
2016-04-23,3438266
2016-04-24,3438266
2016-04-25,3372299
2016-04-26,3372299
2016-04-27,3372299
2016-04-28,3343344
2016-04-29,3343344
2016-04-30,3343344
2016-05-01,3359266
2016-05-02,3359266
2016-05-03,3359266
2016-05-04,3324679
2016-05-05,3324679
2016-05-06,3324679
2016-05-07,3179988
2016-05-08,3179988
2016-05-09,3179988
2016-05-10,3226668
2016-05-11,3226668
2016-05-12,3226668
2016-05-13,3219799
2016-05-14,3219799
2016-05-15,3219799
2016-05-16,3141259
2016-05-17,3141259
2016-05-18,3151699
2016-05-19,3151699
2016-05-22,3060078
2016-05-23,2918546
2016-05-24,2918546
2016-05-25,2918546
2016-05-26,2901052
2016-05-27,2901052
2016-05-28,2901052
2016-05-29,2895437
2016-05-30,2895437
2016-05-31,2895437
2016-06-01,2834246
2016-06-02,2834246
2016-06-03,2834246
2016-06-04,2825074
2016-06-05,2825074
2016-06-06,2825074
2016-06-07,2915349
2016-06-08,2915349
2016-06-09,2915349
2016-06-10,2908961
2016-06-11,2908961
2016-06-12,2908961
2016-06-13,2908961
2016-06-14,2994395
2016-06-15,2994395
2016-06-16,2994395
2016-06-17,2963583
2016-06-18,2963583
2016-06-19,2963583
2016-06-20,3027019
2016-06-21,3027019
2016-06-22,3027019
2016-06-23,3163542
2016-06-24,3163542
2016-06-25,3163542
2016-06-26,3163542
2016-06-27,3094457
2016-06-28,3094457
2016-06-29,3094457
2016-06-30,2956980
2016-07-01,2956980
2016-07-02,2956980
2016-07-03,2927054
2016-07-04,2927054
2016-07-05,2927054
2016-07-06,3053313
2016-07-07,3053313
2016-07-08,3053313
2016-07-09,2973542
2016-07-10,2973542
2016-07-11,2973542
2016-07-12,2899746
2016-07-13,2899746
2016-07-14,2899746
2016-07-15,2899746
2016-07-16,2866466
2016-07-17,2866466
2016-07-18,2866466
2016-07-23,2791991
2016-07-24,2911611
2016-07-25,2911611
2016-07-26,2911611
2016-07-27,2911611
2016-07-28,2877466
2016-07-29,2877466
2016-07-30,2877466
2016-07-31,2785996
2016-08-01,2785996
2016-08-02,2785996
2016-08-03,2777380
2016-08-04,2777380
2016-08-05,2777380
2016-08-06,2777380
2016-08-07,2709698
2016-08-08,2709698
2016-08-09,2709698
2016-08-10,2646475
2016-08-11,2646475
2016-08-12,2646475
2016-08-13,2646475
2016-08-14,2676785
2016-08-15,2676785
2016-08-16,2676785
2016-08-17,2676785
2016-08-18,2730512
2016-08-19,2730512
2016-08-20,2730512
2016-08-21,2773204
2016-08-22,2773204
2016-08-23,2773204
2016-08-24,2773204
2016-08-25,2752381
2016-08-26,2752381
2016-08-28,2752381
2016-08-31,2671886
2016-09-01,2671886
2016-09-02,2671886
2016-09-03,2669778
2016-09-04,2669778
2016-09-05,2669778
2016-09-06,2669778
2016-09-07,2743428
2016-09-08,2743428
2016-09-09,2743428
2016-09-10,2743428
2016-09-11,2743428
2016-09-12,2708920
2016-09-13,2708920
2016-09-14,2708920
2016-09-15,2708920
2016-09-16,2718556
2016-09-17,2718556
2016-09-18,2718556
2016-09-19,2718556
2016-09-20,2726734
2016-09-21,2726734
2016-09-22,2726734
2016-09-23,2726734
2016-09-24,2727631
2016-09-25,2727631
2016-09-26,2727631
2016-09-27,2727631
2016-09-28,2853731
2016-09-29,2853731
2016-09-30,2853731
2016-10-01,2853731
2016-10-02,2848819
2016-10-03,2848819
2016-10-04,2848819
2016-10-05,2848819
2016-10-06,2901131
2016-10-07,2901131
2016-10-08,2901131
2016-10-09,2901131
2016-10-10,2942535
2016-10-11,2942535
2016-10-12,2942535
2016-10-13,2942535
2016-10-14,3045239
2016-10-15,3045239
2016-10-16,3045239
2016-10-17,3045239
2016-10-18,3010218
2016-10-19,3010218
2016-10-20,3010218
2016-10-21,3010218
2016-10-22,3010218
2016-10-23,2998361
2016-10-24,2998361
2016-10-25,2998361
2016-10-26,2998361
2016-10-27,3093482
2016-10-28,3093482
2016-10-29,3093482
2016-10-30,3093482
