date_obj,Purple%20sweets price
2015-08-12,3499
2015-08-13,3439
2015-08-14,3409
2015-08-15,3304
2015-08-16,3284
2015-08-17,3172
2015-08-18,3013
2015-08-19,2905
2015-08-20,2770
2015-08-21,2632
2015-08-22,2573
2015-08-23,2462
2015-08-24,2435
2015-08-25,2390
2015-08-26,2369
2015-08-27,2404
2015-08-28,2399
2015-08-29,2473
2015-08-30,2477
2015-08-31,2519
2015-09-01,2535
2015-09-02,2630
2015-09-03,2749
2015-09-04,2761
2015-09-05,2724
2015-09-06,2750
2015-09-07,2636
2015-09-08,2533
2015-09-09,2478
2015-09-10,2457
2015-09-11,2415
2015-09-12,2490
2015-09-13,2614
2015-09-14,2741
2015-09-15,2820
2015-09-16,2891
2015-09-17,3014
2015-09-18,3130
2015-09-19,3198
2015-09-20,3315
2015-09-21,3275
2015-09-22,3226
2015-09-23,3198
2015-09-24,3206
2015-09-25,3119
2015-09-27,3179
2015-09-28,3116
2015-09-29,3031
2015-09-30,3029
2015-10-05,3261
2015-10-06,3282
2015-10-07,3446
2015-10-08,3557
2015-10-09,3733
2015-10-10,3917
2015-10-11,3815
2015-10-12,3643
2015-10-13,3563
2015-10-14,3662
2015-10-15,3578
2015-10-16,3489
2015-10-17,3542
2015-10-18,3661
2015-10-19,3576
2015-10-20,3556
2015-10-22,3843
2015-10-23,3920
2015-10-24,3844
2015-10-25,3794
2015-10-26,3643
2015-10-27,3646
2015-10-29,3993
2015-10-30,4047
2015-10-31,4151
2015-11-01,4284
2015-11-02,4471
2015-11-03,4520
2015-11-04,4398
2015-11-05,4228
2015-11-06,4050
2015-11-07,3888
2015-11-08,3699
2015-11-09,3651
2015-11-10,3529
2015-11-11,3583
2015-11-12,3756
2015-11-13,3819
2015-11-14,3972
2015-11-15,4017
2015-11-16,3880
2015-11-17,3870
2015-11-18,3836
2015-11-19,3799
2015-11-20,3875
2015-11-21,3882
2015-11-22,3766
2015-11-23,3583
2015-11-24,3565
2015-11-25,3596
2015-11-26,3504
2015-11-27,3578
2015-11-28,3607
2015-11-29,3660
2015-11-30,3688
2015-12-01,3744
2015-12-02,3728
2015-12-03,3785
2015-12-04,3805
2015-12-05,3964
2015-12-06,3987
2015-12-07,4128
2015-12-08,4008
2015-12-09,4065
2015-12-10,4039
2015-12-11,4060
2015-12-12,4248
2015-12-13,4338
2015-12-14,4419
2015-12-15,4350
2015-12-16,4359
2015-12-17,4475
2015-12-18,4465
2015-12-19,4414
2015-12-20,4361
2015-12-21,4311
2015-12-22,4213
2015-12-23,4037
2015-12-24,3970
2015-12-25,3962
2015-12-26,4098
2015-12-27,4253
2015-12-28,4223
2015-12-29,4262
2015-12-30,4222
2015-12-31,4208
2016-01-01,4237
2016-01-02,4260
2016-01-03,4207
2016-01-04,4192
2016-01-05,4108
2016-01-06,4087
2016-01-07,4047
2016-01-08,3911
2016-01-09,3886
2016-01-10,3876
2016-01-11,3812
2016-01-12,3984
2016-01-13,4184
2016-01-14,4394
2016-01-15,4614
2016-01-16,4662
2016-01-17,4531
2016-01-18,4313
2016-01-19,4247
2016-01-20,4412
2016-01-21,4439
2016-01-22,4496
2016-01-23,4522
2016-01-24,4648
2016-01-25,4470
2016-01-26,4246
2016-01-27,4033
2016-01-28,3858
2016-01-29,3704
2016-01-30,3600
2016-01-31,3683
2016-02-01,3814
2016-02-02,3882
2016-02-03,3980
2016-02-04,3931
2016-02-05,3866
2016-02-06,3806
2016-02-07,3749
2016-02-08,3717
2016-02-09,3578
2016-02-10,3524
2016-02-11,3449
2016-02-12,3518
2016-02-13,3627
2016-02-14,3780
2016-02-15,3710
2016-02-16,3650
2016-02-17,3603
2016-02-18,3573
2016-02-19,3636
2016-02-20,3592
2016-02-21,3536
2016-02-22,3469
2016-02-23,3501
2016-02-24,3379
2016-02-25,3286
2016-02-26,3159
2016-02-27,3188
2016-02-28,3259
2016-02-29,3256
2016-03-01,3269
2016-03-02,3305
2016-03-03,3321
2016-03-04,3307
2016-03-05,3303
2016-03-06,3296
2016-03-07,3284
2016-03-08,3338
2016-03-09,3444
2016-03-10,3375
2016-03-11,3251
2016-03-12,3174
2016-03-13,3191
2016-03-14,3229
2016-03-15,3230
2016-03-16,3151
2016-03-17,3146
2016-03-18,3076
2016-03-19,3018
2016-03-20,3004
2016-03-21,3025
2016-03-22,2994
2016-03-23,3012
2016-03-24,3091
2016-03-25,3036
2016-03-26,3119
2016-03-27,3107
2016-03-28,3054
2016-03-29,3023
2016-03-30,3065
2016-03-31,3030
2016-04-01,3020
2016-04-02,3031
2016-04-03,3080
2016-04-04,3200
2016-04-05,3360
2016-04-06,3528
2016-04-07,3648
2016-04-08,3511
2016-04-09,3475
2016-04-10,3453
2016-04-11,3301
2016-04-12,3246
2016-04-13,3165
2016-04-14,3147
2016-04-15,3194
2016-04-16,3275
2016-04-17,3211
2016-04-18,3182
2016-04-19,3092
2016-04-20,3090
2016-04-21,3080
2016-04-22,3049
2016-04-23,2982
2016-04-24,2946
2016-04-25,3047
2016-04-26,3045
2016-04-27,3060
2016-04-28,3016
2016-04-29,3029
2016-04-30,2993
2016-05-01,2958
2016-05-02,2961
2016-05-03,2956
2016-05-04,2961
2016-05-05,2989
2016-05-06,3028
2016-05-07,2984
2016-05-08,2956
2016-05-09,2883
2016-05-10,2833
2016-05-11,2739
2016-05-12,2615
2016-05-13,2497
2016-05-14,2389
2016-05-15,2365
2016-05-16,2476
2016-05-17,2590
2016-05-18,2641
2016-05-19,2682
2016-05-22,2745
2016-05-23,2655
2016-05-24,2662
2016-05-25,2675
2016-05-26,2739
2016-05-27,2725
2016-05-28,2763
2016-05-29,2728
2016-05-30,2668
2016-05-31,2648
2016-06-01,2639
2016-06-02,2770
2016-06-03,2851
2016-06-04,2931
2016-06-05,2923
2016-06-06,2888
2016-06-07,2882
2016-06-08,2887
2016-06-09,2838
2016-06-10,2847
2016-06-11,2844
2016-06-12,2795
2016-06-13,2779
2016-06-14,2754
2016-06-15,2711
2016-06-16,2587
2016-06-17,2518
2016-06-18,2637
2016-06-19,2618
2016-06-20,2588
2016-06-21,2678
2016-06-22,2732
2016-06-23,2748
2016-06-24,2759
2016-06-25,2746
2016-06-26,2703
2016-06-27,2707
2016-06-28,2687
2016-06-29,2707
2016-06-30,2740
2016-07-01,2705
2016-07-02,2672
2016-07-03,2688
2016-07-04,2732
2016-07-05,2753
2016-07-06,2673
2016-07-07,2549
2016-07-08,2436
2016-07-09,2393
2016-07-10,2501
2016-07-11,2494
2016-07-12,2462
2016-07-13,2457
2016-07-14,2444
2016-07-15,2419
2016-07-16,2395
2016-07-17,2362
2016-07-18,2348
2016-07-23,2444
2016-07-24,2434
2016-07-25,2425
2016-07-26,2409
2016-07-27,2423
2016-07-28,2401
2016-07-29,2474
2016-07-30,2447
2016-07-31,2446
2016-08-01,2502
2016-08-02,2492
2016-08-03,2449
2016-08-04,2436
2016-08-05,2434
2016-08-06,2414
2016-08-07,2413
2016-08-08,2408
2016-08-09,2389
2016-08-10,2368
2016-08-11,2363
2016-08-12,2337
2016-08-13,2325
2016-08-14,2311
2016-08-15,2305
2016-08-16,2369
2016-08-17,2362
2016-08-18,2317
2016-08-19,2269
2016-08-20,2176
2016-08-21,2109
2016-08-22,2157
2016-08-23,2211
2016-08-24,2161
2016-08-25,2087
2016-08-26,2126
2016-08-28,2127
2016-08-31,2130
2016-09-01,2195
2016-09-02,2269
2016-09-03,2205
2016-09-04,2188
2016-09-05,2196
2016-09-06,2234
2016-09-07,2259
2016-09-08,2298
2016-09-09,2282
2016-09-10,2322
2016-09-11,2379
2016-09-12,2477
2016-09-13,2582
2016-09-14,2647
2016-09-15,2615
2016-09-16,2702
2016-09-17,2793
2016-09-18,2805
2016-09-19,2767
2016-09-20,2727
2016-09-21,2737
2016-09-22,2756
2016-09-23,2838
2016-09-24,2858
2016-09-25,2760
2016-09-26,2644
2016-09-27,2576
2016-09-28,2564
2016-09-29,2545
2016-09-30,2515
2016-10-01,2639
2016-10-02,2666
2016-10-03,2636
2016-10-04,2655
2016-10-05,2666
2016-10-06,2671
2016-10-07,2633
2016-10-08,2610
2016-10-09,2696
2016-10-10,2826
2016-10-11,2799
2016-10-12,2725
2016-10-13,2652
2016-10-14,2563
2016-10-15,2509
2016-10-16,2486
2016-10-17,2556
2016-10-18,2615
2016-10-19,2590
2016-10-20,2578
2016-10-21,2550
2016-10-22,2516
2016-10-23,2499
2016-10-24,2491
2016-10-25,2454
2016-10-26,2404
2016-10-27,2386
2016-10-28,2295
2016-10-29,2257
2016-10-30,2356
2016-10-31,2403
2016-11-01,2406
2016-11-02,2344
2016-11-03,2322
2016-11-04,2355
2016-11-05,2325
2016-11-06,2339
2016-11-07,2296
2016-11-08,2263
2016-11-09,2303
2016-11-10,2319
2016-11-11,2322
2016-11-12,2347
2016-11-13,2300
2016-11-14,2302
2016-12-08,2338
2016-12-09,2313
2016-12-10,2288
2016-12-11,2269
2016-12-12,2257
2016-12-13,2255
2016-12-14,2269
2016-12-15,2295
2016-12-16,2285
2016-12-17,2293
2016-12-18,2316
2016-12-19,2288
2016-12-20,2285
2016-12-21,2276
2016-12-22,2247
2016-12-23,2267
2016-12-24,2320
2016-12-25,2350
2016-12-26,2345
2016-12-27,2358
2016-12-28,2366
2016-12-29,2314
2016-12-30,2297
2016-12-31,2349
2017-01-01,2452
2017-01-02,2517
2017-01-03,2602
2017-01-04,2642
2017-01-05,2542
2017-01-06,2418
2017-01-07,2327
2017-01-08,2311
2017-01-09,2265
2017-01-10,2233
2017-01-11,2191
2017-01-12,2145
2017-01-13,2168
2017-01-14,2154
2017-01-15,2171
2017-01-16,2243
2017-01-17,2244
2017-01-18,2240
2017-01-19,2245
2017-01-20,2261
2017-01-21,2287
2017-01-22,2298
2017-01-27,2162
2017-01-28,2152
2017-01-29,2197
2017-01-30,2185
2017-01-31,2166
2017-02-01,2093
2017-02-02,1993
2017-02-03,1940
2017-02-04,1907
2017-02-05,1943
2017-02-06,1883
2017-02-07,1862
2017-02-08,1885
2017-02-09,1895
2017-02-10,1894
2017-02-11,1845
2017-02-12,1830
2017-02-13,1893
2017-02-14,1943
2017-02-15,2018
2017-02-16,2021
2017-02-18,1981
2017-02-19,1888
2017-02-20,1803
2017-02-21,1880
2017-02-22,1867
2017-02-23,1869
2017-02-24,1855
2017-02-25,1914
2017-02-26,1938
2017-02-27,1902
2017-02-28,1887
2017-03-01,1912
2017-03-02,1974
2017-03-03,2071
2017-03-04,2136
2017-03-05,2171
2017-03-06,2275
2017-03-07,2331
2017-03-08,2310
2017-03-09,2337
2017-03-10,2444
2017-03-11,2564
2017-03-12,2672
2017-03-13,2575
2017-03-14,2518
2017-03-15,2607
2017-03-16,2726
2017-03-17,2863
2017-03-18,3006
2017-03-19,3110
2017-03-20,3129
2017-03-21,3167
2017-03-22,3259
2017-03-23,3248
2017-03-24,3237
2017-03-25,3184
2017-03-26,3214
2017-03-27,3152
2017-03-28,2994
2017-03-29,2876
2017-03-30,2945
2017-03-31,2998
2017-04-01,2991
2017-04-02,3065
2017-04-03,3199
2017-04-04,3202
2017-04-12,3080
2017-04-13,3158
2017-04-14,3083
2017-04-15,2980
2017-04-16,2951
2017-04-17,2899
2017-04-18,2905
2017-04-19,2924
2017-04-20,2958
2017-04-21,2961
2017-04-22,3053
2017-04-23,3023
2017-04-24,2987
2017-04-25,2982
2017-04-26,3093
2017-04-27,3172
2017-04-28,3330
2017-04-29,3454
2017-04-30,3507
2017-05-01,3495
2017-05-02,3493
2017-05-03,3546
2017-05-04,3594
2017-05-05,3749
2017-05-06,3937
2017-05-07,4125
2017-05-08,3953
2017-05-09,3755
2017-05-10,3567
2017-05-11,3388
2017-05-12,3218
2017-05-13,3057
2017-05-14,2904
2017-05-15,2758
2017-05-16,2620
2017-05-17,2490
2017-05-18,2402
2017-05-19,2376
2017-05-20,2331
2017-05-21,2279
2017-05-22,2254
2017-05-23,2329
2017-05-24,2446
2017-05-25,2569
2017-05-26,2623
2017-05-27,2646
2017-05-28,2634
2017-05-29,2525
2017-05-30,2430
2017-05-31,2418
2017-06-01,2346
2017-06-02,2228
2017-06-03,2116
2017-06-06,1971
2017-06-07,1970
2017-06-08,1972
2017-06-09,1933
2017-06-10,1865
2017-06-11,1777
2017-06-12,1716
2017-06-13,1652
2017-06-14,1624
2017-06-15,1668
2017-06-16,1710
2017-06-17,1764
2017-06-18,1794
2017-06-19,1809
2017-06-20,1849
2017-06-21,1850
2017-06-22,1773
2017-06-23,1684
2017-06-24,1602
2017-06-25,1546
2017-06-26,1537
2017-06-27,1584
2017-06-28,1557
2017-06-29,1568
2017-06-30,1600
2017-07-01,1595
2017-07-02,1595
2017-07-03,1623
2017-07-04,1594
2017-07-05,1638
2017-07-06,1635
2017-07-07,1656
2017-07-08,1622
2017-07-13,1652
2017-07-14,1699
2017-07-15,1669
2017-07-16,1652
2017-07-17,1623
2017-07-18,1609
2017-07-19,1564
2017-07-20,1596
2017-07-21,1569
2017-07-22,1561
2017-07-23,1593
2017-07-24,1631
2017-07-25,1605
2017-07-26,1592
2017-07-27,1598
2017-07-28,1595
2017-07-29,1562
2017-07-30,1536
2017-07-31,1534
2017-08-01,1560
2017-08-02,1583
2017-08-03,1650
2017-08-04,1647
2017-08-05,1608
2017-08-06,1591
2017-08-09,1650
2017-08-10,1659
2017-08-11,1694
2017-08-12,1700
2017-08-13,1689
2017-08-14,1721
2017-08-15,1717
2017-08-16,1725
2017-08-17,1768
2017-08-18,1798
2017-08-19,1829
2017-08-20,1836
2017-08-22,1900
2017-08-23,1956
2017-08-24,1969
2017-08-25,1886
2017-08-26,1882
2017-08-27,1946
2017-08-28,1961
2017-08-29,1960
2017-08-30,1938
2017-08-31,1943
2017-09-01,1939
2017-09-02,1863
2017-09-03,1787
2017-09-04,1759
2017-09-05,1769
2017-09-06,1777
2017-09-07,1742
2017-09-08,1762
2017-09-09,1769
2017-09-10,1730
2017-09-11,1706
2017-09-12,1688
2017-09-13,1737
2017-09-14,1801
2017-09-15,1884
2017-09-16,1896
2017-09-17,1865
2017-09-19,1886
2017-09-20,1870
2017-09-21,1831
2017-09-22,1772
2017-09-23,1776
2017-09-24,1799
2017-09-25,1794
2017-09-26,1778
2017-09-27,1801
2017-09-28,1836
2017-09-29,1821
2017-09-30,1867
2017-10-01,1850
2017-10-02,1843
2017-10-03,1852
2017-10-04,1885
2017-10-05,1895
2017-10-06,1866
2017-10-07,1835
2017-10-08,1879
2017-10-09,1890
2017-10-10,1863
2017-10-11,1873
2017-10-12,1915
2017-10-13,1926
2017-10-14,1957
2017-10-15,1966
2017-10-16,1948
2017-10-17,1921
2017-10-18,1909
2017-10-19,1900
2017-10-20,1927
2017-10-21,1937
2017-10-22,1928
2017-10-23,1930
2017-10-24,1894
2017-10-25,1855
2017-10-26,1818
2017-10-27,1834
2017-10-28,1870
2017-10-29,1852
2017-10-30,1872
2017-10-31,1887
2017-11-01,1873
2017-11-02,1854
2017-11-03,1864
2017-11-04,1858
2017-11-05,1865
2017-11-06,1891
2017-11-07,1934
2017-11-08,1951
2017-11-09,1991
2017-11-10,2088
2017-11-11,2127
2017-11-12,2097
2017-11-13,2017
2017-11-14,1978
2017-11-15,1941
2017-11-16,1910
2017-11-17,1911
2017-11-18,1931
2017-11-19,1948
2017-11-20,1875
2017-11-21,1865
2017-11-22,1851
2017-11-23,1867
2017-11-24,1871
2017-11-25,1900
2017-11-26,1868
2017-11-27,1839
2017-11-28,1874
2017-11-29,1918
2017-11-30,1864
2017-12-01,1892
2017-12-02,1904
2017-12-03,1869
2017-12-04,1856
2017-12-05,1858
2017-12-06,1865
2017-12-07,1852
2017-12-08,1834
2017-12-09,1841
2017-12-10,1874
2017-12-11,1862
2017-12-12,1840
2017-12-14,1902
2017-12-15,1897
2017-12-16,1912
2017-12-17,1922
2017-12-18,1924
2017-12-19,1926
2017-12-20,1916
2017-12-21,1894
2017-12-22,1903
2017-12-23,1875
2017-12-24,1889
2017-12-25,1881
2017-12-26,1916
2017-12-27,1941
2017-12-28,1919
2017-12-29,1897
2017-12-30,1918
2017-12-31,1913
2018-01-01,1921
2018-01-02,1922
2018-01-03,1930
2018-01-04,1892
2018-01-05,1875
2018-01-06,1892
2018-01-07,1880
2018-01-08,1897
2018-01-09,1871
2018-01-10,1866
2018-01-11,1854
2018-01-12,1866
2018-01-13,1835
2018-01-14,1853
2018-01-15,1854
2018-01-16,1904
2018-01-17,1865
2018-01-18,1845
2018-01-19,1821
2018-01-20,1794
2018-01-21,1769
2018-01-22,1785
2018-01-23,1793
2018-01-24,1772
2018-01-25,1802
2018-01-26,1809
2018-01-27,1848
2018-01-28,1800
2018-01-29,1852
2018-01-31,1860
2018-02-01,1874
2018-02-02,1843
2018-02-03,1890
2018-02-04,1841
2018-02-05,1823
2018-02-06,1814
2018-02-07,1797
2018-02-08,1756
2018-02-09,1732
2018-02-10,1750
2018-02-11,1742
2018-02-12,1738
2018-02-13,1750
2018-02-14,1775
2018-02-15,1762
2018-02-16,1794
2018-02-17,1848
2018-02-18,1941
2018-02-19,1930
2018-02-20,1876
2018-02-21,1836
2018-02-22,1899
2018-02-23,1991
2018-02-24,2016
2018-02-25,1958
2018-02-26,1981
2018-02-27,1958
2018-02-28,1951
2018-03-01,1953
2018-03-02,1944
2018-03-03,1895
2018-03-04,1884
2018-03-05,1902
2018-03-06,1976
2018-03-07,2031
2018-03-08,1991
2018-03-09,2044
2018-03-10,2093
2018-03-11,2137
2018-03-12,2145
2018-03-13,2093
2018-03-14,2127
2018-03-15,2168
2018-03-16,2172
2018-03-17,2096
2018-03-18,2042
2018-03-19,2034
2018-03-20,2045
2018-03-21,2013
2018-03-23,1998
2018-03-24,1980
2018-03-26,1996
2018-03-27,1979
2018-03-28,1977
2018-03-29,2008
2018-03-30,1997
2018-03-31,2038
2018-04-01,2090
2018-04-02,2063
2018-04-03,2067
2018-04-04,2102
2018-04-05,2085
2018-04-06,2127
2018-04-08,2075
2018-04-09,2146
2018-04-10,2107
2018-04-11,2137
2018-04-12,2228
2018-04-13,2340
2018-04-14,2457
2018-04-15,2460
2018-04-16,2377
2018-04-17,2276
2018-04-18,2292
2018-04-19,2221
2018-04-20,2198
2018-04-21,2217
2018-04-22,2177
2018-04-23,2230
2018-04-24,2235
2018-04-25,2255
2018-04-26,2246
2018-04-27,2274
2018-04-28,2369
2018-04-29,2313
2018-04-30,2316
2018-05-01,2354
2018-05-02,2316
2018-05-03,2329
2018-05-04,2443
2018-05-05,2518
2018-05-06,2593
2018-05-07,2686
2018-05-08,2778
2018-05-09,2695
2018-05-10,2703
2018-05-11,2577
2018-05-12,2470
2018-05-13,2409
2018-05-14,2517
2018-05-15,2618
2018-05-16,2719
2018-05-17,2843
2018-05-18,2975
2018-05-19,3120
2018-05-20,3276
2018-05-21,3440
2018-05-22,3612
2018-05-23,3793
2018-05-24,3979
2018-05-25,3949
2018-05-26,3752
2018-05-27,3565
2018-05-28,3387
2018-05-29,3217
2018-05-30,3056
2018-05-31,2904
2018-06-01,2836
2018-06-02,2965
2018-06-03,3114
2018-06-04,3270
2018-06-05,3309
2018-06-06,3403
2018-06-07,3232
2018-06-08,3070
2018-06-09,2916
2018-06-10,2770
2018-06-11,2631
2018-06-12,2499
2018-06-13,2374
2018-06-14,2255
2018-06-15,2142
2018-06-16,2042
2018-06-17,1946
2018-06-18,1855
2018-06-19,1801
2018-06-20,1845
2018-06-21,1866
2018-06-22,1912
2018-06-23,1883
2018-06-24,1874
2018-06-25,1894
2018-06-26,1857
2018-06-27,1830
2018-06-28,1791
2018-06-29,1766
2018-06-30,1785
2018-07-01,1773
2018-07-02,1698
2018-07-03,1646
2018-07-04,1649
2018-07-05,1656
2018-07-06,1651
2018-07-07,1644
2018-07-08,1718
2018-07-09,1768
2018-07-10,1764
2018-07-11,1727
2018-07-12,1719
2018-07-13,1730
2018-07-14,1767
2018-07-15,1819
2018-07-16,1804
2018-07-17,1763
2018-07-18,1740
2018-07-19,1713
2018-07-20,1698
2018-07-21,1677
2018-07-22,1717
2018-07-23,1707
2018-07-24,1750
2018-07-25,1814
2018-07-26,1856
2018-07-27,1869
2018-07-28,1892
2018-07-29,1939
2018-07-30,2031
2018-07-31,1996
2018-08-01,1949
2018-08-02,2027
2018-08-03,2107
2018-08-04,2202
2018-08-05,2246
2018-08-06,2238
2018-08-07,2245
2018-08-08,2251
2018-08-09,2189
2018-08-10,2091
2018-08-11,2101
2018-08-12,2122
2018-08-14,2063
2018-08-16,2042
2018-08-17,2020
2018-08-18,2025
2018-08-19,2067
2018-08-20,2103
2018-08-21,2052
2018-08-22,2030
2018-08-23,2055
2018-08-24,2020
2018-08-25,2060
2018-08-26,2044
2018-08-27,2040
2018-08-28,2021
2018-08-29,1975
2018-08-30,1960
2018-08-31,1997
2018-09-01,2012
2018-09-02,2024
2018-09-03,2017
2018-09-04,2028
2018-09-05,2023
2018-09-06,2015
2018-09-07,1992
2018-09-08,2005
2018-09-09,2012
2018-09-10,1999
2018-09-11,1997
2018-09-12,2022
2018-09-13,2017
2018-09-14,2046
2018-09-15,2117
2018-09-16,2214
2018-09-17,2316
2018-09-18,2246
2018-09-19,2185
2018-09-20,2173
2018-09-21,2141
2018-09-22,2165
2018-09-23,2169
2018-09-24,2112
2018-09-25,2056
2018-09-26,2036
2018-09-27,2018
2018-09-28,2007
2018-09-29,1993
2018-09-30,1996
2018-10-02,1963
2018-10-03,1963
2018-10-04,1964
2018-10-05,1938
2018-10-06,1945
2018-10-07,2010
2018-10-08,1973
2018-10-09,1988
2018-10-10,1954
2018-10-11,1973
2018-10-12,1995
2018-10-13,2042
2018-10-14,2073
2018-10-15,2073
2018-10-16,2068
2018-10-17,2064
2018-10-18,2101
2018-10-19,2034
2018-10-20,1972
2018-10-21,2017
2018-10-22,2045
2018-10-23,2036
2018-10-24,2040
2018-10-25,2051
2018-10-26,2115
2018-10-27,2068
2018-10-28,2051
2018-10-29,2059
2018-10-30,2030
2018-10-31,2014
2018-11-01,2020
2018-11-03,2005
2018-11-04,1972
2018-11-05,1960
2018-11-06,1937
2018-11-07,1918
2018-11-08,1904
2018-11-09,1904
2018-11-10,1941
2018-11-11,1956
2018-11-12,1985
2018-11-13,1969
2018-11-14,1943
2018-11-15,1936
2018-11-16,1952
2018-11-17,1956
2018-11-18,1976
2018-11-19,1970
2018-11-20,1982
2018-11-21,1989
2018-11-22,1970
2018-11-23,1943
2018-11-24,1949
2018-11-25,1974
2018-11-26,1992
2018-11-27,1976
2018-11-28,1961
2018-11-29,1959
2018-12-01,2034
2018-12-02,2009
2018-12-03,1998
2018-12-05,1959
2018-12-07,1993
2018-12-09,2025
2018-12-10,2012
2018-12-11,2014
2018-12-12,2054
2018-12-13,2092
2018-12-14,2114
2018-12-15,2098
2018-12-16,2080
2018-12-17,2112
2018-12-18,2086
2018-12-19,2053
2018-12-20,2010
2018-12-21,2006
2018-12-22,1998
2018-12-23,2022
2018-12-24,2037
2018-12-25,2046
2018-12-26,2044
2018-12-27,2061
2018-12-28,2068
2018-12-29,2096
2018-12-30,2158
2018-12-31,2191
2019-01-01,2264
2019-01-02,2195
2019-01-03,2168
2019-01-04,2155
2019-01-05,2171
2019-01-06,2164
2019-01-08,2262
2019-01-10,2151
2019-01-11,2045
2019-01-12,1946
2019-01-13,1919
2019-01-14,1920
2019-01-15,1955
2019-01-16,1998
2019-01-17,1987
2019-01-18,2050
2019-01-19,2048
2019-01-20,2028
2019-01-21,2022
2019-01-22,2039
2019-01-23,2060
2019-01-24,2064
2019-01-25,2044
2019-01-26,2085
2019-01-27,2170
2019-01-28,2210
2019-01-29,2283
2019-01-30,2250
2019-01-31,2280
2019-02-01,2301
2019-02-02,2376
2019-02-03,2494
2019-02-04,2555
2019-02-05,2496
2019-02-06,2484
2019-02-07,2419
2019-02-08,2415
2019-02-09,2348
2019-02-10,2237
2019-02-11,2164
2019-02-12,2136
2019-02-13,2094
2019-02-14,2052
2019-02-15,2117
2019-02-16,2184
2019-02-17,2282
2019-02-18,2370
2019-02-19,2335
2019-02-20,2313
2019-02-21,2274
2019-02-22,2247
2019-02-23,2227
2019-02-24,2325
2019-02-25,2442
2019-02-26,2565
2019-02-27,2680
2019-02-28,2648
2019-03-01,2561
2019-03-02,2507
2019-03-03,2471
2019-03-04,2470
2019-03-05,2471
2019-03-06,2492
2019-03-07,2606
2019-03-08,2695
2019-03-09,2726
2019-03-10,2741
2019-03-11,2682
2019-03-12,2621
2019-03-13,2565
2019-03-14,2508
2019-03-15,2493
2019-03-16,2559
2019-03-17,2654
2019-03-18,2735
2019-03-19,2775
2019-03-20,2831
2019-03-21,2933
2019-03-22,3080
2019-03-23,3188
2019-03-24,3117
2019-03-25,3101
2019-03-26,3101
2019-03-27,3085
2019-03-28,3226
2019-03-29,3210
2019-03-30,3159
2019-03-31,3135
2019-04-01,3099
2019-04-02,3040
2019-04-03,2971
2019-04-04,2851
2019-04-05,2759
2019-04-06,2634
